uniprot_id,protein,gene,description,gene_symbol,OP_S06_Pre,OP_S11_Pre,OP_S12_Pre,OP_S17_Pre,O_S05_Pre,O_S06_Pre,O_S07_Pre,O_S10_Pre,O_S16_Pre,O_S17_Pre,O_S24_Pre,O_S28_Pre,O_S29_Pre,O_S32_Pre,O_S35_Pre,OP_S06_Post,OP_S11_Post,OP_S12_Post,OP_S17_Post,O_S05_Post,O_S06_Post,O_S07_Post,O_S10_Post,O_S16_Post,O_S17_Post,O_S24_Post,O_S28_Post,O_S29_Post,O_S32_Post,O_S35_Post,YP_S14_Pre,YP_S45_Pre,YP_S56_Pre,Y_S01_Pre,Y_S07_Pre,Y_S10_Pre,Y_S11_Pre,Y_S16_Pre,Y_S28_Pre,Y_S30_Pre,Y_S31_Pre,Y_S32_Pre,Y_S34_Pre,Y_S35_Pre,Y_S36_Pre,Y_S40_Pre,YP_S14_Post,YP_S45_Post,YP_S56_Post,Y_S01_Post,Y_S07_Post,Y_S10_Post,Y_S11_Post,Y_S16_Post,Y_S28_Post,Y_S30_Post,Y_S31_Post,Y_S32_Post,Y_S34_Post,Y_S35_Post,Y_S36_Post,Y_S40_Post,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,pi_score,sig_pi
O00418,EF2K_HUMAN,EEF2K,Eukaryotic elongation factor 2 kinase,,16.20546255,16.37632782,16.36448151,15.65907214,16.88725367,16.15434069,17.30038176,17.28260639,16.68154532,16.03262111,16.26508708,16.9687465,16.81079547,15.62579766,16.15931068,16.57917252,15.81987731,16.11005899,16.20010316,16.55988814,15.85778866,16.77849881,17.07344334,NA,15.87189325,16.48659821,16.67956325,16.16238077,16.37748695,16.19282244,NA,16.8113362,16.1688115,16.25889902,NA,NA,NA,16.17236059,16.7202892,16.50304073,NA,16.41642154,NA,16.26555991,16.89655721,16.22709911,15.9400826,NA,16.02170485,15.45393207,NA,NA,NA,16.691294,16.7459367,16.32731624,NA,14.70967973,16.7553612,16.70089182,16.35450696,16.03799559,-0.10509465,-0.655984639,0.445795338,16.35404966,-0.383168094,-5.945189159,0.703217768,0.875661419,0.963673596,0
O00423,EMAL1_HUMAN,EML1,Echinoderm microtubule-associated protein-like 1,,20.6433692,20.21224888,20.74998191,20.38679022,19.95994894,20.09109383,21.14115993,20.50799729,20.51496726,20.58036476,20.77478437,20.82055468,20.16449139,20.15327748,20.53739455,20.74877117,19.72751199,20.68568449,20.37623429,20.40456501,19.6786811,20.38975838,20.65124188,20.41847483,20.44224805,20.70038823,20.62969133,20.47328891,20.41614787,20.39326691,20.7188878,20.65758239,20.54488348,20.87561416,20.12722106,20.36261999,20.2420345,20.77775377,20.56207242,20.70602181,20.8987585,20.68796869,20.25501288,20.48422105,20.57127619,20.64540558,20.40622521,20.73606246,20.01684701,20.36229974,20.40532329,20.38625967,20.26214747,20.71158874,20.92198303,20.64108353,20.80813846,20.51242235,20.78433525,20.43573656,20.78903976,19.64464953,0.01377373,-0.327083182,0.354630642,20.48896541,0.080775368,-6.065530356,0.935880565,0.976884062,0.999087667,0
O00429,DNM1L_HUMAN,DNM1L,Dynamin-1-like protein,,19.98863603,20.29188133,20.31006856,20.63684806,20.70520578,20.48839262,20.28373175,19.85622995,20.17517021,20.19785946,20.46993378,19.91041723,20.35993515,20.44575833,20.57464443,20.19569729,20.43368416,20.32411219,20.51791309,20.41941364,20.07076374,20.1583429,20.07261591,20.37041592,20.55890173,20.24857718,19.77245003,20.08522425,20.22218152,20.51342489,20.06619693,19.69715124,20.10874501,19.96322475,20.32540754,20.17025015,20.34104741,20.14803256,20.23975582,20.47616277,20.69734186,20.33337538,20.05776532,20.19538706,19.88006431,20.38251867,20.54018567,19.6751517,20.34061692,20.32806412,20.02665933,19.77104499,20.06956037,20.42077435,20.1568638,20.55908902,20.10167034,20.63048633,20.33698776,20.09536189,20.29798726,20.09555364,-0.169062117,-0.453145,0.115020766,20.24495025,-1.189599335,-5.395488343,0.238735899,0.542948852,0.784927337,0
O00442,RTCA_HUMAN,RTCA,RNA 3'-terminal phosphate cyclase,,20.57467872,21.01397461,21.19022915,20.87097992,20.87172546,21.13031501,21.0534192,20.89413034,21.32236742,20.94469474,21.66118027,21.05473998,21.07418146,20.70483321,21.11723376,20.80068315,20.64662095,20.93457805,20.93904141,20.85485993,20.6831722,20.62473733,21.01645593,20.99919101,20.9684027,21.03704758,20.80971292,20.62808259,20.97803832,20.25881632,20.86494703,20.96157714,20.76983938,20.15602914,20.3543115,21.06916767,21.31246658,20.74924138,20.67914559,20.82475444,20.25401762,21.13046233,20.88812125,20.80617136,21.18294189,20.73112546,20.37262291,20.76725283,20.52337811,20.7354073,20.79002231,20.60352627,20.94017842,20.95720792,20.7463403,20.88538809,20.41594948,21.13426098,20.57618476,20.84328657,21.18639478,20.24845211,-0.455966758,-0.76562054,-0.146312976,20.84061769,-2.943447332,-2.178518235,0.004561283,0.081755192,0.08562912,0
O00483,NDUA4_HUMAN,NDUFA4,Cytochrome c oxidase subunit NDUFA4,,25.88769687,26.36138677,25.77086102,26.80196443,26.20749746,26.90068719,25.98578909,25.92240142,26.03125617,25.86301404,25.91402996,25.74290931,26.23062293,25.85904261,26.50439693,25.61030261,26.52643883,26.06640888,26.58305603,26.41187462,26.19824395,26.37695177,26.31734823,26.24117353,26.23341158,26.15510054,26.21039763,25.37035024,25.85711176,25.90296966,26.21845064,25.9143295,26.13668212,25.92403933,26.36347119,26.0440478,26.74658931,26.33484575,26.19670939,25.88235277,25.84504494,25.77415844,26.56668915,25.77200712,25.76035834,25.85631754,26.03718747,25.91984695,25.92226497,26.03967844,26.53536441,26.72942316,26.04321627,26.49698144,26.04557536,26.21900378,26.12379849,25.8623733,26.15244404,25.6370525,25.74578085,26.00315276,-0.043559002,-0.407672046,0.320554042,26.11119248,-0.239133907,-6.041156177,0.811789838,0.927203177,0.99095847,0
O00487,PSDE_HUMAN,PSMD14,26S proteasome non-ATPase regulatory subunit 14,,20.52692328,20.33110496,20.75520259,20.28124238,20.59140858,20.15312223,20.75732993,20.56985963,20.48071294,20.44851427,20.43296789,20.5396942,20.25570386,20.42599949,20.39180755,20.48908399,20.26274458,20.55930138,20.36595768,20.54057467,20.57482686,20.53782334,20.55316994,20.69184377,20.24843477,20.7483189,20.70235246,20.28437887,20.74071314,20.38778168,20.90919903,21.08241117,20.77025746,21.00975867,21.19510423,20.94518876,20.8320478,20.576892,20.69557465,21.00876139,20.29987245,20.76426262,20.93011124,20.37636079,20.75322084,20.7541373,20.81130221,21.07306901,20.86950774,20.6964925,21.22818971,21.03438919,20.27273676,20.69645393,21.0452888,20.94227109,21.15731349,20.97264404,20.74394332,20.92323809,20.95284018,20.98657807,0.393388758,0.142642755,0.644134761,20.67642449,3.136081949,-1.69168216,0.002617059,0.065868173,0.096426597,0
O00499,BIN1_HUMAN,BIN1,Myc box-dependent-interacting protein 1,,26.49282428,26.4883306,26.28869338,26.00471949,26.34979169,26.04486017,26.44549902,26.15263981,26.49256582,26.47409775,26.18662962,26.10175342,26.18690829,26.33141868,26.10010616,26.5161265,26.20421541,26.1879194,26.00394996,26.31445354,26.61169118,26.03672586,26.23163906,26.33585244,26.2004967,26.23866738,25.74519019,26.6567227,26.31390756,26.37700487,26.05291391,26.35947971,26.44424169,26.3765651,26.19013476,26.39221032,26.38080108,26.24093488,26.27668182,26.56944106,26.18369867,26.29608741,26.3515891,26.34872945,26.24299173,26.25684426,26.29801407,26.535468,26.6526573,26.2514733,26.63762326,26.76555582,26.30562409,26.29128549,26.27801314,26.69335834,26.62338995,26.68227974,26.54561517,26.56990538,26.36601181,26.78162077,0.023068153,-0.203465691,0.249601998,26.34446196,0.203553799,-6.048732141,0.839368277,0.937229682,0.995968782,0
O00505,IMA4_HUMAN,KPNA3,Importin subunit alpha-4,,21.4529079,21.21072567,20.97746853,20.18638361,20.95313219,20.36873144,21.37007845,20.72051106,21.15287858,20.66000215,20.80945319,20.94706483,20.92188846,21.10287215,21.01081193,21.1204882,21.11796301,20.75935402,NA,20.92315276,21.1112471,20.77430976,20.65283401,20.84629903,21.07394012,20.87829217,20.83090855,20.51386383,21.11118082,21.41553119,20.60545382,20.75213277,20.46901315,21.0744136,22.20830423,21.14191541,21.43439475,20.69147177,21.45665295,21.43765838,20.99537983,20.83605372,20.73349947,20.81280286,21.1990228,21.02839086,20.70610821,20.90459381,21.19756049,20.28761351,21.96018314,21.60994442,20.98237965,20.97497446,21.0074224,21.23037665,21.34543434,20.77364539,21.58036123,21.37948904,21.02815626,21.59247104,0.131794676,-0.283033522,0.546622874,21.02314015,0.635287748,-5.872193698,0.527614786,0.768529802,0.919184841,0
O00571,DDX3X_HUMAN,DDX3X,ATP-dependent RNA helicase DDX3X,,18.93254494,19.51506772,18.53005932,19.28893624,19.04035037,19.43992057,19.88018528,19.95407545,19.74306506,20.07932301,18.08959431,20.06420174,19.79679421,19.37152268,19.30447602,18.86300694,19.53490606,19.21640193,19.41474701,19.50760471,19.54194331,19.2971481,19.55795864,19.76780068,19.55694627,19.25578251,19.83284266,19.14835088,19.76035767,19.6983944,20.14092217,19.84750109,19.82548849,20.0039882,18.85957732,18.77528271,18.89699153,20.04734556,19.67975805,19.99992013,19.58806536,20.01944136,19.98289297,20.01392198,19.93313089,19.85019134,19.72872086,19.90656016,19.49645767,19.34109641,19.56798698,19.33580028,19.82648542,20.02213157,19.80521803,19.87859283,19.8548259,19.54972525,19.76474763,19.99958302,20.27827082,20.18348429,0.376123391,-0.080466493,0.832713275,19.59658734,1.646658475,-4.792558966,0.104684157,0.377086414,0.427911841,0
O00629,IMA3_HUMAN,KPNA4,Importin subunit alpha-3,,22.74477215,22.86339035,22.84245126,22.58459045,23.16389976,22.85739733,23.24393499,22.72999094,23.06251594,22.97463527,22.8672941,22.87846092,22.8856222,22.95367032,22.78450917,23.0227172,22.79586744,22.91146867,22.72500297,23.09912434,23.20154404,22.89255323,22.90564474,22.90509464,23.18466652,22.82088673,22.79717923,23.14338742,22.79674704,23.51272085,22.75954406,22.64640275,22.83408646,22.82470633,23.14386462,22.91199293,22.64413524,22.61254628,22.75948011,23.22405616,23.22072157,22.92191669,23.01505855,22.94401527,22.91547052,22.986182,23.20512599,22.83096839,23.27408276,23.02654276,22.87070796,22.65342081,23.20953103,22.6282064,22.74327481,23.19151914,23.06221317,23.22967387,23.11509792,23.18593006,23.25167228,23.43993777,0.087116874,-0.161245867,0.335479614,22.95861008,0.701157066,-5.832991511,0.48582625,0.744396359,0.939046726,0
O00748,EST2_HUMAN,CES2,Cocaine esterase,,20.56006547,20.19339181,21.20917307,21.46447782,21.3734628,21.28072456,19.89782024,NA,20.38577289,19.95365086,20.76848908,18.95898084,20.6443379,20.35953411,21.27424635,20.19132716,20.94873479,21.16788207,21.42368522,21.32166936,21.75179581,19.73306235,21.07847308,20.57863832,19.82876555,20.81903935,NA,19.67686865,20.39370507,21.0836121,20.46431374,20.59629596,20.60810208,NA,NA,19.9052803,NA,20.02810732,20.65922971,20.04853004,19.31848048,20.75780879,NA,NA,20.35987988,NA,21.60917565,20.79763612,20.58537903,20.90302802,NA,NA,NA,21.05672724,20.16985125,20.18312565,19.375995,20.85827951,20.51415322,19.03217368,20.49918589,19.87295248,-0.286905538,-1.025547659,0.451736583,20.52009956,-0.779772581,-5.708029632,0.439125011,0.716035839,0.789689871,0
O00757,F16P2_HUMAN,FBP2,"Fructose-1,6-bisphosphatase isozyme 2",,25.89754869,24.97515553,26.07706369,26.36698412,25.68115435,25.93158187,26.45751803,26.55710171,24.83692196,25.71845037,26.98516661,26.39159646,25.22922842,26.03466326,25.65465626,26.22376417,25.39337662,26.29399318,26.25719469,25.61982819,25.33955259,25.95246741,26.63038676,25.14748293,25.74064139,26.43232653,26.52118138,26.31194319,25.01877113,25.17505562,25.78994444,26.6562478,25.87279902,26.63397958,24.90251549,26.27877391,25.29246262,25.73509385,26.64319195,25.65000942,25.49525652,25.73827694,26.24071075,26.67972836,26.26256218,26.9866217,26.13052906,26.93236264,25.87366903,26.51547516,24.7075362,26.0729587,26.74428658,25.89511543,26.64891003,25.94832397,25.64563334,25.77483627,26.09275753,26.693989,26.14494702,26.57266185,0.084861447,-0.510383886,0.680106781,26.00169231,0.284979691,-6.029602729,0.776608714,0.908980315,0.978773956,0
O00764,PDXK_HUMAN,PDXK,Pyridoxal kinase,,19.53314854,19.34984799,19.42312556,19.61715171,19.38818293,19.45229949,19.25065768,18.79950577,19.17287993,19.63587377,19.54234571,19.10846745,18.98057554,18.82584567,19.17727428,19.36340776,19.27466349,19.37411694,19.71680553,19.30443582,19.04287655,18.97184312,18.87112674,19.28670204,19.42461499,19.35731552,19.25161813,19.04758679,18.96569818,19.00273723,19.20083247,19.04044681,19.055432,19.5204782,19.99269066,19.39290851,19.71363497,19.08017474,19.37681732,19.39881073,19.15162021,19.12481496,19.1929255,19.03789087,19.18252445,19.527586,19.36829223,19.32680313,19.27222665,19.37964806,19.56951601,19.33660731,19.6847748,19.10963806,19.3571452,19.39090548,19.24922,18.99892104,19.26342993,18.89113617,19.23313203,19.13706121,-0.038738406,-0.3044476,0.226970787,19.27533511,-0.291430261,-6.02781536,0.771694288,0.906975927,0.990010521,0
O14521,DHSD_HUMAN,SDHD,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",,23.2579237,23.5832039,23.50962432,24.17536614,22.80007978,23.85872509,23.32751884,23.21978929,23.16750348,23.254798,23.63682507,22.43125613,23.14430072,22.71603724,23.6529633,23.32008147,22.8455194,23.69781194,24.26008936,23.28302951,22.98099603,23.33295994,23.42708982,23.06329052,23.00827259,23.96005779,23.34264065,22.33234018,22.86573601,22.88608551,23.35469028,22.86624073,23.67633863,23.29879946,22.83994724,22.55568569,23.46796838,23.58114693,23.37653219,23.13718744,22.31186214,23.59012865,23.29482185,22.83852194,22.89978343,23.33262131,23.78909702,22.9316814,23.32008058,23.64920876,23.05176129,23.22172488,22.57608136,23.88068456,23.30475055,23.63135632,23.39032286,23.59540026,23.15562575,23.14395684,22.7496564,22.65262634,-0.239663015,-0.719159263,0.239833233,23.23884205,-0.999114547,-5.592159016,0.321619553,0.62121037,0.761953038,0
O14548,COX7R_HUMAN,COX7A2L,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial",,NA,16.13881447,16.46840816,17.08988611,NA,17.37287862,NA,NA,15.92793249,16.32255,15.37614751,16.40322503,16.65184238,16.74365253,17.07714383,NA,17.37108737,15.79353854,NA,16.95510789,16.6816218,16.31997395,16.67481765,16.30893645,16.76120406,16.27778237,16.0736553,16.42724543,NA,16.54266405,NA,NA,16.48521535,NA,NA,NA,NA,16.74801783,NA,16.32013206,NA,NA,NA,NA,NA,16.97402926,15.71767718,NA,NA,17.18256883,NA,NA,16.3759409,16.9219945,NA,NA,NA,NA,NA,16.41399044,NA,16.06803512,0.134634756,-0.615614674,0.884884186,16.51417326,0.36507905,-5.725870847,0.717378286,0.884791882,0.956265963,0
O14556,G3PT_HUMAN,GAPDHS,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",,NA,19.28521029,20.76715741,20.36791941,18.31867793,NA,20.28453071,NA,NA,19.16142603,20.48472884,19.88711502,NA,19.62384836,19.33407042,20.97843954,NA,19.87936385,20.07670293,19.10181645,NA,19.32984423,19.7191972,19.2923341,19.79055058,20.76424602,20.13048158,19.80762879,19.60775933,19.25021599,NA,NA,NA,20.69875943,NA,20.84460327,20.47199104,NA,18.54824324,17.96468833,NA,NA,NA,NA,18.85439053,18.68958765,NA,NA,18.15633432,20.5630467,19.4947502,19.21078908,21.17313499,NA,NA,19.33585955,NA,19.07281622,NA,18.62772045,NA,NA,-0.367572635,-1.491665436,0.756520166,19.65657842,-0.661937351,-5.646821382,0.512000493,0.758851467,0.781872156,0
O14558,HSPB6_HUMAN,HSPB6,Heat shock protein beta-6,,27.10432614,27.18230088,26.45460622,26.51505635,26.8142532,27.02372283,26.93492459,26.76666346,27.69772507,27.23764699,26.37973131,26.51715038,27.52382581,27.86140759,27.91999166,27.39443381,27.69050993,27.11340512,26.96067558,27.40771908,27.55127555,27.14517969,27.84327223,28.35332478,27.62757382,27.32010302,26.50845301,26.59918397,26.7734649,27.84045277,26.19484649,25.59814376,27.21624437,26.55479102,27.50486141,27.2629032,26.69921753,26.56482377,27.4951208,27.27644506,27.21473396,26.54439059,26.16712934,26.12771725,26.40860496,25.79205208,27.30747106,26.37116067,27.4874446,27.98514436,27.842834,27.95738348,26.27539028,26.94682452,26.60207289,28.03794194,27.59820084,27.75091025,27.06044886,27.09202013,27.14281807,26.93804071,-0.118632578,-0.718071809,0.480806653,27.08194342,-0.395601821,-5.993433128,0.693755668,0.872350319,0.957551019,0
O14561,ACPM_HUMAN,NDUFAB1,"Acyl carrier protein, mitochondrial",,22.69019017,23.49070833,23.15949992,23.97824779,23.67410528,23.86516824,22.93019021,23.6127288,23.69135866,22.8217799,23.3155619,22.93080537,23.5645295,23.6201152,23.84359705,22.63084264,23.86835446,23.37870023,23.45472727,23.55213231,23.20274236,23.57694262,23.50821994,23.65930117,23.17758628,23.15687132,23.06748318,23.31883037,23.22184635,23.10571072,23.68284924,23.04528375,23.1071193,22.58492021,25.03981016,24.45536923,24.60286592,23.90403751,23.51525396,23.51414026,23.65969953,23.51476068,23.9980474,23.51406614,23.03619382,23.43136245,23.06192449,23.28294974,22.86939177,23.54970276,23.84609864,23.34196009,23.56072406,24.02163971,23.09469186,23.19956796,23.15581654,22.92334681,23.11850104,23.28436296,23.10929821,23.52620753,0.163069129,-0.319997083,0.646135341,23.42936841,0.674783675,-5.850321041,0.502319771,0.751574686,0.893797454,0
O14732,IMPA2_HUMAN,IMPA2,Inositol monophosphatase 2,,22.36674992,21.74447191,22.5320708,22.35396721,22.31438995,22.28263429,23.18201487,21.68816293,22.5608175,22.4551012,22.52417557,22.64952334,22.43716765,22.18069452,22.05392963,22.50419666,21.21562107,22.39854008,22.27275368,22.07751685,21.44954123,22.58459598,21.46144748,22.31851959,22.14794506,22.32285727,22.40944854,22.53863711,22.85417328,22.35329867,23.21739576,23.19195943,22.27638264,22.37018265,22.62840707,22.39716499,22.07236262,22.36501899,22.14101593,22.49819659,22.35600965,22.39388813,22.53523104,22.93421626,22.74139165,22.79025073,22.72141167,23.19328088,22.15802115,22.13034812,22.43208843,21.67823007,22.15868344,22.53333089,22.9186303,22.21075389,21.47802973,22.24615244,22.43780413,22.15534079,22.54683259,21.93056307,0.040640465,-0.395724428,0.477005357,22.35602483,0.186169417,-6.051991495,0.852919194,0.939501691,0.993555346,0
O14737,PDCD5_HUMAN,PDCD5,Programmed cell death protein 5,,20.84258652,20.68164226,20.75189077,20.71906423,21.09284512,20.94656107,20.89680682,21.27637167,21.10046691,20.65034111,20.98347603,20.65495674,20.55205832,20.82226776,20.73160463,20.77464546,20.80998096,20.57795292,21.01518737,20.9694249,21.31421109,20.78099552,21.37999543,20.97165807,20.91439392,20.46808972,20.61944191,20.72673162,20.78152971,21.01509968,20.6667097,20.66393694,20.48679986,20.41615598,21.10450929,20.97749936,21.01628018,20.85812691,20.61166616,20.8246049,20.88886456,20.83279782,21.21781559,21.04854014,20.85908114,20.68368646,21.07898962,20.98422772,20.90525757,21.21304004,20.26917106,20.21600777,21.02991975,20.91605918,20.59770718,21.18999383,20.95086873,21.13692745,20.96866301,20.99462982,21.22329954,20.92902575,0.003214411,-0.295004613,0.301433435,20.86424421,0.021545944,-6.06844761,0.98287929,0.993685324,0.999944492,0
O14744,ANM5_HUMAN,PRMT5,Protein arginine N-methyltransferase 5,,20.19712098,19.94730285,20.32399358,20.16076023,20.30994322,19.7889892,20.44668786,20.10843118,20.13562234,20.23350008,20.08755683,19.92961173,19.96012984,19.7109309,19.77782512,20.09840691,19.71883405,20.25507743,19.96365139,19.61029278,19.77387874,19.95128091,20.19473575,19.84871678,19.89239499,19.65498447,19.96454166,20.29227064,19.98743862,19.9532784,20.11681124,19.39386363,20.1127692,19.79203823,20.09250881,20.40617963,19.80996139,20.05265111,20.10584643,20.05647576,19.48528819,20.29693491,20.4762613,19.84891005,20.09783741,19.80663359,20.17793369,19.6951988,20.35094759,20.08186729,20.17780382,20.24271518,NA,20.12187931,20.23597702,20.38592323,20.14532023,20.602072,20.41100092,20.12343767,19.77157868,20.0519604,-0.208199545,-0.485241525,0.068842436,20.04597994,-1.50270965,-5.002001637,0.138069236,0.427549684,0.662168582,0
O14818,PSA7_HUMAN,PSMA7,Proteasome subunit alpha type-7,,23.70041745,23.55069147,23.4771771,23.37643739,23.36558325,23.52823229,23.99677036,23.63920704,23.64646957,23.85629354,23.34471442,23.80708192,23.42247143,23.48752383,23.38031101,23.67865663,23.52259052,23.43641547,23.51679088,23.38508003,23.49231882,23.6090483,23.69071359,23.71106684,23.55756936,23.57601963,23.57735365,23.96024439,23.75914078,23.76055696,23.52038991,23.64117295,23.58587715,23.67899653,23.62627687,23.61626025,23.58240209,23.58406977,23.64264212,23.88959488,23.52330913,23.82445201,23.70419838,23.69604728,23.85016095,23.50265502,23.61020174,23.63570241,23.84925203,23.65681737,23.89430614,23.67471629,23.5157629,23.58501707,23.66378123,24.0745525,23.9665816,24.10575673,23.78340559,23.72084198,23.7077008,23.89740183,0.125935026,-0.079304552,0.331174604,23.65521373,1.226548993,-5.353551502,0.22462612,0.52965842,0.828564134,0
O14841,OPLA_HUMAN,OPLAH,5-oxoprolinase,,18.5465972,19.07266506,19.26165392,19.55681979,19.33792363,19.61336543,19.06884182,19.01816149,19.42704197,18.94024329,19.30808443,19.14566886,19.21245008,19.04766084,19.18853945,18.88034486,19.14006421,19.27634567,19.52742482,19.00299585,18.77991181,19.23968116,19.0585784,19.14590922,19.0075638,19.08209906,19.26686984,18.67819617,19.3397791,18.93851652,19.07383125,NA,19.04652287,NA,19.09171007,18.95581082,18.60001501,18.79173752,18.68003111,18.34529538,NA,18.81492724,NA,19.0945938,18.71444516,18.91123243,19.48405401,18.43602611,18.90092415,18.01718176,NA,18.80166117,18.66387746,18.82234119,18.99444213,18.50787674,18.19783377,18.96395523,18.79974378,18.61975669,18.46303671,17.96831508,-0.458564431,-0.805277572,-0.11185129,18.94510836,-2.648418711,-2.872758075,0.010440426,0.115007821,0.123439642,0
O14880,MGST3_HUMAN,MGST3,Microsomal glutathione S-transferase 3,,23.99176931,24.68237485,24.11308497,24.11160138,24.8575859,24.67258328,24.58633731,25.02028114,25.07562133,24.91905374,24.30728762,24.43470936,24.97051009,24.44265221,24.91846023,24.15691282,24.63008085,23.94379755,23.76843216,24.83281725,24.49423372,25.1002888,24.57644385,25.05244023,24.500044,24.07419395,24.47472442,24.37289279,24.46458491,24.39628532,24.86835437,24.53888944,24.48656969,25.02384772,24.7941846,25.07216723,25.02290653,24.74999898,24.52812481,24.76144209,24.33794416,25.10510948,25.34565236,24.75162124,24.64804875,24.30488545,23.76772937,24.73046357,23.13860056,24.52596321,23.44955193,24.68908374,24.14530291,24.73692928,24.28466567,24.41303012,24.01793943,24.19514312,24.91483539,25.00776915,24.22682485,24.75402606,0.013257327,-0.425787644,0.452302299,24.5367692,0.060359614,-6.0669173,0.952063209,0.981439652,0.999348961,0
