gene,log2_fold_change,neg_log10_pvalue,pi_score,adjusted_pvalue,direction
RPS23,-0.6424,3.4354,0.006209,0.007808,Down
NDUFA11,-0.7821,2.8018,0.006436,0.019876,Down
CTSD,0.4801,4.5594,0.006474,0.001677,Up
ARHGAP1,-0.5985,3.6451,0.006582,0.005738,Down
ECHS1,0.4649,4.6808,0.006663,0.001387,Up
LRMDA,-0.5985,3.6094,0.006915,0.005944,Down
CRYBG3,-1.193,1.7961,0.007196,0.088613,Down
AKR7A2,0.4496,4.754,0.007292,0.001245,Up
PYURF,-0.8566,2.4817,0.007487,0.032856,Down
SUOX,0.535,3.9472,0.007735,0.003532,Up
LRPAP1,0.6259,3.3532,0.007966,0.008635,Up
MCCC1,0.6314,3.295,0.008309,0.009221,Up
CAP1,0.6111,3.3852,0.008534,0.008442,Up
GCLM,-0.7114,2.9057,0.008569,0.016657,Down
MRPL9,-0.8966,2.2929,0.008794,0.042513,Down
CP,0.637,3.2199,0.008892,0.010598,Up
RPL27A,-0.6995,2.9115,0.009194,0.016619,Down
RPL23A,-0.5833,3.4562,0.009641,0.007519,Down
TRIM54,-0.5737,3.505,0.009751,0.007153,Down
SNTA1,-0.5416,3.7127,0.009758,0.005155,Down
MYL1,-0.917,2.1916,0.009778,0.049524,Down
RNF114,0.4878,4.1088,0.009902,0.002958,Up
SPAG9,-0.6153,3.2562,0.009918,0.009912,Down
ETFB,0.542,3.6612,0.010366,0.005662,Up
PHPT1,0.4452,4.4292,0.010669,0.00198,Up
MT2A,0.7142,2.744,0.010972,0.021079,Up
CELF1,-0.6316,3.0976,0.011059,0.012318,Down
HADHB,0.409,4.7711,0.011183,0.001243,Up
EIF3C,-0.491,3.9695,0.011249,0.003459,Down
PPP1R3A,-0.4903,3.9299,0.011838,0.003572,Down
TMX3,-1.3517,1.4168,0.01216,0.15733,Down
COPS7B,1.0124,1.8862,0.012312,0.078021,Up
ACAT1,0.4338,4.3661,0.012758,0.001991,Up
PDLIM5,-0.5684,3.3324,0.012764,0.008682,Down
RPL22,-0.5665,3.3343,0.012913000000000001,0.008682,Down
STBD1,-0.4303,4.3876,0.012939,0.001991,Down
LAMTOR1,0.5548,3.3973,0.013038,0.008357,Up
CRAT,0.4474,4.1851,0.013408,0.002526,Up
MYBPC2,-0.9775,1.9107,0.013558,0.074892,Down
PPIA,0.4834,3.8546,0.013693,0.004131,Up
MT-CO1,-0.7515,2.4713,0.013897,0.033439,Down
HP,0.9064,2.0454,0.013999,0.06144,Up
LONP1,0.4701,3.9411,0.014037000000000001,0.003532,Up
UCHL1,-0.7727,2.3309,0.015809,0.040054,Down
CAPZA1,-0.643,2.7899,0.016073,0.019981,Down
MDP1,0.6069,2.9256,0.016769,0.016296,Up
GPD1L,0.3427,5.1692,0.016932,6.55e-4,Up
MGST2,-0.6501,2.7162,0.017145,0.022046,Down
PVALB,-1.3321,1.2988,0.018616,0.18378,Down
MARCHF5,-0.6031,2.8556,0.018952,0.018317,Down
MICU1,0.7028,2.4497,0.018985,0.034446,Up
YWHAZ,0.3888,4.3883,0.019676,0.001991,Up
IDH2,0.3987,4.261,0.020008,0.002288,Up
CD151,-0.6436,2.6361,0.020116,0.025098,Down
FLNA,-0.6032,2.7687,0.02138,0.02048,Down
MYH1,-0.979,1.7008,0.021626,0.102624,Down
HMGB1,0.415,3.9878,0.022131,0.003459,Up
COQ7,0.3755,4.4078,0.022133,0.001991,Up
CLEC3B,0.69,2.3694,0.023185,0.038518,Up
ETFA,0.4687,3.479,0.023418,0.007299,Up
ENO2,-0.505,3.2233,0.023569,0.010598,Down
VAPB,-0.4007,4.0392,0.024064,0.003188,Down
MCEE,0.8343,1.9352,0.024293,0.071612,Up
ABHD11,0.6834,2.3491,0.024802,0.03952,Up
IBA57,0.6595,2.4272,0.025072,0.03552,Up
CTSB,0.4778,3.3333,0.025552,0.008682,Up
SCO1,-0.6188,2.5703,0.02568,0.028336,Down
MPST,0.4328,3.6132,0.027301,0.005944,Up
DPYSL2,0.3847,4.0599,0.027436,0.003142,Up
CAPN3,-0.5188,2.9969,0.027867,0.014579,Down
RPL38,-0.4958,3.112,0.028644,0.012181,Down
CAST,-0.4575,3.3706,0.0287,0.008552,Down
NCL,0.4773,3.2119,0.029302,0.010621,Up
IGHG2,0.6581,2.3287,0.029351,0.040096,Up
XIRP1,-0.7447,2.0135,0.031658,0.064246,Down
PCCB,0.5007,2.9849,0.032032,0.014887,Up
DDAH2,0.4741,3.1487,0.032147,0.011712,Up
CDC42,0.4284,3.4779,0.032358,0.007299,Up
JPT2,0.7354,2.0077,0.033382,0.064246,Up
ALDH4A1,0.4169,3.4892,0.035109,0.007261,Up
BANF1,-0.5697,2.5491,0.035291,0.029381,Down
PSMD14,-0.3411,4.216,0.036471,0.002436,Down
NARS1,-0.4402,3.2601,0.03671,0.009908,Down
COL3A1,-0.974,1.4669,0.037258,0.14699,Down
SCRN3,-0.6089,2.3457,0.037303,0.039667,Down
TYMP,-0.497,2.8562,0.038069,0.018317,Down
EEF1G,-0.3235,4.3516,0.039116,0.002015,Down
CLU,0.626,2.2307,0.040134,0.047205,Up
TST,0.4648,2.9566,0.042239,0.015575,Up
RPL35A,-0.6968,1.9578,0.04323,0.069656,Down
RPL35,-0.5785,2.353,0.043519,0.039332,Down
RPS24,-0.5583,2.4358,0.04367,0.035143,Down
TGM2,0.6285,2.15,0.044542,0.053285,Up
PDP1,0.5357,2.5209,0.044618,0.030978,Up
DCTN3,-0.6531,2.0678,0.044619,0.059407,Down
FLT1,-1.0223,1.3207,0.044655,0.178546,Down
MAPK13,0.6964,1.9324,0.04511,0.071853,Up
C3,0.6105,2.1867,0.046242,0.049799,Up
IGHA1,0.6528,2.0308,0.047249,0.062538,Up
RPS3A,-0.4249,3.1141,0.047513,0.012181,Down
RBM3,-0.6796,1.942,0.047894,0.07111,Down
RPL17,-0.4784,2.7487,0.048423,0.021079,Down
CAMK2D,-0.5209,2.5095,0.049305,0.031353,Down
CCDC137,-0.9948,1.3107,0.049668,0.18031,Down
MAVS,0.3701,3.5085,0.050286,0.007153,NS
NDUFA1,-0.7737,1.6772,0.050378,0.106028,NS
GALK1,0.5171,2.5055,0.050626,0.031494,NS
ASAH1,0.4588,2.7965,0.052117,0.019981,NS
PRKDC,0.3994,3.2025,0.05258,0.010682,NS
NPC2,0.8876,1.4355,0.053196,0.153512,NS
CPT2,0.4261,2.9809,0.053675,0.014923,NS
FHL3,-0.4882,2.5955,0.054053,0.02714,NS
CBR4,0.5463,2.3109,0.054646,0.041278,NS
APPL1,0.3601,3.4997,0.054936,0.007164,NS
MYH13,-0.8702,1.4461,0.055157,0.151983,NS
UCHL3,-0.3789,3.3189,0.055286,0.008803,NS
ECH1,0.445,2.8222,0.055493,0.019189,NS
TMEM38A,-0.5287,2.3673,0.056017,0.038537,NS
MLYCD,0.719,1.7373,0.056337,0.096364,NS
TNNC2,-0.731,1.7018,0.057013,0.102622,NS
CAPZA2,-0.4929,2.5189,0.05734,0.030978,NS
YBX3,-0.4111,3.0153,0.0576,0.014071,NS
RPL10,-0.5224,2.3706,0.057765,0.038518,NS
SNRPD3,-0.3971,3.1078,0.058338,0.012195,NS
ECI1,0.3498,3.5084,0.059267,0.007153,NS
UTP15,-0.8686,1.4117,0.059404,0.157666,NS
NT5C1A,-0.5912,2.0656,0.060092,0.059407,NS
LDHA,-0.5083,2.4014,0.060154,0.037039,NS
PHKA2,-0.4379,2.7464,0.062692,0.021079,NS
ALDH2,0.5476,2.1907,0.063166,0.049524,NS
COL15A1,-0.6272,1.9024,0.064085,0.075684,NS
SVIL,-0.669,1.7753,0.064918,0.090899,NS
TIMM10,0.4366,2.7151,0.065232,0.022046,NS
PRDX6,0.371,3.1793,0.066148,0.011176,NS
GAA,0.5103,2.2888,0.067932,0.042638,NS
NEXN,-0.6355,1.8366,0.068037,0.083574,NS
FXYD1,-0.5772,2.0123,0.06894,0.064246,NS
DYNLL1,0.395,2.9328,0.069442,0.016132,NS
CORO6,-0.6459,1.7906,0.069726,0.088833,NS
HADH,0.3439,3.3204,0.072115,0.008803,NS
GNG12,-0.4573,2.4809,0.073345,0.032856,NS
TMCO1,-0.4061,2.7893,0.073685,0.019981,NS
PGM5,0.4848,2.3341,0.073844,0.039914,NS
PHKB,-0.3906,2.8958,0.073958,0.016904,NS
DYNLT1,-0.3734,3.0287,0.073969,0.013736,NS
TPM3,-0.8053,1.382,0.077104,0.166286,NS
HSPB8,-0.5236,2.1183,0.077778,0.055639,NS
SMTN,-0.4555,2.433,0.077959,0.035213,NS
COL1A1,-0.8675,1.2737,0.078519,0.190742,NS
TFAM,0.4587,2.3853,0.08053,0.037772,NS
CDC37,0.3027,3.6096,0.080814,0.005944,NS
SPRED2,0.741,1.4733,0.080955,0.145727,NS
CSRP1,-0.5822,1.86,0.082621,0.080916,NS
RPL30,-0.5557,1.9465,0.082853,0.070982,NS
HNRNPR,-0.365,2.9409,0.084448,0.016012,NS
TCAP,-0.6696,1.6026,0.084501,0.119938,NS
MRPS36,0.5383,1.9923,0.084634,0.066244,NS
EMD,0.4012,2.6693,0.084921,0.023735,NS
VWA8,0.6631,1.6087,0.08576,0.11881799999999999,NS
COX6A2,-0.6352,1.6772,0.086037,0.106028,NS
SEC24C,0.3582,2.968,0.086466,0.015273,NS
UBE2K,0.3491,3.0423,0.086666000000000007,0.013406,NS
ABLIM2,-0.6491,1.6182,0.089045,0.116764,NS
ACAA2,0.375,2.7784,0.090793,0.020255,NS
RPL37A,-0.5321,1.9574,0.090894,0.069656,NS
F13A1,0.6703,1.5491,0.091546,0.130099,NS
SCFD1,0.4576,2.2554,0.092861,0.044941,NS
CFB,0.5126,2.0106,0.093171,0.064246,NS
FGGY,0.6636,1.5481,0.093909,0.130099,NS
HDGF,0.3487,2.9148,0.096314,0.016597,NS
TMEM205,-0.3769,2.6914,0.09676,0.022791,NS
EEFSEC,-0.5815,1.7373,0.097691,0.096364,NS
CKB,0.3218,3.1332,0.098146,0.011819,NS
FAH,0.366,2.7536,0.098226,0.02099,NS
PYGL,0.5522,1.8219,0.098607,0.084874,NS
PLIN3,0.3461,2.905,0.098763,0.016657,NS
ACAD8,0.4286,2.3403,0.099303,0.039891,NS
EIF3G,-0.371,2.6924,0.100237,0.022791,NS
TACO1,0.4499,2.2162,0.100691,0.047912,NS
GSTM1,-1.0496,0.9485,0.10102,0.299476,NS
EZR,-0.5512,1.8046,0.101221,0.087362,NS
ZNF33A,-0.8526,1.1667,0.101224,0.221998,NS
SF3B2,0.4219,2.3562,0.10136,0.039204,NS
CFH,0.5122,1.9401,0.101475,0.071211,NS
CCDC47,-0.3891,2.5482,0.101955,0.029381,NS
ALPK3,-0.4767,2.0753,0.102489,0.059052,NS
FKBP4,0.3826,2.5805,0.10295,0.027813,NS
ACTB,-0.6493,1.5145,0.103917,0.137034,NS
TMPO,0.5725,1.7034,0.105894,0.102499,NS
RPL36AL,-0.4811,2.0252,0.1061,0.063149,NS
MIEN1,-0.5017,1.9387,0.106507,0.071232,NS
IARS1,-0.448,2.1662,0.107043,0.05183,NS
RPL23,-0.3881,2.4968,0.107395,0.03198,NS
RPS19,-0.3601,2.6835,0.108087,0.023092,NS
RAB6A,0.4228,2.2823,0.108433,0.042811,NS
IFT81,-0.8117,1.1886,0.108443,0.216102,NS
CISD1,0.3429,2.811,0.10869,0.019572,NS
RPL31,-0.4377,2.1972,0.1092,0.049323,NS
IVD,0.402,2.3909,0.109353,0.037686,NS
PPP5C,0.309,3.0807,0.111714,0.012713,NS
ACADS,0.4886,1.9242,0.114792,0.073022,NS
TUBA4A,-0.3697,2.5339,0.115681,0.030213,NS
FTH1,0.6294,1.488,0.115757,0.142649,NS
RPL32,-0.6458,1.4455,0.116549,0.151983,NS
DDOST,-0.3282,2.8371,0.117166,0.01888,NS
TIAL1,0.4182,2.2251,0.117324,0.047286,NS
MOCS2,-0.463,2.0073,0.117668,0.064246,NS
MYH4,-0.8115,1.1396,0.118911,0.23028,NS
RPL19,-0.4646,1.9888,0.119109,0.066367,NS
OPLAH,0.3604,2.5502,0.120464,0.029381,NS
CAPZB,-0.4972,1.8472,0.120672,0.082044,NS
PSMD3,-0.3231,2.8245,0.122293,0.019189,NS
PDLIM7,-0.6644,1.3714,0.122714,0.168345,NS
CA2,0.4322,2.1069,0.122836,0.056199,NS
PCCA,0.3815,2.3811,0.123504,0.037976,NS
ATP6V1H,-0.4284,2.1146,0.124178,0.055785,NS
DHCR24,-0.5927,1.5264,0.124533,0.134747,NS
ATAD3A,0.4756,1.8855,0.126826,0.078021,NS
EWSR1,0.3881,2.3077,0.127148,0.041413,NS
PRUNE1,0.6801,1.3127,0.128009,0.18031,NS
PLN,0.5161,1.7226,0.129123,0.099031,NS
PLIN5,0.6017,1.4642,0.131521,0.147018,NS
HDGFL2,0.5217,1.6824,0.132497,0.105388,NS
MRPL22,-0.4904,1.7847,0.133298,0.089815,NS
MYOZ3,-0.7279,1.2013,0.133549,0.213177,NS
UQCR10,-0.3894,2.244,0.133724,0.045958,NS
ANXA4,0.3821,2.2841,0.134056,0.042811,NS
MLEC,-0.3283,2.6572,0.134182,0.02403,NS
RPS27,-0.3348,2.6015,0.134617,0.027041,NS
TES,-0.7292,1.1938,0.134728,0.21514,NS
SH3GLB1,0.3746,2.3195,0.135272,0.04063,NS
MAT2B,0.3436,2.5135,0.136877,0.031214,NS
PSMC6,-0.2756,3.1316,0.137082,0.011819,NS
RBL1,-0.4664,1.8477,0.137471,0.082044,NS
MAP2K4,-0.3296,2.5956,0.139489,0.02714,NS
NGLY1,-0.4014,2.1287,0.139841,0.054749,NS
KPNB1,-0.2744,3.1051,0.140548,0.012195,NS
TRAPPC3,0.552,1.5252,0.143904,0.134807,NS
LIMS3,-0.4826,1.7438,0.144014,0.096137,NS
SH3BGR,0.381,2.2053,0.144482,0.048764,NS
ACTA1,-0.6309,1.3316,0.14449,0.176452,NS
DPYSL3,0.4399,1.8995,0.146019,0.075984,NS
HRC,-0.3057,2.7128,0.148115,0.022046,NS
TRMT112,-0.6734,1.2268,0.149227,0.205087,NS
HSPH1,-1.4757,0.5584,0.149943,0.512406,NS
GSTO1,0.3582,2.2947,0.15065,0.042507,NS
NAE1,0.3701,2.2145,0.151512,0.047913,NS
CHCHD2,0.5,1.6379,0.151718,0.112611,NS
RDX,0.2759,2.9388,0.15456,0.016012,NS
ACO2,0.2882,2.7929,0.156712,0.019981,NS
RPL28,-0.4414,1.8217,0.156971,0.084874,NS
FBN1,0.5841,1.3735,0.157643,0.168296,NS
MAP1LC3B2,-0.4844,1.6475,0.159193,0.111176,NS
TMED1,-0.424,1.8785,0.159754,0.078609,NS
GARS1,0.377,2.1124,0.1598,0.055875,NS
CHP1,-0.3615,2.1937,0.161053,0.049524,NS
EIF2B1,-0.3751,2.1092,0.16175899999999999,0.056095,NS
SRM,0.7695,1.0227,0.163326,0.271444,NS
COA3,0.4953,1.5831,0.164412,0.12374,NS
ACADSB,0.43,1.8183,0.165255,0.085321,NS
ALB,0.392,1.9862,0.166505,0.066564,NS
LUC7L2,0.3174,2.4484,0.167031,0.034446,NS
ECI2,0.3622,2.1449,0.167128,0.053546,NS
LAMP2,0.4456,1.7419,0.167434,0.096148,NS
MAPT,-0.3287,2.3378,0.170459,0.039905,NS
NACA,-0.2676,2.8467,0.173049,0.018583,NS
PRPSAP2,-0.4269,1.7805,0.173767,0.090215,NS
OSBPL1A,-0.3194,2.3749,0.174331,0.038354,NS
IGLC2,0.5923,1.2807,0.174368,0.188029,NS
NDRG2,-0.3444,2.2004,0.174627,0.049135,NS
RAD23B,0.2682,2.8244,0.174757,0.019189,NS
MICOS13,-0.4333,1.7439,0.175542,0.096137,NS
SERPINA1,0.4255,1.775,0.175652,0.090899,NS
EIF2S3,-0.3644,2.0721,0.175793,0.059294,NS
EEF1A2,-0.3791,1.9548,0.181543,0.069862,NS
RPS25,-0.3455,2.1172,0.18553,0.055639,NS
DCTN5,0.4353,1.6758,0.186418,0.106119,NS
CYB5R1,0.3051,2.3898,0.186561,0.037686,NS
DCD,-0.5307,1.3702,0.187415,0.168345,NS
RPS5,-0.3398,2.1347,0.18824,0.054376,NS
PCBD2,0.2923,2.469,0.189775,0.033458,NS
LSS,0.3459,2.0663,0.192868,0.059407,NS
YWHAQ,0.2564,2.774,0.194468,0.020346,NS
ABHD16A,0.5785,1.2292,0.194491,0.204478,NS
RNPEP,0.3398,2.0844,0.19575,0.058082,NS
PPIF,0.3834,1.8472,0.195823,0.082044,NS
PPBP,-0.6667,1.0589,0.196834,0.257685,NS
SSR4,-0.6122,1.1524,0.197033,0.226087,NS
MB,0.2868,2.4536,0.197796,0.034347,NS
FABP4,0.3286,2.1408,0.197927,0.053803,NS
CHCHD4,0.4381,1.6054,0.197978,0.119446,NS
CDS2,0.3554,1.9785,0.198073,0.067549,NS
GRPEL1,0.458,1.5302,0.199146,0.134124,NS
APOC2,0.5865,1.1901,0.200434,0.215997,NS
PGK1,-0.2881,2.422,0.200608,0.035741,NS
HLA-A,0.4141,1.6819,0.20116,0.105388,NS
COL4A1,-0.6966,0.9982,0.201657,0.281508,NS
TRDN,-0.4698,1.4723,0.203397,0.145787,NS
SLC27A1,0.4179,1.6536,0.203694,0.109879,NS
S100A16,-0.7486,0.9147,0.206639,0.314667,NS
ACSF2,0.3639,1.8794,0.20706,0.078609,NS
EIF3M,-0.3333,2.052,0.20709,0.060704,NS
IGKC,0.4926,1.3877,0.20718,0.16474,NS
LMOD3,-0.618,1.0897,0.212132,0.24658,NS
RPS15,-0.3498,1.9162,0.213664,0.074156,NS
PITRM1,0.4616,1.4438,0.215541,0.152268,NS
GLUL,0.5648,1.1788,0.21588,0.218925,NS
PSMC2,-0.2165,3.0659,0.216922,0.012967,NS
COL1A2,-0.7826,0.8474,0.217185,0.347617,NS
ADIPOQ,0.3358,1.9745,0.217301,0.067608,NS
NHLRC2,0.346,1.909,0.218503,0.074973,NS
PPTC7,0.4795,1.3774,0.218537,0.167733,NS
HINT3,-0.453,1.457,0.218747,0.148884,NS
LMNA,-0.4379,1.5036,0.219583,0.138742,NS
DBT,0.4077,1.6136,0.219903,0.117752,NS
SLC16A1,0.4314,1.52,0.220972,0.135881,NS
RASA4,0.4579,1.4147,0.225024,0.157551,NS
METAP2,0.237,2.718,0.22685,0.022046,NS
SFXN1,0.313,2.0567,0.227128,0.060246,NS
HDDC2,0.3498,1.8342,0.22823,0.083574,NS
SERPINA3,0.3895,1.6407,0.229604,0.112172,NS
SGTA,0.2726,2.3345,0.23104,0.039914,NS
FAHD2A,0.4683,1.3552,0.231923,0.171086,NS
ATIC,-0.2622,2.4188,0.232226,0.035741,NS
OPTN,0.3733,1.6837,0.235189,0.105388,NS
HSDL2,0.3032,2.0627,0.23697,0.059613,NS
ELOB,-0.2742,2.2599,0.240075,0.044645,NS
TMOD1,-0.5465,1.1268,0.242253,0.234755,NS
ACOT9,0.3051,2.0088,0.243803,0.064246,NS
XRCC6,0.2748,2.2178,0.245807,0.047907,NS
NADK2,0.3938,1.5448,0.246393,0.130824,NS
BPNT1,0.333,1.8232,0.24715,0.084874,NS
CYB5A,0.3914,1.5501,0.247367,0.130099,NS
BUB3,0.4945,1.2259,0.247594,0.205087,NS
IGHG1,0.4221,1.424,0.25059,0.15564,NS
SDR39U1,0.4281,1.4033,0.250725,0.159829,NS
RPA2,0.5008,1.1989,0.250985,0.213362,NS
ATP2A3,-0.4147,1.4412,0.252534,0.152571,NS
RPS20,-0.3178,1.8782,0.252948,0.078609,NS
ADSL,-0.2855,2.0863,0.253735,0.058082,NS
COQ8A,0.2806,2.122,0.253886,0.055413,NS
RPLP1,-0.4211,1.4097,0.254901,0.158102,NS
MSN,-0.2844,2.0861,0.255103,0.058082,NS
TACC2,0.3411,1.7366,0.255626,0.096364,NS
YWHAH,0.2447,2.4205,0.255657,0.035741,NS
UBAP2L,-0.5474,1.0755,0.257815,0.251082,NS
TNNT1,-0.6096,0.962,0.259171,0.296252,NS
GCDH,0.3574,1.6406,0.259187,0.112172,NS
SPATA20,-0.6546,0.8953,0.259367,0.32129,NS
CUL1,0.2969,1.9742,0.259387,0.067608,NS
RPL6,-0.4396,1.3321,0.259645,0.176452,NS
LPCAT3,-0.4685,1.2383,0.262916,0.202856,NS
RPL5,-0.4208,1.3751,0.263867,0.168003,NS
TIMM8A,0.4995,1.1582,0.263964,0.224539,NS
PSMC4,-0.2441,2.3615,0.26516,0.038896,NS
PTPN11,0.3182,1.7944,0.268542,0.088728,NS
CSE1L,0.2487,2.2882,0.269756,0.042638,NS
ENO3,-0.2644,2.1496,0.270182,0.053285,NS
RPA3,-0.3663,1.5494,0.270623,0.130099,NS
SUGT1,0.3117,1.817,0.271413,0.085357,NS
TRMT10C,0.3097,1.7978,0.277498,0.088508,NS
NTMT1,0.4065,1.3571,0.280758,0.170647,NS
GPX3,0.3641,1.5073,0.282618,0.138339,NS
TMEM14C,-0.7661,0.7157,0.282929,0.412394,NS
PDIA4,0.4122,1.3289,0.283323,0.176631,NS
H3-3A,-0.5547,0.9861,0.283836,0.28729,NS
ADH1B,0.5147,1.058,0.28542,0.257685,NS
SNAP29,0.4415,1.2296,0.286537,0.204478,NS
ECHDC3,0.4463,1.2157,0.286735,0.208189,NS
RPL26,-0.4179,1.2963,0.287295,0.184354,NS
TIMM44,0.2909,1.8469,0.290186,0.082044,NS
SORD,-0.4148,1.2929,0.290911,0.184689,NS
GAMT,0.2887,1.8536,0.291638,0.081669,NS
VDAC1,0.2683,1.9907,0.292332,0.066286,NS
MRPS21,-0.4511,1.1834,0.292549,0.217843,NS
SDHA,0.2564,2.0699,0.29463,0.059403,NS
NPEPL1,0.3878,1.365,0.295527,0.169117,NS
OSGEP,-0.3367,1.5709,0.295879,0.126175,NS
ACTR2,0.2601,2.0324,0.296011,0.062538,NS
DDT,-0.4024,1.3061,0.298159,0.181618,NS
RSU1,0.2865,1.8343,0.298161,0.083574,NS
RPL36,-0.4063,1.2879,0.299693,0.18652,NS
