fpr,tpr
1,1
0.375,1
0.375,0.9333333333333333
0.3125,0.9333333333333333
0.25,0.9333333333333333
0.1875,0.9333333333333333
0.125,0.9333333333333333
0.125,0.8666666666666667
0.0625,0.8666666666666667
0,0.8666666666666667
0,0.8
0,0
