gene,trait,cor,ci_lo,ci_hi,pval,padj,stars,module
SNRNP70,Delta LBM,-0.39876428956929416,-0.6636866311217844,-0.04495314873025151,0.02905320569017731,0.14526602845088654,,Turquoise
ATP6V1E1,Delta LBM,-0.35384797032686965,-0.6333742995136892,0.007359437253757584,0.055068328555092444,0.1974087532310159,,Turquoise
PIP4K2A,Delta LBM,-0.373179685784184,-0.6465265464463025,-0.014915823379030968,0.042236732890981635,0.175096276179777,,Turquoise
CUL2,Delta LBM,-0.1786155159180278,-0.5063042270334275,0.1941470028362687,0.34497983515450614,0.55942675971001,,Turquoise
ATP6V1H,Delta LBM,-0.23451919999396828,-0.5484498660575686,0.13735516755785132,0.21224404813997091,0.43413555301357687,,Turquoise
A2M,Delta LBM,-0.2875917847681016,-0.5870377508407941,0.08107796364371683,0.12330796655396004,0.2975219034826608,,Pink
CAT,Delta LBM,-0.1971699463823461,-0.5204681008608711,0.17557082007461247,0.2963225879383453,0.5079815793228777,,Pink
HP,Delta LBM,-0.11126236703229928,-0.45335896461135633,0.25940494897976235,0.5583214361880368,0.6883414966701823,,Pink
BLVRB,Delta LBM,0.3021355867193161,-0.06523441155089368,0.5973799142788637,0.10464747928350612,0.27299342421784206,,Pink
FABP5,Delta LBM,0.0838262854718611,-0.28505150121137385,0.4310769703294052,0.6596455062643449,0.746768497657749,,Pink
IGLC3,Delta LBM,-0.20693875916778556,-0.5278544941665779,0.16568271738337034,0.27254589423099107,0.4913416611366285,,Pink
KLHDC8B,Delta LBM,-0.480880353223027,-0.716941967398136,-0.14588521817987402,0.007145061578393051,0.058459594732306774,,Pink
DEFA3,Delta LBM,-0.19923718798462753,-0.5220352298145149,0.1734845896236653,0.29118493300756787,0.5079815793228777,,Pink
SNCA,Delta LBM,-0.10173650759352805,-0.44567076788475896,0.26836912300505833,0.592686211472156,0.7065133646687953,,Pink
CFH,Delta LBM,-0.26285903789943343,-0.569222844986609,0.10759989725079953,0.16050293852571929,0.3657028979067022,,Pink
PPIA,Delta LBM,-0.07933258684259928,-0.4273866338526652,0.28920235408640915,0.6768855537266096,0.7543530757082273,,Pink
LXN,Delta LBM,-0.4041209203750043,-0.6672444665301974,-0.05132409189410074,0.026770517393037836,0.14405412242738008,,Pink
NME1,Delta LBM,0.16666129731446805,-0.20597528621293235,0.49708412933564944,0.37873330140953276,0.5826666175531273,,Pink
SYNJ2,Delta LBM,-0.05790740563596963,-0.4096308054972593,0.3088041685818114,0.7611660586970863,0.8253607865390092,,Pink
CA2,Delta LBM,0.1335290074804964,-0.2381991150508108,0.4711336883140296,0.48177443203724446,0.6329883048664525,,Pink
NACA,Delta LBM,-0.28710859186221754,-0.5866924643772055,0.08160116008646345,0.123967459784442,0.2975219034826608,,Brown
EIF2B1,Delta LBM,-0.46054407115340423,-0.7040049027308366,-0.1202220782943798,0.01043527035942097,0.07513394658783099,,Brown
S100A16,Delta LBM,-0.171289005234355,-0.500662280046933,0.20140921136652834,0.3654454146309365,0.5821254392351201,,Brown
MOB4,Delta LBM,-0.35856382664441744,-0.6365976730794157,0.001958378302805234,0.051686304165737475,0.1974087532310159,,Brown
KPNB1,Delta LBM,-0.204192595879224,-0.5257829590511537,0.1684700060960103,0.27910136989980405,0.4937168443705162,,Brown
TNPO1,Delta LBM,-0.32656580153092196,-0.6145340994921773,0.03819740745149853,0.07818380278687821,0.2426393879592772,,Brown
S100A6,Delta LBM,-0.37223679929687375,-0.6458888050889166,-0.013821055775632009,0.0428013119550566,0.175096276179777,,Brown
PSMD14,Delta LBM,-0.3512174362904199,-0.6315720573887234,0.010363052721810567,0.057029195377849035,0.1974087532310159,,Brown
DCTN6,Delta LBM,-0.4050888566800503,-0.667886084506579,-0.05247838448639704,0.026374089941100118,0.14405412242738008,,Brown
SPAG9,Delta LBM,0.27955004266794853,-0.08975911444329529,0.5812769582190994,0.13462516039644024,0.3188490640968321,,Brown
PSMD13,Delta LBM,-0.3112352916931611,-0.6038011941535141,0.05522638209884258,0.09410235830796675,0.26453287988008267,,Brown
FAM120A,Delta LBM,-0.37414833789702134,-0.6471813173334756,-0.01604140216335418,0.041662941387493636,0.175096276179777,,Brown
USP5,Delta LBM,-7.419495722882977e-4,-0.3609146990929047,0.3596234009321651,0.9968953287233415,0.9968953287233415,,Brown
REEP5,Delta LBM,-0.09454508398386714,-0.4398328587719839,0.27509431418614616,0.6192198183310879,0.7177410642676444,,Brown
GCN1,Delta LBM,-0.05426820273195071,-0.40658815397003556,0.3121029964862139,0.7757829119364601,0.8361731984943882,,Brown
