subject_key,PC1,PC2,age
OP_S06,2.3441256625009013,-2.158560515562262,Old
OP_S11,-1.36242966005529,-0.5514787569372361,Old
OP_S12,-0.479093583631091,-1.4043008278241806,Old
OP_S17,-3.826164467670158,0.8085322013792634,Old
O_S05,-0.48324064885543777,-1.4232214969389452,Old
O_S06,-4.086428934987524,0.7187861950326584,Old
O_S07,2.1669668287659727,-2.546267425659378,Old
O_S10,0.10036403244595565,-1.289496101644053,Old
O_S16,-0.95940789350088,-1.1232699287391135,Old
O_S17,-0.24240050487135223,-1.7635144788199255,Old
O_S24,-1.9796835346644892,-2.909532186159254,Old
O_S28,1.2336880268843604,-1.3473826443921706,Old
O_S29,-1.8307573744339682,-0.9246387966729597,Old
O_S32,-1.7497462279021052,-0.6413031577231966,Old
O_S35,-3.083670755696235,0.6339147312235187,Old
YP_S14,-0.455286119205136,0.20694845346004748,Young
YP_S45,2.968581231478056,0.9811335707732548,Young
YP_S56,-0.6857378682169909,-0.013307415134986428,Young
Y_S01,1.7653183539377506,0.3201701410851053,Young
Y_S07,0.38881258058055873,3.3512366711832646,Young
Y_S10,1.095223189985338,1.7836912006077301,Young
Y_S11,-1.3809106087614718,2.970281285078701,Young
Y_S16,0.441515173431857,1.0660414393462765,Young
Y_S28,1.296833421137645,0.9566283153261267,Young
Y_S30,2.998164843053317,0.6931504043974964,Young
Y_S31,0.18720466060801988,0.23071488567632784,Young
Y_S32,0.8664864937713749,0.07026554920415522,Young
Y_S34,0.2149868270108728,2.3151892421346263,Young
Y_S35,1.1470737891080205,0.15709557639441854,Young
Y_S36,2.8547929125894296,0.25809983096650874,Young
Y_S40,0.5348201551626985,0.5743940389381815,Young
