quadrant,gene
DD,PPP1R7
DD,RBP4
DD,NUTF2
DD,PLIN5
DD,CDH13
DD,PRKG1
DD,PDXK
DD,HEBP2
DD,GSK3A
DD,TIMM10
DD,ACAA2
DD,NDUFA11
DD,NT5C3A
DD,FUNDC2
DD,GLUL
DD,NLRX1
DD,PPP1R2
DD,DCAF6
DD,MAPRE2
DD,SLC25A42
DD,MAP2K2
DD,OLA1
DD,UBQLN1
DD,TSNAX
DD,GSTO1
DD,TST
DD,THEM6
DD,GPHN
DD,BBS4
DD,DPYSL3
DD,CMYA5
DD,ITGB1
DD,SNTB2
DD,PCYT2
DD,ANXA7
DD,PDHX
DD,BCKDHA
DD,ACO1
DD,PARVA
DD,C6orf136
DD,PEBP1
DD,MPI
DD,UBE2V1
DD,OTUB1
DD,PNPO
DD,ASS1
DD,STAT5B
DD,CKB
DD,VAMP2
DD,DTNA
DD,AASDHPPT
DD,IDI1
DD,MMP24OS
DD,SUOX
DD,MECP2
DD,RTCA
DD,OXCT1
DD,ME1
DD,CACNA1S
DD,SOD1
DD,EIF4E
DD,DCPS
DD,SULT1A1
DD,TOM1
DD,ADH5
DD,PDLIM5
DD,APOOL
DD,NPEPPS
DD,USO1
DD,TXNRD1
DD,TMEM38A
DD,CLASP2
DD,CLCC1
DD,DCXR
DD,JAGN1
DD,TLN2
DD,ARMT1
DD,LAMP2
DD,MCCC1
DD,DMD
DD,HMGB2
DD,RNF181
DD,GSTZ1
DD,TMX4
DD,PEA15
DD,MRPL11
DD,RAB2A
DD,PPID
DD,FIS1
DD,PRXL2A
DD,ACADS
DD,SDR39U1
DD,OXSR1
DD,CUTA
DD,UFL1
DD,CTSD
DD,RHOA
DD,TMA7
DD,ATP5MF
DD,SHMT1
DD,ACADVL
DD,NOL3
DD,DDX6
DD,H6PD
DD,MAT2A
DD,RDX
DD,COQ10B
DD,ACAT1
DD,XRCC5
DD,METAP2
DD,MT2A
DD,UBE2K
DD,FXN
DD,TMEM126A
DD,ECHDC3
DD,RPA1
DD,FHL3
DD,UBE2D1
DD,IMPA1
DD,TXN
DD,KHSRP
DD,RAB5B
DD,NAPA
DD,DDX19A
DD,CUL5
DD,RSU1
DD,NMT1
DD,TMEM205
DD,PCYOX1
DD,MAPK3
DD,GPC1
DD,GPD2
DD,GPD1L
DD,ITGA7
DD,SOD3
DD,SNX3
DD,SSPN
DD,ABHD14B
DD,PSAP
DD,SCRN3
DD,CMBL
DD,GAMT
DD,PPP3R1
DD,PLPBP
DD,RASA4
DD,APOD
DD,RAB21
DD,SORD
DD,PCBD1
DD,MB
DD,TMEM109
DD,CACNA2D1
DD,HINT2
DD,FUBP1
DD,CPT2
DD,DHRS7C
DD,ATL2
DD,HADHB
DD,ASPSCR1
DD,SGTA
DD,SGCA
DD,ALDH6A1
DD,ATP6V1H
DD,DAG1
DD,ETFRF1
DD,FKBP5
DD,PEX11B
DD,GLRX5
DD,GLRX
DD,DNAJB2
DD,SGCB
DD,LYRM7
DD,ABHD10
DD,SELENBP1
DD,COQ8A
DD,HLA-DRB1
DD,COQ7
DD,GNPDA1
DD,NUDT3
DD,TAPBP
DD,NUCKS1
DD,PRDX6
DD,HCFC2
DD,NIPSNAP1
DD,VAPB
DD,NAXD
DD,TALDO1
DD,UBE2D3
DD,CACNG1
DD,GNA11
DD,SNX6
DD,RBKS
DD,ADSL
DD,CPT1A
DD,SYNGR2
DD,WARS2
DD,OPLAH
DD,SGCG
DD,GLOD4
DD,METTL7A
DD,UBE2M
DD,CAVIN2
DD,GOT1
DD,MYOZ2
DD,GNB2
DD,ATPAF2
DD,VPS36
DD,PUF60
DD,BDH1
DD,MTAP
DD,HNRNPH3
DD,ALDH9A1
DD,DDOST
DD,DBI
DD,RGS12
DD,MDH1
DD,PPP3CB
DD,HSDL2
DD,RRAS2
DD,SYNPO
DD,TMPO
DD,FABP5
DD,DENND5A
DD,SGCD
DD,ERI3
DD,PPP1CC
DD,PCYT1A
DD,IDH1
DD,ENOPH1
DD,PIP4K2B
DD,PVALB
DD,IMPA2
DD,CPA3
DD,IFITM1
DD,CLIC5
DD,HADH
DD,MYLK2
DD,TSPAN8
DD,HHATL
DD,UBE2N
DD,NFU1
DD,C11orf54
DD,CPT1B
DD,ALDH1A1
DD,GFM1
DD,SELENOW
DD,TGFBI
DD,ACSF2
DD,CPNE1
DD,GPX3
DD,SORBS1
DD,MACROD1
DD,ECHDC2
DD,COQ9
DD,HNRNPK
DD,ANXA3
DD,QDPR
DD,GPT
DD,RNPEP
DD,GLO1
DD,FAM185A
DD,PCBD2
DD,TSN
DD,NAE1
DD,MYH3
DD,MRPL47
DD,NUDT16
DD,SYNE2
DD,HAGH
DD,MYOM2
DD,GDI1
DD,LANCL2
DD,PFDN5
DD,MAPK12
DD,GPX1
DD,CZIB
DD,AAMDC
DD,KYAT1
DD,NIF3L1
DD,PLIN4
DD,SYPL2
DD,PEBP4
DD,MT-ND3
DD,CRKL
DD,PTGR2
DD,TOR1AIP1
DD,EIF4H
DD,UBE2V2
DD,RIDA
DD,ECI1
DD,RNF7
DD,GGCT
DD,MT-ND4
DD,HMGB1
DD,UBE2I
DD,MYLK
DD,BST2
DD,FBN1
DD,ADH1B
DD,VDAC3
DD,ACSS2
DD,JPH2
DD,LRRC20
DD,VDAC1
DD,MAOA
DD,MGST3
DD,NFIC
DD,MAOB
DD,ART3
DD,SNU13
DD,GNAS
DD,H1-0
UD,SLC25A46
UD,DCTN5
UD,TOMM70
UD,GANAB
UD,MOB4
UD,ECPAS
UD,EIF2S3
UD,ACSL3
UD,CSE1L
UD,GPT2
UD,COPS7B
UD,SEC22B
UD,RPL3
UD,STUB1
UD,CYB5R3
UD,SNAP29
UD,SCARB2
UD,UBE3C
UD,AIMP2
UD,CNIH4
UD,PPP5C
UD,PRMT5
UD,PHYKPL
UD,CA3
UD,DYNC1LI2
UD,MAVS
UD,MAN2C1
UD,CAND2
UD,TSG101
UD,CAVIN1
UD,STBD1
UD,PSMD3
UD,AHCY
UD,NES
UD,CLEC3B
UD,YWHAZ
UD,KTN1
UD,CALR
UD,ARHGDIB
UD,UBA1
UD,RAB18
UD,PLEC
UD,HDDC2
UD,BTF3L4
UD,UFM1
UD,CNDP2
UD,PAFAH1B1
UD,RAN
UD,NTPCR
UD,TRIP10
UD,SURF4
UD,CDS2
UD,MAP3K20
UD,MYO1C
UD,DHX15
UD,PLAA
UD,YWHAG
UD,ATP5PB
UD,MRPS35
UD,AARS1
UD,CUL3
UD,IPO7
UD,SEC61A1
UD,SEPTIN11
UD,MMGT1
UD,ISOC2
UD,UBL4A
UD,PCCA
UD,HSPA2
UD,IMPACT
UD,CYB5A
UD,RAP1A
UD,ADIPOQ
UD,USP24
UD,PRMT1
UD,NUDC
UD,ADPRHL1
UD,CLPTM1
UD,RAB1B
UD,AK1
UD,MRPS36
UD,PYGL
UD,PRKAR2A
UD,CLU
UD,ANXA5
UD,RAD23B
UD,PSMB5
UD,SEPTIN9
UD,NADK2
UD,TACC2
UD,PRUNE1
UD,ATP5PD
UD,SH3GLB1
UD,GDI2
UD,FKBP4
UD,GARS1
UD,RTN2
UD,CLIP1
UD,ALDH1L1
UD,CAPN1
UD,UBE2Z
UD,ARL8B
UD,COL7A1
UD,SPCS1
UD,PYGM
UD,SYNCRIP
UD,PSMD12
UD,PGRMC2
UD,MTHFD1
UD,COX11
UD,MAT2B
UD,PGAM5
UD,COPS2
UD,TXLNB
UD,SEPTIN2
UD,S100A1
UD,LNPK
UD,PNPT1
UD,ATP5F1D
UD,TBCE
UD,UBE2F
UD,ALDH4A1
UD,PLN
UD,ATP5MG
UD,TMEM198
UD,YWHAE
UD,EIF1
UD,EIF2B4
UD,PURB
UD,UBR4
UD,SERPINA3
UD,CUL1
UD,SDHD
UD,LRG1
UD,NUDCD2
UD,PSMB6
UD,RPS27A
UD,ACAA1
UD,PPA1
UD,RPL34
UD,MFN2
UD,GPS1
UD,PDXP
UD,DNM2
UD,TIGAR
UD,TFAM
UD,XPO1
UD,RABL3
UD,PBXIP1
UD,ALDH2
UD,PSMD6
UD,CD59
UD,TXNDC12
UD,ARIH1
UD,EWSR1
UD,PKIA
UD,SERPINA1
UD,GLTP
UD,UBQLN2
UD,AKR1B1
UD,PDAP1
UD,ILVBL
UD,BCO2
UD,TBCA
UD,BAG6
UD,ARL6IP5
UD,PRDX1
UD,WARS1
UD,VBP1
UD,PLIN2
UD,FBP2
UD,LDHB
UD,DHRS7B
UD,TMCO1
UD,PRKCQ
UD,IAH1
UD,SLC37A4
UD,XPNPEP1
UD,MPST
UD,BUB3
UD,ATP6V1G1
UD,MPC2
UD,EIF3H
UD,SDHC
UD,COPS6
UD,DAD1
UD,MCEE
UD,NIT2
UD,THOP1
UD,PFDN2
UD,NXN
UD,DYNLL1
UD,NSFL1C
UD,DPM3
UD,SVIL
UD,ATP2B4
UD,PDHB
UD,SPEG
UD,XPO7
UD,STRN3
UD,ARPC1A
UD,ACO2
UD,UBE3A
UD,ABHD16A
UD,FBLN1
UD,TMEM245
UD,MRPL21
UD,GALK1
UD,FABP3
UD,AGT
UD,GBP2
UD,WDR77
UD,VPS4A
UD,TATDN1
UD,SAE1
DU,CKMT2
DU,AFG3L2
DU,COBL
DU,ASPA
DU,TIMM8B
DU,AP1G1
DU,RMDN1
DU,SLC25A11
DU,VWF
DU,PLCL1
DU,RPL23A
DU,MYPN
DU,MUSTN1
DU,DDT
DU,PACSIN2
DU,ENO2
DU,MRPS5
DU,HNRNPA3
DU,SUB1
DU,SH3BGRL3
DU,CFH
DU,NEDD8
DU,TMOD1
DU,RPL5
DU,PSMD7
DU,CAMK2A
DU,DRG2
DU,RHOG
DU,GSTM3
DU,HSCB
DU,FAM136A
DU,RPL22
DU,DNPH1
DU,MYL12B
DU,ATAD1
DU,MTARC2
DU,RACK1
DU,PMM2
DU,RPS6KA3
DU,PCBP2
DU,VPS4B
DU,OSGEP
DU,EIF2B3
DU,SERPINB6
DU,WDR44
DU,CALD1
DU,COX8A
DU,UBAP2L
DU,FLOT2
DU,CORO1B
DU,THBS4
DU,EIF4A2
DU,ARPC5L
DU,ITIH4
DU,DNPEP
DU,LAT
DU,OSBPL1A
DU,PLS3
DU,RPS26
DU,TMX3
DU,APEX1
DU,MYL9
DU,PMPCA
DU,RPL35
DU,SQSTM1
DU,RPL32
DU,SELENOF
DU,MYOT
DU,TIMM9
DU,MYOZ3
DU,HSPA14
DU,FLG2
DU,NTMT1
DU,RPS21
DU,BSG
DU,HDHD5
DU,PPTC7
DU,MRI1
DU,SNRPD3
DU,RPS12
DU,HAT1
DU,YARS1
DU,IARS1
DU,EMC1
DU,DEPTOR
DU,RDH14
DU,NUDT2
DU,CAPZB
DU,DUSP3
DU,ELOC
DU,GHITM
DU,PFKFB1
DU,IMPDH2
DU,RPS15
DU,PAFAH1B2
DU,ELOB
DU,EIF3M
DU,TECR
DU,MTX1
DU,RPS10
DU,STAC3
DU,G3BP1
DU,TIMM21
DU,MIEN1
DU,GSTM1
DU,GCLM
DU,ALDH16A1
DU,RABGGTA
DU,EIF3K
DU,TXN2
DU,COPS3
DU,SSR4
DU,PMPCB
DU,PCBP1
DU,DAZAP1
DU,SFPQ
DU,RPS23
DU,MRPL9
DU,IDE
DU,LIMS3
DU,ARF5
DU,CAB39
DU,PDP1
DU,ADSS2
DU,PHB2
DU,RPL18A
DU,RBBP7
DU,DDAH1
DU,CRELD1
DU,SQOR
DU,EHD4
DU,PGAM1
DU,MAP2K4
DU,PAIP1
DU,GOT2
DU,MSRB2
DU,KRT19
DU,SND1
DU,MRPL54
DU,U2AF2
DU,DCTN3
DU,ANXA11
DU,SLC25A20
DU,SLC35A4
DU,HEBP1
DU,KRT10
DU,MYH2
DU,NUDT19
DU,SNTA1
DU,LUM
DU,MRPL13
DU,COPG1
DU,FTL
DU,SPAG9
DU,DES
DU,SLC25A12
DU,PACSIN3
DU,SCO1
DU,C1QBP
DU,UQCRFS1
DU,MYL6
DU,NEXN
DU,TGM2
DU,TPSB2
DU,LASP1
DU,MYBPC2
DU,UQCRB
DU,TNNT3
DU,MTM1
DU,CHCHD2
DU,RPL23
DU,MT-ND5
DU,PDIA6
DU,HNRNPM
DU,MRPL46
DU,NUBPL
DU,TNNI2
DU,SEC13
DU,KRT2
DU,CAPZA1
DU,TNNC2
DU,KRT18
DU,CTBP1
DU,SPATA20
DU,TBC1D4
DU,FBLN2
DU,COX6A2
DU,NONO
DU,NDUFAF4
DU,EIF3G
DU,TWF2
DU,TMOD4
DU,UQCRC1
DU,UQCRH
DU,SLC25A13
DU,RPS5
DU,MRPL38
DU,COL15A1
DU,DDI2
DU,STAT3
DU,TPM1
DU,PYURF
DU,MYL1
DU,TPM2
DU,BANF1
DU,LMOD2
DU,COL6A2
DU,TRIM54
DU,MRPL53
DU,MICOS10
DU,NDUFA1
DU,SET
DU,PDPR
DU,TES
DU,KCTD12
DU,LIMS1
DU,MYCBP
DU,MPP1
DU,TCEA3
DU,EIF3A
DU,CCDC47
DU,TIMM8A
DU,EFEMP1
DU,IST1
DU,COL6A3
DU,RPL24
DU,CYC1
DU,CILP
DU,DHCR24
DU,ACTB
DU,PARP1
DU,UQCRC2
DU,SFXN4
DU,UQCRQ
DU,THRB
DU,LAMA2
DU,CHDH
DU,CAV2
DU,ACTN2
DU,P3H4
DU,TUBA8
DU,ACTA1
DU,ACTN1
DU,CELF1
DU,ACTN4
DU,SYNPO2L
DU,COQ10A
DU,ACAD8
DU,TMLHE
DU,MT-CO1
DU,COX7A2
DU,MYBPC1
DU,NDUFV3
DU,APOBEC2
DU,H2BC4
DU,TRMT112
DU,CAPRIN1
DU,HNRNPL
DU,MT-ND2
DU,NOMO2
DU,STXBP3
DU,HLA-B
DU,GRB2
DU,RPL31
DU,DHRS11
DU,SNRPA
DU,MYH7
DU,ARIH2
DU,NDUFA10
DU,VDAC2
DU,NDUFA7
DU,TPM3
DU,HNRNPH1
DU,COX5B
DU,UTP15
DU,SLC16A3
DU,FTH1
DU,COL6A1
DU,NDUFC2
DU,ACOT1
DU,LMNA
DU,COX5A
DU,TNNC1
DU,NDUFB8
DU,UBN2
DU,COX6B1
DU,NDUFS2
DU,COX6C
DU,PREX1
DU,NID1
DU,TMEM11
DU,RPL38
DU,NDUFB5
DU,COL3A1
DU,CAP2
DU,NDUFB9
DU,TMEM143
DU,MYL2
DU,NDUFA6
DU,XIRP1
DU,EMD
DU,ACP1
DU,TOMM22
DU,PLEKHF1
