pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,quadrant,pathway_label,ID,p.adjust,GeneRatio,geneID
GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,1.3739029486444702e-4,0.01993075210833578,1.8090994371482176,29,52,,GO:BP,2.9138755980861246,Reversed (Aging Up / Training Down),Modified Amino Acid Metabolic Process,GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,0.01993075210833578,29/656,AASDHPPT/ABHD16A/ALDH1L1/ALDH4A1/ALDH7A1/ALDH9A1/ARL6IP5/ASS1/CKB/CKM/CPT1B/CPT2/CRAT/GAMT/GLO1/GPX1/GSS/GSTO1/GSTP1/HAGH/IDH1/MTHFD1/OPLAH/PANK4/PARK7/SHMT1/SOD1/SOD2/SULT1A1
GOBP_ALCOHOL_METABOLIC_PROCESS,2.0563588150898928e-4,0.02796647988522254,1.6435772357723577,38,75,,GO:BP,2.38476340418088,Reversed (Aging Up / Training Down),Alcohol Metabolic Process,GOBP_ALCOHOL_METABOLIC_PROCESS,0.02796647988522254,38/656,ACAA2/ACADVL/ACSS1/ACSS2/ADH1B/AGT/AKR1A1/AKR1B1/AKR7A2/ALDH1A1/ALDH2/ALDH3A2/APOE/ASAH1/CAT/CBR4/COQ3/CYB5R3/FDPS/FDX1/GALK1/GOT1/GPD2/H6PD/IDH1/IDI1/LSS/MECP2/NPC2/NUDT3/PARK7/PCBD1/PCBD2/PGP/RBP4/SPR/SULT1A1/TKFC
WP_FATTY_ACID_BETAOXIDATION,3.194882112826392e-4,0.0397313136100978,2.2117516629711753,15,22,,WikiPathways,4.897481613550256,Reversed (Aging Up / Training Down),Fatty Acid Betaoxidation,WP_FATTY_ACID_BETAOXIDATION,0.0397313136100978,15/656,ACADS/ACADVL/ACAT1/ACSL1/ACSS2/CPT1B/CPT2/CRAT/DLD/ECI1/GCDH/GPD2/HADH/HADHA/HADHB
HALLMARK_FATTY_ACID_METABOLISM,3.2865976331882376e-4,0.0397313136100978,1.5833333333333335,41,84,,Hallmark,2.2155038759689925,Reversed (Aging Up / Training Down),Fatty Acid Metabolism,HALLMARK_FATTY_ACID_METABOLISM,0.0397313136100978,41/656,ACAA1/ACAA2/ACADS/ACADVL/ACO2/ACOT2/ACSL1/ACSS1/ALDH1A1/ALDH3A2/ALDH9A1/ALDOA/CA2/CPT2/CRAT/DLD/ECH1/ECI1/ECI2/ETFDH/GCDH/GLUL/GPD2/HADH/HADHB/HSD17B10/HSD17B4/HSDL2/IDH1/IDI1/LGALS1/MAOA/MCEE/MDH1/MLYCD/PCBD1/PRDX6/SDHA/SDHD/SUCLG1/SUCLG2
GOBP_KETONE_METABOLIC_PROCESS,3.977129554926445e-4,0.0455485995343155,1.7467166979362103,28,52,,GO:BP,2.6900212314225054,Reversed (Aging Up / Training Down),Ketone Metabolic Process,GOBP_KETONE_METABOLIC_PROCESS,0.0455485995343155,28/656,ACADVL/ADIPOQ/AKR1A1/AKR1B1/AKR7A2/APOC2/CBR4/COQ3/COQ5/COQ6/COQ7/COQ8A/COQ9/FABP3/FABP5/GLO1/H6PD/HAGH/HSD17B10/MLYCD/OXCT1/PARK7/PDK1/PLAA/PLIN5/RTN4IP1/STAT5B/UBR4
GOBP_ALDEHYDE_METABOLIC_PROCESS,4.617103735155042e-4,0.04925605217878786,2.013456686291001,18,29,,GO:BP,3.7472214306070106,Reversed (Aging Up / Training Down),Aldehyde Metabolic Process,GOBP_ALDEHYDE_METABOLIC_PROCESS,0.04925605217878786,18/656,ADH5/AKR1A1/AKR7A2/ALDH1A1/ALDH2/ALDH3A2/ALDH7A1/ALDH9A1/BCO2/GLO1/HAGH/IDH1/PARK7/PDXP/PNPO/RBP4/TALDO1/TKFC
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,4.913307935645812e-31,1.0691358067965285e-27,3.565575019040366,66,78,,Reactome,20.18337129840547,Reversed (Aging Down / Training Up),Eukaryotic Translation Elongation,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,1.0691358067965285e-27,66/505,EEF1A1/EEF1A2/EEF1B2/EEF1D/EEF1G/EEF2/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL17/RPL18A/RPL19/RPL22/RPL23/RPL23A/RPL24/RPL26/RPL28/RPL29/RPL30/RPL31/RPL32/RPL35/RPL36/RPL36AL/RPL37A/RPL38/RPL3L/RPL4/RPL5/RPL6/RPL7/RPL7A/RPLP0/RPLP2/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA
REACTOME_RRNA_PROCESSING,3.5141406084261334e-26,1.2744616606558777e-23,3.3494795633409495,62,78,,Reactome,14.056715575620768,Reversed (Aging Down / Training Up),Rrna Processing,REACTOME_RRNA_PROCESSING,1.2744616606558777e-23,62/505,RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL17/RPL18A/RPL19/RPL22/RPL23/RPL23A/RPL24/RPL26/RPL28/RPL29/RPL30/RPL31/RPL32/RPL35/RPL36/RPL36AL/RPL37A/RPL38/RPL3L/RPL4/RPL5/RPL6/RPL7/RPL7A/RPLP0/RPLP2/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/TRMT112/UTP15
GOBP_CYTOPLASMIC_TRANSLATION,4.929762297060186e-26,1.5324518226289947e-23,2.881272742658881,80,117,,GO:BP,8.068680445151033,Reversed (Aging Down / Training Up),Cytoplasmic Translation,GOBP_CYTOPLASMIC_TRANSLATION,1.5324518226289947e-23,80/505,AKT2/DRG2/EEF1D/EEF2/EIF2B1/EIF2B3/EIF2S2/EIF3A/EIF3B/EIF3C/EIF3D/EIF3G/EIF3I/EIF3J/EIF3K/EIF3L/EIF3M/EIF5/RACK1/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL17/RPL18A/RPL19/RPL22/RPL23/RPL23A/RPL24/RPL26/RPL28/RPL29/RPL30/RPL31/RPL32/RPL35/RPL36/RPL37A/RPL38/RPL4/RPL5/RPL6/RPL7/RPL7A/RPLP0/RPLP2/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/SARS1/SH3BGRL/YBX1
REACTOME_TRANSLATION,7.733522288527243e-23,1.2020103214168057e-20,2.3807126475359404,100,177,,Reactome,4.957511624178291,Reversed (Aging Down / Training Up),Translation,REACTOME_TRANSLATION,1.2020103214168057e-20,100/505,EEF1A1/EEF1A2/EEF1B2/EEF1D/EEF1G/EEF2/EIF2B1/EIF2B3/EIF2S1/EIF2S2/EIF3A/EIF3B/EIF3C/EIF3D/EIF3G/EIF3I/EIF3J/EIF3K/EIF3L/EIF3M/EIF5/GSPT1/IARS1/LARS1/MRPL1/MRPL13/MRPL37/MRPL38/MRPL9/MRPS18A/MRPS18B/MRPS21/NARS1/QARS1/RARS1/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL17/RPL18A/RPL19/RPL22/RPL23/RPL23A/RPL24/RPL26/RPL28/RPL29/RPL30/RPL31/RPL32/RPL35/RPL36/RPL36AL/RPL37A/RPL38/RPL3L/RPL4/RPL5/RPL6/RPL7/RPL7A/RPLP0/RPLP2/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/SARS1/SRPRB/SSR4/TRMT112/YARS1
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,3.4786939080250766e-21,5.046425295908377e-19,2.6085808580858085,78,126,,Reactome,5.993852459016393,Reversed (Aging Down / Training Up),Signaling By Robo Receptors,REACTOME_SIGNALING_BY_ROBO_RECEPTORS,5.046425295908377e-19,78/505,ELOB/ELOC/GSPT1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL17/RPL18A/RPL19/RPL22/RPL23/RPL23A/RPL24/RPL26/RPL28/RPL29/RPL30/RPL31/RPL32/RPL35/RPL36/RPL36AL/RPL37A/RPL38/RPL3L/RPL4/RPL5/RPL6/RPL7/RPL7A/RPLP0/RPLP2/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.0662564947471932e-14,1.4501088328561827e-12,2.0601100110011,88,180,,Reactome,3.511834011052028,Reversed (Aging Down / Training Up),Metabolism Of Amino Acids And Derivatives,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.4501088328561827e-12,88/505,ADI1/CARNS1/CHDH/EEFSEC/GRHPR/IARS1/LARS1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/QARS1/RARS1/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL17/RPL18A/RPL19/RPL22/RPL23/RPL23A/RPL24/RPL26/RPL28/RPL29/RPL30/RPL31/RPL32/RPL35/RPL36/RPL36AL/RPL37A/RPL38/RPL3L/RPL4/RPL5/RPL6/RPL7/RPL7A/RPLP0/RPLP2/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/SARS1/SQOR/TMLHE/TXN2
REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,2.4040139294560354e-14,2.9061857280535184e-12,3.6871287128712873,28,32,,Reactome,23.758909853249477,Reversed (Aging Down / Training Up),Sars Cov 1 Modulates Host Translation Mach...,REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,2.9061857280535184e-12,28/505,EEF1A1/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,1.4842155443632766e-12,1.614826512267245e-10,2.2547854785478547,61,114,,GO:BP,4.069777324494305,Reversed (Aging Down / Training Up),Membraneless Organelle Assembly,GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,1.614826512267245e-10,61/505,ACTA1/ACTN2/C1QBP/CAPN3/CAPRIN1/CASQ1/CSRP1/CSRP3/DDX3X/DYNC1H1/EIF2S1/EIF5/EZR/FLNA/FLNC/FUS/FXR1/G3BP1/GSN/KLHL41/KPNB1/KRT19/LCP1/LMOD2/LMOD3/MAPRE1/MAPRE3/MAPT/MSN/MYBPC1/MYBPC2/MYBPH/MYL9/MYOZ1/MYPN/NRAP/OBSCN/RPL11/RPL24/RPL38/RPL5/RPS14/RPS15/RPS19/RPS23/RPS27/RPS3/RPS5/RPS6/RPSA/SBDS/SQSTM1/SYNPO2L/TMOD1/TMOD4/TNNT1/TNNT3/TPM1/TUBB/UBAP2L/WDR1
GOSLIM_RIBOSOME_BIOGENESIS,3.6220078734567304e-12,3.753090063162784e-10,2.809240924092409,38,57,,GO Slim,6.869379014989294,Reversed (Aging Down / Training Up),Ribosome Biogenesis,GOSLIM_RIBOSOME_BIOGENESIS,3.753090063162784e-10,38/505,RPLP0/RPL5/RPL11/RPL24/RPSA/RPS5/RPS14/RPS15/RPS19/RPS27/RPS21/RPS8/RPS16/RPL7/RPL35/RPL7A/TRMT112/PA2G4/RPL26/RPS6/RPS7/RPS17/RPS24/RPS25/RPL14/SBDS/UTP15/RPL38/EIF5/C1QBP/DDX3X/RPS3A/RPS4X/RPS9/RPS12/RPS13/RPS15A/RPS23
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,1.044775355369682e-9,9.472629888685117e-8,3.2306270627062705,23,30,,GO:BP,11.016004742145821,Reversed (Aging Down / Training Up),Ribosomal Small Subunit Biogenesis,GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,9.472629888685117e-8,23/505,RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS19/RPS21/RPS23/RPS24/RPS25/RPS27/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/TRMT112/UTP15
REACTOME_SARS_COV_1_HOST_INTERACTIONS,1.0788059326737188e-7,8.69437670184449e-6,2.431073876618431,30,52,,Reactome,4.5961722488038275,Reversed (Aging Down / Training Up),Sars Cov 1 Host Interactions,REACTOME_SARS_COV_1_HOST_INTERACTIONS,8.69437670184449e-6,30/505,EEF1A1/KPNB1/PSMC6/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA
GOBP_MYOFIBRIL_ASSEMBLY,2.1655591867705026e-7,1.6829488537187905e-5,2.5479161869675337,26,43,,GO:BP,5.127839862458553,Reversed (Aging Down / Training Up),Myofibril Assembly,GOBP_MYOFIBRIL_ASSEMBLY,1.6829488537187905e-5,26/505,ACTA1/ACTN2/CAPN3/CASQ1/CSRP1/CSRP3/FLNC/KLHL41/KRT19/LMOD2/LMOD3/MYBPC1/MYBPC2/MYBPH/MYL9/MYOZ1/MYPN/NRAP/OBSCN/SYNPO2L/TMOD1/TMOD4/TNNT1/TNNT3/TPM1/WDR1
WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY,6.090614504066931e-7,4.570061089948152e-5,2.809240924092409,20,30,,WikiPathways,6.651546391752578,Reversed (Aging Down / Training Up),Striated Muscle Contraction Pathway,WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY,4.570061089948152e-5,20/505,ACTA1/ACTN2/ACTN4/DES/MYBPC1/MYBPC2/MYL1/MYL3/MYL9/TMOD1/TNNC1/TNNC2/TNNI1/TNNI2/TNNT1/TNNT3/TPM1/TPM2/TPM3/VIM
GOBP_MUSCLE_CELL_DEVELOPMENT,8.058540116480575e-6,5.313752513170222e-4,1.9664686468646866,35,75,,GO:BP,2.9470744680851064,Reversed (Aging Down / Training Up),Muscle Cell Development,GOBP_MUSCLE_CELL_DEVELOPMENT,5.313752513170222e-4,35/505,ACTA1/ACTN1/ACTN2/ACTN4/ALPK3/CAPN3/CASQ1/CAV2/CSRP1/CSRP3/FLNC/KLHL40/KLHL41/KRT19/LMNA/LMOD2/LMOD3/MYBPC1/MYBPC2/MYBPH/MYL9/MYOZ1/MYPN/NACA/NRAP/OBSCN/STAC3/SYNPO2L/TMOD1/TMOD4/TNNT1/TNNT3/TPM1/UCHL1/WDR1
REACTOME_SARS_COV_2_HOST_INTERACTIONS,9.967072148936578e-6,6.37892617531941e-4,2.0723908456419413,30,61,,Reactome,3.2434634974533108,Reversed (Aging Down / Training Up),Sars Cov 2 Host Interactions,REACTOME_SARS_COV_2_HOST_INTERACTIONS,6.37892617531941e-4,30/505,AKT2/G3BP1/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/SNRPD3
GOBP_RIBOSOME_ASSEMBLY,1.1181397435013876e-5,6.951634519597198e-4,2.8730873087308733,15,22,,GO:BP,7.067055393586005,Reversed (Aging Down / Training Up),Ribosome Assembly,GOBP_RIBOSOME_ASSEMBLY,6.951634519597198e-4,15/505,C1QBP/DDX3X/EIF5/RPL11/RPL24/RPL38/RPL5/RPS14/RPS15/RPS19/RPS27/RPS5/RPS6/RPSA/SBDS
GOBP_MUSCLE_CONTRACTION,1.9274622417504332e-5,0.001165043843902484,1.714113106225877,48,118,,GO:BP,2.330228196311347,Reversed (Aging Down / Training Up),Muscle Contraction,GOBP_MUSCLE_CONTRACTION,0.001165043843902484,48/505,ACTA1/ANKRD2/ATP2A1/CALM1/CAMK2D/CASQ1/CRYAB/CSRP3/DES/EEF2/FLNA/FXYD1/GSN/GSTM2/HRC/JSRP1/JUP/KLHL41/LMOD2/LMOD3/MAP2K1/MYBPH/MYH13/MYH2/MYH4/MYH7/MYL1/MYL3/MYL6/MYL9/MYOF/MYOT/SMPX/SMTN/SNTA1/STAC3/TMOD1/TMOD4/TNNC1/TNNC2/TNNI1/TNNI2/TNNT1/TNNT3/TPM1/TPM2/TPM3/TRDN
GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX,2.188724160232194e-5,0.0012872064250446633,3.3108910891089107,11,14,,GO:BP,12.024291497975709,Reversed (Aging Down / Training Up),Formation Of Cytoplasmic Translation Initi...,GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX,0.0012872064250446633,11/505,EIF3A/EIF3B/EIF3C/EIF3D/EIF3G/EIF3I/EIF3J/EIF3K/EIF3L/EIF3M/EIF5
REACTOME_MUSCLE_CONTRACTION,2.3713755565493253e-5,0.0013579245292240348,1.9313531353135316,33,72,,Reactome,2.8396349413298565,Reversed (Aging Down / Training Up),Muscle Contraction,REACTOME_MUSCLE_CONTRACTION,0.0013579245292240348,33/505,ACTA1/ACTN2/ANXA2/ATP2A1/ATP2A3/CALM1/CAMK2A/CAMK2B/CAMK2D/CASQ1/DES/DYSF/FXYD1/MYBPC1/MYBPC2/MYL1/MYL3/MYL6/MYL9/STIM1/TMOD1/TMOD4/TNNC1/TNNC2/TNNI1/TNNI2/TNNT1/TNNT3/TPM1/TPM2/TPM3/TRDN/VIM
HALLMARK_MYOGENESIS,6.162795703627502e-5,0.003438523961818832,1.7182735749303086,42,103,,Hallmark,2.3228410579612646,Reversed (Aging Down / Training Up),Myogenesis,HALLMARK_MYOGENESIS,0.003438523961818832,42/505,ACTA1/ACTN2/AGL/AKT2/ANKRD2/ATP2A1/CAMK2B/CASQ1/COL15A1/COL3A1/COL6A2/COX6A2/CRYAB/CSRP3/DES/ENO3/FXYD1/GSN/HRC/HSPB2/HSPB8/LAMA2/MAPRE3/MYBPH/MYH2/MYH4/MYH7/MYL1/MYL3/MYOZ1/PDE4DIP/PDLIM7/SMTN/SPTAN1/TNNC1/TNNC2/TNNI1/TNNI2/TNNT1/TNNT3/TPM2/TPM3
