gene,logFC_Aging,logFC_Training_Old,pi_score_Aging,pi_score_Training_Old,pi_score_Reversal,significance,quadrant,imputed
CYB5B,-0.0963,-0.2046,0.957098,0.739744,0.966489,NS,Exacerbated Down,TRUE
TRIP10,0.2382,-0.0627,0.307012,0.942792,0.340264,NS,Reversed (Aging Up / Training Down),TRUE
ISCA2,0.2921,-0.0086,0.438908,0.999504,0.622091,NS,Reversed (Aging Up / Training Down),TRUE
GNB1,0.1484,-0.1522,0.735736,0.667608,0.40907,NS,Reversed (Aging Up / Training Down),FALSE
RTRAF,0.171,0.1296,0.920113,0.92981,0.997047,NS,Exacerbated Up,TRUE
MRPS18B,-0.1293,0.1711,0.868643,0.705742,0.56704,NS,Reversed (Aging Down / Training Up),TRUE
UFD1,0.1258,0.1743,0.904987,0.759621,0.992135,NS,Exacerbated Up,TRUE
XRCC6,0.2748,0.0247,0.245807,0.993387,0.56656,NS,Exacerbated Up,TRUE
HIKESHI,-0.2018,0.0977,0.555349,0.876566,0.44019200000000003,NS,Reversed (Aging Down / Training Up),TRUE
ARHGDIA,0.1963,-0.103,0.469747,0.826062,0.335229,NS,Reversed (Aging Up / Training Down),FALSE
KYAT3,-0.1691,-0.1298,0.880105,0.903403,0.99623,NS,Exacerbated Down,TRUE
TUBB,-0.0864,0.2123,0.914243,0.376115,0.396196,NS,Reversed (Aging Down / Training Up),FALSE
SRI,0.2071,0.0913,0.673097,0.931122,0.943166,NS,Exacerbated Up,TRUE
FNTA,-0.1505,0.1477,0.779307,0.715571,0.478922,NS,Reversed (Aging Down / Training Up),TRUE
DDRGK1,-0.1887,0.1095,0.676712,0.874555,0.53455,NS,Reversed (Aging Down / Training Up),TRUE
TTC3,0.2743,-0.0237,0.707459,0.997961,0.793396,NS,Reversed (Aging Up / Training Down),TRUE
SLK,-0.1033,0.1945,0.930721,0.610906,0.594045,NS,Reversed (Aging Down / Training Up),TRUE
DTD1,0.2965,-0.001,0.521388,0.999994,0.685857,NS,Reversed (Aging Up / Training Down),TRUE
TMEM11,0.2221,0.0753,0.48211,0.934492,0.866485,NS,Exacerbated Up,FALSE
DBI,0.0615,-0.2358,0.975247,0.511268,0.608331,NS,Reversed (Aging Up / Training Down),FALSE
TKFC,0.2092,-0.0881,0.831955,0.947756,0.740726,NS,Reversed (Aging Up / Training Down),TRUE
TCEA3,0.2013,0.0957,0.805916,0.9224,0.962316,NS,Exacerbated Up,TRUE
MAP2K6,0.2738,-0.023,0.366166,0.995578,0.534322,NS,Reversed (Aging Up / Training Down),FALSE
VWF,-0.1317,0.1649,0.954066,0.880743,0.824579,NS,Reversed (Aging Down / Training Up),TRUE
DTNA,-0.0848,-0.2116,0.914843,0.36415,0.883349,NS,Exacerbated Down,FALSE
ALYREF,-0.2851,-0.0111,0.578591,0.999344,0.75435,NS,Exacerbated Down,TRUE
PFKL,-0.2734,0.0227,0.543887,0.996999,0.676515,NS,Reversed (Aging Down / Training Up),FALSE
XPNPEP1,-0.2529,-0.043,0.352397,0.980197,0.712086,NS,Exacerbated Down,FALSE
U2AF2,-0.1198,0.176,0.898648,0.710043,0.608282,NS,Reversed (Aging Down / Training Up),TRUE
GBE1,-0.049,0.2462,0.98478,0.476769,0.61555,NS,Reversed (Aging Down / Training Up),FALSE
FECH,0.2621,0.0328,0.349317,0.989535,0.677692,NS,Exacerbated Up,FALSE
GPC1,0.0106,-0.2842,0.999402,0.35723,0.632587,NS,Reversed (Aging Up / Training Down),TRUE
MAPK3,-0.1386,-0.156,0.867272,0.775334,0.998893,NS,Exacerbated Down,TRUE
SUMO2,-0.1793,0.115,0.785242,0.898255,0.654329,NS,Reversed (Aging Down / Training Up),TRUE
HSD17B8,0.273,-0.0211,0.524842,0.99729,0.667834,NS,Reversed (Aging Up / Training Down),TRUE
MFN2,0.147,-0.1464,0.805505,0.741639,0.527375,NS,Reversed (Aging Up / Training Down),TRUE
TUBB6,0.0567,0.2367,0.982672,0.579712,0.880217,NS,Exacerbated Up,TRUE
CLCC1,-0.2129,-0.0804,0.616966,0.924302,0.901648,NS,Exacerbated Down,TRUE
APEX1,0.2172,0.0759,0.513839,0.932552,0.877455,NS,Exacerbated Up,TRUE
DYNC1LI1,0.1888,0.1033,0.775021,0.91689,0.9738,NS,Exacerbated Up,TRUE
DPT,-0.257,0.035,0.783098,0.995448,0.820295,NS,Reversed (Aging Down / Training Up),TRUE
SERPING1,0.2582,0.0335,0.693553,0.994236,0.851053,NS,Exacerbated Up,TRUE
LMNB2,-0.2912,-1e-4,0.627714,1,0.773051,NS,Exacerbated Down,TRUE
MECR,0.2304,-0.0605,0.54291,0.96732,0.571406,NS,Reversed (Aging Up / Training Down),FALSE
PPA1,0.248,-0.0426,0.403869,0.981854,0.504483,NS,Reversed (Aging Up / Training Down),FALSE
ARAF,0.1934,-0.0971,0.888597,0.955412,0.821502,NS,Reversed (Aging Up / Training Down),TRUE
COX7A2,-0.1502,0.1397,0.853303,0.849818,0.670338,NS,Reversed (Aging Down / Training Up),FALSE
THOP1,0.2329,-0.0561,0.334495,0.952678,0.365782,NS,Reversed (Aging Up / Training Down),TRUE
L2HGDH,0.2552,-0.0336,0.519364,0.991866,0.62967,NS,Reversed (Aging Up / Training Down),FALSE
PPP1R2,0.1786,-0.11,0.696174,0.869359,0.54602,NS,Reversed (Aging Up / Training Down),FALSE
DNAJB2,0.0765,-0.2109,0.962551,0.588716,0.633596,NS,Reversed (Aging Up / Training Down),TRUE
RTCB,-0.1498,0.1373,0.68551,0.685662,0.381411,NS,Reversed (Aging Down / Training Up),FALSE
ERI3,0.0129,-0.2739,0.999173,0.422657,0.675424,NS,Reversed (Aging Up / Training Down),TRUE
SYPL1,-0.2235,-0.0631,0.597183,0.966847,0.879854,NS,Exacerbated Down,FALSE
YWHAQ,0.2564,0.0299,0.194468,0.987559,0.548525,NS,Exacerbated Up,TRUE
IL18,-0.2132,0.0731,0.878647,0.981971,0.85447,NS,Reversed (Aging Down / Training Up),TRUE
PRXL2A,0.0997,-0.1865,0.954043,0.793614,0.754288,NS,Reversed (Aging Up / Training Down),FALSE
BGN,0.261,-0.0243,0.615713,0.99676,0.719537,NS,Reversed (Aging Up / Training Down),TRUE
RPS8,-0.1473,0.138,0.796886,0.788176,0.556978,NS,Reversed (Aging Down / Training Up),FALSE
NNT,0.2158,0.0693,0.555991,0.951612,0.881771,NS,Exacerbated Up,FALSE
KPNB1,-0.2744,0.0103,0.140548,0.99868,0.344025,NS,Reversed (Aging Down / Training Up),FALSE
ERMP1,-0.2151,-0.0694,0.937703,0.980609,0.975122,NS,Exacerbated Down,TRUE
HINT2,-0.1146,-0.1693,0.934131,0.819947,0.991572,NS,Exacerbated Down,FALSE
DNAJA2,-0.1589,0.1248,0.6679,0.758375,0.421382,NS,Reversed (Aging Down / Training Up),FALSE
AHSA1,0.274,0.0097,0.314715,0.999127,0.569189,NS,Exacerbated Up,TRUE
CYB5R3,0.2469,-0.0368,0.382153,0.986005,0.501561,NS,Reversed (Aging Up / Training Down),FALSE
THEM6,-0.1633,-0.12,0.823564,0.860276,0.992501,NS,Exacerbated Down,TRUE
FN3K,0.2732,-0.0096,0.301498,0.999166,0.515794,NS,Reversed (Aging Up / Training Down),FALSE
NME1,0.1457,0.137,0.744609,0.725479,0.999586,NS,Exacerbated Up,TRUE
MYO18A,-0.2152,0.0664,0.778482,0.978149,0.778609,NS,Reversed (Aging Down / Training Up),TRUE
COL7A1,0.1363,-0.145,0.909285,0.869024,0.752926,NS,Reversed (Aging Up / Training Down),TRUE
DDX19A,0.1672,-0.1141,0.59626,0.77861,0.384003,NS,Reversed (Aging Up / Training Down),FALSE
DHRS11,0.1022,0.1789,0.966459,0.790308,0.986089,NS,Exacerbated Up,TRUE
DEPTOR,-0.2362,0.0447,0.652887,0.987713,0.710279,NS,Reversed (Aging Down / Training Up),TRUE
PBXIP1,0.2545,-0.0261,0.34219,0.993093,0.500332,NS,Reversed (Aging Up / Training Down),FALSE
LACTB2,0.2743,-0.0058,0.430321,0.999727,0.593699,NS,Reversed (Aging Up / Training Down),TRUE
PGM3,0.1508,-0.1281,0.832228,0.849271,0.645264,NS,Reversed (Aging Up / Training Down),TRUE
NDUFB11,0.2406,0.038,0.590347,0.990054,0.82757,NS,Exacerbated Up,FALSE
SEPTIN2,0.2377,-0.0408,0.332635,0.978891,0.43461,NS,Reversed (Aging Up / Training Down),TRUE
C1QBP,-0.1779,0.1004,0.714779,0.898892,0.595156,NS,Reversed (Aging Down / Training Up),FALSE
KRT8,-0.2739,-0.0039,0.821659,0.999965,0.895549,NS,Exacerbated Down,FALSE
GPD2,0.1143,-0.1632,0.901456,0.748229,0.640164,NS,Reversed (Aging Up / Training Down),FALSE
TARDBP,0.2531,0.0244,0.310458,0.993323,0.621271,NS,Exacerbated Up,TRUE
EIF4E,-0.2101,-0.0673,0.482608,0.94027,0.855601,NS,Exacerbated Down,TRUE
NDUFS4,-0.2309,-0.0461,0.674388,0.987195,0.878348,NS,Exacerbated Down,FALSE
SGCG,-0.1028,-0.1738,0.876005,0.559033,0.967947,NS,Exacerbated Down,FALSE
MTIF2,0.1324,0.1433,0.878719,0.71471,0.999495,NS,Exacerbated Up,TRUE
UBE2Z,0.2118,-0.0639,0.631699,0.960574,0.613878,NS,Reversed (Aging Up / Training Down),TRUE
SEPTIN11,0.1845,-0.0912,0.787844,0.935048,0.69748,NS,Reversed (Aging Up / Training Down),TRUE
BTF3,-0.2743,-0.0012,0.492391,0.999991,0.688528,NS,Exacerbated Down,TRUE
GFM1,-0.0476,-0.2279,0.984439,0.451985,0.832209,NS,Exacerbated Down,TRUE
BCAT2,0.2309,-0.0443,0.581312,0.984567,0.643611,NS,Reversed (Aging Up / Training Down),TRUE
PAIP1,0.2386,0.0365,0.516001,0.988349,0.782925,NS,Exacerbated Up,TRUE
ATXN10,0.0557,0.2193,0.978042,0.494288,0.864114,NS,Exacerbated Up,TRUE
PIP4K2B,-0.1939,-0.081,0.593691,0.917989,0.920857,NS,Exacerbated Down,TRUE
EFEMP1,-0.1503,0.1246,0.928957,0.912652,0.815317,NS,Reversed (Aging Down / Training Up),TRUE
AHNAK,-0.2624,0.0123,0.529765,0.999047,0.68768,NS,Reversed (Aging Down / Training Up),FALSE
HSD17B12,0.1793,0.0954,0.790891,0.929579,0.974446,NS,Exacerbated Up,TRUE
EIF3D,-0.2613,0.013,0.359929,0.998417,0.540664,NS,Reversed (Aging Down / Training Up),TRUE
PA2G4,-0.1275,0.1468,0.825614,0.718558,0.528738,NS,Reversed (Aging Down / Training Up),FALSE
HEBP1,0.0864,0.1869,0.939374,0.621733,0.950417,NS,Exacerbated Up,TRUE
STUB1,-0.1979,-0.0754,0.596541,0.937449,0.913554,NS,Exacerbated Down,FALSE
SDHA,0.2564,-0.0166,0.29463,0.997079,0.486617,NS,Reversed (Aging Up / Training Down),FALSE
LARS1,-0.2149,0.0577,0.627869,0.970537,0.634201,NS,Reversed (Aging Down / Training Up),TRUE
ATP5MF,-0.0692,-0.2033,0.967417,0.618852,0.921141,NS,Exacerbated Down,FALSE
XPO7,0.193,-0.0795,0.811785,0.950783,0.727597,NS,Reversed (Aging Up / Training Down),TRUE
DNAJA3,-0.1563,-0.1159,0.897568,0.930701,0.99616,NS,Exacerbated Down,TRUE
CHMP5,-0.2174,-0.0544,0.81052,0.981249,0.922926,NS,Exacerbated Down,TRUE
BCAP29,-0.2142,0.0576,0.630299,0.96874,0.624555,NS,Reversed (Aging Down / Training Up),TRUE
SGCD,-0.0642,-0.2075,0.959734,0.445931,0.867908,NS,Exacerbated Down,FALSE
NDUFS2,-0.151,0.1193,0.849065,0.891135,0.70749,NS,Reversed (Aging Down / Training Up),FALSE
TIMM50,0.2642,0.0056,0.433082,0.999767,0.658548,NS,Exacerbated Up,TRUE
TUFM,0.0247,0.245,0.994535,0.275496,0.667044,NS,Exacerbated Up,FALSE
PSME4,-0.1859,0.0829,0.848755,0.962644,0.799929,NS,Reversed (Aging Down / Training Up),TRUE
PFDN4,0.2124,-0.0562,0.597369,0.970949,0.617765,NS,Reversed (Aging Up / Training Down),TRUE
TFG,-0.1902,0.0781,0.660815,0.938018,0.603574,NS,Reversed (Aging Down / Training Up),TRUE
IARS2,0.1763,0.092,0.648822,0.894031,0.957683,NS,Exacerbated Up,FALSE
NLN,0.0724,0.1958,0.977248,0.718332,0.952755,NS,Exacerbated Up,TRUE
GRB2,0.1742,0.0939,0.715353,0.908883,0.968157,NS,Exacerbated Up,TRUE
PSMC2,-0.2165,0.0515,0.216922,0.945747,0.272887,NS,Reversed (Aging Down / Training Up),FALSE
ITGB1,0.1527,-0.115,0.636957,0.757552,0.396786,NS,Reversed (Aging Up / Training Down),FALSE
AARSD1,-0.2254,-0.0417,0.729532,0.990742,0.89516,NS,Exacerbated Down,TRUE
CLIC1,-0.0472,0.2195,0.984451,0.528388,0.64908,NS,Reversed (Aging Down / Training Up),TRUE
SDHB,0.1994,-0.0673,0.566964,0.948107,0.550726,NS,Reversed (Aging Up / Training Down),FALSE
PICALM,0.2632,-0.0034,0.732806,0.999924,0.775929,NS,Reversed (Aging Up / Training Down),TRUE
IMPDH2,-0.15,0.1164,0.735141,0.81437,0.523463,NS,Reversed (Aging Down / Training Up),FALSE
CUTC,0.2588,0.0075,0.520615,0.999635,0.725058,NS,Exacerbated Up,FALSE
HLA-DRB1,0.0808,-0.1852,0.976446,0.814885,0.818152,NS,Reversed (Aging Up / Training Down),TRUE
CFL1,0.2083,0.0573,0.618117,0.970735,0.884992,NS,Exacerbated Up,FALSE
MARS1,-0.0567,0.2087,0.988614,0.61171,0.77564,NS,Reversed (Aging Down / Training Up),TRUE
MRPS15,0.2597,0.0051,0.772696,0.999912,0.868364,NS,Exacerbated Up,TRUE
HNRNPD,0.2131,-0.0513,0.496036,0.970206,0.542849,NS,Reversed (Aging Up / Training Down),FALSE
MAP4,-0.2296,0.0345,0.577592,0.990852,0.667387,NS,Reversed (Aging Down / Training Up),FALSE
MRPS5,-0.0811,0.183,0.975739,0.770917,0.798395,NS,Reversed (Aging Down / Training Up),TRUE
AKR1C3,0.1956,0.0682,0.823348,0.977537,0.957439,NS,Exacerbated Up,FALSE
JPH1,-0.246,-0.0175,0.443555,0.997387,0.702756,NS,Exacerbated Down,FALSE
DYSF,-0.1922,0.0706,0.528349,0.93155,0.494121,NS,Reversed (Aging Down / Training Up),FALSE
BST2,0.1322,-0.1306,0.856648,0.821118,0.644898,NS,Reversed (Aging Up / Training Down),TRUE
WDR1,-0.178,0.0841,0.56652,0.89228,0.470055,NS,Reversed (Aging Down / Training Up),FALSE
CCT6A,0.0965,0.1656,0.899567,0.622932,0.971672,NS,Exacerbated Up,FALSE
GCSH,0.1466,-0.1153,0.885621,0.904329,0.755602,NS,Reversed (Aging Up / Training Down),TRUE
EEF2,-0.1786,0.0826,0.416356,0.851733,0.319888,NS,Reversed (Aging Down / Training Up),FALSE
FUNDC2,-0.0591,-0.202,0.968445,0.498582,0.876882,NS,Exacerbated Down,FALSE
VAMP2,0.0139,-0.247,0.999559,0.743108,0.875903,NS,Reversed (Aging Up / Training Down),TRUE
MXRA7,0.1542,-0.1066,0.931818,0.949878,0.862824,NS,Reversed (Aging Up / Training Down),TRUE
RNF7,-0.1015,-0.159,0.892647,0.665701,0.981517,NS,Exacerbated Down,FALSE
MRPL38,-0.1378,0.1224,0.89249,0.893266,0.763591,NS,Reversed (Aging Down / Training Up),TRUE
GANAB,0.219,-0.041,0.375019,0.977449,0.468467,NS,Reversed (Aging Up / Training Down),FALSE
UBXN4,0.1541,0.1058,0.857988,0.912336,0.99206,NS,Exacerbated Up,TRUE
TXN2,-0.1476,0.1121,0.811169,0.869737,0.647621,NS,Reversed (Aging Down / Training Up),TRUE
ACSL1,0.2048,-0.0547,0.529117,0.965765,0.557298,NS,Reversed (Aging Up / Training Down),FALSE
H1-0,0.0231,-0.2363,0.997608,0.635632,0.778595,NS,Reversed (Aging Up / Training Down),FALSE
WDR77,0.0825,-0.1765,0.952694,0.696217,0.683509,NS,Reversed (Aging Up / Training Down),TRUE
PLPBP,0.135,-0.1239,0.764192,0.763746,0.504999,NS,Reversed (Aging Up / Training Down),FALSE
RDH13,0.0363,0.2226,0.99491,0.687902,0.897434,NS,Exacerbated Up,TRUE
PNPT1,0.1569,-0.102,0.792722,0.884668,0.640022,NS,Reversed (Aging Up / Training Down),TRUE
AGMAT,0.2247,0.0339,0.857481,0.995955,0.931565,NS,Exacerbated Up,TRUE
PM20D2,0.2138,0.0443,0.836569,0.991988,0.93532,NS,Exacerbated Up,TRUE
TRAP1,0.2118,-0.0462,0.636302,0.982995,0.681348,NS,Reversed (Aging Up / Training Down),FALSE
UBE2B,-0.2224,0.0344,0.773943,0.993382,0.797002,NS,Reversed (Aging Down / Training Up),TRUE
PRPS1,-0.2099,-0.0465,0.678262,0.984476,0.887868,NS,Exacerbated Down,FALSE
STOM,0.2439,-0.0124,0.65531,0.999174,0.770929,NS,Reversed (Aging Up / Training Down),TRUE
VPS4A,0.1816,-0.0744,0.687564,0.941159,0.62528,NS,Reversed (Aging Up / Training Down),TRUE
ESD,-0.2048,-0.051,0.715932,0.982522,0.90845,NS,Exacerbated Down,FALSE
CACYBP,0.1953,0.0604,0.755566,0.974774,0.93198,NS,Exacerbated Up,TRUE
CLIP1,-0.1364,-0.1192,0.817136,0.835917,0.998609,NS,Exacerbated Down,FALSE
ATP5F1D,0.1996,-0.0552,0.667299,0.974507,0.680976,NS,Reversed (Aging Up / Training Down),FALSE
RCSD1,0.1538,-0.1008,0.785888,0.89647,0.652951,NS,Reversed (Aging Up / Training Down),FALSE
CASQ2,0.2219,-0.0326,0.727999,0.994343,0.787449,NS,Reversed (Aging Up / Training Down),FALSE
LIMCH1,0.2118,-0.0423,0.687063,0.984304,0.695296,NS,Reversed (Aging Up / Training Down),TRUE
NPLOC4,-0.2493,-0.0043,0.302176,0.999798,0.539821,NS,Exacerbated Down,TRUE
PDIA3,-0.1185,0.135,0.810309,0.700117,0.498498,NS,Reversed (Aging Down / Training Up),FALSE
TMED10,-0.1219,-0.1316,0.890284,0.824513,0.99963900000000006,NS,Exacerbated Down,TRUE
COPG1,-0.1765,0.0762,0.691944,0.926621,0.595793,NS,Reversed (Aging Down / Training Up),TRUE
VBP1,0.1552,-0.0973,0.710371,0.871806,0.559244,NS,Reversed (Aging Up / Training Down),FALSE
COPA,-0.2072,0.045,0.60196,0.980591,0.643494,NS,Reversed (Aging Down / Training Up),TRUE
PSME1,0.1361,0.1161,0.78768,0.818575,0.997857,NS,Exacerbated Up,FALSE
CUL2,-0.2458,0.0061,0.515578,0.999712,0.676906,NS,Reversed (Aging Down / Training Up),TRUE
NOL3,0.1323,-0.1194,0.860984,0.866625,0.693828,NS,Reversed (Aging Up / Training Down),FALSE
RPS15A,-0.0932,0.1582,0.918929,0.698082,0.629056,NS,Reversed (Aging Down / Training Up),TRUE
SIRT5,0.2404,0.0109,0.488587,0.999053,0.715808,NS,Exacerbated Up,FALSE
TMA7,0.1528,-0.0984,0.801659,0.908064,0.681088,NS,Reversed (Aging Up / Training Down),FALSE
NDUFS5,0.221,0.0301,0.698821,0.994672,0.868862,NS,Exacerbated Up,FALSE
DIABLO,0.2202,-0.0307,0.604617,0.992502,0.688718,NS,Reversed (Aging Up / Training Down),TRUE
AASDHPPT,0.1072,-0.1434,0.946115,0.840559,0.774688,NS,Reversed (Aging Up / Training Down),TRUE
HSPE1,-0.0359,0.2146,0.988983,0.439574,0.60848,NS,Reversed (Aging Down / Training Up),FALSE
USO1,0.1343,-0.1156,0.828386,0.850929,0.644456,NS,Reversed (Aging Up / Training Down),FALSE
RHOG,-0.1748,0.0749,0.940237,0.964067,0.887914,NS,Reversed (Aging Down / Training Up),TRUE
MT-CO3,-0.1761,-0.0733,0.834173,0.967706,0.967418,NS,Exacerbated Down,TRUE
UBE2N,-0.124,-0.1254,0.82633,0.786389,0.99999,NS,Exacerbated Down,FALSE
COX6B1,0.1483,0.1005,0.843471,0.919078,0.99156,NS,Exacerbated Up,FALSE
FLOT2,0.0572,0.1915,0.978087,0.57952,0.910738,NS,Exacerbated Up,TRUE
RPS9,-0.1144,0.1342,0.910537,0.849211,0.734792,NS,Reversed (Aging Down / Training Up),FALSE
NDUFA10,-0.1418,0.1061,0.8588,0.909595,0.737413,NS,Reversed (Aging Down / Training Up),FALSE
STT3A,-0.1537,-0.0937,0.782054,0.901589,0.982129,NS,Exacerbated Down,TRUE
GLOD4,0.1717,-0.0757,0.589125,0.913501,0.513674,NS,Reversed (Aging Up / Training Down),FALSE
ATP5F1C,0.214,0.0331,0.509577,0.988863,0.790246,NS,Exacerbated Up,FALSE
PHB2,0.1963,0.0508,0.531388,0.968357,0.850417,NS,Exacerbated Up,FALSE
RAB10,-0.1757,-0.071,0.667265,0.942968,0.935836,NS,Exacerbated Down,FALSE
CLPB,0.1826,0.0639,0.853412,0.975994,0.960662,NS,Exacerbated Up,TRUE
KRT1,-0.2144,0.0319,0.871319,0.997094,0.897321,NS,Reversed (Aging Down / Training Up),FALSE
BABAM1,-0.1925,0.0538,0.658774,0.967989,0.63828,NS,Reversed (Aging Down / Training Up),TRUE
COL18A1,0.1818,-0.0642,0.896385,0.981168,0.863745,NS,Reversed (Aging Up / Training Down),TRUE
HNRNPM,-0.0378,0.208,0.99336,0.606803,0.763911,NS,Reversed (Aging Down / Training Up),TRUE
SLC29A1,0.0622,-0.1834,0.978456,0.685595,0.742973,NS,Reversed (Aging Up / Training Down),TRUE
SERPINB1,0.1858,0.0597,0.756267,0.974393,0.937257,NS,Exacerbated Up,FALSE
NAP1L4,-0.2216,-0.0239,0.354509,0.992759,0.6723,NS,Exacerbated Down,FALSE
LUM,0.1203,0.125,0.908046,0.880788,0.999929,NS,Exacerbated Up,FALSE
YBX1,-0.1621,0.0829,0.769051,0.934794,0.687916,NS,Reversed (Aging Down / Training Up),FALSE
EIF4H,0.0532,-0.1916,0.97373,0.525151,0.613851,NS,Reversed (Aging Up / Training Down),FALSE
HSPBP1,0.0495,-0.1952,0.987264,0.679021,0.763326,NS,Reversed (Aging Up / Training Down),TRUE
LRRC47,0.2003,-0.0442,0.505716,0.976167,0.565434,NS,Reversed (Aging Up / Training Down),FALSE
IPO7,-0.1677,-0.0763,0.775235,0.950617,0.96398,NS,Exacerbated Down,TRUE
LANCL1,-0.1681,-0.0752,0.722695,0.941322,0.954645,NS,Exacerbated Down,FALSE
TTC38,0.1468,0.0965,0.951508,0.961522,0.995876,NS,Exacerbated Up,TRUE
PTGES3,0.1757,-0.0674,0.679635,0.951139,0.641931,NS,Reversed (Aging Up / Training Down),FALSE
ADRM1,-0.1288,-0.114,0.867558,0.878041,0.999137,NS,Exacerbated Down,TRUE
CUL4A,0.1657,-0.0771,0.612751,0.908854,0.525427,NS,Reversed (Aging Up / Training Down),FALSE
CAPN2,0.0393,0.2027,0.986431,0.481617,0.831098,NS,Exacerbated Up,FALSE
HCCS,0.2339,0.008,0.447697,0.999389,0.666747,NS,Exacerbated Up,TRUE
PCYOX1,-0.1186,-0.1232,0.891216,0.858488,0.999918,NS,Exacerbated Down,FALSE
AIMP1,0.2071,0.0342,0.440695,0.985259,0.762052,NS,Exacerbated Up,FALSE
CAPN1,0.1879,-0.053,0.36329,0.944488,0.389149,NS,Reversed (Aging Up / Training Down),FALSE
NIF3L1,-0.1273,-0.1136,0.829122,0.839453,0.999072,NS,Exacerbated Down,FALSE
RTN4,0.0607,-0.1798,0.960746,0.529263,0.584239,NS,Reversed (Aging Up / Training Down),FALSE
DMD,-0.0963,-0.1441,0.895522,0.702545,0.986558,NS,Exacerbated Down,FALSE
ANXA7,0.1366,-0.1038,0.687575,0.789498,0.460867,NS,Reversed (Aging Up / Training Down),FALSE
DNAJC11,0.2393,-0.001,0.675173,0.999994,0.793215,NS,Reversed (Aging Up / Training Down),TRUE
RTN4IP1,0.2129,-0.0272,0.791002,0.996033,0.823249,NS,Reversed (Aging Up / Training Down),TRUE
UBE2D3,-0.103,-0.1371,0.912664,0.806246,0.995008,NS,Exacerbated Down,FALSE
HDLBP,-0.2053,0.0345,0.795176,0.990923,0.787692,NS,Reversed (Aging Down / Training Up),TRUE
SDHD,0.1641,-0.0756,0.81547,0.958403,0.764126,NS,Reversed (Aging Up / Training Down),TRUE
RRAS2,-0.0985,-0.1411,0.914528,0.772991,0.99143,NS,Exacerbated Down,TRUE
AGL,-0.1997,0.0399,0.488036,0.97999,0.563228,NS,Reversed (Aging Down / Training Up),FALSE
HNRNPA1,-0.1849,-0.0544,0.810654,0.981414,0.943096,NS,Exacerbated Down,TRUE
SARNP,-0.2386,-4e-4,0.73953,0.999999,0.818641,NS,Exacerbated Down,TRUE
SGCA,0.1141,-0.1249,0.847372,0.777266,0.597638,NS,Reversed (Aging Up / Training Down),FALSE
COMMD7,0.0207,0.2183,0.998648,0.573847,0.883884,NS,Exacerbated Up,TRUE
HGS,-0.156,-0.0829,0.824599,0.93667,0.97756,NS,Exacerbated Down,TRUE
TXNL1,-0.1865,0.052,0.418013,0.9521,0.444633,NS,Reversed (Aging Down / Training Up),FALSE
BBS4,-0.0809,-0.1567,0.96883,0.848285,0.983597,NS,Exacerbated Down,FALSE
RARS1,-0.2081,0.0293,0.548775,0.991666,0.651081,NS,Reversed (Aging Down / Training Up),FALSE
HSCB,0.1275,0.1097,0.930596,0.905945,0.999096,NS,Exacerbated Up,TRUE
EIF2B4,0.1582,-0.0789,0.872746,0.958906,0.807757,NS,Reversed (Aging Up / Training Down),TRUE
STXBP3,-0.0959,0.1411,0.925858,0.780383,0.694344,NS,Reversed (Aging Down / Training Up),TRUE
ARPC1A,-0.083,-0.1536,0.940347,0.679229,0.972915,NS,Exacerbated Down,TRUE
NDUFA2,-0.1601,-0.076,0.800755,0.95226,0.970462,NS,Exacerbated Down,FALSE
TOM1,0.1189,-0.1171,0.86085,0.838417,0.666041,NS,Reversed (Aging Up / Training Down),FALSE
CYCS,-0.234,0.0018,0.701679,0.999985,0.820453,NS,Reversed (Aging Down / Training Up),FALSE
CAVIN2,0.0332,-0.2025,0.991124,0.513632,0.667746,NS,Reversed (Aging Up / Training Down),FALSE
RAB2A,0.047,-0.1884,0.98171,0.580107,0.673926,NS,Reversed (Aging Up / Training Down),FALSE
ALDH1L1,0.0564,-0.1787,0.979375,0.710987,0.751135,NS,Reversed (Aging Up / Training Down),FALSE
NAXE,0.1653,-0.0698,0.561399,0.915534,0.495026,NS,Reversed (Aging Up / Training Down),FALSE
ANXA2,-0.092,0.143,0.928816,0.778821,0.701481,NS,Reversed (Aging Down / Training Up),FALSE
PPM1A,0.211,0.0235,0.383813,0.992673,0.691291,NS,Exacerbated Up,TRUE
AP2A1,0.0296,0.2048,0.995165,0.580066,0.862434,NS,Exacerbated Up,TRUE
AP2B1,0.0611,0.1732,0.97635,0.707764,0.945883,NS,Exacerbated Up,TRUE
EIF3A,-0.1721,0.0622,0.613633,0.947826,0.584994,NS,Reversed (Aging Down / Training Up),FALSE
ADSS1,0.2131,0.0208,0.435273,0.995075,0.717276,NS,Exacerbated Up,FALSE
TXNRD1,0.0859,-0.1479,0.908258,0.64695,0.57339,NS,Reversed (Aging Up / Training Down),FALSE
PSMD8,-0.2304,0.0027,0.48551,0.999939,0.676782,NS,Reversed (Aging Down / Training Up),TRUE
IDE,-0.1439,0.0889,0.805555,0.909708,0.678429,NS,Reversed (Aging Down / Training Up),TRUE
EPS15L1,-0.2118,-0.0208,0.695679,0.996908,0.844603,NS,Exacerbated Down,TRUE
PMM2,-0.1098,0.1226,0.945259,0.912854,0.838339,NS,Reversed (Aging Down / Training Up),TRUE
GOT2,0.1865,0.0457,0.593363,0.976144,0.867649,NS,Exacerbated Up,FALSE
