uniprot_id,module_color,module_num,gene
A0A0U1RRL7,yellow,4,MMP24OS
A0FGR8,turquoise,1,ESYT2
A1L0T0,turquoise,1,ILVBL
A1L4K1,brown,3,FSD2
A2RTX5,blue,2,TARS3
A5YM72,turquoise,1,CARNS1
A6NDG6,grey,0,PGP
A6NNS2,brown,3,DHRS7C
A8MU46,grey,0,SMTNL1
A8MXV4,grey,0,NUDT19
E9PAV3,turquoise,1,NACA
L0R6Q1,grey,0,SLC35A4
O00151,blue,2,PDLIM1
O00159,black,7,MYO1C
O00168,turquoise,1,FXYD1
O00186,grey,0,STXBP3
O00217,yellow,4,NDUFS8
O00231,turquoise,1,PSMD11
O00232,turquoise,1,PSMD12
O00233,brown,3,PSMD9
O00264,red,6,PGRMC1
O00299,turquoise,1,CLIC1
O00303,green,5,EIF3F
O00330,black,7,PDHX
O00410,turquoise,1,IPO5
O00418,brown,3,EEF2K
O00423,brown,3,EML1
O00429,blue,2,DNM1L
O00442,blue,2,RTCA
O00483,black,7,NDUFA4
O00487,turquoise,1,PSMD14
O00499,turquoise,1,BIN1
O00505,turquoise,1,KPNA3
O00571,green,5,DDX3X
O00629,turquoise,1,KPNA4
O00748,blue,2,CES2
O00757,brown,3,FBP2
O00764,black,7,PDXK
O14521,black,7,SDHD
O14548,yellow,4,COX7A2L
O14556,grey,0,GAPDHS
O14558,turquoise,1,HSPB6
O14561,yellow,4,NDUFAB1
O14732,brown,3,IMPA2
O14737,grey,0,PDCD5
O14744,turquoise,1,PRMT5
O14818,turquoise,1,PSMA7
O14841,blue,2,OPLAH
O14880,yellow,4,MGST3
O14924,yellow,4,RGS12
O14929,turquoise,1,HAT1
O14949,yellow,4,UQCRQ
O14950,yellow,4,MYL12B
O14957,yellow,4,UQCR11
O14958,grey,0,CASQ2
O14964,green,5,HGS
O14979,grey,0,HNRNPDL
O14980,red,6,XPO1
O14983,brown,3,ATP2A1
O15056,red,6,SYNJ2
O15061,brown,3,SYNM
O15143,grey,0,ARPC1B
O15173,grey,0,PGRMC2
O15212,grey,0,PFDN6
O15239,yellow,4,NDUFA1
O15260,turquoise,1,SURF4
O15273,brown,3,TCAP
O15305,grey,0,PMM2
O15371,green,5,EIF3D
O15372,green,5,EIF3H
O15382,blue,2,BCAT2
O15400,turquoise,1,STX7
O15427,grey,0,SLC16A3
O15498,grey,0,YKT6
O15511,red,6,ARPC5
O43143,grey,0,DHX15
O43169,grey,0,CYB5B
O43181,yellow,4,NDUFS4
O43237,turquoise,1,DYNC1LI2
O43242,turquoise,1,PSMD3
O43374,grey,0,RASA4
O43390,turquoise,1,HNRNPR
O43396,turquoise,1,TXNL1
O43399,grey,0,TPD52L2
O43414,brown,3,ERI3
O43488,blue,2,AKR7A2
O43561,brown,3,LAT
O43583,grey,0,DENR
O43598,grey,0,DNPH1
O43615,blue,2,TIMM44
O43633,grey,0,CHMP2A
O43674,yellow,4,NDUFB5
O43676,yellow,4,NDUFB3
O43678,yellow,4,NDUFA2
O43684,red,6,BUB3
O43707,brown,3,ACTN4
O43708,grey,0,GSTZ1
O43741,grey,0,PRKAB2
O43747,grey,0,AP1G1
O43760,brown,3,SYNGR2
O43765,blue,2,SGTA
O43768,grey,0,ENSA
O43772,blue,2,SLC25A20
O43776,turquoise,1,NARS1
O43813,grey,0,LANCL1
O43826,brown,3,SLC37A4
O43837,blue,2,IDH3B
O43852,turquoise,1,CALU
O43865,turquoise,1,AHCYL1
O43920,yellow,4,NDUFS5
O60220,yellow,4,TIMM8A
O60237,turquoise,1,PPP1R12B
O60256,brown,3,PRPSAP2
O60271,turquoise,1,SPAG9
O60313,blue,2,OPA1
O60343,yellow,4,TBC1D4
O60493,grey,0,SNX3
O60506,turquoise,1,SYNCRIP
O60662,turquoise,1,KLHL41
O60664,grey,0,PLIN3
O60684,turquoise,1,KPNA6
O60749,grey,0,SNX2
O60763,grey,0,USO1
O60784,grey,0,TOM1
O60825,black,7,PFKFB2
O60869,turquoise,1,EDF1
O60884,turquoise,1,DNAJA2
O60888,grey,0,CUTA
O60925,brown,3,PFDN1
O60936,grey,0,NOL3
O75083,turquoise,1,WDR1
O75112,green,5,LDB3
O75122,yellow,4,CLASP2
O75131,grey,0,CPNE3
O75155,turquoise,1,CAND2
O75208,blue,2,COQ9
O75223,grey,0,GGCT
O75251,yellow,4,NDUFS7
O75298,turquoise,1,RTN2
O75306,yellow,4,NDUFS2
O75323,blue,2,NIPSNAP2
O75347,grey,0,TBCA
O75348,grey,0,ATP6V1G1
O75351,yellow,4,VPS4B
O75368,red,6,SH3BGRL
O75369,turquoise,1,FLNB
O75380,yellow,4,NDUFS6
O75390,blue,2,CS
O75396,turquoise,1,SEC22B
O75431,yellow,4,MTX2
O75436,grey,0,VPS26A
O75438,yellow,4,NDUFB1
O75439,yellow,4,PMPCB
O75489,yellow,4,NDUFS3
O75521,blue,2,ECI2
O75531,brown,3,BANF1
O75534,green,5,CSDE1
O75569,green,5,PRKRA
O75608,yellow,4,LYPLA1
O75663,turquoise,1,TIPRL
O75688,grey,0,PPM1B
O75746,yellow,4,SLC25A12
O75764,grey,0,TCEA3
O75821,green,5,EIF3G
O75822,turquoise,1,EIF3J
O75832,grey,0,PSMD10
O75874,red,6,IDH1
O75880,black,7,SCO1
O75891,brown,3,ALDH1L1
O75915,grey,0,ARL6IP5
O75923,turquoise,1,DYSF
O75928,grey,0,PIAS2
O75935,green,5,DCTN3
O75947,black,7,ATP5PD
O75955,grey,0,FLOT1
O75964,black,7,ATP5MG
O76003,turquoise,1,GLRX3
O94760,grey,0,DDAH1
O94812,black,7,BAIAP3
O94826,grey,0,TOMM70
O94874,grey,0,UFL1
O94886,turquoise,1,TMEM63A
O94903,red,6,PLPBP
O94905,green,5,ERLIN2
O94919,turquoise,1,ENDOD1
O94979,turquoise,1,SEC31A
O95139,yellow,4,NDUFB6
O95140,black,7,MFN2
O95167,yellow,4,NDUFA3
O95168,yellow,4,NDUFB4
O95169,yellow,4,NDUFB8
O95182,yellow,4,NDUFA7
O95197,grey,0,RTN3
O95202,blue,2,LETM1
O95210,turquoise,1,STBD1
O95218,red,6,ZRANB2
O95278,grey,0,EPM2A
O95292,green,5,VAPB
O95298,yellow,4,NDUFC2
O95299,yellow,4,NDUFA10
O95336,blue,2,PGLS
O95359,grey,0,TACC2
O95372,grey,0,LYPLA2
O95373,grey,0,IPO7
O95376,brown,3,ARIH2
O95394,red,6,PGM3
O95425,brown,3,SVIL
O95433,blue,2,AHSA1
O95479,grey,0,H6PD
O95563,black,7,MPC2
O95571,black,7,ETHE1
O95573,turquoise,1,ACSL3
O95674,grey,0,CDS2
O95747,red,6,OXSR1
O95777,brown,3,LSM8
O95782,turquoise,1,AP2A1
O95810,grey,0,CAVIN2
O95816,grey,0,BAG2
O95817,turquoise,1,BAG3
O95822,blue,2,MLYCD
O95831,black,7,AIFM1
O95834,grey,0,EML2
O95861,grey,0,BPNT1
O95865,red,6,DDAH2
O95870,blue,2,ABHD16A
O95989,blue,2,NUDT3
O96000,yellow,4,NDUFB10
O96007,brown,3,MOCS2
O96008,yellow,4,TOMM40
O96011,blue,2,PEX11B
P00167,blue,2,CYB5A
P00325,red,6,ADH1B
P00338,turquoise,1,LDHA
P00352,grey,0,ALDH1A1
P00367,blue,2,GLUD1
P00387,turquoise,1,CYB5R3
P00390,turquoise,1,GSR
P00395,yellow,4,MT-CO1
P00403,yellow,4,MT-CO2
P00414,yellow,4,MT-CO3
P00441,red,6,SOD1
P00450,red,6,CP
P00488,red,6,F13A1
P00492,turquoise,1,HPRT1
P00505,blue,2,GOT2
P00558,brown,3,PGK1
P00568,brown,3,AK1
P00738,red,6,HP
P00751,red,6,CFB
P00846,black,7,MT-ATP6
P00918,red,6,CA2
P00966,blue,2,ASS1
P01009,red,6,SERPINA1
P01011,red,6,SERPINA3
P01019,red,6,AGT
P01023,red,6,A2M
P01024,red,6,C3
P01034,grey,0,CST3
P01040,grey,0,CSTA
P01591,red,6,JCHAIN
P01619,red,6,IGKV3-20
P01780,red,6,IGHV3-7
P01834,red,6,IGKC
P01857,red,6,IGHG1
P01859,red,6,IGHG2
P01860,red,6,IGHG3
P01871,red,6,IGHM
P01876,red,6,IGHA1
P01889,blue,2,HLA-B
P01911,grey,0,HLA-DRB1
P02144,blue,2,MB
P02452,brown,3,COL1A1
P02461,brown,3,COL3A1
P02462,brown,3,COL4A1
P02511,turquoise,1,CRYAB
P02533,grey,0,KRT14
P02545,brown,3,LMNA
P02585,brown,3,TNNC2
P02649,red,6,APOE
P02655,red,6,APOC2
P02750,blue,2,LRG1
P02753,red,6,RBP4
P02763,red,6,ORM1
P02766,red,6,TTR
P02768,red,6,ALB
