uniprot_id,kME,module,gene
P28331,0.9509393889804343,yellow,NDUFS1
P49821,0.9350295325719757,yellow,NDUFV1
P19404,0.9281967918539497,yellow,NDUFV2
O95298,0.9177484858026553,yellow,NDUFC2
O95167,0.9165116002407959,yellow,NDUFA3
O00217,0.9151159501877009,yellow,NDUFS8
O95182,0.9145472418258589,yellow,NDUFA7
P20674,0.9087764575839951,yellow,COX5A
Q9Y6M9,0.906477346116287,yellow,NDUFB9
O95168,0.9047920427258022,yellow,NDUFB4
Q00765,0.8911337378541964,turquoise,REEP5
Q14974,0.8776137066039974,turquoise,KPNB1
E9PAV3,0.8520468709806515,turquoise,NACA
P10636,0.8516260067107855,turquoise,MAPT
O75923,0.8465122569151978,turquoise,DYSF
Q14204,0.8331271236238641,turquoise,DYNC1H1
P26038,0.8330145663253724,turquoise,MSN
P35998,0.8142045389399343,turquoise,PSMC2
P55072,0.8085982693872436,turquoise,VCP
Q14315,0.8009613880263827,turquoise,FLNC
P54296,0.8716117189301611,brown,MYOM2
Q08043,0.8690118470171461,brown,ACTN3
Q9NP98,0.8646456902259507,brown,MYOZ1
P45378,0.8641861088293374,brown,TNNT3
P52179,0.8623121864457008,brown,MYOM1
P48788,0.8607400098588003,brown,TNNI2
Q8TED0,0.8603191270669012,brown,UTP15
P12814,0.8557352878066313,brown,ACTN1
P09493,0.8487501134675478,brown,TPM1
Q14324,0.8454019185104927,brown,MYBPC2
P38117,0.9222028999150114,blue,ETFB
P48735,0.8937394738487169,blue,IDH2
P13804,0.8912141292561818,blue,ETFA
P51649,0.8874773076921458,blue,ALDH5A1
P43155,0.8819985753167447,blue,CRAT
Q16762,0.8673816462281605,blue,TST
Q99798,0.852706270911016,blue,ACO2
P07954,0.8519080638672936,blue,FH
P30405,0.8495562891195387,blue,PPIF
O95822,0.8420954055811715,blue,MLYCD
P25705,0.8890745038426254,black,ATP5F1A
Q00325,0.851422239148797,black,SLC25A3
P56385,0.8434975317216538,black,ATP5ME
Q02218,0.8367798159712,black,OGDH
O75964,0.8301494719491319,black,ATP5MG
P48047,0.8202170469103981,black,ATP5PO
P24539,0.7991441658395404,black,ATP5PB
Q9H7Z7,0.7895063050186432,black,PTGES2
Q9GZT3,0.7771128226154996,black,SLIRP
P42704,0.7699324300118381,black,LRPPRC
P01024,0.9083905713276292,red,C3
P01011,0.8596167585170146,red,SERPINA3
P02768,0.8312789849644588,red,ALB
P10909,0.8219227338489411,red,CLU
Q14624,0.8180915449850906,red,ITIH4
P02787,0.8104732404102428,red,TF
P04040,0.8065101985318223,red,CAT
P69905,0.8061298784652637,red,HBA1
P00751,0.8026892362428537,red,CFB
P01009,0.8023095363465261,red,SERPINA1
P62750,0.9336495364319902,green,RPL23A
P18621,0.9087109406857163,green,RPL17
P84098,0.8804965662113331,green,RPL19
P35268,0.861778404836507,green,RPL22
P46779,0.844934273117433,green,RPL28
P61513,0.8308743666890529,green,RPL37A
P46777,0.8225910743753962,green,RPL5
Q9UQ80,0.8219275665949366,green,PA2G4
O75569,0.8185079803355513,green,PRKRA
P05387,0.8099427371215933,green,RPLP2
