module,age_num,time_num,interaction,VL_thick_cm,DXA_LBM_kg,BMI,Type_I_fCSA,Type_II_fCSA,deadlift_1rm_kg
MEpink,0.3780331710535072,0.035806351758965606,0.21729304252041595,-0.2446346777981037,-0.24988441483612459,0.3565664819565571,-0.07667595638536032,-0.13031230782705397,-0.21588144293956252
MEred,0.2790745634763122,-0.22366821893454572,0.18773788902573788,-0.01298756462839566,0.17623097334201182,-0.13514144660253896,0.22892839237070725,-0.051379477938978325,-0.16442380244875118
MEblue,0.7224020531272369,-0.057592615771508406,0.39430595060995577,-0.2896069648034437,0.05150534490993934,0.3025201688075933,-0.03014819333430926,-0.4008521822346532,-0.3124135706982906
MEmagenta,-0.02184881734105644,0.10307996738586936,0.02291778847491975,0.06877574674827946,0.1368531653751791,-0.1370286552971687,0.07433462793440379,0.12048040013046137,0.010369715824167939
MEyellow,-0.06723908534044429,0.05783461310599621,-0.04747584923934925,0.020790588298576322,0.12219335134251966,0.30124264364412656,-0.09727025863079909,-0.013682891691709909,0.09507185076298419
MEblack,-0.3498729096343064,0.17539148779023983,-0.06505829775991716,0.21979869202351723,0.028765893023491928,-0.16209309803487387,-0.07156382990341739,0.1145413478205124,0.00586565622757665
MEbrown,-0.5195913657099619,0.40168128434870637,-0.17924243477132376,0.09555374612137998,-0.07238423731698818,-0.3877043210663144,-0.13323153643169228,0.12323324112785423,0.1857332561535005
MEgreen,-0.36152339576827475,-0.17328665883858901,-0.18845705181039815,0.36051928748279977,0.14275373549639028,-0.11377024225350006,0.12096173613069178,0.3480643870409632,0.18576456927246685
MEturquoise,-0.45534733731235194,-0.17838363525788828,-0.33234481606858074,0.1694412763072927,-0.15527206103933622,-0.3531739936796772,0.18164521171148923,0.3586329169483983,0.11709799189260837
MEgrey,0.6004688852764387,-0.1886896678832369,0.2393240199051527,-0.4079031644414349,-0.20191741433190089,0.33401507384162554,-0.22729606923480092,-0.6040701789491418,-0.30461453543389927
