pathway,pval,padj,log2err,ES,NES,size,leadingEdge,database,contrast,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,arc_r1_var,clean_label
GOSLIM_CYTOPLASMIC_TRANSLATION,1.145331040267563e-13,3.0923938087224205e-12,0.9436322252328376,0.5810953396455185,2.5836204857365073,116,RPS15;RPS6;RPL22;RPL24;RPS12;RPS3A;RPL37A;RPS21;SH3BGRL;RPL18;RPS2;RPL10;RPS17;RPS19;RPSA;RPS16;RPS14;RPS13;RPS18;RPL32;RPS25;RPS11;DRG2;RACK1;AKT2;RPL23A;RPL23;RPS4X;RPS20;PKM;RPS10;RPS7;RPS15A;EIF3C;RPLP2;RPL11;RPL12;RPL35;RPL6;RPS3;RPL19;EIF2B3;RPS8;EIF4A2;RPS5;EIF3I;RPL7;RPS28;ETF1;RPL8;RPL17;RPLP0;EIF3E;RPL38;RPS9;RPL4;RPL13A;EIF3L;SARS1;EIF3K;RPL29;RPL31;RPL28;RPL13;EIF2B1;EIF2S2;EIF3A;RPL5;RPL36;YBX1;EIF3G,GO Slim,Training_Old,1,-25.166666666666657,1.0000000000000107,-12.083333333333323,-0.4392411950852394,0.01745329251994348,-0.21089395128264796,5.6,"Cytoplasmic
Translation"
GOSLIM_RIBOSOME_BIOGENESIS,1.099887701874482e-6,1.4848483975305508e-5,0.6435518361507222,0.5643344864639557,2.2118844014569325,56,RPS15;RPS6;RPL24;RPS12;RPS3A;RPS21;RPS17;RPS19;RPSA;RPS16;RPS14;RPS13;RPS25;RPS11;RPS4X;RPS7;RPS15A;PA2G4;RPL11;RPL35;RPS8;RPS5;RPL7;RPS28;RPLP0;RPL38;RPS9,GO Slim,Training_Old,2,4.000000000000011,30.16666666666668,17.083333333333343,0.06981317007977336,0.5265076576849563,0.29816041388236475,5.2516998202525205,Ribosome Biogenesis
GOSLIM_PROTEIN_FOLDING,1.809853119950389e-4,0.00162886780795535,0.5188480777437918,0.4191563870891676,1.788830854831439,88,TXNDC5;CCT5;CRYAB;HSPB1;NGLY1;CCT4;HSPE1;PPIB;UNC45B;HSPA9;HSPB2;ERO1A;CCT3;PDIA4;CCT6A;DNAJA4;CCT8;PDIA3;HSPB6;HYOU1;DNAJA2;HSPA14;CCT2;HSP90B1;CCT7;TCP1;BAG3;CCDC47,GO Slim,Training_Old,3,33.16666666666668,59.33333333333334,46.250000000000014,0.5788675352447862,1.0355620228499691,0.8072147790473777,5.145344165300611,Protein Folding
HALLMARK_MITOTIC_SPINDLE,3.726416383747492e-4,0.00682103642585272,0.49849310876659025,0.5556098748423279,1.9508757085181252,35,FSCN1;GSN;PREX1;KIF5B;MYH9;CTTN;FLNA;TUBA4A;SPTBN1;DYNC1H1;FLNB;EPB41;LRPPRC;KLC1;MAPRE1;VCL;MARCKS;EZR;SPTAN1;ACTN4,Hallmark,Training_Old,4,62.33333333333334,88.50000000000001,75.41666666666669,1.0879219004097989,1.5446163880149817,1.3162691442123906,5.112921204809542,Mitotic Spindle
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,2.452834204995863e-4,0.00682103642585272,0.49849310876659025,0.5809011279550497,1.9992212725682683,32,KIF5B;HSPA9;RPS14;ERO1A;DNAJA4;HYOU1;EEF2;HSP90B1;TARS1;TUBB2A;EIF4A2;BANF1;BAG3;SEC31A;EIF2S1;HSPA5;DCTN1,Hallmark,Training_Old,5,91.50000000000001,117.66666666666669,104.58333333333334,1.5969762655748119,2.0536707531799947,1.8253235093774032,5.112921204809542,"Unfolded Protein
Response"
HALLMARK_MYC_TARGETS_V1,6.961214449831382e-4,0.00730927517232295,0.47727081536286214,0.3744503111778521,1.6984604470656168,128,HPRT1;RPS6;RPL22;TUFM;CCT5;RPL18;CCT4;HSPE1;RPS2;PRDX3;SET;CCT3;PSMD7;RACK1;SNRPD3;RPS10;NME1;PA2G4;FAM120A;ABCE1;MRPS18B;CCT2;G3BP1;RPL6;RPS3;IMPDH2;CCT7;TCP1;RPS5;SRSF3;PRDX4;ETF1;MRPL9;HNRNPR;RPLP0;SSBP1;EIF2S1;PSMA4;C1QBP;PSMC6;SLC25A3;PSMC4;HNRNPA3;HSP90AB1;APEX1;EEF1B2;EIF2S2;LDHA;PSMA7;PSMD14;CYC1;PGK1;ERH;SNRPA;PHB2;RUVBL2;NAP1L1;CANX;UBA2,Hallmark,Training_Old,6,120.66666666666669,146.83333333333334,133.75000000000003,2.1060306307398244,2.562725118345007,2.334377874542416,5.111356059076747,MYC Targets V1
GOSLIM_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,0.00173681247355356,0.00937878735718924,0.45505986738722953,0.5011690008248486,1.8278956903869064,40,FSCN1;DYNLT1;GSN;MSN;MYH9;ACTR2;CAP1;FLOT2;RACK1;CLIC4;GSK3B;ANK1;MAPRE1;ACTR3;WDR1;ACTB;DCTN1,GO Slim,Training_Old,7,149.83333333333334,176,162.91666666666666,2.6150849959048372,3.07177948351002,2.843432239707428,5.105711828821372,"Establishment Or
Maintenance Of Cell
Polarity"
GOSLIM_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,0.00348751835535976,0.01569383259911894,0.3350685587170139,0.41846881853171813,1.6925097751558646,67,CAMK2D;CSRP3;LGALS3;KIF5B;CAMK2B;FLOT2;RACK1;AKT2;SCP2;FLNA;SPTBN1;BSG;CAMK2A;JUP;STAC3;NSF;ANK1;ATP1B1;ACTB;SQSTM1;EZR;KRT18;ACTN2;EHD4;S100A10;STX7;SEC23A;CLTC,GO Slim,Training_Old,8,179,205.16666666666666,192.08333333333334,3.12413936106985,3.5808338486750326,3.3524866048724418,5.094056500252062,"Protein Localization
To Plasma Membrane"
HALLMARK_ADIPOGENESIS,4.872168875609089e-4,0.00682103642585272,0.49849310876659025,-0.3755641799068308,-1.704001663696186,109,MYLK;SSPN;SLC27A1;GPX3;ATL2;TALDO1;CAVIN2;ACADS;PLIN2;ME1;ITGA7;SOD1;CMBL;COQ9;UBQLN1;QDPR;GPHN;TST;ACAA2;CPT2;SORBS1;HADH;GPD2;IDH1;MGST3;FABP4;ADIPOQ;NMT1,Hallmark,Training_Old,9,213.16666666666666,239.33333333333334,226.25,3.720460188834579,4.177154676439762,3.94880743263717,5.112921204809542,Adipogenesis
GOSLIM_AMINO_ACID_METABOLIC_PROCESS,0.00160316963033769,0.00937878735718924,0.45505986738722953,-0.357775192237933,-1.6057324152931431,100,ALDH6A1;MECP2;ASS1;GPT2;MPST;KYAT1;RIDA;PCBD2;ALDH1A1;KARS1;GPT;QDPR;GARS1;GLUL;GSTZ1;PARK7;PEPD;ENOPH1;ACAT1;SHMT1;WARS1;GOT1;MTAP;NIT2;AASDHPPT;MCCC1;ETFA;PCBD1;GSS;BCKDHA;WARS2;GCSH;BLMH;KYAT3;ILVBL;MTHFD1;ACADSB;ALDH5A1,GO Slim,Training_Old,10,242.33333333333334,268.5,255.4166666666667,4.229514553999592,4.686209041604775,4.457861797802184,5.105711828821372,Amino Acid Metabolism
