sample_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,age,time,group
OP_S06_Pre,2.787935995457609,-28.670640851930465,0.5314471545174124,-10.180716267651832,2.5611081901735746,-17.944096020816797,-9.938512994229248,16.49634225571677,-2.4853494570788994,4.922652599011604,Old,Pre,Old_Pre
OP_S11_Pre,-13.731136683840623,1.9602202722291315,0.655464422308176,-1.3125342970237197,15.09064624845624,7.341503098920222,-7.043644636449774,-5.188791339480783,-0.6311683148912401,-9.677584204896478,Old,Pre,Old_Pre
OP_S12_Pre,-12.03657364283491,-11.611648220548911,-12.441426991662455,-7.9154845312135675,-12.10147567263643,-12.376667314949941,-14.993930891038062,4.9826593539566035,3.0009428020266347,-6.440737413030014,Old,Pre,Old_Pre
OP_S17_Pre,-33.51924256663853,13.953654934680777,1.212004430105411,12.195820561692141,-20.904404979428318,-7.052629441535114,5.535962717967728,2.5827458259512177,-2.6963132683817883,-8.345640364247439,Old,Pre,Old_Pre
O_S05_Pre,-6.160325091770773,-4.283373822562741,-14.450330898081292,-18.108007987684253,-0.22972335596038196,27.8224761672423,27.664157418935005,32.03502729268826,14.79549700280999,-5.2880551906698186,Old,Pre,Old_Pre
O_S06_Pre,-35.281619486773124,15.732108512366107,4.275474032336034,7.050111590761404,-0.34710239650926483,2.9261355782590135,6.46281881053232,1.682381401317673,-2.754583146540841,-2.7294441503423843,Old,Pre,Old_Pre
O_S07_Pre,13.506538144554883,-24.3374630120057,-14.868364168197482,-12.67586311251895,0.27431773329167897,13.56969199397868,-1.6047044822981928,-3.693084068311709,-13.811575800760382,0.14861111925968462,Old,Pre,Old_Pre
O_S10_Pre,-7.849249809295227,-19.014326371134356,10.725934450683962,-3.5647424026972296,12.936677403236418,4.720063972889457,-2.9628915274764935,3.5947392809505945,-7.797108180012167,7.567942112233869,Old,Pre,Old_Pre
O_S16_Pre,-14.906566834557296,-3.467066576391175,-2.033241065589471,-3.236076598041652,16.228041603761643,12.867712298015253,-4.721445089923711,3.536992667962785,-3.8302789665798485,3.05045260198058,Old,Pre,Old_Pre
O_S17_Pre,-5.1989022766349,-9.309777996642493,-7.677793365562844,-1.9611895408980964,10.121410604104312,4.416861960188504,1.378444742499356,-7.791833023669594,-4.421524051101447,-3.059344876493346,Old,Pre,Old_Pre
