ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,ONTOLOGY,module
GO:1900180,regulation of protein localization to nucleus,13/281,35/2075,0.37142857142857144,2.742755465175394,4.114354498805173,3.5568813251675744e-4,0.018828731577919183,0.01830143681759171,IPO5/BAG3/HSP90AA1/TCP1/FLNA/CCT6A/CCT5/CCT3/CCT8/CCT4/RAN/CCT2/CCT7,13,BP,blue
GO:0032206,positive regulation of telomere maintenance,9/281,19/2075,0.47368421052631576,3.4978460385840044,4.327900104136074,3.6059165030176486e-4,0.018828731577919183,0.01830143681759171,HSP90AA1/TCP1/CCT6A/CCT5/CCT3/CCT8/CCT4/CCT2/CCT7,9,BP,blue
GO:1903008,organelle disassembly,9/281,19/2075,0.47368421052631576,3.4978460385840044,4.327900104136074,3.6059165030176486e-4,0.018828731577919183,0.01830143681759171,MAP4/KIF5B/PRKAA2/VCP/ABCE1/KLC1/GCN1/MCTS1/HBS1L,9,BP,blue
GO:0006414,translational elongation,10/281,23/2075,0.43478260869565216,3.2105833204394245,4.218212411668368,3.987887325801876e-4,0.020275258719603225,0.01970745426379653,EEF2/EEF1B2/EEF1G/EEF1D/SARS1/ABCE1/EEF1A1/EEF1A2/GCN1/HBS1L,10,BP,blue
GO:0051276,chromosome organization,22/281,79/2075,0.27848101265822783,2.0563989368890487,3.7879788831478587,4.7466879065909405e-4,0.023514361629573582,0.022855846762100507,HAT1/HSP90AA1/HSP90AB1/HSPA1A/MAPT/TCP1/FLNA/PPP2R1A/CCT6A/NAA10/CCT5/CCT3/CCT8/CCT4/HSPA2/RAN/CCT2/KPNB1/MAPRE1/CCT7/NUDC/DYNC1LI1,22,BP,blue
GO:0031122,cytoplasmic microtubule organization,8/281,16/2075,0.5,3.692170818505338,4.27740868690947,4.937644914190632e-4,0.02384882493554075,0.02318094349188444,MAPT/EZR/CLIP1/DYNC1H1/KPNB1/TBCB/SLK/CLIP2,8,BP,blue
GO:0045732,positive regulation of protein catabolic process,16/281,50/2075,0.32,2.3629893238434163,3.8602129121471,5.405370531465036e-4,0.025471160650708414,0.0247578460285844,SEC22B/HSP90AA1/HSPA1A/EZR/PSMC3/MSN/PSMC2/PSMC4/USP5/BCAP31/VCP/PSMC1/PSMC5/PSMC6/DDB1/KLHL40,16,BP,blue
GO:0000278,mitotic cell cycle,30/281,123/2075,0.24390243902439024,1.8010589358562623,3.624294124898342,5.822365596488359e-4,0.02678288174384645,0.026032832641942942,DCTN6/PRMT5/TUBB/HSPA1A/GSPT1/FLNA/MAP4/PPP2R1A/CLIP1/NES/HSPA2/VCP/ARPP19/RAN/DYNLT1/TUBA1B/TUBA4A/TUBB4B/CLTC/PSME1/TUBB2A/DYNC1H1/KPNB1/MAPRE1/DDB1/NEK9/TUBB6/PSME2/NUDC/DYNC1LI1,30,BP,blue
GO:0031334,positive regulation of protein-containing complex assembly,15/281,47/2075,0.3191489361702128,2.356704777769365,3.7226021571853605,8.328956424859287e-4,0.03742219491355382,0.036374194031698816,BIN1/PFN1/HSP90AA1/HSPA1A/MAPT/LGALS3/MSN/CLIP1/GBP2/PFN2/VCP/RAP1B/PSMC6/MAPRE1/CAND1,15,BP,blue
GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,13/281,38/2075,0.34210526315789475,2.5262221389773365,3.75716570473423,8.904859028488208e-4,0.0383935332898171,0.037318330276252434,SURF4/SEC31A/P4HB/COPB2/ARCN1/BCAP31/VCP/TMED1/RAB1B/CNIH4/BCAP29/HYOU1/SEC23IP,13,BP,blue
GO:2001252,positive regulation of chromosome organization,9/281,21/2075,0.42857142857142855,3.1647178444331465,3.9450911468703436,8.942593157566096e-4,0.0383935332898171,0.037318330276252434,HSP90AA1/TCP1/CCT6A/CCT5/CCT3/CCT8/CCT4/CCT2/CCT7,9,BP,blue
GO:0033044,regulation of chromosome organization,12/281,34/2075,0.35294117647058826,2.6062382248272975,3.7365795249808698,0.0010257547044163274,0.04308169758548575,0.04187520349379241,HSP90AA1/MAPT/TCP1/CCT6A/NAA10/CCT5/CCT3/CCT8/CCT4/CCT2/CCT7/DYNC1LI1,12,BP,blue
GO:0007018,microtubule-based movement,15/281,48/2075,0.3125,2.3076067615658364,3.6267466502338337,0.0010660301979803029,0.04382064558506266,0.042593457406424645,DYNC1LI2/BAG3/HSPB1/UCHL1/MAPT/MAP4/KIF5B/DYNLT1/TUBB4B/KLC1/DYNC1I2/DYNC1H1/KPNB1/KTN1/DYNC1LI1,15,BP,blue
GO:0061061,muscle structure development,56/206,158/2075,0.35443037974683544,3.5701118348285608,11.155854568487333,3.595817655527888e-20,6.450896874017031e-17,6.1204601568301e-17,TCAP/ACTN4/SVIL/COL3A1/LMNA/MYL3/TPM1/LAMC1/MYH3/COL6A1/COL6A3/ACTN1/MYH7/TNNT1/NID1/MYL6B/YBX3/DES/TNNI1/NEB/LAMA2/TMOD1/ACTN2/TNNT3/MAP2K4/MYOM1/MYOM2/LAMB2/MYL6/ACTB/TNNC1/ACTA1/H3-3A/MYBPC1/ACTN3/PPP3CA/LMOD3/MYBPH/FHL3/ITGA7/PRKG1/MYBPC2/PLEC/SPEG/OBSCN/MYOM3/LMOD2/SMYD1/TTN/PDLIM5/JPH2/SYNPO2L/MYOZ1/MYOZ2/PDLIM7/TMOD4,56,BP,yellow
GO:0042692,muscle cell differentiation,40/206,102/2075,0.39215686274509803,3.9501237388159147,10.141684853941362,3.8663370747245747e-16,3.4681043560279433e-13,3.2904563420155986e-13,TCAP/ACTN4/LMNA/TPM1/LAMC1/MYH3/COL6A1/ACTN1/TNNT1/NID1/NEB/LAMA2/TMOD1/ACTN2/TNNT3/MAP2K4/MYOM1/MYOM2/LAMB2/ACTA1/H3-3A/MYBPC1/ACTN3/PPP3CA/LMOD3/MYBPH/PRKG1/MYBPC2/PLEC/SPEG/OBSCN/MYOM3/LMOD2/SMYD1/TTN/PDLIM5/SYNPO2L/MYOZ1/MYOZ2/TMOD4,40,BP,yellow
GO:0055002,striated muscle cell development,31/206,66/2075,0.4696969696969697,4.7311709326272435,10.22493322163482,2.8125223371039226e-15,1.629128583944724e-12,1.545679117666267e-12,TCAP/LMNA/TPM1/MYH3/COL6A1/TNNT1/NEB/TMOD1/ACTN2/TNNT3/MAP2K4/MYOM1/MYOM2/ACTA1/MYBPC1/ACTN3/PPP3CA/LMOD3/MYBPH/PRKG1/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/TTN/PDLIM5/SYNPO2L/MYOZ1/MYOZ2/TMOD4,31,BP,yellow
GO:0055001,muscle cell development,33/206,75/2075,0.44,4.432038834951456,10.04849828704799,3.632393721169953e-15,1.629128583944724e-12,1.545679117666267e-12,TCAP/ACTN4/LMNA/TPM1/MYH3/COL6A1/ACTN1/TNNT1/NEB/TMOD1/ACTN2/TNNT3/MAP2K4/MYOM1/MYOM2/ACTA1/MYBPC1/ACTN3/PPP3CA/LMOD3/MYBPH/PRKG1/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/TTN/PDLIM5/SYNPO2L/MYOZ1/MYOZ2/TMOD4,33,BP,yellow
GO:0030239,myofibril assembly,24/206,44/2075,0.5454545454545454,5.494263018534863,10.001455274740245,7.031148426654847e-14,2.522776055483759e-11,2.393550948610713e-11,TCAP/TPM1/MYH3/TNNT1/NEB/TMOD1/ACTN2/TNNT3/MYOM1/MYOM2/ACTA1/MYBPC1/LMOD3/MYBPH/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/TTN/SYNPO2L/MYOZ1/MYOZ2/TMOD4,24,BP,yellow
GO:0003012,muscle system process,43/206,135/2075,0.31851851851851853,3.2083782811938155,8.807909062952346,1.6929490577101488e-13,5.061917682553345e-11,4.802629168977738e-11,SYNM/TCAP/LMNA/TNNC2/MYL1/TPM3/TPM2/MYL3/TPM1/HMOX1/CALM1/MYH3/COL6A1/MYH1/MYH7/MYH8/TNNT1/MYL6B/DES/TNNI1/TMOD1/TNNT3/MAP2K4/TNNI2/MYOM2/MYL6/TNNC1/ACTA1/ACTN3/PPP3CA/LMOD3/MYBPH/PRKG1/SSPN/LMOD2/TTN/PDLIM5/MYOZ1/MYOZ2/TMOD4/MYH2/MYH13/MYH4,43,BP,yellow
GO:0051146,striated muscle cell differentiation,32/206,82/2075,0.3902439024390244,3.930854842529008,8.988369592994548,6.074457018293203e-13,1.5567965558311437e-10,1.4770521802376104e-10,TCAP/LMNA/TPM1/MYH3/COL6A1/TNNT1/NEB/TMOD1/ACTN2/TNNT3/MAP2K4/MYOM1/MYOM2/ACTA1/MYBPC1/ACTN3/PPP3CA/LMOD3/MYBPH/PRKG1/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/SMYD1/TTN/PDLIM5/SYNPO2L/MYOZ1/MYOZ2/TMOD4,32,BP,yellow
GO:0007517,muscle organ development,33/206,91/2075,0.3626373626373626,3.6527792595753756,8.589824903356908,2.9157238037267207e-12,6.538510629857171e-10,6.203586040297511e-10,TCAP/SVIL/COL3A1/LMNA/MYL3/TPM1/MYH3/COL6A1/COL6A3/MYH7/MYL6B/YBX3/DES/TNNI1/NEB/LAMA2/MYOM1/MYOM2/MYL6/TNNC1/ACTA1/ACTN3/PPP3CA/LMOD3/FHL3/ITGA7/PLEC/SPEG/SMYD1/TTN/JPH2/MYOZ1/MYOZ2,33,BP,yellow
GO:0030029,actin filament-based process,49/206,182/2075,0.2692307692307692,2.7119118745332336,8.025555952883032,3.5538193587663086e-12,7.083946588474175e-10,6.721082927631721e-10,TCAP/ACTN4/SVIL/MYL1/TPM3/TPM2/TPM1/MYH3/ACTN1/MYH7/MYH8/TNNT1/MYL6B/NEB/TMOD1/ACTN2/TNNT3/CAPZA2/CAPZB/MYOM1/CAPZA1/MYOM2/MYL6/ACTB/TNNC1/ACTA1/MYBPC1/ACTN3/LMOD3/MYBPH/FHL3/PRKG1/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/CORO6/SYNPO/TTN/PDLIM5/SYNPO2L/MYOZ1/MYOZ2/PDLIM7/TMOD4/MYH2/SYNPO2/MYH4,49,BP,yellow
GO:0045214,sarcomere organization,19/206,32/2075,0.59375,5.980734223300971,9.424699444234948,4.3064481847261195e-12,7.314530524861732e-10,6.939855576307822e-10,TCAP/TPM1/MYH3/TNNT1/ACTN2/TNNT3/MYOM1/MYOM2/MYBPC1/MYBPH/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/TTN/SYNPO2L/MYOZ1/MYOZ2,19,BP,yellow
GO:0010927,cellular component assembly involved in morphogenesis,24/206,51/2075,0.47058823529411764,4.7401484865790975,8.976396212724318,4.892662558435941e-12,7.314530524861732e-10,6.939855576307822e-10,TCAP/TPM1/MYH3/TNNT1/NEB/TMOD1/ACTN2/TNNT3/MYOM1/MYOM2/ACTA1/MYBPC1/LMOD3/MYBPH/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/TTN/SYNPO2L/MYOZ1/MYOZ2/TMOD4,24,BP,yellow
GO:0032989,cellular anatomical entity morphogenesis,24/206,51/2075,0.47058823529411764,4.7401484865790975,8.976396212724318,4.892662558435941e-12,7.314530524861732e-10,6.939855576307822e-10,TCAP/TPM1/MYH3/TNNT1/NEB/TMOD1/ACTN2/TNNT3/MYOM1/MYOM2/ACTA1/MYBPC1/LMOD3/MYBPH/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/TTN/SYNPO2L/MYOZ1/MYOZ2/TMOD4,24,BP,yellow
GO:0006936,muscle contraction,35/206,112/2075,0.3125,3.147754854368932,7.756519816282183,8.222503429159629e-11,1.1347054732240287e-8,1.0765820279312647e-8,SYNM/TCAP/TNNC2/MYL1/TPM3/TPM2/MYL3/TPM1/CALM1/MYH3/MYH1/MYH7/MYH8/TNNT1/MYL6B/DES/TNNI1/TMOD1/TNNT3/TNNI2/MYOM2/MYL6/TNNC1/ACTA1/ACTN3/LMOD3/MYBPH/PRKG1/SSPN/LMOD2/TTN/TMOD4/MYH2/MYH13/MYH4,35,BP,yellow
GO:0060537,muscle tissue development,30/206,87/2075,0.3448275862068966,3.473384666889856,7.823055943887861,1.4095252908477528e-10,1.8062059798434775e-8,1.7136860115043732e-8,TCAP/SVIL/COL3A1/LMNA/MYL3/TPM1/COL6A1/MYH7/MYL6B/YBX3/TNNI1/NEB/ACTN2/MAP2K4/MYOM1/MYOM2/MYL6/TNNC1/ACTA1/ACTN3/PPP3CA/LMOD3/PRKG1/PLEC/SMYD1/TTN/PDLIM5/JPH2/MYOZ1/MYOZ2,30,BP,yellow
GO:0014706,striated muscle tissue development,29/206,84/2075,0.34523809523809523,3.4775196486361533,7.694040286995154,2.8740326315561365e-10,3.4373430273411394e-8,3.261270712439489e-8,TCAP/SVIL/LMNA/MYL3/TPM1/COL6A1/MYH7/MYL6B/YBX3/TNNI1/NEB/ACTN2/MAP2K4/MYOM1/MYOM2/MYL6/TNNC1/ACTA1/ACTN3/PPP3CA/LMOD3/PRKG1/PLEC/SMYD1/TTN/PDLIM5/JPH2/MYOZ1/MYOZ2,29,BP,yellow
GO:0030036,actin cytoskeleton organization,41/206,156/2075,0.26282051282051283,2.6473425441872043,7.1013687058307156,7.000780215805451e-10,7.626295830870396e-8,7.235651210771244e-8,TCAP/ACTN4/SVIL/TPM3/TPM2/TPM1/MYH3/ACTN1/TNNT1/NEB/TMOD1/ACTN2/TNNT3/CAPZA2/CAPZB/MYOM1/CAPZA1/MYOM2/ACTB/ACTA1/MYBPC1/ACTN3/LMOD3/MYBPH/FHL3/PRKG1/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/CORO6/SYNPO/TTN/PDLIM5/SYNPO2L/MYOZ1/MYOZ2/PDLIM7/TMOD4/SYNPO2,41,BP,yellow
GO:0030049,muscle filament sliding,10/206,11/2075,0.9090909090909091,9.157105030891438,9.003489987528216,7.651801836993707e-10,7.626295830870396e-8,7.235651210771244e-8,MYL1/TPM1/MYH3/MYH7/MYH8/MYL6B/MYL6/TNNC1/MYH2/MYH4,10,BP,yellow
GO:0033275,actin-myosin filament sliding,10/206,11/2075,0.9090909090909091,9.157105030891438,9.003489987528216,7.651801836993707e-10,7.626295830870396e-8,7.235651210771244e-8,MYL1/TPM1/MYH3/MYH7/MYH8/MYL6B/MYL6/TNNC1/MYH2/MYH4,10,BP,yellow
GO:0097435,supramolecular fiber organization,46/206,194/2075,0.23711340206185566,2.388399559603643,6.741464780199277,2.2073578483654157e-9,2.0842105157723978e-7,1.9774502165135055e-7,TCAP/PFDN1/SVIL/COL1A1/COL3A1/TPM3/TPM2/COL1A2/VIM/TPM1/MYH3/COL6A1/ACTN1/TNNT1/DES/NEB/TMOD1/ACTN2/TNNT3/CAPZA2/CAPZB/MYOM1/CAPZA1/MYOM2/ACTA1/HSPG2/MYBPC1/DPT/LMOD3/MYBPH/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/CORO6/SYNPO/TTN/PFDN5/CHP1/TRIM54/SYNPO2L/MYOZ1/MYOZ2/TMOD4/SYNPO2,46,BP,yellow
GO:0048513,animal organ development,68/206,360/2075,0.18888888888888888,1.9026429341963322,6.252713224782173,5.452308579839276e-9,4.693898515256153e-7,4.45346118592337e-7,TCAP/NARS1/MACROH2A1/SVIL/COL1A1/COL3A1/COL4A1/LMNA/DCN/COL1A2/MYL3/VIM/TPM1/CALM1/THRB/MYH3/COL6A1/COL6A3/MYH7/NID1/MYL6B/YBX3/DES/FLT1/TNNI1/NEB/BGN/LAMA2/MAPK3/TMOD1/GNA11/FBN1/ACTN2/MAP2K4/MYOM1/MYOM2/LAMB2/MYL6/ACTB/RPL38/TNNC1/ACTA1/H3-3A/HSPG2/ACTN3/PPP3CA/SLC20A2/LMOD3/FHL3/ITGA7/PRKG1/PLEC/NECTIN1/SPEG/CRYBG3/DHRS7B/SMYD1/TTN/PDLIM5/PFDN5/JPH2/SYNPO2L/MYOZ1/MYOZ2/PDLIM7/NDRG2/FNDC3A/TMX2,68,BP,yellow
GO:0048646,anatomical structure formation involved in morphogenesis,41/206,166/2075,0.2469879518072289,2.487864077669903,6.633575460398793,5.4945300345807815e-9,4.693898515256153e-7,4.45346118592337e-7,TCAP/MACROH2A1/COL1A1/COL3A1/COL4A1/DCN/COL4A2/TPM1/HMOX1/MYH3/COL6A1/ACTN1/TNNT1/FLT1/TYMP/NEB/MAPK3/TMOD1/ACTN2/COL15A1/TNNT3/BCAM/MYOM1/MYOM2/ACTA1/HSPG2/MYBPC1/LMOD3/MYBPH/ITGA7/MYBPC2/PLEC/NECTIN1/OBSCN/MYOM3/LMOD2/TTN/SYNPO2L/MYOZ1/MYOZ2/TMOD4,41,BP,yellow
GO:0031032,actomyosin structure organization,25/206,73/2075,0.3424657534246575,3.449594360952254,7.072238572665938,6.715834561293256e-9,5.476457819527319e-7,5.195935160579519e-7,TCAP/TPM1/MYH3/TNNT1/NEB/TMOD1/ACTN2/TNNT3/MYOM1/MYOM2/ACTA1/MYBPC1/LMOD3/MYBPH/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/SYNPO/TTN/SYNPO2L/MYOZ1/MYOZ2/TMOD4,25,BP,yellow
GO:0003008,system process,55/206,266/2075,0.20676691729323307,2.0827250164245563,6.277302270434293,9.764152511990323e-9,7.616038959352453e-7,7.225919730841351e-7,SYNM/TCAP/COL1A1/LMNA/TNNC2/MYL1/TPM3/TPM2/COL1A2/MYL3/TPM1/HMOX1/CALM1/THRB/MYH3/COL6A1/MYH1/MYH7/MYH8/TNNT1/MYL6B/DES/TNNI1/TYMP/MAPK3/TMOD1/GNA11/TNNT3/MAP2K4/TNNI2/MYOM2/LAMB2/MYL6/RPL38/TNNC1/ACTA1/PITPNA/ACTN3/PPP3CA/LMOD3/MYBPH/PRKG1/SSPN/PLEC/CRYBG3/LMOD2/TTN/PDLIM5/MYOZ1/MYOZ2/CLIC5/TMOD4/MYH2/MYH13/MYH4,55,BP,yellow
GO:0007010,cytoskeleton organization,55/206,267/2075,0.20599250936329588,2.0749245481982475,6.245507499324692,1.1301092050290347e-8,8.447566307592034e-7,8.014853440929602e-7,SYNM/TCAP/ACTN4/SVIL/LMNA/KRT18/TPM3/TPM2/VIM/TPM1/MYH3/ACTN1/TNNT1/DES/NEB/MAPK3/TMOD1/ACTN2/TNNT3/CAPZA2/CAPZB/MYOM1/CAPZA1/MYOM2/ACTB/ACTA1/MYBPC1/LMNB2/ACTN3/LMOD3/MYBPH/FHL3/PRKG1/MYBPC2/PLEC/MAPRE2/OBSCN/MYOM3/ABLIM2/LMOD2/CORO6/CHMP1B/SYNPO/TTN/PDLIM5/CHP1/TRIM54/SYNPO2L/MYOZ1/MYOZ2/PDLIM7/TUBA8/TMOD4/CHMP5/SYNPO2,55,BP,yellow
GO:0009653,anatomical structure morphogenesis,60/206,311/2075,0.19292604501607716,1.9433084631473794,5.988498849892781,2.817958646075705e-8,2.022167124423926e-6,1.918584897138701e-6,TCAP/MACROH2A1/COL1A1/COL3A1/COL4A1/KRT18/DCN/COL1A2/COL4A2/MYL3/TPM1/HMOX1/THRB/MYH3/COL6A1/ACTN1/MYH7/TNNT1/FLT1/TNNI1/TYMP/NEB/LAMA2/MAPK3/TMOD1/FBN1/ACTN2/COL15A1/TNNT3/CAPZB/BCAM/MYOM1/MYOM2/LAMB2/ACTB/RPL38/TNNC1/ACTA1/HSPG2/PITPNA/MYBPC1/PRKCQ/ACTN3/PPP3CA/LMOD3/MYBPH/ITGA7/PRKG1/MYBPC2/PLEC/NECTIN1/OBSCN/MYOM3/LMOD2/TTN/PDLIM5/SYNPO2L/MYOZ1/MYOZ2/TMOD4,60,BP,yellow
GO:0014888,striated muscle adaptation,11/206,17/2075,0.6470588235294118,6.51770416904626,7.582170097769133,5.1948894050337656e-8,3.584473689473298e-6,3.400864845319676e-6,TCAP/LMNA/MYH7/TNNT1/TNNI1/TNNC1/ACTA1/ACTN3/PPP3CA/MYOZ1/MYOZ2,11,BP,yellow
GO:0050879,multicellular organismal movement,13/206,26/2075,0.5,5.036407766990291,6.874546651624057,2.048533790215766e-7,1.3611368961655867e-5,1.2914148689196466e-5,SYNM/TCAP/TNNC2/MYH3/COL6A1/MYH7/MYH8/TNNT1/TNNI1/TNNT3/TNNI2/TNNC1/ACTN3,13,BP,yellow
GO:0043501,skeletal muscle adaptation,9/206,13/2075,0.6923076923076923,6.973487677371172,7.171147465917941,3.988316931710034e-7,2.5553716341027858e-5,2.4244768716447837e-5,MYH7/TNNT1/TNNI1/TNNC1/ACTA1/ACTN3/PPP3CA/MYOZ1/MYOZ2,9,BP,yellow
GO:0140694,membraneless organelle assembly,29/206,112/2075,0.25892857142857145,2.6081397364771153,5.807724148760274,4.4940311664644783e-7,2.7801006595300945e-5,2.637694517667173e-5,TCAP/TPM1/MYH3/TNNT1/NEB/TMOD1/ACTN2/TNNT3/MYOM1/MYOM2/EIF6/RPL38/ACTA1/MYBPC1/LMOD3/MYBPH/MYBPC2/PLEC/MAPRE2/OBSCN/MYOM3/LMOD2/CHMP1B/TTN/SYNPO2L/MYOZ1/MYOZ2/TMOD4/CHMP5,29,BP,yellow
GO:0003009,skeletal muscle contraction,12/206,24/2075,0.5,5.036407766990291,6.601629688439877,6.214658477081483e-7,3.677367017020504e-5,3.488999863006604e-5,SYNM/TCAP/TNNC2/MYH3/MYH7/MYH8/TNNT1/TNNI1/TNNT3/TNNI2/TNNC1/ACTN3,12,BP,yellow
GO:0009888,tissue development,49/206,252/2075,0.19444444444444445,1.9586030204962244,5.388638686186659,6.354424611350927e-7,3.677367017020504e-5,3.488999863006604e-5,TCAP/MACROH2A1/SVIL/COL1A1/COL3A1/COL4A1/LMNA/COL1A2/COL4A2/MYL3/VIM/TPM1/THRB/LAMC1/COL6A1/MYH7/MYL6B/YBX3/TNNI1/NEB/BGN/MAPK3/TMOD1/ACTN2/MAP2K4/MYOM1/MYOM2/LAMB2/MYL6/ACTB/RPL38/TNNC1/ACTA1/ACTN3/PPP3CA/SLC20A2/LMOD3/ITGA7/PRKG1/PLEC/NECTIN1/DHRS7B/SMYD1/TTN/PDLIM5/JPH2/MYOZ1/MYOZ2/FNDC3A,49,BP,yellow
GO:0050881,musculoskeletal movement,12/206,25/2075,0.48,4.834951456310679,6.403040963736141,1.0915881747581306e-6,6.11971620473777e-5,5.806243679552294e-5,SYNM/TCAP/TNNC2/MYH3/MYH7/MYH8/TNNT1/TNNI1/TNNT3/TNNI2/TNNC1/ACTN3,12,BP,yellow
GO:0007155,cell adhesion,35/206,161/2075,0.21739130434782608,2.1897425073870833,5.217089476856694,2.523937554540737e-6,1.3721042341957826e-4,1.3018204228683802e-4,ACTN4/COL1A1/COL3A1/VWF/KRT18/TPM1/LAMC1/COL6A1/COL6A2/COL6A3/ACTN1/NID1/LAMA2/FBN1/ACTN2/COL15A1/BCAM/LAMB2/ACTB/HSPG2/MYBPC1/PRKCQ/DPT/ACTN3/PPP3CA/MYBPH/ITGA7/PRKG1/NID2/MYBPC2/SSPN/NECTIN1/HSPH1/PDLIM5/FNDC3A,35,BP,yellow
GO:0007423,sensory organ development,15/206,41/2075,0.36585365853658536,3.685176414870945,5.763981968145858,3.333727007877963e-6,1.7087732148951616e-4,1.6212440817259146e-4,TCAP/COL4A1/VIM/THRB/FLT1/MAPK3/TMOD1/FBN1/MYOM1/MYOM2/LAMB2/RPL38/NECTIN1/CRYBG3/PFDN5,15,BP,yellow
GO:0048738,cardiac muscle tissue development,15/206,41/2075,0.36585365853658536,3.685176414870945,5.763981968145858,3.333727007877963e-6,1.7087732148951616e-4,1.6212440817259146e-4,TCAP/LMNA/MYL3/TPM1/MYH7/TNNI1/NEB/ACTN2/MAP2K4/TNNC1/PRKG1/PLEC/TTN/PDLIM5/JPH2,15,BP,yellow
GO:0072359,circulatory system development,34/206,157/2075,0.21656050955414013,2.181374064683693,5.110298782324903,3.950397138914012e-6,1.9686145742254827e-4,1.8677754893637303e-4,TCAP/COL1A1/COL3A1/COL4A1/LMNA/DCN/COL1A2/COL4A2/MYL3/TPM1/HMOX1/COL6A1/MYH7/FLT1/TNNI1/TYMP/NEB/MAPK3/GNA11/FBN1/ACTN2/COL15A1/MAP2K4/BCAM/TNNC1/HSPG2/PRKG1/PLEC/SMYD1/TTN/PDLIM5/JPH2/SYNPO2L/PDLIM7,34,BP,yellow
GO:0007507,heart development,23/206,86/2075,0.26744186046511625,2.69389252652969,5.325385132710168,4.317000066168168e-6,2.0931616537042411e-4,1.985942846939951e-4,TCAP/COL3A1/LMNA/MYL3/TPM1/COL6A1/MYH7/TNNI1/NEB/MAPK3/GNA11/FBN1/ACTN2/MAP2K4/TNNC1/PRKG1/PLEC/SMYD1/TTN/PDLIM5/JPH2/SYNPO2L/PDLIM7,23,BP,yellow
GO:0060538,skeletal muscle organ development,16/206,47/2075,0.3404255319148936,3.429043586035943,5.590924104929045,4.648824228634386e-6,2.1947343858342338e-4,2.0823126808038235e-4,SVIL/COL6A1/MYL6B/YBX3/DES/MYOM1/MYOM2/MYL6/ACTA1/ACTN3/PPP3CA/LMOD3/PLEC/SMYD1/MYOZ1/MYOZ2,16,BP,yellow
GO:0007519,skeletal muscle tissue development,15/206,43/2075,0.3488372093023256,3.513772860690901,5.528811008325062,6.638952163114169e-6,3.010072490169546e-4,2.855886414718158e-4,SVIL/COL6A1/MYL6B/YBX3/MYOM1/MYOM2/MYL6/ACTA1/ACTN3/PPP3CA/LMOD3/PLEC/SMYD1/MYOZ1/MYOZ2,15,BP,yellow
GO:0060415,muscle tissue morphogenesis,8/206,13/2075,0.6153846153846154,6.19865571321882,6.240964869694916,6.879206917332853e-6,3.010072490169546e-4,2.855886414718158e-4,TCAP/COL3A1/MYL3/TPM1/MYH7/TNNI1/TNNC1/TTN,8,BP,yellow
GO:0071711,basement membrane organization,8/206,13/2075,0.6153846153846154,6.19865571321882,6.240964869694916,6.879206917332853e-6,3.010072490169546e-4,2.855886414718158e-4,COL3A1/COL4A1/LAMC1/COL6A1/NID1/LAMA2/LAMB2/NID2,8,BP,yellow
GO:0009887,animal organ morphogenesis,21/206,77/2075,0.2727272727272727,2.7471315092674313,5.185690015005227,8.32482192044147e-6,3.555888220302857e-4,3.3737436203894384e-4,TCAP/COL1A1/COL3A1/DCN/COL1A2/MYL3/TPM1/THRB/COL6A1/MYH7/TNNI1/MAPK3/FBN1/RPL38/TNNC1/ACTA1/ACTN3/PPP3CA/NECTIN1/TTN/SYNPO2L,21,BP,yellow
GO:0030198,extracellular matrix organization,14/206,40/2075,0.35,3.525485436893204,5.353354370979073,1.3108099395924326e-5,5.225762292508498e-4,4.958081104844359e-4,COL1A1/COL3A1/COL4A1/COL1A2/COL4A2/LAMC1/COL6A1/NID1/LAMA2/COL4A5/COL15A1/LAMB2/DPT/NID2,14,BP,yellow
GO:0043062,extracellular structure organization,14/206,40/2075,0.35,3.525485436893204,5.353354370979073,1.3108099395924326e-5,5.225762292508498e-4,4.958081104844359e-4,COL1A1/COL3A1/COL4A1/COL1A2/COL4A2/LAMC1/COL6A1/NID1/LAMA2/COL4A5/COL15A1/LAMB2/DPT/NID2,14,BP,yellow
GO:0045229,external encapsulating structure organization,14/206,40/2075,0.35,3.525485436893204,5.353354370979073,1.3108099395924326e-5,5.225762292508498e-4,4.958081104844359e-4,COL1A1/COL3A1/COL4A1/COL1A2/COL4A2/LAMC1/COL6A1/NID1/LAMA2/COL4A5/COL15A1/LAMB2/DPT/NID2,14,BP,yellow
GO:0048644,muscle organ morphogenesis,8/206,14/2075,0.5714285714285714,5.755894590846046,5.926394776310057,1.469001805075522e-5,5.729107039794535e-4,5.435642834798899e-4,TCAP/COL3A1/MYL3/TPM1/MYH7/TNNI1/TNNC1/TTN,8,BP,yellow
