gene,logFC_Y,logFC_O,sig_int,sig_Y,sig_O,quadrant,concordant
PDLIM3,0.191294771032247,0.0449357099463725,0,0,0,Q1,TRUE
HSD17B12,0.129112869511818,0.09552624536758,0,0,0,Q1,TRUE
AGK,0.0890658187130953,0.311083832379456,0,0,0,Q1,TRUE
LACTB2,0.0695971756890401,-0.0051941416918595,0,0,0,Q2,FALSE
DCAF6,-0.0396300282108903,-0.127630608609802,0,0,0,Q3,TRUE
CAVIN4,0.0447849011892387,0.012936799127548,0,0,0,Q1,TRUE
FLG2,-0.175951030117293,0.224324618338134,0,0,0,Q4,FALSE
RABL3,0.0973184620919838,-0.0949706194751005,0,0,0,Q2,FALSE
COQ5,0.0158000058507426,-0.0720198802284564,0,0,0,Q2,FALSE
NOMO2,-0.266298317552458,0.0937885703059536,0,0,0,Q4,FALSE
PITRM1,-0.112752749072428,0.031268229873028,0,0,0,Q4,FALSE
WDR44,-0.078413627374772,0.0778789194923881,0,0,0,Q4,FALSE
COA6,-0.262075306967613,0.0111973109061587,0,0,0,Q4,FALSE
TOR1AIP1,-0.615193397942559,-0.210011611444596,0,-1,0,Q3,TRUE
GNAS,-0.491786766905971,-0.309224691133139,0,-1,0,Q3,TRUE
TTC38,0.237496401124083,0.0971687755107347,0,0,0,Q1,TRUE
C6orf136,-0.186928142652029,-0.552602026763374,0,0,0,Q3,TRUE
HP1BP3,0.00499876252347775,0.123964940679024,0,0,0,Q1,TRUE
IBA57,-0.188349912556419,-0.10420872291354,0,0,0,Q3,TRUE
UBR4,0.106731566641773,-0.0470040021982641,0,0,0,Q2,FALSE
DCAF8,0.0867552129567706,0.099124882374646,0,0,0,Q1,TRUE
DDI2,-0.362859732380102,0.142218629535972,0,0,0,Q4,FALSE
MICOS10,-0.306999571959338,0.161606067266259,0,0,0,Q4,FALSE
LYRM7,-0.205205365139804,-0.210915383996337,0,0,0,Q3,TRUE
OBSCN,0.324540815108712,0.0451533108784368,0,0,0,Q1,TRUE
MYOM3,-0.280680980559751,-0.0327257847879494,0,0,0,Q3,TRUE
PDE4DIP,0.262636845917655,0.242101061335511,0,0,0,Q1,TRUE
BROX,-0.300592786254125,0.00111081272016023,0,0,0,Q4,FALSE
LYPLAL1,-0.424845278203399,-0.0372436149607012,0,0,0,Q3,TRUE
SYPL2,-0.339114484150688,-0.293047246824216,0,0,0,Q3,TRUE
ECPAS,0.181688753368494,-0.0833173659797453,0,0,0,Q2,FALSE
MICOS13,0.0120521789223602,0.0909696846347998,0,0,0,Q1,TRUE
RNF123,-0.0295347670148018,-0.259084262722233,0,0,0,Q3,TRUE
TMEM198,0.142954302459536,-0.142725220117569,0,0,0,Q2,FALSE
CRYBG3,0.00350066038766528,-0.236661086179261,0,0,0,Q2,FALSE
NXN,0.0475687756601566,-0.0543330465729355,0,0,0,Q2,FALSE
PTRHD1,0.0334021236950335,0.0551852801999324,0,0,0,Q1,TRUE
ABLIM2,-0.495380296250834,-0.0882207153632333,0,0,0,Q3,TRUE
LAMTOR1,0.394486564745833,1.2990842289539e-4,0,0,0,Q1,TRUE
DHRS7B,0.0798396640331092,-0.126757331746408,0,0,0,Q2,FALSE
TWF2,-0.179724370673231,0.263961464571917,0,0,0,Q4,FALSE
ETFRF1,-0.294076726968441,-0.201564936601351,0,0,0,Q3,TRUE
RAB12,-0.0379842505250387,-0.129294730070143,0,0,0,Q3,TRUE
DENND5A,-0.327036372888287,-0.17597279838002,0,0,0,Q3,TRUE
RCSD1,-0.0223002034178705,-0.100720073613726,0,0,0,Q3,TRUE
SLC25A24,0.121354018329217,0.229670169454565,0,0,0,Q1,TRUE
HIBCH,0.152989869493879,0.178398084638875,0,0,0,Q1,TRUE
CAVIN1,0.158208311942754,-0.0291271583034245,0,0,0,Q2,FALSE
MRPL54,-0.235704452590237,0.0630932752948254,0,0,0,Q4,FALSE
LPCAT3,-0.235652786481808,-0.110633990430493,0,0,0,Q3,TRUE
TATDN1,0.0476927573764812,-0.109431152885847,0,0,0,Q2,FALSE
SFXN4,-0.381169311924452,0.169219218879597,0,0,0,Q4,FALSE
FAHD1,-0.136397222042959,-0.0525707743330592,0,0,0,Q3,TRUE
LMOD2,-0.501021983132556,0.156542519718908,0,0,0,Q4,FALSE
SLC27A1,0.0199214982765952,-0.352279242391511,0,0,0,Q2,FALSE
CCDC137,-1.6781588249157,-0.216380249465857,1,-1,0,Q3,TRUE
CORO6,0.330430166631317,0.17138735198477,0,0,0,Q1,TRUE
TMEM205,-0.122194703518009,-0.0993017852437532,0,0,0,Q3,TRUE
DHRS11,-0.595274633714368,0.179509659119272,1,0,0,Q4,FALSE
APOOL,-0.0795717961469826,-0.0862526086045179,0,0,0,Q3,TRUE
NAPRT,-0.391461733806157,0.0105576023236509,0,0,0,Q4,FALSE
HSDL2,-0.18602486663718,-0.0916946079192371,0,0,0,Q3,TRUE
KYAT3,-0.182656879291084,-0.129049224951977,0,0,0,Q3,TRUE
TRIM72,0.0920644316800541,0.0700392115469768,0,0,0,Q1,TRUE
UBN2,-1.0030786450533,0.234694208481706,1,-1,0,Q4,FALSE
TOM1L2,0.0193266811850847,-0.156807361952254,0,0,0,Q2,FALSE
XIRP1,-0.871654284906789,0.433615827414272,1,-1,0,Q4,FALSE
VPS13C,0.148738319155907,0.0138226529852297,0,0,0,Q1,TRUE
UBE2R2,0.0973096929253146,0.00143333270047208,0,0,0,Q1,TRUE
SND1,-0.116017873236938,0.276442264082366,0,0,0,Q4,FALSE
TRMT10C,0.0606462028568018,0.0196123406346516,0,0,0,Q1,TRUE
BZW1,0.0119128213239819,0.0381842066063101,0,0,0,Q1,TRUE
EIF3M,-0.0566268591202643,0.0547677390631947,0,0,0,Q4,FALSE
COPS6,0.0349024974510108,-0.0352075760445416,0,0,0,Q2,FALSE
CHMP1B,-0.0187856187871525,-0.0824774722776276,0,0,0,Q3,TRUE
ERMP1,-0.413790608442284,-0.0691482111864854,0,0,0,Q3,TRUE
MRPL21,0.130322393492118,-0.297115768211192,0,0,0,Q2,FALSE
DGLUCY,-0.249819326680992,-0.0327576964080869,0,0,0,Q3,TRUE
MYH14,0.192854358795969,-0.00288317138338101,0,0,0,Q2,FALSE
SZRD1,-0.21008041629257,-0.0478774786220342,0,0,0,Q3,TRUE
MAVS,0.169105224586144,-0.162729792297178,0,0,0,Q2,FALSE
COMMD6,0.665701247668721,-0.00452971853388107,0,0,0,Q2,FALSE
HDDC2,0.208163958821043,-0.108769230150841,0,0,0,Q2,FALSE
HDGFL2,-0.118553195774215,-0.0852821710370826,0,0,0,Q3,TRUE
DCXR,-0.108456086691561,-0.138341720472496,0,0,0,Q3,TRUE
SPRED2,-0.0261389402112862,0.0212598072354169,0,0,0,Q4,FALSE
HUWE1,0.335907015171301,0.215284034927077,0,0,0,Q1,TRUE
GLRX5,-0.271870401874864,-0.151457471612417,0,0,0,Q3,TRUE
MYPN,-0.0198700767924898,0.0732987192011478,0,0,0,Q4,FALSE
SRL,-0.0137934124321788,-0.0443419154399649,0,0,0,Q3,TRUE
PRUNE1,0.385013992500348,-0.355441306697163,0,0,0,Q2,FALSE
ACOT1,-0.573185003602344,0.0919653745004965,0,0,0,Q4,FALSE
ISCA2,-0.128934307718442,-0.00840923342352795,0,0,0,Q3,TRUE
MTDH,0.286609980654049,0.068949504305369,0,0,0,Q1,TRUE
KTN1,0.282646886912723,-0.0551066745665025,0,0,0,Q2,FALSE
NLRX1,-0.0550546022510652,-0.163992174120427,0,0,0,Q3,TRUE
ALYREF,-0.0432165886351612,-0.0104345689997203,0,0,0,Q3,TRUE
MDP1,-0.00409811618996159,-0.110744412606419,0,0,0,Q3,TRUE
SLC25A42,-0.358725029046628,-0.756504581517451,0,0,-1,Q3,TRUE
NRAP,0.334899221905729,0.33310673180663,0,0,0,Q1,TRUE
VPS36,-0.326469973919064,-0.298198173049212,0,0,0,Q3,TRUE
CAND1,0.0998967933966632,1.20057755026437e-5,0,0,0,Q1,TRUE
COMMD7,0.299174805153761,0.218904176309431,0,0,0,Q1,TRUE
LDHD,0.0130572861356235,-0.11145457070721,0,0,0,Q2,FALSE
CARM1,0.0457969888810403,0.408661984256469,0,0,0,Q1,TRUE
NIT1,-0.0167506896038709,-0.0824927393514159,0,0,0,Q3,TRUE
NDUFA11,-0.0808948853263516,-0.222059864989482,0,0,0,Q3,TRUE
ECHDC2,-0.329027136349527,-0.235543787103666,0,0,0,Q3,TRUE
PHYKPL,0.398431091221845,-0.169670772180893,0,0,0,Q2,FALSE
MUSTN1,-0.0291581559348195,0.772157209199868,0,0,1,Q4,FALSE
NAXD,-0.181907231046999,-0.153999347737081,0,0,0,Q3,TRUE
MFN1,-0.405222902302182,-0.100806974049519,0,0,0,Q3,TRUE
SLC44A2,-0.0916229821793024,-0.0311163091385112,0,0,0,Q3,TRUE
HSCB,-0.0405437342876205,0.110305075793512,0,0,0,Q4,FALSE
ADHFE1,-0.0837647697226238,-0.0689881841230537,0,0,0,Q3,TRUE
UNC45B,0.25133937278104,0.208396647090531,0,0,0,Q1,TRUE
MSRB3,-1.20834874717927,-0.0131389668097697,1,-1,0,Q3,TRUE
KLHDC8B,0.269852406797153,0.0332100858868714,0,0,0,Q1,TRUE
SUPV3L1,-0.219017666265527,0.00768480674168615,0,0,0,Q4,FALSE
THNSL1,0.252339721280531,-0.0144851060416915,0,0,0,Q2,FALSE
PM20D2,0.100865113415459,0.0445490963861843,0,0,0,Q1,TRUE
MICU2,-0.548996782579387,-0.0824284495825225,0,-1,0,Q3,TRUE
ELMOD2,-0.373480668263232,-0.10304705863491,0,0,0,Q3,TRUE
ALDH16A1,-0.260415859264569,0.054385008581999,0,0,0,Q4,FALSE
FAM185A,-0.872219031618943,-0.323045039862901,0,-1,0,Q3,TRUE
ADSS1,-0.0912256737820982,0.0207941125586721,0,0,0,Q4,FALSE
NDUFAF2,-0.238861133939086,-0.00312895572068683,0,0,0,Q3,TRUE
LRRC47,-0.030863084747395,-0.0442064288944337,0,0,0,Q3,TRUE
GPD1L,-0.0726398634863195,-0.144604503074071,0,0,0,Q3,TRUE
EHBP1L1,0.342436205800645,0.1051066343115,0,0,0,Q1,TRUE
CMYA5,-0.0516359581079087,-0.134914421930823,0,0,0,Q3,TRUE
TXLNB,0.0696850783525171,-0.0989727604504758,0,0,0,Q2,FALSE
SYNPO,-0.31879256450803,-0.151277280404518,0,0,0,Q3,TRUE
TOMM5,-0.141934472547792,0.0173753654052682,0,0,0,Q4,FALSE
CHCHD4,0.210568150712593,0.124683131393454,0,0,0,Q1,TRUE
CBR4,0.0117478771306665,-0.0254368703944117,0,0,0,Q2,FALSE
MMGT1,0.23038465944515,-0.0669530392956013,0,0,0,Q2,FALSE
SMIM20,-0.158649656265037,-0.0138574752196092,0,0,0,Q3,TRUE
CISD2,0.101659636628941,0.0559086761535745,0,0,0,Q1,TRUE
ATPAF2,-0.345978500602044,-0.323807641887626,0,0,0,Q3,TRUE
JAGN1,-0.135656415242824,-0.152486648910408,0,0,0,Q3,TRUE
MRPL50,0.0211674367197006,0.00905584293832007,0,0,0,Q1,TRUE
EMC1,-0.0828363719765086,0.11993778747151,0,0,0,Q4,FALSE
PTGR2,-0.333394886356768,-0.144385043812377,0,0,0,Q3,TRUE
SMYD1,-0.176743576619199,0.0412804751891223,0,0,0,Q4,FALSE
NHLRC2,0.279611884974045,-0.0223288173906546,0,0,0,Q2,FALSE
RDH13,0.090965478775864,0.223071727535061,0,0,0,Q1,TRUE
TXNDC5,0.309500495665471,0.257052694611353,0,0,0,Q1,TRUE
ATAD1,-0.0234061226955866,0.110133980851113,0,0,0,Q4,FALSE
SCCPDH,0.0247155627563167,0.104233036649106,0,0,0,Q1,TRUE
SERBP1,-0.199150515692022,0.0273851788626409,0,0,0,Q4,FALSE
FAM98A,0.338560270203772,0.0574637141071008,0,0,0,Q1,TRUE
PDPR,-0.285659419201966,0.0920023989468497,0,0,0,Q4,FALSE
NAXE,-0.00251660703120393,-0.069478859794323,0,0,0,Q3,TRUE
NPEPL1,0.121657321556057,0.154654876634442,0,0,0,Q1,TRUE
ADPRHL1,0.139190145731174,-0.0434158099293001,0,0,0,Q2,FALSE
CHDH,-0.45764147105556,0.392725414193023,1,0,0,Q4,FALSE
ABCF1,0.0161528156373052,0.02142023125365,0,0,0,Q1,TRUE
MCU,-0.314451262341858,-0.0867222384556605,0,0,0,Q3,TRUE
ABHD11,0.132884451780065,0.0801722227278319,0,0,0,Q1,TRUE
ATL2,-0.240028877636536,-0.461202532961014,0,0,0,Q3,TRUE
PPTC7,-0.109156672105481,0.0695066932020119,0,0,0,Q4,FALSE
COQ8A,-0.129596116916041,-0.0797268133376825,0,0,0,Q3,TRUE
NPLOC4,0.0682783448066431,-0.00399860734739121,0,0,0,Q2,FALSE
SPATA20,-0.492516103895298,0.227080999089921,0,0,0,Q4,FALSE
NUBPL,-0.287157521888936,0.198238398650759,0,0,0,Q4,FALSE
DEPTOR,-0.0688823299185266,0.0443512071981722,0,0,0,Q4,FALSE
RDH11,0.278742279454921,0.123350282961894,0,0,0,Q1,TRUE
LRRC20,-0.326802387112359,-0.146506057908134,0,0,0,Q3,TRUE
NT5C,-0.236908185242115,-0.0668656161970276,0,0,0,Q3,TRUE
PNPT1,0.0945212857361959,-0.101399196710176,0,0,0,Q2,FALSE
SPPL2A,-0.0949032133347814,-0.0744961280576213,0,0,0,Q3,TRUE
PREX1,-0.583109757965765,0.444847131028828,1,0,0,Q4,FALSE
NEK9,0.492799063573141,-0.0124453214510076,0,0,0,Q2,FALSE
GPT2,1.871984302308,-0.591984920739108,-1,1,0,Q2,FALSE
MYOZ3,-0.0829923283742282,0.368574789693497,0,0,0,Q4,FALSE
NEK7,-0.0920998513073599,0.0077085936305572,0,0,0,Q4,FALSE
DTD1,0.0836286091608613,-2.0101982536147e-4,0,0,0,Q2,FALSE
UTP15,-0.724761118120401,0.113055347277484,0,-1,0,Q4,FALSE
SETD7,0.133630588396937,0.0347642573501155,0,0,0,Q1,TRUE
NUP133,-0.0681950508441709,-0.0141151465361098,0,0,0,Q3,TRUE
PDCD6IP,0.0612097940796303,0.00516957619976921,0,0,0,Q1,TRUE
THEM6,-0.0808029552088243,-0.118872233766396,0,0,0,Q3,TRUE
SMIM4,0.0893719073353942,0.0260679154580217,0,0,0,Q1,TRUE
NUDCD2,0.0777197514815313,-0.0410350470486165,0,0,0,Q2,FALSE
SCFD1,0.113286660047191,-0.027655801427219,0,0,0,Q2,FALSE
PCNP,-0.120333966507228,0.0306600089386713,0,0,0,Q4,FALSE
DNAJA4,0.40796048405478,0.305223423172816,0,0,0,Q1,TRUE
SPRYD4,0.206878001848494,-0.0129750289671158,0,0,0,Q2,FALSE
RTN4IP1,0.258518239763131,-0.0267279902168021,0,0,0,Q2,FALSE
PALLD,0.0488297416144086,0.0232261601488837,0,0,0,Q1,TRUE
SYNE2,-0.355759599507575,-0.429955615164307,0,0,0,Q3,TRUE
THAP4,0.148023309558976,0.0950387561505721,0,0,0,Q1,TRUE
IFT81,-1.29685913282656,-0.0872742349153555,1,-1,0,Q3,TRUE
TTN,-0.158604036728097,0.0184665370426202,0,0,0,Q4,FALSE
DDX1,0.286271473526433,0.0736642981024609,0,0,0,Q1,TRUE
HSD17B8,0.0573402498310784,-0.0213361348070897,0,0,0,Q2,FALSE
CPT1B,-0.263515147366046,-0.237638921713142,0,0,0,Q3,TRUE
PSMF1,0.164081211580175,0.00370169475995752,0,0,0,Q1,TRUE
UBXN4,0.0686588499661607,0.106625073091063,0,0,0,Q1,TRUE
MYO18A,0.211569501713065,0.0676496704136227,0,0,0,Q1,TRUE
GCN1,0.292517613071965,0.119874891571602,0,0,0,Q1,TRUE
SGCD,-0.168242391797353,-0.207832982100371,0,0,0,Q3,TRUE
AKAP1,-0.180413544794998,-0.116357715411457,0,0,0,Q3,TRUE
RABGGTA,-0.0705454388028386,0.159357803302001,0,0,0,Q4,FALSE
TFG,0.195241967465922,0.0775107134776754,0,0,0,Q1,TRUE
ARPC1A,0.0434033415676751,-0.153080215472087,0,0,0,Q2,FALSE
P3H4,-0.421597319937099,0.186630101106726,0,0,0,Q4,FALSE
DDX17,-0.0158177932013679,-0.0646813250461236,0,0,0,Q3,TRUE
CELF1,-0.299755989195312,0.0687312886822298,0,0,0,Q4,FALSE
UFD1,0.136410652066967,0.174204335035817,0,0,0,Q1,TRUE
RPL3L,0.0885669119331567,0.158772622148089,0,0,0,Q1,TRUE
COPS5,0.0261727126305793,-0.0758407116824138,0,0,0,Q2,FALSE
KHSRP,-0.134923098150644,-0.10836314417574,0,0,0,Q3,TRUE
GCDH,0.0209273440417235,-0.0665499842804032,0,0,0,Q2,FALSE
TNPO1,0.186115922644234,0.13172536108975,0,0,0,Q1,TRUE
USP13,-0.0979229680957339,-0.0786231678835705,0,0,0,Q3,TRUE
USP9X,0.417295357354636,0.119807644306032,0,1,0,Q1,TRUE
CUL5,-0.0850917108941616,-0.076835741786919,0,0,0,Q3,TRUE
LPP,-0.0465715904136559,-0.0850490220625417,0,0,0,Q3,TRUE
ATP2A3,0.0548160849203363,0.0585589740359964,0,0,0,Q1,TRUE
PHKB,0.130602323291143,0.226250239676034,0,0,0,Q1,TRUE
UBE2F,0.226511329869293,-0.25795967980843,0,0,0,Q2,FALSE
RPL36AL,0.148627772209483,0.250118517756082,0,0,0,Q1,TRUE
WBP2,-0.382097826195448,-0.0342164828427549,0,-1,0,Q3,TRUE
ERGIC1,0.125219716090339,0.408506316123415,0,0,0,Q1,TRUE
MTARC2,-0.0259582839724892,0.0458482529584181,0,0,0,Q4,FALSE
FAM162A,0.0460058473413412,0.00800314960694948,0,0,0,Q1,TRUE
CCDC47,-0.192751318548105,0.107693817753805,0,0,0,Q4,FALSE
TMEM230,0.0128871981061103,0.0117659456937105,0,0,0,Q1,TRUE
ISOC2,0.118246328715767,-0.047579601457933,0,0,0,Q2,FALSE
FERMT2,0.0123631951576826,-0.0550407743567938,0,0,0,Q2,FALSE
FUBP1,-0.126585135298221,-0.105421778691472,0,0,0,Q3,TRUE
SLC25A46,0.881174629473477,-0.0505299969872794,-1,1,0,Q2,FALSE
TMEM143,-0.510655835841302,0.053594625035533,0,-1,0,Q4,FALSE
PBXIP1,0.0589870790047016,-0.0258424501871062,0,0,0,Q2,FALSE
PTER,0.652833233764577,0.0409777188780627,0,0,0,Q1,TRUE
ZBTB9,-0.16642577852998,-0.052952384270327,0,0,0,Q3,TRUE
FAM136A,-0.0380533087644359,0.132000977612087,0,0,0,Q4,FALSE
FGGY,-0.33038883808344,0.0440202537403991,0,0,0,Q4,FALSE
GALM,-0.091114767746209,0.0199947213692653,0,0,0,Q4,FALSE
DCPS,-0.188533389483458,-0.140855690644205,0,0,0,Q3,TRUE
PPP1R14B,0.401007743390476,0.287449382655581,0,0,0,Q1,TRUE
ACSF2,-0.287985175566376,-0.181184035708498,0,0,0,Q3,TRUE
ISOC1,-0.49124583648651,-0.0373576858622187,0,0,0,Q3,TRUE
CCDC124,0.235981606617315,0.112168494816864,0,0,0,Q1,TRUE
OPTN,0.028914046558544,-0.130627021553135,0,0,0,Q2,FALSE
AP2M1,0.302578585421625,0.0813794293525874,0,0,0,Q1,TRUE
KCTD12,-0.641981980379871,0.18281652686612,0,0,0,Q4,FALSE
RMDN1,-0.00690678301162251,0.0863432842744842,0,0,0,Q4,FALSE
ECHDC3,-0.233492491418016,-0.350189816662766,0,0,0,Q3,TRUE
NUDT16,-0.363428994838387,-0.134615954107566,0,0,0,Q3,TRUE
CMBL,-0.162345627949264,-0.20650546244773,0,0,0,Q3,TRUE
MSI2,0.00178425302778251,0.0416238879850468,0,0,0,Q1,TRUE
MRPL38,-0.193658357768811,0.123158406456977,0,0,0,Q4,FALSE
MRRF,-0.466046216778143,-0.00183207206652725,0,0,0,Q3,TRUE
MRPL53,-0.348395028338484,0.114518473623988,0,0,0,Q4,FALSE
DAZAP1,-0.598344157036671,0.357633303875648,0,0,0,Q4,FALSE
DNAJA3,-0.302581107175097,-0.115450404990707,0,0,0,Q3,TRUE
PTCD3,0.190396792780501,0.239306012866155,0,0,0,Q1,TRUE
MMAB,-0.0479083369043458,-0.284226205844654,0,0,0,Q3,TRUE
DYNLL2,-0.201662525221568,-0.0286572143659072,0,0,0,Q3,TRUE
S100A16,0.346287228997603,0.444655476341662,0,0,0,Q1,TRUE
SCRN2,-0.105554011708765,0.00887419334522832,0,0,0,Q4,FALSE
OTUB1,-0.0455847588377019,-0.122434158771537,0,0,0,Q3,TRUE
CHMP6,0.0779834074233019,0.0297363033754987,0,0,0,Q1,TRUE
PDXP,0.16538232934268,-0.117612045485046,0,0,0,Q2,FALSE
DCUN1D1,0.0752730842033884,0.116412874254614,0,0,0,Q1,TRUE
FAHD2A,0.00779399367140243,-0.0516139861158535,0,0,0,Q2,FALSE
SNF8,0.0955916537899242,0.0684879127100189,0,0,0,Q1,TRUE
PDLIM5,-0.102300484435375,-0.252099488365069,0,0,0,Q3,TRUE
CRELD1,-0.193459700849061,0.412704049107443,0,0,0,Q4,FALSE
ERO1A,0.173500163749772,0.174994884434636,0,0,0,Q1,TRUE
AHCYL2,0.179506577357031,0.0537751446398005,0,0,0,Q1,TRUE
PGAM5,0.157422374327158,-0.177013450860844,0,0,0,Q2,FALSE
DDRGK1,0.104431482699937,0.110242752231336,0,0,0,Q1,TRUE
PYURF,-0.344150430030048,0.13955673638468,0,0,0,Q4,FALSE
SUCLG2,-0.168226627244344,-0.0964581865702527,0,0,0,Q3,TRUE
ABHD14B,-0.116270443253185,-0.0815069355051605,0,0,0,Q3,TRUE
NGLY1,0.172306732498562,0.280587653578991,0,0,0,Q1,TRUE
TMX3,-0.223906831871215,0.154966161742902,0,0,0,Q4,FALSE
BTF3L4,0.123052842222648,-0.0218555800455178,0,0,0,Q2,FALSE
USP47,0.00149795397367924,-0.172621937036528,0,0,0,Q2,FALSE
CNDP2,0.149458457090361,-0.0370737160174173,0,0,0,Q2,FALSE
ALPK3,0.053609643459577,0.172277532782854,0,0,0,Q1,TRUE
STAC3,-0.0846140861587195,0.162429689470276,0,0,0,Q4,FALSE
COQ10A,-0.298301113042434,0.120561386431028,0,0,0,Q4,FALSE
JSRP1,0.0898626281375705,0.0215910024584467,0,0,0,Q1,TRUE
MCEE,0.16342048655827,-0.131560999534873,0,0,0,Q2,FALSE
QKI,0.0307381583977211,0.243938016298571,0,0,0,Q1,TRUE
PLIN4,-0.320245880384434,-0.287603808633712,0,0,0,Q3,TRUE
VPS35,0.0714384273101665,0.0310337021843701,0,0,0,Q1,TRUE
PURB,0.147952357680971,-0.0597350330919504,0,0,0,Q2,FALSE
BBS4,-0.083526806245029,-0.156558558201755,0,0,0,Q3,TRUE
VPS13A,-0.32967400379486,-0.120951088352694,0,0,0,Q3,TRUE
GFM1,-0.316870247838409,-0.228188128637122,0,0,0,Q3,TRUE
MCCC1,-0.135509647019163,-0.137434077056064,0,0,0,Q3,TRUE
METTL26,-0.0953939561711863,0.00584683503488748,0,0,0,Q4,FALSE
CLCC1,-0.115960617566994,-0.0795881154238849,0,0,0,Q3,TRUE
PEBP4,-0.60641320879688,-0.440342486974746,0,-1,0,Q3,TRUE
PLEKHF1,-0.805093522270464,0.0467534369295457,1,-1,0,Q4,FALSE
MYCBP,-0.208855784226504,0.0908358952076203,0,0,0,Q4,FALSE
TBCB,0.263089365763136,0.0214275203589267,0,0,0,Q1,TRUE
PSMB7,0.113643118305379,0.0285298443498938,0,0,0,Q1,TRUE
PCYT2,-0.0951197742506409,-0.479899882359703,0,0,-1,Q3,TRUE
PSMD1,0.153048599834133,0.0180606071655021,0,0,0,Q1,TRUE
PFDN5,-0.247304571675212,-0.154346374630595,0,0,0,Q3,TRUE
PAFAH2,-0.0176277505784164,-0.114157563403108,0,0,0,Q3,TRUE
PARK7,-0.00948518664996811,-0.0967181683289091,0,0,0,Q3,TRUE
VAT1,0.237400325986595,0.0763585057157208,0,0,0,Q1,TRUE
PLIN2,0.163708021589954,-0.425437886270057,0,0,0,Q2,FALSE
S100A13,1.20920426075319,0.661422389481181,0,1,1,Q1,TRUE
TSNAX,-0.08862726559612,-0.233163610348115,0,0,0,Q3,TRUE
EIF3C,0.164279364546701,0.163242216949218,0,0,0,Q1,TRUE
PHB2,-0.0569833984702157,0.0510599654707562,0,0,0,Q4,FALSE
COPS8,-0.0317383934703095,-0.028913194037397,0,0,0,Q3,TRUE
SDHC,0.111869036266288,-0.153474163162823,0,0,0,Q2,FALSE
CHP1,-0.15530533092608,-0.0500598321942292,0,0,0,Q3,TRUE
HSD17B10,0.0428192196677948,-0.0119080885744509,0,0,0,Q2,FALSE
NAP1L4,0.0045346195742404,-0.0238708468515618,0,0,0,Q2,FALSE
MGST2,0.114641224849105,0.0961518786657187,0,0,0,Q1,TRUE
TXN2,-0.0713521111629305,0.112398650033587,0,0,0,Q4,FALSE
DMAC2L,-0.0132987591847602,-0.29764018152143,0,0,0,Q3,TRUE
ACO2,0.031293972954451,-0.0219933687292659,0,0,0,Q2,FALSE
COQ7,-0.108228064435593,-0.124649539928427,0,0,0,Q3,TRUE
SLC29A1,0.0103471419991337,-0.182892648566607,0,0,0,Q2,FALSE
TSG101,0.209837593047883,-0.196814533109947,0,0,0,Q2,FALSE
CPNE1,-0.276284353278136,-0.262367610303826,0,0,0,Q3,TRUE
CCT7,0.230359325258998,0.0921853782886259,0,0,0,Q1,TRUE
PRMT1,0.123141179742134,-0.0969211494280913,0,0,0,Q2,FALSE
NIPSNAP1,-0.37307987783532,-0.225256218499364,0,0,0,Q3,TRUE
ARPC5L,-0.109578028795429,0.214068754256203,0,0,0,Q4,FALSE
MICU1,-0.00377670277371323,-0.0824207914364408,0,0,0,Q3,TRUE
MACROD1,-0.207032205244818,-0.0993364243235355,0,0,0,Q3,TRUE
WDR77,0.0409176685836563,-0.175957593556692,0,0,0,Q2,FALSE
APOL2,0.345839338301598,0.239025647585876,0,0,0,Q1,TRUE
FYCO1,0.229974346745408,-0.00642909240643874,0,0,0,Q2,FALSE
JPH2,-0.336102710802898,-0.0918384203941507,0,0,0,Q3,TRUE
CORO1B,-0.131526080494561,0.32559743743802,0,0,0,Q4,FALSE
TXNDC17,0.0698110089168438,0.14491075189034,0,0,0,Q1,TRUE
PLCD4,0.0198079663398083,0.0190801256265338,0,0,0,Q1,TRUE
CPPED1,0.283072625048238,0.056715277008184,0,0,0,Q1,TRUE
VPS25,0.0287275443542434,-0.0917897089303672,0,0,0,Q2,FALSE
MIEN1,-0.101880572232385,0.317111272872026,0,0,0,Q4,FALSE
PELO,0.0462903431034789,0.143038785485267,0,0,0,Q1,TRUE
PRXL2A,-0.167380956650025,-0.186753043381426,0,0,0,Q3,TRUE
ERP44,0.0833351204295063,-0.359970573814245,0,0,0,Q2,FALSE
NIPSNAP3B,-0.0122801531127585,-0.093959390333513,0,0,0,Q3,TRUE
NTPCR,0.258353163127012,-0.0593148635033671,0,0,0,Q2,FALSE
AGMAT,0.149836648976308,0.0333380689323803,0,0,0,Q1,TRUE
TACO1,-0.315998358148917,-0.0473618652115597,0,0,0,Q3,TRUE
ESYT1,-0.00430308797621848,-0.132924266742993,0,0,0,Q3,TRUE
UBAC1,0.030589423333673,0.095650698068745,0,0,0,Q1,TRUE
COPS4,-0.00260603449521568,-0.034086298946189,0,0,0,Q3,TRUE
DCTN5,0.546672193950812,-0.13709606764291,-1,1,0,Q2,FALSE
AARSD1,-0.0584089268452814,-0.0409691505555685,0,0,0,Q3,TRUE
TMEM43,0.345675538132774,0.200830475212829,0,0,0,Q1,TRUE
DHRS4,0.115322599611627,0.34954875338747,0,0,0,Q1,TRUE
TMEM70,0.107876534561022,0.229649248819864,0,0,0,Q1,TRUE
