gene,logFC_Y,logFC_O,sig_int,sig_Y,sig_O,quadrant,concordant
TUBB6,0.613028248614661,0.237477855605551,0,1,0,Q1,TRUE
CHCHD7,-0.229467053388376,-0.0176915117758973,0,0,0,Q3,TRUE
APOO,-0.138844215241306,-0.00793507805790128,0,0,0,Q3,TRUE
MRI1,-0.141765921779273,0.0847655618720857,0,0,0,Q4,FALSE
ABHD6,0.0362173534108017,-0.0360895317537846,0,0,0,Q2,FALSE
ADI1,0.117573684707146,0.0646798191633486,0,0,0,Q1,TRUE
MECR,-0.0426520252146148,-0.0610944410554062,0,0,0,Q3,TRUE
NTMT1,-0.0840051121396073,0.228825531705702,0,0,0,Q4,FALSE
TMEM109,-0.15389503298832,-0.184855713924527,0,0,0,Q3,TRUE
TMED9,0.254803251467806,0.0396599537342688,0,0,0,Q1,TRUE
TIMM21,-0.0872943795348604,0.0863409078543711,0,0,0,Q4,FALSE
TPPP3,0.296950647715342,0.0704539429995918,0,0,0,Q1,TRUE
NUDT9,-0.0655015122889466,-0.0643814131423817,0,0,0,Q3,TRUE
FUNDC2,-0.035878022424157,-0.201893801399361,0,0,0,Q3,TRUE
SORBS1,-0.80625247458871,-0.299578436060731,0,-1,0,Q3,TRUE
HINT2,-0.216490549519655,-0.169635492803533,0,0,0,Q3,TRUE
OSBPL11,0.135816488639728,0.17872656336777001,0,0,0,Q1,TRUE
NT5C1A,0.171418587662551,0.261328734406373,0,0,0,Q1,TRUE
TMEM120A,-0.340268393358267,-0.164468017589561,0,0,0,Q3,TRUE
NAA15,0.161194237501491,0.011185915372792,0,0,0,Q1,TRUE
BCL2L13,-0.0246589813949925,-0.0213006504652995,0,0,0,Q3,TRUE
AP1M1,0.453076840496223,0.0139738720032447,0,0,0,Q1,TRUE
OSBPL1A,-0.0353482530602385,0.107575661410067,0,0,0,Q4,FALSE
HDHD5,-0.0633979818154486,0.111582263689943,0,0,0,Q4,FALSE
EIF2A,0.035280670997011,0.0129748101792906,0,0,0,Q1,TRUE
MRPL13,-0.148092769048862,0.153754982631639,0,0,0,Q4,FALSE
MRPL9,-0.177891332239593,0.313832265305276,0,0,0,Q4,FALSE
MRPL4,0.128520227701685,0.181782055728206,0,0,0,Q1,TRUE
MRPL1,0.0475854453135511,0.12793700740762,0,0,0,Q1,TRUE
NLN,0.290936494411813,0.19670701419491,0,0,0,Q1,TRUE
TRIM54,-0.198405636101878,0.0862163963748586,0,0,0,Q4,FALSE
BCO2,0.215735166617986,-0.383696156992176,0,0,0,Q2,FALSE
MRPL37,-0.361272433292445,0.0426278937776985,0,0,0,Q4,FALSE
ASPSCR1,-0.203018884944129,-0.205231018149078,0,0,0,Q3,TRUE
UBL5,-0.250160129523277,-0.0157588864901825,0,0,0,Q3,TRUE
NIBAN1,-0.442092419985883,-0.112256422966286,0,0,0,Q3,TRUE
UBXN6,0.00628320678768901,0.107910603770421,0,0,0,Q1,TRUE
LNPK,0.084488654367874,-0.0315038524933549,0,0,0,Q2,FALSE
PITHD1,-0.0759235231895694,-0.099569325114448,0,0,0,Q3,TRUE
SLIRP,0.106771912127694,0.0846187876991742,0,0,0,Q1,TRUE
NIF3L1,-0.260068586370657,-0.113866900705677,0,0,0,Q3,TRUE
EGLN1,0.0573867328141588,0.035210189052664403,0,0,0,Q1,TRUE
ANKRD2,0.539179902973036,0.327900746457278,0,0,0,Q1,TRUE
NAA50,0.201955042567857,0.0055319580665163,0,0,0,Q1,TRUE
TMEM126A,-0.117836799917512,-0.113233644040488,0,0,0,Q3,TRUE
PAIP1,-0.0900703639569507,0.0371815760909264,0,0,0,Q4,FALSE
CLPB,0.109244228192175,0.0645918561703134,0,0,0,Q1,TRUE
TOLLIP,-0.0417000306981947,-0.0665148988076076,0,0,0,Q3,TRUE
PCBD2,-0.195326704495873,-0.16781180213308,0,0,0,Q3,TRUE
NT5C3A,-0.0312071212951892,-0.104205895203339,0,0,0,Q3,TRUE
HDHD2,-0.143753450850589,-0.0467468866296272,0,0,0,Q3,TRUE
RAB1B,0.159917658421083,-0.095192149708609,0,0,0,Q2,FALSE
C11orf54,-0.211596567720346,-0.266090561999999,0,0,0,Q3,TRUE
NUCKS1,-0.13053536295028,-0.117843260320093,0,0,0,Q3,TRUE
TMX4,-0.0894557378705123,-0.115781910886298,0,0,0,Q3,TRUE
MYLK2,-0.418195623792688,-0.551359868116908,0,0,0,Q3,TRUE
EHD4,-0.189020034142295,0.12617281554137,0,0,0,Q4,FALSE
SH3BGRL3,-0.0166793892766073,0.234783558511122,0,0,0,Q4,FALSE
SLK,0.227074399815749,0.195318128645855,0,0,0,Q1,TRUE
PPIL3,0.142356817523886,-0.0269497676541874,0,0,0,Q2,FALSE
LRMDA,0.0941837929506804,0.00684133538869602,0,0,0,Q1,TRUE
TNMD,-0.0450242584749461,-0.169061271314799,0,0,0,Q3,TRUE
PPA2,-0.017942956721221,-0.025977581458573,0,0,0,Q3,TRUE
MRPL46,-0.167201769558304,0.0720528523433757,0,0,0,Q4,FALSE
TMEM245,0.0916440158609184,-0.0744656057909943,0,0,0,Q2,FALSE
C11orf68,0.0153863522950601,0.0215414867248107,0,0,0,Q1,TRUE
GHITM,-0.0608548907106687,0.0828071575481601,0,0,0,Q4,FALSE
BOLA2,0.392704858419254,0.157711115426025,0,0,0,Q1,TRUE
TMX1,0.0899782924224297,-0.00592722278746649,0,0,0,Q2,FALSE
CHMP4B,0.138060653962249,0.0728324177176418,0,0,0,Q1,TRUE
RBKS,-0.23454544985886,-0.281355962575958,0,0,0,Q3,TRUE
FN3K,-0.144023572002112,-0.00995105509918659,0,0,0,Q3,TRUE
TOR1AIP2,0.0501902079153016,0.100466078531758,0,0,0,Q1,TRUE
RNPEP,-0.257537062214887,-0.223033618375194,0,0,0,Q3,TRUE
GLIPR2,0.448913571279714,0.607388532265103,0,0,1,Q1,TRUE
EHD1,-0.0301651291140743,-0.0481590566832146,0,0,0,Q3,TRUE
TMEM38A,-0.127903936004948,-0.125991495808162,0,0,0,Q3,TRUE
OPA3,-0.0313784841405891,-0.0860015375224812,0,0,0,Q3,TRUE
DCTPP1,-0.161352958953589,-0.0647601638947357,0,0,0,Q3,TRUE
AAMDC,-0.350172113725005,-0.275460965845184,0,0,0,Q3,TRUE
PTGES2,0.00958148178310836,0.0626448753720865,0,0,0,Q1,TRUE
UBE2Z,0.135799010025355,-0.0630744970876833,0,0,0,Q2,FALSE
ACAD9,-0.155633160848115,0.0041552943655141,0,0,0,Q4,FALSE
METTL7A,-0.228228450399115,-0.347071091870742,0,0,0,Q3,TRUE
COQ10B,-0.167210130557049,-0.139967000334313,0,0,0,Q3,TRUE
MOB1A,-0.0405773798620608,-0.0253207501802173,0,0,0,Q3,TRUE
GORASP2,-0.048732381304756,-0.0607946991350978,0,0,0,Q3,TRUE
JPT2,0.903333811600396,0.414117110663422,0,1,0,Q1,TRUE
SYNPO2L,-0.520915011300133,0.0886707941369203,0,0,0,Q4,FALSE
ARMT1,-0.128799155027036,-0.261189325790294,0,0,0,Q3,TRUE
LRRC40,-0.365708748223826,-0.0193688171090081,0,0,0,Q3,TRUE
SFXN1,0.0645669353907508,0.0659836376431358,0,0,0,Q1,TRUE
L2HGDH,-0.156375003087543,-0.0342519085096278,0,0,0,Q3,TRUE
COPS7B,0.828008115407512,-0.455490221325272,-1,1,0,Q2,FALSE
FN3KRP,-0.0795616159638897,0.0463078600247435,0,0,0,Q4,FALSE
TBC1D17,-0.07664832883777,-0.026650501770149,0,0,0,Q3,TRUE
CACYBP,0.221249551333337,0.060381038939795,0,0,0,Q1,TRUE
RDH14,-0.0620833719361364,0.137622901860297,0,0,0,Q4,FALSE
PARVB,-0.215035249103611,-0.0700396601411697,0,0,0,Q3,TRUE
TNS1,-0.301454300935635,-0.0655024180199923,0,0,0,Q3,TRUE
PLGRKT,-0.265895174405628,-0.0324136882179609,0,0,0,Q3,TRUE
GLOD4,-0.123172403746626,-0.0759274358833864,0,0,0,Q3,TRUE
MCCC2,-0.290597581212658,-0.0109477113832384,0,0,0,Q3,TRUE
HHATL,-0.323632307603845,-0.163687071895836,0,0,0,Q3,TRUE
PREB,0.252415898822218,-0.00976018224344699,0,0,0,Q2,FALSE
MRPL47,-0.333723688562433,-0.159333803595128,0,0,0,Q3,TRUE
JPH1,-0.0936060686495779,-0.0173950545671353,0,0,0,Q3,TRUE
APMAP,0.337396164515336,0.149550649500767,0,0,0,Q1,TRUE
TXNRD2,-0.081381516466088,-0.0884679857115884,0,0,0,Q3,TRUE
RAB18,0.149966877886694,-0.075727492108534,0,0,0,Q2,FALSE
PALMD,0.102360038489817,-0.00295225490236461,0,0,0,Q2,FALSE
SSU72,-0.931443295401014,0.0163923054053754,1,-1,0,Q4,FALSE
VTA1,0.0284722474260697,-0.0526661804502879,0,0,0,Q2,FALSE
SARS2,0.126737314737937,0.00873252448671735,0,0,0,Q1,TRUE
DYNLRB1,0.0781044705970793,0.237105793836609,0,0,0,Q1,TRUE
MYOZ1,-0.68212860138502,0.0791388812087526,0,0,0,Q4,FALSE
MYOZ2,-0.711871358576911,-0.415535846318704,0,0,0,Q3,TRUE
OSGEP,-0.0370014561536287,0.0861176742307137,0,0,0,Q4,FALSE
ACOT13,0.0338530127624388,0.0779708806243669,0,0,0,Q1,TRUE
MRPL40,0.0229819691026449,0.0429676392367639,0,0,0,Q1,TRUE
TIGAR,0.225161622270964,-0.249612763581865,0,0,0,Q2,FALSE
RTN4,-0.0138240472627267,-0.179963727289909,0,0,0,Q3,TRUE
HINT3,-0.286318551467939,-0.048413182431748,0,0,0,Q3,TRUE
PFDN4,0.00528592034637754,-0.0556680334839044,0,0,0,Q2,FALSE
NIT2,0.0316466976350398,-0.0731731534152438,0,0,0,Q2,FALSE
XPNPEP1,0.0480934660570327,-0.0424790777430069,0,0,0,Q2,FALSE
GPHN,-0.0806506743018627,-0.19136391718331,0,0,0,Q3,TRUE
PDLIM7,-0.438236441404143,0.0736040751373537,0,0,0,Q4,FALSE
ACSS2,-0.33916020763316,-0.165785572950377,0,0,0,Q3,TRUE
DIABLO,-0.280884018116819,-0.0309465081447371,0,0,0,Q3,TRUE
SAR1A,-0.0262390542829429,-0.184592208436232,0,0,0,Q3,TRUE
SH3GLB2,0.0568827636292397,0.021714101795709,0,0,0,Q1,TRUE
EIF2B3,-0.102485045524656,0.194463168331492,0,0,0,Q4,FALSE
MBNL1,0.0725031679929842,0.0792211744320568,0,0,0,Q1,TRUE
SDR39U1,-0.181021379498937,-0.163590969859811,0,0,0,Q3,TRUE
AASDHPPT,-0.144586525560573,-0.142947181985342,0,0,0,Q3,TRUE
OSTC,-0.279087857440253,0.0192838558586068,0,0,0,Q4,FALSE
CMC2,-0.0369507965796565,-0.029418742346806,0,0,0,Q3,TRUE
HEBP1,-0.0919931883076721,0.187058252089969,0,0,0,Q4,FALSE
PHPT1,0.0194731723641688,-0.165218127059546,0,0,0,Q2,FALSE
TOMM22,-0.778389822572397,0.165015740150626,1,-1,0,Q4,FALSE
LANCL2,-0.299331729296505,-0.173856447456938,0,0,0,Q3,TRUE
FARSB,0.628537282138502,0.123160560786697,0,1,0,Q1,TRUE
IARS2,0.00226798761299563,0.0914581718977878,0,0,0,Q1,TRUE
SIRT3,-0.282419608428068,0.0387681058652376,0,0,0,Q4,FALSE
MAN2C1,0.28928778588331,-0.118271432926068,0,0,0,Q2,FALSE
OLA1,-0.0309244118779155,-0.0624655801542993,0,0,0,Q3,TRUE
CUTC,0.0441024403297305,0.00799466885186462,0,0,0,Q1,TRUE
ACSS1,-0.0239490474663349,-0.0525653862522759,0,0,0,Q3,TRUE
ABHD10,-0.20105406722184,-0.162488049953257,0,0,0,Q3,TRUE
DDX19A,-0.0845581632098451,-0.114486778576886,0,0,0,Q3,TRUE
SEPTIN11,0.21650457718675,-0.090551625021174,0,0,0,Q2,FALSE
PARVA,-0.0952254018778369,-0.172473292509512,0,0,0,Q3,TRUE
PANK4,-0.0161384677498511,-0.131374573449765,0,0,0,Q3,TRUE
DNAJC11,-0.142093688521911,-5.4701028536996e-4,0,0,0,Q3,TRUE
TMLHE,-0.43006144279072,0.276349185048097,0,0,0,Q4,FALSE
ATAD3A,-0.319841698292699,0.0107858745358129,0,0,0,Q4,FALSE
ARL8B,0.0911886134124948,-0.0532209037058351,0,0,0,Q2,FALSE
MRPS18A,0.281755391634618,0.315104979365358,0,0,0,Q1,TRUE
PNPO,-0.100974385947964,-0.200887585282512,0,0,0,Q3,TRUE
OXSM,-0.136961852763378,-0.0893341708250688,0,0,0,Q3,TRUE
MRPL22,-0.0254012285906668,-0.0204198855441149,0,0,0,Q3,TRUE
CZIB,-0.275197179403129,-0.140294535176814,0,0,0,Q3,TRUE
BABAM1,-3.4726450288147e-4,0.0545055874537788,0,0,0,Q4,FALSE
NDUFB11,-0.303988343780478,0.0382485103718864,0,0,0,Q4,FALSE
OCIAD1,-0.221922003529233,-0.0346377342397659,0,0,0,Q3,TRUE
MARCHF5,0.120247466212767,0.0949368859351658,0,0,0,Q1,TRUE
CHCHD3,-0.174373825243446,-0.0561380137051941,0,0,0,Q3,TRUE
SIRT5,0.106375598520444,0.0105846071190605,0,0,0,Q1,TRUE
BABAM2,-0.20953781462703,-0.0603600180683976,0,0,0,Q3,TRUE
DPP3,0.291368896525025,0.0308122994791837,0,0,0,Q1,TRUE
TUBA8,-0.158615069267139,0.0868329144751385,0,0,0,Q4,FALSE
MAP3K20,0.28865761051253,-0.130857833166669,0,0,0,Q2,FALSE
UGGT1,-0.0301660934988917,-0.0360482269317437,0,0,0,Q3,TRUE
TECR,-0.0918487014303011,0.0814821524996354,0,0,0,Q4,FALSE
ERAP1,0.30022715847716003,0.140013777680636,0,0,0,Q1,TRUE
CISD1,0.0634445411966276,0.0749255575863259,0,0,0,Q1,TRUE
CLIC5,-0.209224837868963,-0.17079699353949,0,0,0,Q3,TRUE
FAM120A,0.212640906921072,0.169543870067358,0,0,0,Q1,TRUE
GLTP,0.167185233817921,-0.0623333703604008,0,0,0,Q2,FALSE
COQ3,-0.158985001244414,-0.0699910771242536,0,0,0,Q3,TRUE
HSPBP1,0.0393988557211031,-0.194516133333522,0,0,0,Q2,FALSE
MAT2B,0.0905013936464343,-0.0356992656711128,0,0,0,Q2,FALSE
MYOF,0.0856330240674019,0.0605196167451254,0,0,0,Q1,TRUE
EHD2,-0.212578154705849,-0.0461503728454069,0,0,0,Q3,TRUE
TMOD4,-0.381561735353067,0.243374557653901,0,0,0,Q4,FALSE
LMCD1,0.272264183377189,0.0639155649363623,0,0,0,Q1,TRUE
CHMP5,-0.188029667943351,-0.0537201170252573,0,0,0,Q3,TRUE
CNIH4,0.332670127829203,-0.151113133050718,0,0,0,Q2,FALSE
NDUFAF4,-0.262020834799859,0.185852034774992,0,0,0,Q4,FALSE
EMC3,-0.0790594550148178,-0.0308616976317388,0,0,0,Q3,TRUE
NDUFA13,-0.220383496068823,0.0198625132818258,0,0,0,Q4,FALSE
PDP1,-0.104137552141026,0.138312442928829,0,0,0,Q4,FALSE
MRPL36,0.156854252221773,-0.0136570669673439,0,0,0,Q2,FALSE
VAPA,0.108805238868527,0.046731203820201,0,0,0,Q1,TRUE
RNF181,-0.21934700824615,-0.175998351543132,0,0,0,Q3,TRUE
LARS1,0.155491056324415,0.058377584592634,0,0,0,Q1,TRUE
SUCLA2,0.0290692746473198,0.00810926790347821,0,0,0,Q1,TRUE
GMPR2,0.149317671461493,-0.0023473957772211,0,0,0,Q2,FALSE
DPM3,0.130126900058517,-0.0751581790900069,0,0,0,Q2,FALSE
IMPACT,0.297713026781,-0.0896963137591769,0,0,0,Q2,FALSE
ATXN10,0.00493149161454198,0.21998483329072,0,0,0,Q1,TRUE
EPS15L1,0.0314170470205504,-0.0207600819391107,0,0,0,Q2,FALSE
SAE1,0.121570100058999,-0.32765962032741,0,0,0,Q2,FALSE
RNF7,-0.278494805656063,-0.159522145085454,0,0,0,Q3,TRUE
MYOT,-0.0954128800502758,0.243276029632923,0,0,0,Q4,FALSE
GNG12,-9.7192330892781e-4,0.0565214215161021,0,0,0,Q4,FALSE
VPS29,0.215418583897637,0.364106104836237,0,0,0,Q1,TRUE
EIF3K,-0.0726550607193595,0.100125196335338,0,0,0,Q4,FALSE
GRHPR,0.0426457805178977,0.0189387001655632,0,0,0,Q1,TRUE
CTSZ,0.270402222047647,-0.00790232330704299,0,0,0,Q2,FALSE
UBA2,-0.00130461608221921,0.0696168884611374,0,0,0,Q4,FALSE
COPS7A,0.225846295045216,-0.0136361069134487,0,0,0,Q2,FALSE
HSPB7,0.473054463182809,0.201900656307007,0,1,0,Q1,TRUE
CLIP2,0.148396621788702,0.0102880662374609,0,0,0,Q1,TRUE
UQCR10,-0.143086335195967,-0.0351374790427599,0,0,0,Q3,TRUE
DNAJB4,0.0476201160971712,0.0410340123781978,0,0,0,Q1,TRUE
NIPSNAP3A,0.48142933199745,-0.0203463221959304,0,0,0,Q2,FALSE
TES,-0.596017926340936,0.364614633486925,1,0,0,Q4,FALSE
KDM5B,-0.0716349597200008,0.0353097996652494,0,0,0,Q4,FALSE
WARS2,-1.11812338426941,-0.170352703893233,0,0,0,Q3,TRUE
MLX,-0.295857435756854,-0.0231442577862886,0,0,0,Q3,TRUE
SEPTIN9,0.199230755724223,-0.125353578304335,0,0,0,Q2,FALSE
UBQLN2,0.0756255548312534,-0.153931994213625,0,0,0,Q2,FALSE
PCYOX1,-0.132426425138224,-0.122948677518277,0,0,0,Q3,TRUE
DPP7,-0.396320357452813,-0.0123299890428541,0,0,0,Q3,TRUE
SMPX,0.302299052354201,0.292704333290068,0,0,0,Q1,TRUE
BCAP29,0.056285462878126,0.0582523734353089,0,0,0,Q1,TRUE
CYB5R1,-0.0166837366608696,-0.117808135721319,0,0,0,Q3,TRUE
PFDN2,0.0422081472307099,-0.127509665357596,0,0,0,Q2,FALSE
PUF60,-0.272609001469228,-0.10206421482544,0,0,0,Q3,TRUE
ENOPH1,-0.199046735788862,-0.132138909087704,0,0,0,Q3,TRUE
NDUFA12,-0.400778845262231,0.0201086492785336,0,0,0,Q4,FALSE
EIF2B4,0.140527657011122,-0.0788285622961826,0,0,0,Q2,FALSE
ATP6V1H,-0.191212127204345,-0.102617452911616,0,0,0,Q3,TRUE
TRMT112,-0.674931053194037,0.141351151711973,0,0,0,Q4,FALSE
XPO7,0.0846617789141497,-0.0788128322701773,0,0,0,Q2,FALSE
LCMT1,0.0192474053193337,0.0929920435261771,0,0,0,Q1,TRUE
ATP5IF1,0.085608406452625,0.0775969541291346,0,0,0,Q1,TRUE
AK3,-0.0178241583908978,-0.00171290876826902,0,0,0,Q3,TRUE
NAGK,0.164819846119943,0.13518062104346,0,0,0,Q1,TRUE
SLC25A13,-0.133673256423322,0.0879813445276412,0,0,0,Q4,FALSE
DBNL,0.464041336796569,0.0184424258680238,0,0,0,Q1,TRUE
DCTN4,0.200274461199978,0.0833073822149437,0,0,0,Q1,TRUE
HSPB8,0.106467699270127,0.034658569336699,0,0,0,Q1,TRUE
STOML2,0.117146832030404,0.0895819114732994,0,0,0,Q1,TRUE
VPS28,0.0018382781679307,-0.112990010122168,0,0,0,Q2,FALSE
JPT1,0.0662126601469808,0.152715629033032,0,0,0,Q1,TRUE
APPL1,0.196415979795312,0.0350326647275061,0,0,0,Q1,TRUE
PACSIN3,-0.114026296196187,0.191694534214829,0,0,0,Q4,FALSE
ACAD8,-0.279218206026822,0.0750804057855774,0,0,0,Q4,FALSE
AGO2,-0.159548688152558,0.0296056883103262,0,0,0,Q4,FALSE
MYH2,-0.273636985832002,0.481701502639236,0,0,0,Q4,FALSE
MYH13,0.260485591803612,0.264863245228593,0,0,0,Q1,TRUE
CDV3,0.0127204634245075,0.0573371127641558,0,0,0,Q1,TRUE
RAB21,-0.131700453528868,-0.175984192888382,0,0,0,Q3,TRUE
PSME2,0.611755260248415,0.28532412182048,0,1,0,Q1,TRUE
DNPEP,-0.0263134543237058,0.025990964759405,0,0,0,Q4,FALSE
MCTS1,0.145540777393467,-0.00551578329477209,0,0,0,Q2,FALSE
TBC1D24,0.0541110373655567,-0.473872465288535,0,0,-1,Q2,FALSE
TMCO1,0.0620361514434755,-0.179061167511694,0,0,0,Q2,FALSE
EPDR1,-0.207335443862295,-0.0908775348150535,0,0,0,Q3,TRUE
MYO6,0.138793656881152,0.264325279669123,0,0,0,Q1,TRUE
NFU1,-0.450561895826453,-0.34873428910646,0,0,0,Q3,TRUE
SYNPO2,0.149639917056721,0.03804156313997,0,0,0,Q1,TRUE
UBQLN1,-0.123872547034725,-0.299555301569761,0,0,0,Q3,TRUE
SNX12,-0.144659653071194,-0.0442048502748023,0,0,0,Q3,TRUE
NDRG2,0.00348511903279558,-0.0596382826048263,0,0,0,Q2,FALSE
VPS4A,0.0361294142859947,-0.0748387730621474,0,0,0,Q2,FALSE
G3BP2,-0.608487550974527,-0.0979898544931963,0,0,0,Q3,TRUE
STUB1,0.219399852543269,-0.0748817307562639,0,0,0,Q2,FALSE
PACSIN2,-0.0168588426454583,0.0648097595455539,0,0,0,Q4,FALSE
SNX6,-0.128528304073637,-0.0656580489216232,0,0,0,Q3,TRUE
PSMD13,0.108635671589202,-0.0105165908477396,0,0,0,Q2,FALSE
COPS3,-0.037476875809741,0.0245389971333161,0,0,0,Q4,FALSE
NSFL1C,0.0285318804024364,-0.0384503024233283,0,0,0,Q2,FALSE
PPP6R1,-0.315464806471876,0.0191036471793495,0,0,0,Q4,FALSE
LIMCH1,-0.00158799998142456,-0.0419898475938822,0,0,0,Q3,TRUE
USP24,0.237691172266576,-0.24996547029637,0,0,0,Q2,FALSE
MAPRE3,0.194690368045922,0.146013824756654,0,0,0,Q1,TRUE
PA2G4,0.0387562541576081,0.146410179093341,0,0,0,Q1,TRUE
CAMK2A,-0.0267829560108481,0.226475949125994,0,0,0,Q4,FALSE
CHMP2B,-0.164785321186336,-0.0285714575390266,0,0,0,Q3,TRUE
RTRAF,0.0233530370825648,0.130679319516553,0,0,0,Q1,TRUE
RUVBL2,0.254778090820917,0.0795437484771959,0,0,0,Q1,TRUE
APOBEC2,-0.395238281096823,0.209087945091355,0,0,0,Q4,FALSE
PIN4,-0.0323983393496263,-0.129764589380098,0,0,0,Q3,TRUE
EIF3L,0.136697459912028,0.118843016788411,0,0,0,Q1,TRUE
PLAA,0.117307964429216,-0.114264700363115,0,0,0,Q2,FALSE
NUDC,0.0891329272889116,-0.0848827421077409,0,0,0,Q2,FALSE
BCS1L,-0.0513288964085987,-0.0417684559640747,0,0,0,Q3,TRUE
VDAC3,-0.391017796417191,-0.192838755899189,0,0,0,Q3,TRUE
CFL2,0.0264881168472293,0.0447043833200063,0,0,0,Q1,TRUE
FARSA,0.442605826793915,0.0452388058938666,0,1,0,Q1,TRUE
CNPY2,-2.3876888382545e-4,-0.039910390453592,0,0,0,Q3,TRUE
FNDC3A,0.0603942065635543,-0.0158968451418673,0,0,0,Q2,FALSE
PADI2,0.31158100885235,0.108049461023079,0,0,0,Q1,TRUE
GSTK1,0.0570620104283286,0.0878500078395419,0,0,0,Q1,TRUE
LAMTOR2,0.308100273869329,0.0145689430466618,0,0,0,Q1,TRUE
MRPS35,0.294127749594542,-0.0849880134472425,0,0,0,Q2,FALSE
COA3,-0.00494469249183638,-0.125221309961628,0,0,0,Q3,TRUE
TMA7,-0.112662726300595,-0.0982745393507471,0,0,0,Q3,TRUE
SUGT1,0.186391419850267,0.0291509147138207,0,0,0,Q1,TRUE
COQ6,0.0108991475312301,-0.0395289711760789,0,0,0,Q2,FALSE
ACOT9,0.0814528045880643,0.0818456316634517,0,0,0,Q1,TRUE
MEMO1,0.202310218112423,0.0626334683629288,0,0,0,Q1,TRUE
TMX2,-0.496079877739771,-0.0921798862300705,0,0,0,Q3,TRUE
SH3GLB1,0.12277168803174,-0.135765349872454,0,0,0,Q2,FALSE
CAB39,-0.0495207175532322,0.0283037477651931,0,0,0,Q4,FALSE
LUC7L2,-0.0600648489353794,-0.046247227307866,0,0,0,Q3,TRUE
DHRS7,0.222321145972678,0.0839698525119488,0,0,0,Q1,TRUE
MOB4,0.407293416832452,-0.0674428541001397,0,0,0,Q2,FALSE
SBDS,0.0473672006537242,0.0729528195412357,0,0,0,Q1,TRUE
MRPL11,-0.175060384627034,-0.128444985930741,0,0,0,Q3,TRUE
PPIL1,-0.0441592395976329,-0.050351516967968,0,0,0,Q3,TRUE
MSRB2,-0.220420875547664,0.101473740828446,0,0,0,Q4,FALSE
FIS1,-0.100027068658296,-0.108337569484416,0,0,0,Q3,TRUE
STRAP,0.0484821412885736,0.0165056690632994,0,0,0,Q1,TRUE
RTCB,0.240038388524301,0.136797427934951,0,0,0,Q1,TRUE
RPL36,0.162468955291427,0.139638194484768,0,0,0,Q1,TRUE
SAMHD1,0.631565622260631,0.368601593910038,0,0,0,Q1,TRUE
HBS1L,0.086088763512155,0.166398640553385,0,0,0,Q1,TRUE
TLN1,0.103926768467787,0.0969615685257672,0,0,0,Q1,TRUE
USP15,0.11815402176266,0.04042481806448,0,0,0,Q1,TRUE
TLN2,-0.0895125370882006,-0.362498534094865,0,0,0,Q3,TRUE
DTNA,-0.0558266698873133,-0.211990051043852,0,0,0,Q3,TRUE
HYOU1,0.326767203651364,0.183648996695513,0,0,0,Q1,TRUE
AFG3L2,-0.00164861101910319,0.0510444396613714,0,0,0,Q4,FALSE
ARIH1,0.124728039694698,-0.284740418705752,0,0,0,Q2,FALSE
RNF114,-7.7567281077861e-4,-0.204666526219516,0,0,0,Q3,TRUE
SAMM50,-0.117566489255996,-0.00727974258241559,0,0,0,Q3,TRUE
PPME1,0.241978789338184,0.16156894577737901,0,0,0,Q1,TRUE
TIMM9,-0.0544608812978495,0.171285062856168,0,0,0,Q4,FALSE
TIMM8B,-0.00584111323449221,0.155430581483945,0,0,0,Q4,FALSE
UCHL5,0.0433894603053488,0.0773792679235861,0,0,0,Q1,TRUE
TIMM13,0.0268956976568404,0.104585148422352,0,0,0,Q1,TRUE
SRPRB,0.133963170024558,0.0329184386596602,0,0,0,Q1,TRUE
GMPPB,0.141668400267246,0.0251267489869313,0,0,0,Q1,TRUE
MPC1,-0.0193847179977347,-0.224581967895858,0,0,0,Q3,TRUE
SNX5,0.0725872463353028,-0.18428327130378,0,0,0,Q2,FALSE
HEBP2,-0.0365810998576066,-0.108139305135676,0,0,0,Q3,TRUE
HCFC2,-0.366832579638331,-0.193155465562775,0,0,0,Q3,TRUE
FHOD1,0.0648845750386471,0.00169975640895004,0,0,0,Q1,TRUE
MYH4,-0.449866208907292,0.0705478764691421,0,0,0,Q4,FALSE
MRPS18B,0.098961042735894,0.171577296600844,0,0,0,Q1,TRUE
COPG1,-0.0942913116326096,0.0766923415268614,0,0,0,Q4,FALSE
CLIC4,0.24238649520175,0.251886591412411,0,0,0,Q1,TRUE
SPCS1,0.0998710531752458,-0.054938365708356,0,0,0,Q2,FALSE
SAR1B,-0.0239445214821075,-0.0521662410185364,0,0,0,Q3,TRUE
MTCH2,-0.0599346978673871,0.0104628729612521,0,0,0,Q4,FALSE
BZW2,0.0206131220069778,-0.054164818138922,0,0,0,Q2,FALSE
DYNC1LI1,0.6540919379309,0.103956329616427,0,1,0,Q1,TRUE
CHCHD2,-0.193346809127956,0.237380321440753,0,0,0,Q4,FALSE
NDUFB9,-0.410122579385973,0.0487358763318539,0,0,0,Q4,FALSE
COX11,0.143599883242871,-0.0595120519421748,0,0,0,Q2,FALSE
SQOR,-0.228354773177241,0.100996338342213,0,0,0,Q4,FALSE
SESN1,-0.128321878892049,-0.0729029151785134,0,0,0,Q3,TRUE
SEC23IP,0.249336916586916,0.04996203115331,0,0,0,Q1,TRUE
