pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,module,Description
REACTOME_SIGNALING_BY_NTRKS,0.20694374262874857,0.38309228546155244,1.565185185185185,5,25,,Reactome,1.719811320754717,blue,Signaling By Ntrks
REACTOME_REGULATION_OF_TP53_ACTIVITY,0.2175083663902141,0.4002668754281455,1.6475633528265106,4,19,,Reactome,1.8325814536340852,blue,Regulation Of Tp53 Activity
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,0.029313336161260698,0.4222819731056976,1.9087624209575427,10,41,,GO:BP,2.2481389578163773,blue,Positive Regulation Of DNA Metabolic Process
REACTOME_EPH_EPHRIN_SIGNALING,0.23142188225926688,0.42336591401548235,1.504985754985755,5,26,,Reactome,1.637017070979335,blue,Eph Ephrin Signaling
GOSLIM_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,0.12866781794435125,0.4334562914673915,1.5651851851851852,8,40,,GO Slim,1.7280534351145038,blue,Establishment Or Maintenance Of Cell Polarity
GOSLIM_MITOTIC_NUCLEAR_DIVISION,0.1431856484314576,0.4334562914673915,1.5270099367660344,8,41,,GO Slim,1.6747628961369418,blue,Mitotic Nuclear Division
GOSLIM_CILIUM_ORGANIZATION,0.15604426492826096,0.4334562914673915,1.6191570881226054,6,29,,GO Slim,1.7984189723320159,blue,Cilium Organization
GOBP_DE_NOVO_POST_TRANSLATIONAL_PROTEIN_FOLDING,0.03329705382066525,0.43376133831380315,2.608641975308642,5,15,,GO:BP,3.4584905660377356,blue,De Novo Post Translational Protein Folding
GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,0.03329705382066525,0.43376133831380315,2.608641975308642,5,15,,GO:BP,3.4584905660377356,blue,Positive Regulation Of Nucleocytoplasmic Transport
GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION,0.03329705382066525,0.43376133831380315,2.608641975308642,5,15,,GO:BP,3.4584905660377356,blue,Protein Localization To Cell Junction
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT,0.03329705382066525,0.43376133831380315,2.608641975308642,5,15,,GO:BP,3.4584905660377356,blue,Regulation Of Potassium Ion Transport
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY,0.0336012304327594,0.43376133831380315,2.347777777777778,6,20,,GO:BP,2.969155844155844,blue,Leukocyte Mediated Cytotoxicity
REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,0.2390085104487174,0.4346879926874334,1.4228956228956229,6,33,,Reactome,1.5286195286195285,blue,Mitf M Regulated Melanocyte Development
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,0.2465697637389544,0.445832537923342,1.5651851851851852,4,20,,Reactome,1.7171052631578947,blue,Phase I Functionalization Of Compounds
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.11830142463660433,0.45704451813392094,1.6600448933782266,7,33,,Hallmark,1.8600467973091548,blue,Pi3k Akt Mtor Signaling
HALLMARK_ANDROGEN_RESPONSE,0.1376232137133289,0.45704451813392094,1.676984126984127,6,28,,Hallmark,1.881198347107438,blue,Androgen Response
HALLMARK_COAGULATION,0.1396524916520314,0.45704451813392094,1.7786195286195285,5,22,,Hallmark,2.0266370699223084,blue,Coagulation
REACTOME_RHOA_GTPASE_CYCLE,0.25667732570956325,0.4614257126917582,1.4492455418381343,5,27,,Reactome,1.5617495711835334,blue,Rhoa Gtpase Cycle
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT,0.04003958256366817,0.491349939114644,1.667820279295689,13,61,,GO:BP,1.8916180285343709,blue,Regulation Of Intracellular Transport
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,0.2764144409296734,0.4940510984432668,1.490652557319224,4,21,,Reactome,1.6152145068553738,blue,Fcgamma Receptor Fcgr Dependent Phagocytosis
GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS,0.04352768943508104,0.5150776583151256,2.4456018518518516,5,16,,GO:BP,3.142367066895369,blue,Muscle Cell Apoptotic Process
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,0.04352768943508104,0.5150776583151256,2.4456018518518516,5,16,,GO:BP,3.142367066895369,blue,Positive Regulation Of Carbohydrate Metabolic Process
GOBP_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS,0.04352768943508104,0.5150776583151256,2.4456018518518516,5,16,,GO:BP,3.142367066895369,blue,Regulation Of Protein Import Into Nucleus
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,0.298540588573481,0.5245543674935174,1.5651851851851852,3,15,,Reactome,1.7144194756554307,blue,Binding And Uptake Of Ligands By Scavenger Receptors
REACTOME_RHOD_GTPASE_CYCLE,0.298540588573481,0.5245543674935174,1.5651851851851852,3,15,,Reactome,1.7144194756554307,blue,Rhod Gtpase Cycle
REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS,0.298540588573481,0.5245543674935174,1.5651851851851852,3,15,,Reactome,1.7144194756554307,blue,Translation Of Sars Cov 2 Structural Proteins
GOBP_ERAD_PATHWAY,0.047567244039705296,0.5497888439007798,2.028943758573388,7,27,,GO:BP,2.4260456273764257,blue,Erad Pathway
HALLMARK_HYPOXIA,0.19803607163227385,0.5640045804292428,1.3492975734355044,10,58,,Hallmark,1.4383012820512822,blue,Hypoxia
HALLMARK_COMPLEMENT,0.20366832071055993,0.5640045804292428,1.4416179337231967,7,38,,Hallmark,1.5557463510364282,blue,Complement
GOSLIM_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,0.22900852175780056,0.5725213043945014,1.2848535102266445,11,67,,GO Slim,1.355281301709873,blue,Protein Localization To Plasma Membrane
GOBP_CYTOSOLIC_TRANSPORT,0.0506545885906304,0.578743230564214,1.8971941638608305,8,33,,GO:BP,2.220458015267176,blue,Cytosolic Transport
REACTOME_RHOH_GTPASE_CYCLE,0.33570952892339595,0.5832718631015428,1.4673611111111111,3,16,,Reactome,1.581676750216076,blue,Rhoh Gtpase Cycle
REACTOME_VISUAL_PHOTOTRANSDUCTION,0.33570952892339595,0.5832718631015428,1.4673611111111111,3,16,,Reactome,1.581676750216076,blue,Visual Phototransduction
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,0.34070474419180574,0.5886620857980643,1.117989417989418,18,126,,Reactome,1.1474867724867726,blue,Signaling By Robo Receptors
HALLMARK_G2M_CHECKPOINT,0.2390085104487174,0.5917674329734905,1.4228956228956229,6,33,,Hallmark,1.5286195286195285,blue,G2M Checkpoint
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.2465697637389544,0.5917674329734905,1.5651851851851852,4,20,,Hallmark,1.7171052631578947,blue,Estrogen Response Early
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS,0.052662701304747324,0.5948491488286232,1.7390946502057612,10,45,,GO:BP,1.9868131868131869,blue,Regulation Of Microtubule Based Process
GOBP_MYOBLAST_DIFFERENTIATION,0.05544472929876543,0.6056270431095916,2.301742919389978,5,17,,GO:BP,2.8789308176100628,blue,Myoblast Differentiation
GOBP_PROTEIN_TARGETING_TO_MEMBRANE,0.05544472929876543,0.6056270431095916,2.301742919389978,5,17,,GO:BP,2.8789308176100628,blue,Protein Targeting To Membrane
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,0.05677189474828627,0.6067877782773823,1.9564814814814815,7,28,,GO:BP,2.3092522179974653,blue,Negative Regulation Of Protein Catabolic Process
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,0.05677189474828627,0.6067877782773823,1.9564814814814815,7,28,,GO:BP,2.3092522179974653,blue,Regulation Of Mitotic Cell Cycle Phase Transition
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,0.36834486541355516,0.6233037198984666,1.3043209876543211,4,24,,Reactome,1.3706766917293234,blue,Copii Mediated Vesicle Transport
REACTOME_RAB_REGULATION_OF_TRAFFICKING,0.36834486541355516,0.6233037198984666,1.3043209876543211,4,24,,Reactome,1.3706766917293234,blue,Rab Regulation Of Trafficking
REACTOME_DRUG_ADME,0.3727797167238417,0.6233037198984666,1.381045751633987,3,17,,Reactome,1.4678972712680578,blue,Drug Adme
REACTOME_RHOC_GTPASE_CYCLE,0.3727797167238417,0.6233037198984666,1.381045751633987,3,17,,Reactome,1.4678972712680578,blue,Rhoc Gtpase Cycle
REACTOME_SENSORY_PROCESSING_OF_SOUND,0.3727797167238417,0.6233037198984666,1.381045751633987,3,17,,Reactome,1.4678972712680578,blue,Sensory Processing Of Sound
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS,0.06011796525298922,0.6333192076431952,1.7608333333333333,9,40,,GO:BP,2.0155728587319244,blue,Cellular Response To Steroid Hormone Stimulus
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.06052849570030538,0.6333192076431952,1.5431403234220136,14,71,,GO:BP,1.7135416666666667,blue,Response To Endoplasmic Reticulum Stress
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.298540588573481,0.6349151243767557,1.5651851851851852,3,15,,Hallmark,1.7144194756554307,blue,Cholesterol Homeostasis
HALLMARK_XENOBIOTIC_METABOLISM,0.2998210309556902,0.6349151243767557,1.235672514619883,9,57,,Hallmark,1.2895114942528736,blue,Xenobiotic Metabolism
GOBP_PRESYNAPTIC_ENDOCYTOSIS,0.06310242688180102,0.6533730450053147,2.0415458937198068,6,23,,GO:BP,2.4411764705882355,blue,Presynaptic Endocytosis
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,0.3990879364201847,0.660193341631263,1.2521481481481482,4,25,,Reactome,1.3046902971715002,blue,Cargo Recognition For Clathrin Mediated Endocytosis
REACTOME_ESR_MEDIATED_SIGNALING,0.3990879364201847,0.660193341631263,1.2521481481481482,4,25,,Reactome,1.3046902971715002,blue,Esr Mediated Signaling
GOSLIM_WOUND_HEALING,0.29229992611588496,0.6643180138997385,1.2124673969744393,11,71,,GO Slim,1.2620978120978121,blue,Wound Healing
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.33570952892339595,0.6714190578467919,1.4673611111111111,3,16,,Hallmark,1.581676750216076,blue,TNFa Signaling Via NF-kB
HALLMARK_DNA_REPAIR,0.3894058125652168,0.684150748148888,1.2228009259259258,5,32,,Hallmark,1.2690426275331936,blue,DNA Repair
HALLMARK_E2F_TARGETS,0.3894058125652168,0.684150748148888,1.2228009259259258,5,32,,Hallmark,1.2690426275331936,blue,E2F Targets
HALLMARK_P53_PATHWAY,0.3990879364201847,0.684150748148888,1.2521481481481482,4,25,,Hallmark,1.3046902971715002,blue,p53 Pathway
REACTOME_TRANSLATION,0.42052585291726463,0.6883344224066805,1.0551810237203496,24,178,,Reactome,1.0700031675641433,blue,Translation
GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION,0.06862160528757741,0.6889886429884035,1.788783068783069,8,35,,GO:BP,2.053717839977382,blue,Endoplasmic Reticulum Organization
GOBP_RESPONSE_TO_CALCIUM_ION,0.06862160528757741,0.6889886429884035,1.788783068783069,8,35,,GO:BP,2.053717839977382,blue,Response To Calcium Ion
GOSLIM_VITAMIN_METABOLIC_PROCESS,0.33570952892339595,0.6993948519237416,1.4673611111111111,3,16,,GO Slim,1.581676750216076,blue,Vitamin Metabolic Process
HALLMARK_ESTROGEN_RESPONSE_LATE,0.4429299092695049,0.7087317645568961,1.150871459694989,5,34,,Hallmark,1.180221210149642,blue,Estrogen Response Late
HALLMARK_APICAL_JUNCTION,0.4528008495780169,0.7087317645568961,1.1179894179894179,6,42,,Hallmark,1.1407828282828283,blue,Apical Junction
GOBP_POTASSIUM_ION_TRANSPORT,0.07550467687580827,0.7245422165926277,1.9564814814814817,6,24,,GO:BP,2.3042929292929295,blue,Potassium Ion Transport
GOBP_RECEPTOR_INTERNALIZATION,0.07550467687580827,0.7245422165926277,1.9564814814814817,6,24,,GO:BP,2.3042929292929295,blue,Receptor Internalization
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION,0.07681347867876222,0.7245422165926277,1.5184632393587616,13,67,,GO:BP,1.6758178411874909,blue,Negative Regulation Of Organelle Organization
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION,0.07828810025102935,0.7245422165926277,1.8260493827160493,7,30,,GO:BP,2.10613324516449,blue,Protein Containing Complex Localization
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,0.0813170404362093,0.7245422165926277,1.3729694606887588,20,114,,GO:BP,1.4885106382978723,blue,Membraneless Organelle Assembly
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,0.08434739035462965,0.7245422165926277,2.0594541910331383,5,19,,GO:BP,2.464959568733154,blue,Cardiac Muscle Cell Action Potential
GOBP_MEMBRANE_DOCKING,0.08434739035462965,0.7245422165926277,2.0594541910331383,5,19,,GO:BP,2.464959568733154,blue,Membrane Docking
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.08434739035462965,0.7245422165926277,2.0594541910331383,5,19,,GO:BP,2.464959568733154,blue,Negative Regulation Of Ubiquitin Dependent Protein Catabolic Process
GOBP_PLATELET_AGGREGATION,0.08434739035462965,0.7245422165926277,2.0594541910331383,5,19,,GO:BP,2.464959568733154,blue,Platelet Aggregation
GOBP_ENDOSOMAL_TRANSPORT,0.08455422245950184,0.7245422165926277,1.4961328976034858,13,68,,GO:BP,1.6444287230279448,blue,Endosomal Transport
GOBP_NUCLEAR_TRANSPORT,0.08455422245950184,0.7245422165926277,1.4961328976034858,13,68,,GO:BP,1.6444287230279448,blue,Nuclear Transport
GOBP_CELLULAR_COMPONENT_DISASSEMBLY,0.08905467159273879,0.7326919110328806,1.4004288499025341,17,95,,GO:BP,1.5204722813418465,blue,Cellular Component Disassembly
GOBP_ACTION_POTENTIAL,0.08919086643358003,0.7326919110328806,1.8782222222222222,6,25,,GO:BP,2.1818181818181817,blue,Action Potential
GOBP_TELENCEPHALON_DEVELOPMENT,0.08919086643358003,0.7326919110328806,1.8782222222222222,6,25,,GO:BP,2.1818181818181817,blue,Telencephalon Development
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,0.4596414296848368,0.7406657234817836,1.1593964334705076,4,27,,Reactome,1.1899313501144164,blue,G Alpha I Signalling Events
REACTOME_SIGNALING_BY_VEGF,0.4805207351253765,0.770319322804083,1.173888888888889,3,20,,Reactome,1.206873760740251,blue,Signaling By Vegf
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,0.09925270186299465,0.7841722942688546,1.6007575757575758,9,44,,GO:BP,1.7812807881773398,blue,Leukocyte Mediated Immunity
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE,0.09925270186299465,0.7841722942688546,1.6007575757575758,9,44,,GO:BP,1.7812807881773398,blue,Vesicle Mediated Transport In Synapse
GOBP_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,0.10126277699525306,0.7841722942688546,1.9564814814814815,5,20,,GO:BP,2.29937106918239,blue,Regulation Of Carbohydrate Biosynthetic Process
GOBP_CELLULAR_RESPONSE_TO_STARVATION,0.10395209577836745,0.7841722942688546,1.7119212962962962,7,32,,GO:BP,1.9355133079847908,blue,Cellular Response To Starvation
GOBP_EPITHELIAL_CELL_DEVELOPMENT,0.10395209577836745,0.7841722942688546,1.7119212962962962,7,32,,GO:BP,1.9355133079847908,blue,Epithelial Cell Development
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,0.10395209577836745,0.7841722942688546,1.7119212962962962,7,32,,GO:BP,1.9355133079847908,blue,Regulation Of Protein Localization To Plasma Membrane
GOBP_LIPID_HOMEOSTASIS,0.10413555618057224,0.7841722942688546,1.805982905982906,6,26,,GO:BP,2.0715909090909093,blue,Lipid Homeostasis
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,0.5145384508246603,0.8122916660226871,1.1179894179894179,3,21,,Reactome,1.1392009987515606,blue,Detoxification Of Reactive Oxygen Species
REACTOME_OPIOID_SIGNALLING,0.5145384508246603,0.8122916660226871,1.1179894179894179,3,21,,Reactome,1.1392009987515606,blue,Opioid Signalling
REACTOME_PROTEIN_UBIQUITINATION,0.5145384508246603,0.8122916660226871,1.1179894179894179,3,21,,Reactome,1.1392009987515606,blue,Protein Ubiquitination
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,0.5179935306347209,0.8136161011484757,1.0794380587484036,4,29,,Reactome,1.0935338345864662,blue,Degradation Of The Extracellular Matrix
GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY,0.11090020200255653,0.8270392540565594,1.5651851851851852,9,45,,GO:BP,1.7308429118773947,blue,Regulation Of Organelle Assembly
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION,0.1139883076516586,0.8270392540565594,2.0869135802469136,4,15,,GO:BP,2.504442925495557,blue,Cell Communication Involved In Cardiac Conduction
GOBP_MEIOTIC_CELL_CYCLE,0.1139883076516586,0.8270392540565594,2.0869135802469136,4,15,,GO:BP,2.504442925495557,blue,Meiotic Cell Cycle
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT,0.1139883076516586,0.8270392540565594,2.0869135802469136,4,15,,GO:BP,2.504442925495557,blue,Regulation Of Sodium Ion Transport
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,0.11495784740607892,0.8280297124756699,1.605318138651472,8,39,,GO:BP,1.7847820733809407,blue,Negative Regulation Of Protein Containing Complex Assembly
GOBP_HINDBRAIN_DEVELOPMENT,0.11972988567839908,0.8361968076328329,1.8633156966490299,5,21,,GO:BP,2.1544811320754715,blue,Hindbrain Development
GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT,0.11972988567839908,0.8361968076328329,1.8633156966490299,5,21,,GO:BP,2.1544811320754715,blue,Protein Transmembrane Transport
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,0.12029793107796288,0.8361968076328329,1.7390946502057614,6,27,,GO:BP,1.9718614718614718,blue,Regulation Of DNA Binding Transcription Factor Activity
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,0.5369842315024077,0.8392065125489889,0.9999794238683127,23,180,,Reactome,0.9999742128471596,blue,Metabolism Of Amino Acids And Derivatives
GOSLIM_MUSCLE_SYSTEM_PROCESS,0.44841798172584807,0.8623422725497079,1.0512437810945272,18,134,,GO Slim,1.063423645320197,blue,Muscle System Process
REACTOME_MITOTIC_PROPHASE,0.5788111235268261,0.8990300945296376,1.0207729468599034,3,23,,Reactome,1.0241573033707865,blue,Mitotic Prophase
REACTOME_MUSCLE_CONTRACTION,0.5836491024434549,0.8990300945296376,0.9782407407407407,9,72,,Reactome,0.9742747673782156,blue,Muscle Contraction
REACTOME_RAB_GERANYLGERANYLATION,0.5895123678799025,0.8990300945296376,1.0434567901234568,2,15,,Reactome,1.0505166475315728,blue,Rab Geranylgeranylation
REACTOME_REGULATED_NECROSIS,0.5895123678799025,0.8990300945296376,1.0434567901234568,2,15,,Reactome,1.0505166475315728,blue,Regulated Necrosis
REACTOME_BIOLOGICAL_OXIDATIONS,0.5897174896593121,0.8990300945296376,0.9782407407407409,6,48,,Reactome,0.9745670995670995,blue,Biological Oxidations
GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.1336219393742956,0.9013933552085662,1.6112200435729847,7,34,,GO:BP,1.7901703985354176,blue,Positive Regulation Of Small Molecule Metabolic Process
GOBP_REGULATION_OF_HEART_CONTRACTION,0.136370119347406,0.9013933552085662,1.498581560283688,9,47,,GO:BP,1.6379310344827587,blue,Regulation Of Heart Contraction
GOBP_CEREBRAL_CORTEX_DEVELOPMENT,0.1374751803905179,0.9013933552085662,1.9564814814814817,4,16,,GO:BP,2.2944862155388472,blue,Cerebral Cortex Development
GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,0.1374751803905179,0.9013933552085662,1.9564814814814817,4,16,,GO:BP,2.2944862155388472,blue,DNA Templated Transcription Initiation
GOBP_MACROMOLECULE_METHYLATION,0.1374751803905179,0.9013933552085662,1.9564814814814817,4,16,,GO:BP,2.2944862155388472,blue,Macromolecule Methylation
GOBP_NEUROTRANSMITTER_SECRETION,0.1374751803905179,0.9013933552085662,1.9564814814814817,4,16,,GO:BP,2.2944862155388472,blue,Neurotransmitter Secretion
GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION,0.1374751803905179,0.9013933552085662,1.9564814814814817,4,16,,GO:BP,2.2944862155388472,blue,Protein DNA Complex Organization
GOBP_MYELOID_LEUKOCYTE_ACTIVATION,0.1396524916520314,0.9013933552085662,1.7786195286195285,5,22,,GO:BP,2.0266370699223084,blue,Myeloid Leukocyte Activation
GOBP_HEMOSTASIS,0.1431856484314576,0.9123495803901849,1.5270099367660344,8,41,,GO:BP,1.6747628961369418,blue,Hemostasis
REACTOME_ION_HOMEOSTASIS,0.6088777318287221,0.9237120712133295,0.9782407407407409,3,24,,Reactome,0.9748528624933119,blue,Ion Homeostasis
REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,0.6257699163022605,0.926735447476205,0.9782407407407409,2,16,,Reactome,0.9749466950959488,blue,Antigen Processing Ub ATP Independent Proteasomal Degradation
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,0.6257699163022605,0.926735447476205,0.9782407407407409,2,16,,Reactome,0.9749466950959488,blue,Collagen Biosynthesis And Modifying Enzymes
REACTOME_MAP2K_AND_MAPK_ACTIVATION,0.6257699163022605,0.926735447476205,0.9782407407407409,2,16,,Reactome,0.9749466950959488,blue,Map2k And Mapk Activation
REACTOME_MTOR_SIGNALLING,0.6257699163022605,0.926735447476205,0.9782407407407409,2,16,,Reactome,0.9749466950959488,blue,Mtor Signalling
REACTOME_RHO_GTPASES_ACTIVATE_PAKS,0.6257699163022605,0.926735447476205,0.9782407407407409,2,16,,Reactome,0.9749466950959488,blue,Rho Gtpases Activate Paks
GOSLIM_AMINO_ACID_METABOLIC_PROCESS,0.5201566839357469,0.9288512213138338,1.0173703703703703,13,100,,GO Slim,1.0209758933762692,blue,Amino Acid Metabolic Process
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.6312942755924046,0.9304858753992314,0.9391111111111111,6,50,,Reactome,0.9292355371900827,blue,Metabolism Of Vitamins And Cofactors
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,0.14969476729874884,0.9477490362736073,1.381045751633987,12,68,,GO:BP,1.48421926910299,blue,Protein Localization To Plasma Membrane
REACTOME_CDC42_GTPASE_CYCLE,0.659501942912716,0.9584350665694145,0.9206971677559912,2,17,,Reactome,0.909452736318408,blue,Cdc42 Gtpase Cycle
REACTOME_IRON_UPTAKE_AND_TRANSPORT,0.659501942912716,0.9584350665694145,0.9206971677559912,2,17,,Reactome,0.909452736318408,blue,Iron Uptake And Transport
GOSLIM_GLYCOPROTEIN_METABOLIC_PROCESS,0.5788111235268261,0.9646852058780435,1.0207729468599034,3,23,,GO Slim,1.0241573033707865,blue,Glycoprotein Metabolic Process
REACTOME_SARS_COV_1_HOST_INTERACTIONS,0.6703303229660826,0.9678862314366481,0.902991452991453,6,52,,Reactome,0.8878458498023716,blue,Sars Cov 1 Host Interactions
REACTOME_METABOLISM_OF_NUCLEOTIDES,0.672229665563717,0.9678862314366481,0.8943915343915345,4,35,,Reactome,0.8789716226048994,blue,Metabolism Of Nucleotides
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.15604426492826096,0.9743314895954953,1.6191570881226054,6,29,,GO:BP,1.7984189723320159,blue,Extrinsic Apoptotic Signaling Pathway
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS,0.16091639853265116,0.9743314895954953,1.7012882447665054,5,23,,GO:BP,1.9129979035639413,blue,Primary Alcohol Metabolic Process
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.1627153191879801,0.9743314895954953,1.8413943355119824,4,17,,GO:BP,2.1168305378831693,blue,Positive Regulation Of Proteasomal Ubiquitin Dependent Protein Catabolic Process
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,0.1627153191879801,0.9743314895954953,1.8413943355119824,4,17,,GO:BP,2.1168305378831693,blue,Regulation Of Cell Cycle G1 S Phase Transition
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,0.1627153191879801,0.9743314895954953,1.8413943355119824,4,17,,GO:BP,2.1168305378831693,blue,Regulation Of Establishment Of Protein Localization To Mitochondrion
GOBP_T_CELL_MEDIATED_IMMUNITY,0.1627153191879801,0.9743314895954953,1.8413943355119824,4,17,,GO:BP,2.1168305378831693,blue,T Cell Mediated Immunity
REACTOME_RHOG_GTPASE_CYCLE,0.6902248686579935,0.9830524350833674,0.8695473251028807,3,27,,Reactome,0.8515917602996255,blue,Rhog Gtpase Cycle
REACTOME_PLATELET_HOMEOSTASIS,0.6907595901856922,0.9830524350833674,0.8695473251028807,2,18,,Reactome,0.8521455223880597,blue,Platelet Homeostasis
REACTOME_SELENOAMINO_ACID_METABOLISM,0.6922459269558118,0.9830524350833674,0.8995317156236696,10,87,,Reactome,0.8821178821178821,blue,Selenoamino Acid Metabolism
REACTOME_DEVELOPMENTAL_CELL_LINEAGES,0.7196221196878427,0.9991182108166031,0.8237816764132553,2,19,,Reactome,0.8015803336259877,blue,Developmental Cell Lineages
REACTOME_RHO_GTPASES_ACTIVATE_PKNS,0.7196221196878427,0.9991182108166031,0.8237816764132553,2,19,,Reactome,0.8015803336259877,blue,Rho Gtpases Activate Pkns
REACTOME_SEMAPHORIN_INTERACTIONS,0.7196221196878427,0.9991182108166031,0.8237816764132553,2,19,,Reactome,0.8015803336259877,blue,Semaphorin Interactions
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,0.7196221196878427,0.9991182108166031,0.8237816764132553,2,19,,Reactome,0.8015803336259877,blue,Toll Like Receptor 9 Tlr9 Cascade
REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,9.617920865310151e-9,2.991173389111457e-6,6.166342412451362,12,16,,Reactome,22.677551020408163,brown,Antigen Processing Ub ATP Independent Proteasomal Degradation
KEGG_MEDICUS_REFERENCE_GLYCOLYSIS,1.7641680008116378e-7,3.7047528017044395e-6,5.652480544747082,11,16,,KEGG,16.553658536585367,brown,Reference Glycolysis
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,6.95464531931736e-7,7.265590982940752e-6,3.7585325180655924,16,35,,KEGG,6.418868748635073,brown,Variant Mutation Caused Aberrant Sod1 To 26s Proteasome Mediated Protein Degradation
REACTOME_GLUCOSE_METABOLISM,1.1059198374210012e-7,1.4185433122739353e-5,4.404530294608116,15,28,,Reactome,8.787349014621743,brown,Glucose Metabolism
REACTOME_HEDGEHOG_OFF_STATE,1.8244930061401098e-7,1.4185433122739353e-5,3.5503183586841174,19,44,,Reactome,5.846890756302521,brown,Hedgehog Off State
