ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,database,cluster
GOBP_ALDEHYDE_METABOLIC_PROCESS,GOBP_ALDEHYDE_METABOLIC_PROCESS,18/549,29/2049,0.6206896551724138,2.3165630299604296,4.3188735494388615,6.287458565756548e-5,0.009556937019949953,0.008706174683875334,PDXK/IDH1/ALDH1A1/RBP4/ALDH2/ESD/ADH5/TKT/TALDO1/ALDH9A1/ALDH3A2/TPI1/GLO1/HAGH/RDH11/PARK7/PNPO/GRHPR,18,GO:BP,C1
GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,22/549,41/2049,0.5365853658536586,2.002665600426496,3.9225790847716904,2.072786848702776e-4,0.01847793506288464,0.016833021931499666,SOD1/CP/HP/APOE/ALB/CAT/S100A9/GPX1/GSTP1/TXN/GPX3/GSTM2/PRDX6/PRDX2/GPX4/HBB/HBA1/PRDX1/TXNRD1/PARK7/TXNDC17/SESN1,22,GO:BP,C1
GOBP_CELL_CELL_SIGNALING,GOBP_CELL_CELL_SIGNALING,55/549,136/2049,0.40441176470588236,1.5093619414979107,3.718296178378338,2.3834962533706927e-4,0.01847793506288464,0.016833021931499666,KPNA4/FLOT1/CA2/AGT/HLA-DRB1/APOE/RBP4/S100A8/S100A9/EIF4E/PRKAR1A/PPP3CB/PVALB/COMT/OSBP/CFL1/ACP1/CD38/SRI/SNCA/STAT3/SLC1A4/UTRN/GSK3A/MECP2/CACNB3/CACNA2D1/USP14/RAP1B/YWHAG/RAB1A/GNB1/RAC1/VAMP2/PPP3R1/ARF1/FABP5/CACNB1/UBE3A/STX4/SQSTM1/DAG1/PLCL1/GNAS/JAGN1/STAC3/VPS35/PARK7/MYLK2/PHPT1/MYOF/TBC1D24/SNX6/CHMP2B/DTNA,55,GO:BP,C1
GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,34/549,74/2049,0.4594594594594595,1.7148131738295673,3.7881779914110734,2.4313072451163998e-4,0.01847793506288464,0.016833021931499666,PDXK/GAPDHS/IDH1/PLPBP/H6PD/LDHA/PGK1/ALDOA/GAPDH/ENO1/GPI/BPGM/ENO2/FBP1/ENO3/PKM/PGAM2/PGAM1/GPD1/CD38/TKT/PGM1/TALDO1/STAT3/MDH1/GPD2/ME1/PGD/TPI1/PPP2CA/MTAP/NAPRT/RBKS/PNPO,34,GO:BP,C1
GOBP_GOLGI_ORGANIZATION,GOBP_GOLGI_ORGANIZATION,16/549,27/2049,0.5925925925925926,2.211698036834649,3.8334625912183493,3.5156822948313325e-4,0.023170950216948843,0.02110826300927032,USO1/MAP2K2/LMAN1/TMED10/CDC42/RAB2A/RAB1A/YWHAZ/TMED2/HIKESHI/PDE4DIP/HUWE1/NPLOC4/TMED9/NSFL1C/SEC23IP,16,GO:BP,C1
GOBP_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS,GOBP_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS,10/549,14/2049,0.7142857142857143,2.6658860265417643,3.7829675437873314,6.01036121551221e-4,0.034652841214953156,0.031568031502163946,HP/CAT/GPX1/GPX3/PRDX6/PRDX2/SNCA/HBB/HBA1/PRDX1,10,GO:BP,C1
GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,9/549,12/2049,0.75,2.7991803278688523,3.7807270214394553,6.611566916720433e-4,0.03589332663685711,0.03269808841823989,C3/IGHG1/HLA-DRB1/GPX1/HMGB1/PSMA1/KARS1/GNAS/PARK7,9,GO:BP,C1
HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,31/279,64/1024,0.484375,1.7777777777777777,3.930716150478196,1.5127684132180413e-4,0.006353627335515774,0.004936402190500977,FBP2/GAPDHS/SLC16A3/SLC37A4/IDH1/BPNT1/CYB5A/LDHA/SOD1/PGK1/ALDOA/ENO1/DCN/ENO2/TXN/VCAN/PKM/PGAM2/PGAM1/MPI/GPC1/AGL/GLRX/TALDO1/MDH1/ME1/ALDH9A1/TPI1/PRPS1/FKBP4/GMPPB,31,Hallmark,C1
HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,28/279,59/1024,0.4745762711864407,1.7418139845695888,3.5902041747989553,5.013897999786652e-4,0.01052918579955197,0.008180570420704539,IDH1/CYB5A/CFB/CA2/APOE/RBP4/MT2A/CAT/ALDH2/FBP1/HMOX1/ADH5/FAH/COMT/FBLN1/ACP1/EPHA2/BLVRB/DDT/ALDH9A1/PGD/AKR1C2/ITIH4/KARS1/PTGES3/CNDP2/NDRG2/SAR1B,28,Hallmark,C1
HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,21/279,42/1024,0.5,1.8351254480286738,3.3805113715374,0.001132133339343378,0.01572495718801933,0.012217385283924794,CP/CFB/CA2/SERPINA1/C3/SERPING1/S100A9/CTSD/CFH/LTA4H/CLU/LAMP2/CD59/GPD2/PREP/ME1/USP14/CDH13/GNB2/STX4/USP15,21,Hallmark,C1
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,13/279,22/1024,0.5909090909090909,2.1687846203975236,3.3897974605804118,0.0014976149702875551,0.01572495718801933,0.012217385283924794,OXSR1/SOD1/CAT/TXN/GPX3/PRDX6/PRDX2/GLRX/GPX4/GCLM/PRDX1/PTPA/TXNRD1,13,Hallmark,C1
