ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,ONTOLOGY,module,has_bp,neg_log10_padj
GO:0016054,Organic Acid Catabolic Process,52/288,83/2061,0.6265060240963856,4.4834337349397595,13.052958048743616,6.631009116056408e-26,6.219886550860911e-23,6.055158324398878e-23,BCAT2/ECI2/MLYCD/GLUD1/GOT2/PCCA/PCCB/DBT/ACADM/ETFA/GLUL/ACADS/GOT1/CPT2/GPT/ACAT1/MPST/IVD/ECHS1/HIBADH/HMGCL/DLST/ETFB/HADHA/ECI1/ACAA2/CRAT/ACADSB/ACADVL/ALDH5A1/SLC16A1/HADHB/PLIN5/ALDH6A1/ECH1/AUH/ADIPOQ/ETFDH/DECR1/TST/HADH/HIBCH/DCXR/ECHDC2/ADHFE1/CPT1B/GCDH/MCEE/MCCC1/MCCC2/NAGK/ACAD8,52,BP,blue,TRUE,22.20621753665716
GO:0046395,Carboxylic Acid Catabolic Process,52/288,83/2061,0.6265060240963856,4.4834337349397595,13.052958048743616,6.631009116056408e-26,6.219886550860911e-23,6.055158324398878e-23,BCAT2/ECI2/MLYCD/GLUD1/GOT2/PCCA/PCCB/DBT/ACADM/ETFA/GLUL/ACADS/GOT1/CPT2/GPT/ACAT1/MPST/IVD/ECHS1/HIBADH/HMGCL/DLST/ETFB/HADHA/ECI1/ACAA2/CRAT/ACADSB/ACADVL/ALDH5A1/SLC16A1/HADHB/PLIN5/ALDH6A1/ECH1/AUH/ADIPOQ/ETFDH/DECR1/TST/HADH/HIBCH/DCXR/ECHDC2/ADHFE1/CPT1B/GCDH/MCEE/MCCC1/MCCC2/NAGK/ACAD8,52,BP,blue,TRUE,22.20621753665716
GO:0044248,Cellular Catabolic Process,54/288,95/2061,0.5684210526315789,4.067763157894737,12.33580113931745,6.119129821275266e-24,2.8875193729360833e-21,2.811045961196333e-21,BCAT2/ECI2/MLYCD/GLUD1/GOT2/PCCA/PCCB/DBT/ACADM/ETFA/GLUL/ACADS/GOT1/CPT2/GPT/ACAT1/MPST/IVD/ECHS1/HIBADH/HMGCL/DLST/ETFB/HADHA/ECI1/ACAA2/CRAT/ACADSB/ACADVL/ALDH5A1/SUCLG1/SLC16A1/HADHB/PLIN5/ALDH6A1/ECH1/AUH/ADIPOQ/ETFDH/DECR1/TST/HADH/HIBCH/DCXR/ECHDC2/ADHFE1/CPT1B/GCDH/MCEE/MCCC1/MCCC2/SUCLA2/NAGK/ACAD8,54,BP,blue,TRUE,20.539475093322825
GO:0019752,Carboxylic Acid Metabolic Process,92/288,243/2061,0.3786008230452675,2.7093621399176957,11.431830178111277,6.4248744421221676e-24,2.8875193729360833e-21,2.811045961196333e-21,CES2/BCAT2/IDH3B/CS/ECI2/MLYCD/GLUD1/GOT2/PCCA/PCCB/FABP3/LDHB/GPX1/FH/DBT/ACADM/ETFA/GLUL/ACADS/GOT1/ACO1/MMUT/CPT2/GPT/ACAT1/MPST/IVD/ECHS1/SDHA/HIBADH/ACSL1/HMGCL/DLST/ETFB/MDH1/MDH2/HADHA/ECI1/ACAA2/CRAT/ASPA/ACADSB/IDH2/ACADVL/ACOT2/IDH3A/IDH3G/GALK1/ALDH5A1/SLC16A1/HADHB/GSTO1/PLIN5/ALDH6A1/ECH1/ASAH1/AUH/ADIPOQ/ETFDH/DECR1/TST/HADH/HSD17B12/HIBCH/FAHD1/SLC27A1/DGLUCY/DCXR/ECHDC2/ADHFE1/CBR4/THAP4/HSD17B8/CPT1B/GCDH/ACSF2/ECHDC3/FAHD2A/MCEE/MCCC1/ACO2/MECR/BCL2L13/PCBD2/FN3K/L2HGDH/MCCC2/ACSS2/OXSM/SUCLA2/NAGK/ACAD8,92,BP,blue,TRUE,20.539475093322825
GO:0043436,Oxoacid Metabolic Process,93/288,248/2061,0.375,2.68359375,11.39041977243553,7.695947156013015e-24,2.8875193729360833e-21,2.811045961196333e-21,CES2/BCAT2/IDH3B/CS/ECI2/MLYCD/GLUD1/GOT2/PCCA/PCCB/FABP3/LDHB/GPX1/FH/DBT/ACADM/ETFA/GLUL/ACADS/GOT1/ACO1/MMUT/CPT2/GPT/ACAT1/MPST/IVD/ECHS1/SDHA/HIBADH/ACSL1/HMGCL/DLST/ETFB/MDH1/MDH2/HADHA/ECI1/ACAA2/CRAT/ASPA/ACADSB/IDH2/ACADVL/ACOT2/IDH3A/SULT1A1/IDH3G/GALK1/ALDH5A1/SLC16A1/HADHB/GSTO1/PLIN5/ALDH6A1/ECH1/ASAH1/AUH/ADIPOQ/ETFDH/DECR1/TST/HADH/HSD17B12/HIBCH/FAHD1/SLC27A1/DGLUCY/DCXR/ECHDC2/ADHFE1/CBR4/THAP4/HSD17B8/CPT1B/GCDH/ACSF2/ECHDC3/FAHD2A/MCEE/MCCC1/ACO2/MECR/BCL2L13/PCBD2/FN3K/L2HGDH/MCCC2/ACSS2/OXSM/SUCLA2/NAGK/ACAD8,93,BP,blue,TRUE,20.539475093322825
GO:0061061,Muscle Structure Development,49/168,158/2061,0.310126582278481,3.804588607594937,10.926756347280302,8.694586521946669e-19,1.4267816482514486e-15,1.3417119832814546e-15,TCAP/ACTN4/SVIL/COL3A1/LMNA/MYL3/TPM1/LAMC1/MYH3/COL6A1/COL6A3/ACTN1/MYH7/TNNT1/NID1/DES/TNNI1/NEB/LAMA2/TMOD1/ACTN2/TNNT3/MYOM1/MYOM2/LAMB2/MYL6/ACTB/TNNC1/ACTA1/H3-3A/MYBPC1/ACTN3/PPP3CA/LMOD3/ITGA7/CACNA1S/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/SMYD1/TTN/PDLIM5/SYNPO2L/MYOZ1/MYOZ2/PDLIM7/TMOD4,49,BP,green,TRUE,14.845642485340402
GO:0042692,Muscle Cell Differentiation,37/168,102/2061,0.3627450980392157,4.450105042016807,10.644570183317388,1.1442309735285666e-16,9.388415137801889e-14,8.828645301015151e-14,TCAP/ACTN4/LMNA/TPM1/LAMC1/MYH3/COL6A1/ACTN1/TNNT1/NID1/NEB/LAMA2/TMOD1/ACTN2/TNNT3/MYOM1/MYOM2/LAMB2/ACTA1/H3-3A/MYBPC1/ACTN3/PPP3CA/LMOD3/CACNA1S/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/SMYD1/TTN/PDLIM5/SYNPO2L/MYOZ1/MYOZ2/TMOD4,37,BP,green,TRUE,13.027407714975613
GO:0055001,Muscle Cell Development,31/168,75/2061,0.4133333333333334,5.070714285714286,10.69607833657564,6.541075531522573e-16,3.575924604728905e-13,3.362715590963518e-13,TCAP/ACTN4/LMNA/TPM1/MYH3/COL6A1/ACTN1/TNNT1/NEB/TMOD1/ACTN2/TNNT3/MYOM1/MYOM2/ACTA1/MYBPC1/ACTN3/PPP3CA/LMOD3/CACNA1S/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/TTN/PDLIM5/SYNPO2L/MYOZ1/MYOZ2/TMOD4,31,BP,green,TRUE,12.446611646502346
GO:0055002,Striated Muscle Cell Development,29/168,66/2061,0.4393939393939394,5.390422077922078,10.797413547627691,8.716452418595748e-16,3.575924604728905e-13,3.362715590963518e-13,TCAP/LMNA/TPM1/MYH3/COL6A1/TNNT1/NEB/TMOD1/ACTN2/TNNT3/MYOM1/MYOM2/ACTA1/MYBPC1/ACTN3/PPP3CA/LMOD3/CACNA1S/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/TTN/PDLIM5/SYNPO2L/MYOZ1/MYOZ2/TMOD4,29,BP,green,TRUE,12.446611646502346
GO:0030239,Myofibril Assembly,23/168,44/2061,0.5227272727272727,6.412743506493506,10.809454576710808,9.63639567627153e-15,3.1626650609523167e-12,2.9740960129292758e-12,TCAP/TPM1/MYH3/TNNT1/NEB/TMOD1/ACTN2/TNNT3/MYOM1/MYOM2/ACTA1/MYBPC1/LMOD3/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/TTN/SYNPO2L/MYOZ1/MYOZ2/TMOD4,23,BP,green,TRUE,11.49994679919475
GO:0036211,Protein Modification Process,81/319,327/2061,0.24770642201834864,1.6003853786201143,5.063890584670119,1.0715318322939212e-6,0.00221485629735153,0.00221485629735153,FXYD1/EEF2K/MAPK13/TPPP/EPM2A/LYPLA2/OXSR1/BAG2/F13A1/FN1/TFRC/DBI/ARAF/DMD/UCHL3/PPP3CB/WARS1/DNAJB2/MAPK3/AKT2/KRT2/CRKL/BAG6/STT3A/METAP2/UBE2D1/RPS6KA3/NPEPPS/UBE2D3/UBE2M/UBE2N/PKIA/UFM1/RPS7/UBE2G1/SNRPD3/RAP1A/SKP1/EIF4G1/PRKCQ/ILF3/GPS1/PRKAA1/PAK1/UBE2V1/SNTA1/NAE1/CUL2/MOGS/BLMH/TRIM25/STK38/UBE3C/MYLK/UBE2V2/FAM98B/COPS6/COPS5/USP13/UBE2F/CHP1/MACROD1/WDR77/HINT2/NAA15/ASPSCR1/UBE2O/TOLLIP/MYLK2/UBE2Z/COPS7B/HHATL/UGGT1/RNF181/DPM3/SAE1/TBC1D24/UBQLN1/SNX6/ARIH1/PPME1,81,BP,turquoise,TRUE,2.6546544460963597
GO:0043412,Macromolecule Modification,81/319,337/2061,0.2403560830860534,1.5528961982456302,4.747826058818826,4.147229369144531e-6,0.00428616155301087,0.00428616155301087,FXYD1/EEF2K/MAPK13/TPPP/EPM2A/LYPLA2/OXSR1/BAG2/F13A1/FN1/TFRC/DBI/ARAF/DMD/UCHL3/PPP3CB/WARS1/DNAJB2/MAPK3/AKT2/KRT2/CRKL/BAG6/STT3A/METAP2/UBE2D1/RPS6KA3/NPEPPS/UBE2D3/UBE2M/UBE2N/PKIA/UFM1/RPS7/UBE2G1/SNRPD3/RAP1A/SKP1/EIF4G1/PRKCQ/ILF3/GPS1/PRKAA1/PAK1/UBE2V1/SNTA1/NAE1/CUL2/MOGS/BLMH/TRIM25/STK38/UBE3C/MYLK/UBE2V2/FAM98B/COPS6/COPS5/USP13/UBE2F/CHP1/MACROD1/WDR77/HINT2/NAA15/ASPSCR1/UBE2O/TOLLIP/MYLK2/UBE2Z/COPS7B/HHATL/UGGT1/RNF181/DPM3/SAE1/TBC1D24/UBQLN1/SNX6/ARIH1/PPME1,81,BP,turquoise,TRUE,2.3679314636584268
