uniprot_id,protein,gene,description,OP_S06_Pre,OP_S11_Pre,OP_S12_Pre,OP_S17_Pre,O_S05_Pre,O_S06_Pre,O_S07_Pre,O_S10_Pre,O_S16_Pre,O_S17_Pre,O_S24_Pre,O_S28_Pre,O_S29_Pre,O_S32_Pre,O_S35_Pre,OP_S06_Post,OP_S11_Post,OP_S12_Post,OP_S17_Post,O_S05_Post,O_S06_Post,O_S07_Post,O_S10_Post,O_S16_Post,O_S17_Post,O_S24_Post,O_S28_Post,O_S29_Post,O_S32_Post,O_S35_Post,YP_S14_Pre,YP_S45_Pre,YP_S56_Pre,Y_S01_Pre,Y_S07_Pre,Y_S10_Pre,Y_S11_Pre,Y_S16_Pre,Y_S28_Pre,Y_S30_Pre,Y_S31_Pre,Y_S32_Pre,Y_S34_Pre,Y_S35_Pre,Y_S36_Pre,Y_S40_Pre,YP_S14_Post,YP_S45_Post,YP_S56_Post,Y_S01_Post,Y_S05_Post,Y_S10_Post,Y_S11_Post,Y_S16_Post,Y_S28_Post,Y_S30_Post,Y_S31_Post,Y_S32_Post,Y_S34_Post,Y_S35_Post,Y_S36_Post,Y_S40_Post,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,pi_score,sig_pi
A0A0U1RRL7,MMPOS_HUMAN,MMP24OS,Protein MMP24OS,NA,16.51843802011014,16.928898080054218,17.112569849750056,16.053313374274236,17.26109107969637,15.129354437052807,NA,16.339891564853975,16.325048011244714,16.448759226663867,16.33704029736431,16.93572514994148,16.188445489003286,17.79766138060955,14.833033524731198,17.181215420156594,16.600984360129633,17.229926212337826,17.157146525724116,16.130080755860348,16.347018650102246,NA,16.792601369191967,16.540367252715797,16.39316214858596,16.005315148765135,15.122997873585094,15.740635642338498,16.365422849902735,NA,NA,15.892262326479868,15.786809047938949,NA,NA,NA,NA,NA,16.30502728955746,16.46472793743281,16.489878256074558,NA,NA,15.77905708667712,16.047997667783676,15.87178963897199,NA,15.059368756414369,16.430552176531844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42465873966565937,-0.1789948394482237,1.0283123187795424,16.322800375097536,1.4253594264865084,-5.1264140369250235,0.16243044084940952,0.3738197849798707,0.4621713527867996,0
A0FGR8,ESYT2_HUMAN,ESYT2,Extended synaptotagmin-2,16.570408449107823,17.043642185271615,17.147277525573028,17.030707220283034,16.694303037022834,16.990521409048995,16.82388527414618,16.871096816103428,16.67067160240053,17.37947800116857,17.12822594337359,16.91405228441386,16.9394746923626,17.181941850721454,16.83973237405576,17.089635919612835,16.801277116132933,17.576896084765124,NA,16.610929526082153,16.889326784633628,17.133698996519435,16.591145124833695,17.12124894513325,17.081436853273036,17.348770858436616,NA,17.35093597005135,16.80108568946391,17.250696634623385,NA,NA,17.235768033933837,NA,NA,16.99751070194731,17.73635790915195,17.32948350565933,NA,17.017227198198114,16.944883698822732,NA,NA,NA,NA,NA,16.80263619695198,NA,17.966169738173047,17.345511751906493,NA,17.148677271874472,17.034843469000208,NA,16.99816281121034,17.69870284632621,NA,18.02145223378488,NA,NA,16.71032133415821,17.481744030285544,-0.23622249176809262,-0.5534296079183599,0.08098462438217469,17.098680815909077,-1.5008128755176615,-5.005911114042886,0.14054294736584264,0.34443607610516475,0.6290618270639726,0
A1L0T0,ILVBL_HUMAN,ILVBL,Acetolactate synthase-like protein,NA,15.87171189220051,16.97335690747446,17.814245651987434,NA,17.276540221147364,NA,NA,NA,16.792306286315817,17.304477001580352,NA,16.585603374736248,NA,16.529469548462657,NA,16.171525536063875,16.97147095783356,17.144313225597777,16.692162192085338,17.278781304620296,16.91843936570914,15.811144083082798,16.104711635334596,16.949370691699258,16.767780095881548,17.227842683557434,NA,16.8302397152302,16.80331297291153,16.212654064783948,NA,16.753157565328564,NA,NA,NA,NA,17.271151754383414,17.447534251532787,17.267794776699777,17.338078753821936,17.049407879403795,NA,17.6810556994475,17.055460749317817,17.147646386515188,16.82564761844334,16.96770309635677,16.986919545830094,17.372008815757972,NA,NA,17.110103718698948,17.12947855310969,16.170256614927027,17.714671281191947,17.379471016711253,16.949855537015704,17.35907989785479,18.037139649207667,17.33338632539698,17.74543594772246,-0.2564303227485496,-0.6790856172674169,0.1662249717703177,17.00275344095493,-1.221965796136389,-5.37614690927538,0.2280800648789337,0.4597994012722165,0.6845325852044288,0
A1L4K1,FSD2_HUMAN,FSD2,Fibronectin type III and SPRY domain-containing protein 2,17.797433274303064,17.693425034651074,16.93259679924407,18.171271830253467,17.540523841044088,17.900581165074605,17.901226745336484,17.274300196696554,17.911398910847176,17.85059865373053,16.318117233912815,18.45808153774237,17.988281174946103,17.43522596544944,17.635169211130624,17.41500456212805,17.963179965146406,17.593694392696612,17.915098317823006,17.764800484283832,17.874695972459143,18.155756327250614,17.337025071842223,17.96162248931002,17.66700363528882,18.02217099724684,18.03394860308498,17.423551482430852,18.004773721669444,17.642076712494276,18.071549109023422,18.859156629631173,18.139099001417588,18.66205955865228,NA,NA,NA,18.508305886683896,18.66846215693061,17.48198063966006,18.0194000686109,18.295355278367794,NA,18.116251048464033,18.42760852026842,17.78079937993178,18.098837238241867,18.34149169075984,18.180865355816415,18.50215053292248,NA,NA,18.87391434057992,18.862177020685017,18.522825514965856,17.976108239736803,18.241822186793033,18.08323553619071,18.567115285677755,18.12218086512089,18.11991537532201,17.618386246167294,-0.6185352690273334,-0.9181061869321695,-0.3189643511224972,17.977208696716776,-4.136130628417086,1.0230563069818857,1.195662329998196e-4,0.0035617265182340627,0.0037485434332166414,-1
A2RTX5,SYTC2_HUMAN,TARS3,"Threonine--tRNA ligase 2, cytoplasmic",NA,15.329626861733397,15.56971675263534,15.263658674451705,15.801446962501002,15.992169653943982,14.994791738953886,NA,15.327237748252696,15.805374369253682,14.575166932208116,15.601056693230566,15.744791784277131,15.945729828660122,16.029356073248838,15.1220115203546,15.690448092505031,15.322861118914686,16.01222251677709,15.89321583997958,15.612671110429734,15.855032733758325,15.04411661582882,15.298251117170032,15.721351965011378,15.722128550709323,15.272473692059634,15.17975604423737,15.331891734968536,15.156103321764324,NA,NA,16.40289347793274,NA,NA,NA,NA,14.860203828614356,14.84849801282774,15.354627059234474,NA,NA,NA,15.669945967835226,NA,NA,15.88982125512292,NA,15.247359930621254,15.85375838859084,NA,NA,15.24010302067426,15.503489330882717,NA,15.167092583190955,NA,15.395721002660355,NA,NA,NA,NA,0.061212287435511215,-0.38364971756980654,0.506074292440829,15.491204347650172,0.27809198690266557,-5.950908175636344,0.7823734414995496,0.8848769137815762,0.9850893712499007,0
A3KMH1,VWA8_HUMAN,VWA8,von Willebrand factor A domain-containing protein 8,NA,21.69651509446656,21.734941220623693,22.38754905015586,NA,22.4545150025938,NA,NA,21.52920426970357,21.47222414554969,20.93361878412533,NA,NA,21.837679672570367,21.747980752806395,20.868076795434245,22.055900188627625,21.7954468159089,21.420589063012336,21.468523100288376,21.71533168789024,21.537647808659106,21.41124624527717,20.814249911780283,22.057255334168364,NA,NA,20.836891796834944,21.44107184402648,21.42154263838593,NA,NA,21.3558611377534,NA,NA,NA,NA,21.357307831951264,NA,20.566289201910024,NA,NA,NA,NA,NA,NA,20.73730726023112,NA,NA,NA,NA,NA,21.079194366971237,21.517785817129784,NA,NA,NA,NA,NA,NA,NA,NA,0.663924807022422,0.09175098451126018,1.2360986295335836,21.47327667281558,2.3767967561323293,-3.3808594758740127,0.0245309389780649,0.11845419164065586,0.08528866027074875,0
A5YM72,CRNS1_HUMAN,CARNS1,Carnosine synthase 1,19.075355230258847,NA,20.6692799599156,20.84431371547692,18.850941268929866,19.5062069557235,19.235267475897466,NA,NA,19.93420228421769,19.438733714352477,19.295858535900063,NA,20.78496185363778,19.45535395302549,20.56872583798567,20.24724533715365,20.581410262089715,20.010902113815956,20.07699547263851,20.649436603061258,20.638504769330805,18.888368801136888,18.839961655257007,20.840464801612736,20.55142359838648,20.697148198076487,19.642098612093253,19.536852327796908,19.97166712653739,NA,20.46059782116005,20.54604667827489,NA,19.24600622634902,19.81511513960049,20.817979770810975,21.109320387325123,20.577489602977064,NA,19.661959192192224,19.269764271569667,19.780866438330072,NA,19.662489523551056,19.988370024754857,19.980969888728104,20.977342975816676,20.750594264515556,20.82052083049483,20.44915101121961,22.164707563989072,20.37273215817448,21.30979376891063,NA,20.617356097166,21.09908062035845,20.557167273094315,20.81142073774602,20.461837438491628,20.505649308456555,21.397984671940204,-0.3743817219017487,-0.8962481626538091,0.14748471885031178,20.227245172647276,-1.4388882076872795,-5.21475640942299,0.15605959342788064,0.3659268737250195,0.49886461207219424,0
A6NCE7,MP3B2_HUMAN,MAP1LC3B2,Microtubule-associated proteins 1A/1B light chain 3 beta 2,NA,20.510562498067856,20.78997834700675,20.174876793106208,20.478641995773515,20.92011905188607,20.124609727420708,20.598812083451467,20.81166433399572,20.74273971295176,20.1514149167827,NA,21.032998890652205,20.920486138769185,20.895096550551497,20.89011584712752,20.905970688056986,20.194108466029164,NA,20.15834041027991,20.922261157484627,NA,20.07383275408124,20.849496878390735,20.708504886510717,20.840915007385792,NA,20.73531951366134,21.17178349277024,20.80091467597064,NA,NA,20.666910410161805,NA,NA,20.667935419281356,NA,NA,NA,NA,NA,21.586956209481137,NA,21.573718954876405,NA,NA,20.568329655884344,NA,20.641465869486936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4847109822489628,-0.8960556353143649,-0.07336632918356062,20.713189720559242,-2.4032074808297277,-3.3865647420933387,0.02241925844489071,0.11053903785267191,0.15868212321048475,0
A6NDG6,PGP_HUMAN,PGP,Glycerol-3-phosphate phosphatase,23.598661892902378,22.97340553295242,22.750133060088352,23.3122628497778,22.524123559727705,23.20940519464031,22.93430160924729,22.820729991974943,23.18446089596935,23.07932297031576,23.093655978587403,23.20806874579313,23.098003138743547,23.259125802659007,22.840379104544507,23.674062567431864,22.789141528014607,22.806222929953947,23.378586777583095,22.854997522710637,22.69532398273653,22.844253848648197,22.8334570318648,23.186339852662023,23.22413783724954,22.805765445115743,23.317795626460903,23.12536439817095,23.19883996159402,23.033728639974957,22.818752128127255,23.354280298267433,22.672648412045607,22.525193816966524,23.091708247319197,22.66566698070041,23.251095465757594,22.912936942197376,23.186792676046068,22.34679503351705,23.11999999347102,22.74932633379569,23.227083308594995,23.077447941626357,22.906582225108753,23.19678536358919,22.919596846429556,23.407332030086792,22.96298732081549,22.76124843456979,22.88267784842099,23.103336387818356,23.03229111393427,23.030581380286776,23.083874378617224,22.79808231908771,23.008850563435512,22.901639583712377,23.29750948195589,22.858815869375,23.115790660843576,22.900587465153055,0.11729566416715898,-0.0608176734538754,0.29540900178819335,23.01326379241562,1.3164037209445576,-5.500965485892545,0.19288276967572607,0.41206773521632384,0.8244570169008292,0
A6NNS2,DRS7C_HUMAN,DHRS7C,Dehydrogenase/reductase SDR family member 7C,21.339785509271447,21.83007516484715,21.67786008988376,21.23817553820905,21.77276254707695,21.28728447111121,22.003692119194664,21.653124619209937,21.8267666744833,21.516077979700064,20.900389626634723,21.931972865225767,21.327532932743793,21.81891781477152,21.449650768963927,21.775691188380115,21.080160355150213,21.68602647493836,20.877125933666235,21.564194473204868,21.19625652581267,21.61470018997511,21.319059638430915,21.54389294800821,20.883937198621492,21.450412024257812,21.94748436014176,22.209029897980088,21.369453564169724,21.08360306669581,21.80971705704072,22.278938753544217,21.38169311699443,22.25672652562285,20.932838465361648,22.08097294721666,22.331795019060326,21.96556522520446,21.964058853479848,21.528346997467903,20.774573322977695,21.869550885779756,22.045097199483116,21.7197851345078,21.908558261733393,22.684762484239236,21.545636522927243,22.09347518958866,20.571934655922405,22.135055460624823,21.400599356011696,21.734362704827983,21.574740753576833,21.737211118246737,22.350585032481295,21.56435125221284,21.786026561722544,21.97563740255874,20.897630188033947,21.9361599168056,21.532922980561914,22.23660124104499,-0.2693855327751784,-0.569116037715886,0.030344972165529227,21.641629147542314,-1.7965814344202153,-4.793712967718219,0.07727197449151103,0.2385842716051764,0.5017059096335559,0
A8MU46,SMTL1_HUMAN,SMTNL1,Smoothelin-like protein 1,23.363281167429765,23.94622357739112,23.047643429228483,21.418741965026133,24.030848926926954,22.27859389861088,23.8412379468406,23.849259167934395,23.39766772493163,23.478000730507276,23.706756836061437,23.721758375528804,23.500174976116956,23.22224537204701,23.30136298509479,22.49757058647136,23.328215545453325,22.622646827442583,21.869866659167965,23.550485108471975,22.73572118462012,23.05438782465924,24.277848195760395,22.90463743199241,22.79714478912173,23.48215667177656,22.850653586321197,23.978272930217933,24.076364576821305,23.83864352997008,23.22361362801438,23.768230734620705,23.76958032187174,23.72253094716525,23.433706527793372,23.99861566508156,21.253490795483433,23.74944624273474,23.848622102567685,24.400929500147992,23.245735288359008,23.88280050670491,23.317665021150653,23.557087342616228,23.668514723038307,23.63472712590749,23.139518757914555,23.77307543506781,23.067929319454695,23.434096569437592,23.062276101986907,23.3198066725576,22.86246347871342,24.04730506474808,23.93368228726599,24.24550706241285,22.815660393925633,24.439930336779963,24.13729140672644,23.19461722592267,24.174617502271957,23.54041665820988,-0.1805222616388562,-0.6128994691008446,0.25185494582313217,23.41341779475158,-0.8345868891240772,-6.001438365078223,0.4071535516219351,0.6276455988924146,0.850261809448925,0
A8MXV4,NUD19_HUMAN,NUDT19,Nucleoside diphosphate-linked moiety X motif 19,NA,17.308733071248582,17.140329664414597,17.4171778153164,16.609930500854453,17.206943796326517,NA,16.11563585752191,NA,16.044295384182025,16.43291603386987,16.33380687779484,17.405111246654908,17.396106670807548,17.95231309718307,NA,17.903405319523845,17.595142854310858,NA,17.25584548313674,17.428900952785778,16.50672030157591,16.844091097115662,16.831063773490676,17.15095654960339,17.08520035368361,16.73465534543131,NA,15.779469021687907,16.728662221474494,NA,NA,16.80280281478805,NA,18.663593779710936,18.16714508563424,17.060184828687696,NA,17.28845270312345,NA,17.873085170680422,NA,NA,16.98689948203518,16.63308216319583,17.335465468929737,16.556746536688788,17.169811205643843,16.954980984619795,16.593594594542246,NA,18.432474054450857,NA,16.825785971943723,NA,NA,NA,NA,17.065835161811375,17.31563768489158,NA,17.23066756621398,-0.4449598852538763,-0.9626884569163368,0.07276868640858414,17.09913472732349,-1.7344062478126026,-4.733354473485197,0.09017712782971118,0.26126661008197144,0.34281499771909973,0
E9PAV3,NACAM_HUMAN,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",23.11244572503163,23.47638661688214,23.531927570057043,23.402526590471997,23.74290033035316,23.282403530607656,23.453180636142378,23.54176437720228,23.32913628742107,23.455250786134613,23.306457277350415,23.51940238033271,23.678061095012293,23.468872714511416,23.55956786200766,23.5809374562676,23.29003103295348,23.470593682241883,23.549689184946008,23.626468279264813,23.773845402005964,23.46940853613467,23.608175404530986,23.239482373049867,23.565811145685185,23.790086664359823,23.33234438905104,23.322168583136232,23.54930307197642,23.839438811413803,23.48413469931307,23.682724377931027,23.765958669778563,23.703403255955287,24.081049986580688,23.846146308302224,24.151902680934473,23.678731246731317,23.667488559949284,23.719480577798254,23.514340515908597,23.751534718689527,23.74541340091908,23.53584735026194,23.711406101034378,23.509451921242803,23.53365256533842,23.772392566446538,24.195050430585223,23.801097623242793,24.135632774456496,24.50320647683671,23.53809810774171,23.8069853576176,23.73511903843227,24.021012164077135,24.168222666167047,24.07747798290207,24.074594448582427,24.090716805352972,23.788182340694775,24.12942178829686,-0.26741294013163497,-0.42761492786748456,-0.1072109523957854,23.67399911781674,-3.336707234325456,-1.311361578674191,0.0014361939756486774,0.018635277659490506,0.1737008713676649,0
L0R6Q1,S35U4_HUMAN,SLC35A4,SLC35A4 upstream open reading frame protein,18.75604656735368,18.710268608584546,18.61817343802472,19.06608268998789,18.93510520254392,18.694067065034805,17.771394115749743,18.565027714434684,18.45509670171074,18.40492557857396,18.17352707760547,NA,18.534109117995374,17.77614144719623,18.911267830078348,NA,18.95727781038425,18.783568015332005,19.21341904173805,18.32051675947175,18.29872672258398,18.170628622080898,18.345040713563776,19.126803098209276,18.472095090148937,NA,18.700250220355517,NA,18.827180406488175,18.65908234626599,19.15828001900458,NA,18.57059706458995,18.91307472617897,NA,NA,NA,18.800239101293716,18.54922271332769,19.02539163544189,18.560291284780995,18.308742404679677,19.420923246754175,18.738500840596306,18.490319707715894,18.07252336992747,18.46230821544841,18.537079791303672,18.676486238707422,18.507029557874738,19.795842778296052,NA,NA,19.122831817544235,18.190483749588807,18.518692975337505,18.43408243095676,18.987283422556914,19.31664016475729,18.7282500065611,18.589302171176517,17.711211691318656,-0.21239328046875983,-0.5272554119069648,0.10246885096944519,18.64291256013877,-1.3535894754347595,-5.3740907277618835,0.18171960085633174,0.40024095965708006,0.6961485346591201,0
O00151,PDLI1_HUMAN,PDLIM1,PDZ and LIM domain protein 1,23.249274100364897,23.120533219960105,22.35169894780296,22.57906895417761,23.192026040563658,23.437985472442232,21.217405101757866,23.11202715925532,23.972419282766076,23.01340878101005,22.679671933197888,22.251891639266585,23.657276993041563,22.728252910699783,23.469925560207365,22.589552692854305,23.3890921299836,22.41066289731825,22.39109282070913,23.138564508525725,23.694640056049145,22.456280016149023,22.283548733028333,23.90394827844008,23.166415732269435,22.897328491908382,21.811199970260457,22.35275365527552,22.895465308971357,22.706664431968605,21.935391259765822,20.600638164818346,21.78816053598064,22.126340106794995,21.946855383924465,22.142392950966553,21.69665401147995,22.25919640546965,22.4012930405059,22.807102629988737,22.65192258868726,22.098620745966223,21.385931428321538,21.129803815733588,21.78575765565882,21.89774852688775,21.70329309440852,20.772157883010273,21.263646185656707,22.31512439718161,23.054475471191537,23.075515132898385,21.832036868832123,21.973058971506397,21.930515912819946,22.304676026111668,21.69101596830209,20.93143553578458,21.535214003486733,21.436058706061008,21.65511699026756,21.72598196774982,0.998153616971944,0.586596772144496,1.409710461799392,22.35440658365233,4.848095208991264,3.4225144923805013,8.716503295753175e-6,7.503580674389877e-4,8.906034328808074e-6,1
O00159,MYO1C_HUMAN,MYO1C,Unconventional myosin-Ic,NA,18.694549848287917,NA,18.94648929997312,19.153028064941804,18.888542131585417,18.251133352625335,17.944062535698166,18.855271585942535,18.724992177930364,17.857460196339243,18.648703433790597,18.905855882742895,18.72025164395969,18.75803799609033,18.485565189509945,18.777968126025662,18.35888759934234,18.754580920699283,18.41123799128629,18.42630064274648,18.004556124150145,18.287032008159507,18.57152706020795,18.484316387402668,18.77601531710708,18.671660933850312,18.514728290849902,18.876647870141845,18.11861287697713,18.47541386680123,NA,18.685669532766877,NA,18.788180681694108,18.9076904035123,18.582547854320765,17.971238466803744,18.01628967018467,17.767211730701444,18.30057623780801,18.330463781030396,18.47038513514357,18.494195826591113,17.856975271765016,NA,18.91002495620075,NA,19.157700792522466,NA,18.59642622117281,19.733313055154508,18.130469255356857,NA,18.503701597052093,NA,NA,18.43627795036072,NA,18.17822119366714,17.70083937954167,NA,0.2809490127897831,-0.020231845466538778,0.582129871046105,18.517236566970322,1.8736138792855026,-4.5944665039770385,0.0668314520070648,0.21982662674174505,0.4676054270602194,0
O00168,PLM_HUMAN,FXYD1,Phospholemman,19.15978912080063,20.050074123549255,20.219635937915005,19.74924507717369,19.14194129693349,19.837801220982712,NA,18.726989599568935,18.511125358752615,20.038538855769986,18.62241856216722,20.037736612855568,19.556867481512448,19.99159547080626,19.520451744216157,19.316180026072978,19.435976936869302,20.621360708604968,NA,19.40069132688083,20.20008625854243,20.060446308967485,19.339040376609073,19.42896397644572,19.86491247267991,18.790875827130584,19.049026385561415,19.31436979645353,19.047464985117415,20.18456854626468,20.078065880008943,NA,20.45266945079055,20.48405724620339,20.77875759121186,20.55135755932494,20.144150433423867,NA,19.884172112625187,19.08693761004774,19.740032509158944,20.498630902591483,20.26063063283757,18.815878639395297,19.76092903847593,20.587621002866793,19.932637452564386,NA,19.09414906964177,20.094081744952792,21.068588644625247,20.979319826487213,NA,20.30587489924189,20.54908572715607,19.649070056773713,20.713493675035288,20.97326678387854,20.71261292107684,18.79857567514598,19.456208893776232,20.38608370390129,-0.5780924430221681,-1.0102305591701313,-0.145954326874205,19.840269894257567,-2.67981088016418,-2.9789648576942644,0.009654425369494507,0.06417016570153274,0.06838889370266209,0
O00186,STXB3_HUMAN,STXBP3,Syntaxin-binding protein 3,18.345035851738903,18.612489775996625,18.4304634031168,17.629341164711594,18.519416041860634,18.12379268370051,18.383341826999196,18.73451804801744,17.858294797805975,18.4438485366324,18.11547079269328,18.71877114123541,18.30859624985994,18.102816472860688,17.79202629548139,18.88944922008068,18.64003726457401,18.309585728183286,NA,18.37195229452279,18.122577186672384,18.519845965309297,NA,17.87385728734345,18.344395110641752,18.39245536631992,17.943274620469417,18.787115598753697,18.757916823178647,18.51035466106072,NA,18.440173656282877,18.384451022863573,18.253964548737255,18.54831230712073,18.36085843251261,18.305719927018995,18.61732600263699,18.20947753435428,18.390040613915627,NA,NA,NA,18.28026495065567,NA,18.52740636017654,17.92364176525916,NA,18.246361861347616,17.989359162885822,NA,18.188098775952437,18.34614662068211,NA,18.187815904934386,17.999424427207625,17.834785206430855,18.21862380606598,17.820203705858013,17.429023558833165,17.86988224408602,19.066477132962863,-0.09722195771479036,-0.34909942043437986,0.15465550500479913,18.288824610357736,-0.7745361268381304,-5.958802740312594,0.4421200042494181,0.6548205945290752,0.9237165417519965,0
O00217,NDUS8_HUMAN,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",22.282035734776464,23.074502741215884,22.67416053879987,23.338708906867307,22.455830050073256,23.63724053231003,22.045127590770903,22.817040972427098,23.0817960644352,22.06625647373697,22.36326727295348,22.623112206691207,22.730286996221412,22.80608942421985,22.998253699599843,21.708915111785785,22.91924625678946,22.44009848024671,22.937798708936633,23.265817837886388,22.617866377870953,23.26299198651378,23.218190392582443,22.98424054141479,22.499185394211462,22.71359879889038,22.686747444826533,22.616698578415377,22.63837943036591,22.41213780933047,22.984918032630407,22.639623248714297,22.913052003966445,22.75449844324968,23.049735568698928,22.578414320898705,23.384254828314766,23.331591662660035,22.40590267360507,22.2655312404188,22.68969005788457,22.44428478250951,23.0879499501442,22.40852009853296,22.30279203558936,22.672945547052446,22.106188302495255,22.474918121951458,21.38781041004592,23.085383665608926,23.112310362136483,22.40691933131282,22.670619420326553,23.62935782423997,22.737965764947656,21.90673482750656,21.75822228172594,21.938927843294152,22.22318715139567,22.4401145613907,22.38122246881801,22.244997423530396,-0.023950247236303568,-0.34458007785677214,0.296679583384165,22.650551719528423,-0.14931713889103576,-6.3316288695256935,0.8817878699100485,0.9402318675576341,0.9969915034149126,0
O00231,PSD11_HUMAN,PSMD11,26S proteasome non-ATPase regulatory subunit 11,21.187893826292022,21.784636798744863,21.84238157302009,21.76206211110797,21.77665607347586,21.60640903139554,21.968004401327647,21.674534382307733,21.692755689328944,21.992642115679686,21.59026692088384,21.848608611700243,21.641191538163955,21.73415448299031,21.736756188647373,21.69392777514883,21.837289994255563,21.923942503198585,21.554321201113932,21.72888911803323,21.77437492093868,21.714181719075633,21.68290976618437,21.839451954150302,21.65548997745584,21.939028809214555,21.693739082550337,21.826401401114307,21.961572270673347,21.969152708085375,21.767124473567737,21.78139455219706,21.754695072996658,21.87355188040294,21.72424489073939,21.596811311871768,21.668200618628653,21.88343415512878,21.78317951646267,22.178073191191203,21.678329810445163,21.899673855289308,21.758787926176232,21.82568871339662,21.83517629310777,22.041652360252456,21.864002717354424,21.952310014970003,22.193909099873157,21.855375738152137,21.072985155955607,21.69526075673148,21.697805149970257,21.78139799016697,22.119934426473304,22.13443379866368,22.268949104560495,22.0604763573651,21.93584678181802,21.901680307656537,21.93795310560232,22.282669936121977,-0.07819575406284685,-0.23072954195232362,0.07433803382662993,21.813526387250786,-1.02475654568876,-5.829736284735524,0.30945840859042173,0.5458753412583336,0.9123621538209394,0
O00232,PSD12_HUMAN,PSMD12,26S proteasome non-ATPase regulatory subunit 12,20.375012560522784,20.556124137019747,20.69853169098629,20.609517471095657,20.503294290074148,20.452896764445217,20.96465653246238,20.35662919624984,20.191846992189205,20.601540093376055,20.355143530100023,20.49271255025255,20.1806226113277,19.86080990419412,20.459448465471148,20.50077405582058,20.03853405307187,20.734123761935766,20.723715922658364,20.217203853980088,20.28523002917369,20.13634573367387,20.70319633567314,20.488901523587916,20.191173562629153,20.671442954637975,20.44374644082898,19.795740927337995,20.497441933761184,20.50816655070618,20.85592246535901,20.87263660514897,20.699378086058623,20.961816284681543,20.697561301713243,20.33350450245365,20.24596350306661,20.753964202706182,20.73846477961246,20.870352517945538,19.72524172448005,20.737266615165527,20.527658452501225,20.28462127948053,20.76544360671402,20.88500199178189,20.70880909042568,20.52953671313704,20.890648114732365,20.81111112986676,20.120598314815307,20.438506391664884,19.60897850140874,20.76292180789101,21.01190147774546,20.861094655682923,21.04459950544454,21.00157368334839,20.82212581735717,20.65715315489917,20.74739167645692,20.9288508461224,-0.16837087702944942,-0.39817431146497784,0.06143255740607903,20.54024392305018,-1.4645831843429296,-5.3042950264284165,0.1480854370755678,0.3550529157697376,0.7250007187782407,0
O00233,PSMD9_HUMAN,PSMD9,26S proteasome non-ATPase regulatory subunit 9,18.31637032854936,18.00876564787167,18.094683186303623,17.528451849061945,18.526166151923434,17.819556275140485,17.977253729528915,18.039784985860734,17.76699812935454,18.17731851714017,18.189898850078745,18.068674447554613,17.789661592620554,17.68876187797066,17.85960818332209,18.161907293111906,17.927433773376638,18.073735821111526,18.09675981388326,17.842790442151244,17.776961202651428,17.976181248642117,18.554439369757688,17.637469853819404,17.817837706569502,18.30749569969696,18.128886424631027,18.05966660447952,18.314954697722825,18.20798042831121,18.137730400879516,18.31072384451509,17.916028705210586,17.674998317646995,17.609847375008666,18.011468902221708,18.449430303272344,18.520987645226963,17.96338470589226,18.20624205030749,17.78229296996303,17.892190152133743,17.460390884939716,18.090707534783576,18.355143314873327,18.308111108613296,17.96425011568871,18.51656849883272,17.706713738975726,17.931735098399304,17.862095068039313,18.544835042145273,18.08227637443725,18.559252896960068,18.107726431964572,18.167968271350563,17.880773264115675,17.989587810947622,18.04901903861293,18.353894099483956,18.673648334188336,18.341919417985523,-0.04770538070181374,-0.2478100628051758,0.15239930140154834,18.067070900803444,-0.47655573444662375,-6.230939411164971,0.6353532224411559,0.7968350933973738,0.978594491715633,0
O00264,PGRC1_HUMAN,PGRMC1,Membrane-associated progesterone receptor component 1,NA,18.992494773791176,19.24801443806339,NA,19.51599323084175,NA,NA,NA,NA,18.757204406876937,NA,NA,18.704754766030614,19.37139782903646,18.608063541884047,19.40431562047479,18.87355651415624,18.444956527489943,NA,17.809425910310605,18.026342147590743,NA,NA,NA,18.887102474821788,18.34458519794328,18.580796611441876,19.53336949857549,19.865673135644677,19.845028849893428,NA,NA,18.21731166585814,NA,19.815716945946047,19.828755027234497,20.023613178841565,19.101995939371935,NA,18.246315473657543,NA,18.121940679870683,NA,NA,NA,18.190245627926952,NA,NA,18.960041693446698,NA,18.7247390287279,19.74346536308119,NA,NA,NA,18.75992475190376,NA,NA,NA,17.94707529240907,NA,18.982604273943014,0.08036733514484595,-0.6001707743264347,0.7609054446161266,18.921150638033946,0.24054281909000544,-5.97505168137763,0.8114428766966353,0.9018803015085974,0.9833481462788013,0
