gene,log2_fold_change,neg_log10_pvalue,pi_score,adjusted_pvalue,direction
PSAP,0.6804,5.303,2.46e-4,5.57e-4,Up
HMGCL,0.6639,5.4195,2.52e-4,5.03e-4,Up
SLC25A46,0.9433,3.8051,2.57e-4,0.004359,Up
CA3,0.6141,5.8296,2.63e-4,2.85e-4,Up
DCXR,0.71,4.9124,3.25e-4,8.92e-4,Up
KLHL40,-1.029,3.3479,3.59e-4,0.008395,Down
MT-ND4,-0.8165,4.1619,4e-4,0.002556,Down
EPDR1,0.729,4.6438,4.12e-4,0.001372,Up
NAXD,0.653,5.1768,4.17e-4,5.75e-4,Up
RPS27A,-0.8966,3.7594,4.26e-4,0.004601,Down
RPS10,-0.7401,4.547,4.31e-4,0.001667,Down
FNDC3A,-1.4686,2.2726,4.6e-4,0.043593,Down
FLNB,-0.8205,3.9909,5.32e-4,0.003452,Down
GPT2,1.683,1.8869,6.67e-4,0.077085,Up
ARHGDIB,0.737,4.2832,6.97e-4,0.002273,Up
ALDH6A1,0.7769,3.9879,7.98e-4,0.003452,Up
SYNPO2,-0.7581,4.0781,8.1e-4,0.002995,Down
NXN,0.5872,5.246,8.31e-4,5.57e-4,Up
TMX2,-0.7638,3.9789,9.14e-4,0.003469,Down
MYOM2,-0.6792,4.4409,9.64e-4,0.001976,Down
TNNT3,-1.1102,2.7089,9.83e-4,0.023359,Down
ACADM,0.6119,4.8044,0.001148,0.001051,Up
MYH3,-1.4367,2.0114,0.001289,0.065197,Down
PLIN4,0.6123,4.6694,0.001384,0.001332,Up
SELENBP1,0.5984,4.74,0.001458,0.001166,Up
CARM1,-0.8571,3.3023,0.001478,0.00917,Down
RPL24,-0.6611,4.2415,0.001571,0.002273,Down
EMC2,-0.7295,3.7958,0.001703,0.004396,Down
FXN,0.6213,4.4298,0.00177,0.001976,Up
FLNC,-0.7706,3.4858,0.002059,0.006911,Down
NRAP,-0.9053,2.9599,0.002091,0.015383,Down
PREX1,-0.8451,3.1236,0.002292,0.011874,Down
HMOX1,-0.9468,2.7822,0.002321,0.020662,Down
TPSB2,0.8179,3.1581,0.002613,0.011219,Up
TPM2,-1.048,2.4485,0.002715,0.033917,Down
VIM,-0.7439,3.4457,0.002733,0.007358,Down
SLC25A11,-0.6338,4.0437,0.002735,0.003187,Down
MYOM1,-0.6829,3.7467,0.002763,0.004622,Down
HADHA,0.476,5.3664,0.002789,5.35e-4,Up
TPM4,0.6738,3.7726,0.002872,0.004578,Up
ABHD6,-0.6989,3.5373,0.003372,0.00646,Down
MT-ND2,-0.8033,3.0637,0.00346,0.013141,Down
MAOB,0.551,4.4275,0.003634,0.001976,Up
UTP15,-0.9473,2.573,0.003652,0.028847,Down
RPL34,-0.9934,2.4519,0.003667,0.03381,Down
FSD2,-0.6182,3.9195,0.003776,0.003725,Down
MYH2,-1.0187,2.3511,0.004026,0.038622,Down
CLIC4,-0.6376,3.7474,0.00408,0.004622,Down
ALDH5A1,0.5399,4.3784,0.004326,0.002003,Up
AKR7A2,0.4583,5.0982,0.004608,6.02e-4,Up
PNPO,0.6635,3.3976,0.00557,0.007765,Up
COQ5,0.6059,3.7192,0.005581,0.004695,Up
ARHGAP1,-0.6004,3.6914,0.006074,0.004947,Down
CAPRIN1,-0.9019,2.4575,0.006074,0.033525,Down
EMC3,-0.6754,3.2816,0.006075,0.009533,Down
TMOD4,-0.99,2.2153,0.00641,0.046844,Down
LRMDA,-0.6017,3.5885,0.006931,0.00593,Down
CRYBG3,-1.2091,1.7798,0.007048,0.090623,Down
PYURF,-0.858,2.4898,0.007305,0.032265,Down
ETFB,0.5514,3.851,0.007525,0.004083,Up
NDUFA11,-0.765,2.7534,0.007828,0.021569,Down
CAP1,0.6121,3.42,0.008062,0.007644,Up
LRPAP1,0.6243,3.3444,0.00817,0.008395,Up
RPL23A,-0.5915,3.5282,0.008189,0.006529,Down
GCLM,-0.7118,2.9107,0.008474,0.016546,Down
SUOX,0.5274,3.9131,0.008637,0.003725,Up
MRPL9,-0.897,2.2934,0.008767,0.042374,Down
CP,0.6351,3.2066,0.009195,0.010486,Up
HP,0.9334,2.1748,0.009335,0.049791,Up
RPS23,-0.6209,3.2677,0.009356,0.009759,Down
MCCC1,0.6282,3.2197,0.009496,0.010369,Up
TRIM54,-0.5735,3.5033,0.009789,0.006843,Down
ECHS1,0.4585,4.3647,0.009969,0.002003,Up
CTSD,0.4699,4.247,0.010104,0.002273,Up
PPP1R3A,-0.4951,4.0265,0.010148,0.003262,Down
RNF114,0.4864,4.0961,0.010178,0.002923,Up
SPAG9,-0.6136,3.2373,0.010319,0.010121,Down
HADHB,0.411,4.7984,0.010658,0.001051,Up
SNTA1,-0.5291,3.7221,0.010727,0.004695,Down
PHPT1,0.4379,4.4557,0.011191,0.001976,Up
EIF3C,-0.4911,3.965,0.011295,0.00348,Down
TMX3,-1.3572,1.4259,0.011606,0.155534,Down
MYL1,-0.877,2.1993,0.011786,0.047741,Down
COPS7B,1.0134,1.893,0.012069,0.07688,Up
MT2A,0.7041,2.722,0.012118,0.023054,Up
RPL27A,-0.6916,2.7661,0.012214,0.021194,Down
RPL22,-0.57,3.3556,0.012227,0.008326,Down
LAMTOR1,0.5564,3.4155,0.012575,0.007644,Up
CRAT,0.449,4.1973,0.013045,0.002441,Up
PDLIM5,-0.5509,3.394,0.013495,0.007765,Down
ACAT1,0.4338,4.2979,0.013663,0.002266,Up
MT-CO1,-0.7513,2.4711,0.013916,0.032792,Down
PPIA,0.4735,3.9075,0.014114,0.003725,Up
LONP1,0.4706,3.903,0.014566,0.003725,Up
STBD1,-0.4291,4.2719,0.014687,0.002273,Down
UCHL1,-0.7786,2.3541,0.014695,0.038622,Down
CELF1,-0.6181,2.9593,0.014825,0.015383,Down
MICU1,0.7167,2.5328,0.015305,0.030549,Up
GPD1L,0.3457,5.2369,0.015477,5.57e-4,Up
VAPB,-0.4098,4.3699,0.016197,0.002003,Down
ETFA,0.479,3.7378,0.016199,0.00466,Up
MDP1,0.6072,2.9345,0.016523,0.015866,Up
MYBPC2,-0.9473,1.8796,0.016573,0.077726,Down
IDH2,0.4028,4.3608,0.017522,0.002003,Up
CAPZA1,-0.6224,2.784,0.018502,0.020662,Down
MGST2,-0.6497,2.6587,0.018734,0.025258,Down
MARCHF5,-0.6029,2.8484,0.019172,0.018489,Down
CD151,-0.6442,2.6369,0.020009,0.025817,Down
PVALB,-1.3114,1.2899,0.020344,0.18593,Down
CTSB,0.4832,3.4292,0.022027,0.007569,Up
HMGB1,0.4126,3.9642,0.023149,0.00348,Up
MYH1,-0.9731,1.6795,0.023205,0.105252,Down
COQ7,0.37,4.4117,0.023308,0.001999,Up
YWHAZ,0.3851,4.2362,0.023377,0.002273,Up
CLEC3B,0.6891,2.3649,0.023462,0.038358,Up
MCEE,0.8339,1.935,0.024348,0.071909,Up
FLNA,-0.5931,2.7132,0.024598,0.023258,Down
ENO2,-0.5022,3.1949,0.024857,0.010577,Down
IBA57,0.6599,2.4306,0.024898,0.034724,Up
ABHD11,0.6796,2.3442,0.025514,0.038946,Up
SCO1,-0.6184,2.5677,0.025831,0.029049,Down
IGHG2,0.6643,2.3658,0.026817,0.038358,Up
MPST,0.4218,3.6814,0.028,0.005006,Up
NCL,0.482,3.2043,0.028551,0.010486,Up
RPL38,-0.4834,3.1519,0.02994,0.011289,Down
DDAH2,0.4748,3.1583,0.031668,0.011219,Up
PCCB,0.4997,2.9831,0.032318,0.014957,Up
CAPN3,-0.5097,2.9179,0.03256,0.01638,Down
CDC42,0.4154,3.5684,0.032925,0.006144,Up
CAST,-0.459,3.2231,0.03315,0.010369,Down
JPT2,0.7348,2.0069,0.033521,0.065672,Up
ALDH4A1,0.4228,3.4866,0.03356,0.006911,Up
BANF1,-0.5731,2.5543,0.034371,0.029807,Down
DPYSL2,0.3767,3.8796,0.034569,0.003876,Up
PSMD14,-0.3437,4.2375,0.034968,0.002273,Down
MAVS,0.3784,3.832,0.035471,0.004151,Up
CLU,0.6378,2.2662,0.035867,0.043729,Up
NARS1,-0.4399,3.2504,0.03717,0.009986,Down
TST,0.4705,3.0039,0.038614,0.014455,Up
XIRP1,-0.7327,1.9234,0.038977,0.072847,Down
TYMP,-0.4751,2.9448,0.039884,0.015695,Down
SCRN3,-0.6002,2.3123,0.040951,0.041604,Down
C3,0.6187,2.2262,0.04194,0.046278,Up
TMEM38A,-0.549,2.5082,0.04197,0.031556,Down
COL3A1,-0.9545,1.4338,0.042803,0.153352,Down
EEF1G,-0.3226,4.2368,0.042962,0.002273,Down
PGM5,0.5045,2.6982,0.043539,0.023745,Up
RPL35,-0.5784,2.3514,0.043643,0.038622,Down
DCTN3,-0.6529,2.0684,0.044635,0.05944,Down
FLT1,-1.0221,1.3202,0.044737,0.178779,Down
MAPK13,0.6965,1.9328,0.045059,0.071909,Up
RPL35A,-0.7084,1.8831,0.046337,0.077321,Down
GAA,0.5263,2.5194,0.047222,0.030935,Up
RBM3,-0.6806,1.9474,0.047268,0.071048,Down
RPS3A,-0.4241,3.1055,0.048175,0.012198,Down
MYH13,-0.9145,1.4364,0.04857,0.152745,Down
TGM2,0.6188,2.1211,0.048681,0.054801,Up
CPT2,0.4309,3.0425,0.048858,0.013698,Up
CAMK2D,-0.5222,2.5021,0.049367,0.03162,Down
NDUFA1,-0.7741,1.6788,0.050163,0.105252,NS
ECH1,0.453,2.8627,0.050484,0.018059,NS
APPL1,0.3657,3.5386,0.050789,0.00646,NS
GALK1,0.5164,2.5015,0.051072,0.03162,NS
RPS24,-0.5366,2.3998,0.051556,0.036274,NS
COX6A2,-0.666,1.9329,0.051612,0.071909,NS
IGHA1,0.6594,1.9512,0.051697,0.070854,NS
LDHA,-0.5158,2.4877,0.052093,0.032265,NS
PDP1,0.5301,2.4131,0.052571,0.035368,NS
NPC2,0.8883,1.4381,0.052781,0.152745,NS
PRKDC,0.3987,3.1937,0.053299,0.010577,NS
RPL17,-0.4669,2.7195,0.053729,0.023054,NS
UCHL3,-0.3636,3.456,0.055399,0.007256,NS
CBR4,0.5449,2.2972,0.055993,0.042333,NS
MLYCD,0.7183,1.7376,0.05648,0.096509,NS
CAPZA2,-0.4698,2.6389,0.057572,0.025817,NS
RPL10,-0.5252,2.3584,0.057721,0.038462,NS
HADH,0.3504,3.4939,0.059665,0.006911,NS
PHKA2,-0.4404,2.7708,0.060225,0.021087,NS
SNRPD3,-0.3857,3.1488,0.061042,0.011289,NS
ALDH2,0.5496,2.1952,0.062162,0.047992,NS
FHL3,-0.4784,2.5211,0.062204,0.030935,NS
ASAH1,0.4549,2.6509,0.062232,0.025404,NS
ECI1,0.3451,3.4666,0.063642,0.007151,NS
PHKB,-0.3971,3.0054,0.064051,0.014455,NS
DYNLL1,0.3991,2.9901,0.064065,0.014819,NS
CCDC137,-0.941,1.2671,0.064207,0.192801,NS
TNNC2,-0.7139,1.6576,0.065563,0.109217,NS
NT5C1A,-0.5775,2.0365,0.06668,0.062584,NS
YBX3,-0.3984,2.9401,0.067383,0.015766,NS
SVIL,-0.6424,1.7947,0.070324,0.088878,NS
PRDX6,0.3626,3.1786,0.070381,0.010866,NS
COL15A1,-0.6087,1.8713,0.072614,0.079013,NS
DYNLT1,-0.3729,3.0232,0.074596,0.01412,NS
NEXN,-0.6038,1.8627,0.075028,0.080366,NS
SMTN,-0.4564,2.4444,0.07662,0.033949,NS
RPL37A,-0.5423,2.0474,0.077566,0.061568,NS
F13A1,0.6863,1.6154,0.077875,0.116281,NS
GNG12,-0.4448,2.4862,0.078368,0.032265,NS
ACAA2,0.3823,2.8901,0.078547,0.017242,NS
TIMM10,0.4229,2.5958,0.07985,0.027648,NS
SPRED2,0.7459,1.4698,0.080105,0.146309,NS
CDC37,0.3032,3.6142,0.080214,0.005713,NS
TFAM,0.4591,2.3859,0.080282,0.037166,NS
EZR,-0.5666,1.9237,0.081302,0.072847,NS
FXYD1,-0.5609,1.9359,0.08208,0.071909,NS
HNRNPR,-0.3666,2.9455,0.083239,0.015695,NS
PLN,0.5409,1.9953,0.083305,0.066761,NS
MRPS36,0.5386,1.9943,0.084299,0.066761,NS
ABLIM2,-0.6062,1.7671,0.084867,0.092555,NS
VWA8,0.6641,1.6117,0.085044,0.117003,NS
SEC24C,0.3588,2.9795,0.085293,0.01498,NS
EMD,0.4005,2.6639,0.085735,0.025194,NS
CKB,0.3268,3.2402,0.087286,0.010121,NS
HSPB8,-0.5076,2.07,0.088955,0.059406,NS
TPM3,-0.7521,1.3883,0.090352,0.163521,NS
COL1A1,-0.8348,1.2504,0.090389,0.198032,NS
FAH,0.3701,2.8114,0.091101,0.019554,NS
SCFD1,0.4573,2.2524,0.093298,0.044465,NS
CORO6,-0.6121,1.6793,0.093781,0.105252,NS
ACAD8,0.4489,2.2882,0.093914,0.042709,NS
MYOZ3,-0.6897,1.4886,0.094046,0.143096,NS
UBE2K,0.3462,2.9645,0.094105,0.015383,NS
FGGY,0.6629,1.5454,0.094539,0.131763,NS
PSMC6,-0.2851,3.5928,0.094576,0.00593,NS
TMCO1,-0.3916,2.61,0.095065,0.027147,NS
ACADS,0.4996,2.0232,0.097537,0.064059,NS
IARS1,-0.4523,2.2254,0.098482,0.046278,NS
EEFSEC,-0.5802,1.7329,0.098759,0.097062,NS
CFB,0.509,1.9594,0.100635,0.070163,NS
SF3B2,0.4225,2.3592,0.100746,0.038462,NS
ALPK3,-0.4772,2.0778,0.101979,0.058933,NS
CSRP1,-0.5697,1.7391,0.102133,0.096509,NS
CFH,0.5111,1.9341,0.102692,0.071909,NS
RPL23,-0.3917,2.5189,0.103101,0.030935,NS
CCDC47,-0.3881,2.535,0.103768,0.030547,NS
MIEN1,-0.5023,1.945,0.105444,0.07124,NS
TMPO,0.5723,1.7061,0.105559,0.101979,NS
FTH1,0.6425,1.5147,0.106381,0.137366,NS
OPLAH,0.3665,2.6533,0.106569,0.025397,NS
PLIN3,0.338,2.8723,0.106946,0.017851,NS
HDGF,0.3384,2.8618,0.107508,0.018059,NS
RPL30,-0.5414,1.7869,0.107782,0.089662,NS
PYGL,0.5263,1.8181,0.110415,0.086413,NS
EIF3G,-0.3661,2.6083,0.110952,0.027147,NS
IVD,0.4009,2.3733,0.111845,0.037937,NS
FKBP4,0.377,2.52,0.112213,0.030935,NS
TUBA4A,-0.3708,2.5445,0.113913,0.030183,NS
TMEM205,-0.3714,2.5392,0.114043,0.030404,NS
NGLY1,-0.4135,2.2785,0.114272,0.043338,NS
TCAP,-0.6308,1.4853,0.115617,0.143343,NS
GSTM1,-1.0306,0.9077,0.115998,0.316665,NS
MOCS2,-0.4634,2.0115,0.116899,0.065197,NS
TIAL1,0.4179,2.2277,0.117256,0.046278,NS
RPS19,-0.3587,2.5921,0.117511,0.027742,NS
DDOST,-0.329,2.8181,0.118297,0.019368,NS
PSMD3,-0.3252,2.8462,0.118655,0.018489,NS
RPL31,-0.4161,2.2224,0.118954,0.046429,NS
RAB6A,0.4088,2.2588,0.119296,0.043986,NS
PPP5C,0.3,3.0728,0.119682,0.012962,NS
RPL32,-0.6434,1.4259,0.120955,0.155534,NS
DHCR24,-0.5953,1.5369,0.121626,0.132205,NS
ACTB,-0.614,1.4884,0.121925,0.143096,NS
ATP6V1H,-0.4285,2.117,0.123822,0.054949,NS
PCCA,0.3811,2.3775,0.124121,0.037732,NS
ATAD3A,0.4782,1.8899,0.124828,0.077085,NS
PRUNE1,0.6825,1.3193,0.12577,0.178831,NS
EWSR1,0.3886,2.3103,0.126529,0.041604,NS
ZNF33A,-0.7869,1.1382,0.127161,0.229441,NS
PLIN5,0.6011,1.485,0.128062,0.143343,NS
ACADSB,0.4461,1.9991,0.128303,0.066439,NS
GSTO1,0.3674,2.4162,0.1295,0.035269,NS
CISD1,0.3304,2.6581,0.132398,0.025258,NS
MAT2B,0.3435,2.5511,0.132925,0.02988,NS
MRPL22,-0.4904,1.7861,0.133075,0.089662,NS
CA2,0.4193,2.088,0.1332,0.057962,NS
HDGFL2,0.5208,1.6803,0.133324,0.105252,NS
DPYSL3,0.4466,1.9555,0.13388,0.070466,NS
NAE1,0.377,2.3065,0.135011,0.041604,NS
TES,-0.7267,1.1891,0.136731,0.213822,NS
SH3GLB1,0.374,2.309,0.136933,0.041604,NS
MAP2K4,-0.3302,2.6012,0.138395,0.027449,NS
RPL36AL,-0.4684,1.8322,0.138591,0.085258,NS
MYH4,-0.7786,1.0989,0.13945,0.244813,NS
PDLIM7,-0.6358,1.3409,0.14041,0.174375,NS
CAPZB,-0.4724,1.8017,0.140916,0.08821,NS
TRAPPC3,0.5526,1.5331,0.142179,0.132997,NS
LIMS3,-0.4829,1.7455,0.143606,0.096215,NS
UQCR10,-0.3837,2.1825,0.145376,0.049093,NS
RBL1,-0.4587,1.817,0.146706,0.086413,NS
ANXA4,0.369,2.2483,0.148038,0.044719,NS
RPL19,-0.4528,1.8286,0.148592,0.085306,NS
TRMT112,-0.6732,1.2265,0.149381,0.20284,NS
COA3,0.506,1.6319,0.149382,0.112958,NS
ACO2,0.2909,2.8359,0.14965,0.018817,NS
HRC,-0.3041,2.6863,0.152484,0.024061,NS
KPNB1,-0.2692,3.0307,0.152823,0.013977,NS
OSBPL1A,-0.3269,2.482,0.154388,0.032335,NS
CHCHD2,0.5,1.6174,0.155333,0.116044,NS
TMED1,-0.4251,1.8839,0.158162,0.077321,NS
MAP1LC3B2,-0.4848,1.6516,0.158224,0.110477,NS
FBN1,0.5843,1.3701,0.158294,0.166466,NS
CHP1,-0.3626,2.2005,0.159226,0.047741,NS
MLEC,-0.3289,2.4246,0.159457,0.035048,NS
GARS1,0.3685,2.1485,0.16155,0.052175,NS
EIF2B1,-0.3753,2.1095,0.161553,0.055524,NS
SERPINA1,0.4325,1.8282,0.161905,0.085306,NS
SH3BGR,0.3747,2.1078,0.162284,0.055562,NS
TACO1,0.443,1.7749,0.163581,0.091308,NS
RPS27,-0.3245,2.4211,0.163794,0.035181,NS
SRM,0.7678,1.0214,0.16434000000000001,0.272786,NS
DBT,0.428,1.8261,0.165384,0.085306,NS
CYB5R1,0.3119,2.5011,0.165929,0.03162,NS
ACTA1,-0.601,1.2977,0.166007,0.183992,NS
LAMP2,0.446,1.7439,0.166815,0.09631,NS
LUC7L2,0.3173,2.4442,0.16767,0.033949,NS
ALB,0.3894,1.9658,0.171566,0.069698,NS
RAD23B,0.2703,2.8196,0.172902,0.019368,NS
PRPSAP2,-0.4265,1.7792,0.17424,0.090623,NS
LMOD3,-0.5674,1.3359,0.174581,0.174896,NS
MICOS13,-0.4325,1.7384,0.177044,0.096509,NS
RASA4,0.4805,1.5644,0.177158,0.127169,NS
MAPT,-0.3282,2.2695,0.179939,0.043593,NS
EEF1A2,-0.3811,1.9499,0.180647,0.070854,NS
PPIF,0.3904,1.9028,0.180808,0.075514,NS
FABP4,0.3343,2.209,0.18259,0.04723,NS
DCTN5,0.4371,1.6851,0.183453,0.105252,NS
DCD,-0.5343,1.378,0.183571,0.165573,NS
NDRG2,-0.3381,2.1585,0.186314,0.051505,NS
SFXN1,0.3221,2.2624,0.186807,0.043786,NS
RPS5,-0.3412,2.1302,0.187611,0.05386,NS
EIF2S3,-0.3588,2.0235,0.187875,0.064059,NS
ABHD16A,0.5817,1.2404,0.189851,0.200302,NS
RPS25,-0.3462,2.0737,0.191462,0.059102,NS
EIF3M,-0.3385,2.1113,0.192893,0.055486,NS
RPL28,-0.4285,1.667,0.193067,0.107636,NS
IFT81,-0.7544,0.9427,0.194472,0.303688,NS
YWHAQ,0.2568,2.7544,0.196214,0.021569,NS
HLA-A,0.4128,1.6951,0.199649,0.103587,NS
CDS2,0.3547,1.9721,0.199781,0.069388,NS
PCBD2,0.2826,2.4725,0.200155,0.032792,NS
SERPINA3,0.4003,1.7394,0.201264,0.096509,NS
MB,0.2804,2.4812,0.201502,0.032335,NS
PGK1,-0.2876,2.4179,0.201667,0.035269,NS
SSR4,-0.608,1.1433,0.201753,0.228089,NS
CHCHD4,0.4358,1.593,0.202171,0.121045,NS
APOC2,0.585,1.1861,0.202374,0.214971,NS
IGLC2,0.5748,1.2058,0.202707,0.209049,NS
NACA,-0.2644,2.6187,0.203005,0.026783,NS
RNPEP,0.3358,2.0568,0.203853,0.060646,NS
S100A16,-0.7504,0.919,0.204374,0.311979,NS
SLC27A1,0.4153,1.6422,0.207952,0.111965,NS
TRDN,-0.46,1.4764,0.209315,0.145003,NS
LSS,0.3393,1.9996,0.209669,0.066439,NS
ATP2A3,-0.4343,1.5398,0.214426,0.132097,NS
NHLRC2,0.3538,1.8883,0.214699,0.077085,NS
COL4A1,-0.6848,0.9724,0.215816,0.292286,NS
ADIPOQ,0.3362,1.9797,0.215948,0.068823,NS
ECI2,0.3592,1.8367,0.218925,0.084854,NS
ACSF2,0.3626,1.8185,0.219049,0.086413,NS
GLUL,0.5616,1.1722,0.219621,0.218224,NS
PPTC7,0.4786,1.3751,0.219699,0.166039,NS
PSMC2,-0.2172,3.0097,0.222041,0.014455,NS
IGKC,0.4834,1.3493,0.222727,0.171425,NS
ATIC,-0.2653,2.442,0.224979,0.033972,NS
ACOT9,0.3111,2.0811,0.225212,0.058684,NS
SLC16A1,0.4314,1.4869,0.228353,0.143296,NS
HDDC2,0.3494,1.8316,0.229085,0.085258,NS
FAHD2A,0.4664,1.37,0.229612,0.166466,NS
COQ8A,0.2867,2.2283,0.229745,0.046278,NS
MSN,-0.2906,2.1939,0.23044,0.047992,NS
METAP2,0.2361,2.6969,0.230755,0.023745,NS
ELOB,-0.2772,2.2944,0.231185,0.042374,NS
HINT3,-0.438,1.438,0.234526,0.152745,NS
RPS20,-0.3254,1.932,0.235127,0.071909,NS
OPTN,0.3731,1.6816,0.235842,0.105252,NS
PSMC4,-0.2506,2.4602,0.241838,0.03347,NS
RPS15,-0.3422,1.7924,0.24354,0.089058,NS
ENO3,-0.2696,2.272,0.244028,0.043593,NS
BUB3,0.496,1.2334,0.244486,0.20156,NS
ADH1B,0.5344,1.141,0.245614,0.228847,NS
LMNA,-0.4208,1.4453,0.246518,0.151849,NS
CYB5A,0.3914,1.5521,0.2469,0.130097,NS
HSDL2,0.3003,2.021,0.247179,0.064179,NS
NADK2,0.3935,1.5424,0.247208,0.131763,NS
COL1A2,-0.7415,0.8135,0.24936,0.361864,NS
RPA2,0.5005,1.1996,0.25097,0.21068,NS
SGTA,0.2594,2.3068,0.252089,0.041604,NS
XRCC6,0.277,2.1571,0.252638,0.051505,NS
ADSL,-0.2923,2.0361,0.253953,0.062584,NS
RDX,0.2682,2.2086,0.255601,0.04723,NS
TACC2,0.3402,1.7319,0.257478,0.097062,NS
GCDH,0.3566,1.635,0.261195,0.112958,NS
LPCAT3,-0.4692,1.2424,0.261281,0.200078,NS
SDR39U1,0.4218,1.3815,0.261406,0.165293,NS
IGHG1,0.4184,1.3918,0.261631,0.163393,NS
CUL1,0.2955,1.9617,0.263205,0.070002,NS
TIMM8A,0.4983,1.1556,0.265539,0.223724,NS
PTPN11,0.3171,1.8112,0.266477,0.087354,NS
RSU1,0.2977,1.9131,0.26942,0.074231,NS
SPATA20,-0.6285,0.9048,0.269952,0.31762,NS
CSE1L,0.2485,2.2814,0.271104,0.043217,NS
PITRM1,0.4507,1.251,0.27296,0.198032,NS
TARDBP,0.2594,2.1524,0.276541,0.051889,NS
SUGT1,0.3096,1.8012,0.27688,0.08821,NS
HSPB6,0.3983,1.3934,0.278576,0.163235,NS
TMOD1,-0.5158,1.0733,0.27949,0.252176,NS
BPNT1,0.3229,1.7127,0.27985,0.100698,NS
GAMT,0.2924,1.8874,0.280678,0.077085,NS
GPX3,0.3691,1.4948,0.280737,0.141595,NS
TRMT10C,0.3082,1.7881,0.281084,0.089662,NS
PDIA4,0.4129,1.3328,0.281616,0.175639,NS
FN3K,0.2785,1.9549,0.285482,0.070466,NS
SNAP29,0.4418,1.2306,0.285992,0.201962,NS
RPL5,-0.4109,1.3228,0.286029,0.178002,NS
ECHDC3,0.4455,1.2131,0.288108,0.20652,NS
RPLP1,-0.3924,1.3708,0.289804,0.166466,NS
NTMT1,0.405,1.3277,0.289924,0.176326,NS
GLRX3,-0.3096,1.7361,0.290063,0.09661,NS
ACTR2,0.2614,2.0534,0.290528,0.060924,NS
SORD,-0.4117,1.2963,0.292596,0.183992,NS
YWHAH,0.2409,2.2049,0.294342,0.04746,NS
OSGEP,-0.3371,1.5743,0.294688,0.125149,NS
MRPS21,-0.4492,1.1782,0.295621,0.216793,NS
MAP2K6,0.2873,1.8268,0.298672,0.085306,NS
VDAC1,0.2655,1.9689,0.300026,0.069479,NS
FH,0.2178,2.3984,0.300307,0.036274,NS
SFXN4,-0.4467,1.1667,0.301192,0.219957,NS
TNNT1,-0.5611,0.9286,0.30125,0.309072,NS
APOBEC2,-0.4185,1.243,0.301897,0.200078,NS
RPL6,-0.428,1.2147,0.302034,0.20652,NS
SYPL2,-0.3223,1.606,0.303692,0.118007,NS
ACTR3,0.2299,2.2365,0.306143,0.045782,NS
NPLOC4,-0.2473,2.0749,0.306838,0.059102,NS
RPA3,-0.354,1.4432,0.308362,0.152136,NS
LPP,0.3265,1.5639,0.308549,0.127169,NS
RPL26,-0.4065,1.2561,0.308569,0.196102,NS
TIMM44,0.2839,1.7945,0.309407,0.088878,NS
TRIP10,0.237,2.1461,0.309956,0.05228,NS
