quadrant,gene
DD,ETFRF1
DD,C6orf136
DD,TOLLIP
DD,RAB2A
DD,NAXE
DD,GLUL
DD,DCAF6
DD,NLRX1
DD,PGM1
DD,CKB
DD,PDXK
DD,ZNF33A
DD,PLIN5
DD,CMYA5
DD,CUL4A
DD,DPYSL3
DD,RAD23A
DD,SLC25A42
DD,MAP2K2
DD,UBE2V1
DD,RDX
DD,GSTO1
DD,MAPRE2
DD,MPI
DD,TSNAX
DD,GPHN
DD,GORASP2
DD,TXNRD2
DD,NUDT9
DD,IFIT2
DD,VAMP2
DD,PNPO
DD,HDGFL2
DD,STAT5B
DD,SNX2
DD,PCYT2
DD,PPP1R2
DD,BBS4
DD,APOOL
DD,HMGB2
DD,OXSM
DD,RNH1
DD,PABPC1
DD,PDLIM1
DD,ASAH1
DD,PARVA
DD,DDX6
DD,CDC42
DD,HGS
DD,ANXA7
DD,UBQLN1
DD,ASS1
DD,ACADS
DD,PYGB
DD,MTPN
DD,STX4
DD,MMP24OS
DD,TMEM38A
DD,HEBP2
DD,ITGB1
DD,VPS13A
DD,MECP2
DD,TOM1
DD,TMEM120A
DD,RHOA
DD,OXCT1
DD,SUOX
DD,NOL3
DD,EIF4E
DD,GSTZ1
DD,DCPS
DD,KYAT3
DD,SULT1A1
DD,DNAJA3
DD,AASDHPPT
DD,CTSD
DD,PTGES3
DD,THEM6
DD,TLN2
DD,SNX3
DD,JAGN1
DD,CLASP2
DD,CLCC1
DD,IDI1
DD,ATP5MF
DD,DCXR
DD,LAMP2
DD,ARMT1
DD,ACAT1
DD,PRXL2A
DD,RAB21
DD,DMD
DD,XRCC5
DD,EML1
DD,ME1
DD,RNF181
DD,MOGS
DD,NIPSNAP1
DD,ELMOD2
DD,PEA15
DD,CUL5
DD,ACADVL
DD,PEPD
DD,SESN1
DD,AKAP1
DD,USO1
DD,RAB14
DD,CNBP
DD,PPID
DD,CACNA1S
DD,TMX4
DD,IBA57
DD,MCCC1
DD,TMEM126A
DD,RASA4
DD,FIS1
DD,PPP1R7
DD,GPC1
DD,SHMT1
DD,NPEPPS
DD,PEBP1
DD,PPIL1
DD,H6PD
DD,PCBD1
DD,FDPS
DD,MAT2A
DD,EDF1
DD,LPCAT3
DD,TXN
DD,SSPN
DD,COQ10B
DD,METAP2
DD,ECHDC3
DD,NAPA
DD,TXNRD1
DD,RPA1
DD,UBE2D1
DD,ADH5
DD,TMA7
DD,ITGA7
DD,DTNA
DD,APOD
DD,FHL3
DD,UFL1
DD,SUCLG2
DD,RAB5B
DD,KHSRP
DD,UBE2K
DD,SYNPO
DD,ABHD14B
DD,CPT2
DD,PCYOX1
DD,NMT1
DD,MRPL11
DD,MAPK3
DD,OXSR1
DD,GPD1L
DD,COQ3
DD,IMPA1
DD,SCRN3
DD,SOD3
DD,COQ8A
DD,YBX3
DD,FXN
DD,STK38
DD,GPD2
DD,MT2A
DD,CUTA
DD,ALDH6A1
DD,HINT2
DD,DHRS7C
DD,MYOZ2
DD,PPP3R1
DD,GAMT
DD,HNRNPH2
DD,HADHB
DD,SDR39U1
DD,RTCA
DD,EPDR1
DD,PLPBP
DD,GLRX5
DD,RSU1
DD,TMEM109
DD,SGTA
DD,ATL2
DD,HCFC2
DD,FUBP1
DD,ATP6V1H
DD,CMBL
DD,CACNA2D1
DD,ADSL
DD,RBKS
DD,SORD
DD,FKBP5
DD,PEX11B
DD,UBE2D3
DD,GNA11
DD,DNAJB2
DD,SGCA
DD,SGCB
DD,MB
DD,TMEM205
DD,UBE2M
DD,ALDH5A1
DD,VPS36
DD,NUDT3
DD,OPLAH
DD,NQO2
DD,ABHD10
DD,GLRX
DD,HNRNPD
DD,HLA-DRB1
DD,PARVB
DD,LYRM7
DD,GFM1
DD,PREP
DD,TAPBP
DD,PSAP
DD,IMMT
DD,DDX19A
DD,DAG1
DD,GOT1
DD,SELENBP1
DD,DBI
DD,CHCHD3
DD,COQ7
DD,PRDX6
DD,EEF2K
DD,MTAP
DD,GNPDA1
DD,SNX6
DD,HNRNPH3
DD,BDH1
DD,CPT1A
DD,TPD52L2
DD,SYNGR2
DD,WARS2
DD,VAPB
DD,GNB2
DD,NUCKS1
DD,DENND5A
DD,ETHE1
DD,CACNG1
DD,GLOD4
DD,DDOST
DD,FKBP2
DD,ASPSCR1
DD,CAVIN2
DD,ATPAF2
DD,NAXD
DD,FABP5
DD,C11orf54
DD,PUF60
DD,MDH1
DD,METTL7A
DD,HSDL2
DD,MCU
DD,TALDO1
DD,CPT1B
DD,GPX3
DD,HADH
DD,PVALB
DD,RRAS2
DD,ERLIN2
DD,ANXA3
DD,MFN1
DD,MYOM1
DD,TMPO
DD,MYOM2
DD,HNRNPK
DD,PPP1CC
DD,BCAM
DD,PCYT1A
DD,ALDH9A1
DD,ACSF2
DD,COQ9
DD,PIP4K2B
DD,IDH1
DD,IFITM1
DD,MACROD1
DD,PPP3CB
DD,LANCL1
DD,TSPAN8
DD,CPA3
DD,NDUFAB1
DD,SGCG
DD,IMPA2
DD,HHATL
DD,RGS12
DD,ALDH1A1
DD,NFU1
DD,HMOX1
DD,SGCD
DD,CLIC5
DD,KYAT1
DD,GPX1
DD,UBE2N
DD,CPNE1
DD,TSN
DD,GLO1
DD,SORBS1
DD,SELENOW
DD,TGFBI
DD,ENOPH1
DD,ECHDC2
DD,CRKL
DD,GPT
DD,NAE1
DD,FAM185A
DD,MAPK12
DD,MRPL47
DD,RNPEP
DD,QDPR
DD,NUDT16
DD,PCBD2
DD,EHD2
DD,GDI1
DD,NIF3L1
DD,GGCT
DD,MYH3
DD,MYLK2
DD,AAMDC
DD,CZIB
DD,ERI3
DD,GABARAPL2
DD,LANCL2
DD,PLIN4
DD,NDUFA2
DD,RIDA
DD,PTGR2
DD,BLMH
DD,HAGH
DD,PFDN5
DD,SYPL2
DD,PEBP4
DD,TOR1AIP1
DD,MT-ND3
DD,RNF7
DD,SYNE2
DD,EIF4H
DD,UBE2V2
DD,TMX2
DD,ACSS2
DD,NIBAN1
DD,MT-ND4
DD,ECI1
DD,MICU2
DD,NFIC
DD,ADH1B
DD,HMGB1
DD,BST2
DD,CD81
DD,FBN1
DD,UBE2I
DD,VDAC3
DD,MYLK
DD,MGST3
DD,VDAC1
DD,LRRC20
DD,JPH2
DD,MAOA
DD,NDUFA3
DD,MAOB
DD,ART3
DD,SNU13
DD,H1-0
DD,GNAS
UD,SLC25A46
UD,TOMM70
UD,DCTN5
UD,GANAB
UD,EIF2S3
UD,ECPAS
UD,MOB4
UD,CNIH4
UD,CSE1L
UD,MAVS
UD,GPT2
UD,COPS7B
UD,ACSL3
UD,RPL3
UD,SNAP29
UD,SCARB2
UD,UBE3C
UD,SEC22B
UD,AIMP2
UD,PHYKPL
UD,CYB5R3
UD,STUB1
UD,CAVIN1
UD,YWHAZ
UD,NES
UD,TSG101
UD,DYNC1LI2
UD,PPP5C
UD,MAN2C1
UD,AHCY
UD,CLEC3B
UD,CALR
UD,KTN1
UD,CA3
UD,YWHAG
UD,PSMD3
UD,IPO7
UD,CAND2
UD,PRMT5
UD,STBD1
UD,PLAA
UD,AARS1
UD,PLEC
UD,BTF3L4
UD,HDDC2
UD,TRIP10
UD,SEPTIN2
UD,RAB18
UD,ATP5PB
UD,CDS2
UD,NTPCR
UD,MYO1C
UD,DHX15
UD,ISOC2
UD,MRPS35
UD,UBA1
UD,PRMT1
UD,RAN
UD,ARHGDIB
UD,SURF4
UD,SEC61A1
UD,CLU
UD,PAFAH1B1
UD,SEPTIN11
UD,PCCA
UD,MMGT1
UD,UBL4A
UD,CUL3
UD,ATP5PD
UD,HSPA2
UD,IMPACT
UD,CYB5A
UD,ADIPOQ
UD,PSMB5
UD,USP24
UD,PSMD6
UD,CLPTM1
UD,RAB1B
UD,UFM1
UD,MRPS36
UD,CNDP2
UD,AK1
UD,RAP1A
UD,PGRMC2
UD,SEPTIN9
UD,NADK2
UD,PRUNE1
UD,PRKAR2A
UD,TACC2
UD,BAG2
UD,FKBP4
UD,ANXA5
UD,SH3GLB1
UD,RPL34
UD,CLIP1
UD,PNPT1
UD,RAD23B
UD,PLN
UD,ALDH1L1
UD,GPS1
UD,MTHFD1
UD,UBE2Z
UD,MAP3K20
UD,FBP2
UD,COL7A1
UD,GDI2
UD,SPCS1
UD,YWHAE
UD,SPEG
UD,ARL6IP5
UD,ATP5F1D
UD,SYNCRIP
UD,MAT2B
UD,COX11
UD,PGAM5
UD,PSMB6
UD,PYGM
UD,ATP5MG
UD,PRKCQ
UD,GARS1
UD,RPS27A
UD,SERPINA3
UD,ADPRHL1
UD,SLC37A4
UD,ALDH2
UD,LNPK
UD,ARL8B
UD,CAPN1
UD,UBE2F
UD,TBCE
UD,XPO1
UD,SDHD
UD,S100A1
UD,EIF1
UD,EIF2B4
UD,SVIL
UD,PURB
UD,PYGL
UD,UBR4
UD,CUL1
UD,LRG1
UD,COPS2
UD,TMEM198
UD,PSMD12
UD,NUDC
UD,MFN2
UD,RTN2
UD,PDXP
UD,TFAM
UD,TIGAR
UD,ACAA1
UD,SERPINA1
UD,DYNLL1
UD,ALDH4A1
UD,TXNDC12
UD,ARIH1
UD,EWSR1
UD,WARS1
UD,PPA1
UD,GLTP
UD,UBQLN2
UD,BCO2
UD,ILVBL
UD,DNM2
UD,BAG6
UD,TXLNB
UD,XPNPEP1
UD,PLIN2
UD,PDAP1
UD,MPC2
UD,USP47
UD,COPS6
UD,ALDH3A2
UD,BUB3
UD,ATP6V1G1
UD,VBP1
UD,SYNM
UD,MT-ATP6
UD,PFDN4
UD,ABHD6
UD,PBXIP1
UD,EIF3H
UD,SDHC
UD,ATP6V1B2
UD,DAD1
UD,MCEE
UD,PFDN2
UD,ACO2
UD,THOP1
UD,CRYBG3
UD,DPM3
UD,DHRS7B
UD,ATP2B4
UD,TMCO1
UD,XPO7
UD,CPNE3
UD,STRN3
UD,AKR1B1
UD,UBE3A
UD,ABHD16A
UD,EIF4G2
UD,SDHB
UD,FBLN1
UD,PDHB
UD,TMEM245
UD,MRPL21
UD,LDHD
UD,CD47
UD,RABL3
UD,GALK1
UD,AGT
UD,GBP2
UD,HNRNPU
UD,KARS1
DU,SERPINF2
DU,TMED1
DU,GSK3B
DU,ASPA
DU,BABAM1
DU,UBA2
DU,HNRNPA3
DU,EMC2
DU,PSMD7
DU,TIMM8B
DU,AP1G1
DU,MYH11
DU,NEDD8
DU,VWF
DU,PLCL1
DU,ENO3
DU,RMDN1
DU,PACSIN2
DU,MRPS5
DU,EIF3B
DU,SH3BGRL3
DU,CFH
DU,MTARC2
DU,LCP1
DU,RPL22
DU,EEF2
DU,ELOC
DU,RHOG
DU,HSCB
DU,RACK1
DU,SRSF3
DU,RPL5
DU,FAM136A
DU,RPS18
DU,TAGLN
DU,ATXN10
DU,RPL19
DU,AKT2
DU,MUSTN1
DU,RPS10
DU,EIF3E
DU,SNRPD3
DU,NEXN
DU,OSGEP
DU,SLC25A4
DU,EIF2B3
DU,CALD1
DU,WDR44
DU,MYOT
DU,PMM2
DU,RABGGTA
DU,SNRPD2
DU,CORO1B
DU,GSTM3
DU,FLOT2
DU,THBS4
DU,ATAD1
DU,QKI
DU,ITIH4
DU,DEPTOR
DU,SERPINB6
DU,ARPC5L
DU,IDE
DU,DRG2
DU,PAFAH1B2
DU,RPL32
DU,GHITM
DU,PLS3
DU,TECR
DU,APEX1
DU,TMX3
DU,MYL9
DU,CAPZB
DU,RPL35
DU,SLC35A4
DU,PMPCA
DU,DNPEP
DU,SELENOF
DU,MRPL13
DU,TIMM9
DU,FLG2
DU,HSPA14
DU,DNPH1
DU,PPTC7
DU,MRI1
DU,EIF4A2
DU,HAT1
DU,PDP1
DU,SPATA20
DU,YARS1
DU,NTMT1
DU,TIMM21
DU,MTX1
DU,NUDT2
DU,RDH14
DU,UBAP2L
DU,ELOB
DU,DDT
DU,PFKFB1
DU,RPS12
DU,IARS1
DU,PCBP2
DU,RPL23A
DU,DUSP3
DU,RPS21
DU,OSBPL1A
DU,MYL12B
DU,SQSTM1
DU,STAC3
DU,UQCRB
DU,G3BP1
DU,MIEN1
DU,DES
DU,EIF3M
DU,GCLM
DU,BSG
DU,CAB39
DU,ALDH16A1
DU,COPS3
DU,SLC25A12
DU,HNRNPM
DU,SSR4
DU,SFPQ
DU,GOT2
DU,MRPL9
DU,PGAM1
DU,PACSIN3
DU,LIMS3
DU,ARF5
DU,ADSS2
DU,COBL
DU,UQCRFS1
DU,TXN2
DU,PHB2
DU,CHCHD2
DU,SNTA1
DU,EIF3K
DU,EMC1
DU,MYH2
DU,RPS6KA3
DU,RBBP7
DU,RPS15
DU,RPL18A
DU,TWF2
DU,CRELD1
DU,RPS23
DU,MYL6
DU,LUM
DU,KRT18
DU,SQOR
DU,EHD4
DU,PAIP1
DU,MYBPC2
DU,MAP2K4
DU,PDIA6
DU,SND1
DU,GSTM1
DU,TNNI2
DU,MSRB2
DU,TNNC2
DU,MRPL54
DU,C1QBP
DU,KRT19
DU,DCTN3
DU,PMPCB
DU,VPS4B
DU,SLC25A20
DU,COL15A1
DU,KRT10
DU,LASP1
DU,IMPDH2
DU,COPG1
DU,TNNT3
DU,UQCRC1
DU,UQCRH
DU,NUDT19
DU,SCO1
DU,SPAG9
DU,RPL23
DU,PCBP1
DU,CAPZA1
DU,U2AF2
DU,ANXA11
DU,SLC25A13
DU,MTM1
DU,TMOD4
DU,TPSB2
DU,LMOD2
DU,KRT2
DU,MT-ND5
DU,MRPL46
DU,TMLHE
DU,TUBA8
DU,NUBPL
DU,TPM1
DU,NONO
DU,FTL
DU,NDUFAF4
DU,TGM2
DU,SEC13
DU,DDI2
DU,MYL1
DU,TPM2
DU,CTBP1
DU,DDAH1
DU,TBC1D4
DU,RPS5
DU,FBLN2
DU,HEBP1
DU,MYCBP
DU,MRPL38
DU,SYNPO2L
DU,SET
DU,EIF3G
DU,BANF1
DU,STAT3
DU,PYURF
DU,RPL24
DU,IST1
DU,UQCRQ
DU,LIMS1
DU,UQCRC2
DU,ACTB
DU,ACTA1
DU,TRIM54
DU,MRPL53
DU,MICOS10
DU,CYC1
DU,NDUFA1
DU,ACAD8
DU,COL6A2
DU,THRB
DU,ACTN2
DU,EIF3A
DU,ACTN1
DU,COX6A2
DU,TES
DU,KCTD12
DU,MPP1
DU,TCEA3
DU,TIMM8A
DU,PDPR
DU,EFEMP1
DU,CCDC47
DU,CELF1
DU,COL6A3
DU,CILP
DU,DHCR24
DU,PARP1
DU,COQ10A
DU,ACTN4
DU,LAMA2
DU,XRCC6
DU,MYBPC1
DU,SFXN4
DU,COX7A2
DU,CHDH
DU,H2BC4
DU,CAV2
DU,P3H4
DU,HNRNPL
DU,COX5A
DU,MYH7
DU,RPL31
DU,TPM3
DU,NDUFV3
DU,MT-CO1
DU,GRB2
DU,LMNA
DU,CAPRIN1
DU,TRMT112
DU,MT-ND2
DU,NOMO2
DU,HLA-B
DU,UBN2
DU,NDUFB8
DU,TNNC1
DU,VDAC2
DU,APOBEC2
DU,DHRS11
DU,COX6C
DU,SNRPA
DU,NDUFA10
DU,NDUFA7
DU,ARIH2
DU,COX5B
DU,HNRNPH1
DU,STXBP3
DU,COL6A1
DU,NDUFS2
DU,RPL38
DU,TMEM11
DU,CAP2
DU,ACOT1
DU,NDUFB5
DU,SLC16A3
DU,COX6B1
DU,NDUFC2
DU,FTH1
DU,NID1
DU,PREX1
DU,MYL2
DU,COL3A1
DU,NDUFB9
DU,TMEM143
DU,NDUFA6
DU,TOMM22
DU,XIRP1
DU,EMD
DU,ACP1
DU,PLEKHF1
