pathway,pval,padj,log2err,ES,NES,size,leadingEdge,contrast,database,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,clean_label
HALLMARK_MITOTIC_SPINDLE,3.011657406147734e-4,1e-10,0.49849310876659025,0.5517050164841912,1.9545455292086684,35,FSCN1;GSN;PREX1;KIF5B;MYH9;CTTN;FLNA;TUBA4A;SPTBN1;DYNC1H1;FLNB;LRPPRC;EPB41;KLC1;MAPRE1;VCL;MARCKS;EZR;SPTAN1;ACTN4,Training_Old,Hallmark,1,0,26.166666666666668,13.083333333333334,0,0.45669448760518294,0.22834724380259147,Mitotic Spindle
HALLMARK_MYC_TARGETS_V1,2.7781050178132886e-4,2e-10,0.49849310876659025,0.3780970704686707,1.715099480694634,128,HPRT1;RPS6;TUFM;RPL22;CCT5;RPL18;RPS2;CCT4;HSPE1;CCT3;PRDX3;PSMD7;SET;RACK1;SNRPD3;RPS10;NME1;PA2G4;FAM120A;MRPS18B;G3BP1;CCT2;ABCE1;RPS3;IMPDH2;RPL6;CCT7;SRSF3;TCP1;RPS5;ETF1;PRDX4;MRPL9;HNRNPR;RPLP0;SSBP1;PSMA4;EIF2S1;PSMC6;SLC25A3;C1QBP;HSP90AB1;PSMC4;HNRNPA3,Training_Old,Hallmark,2,29.166666666666668,55.333333333333336,42.25,0.5090543651650128,0.9657488527701957,0.7374016089676042,MYC Targets V1
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,3.3587843404545004e-4,3e-10,0.49849310876659025,0.5796665124373855,2.0175927370510363,32,KIF5B;HSPA9;RPS14;ERO1A;DNAJA4;HYOU1;HSP90B1;EEF2;EIF4A2;TUBB2A;TARS1;BAG3;BANF1;SEC31A;HSPA5;EIF2S1;DCTN1,Training_Old,Hallmark,3,58.333333333333336,84.5,71.41666666666667,1.0181087303300256,1.4748032179352084,1.246455974132617,Unfolded Protein Response
GOBP_TRANSLATION,1.7342898232197166e-14,4e-10,0.9759946830643196,0.4673705873751533,2.309701386173685,247,RPS15;RPS6;TUFM;RPL22;RPL24;RPS12;RPS21;RPL37A;RPS3A;EEF1G;HSPB1;SH3BGRL;RPL18;EEFSEC;RPS2;RPL10;RPS17;RPSA;RPS19;RPS16;RPS14;RPS18;RPS13;SHMT2;GAPDH;RPL32;RPS4X;PTCD3;DRG2;RACK1;RPS11;RPS25;RPL23A;AKT2;RPL23;RPS10;HBS1L;RPS20;PKM;MARS1;MTIF2;RPS7;PA2G4;MRPS18A;RPS15A;EIF3C;RPL36AL;RPLP2;MRPS18B;VARS1;EEF2;RPL11;ABCE1;RPL12;EIF4A2;RPL35;RPS3;EIF2B3;TARS1;RPL6;RPL19;PPP1CA;RPS8;EIF3I;LRPPRC;RPS5;CAPRIN1;EIF3E;MRPL13;MRPS5;QARS1;RPL7;QKI;ETF1;RPS28;MRPL9;GCN1;RPL17;RPL38;RPL8;RPLP0;NACA;IARS2;RPS9;DDRGK1;RPL4;EIF2S1;EIF3L;TSFM;RPL13A;PELO;MRPL4;FXR1;C1QBP;MRPL1;FARSB;RPL31;SARS1;MRPS25;DDX1;EIF3K;RPS6KA3;RPL29;MRPL38;RPL28;RPL13;EIF2B1;EEF1B2;YARS1;EIF3A;EIF2S2;RPL5;YBX1;MRPS21;RPL36,Training_Old,GO:BP,4,87.5,113.66666666666667,100.58333333333334,1.5271630954950381,1.9838575831002212,1.75551033929763,Translation
GOBP_CYTOPLASMIC_TRANSLATION,1.023539869027721e-13,5e-10,0.9545416307257244,0.5791230643075358,2.5855365612008145,117,RPS15;RPS6;RPL22;RPL24;RPS12;RPS21;RPL37A;RPS3A;SH3BGRL;RPL18;RPS2;RPL10;RPS17;RPSA;RPS19;RPS16;RPS14;RPS18;RPS13;RPL32;RPS4X;DRG2;RACK1;RPS11;RPS25;RPL23A;AKT2;RPL23;RPS10;RPS20;PKM;RPS7;RPS15A;EIF3C;RPLP2;EEF2;RPL11;RPL12;EIF4A2;RPL35;RPS3;EIF2B3;RPL6;RPL19;RPS8;EIF3I;RPS5;EIF3E;RPL7;ETF1;RPS28;RPL17;RPL38;RPL8;RPLP0;RPS9;RPL4;EIF3L;RPL13A;RPL31;SARS1;EIF3K;RPL29;RPL28;RPL13;EIF2B1;EIF3A;EIF2S2;RPL5;YBX1;RPL36,Training_Old,GO:BP,5,116.66666666666667,142.83333333333334,129.75,2.036217460660051,2.492911948265234,2.2645647044626425,Cytoplasmic Translation
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,3.954241009494046e-7,6e-10,0.674962860011025,0.4679411281862759,2.081527265429719,114,FSCN1;MYBPH;RPS15;LCP1;RPS6;RPL24;CSRP3;MSN;GSN;TUBB;RPSA;RPS19;RPS14;CSRP1;CAPG;CASQ1;UBAP2L;FLNA;MYH11;DYNC1H1;G3BP1;RPL11;NRAP;RPS3;MYL9;ACTA1;RPS5;CAPRIN1;FLNC;RPS28;MAPRE1;WDR1;RPL38;EZR;SQSTM1;ACTN2;EIF2S1;TPM1;TNNT3;FXR1;C1QBP;SBDS;CAPN3;CHMP4B;VPS4B;TMOD4;RPL5;MAPRE3;MYL2;KLHL41;LMOD3,Training_Old,GO:BP,6,145.83333333333334,172,158.91666666666669,2.545271825825064,3.0019663134302466,2.7736190696276557,Membraneless Organelle Assembly
HALLMARK_ADIPOGENESIS,7.531593353182769e-4,7.000000000000001e-10,0.47727081536286214,-0.3739825299070604,-1.7022607959318588,109,SSPN;MYLK;SLC27A1;GPX3;ATL2;CAVIN2;ACADS;TALDO1;PLIN2;ME1;ITGA7;SOD1;CMBL;UBQLN1;QDPR;COQ9;GPHN;TST;ACAA2;CPT2;HADH;SORBS1;GPD2;IDH1;FABP4;MGST3;ADIPOQ;NMT1,Training_Old,Hallmark,7,180,206.16666666666666,193.08333333333331,3.141592653589793,3.5982871411949757,3.3699398973923844,Adipogenesis
HALLMARK_SPERMATOGENESIS,0.0043559427504667,8e-10,0.31827967504043686,-0.6787812052435962,-1.8304119186920471,12,TSN;PEBP1;ART3;TALDO1;VDAC3,Training_Old,Hallmark,8,209.16666666666666,235.33333333333331,222.25,3.6506470187548055,4.1073415063599885,3.878994262557397,Spermatogenesis
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,1.115087247706741e-5,9e-10,0.5933254763964051,-0.4530111368038587,-1.97936243640614,86,ALDH6A1;MPST;GPT2;RIDA;KYAT1;ACADS;CPT1B;ECHDC2;PLIN5;GPT;QDPR;GLUL;TST;ACAA2;ALDH1L1;HADHB;SORD;CPT2;HADH;GSTZ1;ACAT1;CPT1A;GOT1;SHMT1;ADIPOQ;GNPDA1;ECI1;ACADVL;DCXR;AASDHPPT;MCCC1;ETFA;HADHA;BCKDHA;GCSH;BLMH;ACAA1;KYAT3;ILVBL;ACADSB;ALDH5A1,Training_Old,GO:BP,9,238.33333333333331,264.5,251.41666666666666,4.159701383919818,4.616395871525001,4.3880486277224096,Organic Acid Catabolism
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,1.0654442499177936e-5,1e-9,0.5933254763964051,-0.40748039336720904,-1.902003305444468,126,ALDH6A1;MPST;GPT2;RIDA;KYAT1;HAGH;ACADS;CPT1B;RBKS;ECHDC2;PLIN5;ACSS2;GPT;OXCT1;GSK3A;QDPR;GLUL;TST;ACAA2;ALDH1L1;GALK1;HADHB;SORD;CPT2;HADH;GSTZ1;GPD2;PARK7;ACAT1;CPT1A;GOT1;SHMT1;ADIPOQ;GNPDA1;TIGAR;MTAP;NUDT3;MPI;ECI1;ACADVL;DCXR;AASDHPPT;ADH5;MCCC1;ETFA;HADHA;PDXP;SULT1A1;BCKDHA;GCSH;NQO2;BLMH;ACAA1;KYAT3;ILVBL;ACADSB,Training_Old,GO:BP,10,267.5,293.6666666666667,280.58333333333337,4.6687557490848315,5.125450236690014,4.897102992887423,Small Molecule Catabolism
