pathway,pval,padj,NES,size,leadingEdge,database,ES,log2err,contrast
GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,0.6905667554203119,0.9014103213683118,0.8444387788279503,19,YWHAH;MAP4;PFN2;PAFAH1B1;FKBP4;CFL1;GDI2,GO:BP,0.27800970704009953,0.01910953746899177,Training_Young
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,0.6911004784688995,0.9014103213683118,0.8455295916302678,20,USP5;SAMHD1;YWHAZ;A2M;PRDX2;USP15,GO:BP,0.2756526457389672,0.019192450722436437,Training_Young
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION,0.6767695435224542,0.9014103213683118,0.875866392745473,50,RAB6A;PRKDC;GAPDH;TSG101;IL18;PRMT5;P4HB;SETD7;PRMT1;CSNK2B;PFN2;PPIA;SIRT5;PRKACA;HINT1,GO:BP,0.230786405542645,0.01898211221662824,Training_Young
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,0.6818663838812301,0.9014103213683118,-0.8633302373133095,29,CD81;HMGB1;CAV1;CTSG;HLA-DRB1;ACTB,GO:BP,-0.24953586766369562,0.020961091413181393,Training_Young
GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION,0.6720061022120518,0.9014103213683118,0.8465846085599823,16,PLIN3;ANXA2;ADIPOQ;C3;SCP2;MIF,GO:BP,0.29178811925058473,0.01955975858897112,Training_Young
GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,0.6765249537892791,0.9014103213683118,0.8770727083815641,49,CAPN2;UCHL1;PRKAA2;ACSL3;IL18;PRKAA1;PFN2;TMSB4X;PPIA;ADIPOQ;MAP2K1;C3;RAP1A;VCP;EEF1A2,GO:BP,0.2319795585016787,0.01899029366437861,Training_Young
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY,0.6851618327028163,0.9014103213683118,-0.8382672220280981,16,UBE2B;COL1A1,GO:BP,-0.2828193330492077,0.02074676321412697,Training_Young
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION,0.6861174675819984,0.9014103213683118,0.8380292575340511,16,YBX1;RPL13A;IMPACT;DHX9;SYNCRIP;SH3BGRL,GO:BP,0.28883938883410426,0.019246644710435624,Training_Young
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,0.6719698555578815,0.9014103213683118,-0.8596467277955595,20,FBN1;HMGB1,GO:BP,-0.2728576649559129,0.020985139211517935,Training_Young
GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,0.6769651113913409,0.9014103213683118,-0.8432963077647856,16,HMGB1;NDUFC2;CPNE1;ACTN4;PPM1B,GO:BP,-0.2845160744182142,0.02093229634556374,Training_Young
GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.6865699755132794,0.9014103213683118,0.8495907275848685,26,BCAP31;HYOU1;HSPA5;STUB1,GO:BP,0.25928822755949843,0.01905182777036344,Training_Young
GOBP_RESPONSE_TO_INSULIN,0.6735774150860168,0.9014103213683118,-0.8879688122307906,59,COL1A1;COL6A1;STXBP3;SORBS1;PIP4K2B;GRB2;HADH;CAV2;PARP1;NUCKS1;EEF2K;GOT1;NCL;SGCB,GO:BP,-0.21859336931469148,0.021760224237473667,Training_Young
GOBP_RESPONSE_TO_TOXIC_SUBSTANCE,0.680410073545799,0.9014103213683118,-0.8912395372048031,65,MGST3;BLMH;COL6A1;SELENOW;GPX1;ALDH1A1;LANCL1;GPX3;PRDX6;MB;MT2A;SOD3;ADH5;TXNRD1;TXN;FIS1;SESN1;PRXL2A;GSTM1;ESD,GO:BP,-0.21507541773664338,0.021765354633771963,Training_Young
GOBP_STEROL_TRANSPORT,0.6848241590214067,0.9014103213683118,0.8527967633991645,22,LAMTOR1;ANXA2;TSPO;CLU;VAPA;ADIPOQ,GO:BP,0.2710406036641576,0.019309473692226624,Training_Young
GOBP_STRIATED_MUSCLE_CONTRACTION,0.6915297092288243,0.9014103213683118,0.8823543562791727,69,HRC;BIN1;FLNA;CAMK2D;GSN;ATP1A1;CSRP3;SMPX;MYBPH;KLHL41;ATP1A2;CALM1;MYH14;ATP1B1;LMOD3,GO:BP,0.21825244117435214,0.0183173360456645,Training_Young
GOBP_TRICARBOXYLIC_ACID_CYCLE,0.6738677278756869,0.9014103213683118,0.8622367273839465,25,IDH3B;IDH3G;IDH3A;FH;SDHA;NNT;MDH2;OGDH;SDHD;SUCLA2;SDHC;ACO2;SDHB;PDHB;IDH2;SUCLG1,GO:BP,0.26604617599010044,0.01942337965520689,Training_Young
GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,0.694450305971724,0.9040447636030863,-0.8386533027537589,17,HMGB1;NDUFC2;CPNE1;ACTN4;PPM1B,GO:BP,-0.27900614777152283,0.02060126990366248,Training_Young
GOBP_LYMPHOCYTE_DIFFERENTIATION,0.6969955252503729,0.9061843504225418,-0.8502389721515865,26,HMGB1;PREX1;PPP3CB;XRCC6;HLA-DRB1;ACTB;STAT3,GO:BP,-0.253213363307934,0.020694938246888766,Training_Young
GOBP_ORGANIC_ANION_TRANSPORT,0.6994454713493531,0.9081536098310293,0.8625582886265182,49,EPRS1;AKR1C1;ANXA1;SLC16A1;ACSL3;ATP1A2;SLC2A4;SEPTIN2,GO:BP,0.22814059662941075,0.01849299466914871,Training_Young
GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY,0.7003174603174603,0.9081536098310293,-0.8460520771536312,25,VDAC1;EPM2A;HMOX1;PIP4K2B;DCN,GO:BP,-0.25409998035371334,0.020517577197727486,Training_Young
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,0.7038038579412295,0.9094815467192806,0.8764137528462815,72,FLNC;CSRP3;MYBPH;OBSCN;KLHL41;IQGAP1;PAK2;PFN1;PLEC;PXN;MYH14;LMOD3;PFN2;PAK1;CUL3;S100A10;NRAP;PRKAR1A;MYO18A,GO:BP,0.21509734595509541,0.01802995678107251,Training_Young
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS,0.7049871653832049,0.9094815467192806,0.8655797424016513,58,UCHL1;PRKAG1;HPRT1;PRKAA2;GAPDH;SAMHD1;HK1;PRKAA1;PRKACA;HINT1;VCP;PFKM;NT5C1A;PFKL;GPI;PPP2CA;OGDH;ALDOC;TYMP;ENO1,GO:BP,0.2214387124146051,0.0182554714417709,Training_Young
GOBP_POSITIVE_REGULATION_OF_GROWTH,0.7037106799773969,0.9094815467192806,0.8423865047319014,33,NACA;EZR;MAPT;PLAA;PAK1;CSNK2A1;PAFAH1B1;PPIB,GO:BP,0.24281728125167928,0.0186831390984821,Training_Young
GOBP_POSITIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS,0.7055227655986509,0.9094815467192806,-0.8309506581376561,19,RIDA;CAPRIN1;CELF1;HNRNPD;AGO2;KHSRP;PAIP1;ELAVL1;DCPS,GO:BP,-0.2679104958263669,0.02034275005660569,Training_Young
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.7067712318286151,0.9094815467192806,0.8214042275079759,15,NME2;NME1,GO:BP,0.2886765645131716,0.018847893868579938,Training_Young
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,0.706764099681469,0.9094815467192806,0.8481909583124129,40,CAPN2;PRDX3;MTDH;IL18;TSPO;PLAA;PRDX2;RPL13A,GO:BP,0.23473195800094662,0.018540258682871198,Training_Young
GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,0.7079188982402448,0.9097934689660435,0.8204813439788908,15,HUWE1;STUB1;TSPO;CTTN;VPS13C;TIGAR;ATP5IF1,GO:BP,0.2883522237833578,0.018823646150929164,Training_Young
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.7114896701703516,0.9132147107550489,0.862497248097752,63,HSPB1;BCAP31;HYOU1;PRKDC;DNAJA1;ERO1A;HSPE1;P4HB;USP15;CLU;PPIA;CUL3;MAP2K1;OPA1;RPS3;HINT1,GO:BP,0.21715343155177952,0.017946895346983606,Training_Young
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS,0.7127636906030258,0.9136830472653584,-0.8417398746795299,26,GNAS;HSPG2;H3-3A;CLIC5,GO:BP,-0.25068221015397374,0.0203518895016982,Training_Young
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT,0.715610176800345,0.9138351050627023,-0.8550549797005433,41,SYNE2;CAV1;MYLK2;MYH3;TNNC1;SGCD;MYH7;ACTN4;CACNA2D1;EPDR1;GPD1L;MYL1;TPM1,GO:BP,-0.22752974194800285,0.02047132740457033,Training_Young
GOBP_DEPHOSPHORYLATION,0.7138667783829075,0.9138351050627023,-0.8338548726411756,21,EPM2A;PPP3CB;PPP1CC;NT5C;PPM1B;CHP1;PPP3CA;MTM1,GO:BP,-0.2621117577413776,0.020067223385877797,Training_Young
GOBP_REGULATION_OF_VIRAL_PROCESS,0.7147164122856604,0.9138351050627023,0.8318474023663599,27,DYNLT1;DDB1;MAVS;TSG101;P4HB;CSNK2B;PPIA,GO:BP,0.2516357563054409,0.01845766414618504,Training_Young
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,0.7203746177370031,0.9185334664485842,0.8285831494407818,22,HPRT1;GART;ATIC;AK1;GMPR2;NT5C1A;PAICS,GO:BP,0.26334489839668923,0.01855210281407415,Training_Young
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS,0.7211173184357542,0.9185334664485842,-0.8706588242786779,66,MT-ND1;UBE2B;BLMH;COL1A1;COL6A1;HSPG2;CRKL;GPX1,GO:BP,-0.20957168985268237,0.02090356892786134,Training_Young
GOBP_TERPENOID_METABOLIC_PROCESS,0.7243944306694641,0.9215397504086219,0.817772290245494,18,AKR1C3;AKR1C1;DHRS7,GO:BP,0.27362778154251655,0.018438079332851666,Training_Young
GOBP_MACROAUTOPHAGY,0.7300193219743545,0.9275213888549004,0.8752583833506219,99,UCHL1;PRKAA2;HUWE1;SNAP29;SEC22B;GAPDH;CAPNS1;STUB1;BAG3;TSG101;NIPSNAP3A;CALM1;TSPO;STBD1;PLAA;EIF2S1;CSNK2A1;FYCO1;RAB1B;UFM1;PRKACA;VCP;CTTN;SH3GLB1;CHMP4B;VPS13C;PGAM5;PDCD6IP;ATP6V1A;ARL8B;CAPN1;SCFD1;CHMP2A;MFN2;HSPB8;TIGAR;VPS35;SNF8;ATP5IF1;UBQLN2,GO:BP,0.20244251270181723,0.017109774849638913,Training_Young
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,0.7329545454545454,0.930074896694215,0.8192765619333842,23,HPRT1;GART;ATIC;AK1;GMPR2;NT5C1A;PAICS,GO:BP,0.25721303313209115,0.018159417459742668,Training_Young
GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION,0.7381721451643549,0.9305769684348592,0.807274418784203,17,NES;CALM1;FHL1;HSPA2,GO:BP,0.27398192375093233,0.018102137338121507,Training_Young
GOBP_FATTY_ACID_CATABOLIC_PROCESS,0.7368197278911565,0.9305769684348592,-0.8376266085832211,37,ECI1;ECHDC2;HADH;CPT1B;CPT1A;CRAT;HADHB;CPT2;NUDT19;ACADVL;ACAT1,GO:BP,-0.22776593003057427,0.01981086890055345,Training_Young
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,0.7362700228832952,0.9305769684348592,0.8029068847150997,16,LGALS3;CD99;CALR;P4HB,GO:BP,0.2767339347485501,0.018193911890407095,Training_Young
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE,0.7352625937834941,0.9305769684348592,-0.8401483032852567,40,GNAS;CD81;GPX1;CELF1;SNX6;HLA-DRB1;STAT3,GO:BP,-0.22452791317685009,0.0199693537129219,Training_Young
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,0.7386262265834077,0.9305769684348592,-0.8635448270604806,63,JPH2;VDAC1;CAV1;PPP3CB;CACNB3;CACNG1;ACTN4;NIPSNAP2;GNB2;ACTN2;UTRN;CACNA2D1;CHP1;PPP3R1;DHRS7C;JPH1;OXSR1;PPP3CA,GO:BP,-0.2100460014835977,0.020503683897624116,Training_Young
GOBP_RESPONSE_TO_CAMP,0.7389058913542463,0.9305769684348592,0.7983811014712681,15,EZR;RAP1B;ADIPOQ;RAP1A;ATP5PO;PNPT1,GO:BP,0.2805852536749083,0.018186238230806163,Training_Young
GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0.7401172687724608,0.9309359888815057,0.8231732347622698,29,HUWE1;AIMP2;HSPA5;RPS2;STUB1;KLHL40;CUL3;VCP,GO:BP,0.2444243252598027,0.017995910584663745,Training_Young
GOBP_VIRAL_PROCESS,0.7426496634785689,0.9329536397449522,0.865695821958815,91,DYNLT1;JPT2;DDB1;CANX;MAVS;SCARB2;EEF1A1;NECTIN1;HSP90AB1;MCTS1;TSG101;TARDBP;P4HB;RAN;PRMT1;CSNK2B;PPIA;VAPA;PPIB;RAB1B;VCP;PSMC3;EIF3F;CFL1;CHMP4B;SPCS1;DHX9;PDCD6IP;ILF3;KPNA3;ARL8B,GO:BP,0.2032283765257607,0.016980108009108034,Training_Young
GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,0.7438870151770658,0.9333413860835844,-0.8056494409597392,19,HNRNPK;FUS;HNRNPD;YBX3;SRSF1;U2AF2;C1QBP;PAIP1;ELAVL1,GO:BP,-0.25975301791505706,0.01953834946320456,Training_Young
GOBP_MEMBRANE_FISSION,0.7470913599084493,0.9351119381863466,0.8012433049465895,18,SLC25A46;TSG101;SH3GLB1;CHMP4B;CHMP2A;SNF8;DNM2;CHMP6,GO:BP,0.26809715934800515,0.017980808565229017,Training_Young
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION,0.7471590909090909,0.9351119381863466,0.807801857038561,23,LGALS3;ANXA1;PRKDC;IL18;PRDX2;ADIPOQ;CLPTM1;OPA1,GO:BP,0.2536105333323555,0.017875600212551655,Training_Young
GOBP_GLUCOSE_CATABOLIC_PROCESS,0.7550826524795744,0.9355874717711883,0.7924724424018756,17,HK1;PFKM;PFKL;GPI;ENO1;TIGAR;PGK1;PKM;LDHA,GO:BP,0.2689582615733872,0.017767554944816806,Training_Young
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING,0.753192380154909,0.9355874717711883,-0.8041358606720742,20,PREX1;EPM2A;UBE2N;MAPK3;SEC13;UBE2D1;MTM1;SESN1,GO:BP,-0.25523814161772335,0.019246644710435624,Training_Young
GOBP_NEURON_PROJECTION_GUIDANCE,0.7545035609551739,0.9355874717711883,-0.7915139935684989,15,LAMB2;LAMA2;DAG1;RPL24,GO:BP,-0.27250412352221753,0.019229944256525758,Training_Young
GOBP_REGULATION_OF_HORMONE_SECRETION,0.7530546623794212,0.9355874717711883,-0.8311640183224699,40,GNAS;PPP3CB;HADH;MCU;SIRT3;OSBP;SNX6;CPT1A;HLA-DRB1;GNA11;NDUFAF2,GO:BP,-0.2221268814230601,0.01960699029383211,Training_Young
GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE,0.7494705633206269,0.9355874717711883,-0.8089020650777423,23,BST2;HMGB1;IFITM1;VAPB;HLA-DRB1;BANF1,GO:BP,-0.24865306148926059,0.01949564268819465,Training_Young
GOBP_RESPONSE_TO_ESTRADIOL,0.7557894736842106,0.9355874717711883,0.7992133214505752,20,CRYAB;ARPC1B;RUVBL2;CALR,GO:BP,0.2605529939441949,0.01786064212485884,Training_Young
GOBP_RRNA_METABOLIC_PROCESS,0.7559174398788109,0.9355874717711883,0.8219499922755946,38,MAPT;PRKDC;RPS6;RPS27;CAVIN1;RPS14;MARS1;RPS8;RPS28;RPL14;RPL7,GO:BP,0.23046538314867437,0.017700955704895667,Training_Young
GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT,0.7498578737919273,0.9355874717711883,0.8109793152959777,25,HRC;CAMK2D;ATP1A2;CALM1,GO:BP,0.25023052114258837,0.01783077923021088,Training_Young
GOBP_TAXIS,0.7555266579973993,0.9355874717711883,0.8350605982984565,51,S100A4;HSPB1;LGALS3;PADI2;ANXA1,GO:BP,0.21966156774627849,0.017427177829208905,Training_Young
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY,0.7591118558860495,0.9360827179944536,-0.788036306995352,15,VDAC2;STAT3;NOL3;MTCH2;GSK3A;HSPA1A;SLC25A4;GSK3B;PPIF;ACAA2;SLC25A5;CAMK2A;ATP5IF1;SLC25A6;PDCD6IP,GO:BP,-0.2713068181818182,0.01913849378565281,Training_Young
GOBP_REGULATION_OF_PROTEIN_TRANSPORT,0.7575164561465931,0.9360827179944536,0.8563171143116179,84,GLUD1;FLNA;BCAP31;SLC16A1;HSPA8;MAVS;ACSL3;DNAJA1;BAG3;TSG101;PPM1A;TARDBP;RAN;PSMD9;PPIA;ADIPOQ;UFM1;IPO5;PRKAR1A;MYO18A;PRKACA;YWHAB;PFKM;HSP90AA1;PFKL;YWHAE,GO:BP,0.2042795562100303,0.01675543703442743,Training_Young
GOBP_RESPONSE_TO_ALKALOID,0.7589626239511823,0.9360827179944536,0.7880759331200405,16,PPP5C;PPP2R2A;PRKAA1;DHX15;CASQ2;HSP90AA1,GO:BP,0.27162222420141446,0.017745316069955518,Training_Young
GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,0.761824006029772,0.9382758897793148,0.8125807791077507,36,HSP90B1;PRKDC;APPL1;HSPA8;MAVS;NAGK,GO:BP,0.2301555362066051,0.017514143965928333,Training_Young
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,0.7650766967850389,0.9411286172202743,-0.7871656054273796,18,CD81,GO:BP,-0.2571195353575722,0.019068288756591473,Training_Young
GOBP_GRANULOCYTE_MIGRATION,0.7660673297628157,0.9411951912122613,0.7962406882887008,21,LGALS3;ANXA1;CD99;PPIA;PPIB,GO:BP,0.2564087064956135,0.01765307405921312,Training_Young
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,0.7692166574940378,0.9434371136338091,0.8288205791552764,54,UCHL1;PRKAG1;HPRT1;PRKAA2;GAPDH;SAMHD1;HK1;PRKAA1;PRKACA;HINT1;PFKM;NT5C1A;PFKL;GPI;PPP2CA;OGDH;ALDOC;ENO1,GO:BP,0.21510544680291105,0.016980108009108034,Training_Young
GOBP_REGULATION_OF_MACROAUTOPHAGY,0.7697695852534562,0.9434371136338091,0.8265991545875421,52,UCHL1;PRKAA2;HUWE1;SEC22B;GAPDH;CAPNS1;STUB1;BAG3;TSPO;CSNK2A1;FYCO1;PRKACA;CTTN;SH3GLB1;VPS13C;ATP6V1A;CAPN1;SCFD1;HSPB8;TIGAR;VPS35;ATP5IF1;UBQLN2,GO:BP,0.21636990097674447,0.017039521743592,Training_Young
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,0.773416761471369,0.9444518168635793,0.7943786167144282,24,HSPA5;STUB1;BAG3;ERO1A;EIF2S1;CUL3;VCP;HSPD1,GO:BP,0.24690554139825835,0.01738391734386477,Training_Young
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,0.7727620504973222,0.9444518168635793,0.7755752006207053,15,LGALS3;ANXA1,GO:BP,0.272570285054474,0.01752505682365292,Training_Young
GOBP_POSITIVE_REGULATION_OF_SECRETION,0.7720601894854171,0.9444518168635793,0.8261391711071168,51,GLUD1;ANXA2;AIMP1;ACSL3;TSG101;TARDBP;PSMD9;PPIA;S100A10;PRKAR1A;MYO18A;PRKACA;PFKM,GO:BP,0.2173147983173567,0.017109774849638913,Training_Young
GOBP_CELL_CHEMOTAXIS,0.7804693414080243,0.9461588638304189,0.8064247938758365,39,HSPB1;LGALS3;PADI2;ANXA1;CALR;PLEC;RPL13A;TMSB4X;PPIA;PPIB,GO:BP,0.22454747117681328,0.01722298907440648,Training_Young
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS,0.7799962328122056,0.9461588638304189,0.790221855071902,26,CLIC4;PFN1;CTSZ;CSNK2B;PAK1;PPP1CA;OPA1;PRKACA;CFL1;MTHFD1,GO:BP,0.24116932721573828,0.01716271906872995,Training_Young
GOBP_L_AMINO_ACID_CATABOLIC_PROCESS,0.7802453468697124,0.9461588638304189,-0.7907095142625985,24,RIDA;QDPR;GPT;KYAT1;GOT1;MCCC2;DDAH1;SHMT1;MCCC1,GO:BP,-0.24013010116913236,0.018872189166085587,Training_Young
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.7772692601067888,0.9461588638304189,0.7752850184530132,16,HYOU1;HSPA5;CLU;OPA1,GO:BP,0.2672136430667597,0.017394718653521834,Training_Young
GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION,0.7821802935010482,0.9461588638304189,-0.7878151019588774,22,PPP3CB;MCU;SIRT3;OSBP;HLA-DRB1;GNA11,GO:BP,-0.2442485031196228,0.01870311430803581,Training_Young
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,0.7808247854301863,0.9461588638304189,-0.7843803491669686,20,SORBS1;PIP4K2B;NUCKS1;NCL;ECHDC3;USO1;BLVRB;CTSD,GO:BP,-0.24896760912454932,0.018707113212831986,Training_Young
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,0.7823462844209732,0.9461588638304189,0.7900007211235137,28,HSPB1;ANXA1;DNAJA4;CALR;CSNK2B;ATP5F1A;TMSB4X,GO:BP,0.236684497150301,0.01713798446824284,Training_Young
GOBP_RESPONSE_TO_IONIZING_RADIATION,0.7790034233548878,0.9461588638304189,0.7778882165864245,19,EEF1D;PRKDC;CRYAB;PRKAA1,GO:BP,0.25609964940655483,0.01732288275527881,Training_Young
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.788010425716768,0.9504434905211073,-0.821400874854779,45,GNAS;GPX1;HLA-B;TSPAN8;GRB2;PARP1;HLA-DRB1;PPM1B;STAT3;BANF1;RTCA;MYOZ1;LPCAT3;KRT1;C1QBP;CLASP2;DNAJA3;SERPING1,GO:BP,-0.21423098155782866,0.01912193900251876,Training_Young
GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT,0.7887262398951278,0.9504434905211073,-0.8233716704764146,52,JPH2;VDAC1;MYLK;CAV1;PPP3CB;CACNB3;CACNG1;NIPSNAP2;CACNA2D1;PPP3R1;DHRS7C;JPH1;PPP3CA,GO:BP,-0.2078978496074081,0.019196611046645884,Training_Young
GOBP_RENAL_SYSTEM_PROCESS,0.7882891474346748,0.9504434905211073,0.7723682170769332,18,AKR1C3;GSN;IGHA1;ADIPOQ;PRKACA;HBB,GO:BP,0.25843551352084293,0.017191045969835304,Training_Young
GOBP_GRANULOCYTE_CHEMOTAXIS,0.7913737412122364,0.9518954846397499,0.7656281467425902,17,LGALS3;ANXA1,GO:BP,0.2598475408626447,0.017078113228016112,Training_Young
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY,0.7918254976704786,0.9518954846397499,-0.7818182091885941,23,JPH2;CACNB3;ACTN4;NIPSNAP2;ACTN2;CHP1,GO:BP,-0.2403275991440465,0.018671169392078364,Training_Young
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.7958607714016933,0.9544630969674245,0.7885565487079339,30,LGALS3;PDIA3;PPP2R1A;BAG3;PAK2;PRDX2,GO:BP,0.23190009853084642,0.016851738169753515,Training_Young
GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT,0.7953878406708595,0.9544630969674245,-0.7771610416791032,22,SLC16A3;EPM2A;CPT1B;CPT1A,GO:BP,-0.24094539523426908,0.018453744717466268,Training_Young
GOBP_AUTOPHAGY_OF_MITOCHONDRION,0.7975355450236967,0.9553316123347023,0.783876432749106,31,SLC25A46;HUWE1;STUB1;NIPSNAP3A;TSPO;EIF2S1,GO:BP,0.22932129760541112,0.016931384760702436,Training_Young
GOBP_ISOPRENOID_METABOLIC_PROCESS,0.800114766641163,0.9561419030610806,0.7705709659252978,21,AKR1C3;AKR1C1;DHRS7,GO:BP,0.24814243675568382,0.01701502391545433,Training_Young
GOBP_SEX_DIFFERENTIATION,0.7995030581039755,0.9561419030610806,0.7731414764688292,22,AKR1C3;FLNA,GO:BP,0.24572411797701116,0.01701502391545433,Training_Young
GOBP_REGULATED_EXOCYTOSIS,0.8012808438500659,0.9563981568519196,0.7756326029937372,26,S100A13;SNAP29;RAP1B,GO:BP,0.23671680532496914,0.016769150414956434,Training_Young
GOBP_ACETYL_COA_METABOLIC_PROCESS,0.8060326770004189,0.9575210879260295,-0.756771264023538,15,ACSS2,GO:BP,-0.26054282259722045,0.018243905889494486,Training_Young
GOBP_LEUKOCYTE_CHEMOTAXIS,0.8053022269353128,0.9575210879260295,-0.7936914660305472,29,FLT1;HMGB1;PREX1;CTSG;MCU;MPP1,GO:BP,-0.22940756627446565,0.01844199383115964,Training_Young
GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,0.8045558086560365,0.9575210879260295,-0.8404408666513861,83,JPH2;VDAC1;CAV1;STXBP3;SORBS1;PPP3CB;CACNB3;FABP5;ASPSCR1;CACNG1;ACTN4;NIPSNAP2;GNB2;ACTN2;UTRN;CACNA2D1;CHP1;PPP3R1;DHRS7C;JPH1;OXSR1;PPP3CA,GO:BP,-0.19396325981942156,0.019525521854286004,Training_Young
GOBP_WOUND_HEALING,0.8052745664739884,0.9575210879260295,0.8272084337813828,76,NACA;HSPB1;PDIA3;FLNA;ANXA1;VCL;F13A1;ANXA2;CLIC1;TLN1;PLEC;PRDX2;LMAN1;PAK1;TRIM72;PPIA;S100A10,GO:BP,0.20116284767172604,0.01608756978243887,Training_Young
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION,0.8077214231642695,0.9583943686895996,0.7794359066293546,32,EZR;ANXA1;SARS1;ANXA4;TSPO;CUL3;ADIPOQ;ORM1;PRKACA,GO:BP,0.22637629386498245,0.01672121712625633,Training_Young
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,0.8116855821773854,0.9584340052914747,-0.7507669636502242,16,CD81;HMGB1,GO:BP,-0.2532980013476156,0.01819007447164638,Training_Young
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST,0.8125231567247129,0.9584340052914747,0.7905274700349444,45,DYNLT1;JPT2;DDB1;SCARB2;NECTIN1;HSP90AB1;TSG101,GO:BP,0.2125386468153811,0.016324090843550226,Training_Young
GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL,0.8114382785956965,0.9584340052914747,0.7835596051143865,37,HRC;FLNA;CAMK2D;ATP1A2;CALM1;ERO1A,GO:BP,0.22067014578022184,0.016615706845085523,Training_Young
GOBP_CALCIUM_ION_TRANSPORT,0.8114643976712942,0.9584340052914747,-0.8270640984565347,76,JPH2;VDAC1;MYLK;MICU2;CAV1;EPM2A;PPP3CB;CACNB3;MCU;CACNG1;NIPSNAP2,GO:BP,-0.19340458317516993,0.01913849378565281,Training_Young
