pathway,pval,padj,NES,size,leadingEdge,database,ES,log2err,contrast
GOBP_HORMONE_TRANSPORT,0.1426562186055857,0.44793551422161104,1.2395074322283817,45,PHPT1;HADH;DYNLL1;TARDBP;ADIPOQ;PTPN11;AIMP1;SLC16A1;AGT;MCU;SRI;GLUD1;PRKAR1A;PRKACA;SIRT3;RAB1A;TSPO;RAB11B;NDUFAF2;ANXA1;PARK7;ENSA;RBP4,GO:BP,0.3236781524425314,0.052205790150485085,Aging
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,0.1444400474871389,0.44793551422161104,-1.2334556538540522,52,RPS7;SQSTM1;KLHL40;CAPN3;RPL23;MAPT;CHP1;FXYD1;RPS3;RPL5;HHATL,GO:BP,-0.3136853653848366,0.051429735126524746,Aging
GOBP_NEGATIVE_REGULATION_OF_SECRETION,0.14412775419446128,0.44793551422161104,1.2916420826771398,20,IDH2;HADH;ADIPOQ;PTPN11;GNAI2;RAP1A;APOE;VPS4B;TSPO;ERP29;NDUFAF2;ANXA1,GO:BP,0.41262022140465937,0.052087355964135995,Aging
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY,0.14248286981056027,0.44793551422161104,1.241678956982439,49,PSAP;FXN;PPIA;CAP1;XRCC6;TGM2;ADIPOQ;RSU1;PLIN5;FBN1;ITGB1,GO:BP,0.31852204214441004,0.05232495865480885,Aging
GOBP_PROTEIN_K48_LINKED_UBIQUITINATION,0.14352132605619566,0.44793551422161104,1.3024554278276723,19,PPIA;UBE2K;CUL1;HUWE1;UBE2G1;UBE3C;CUL3,GO:BP,0.421952349239178,0.052205790150485085,Aging
GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT,0.14034021871202917,0.44793551422161104,1.2986789754069747,21,TIMM44;CHCHD4;GRPEL1;AZGP1;TIMM50;HSPD1,GO:BP,0.40954896750135195,0.052891019675300986,Aging
GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS,0.14271555996035679,0.44793551422161104,-1.2381422249738172,48,ENO2;ACTN3;PGK1;LDHA;UCHL1;ENO3;NT5C1A;NT5C;GAPDH;PFKM;PFKL,GO:BP,-0.3209563903154239,0.05181382231045031,Aging
GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,0.1406896551724138,0.44793551422161104,-1.2886709828446192,23,SYNPO2L;SYNPO2;TPM1;FLNA,GO:BP,-0.39718595054352585,0.05204803975409983,Aging
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS,0.14582916583316663,0.44793551422161104,1.225051667701934,61,OTUB1;HMGB1;PRKDC;DYNLL1;FH;ACTR2;ADIPOQ;HDGFL2;HNRNPD;CUL4A;NUCKS1;RPA2;PTGES3;RUVBL2;C11orf54;S100A11;CACYBP;TIGAR;MCM5,GO:BP,0.3007475830647152,0.05146779690373337,Aging
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_SARCOPLASMIC_RETICULUM,0.14619188921859544,0.44793551422161104,-1.302490172729106,20,HRC;CAMK2D;TMEM38A;JPH2;TRDN;JPH1;CALM1;DHRS7C,GO:BP,-0.4171685684961049,0.051090574302609014,Aging
GOBP_RENAL_SYSTEM_DEVELOPMENT,0.1459262261856506,0.44793551422161104,1.2757529993900183,26,ACAT1;MPST;ADIPOQ;FBN1;AGT;ARL3;CUL3;ILK;ASS1;AKR1B1,GO:BP,0.38092003422610166,0.05181382231045031,Aging
GOBP_RESPONSE_TO_METAL_ION,0.14402451481103168,0.44793551422161104,1.2054660889455304,83,SOD2;FXN;LONP1;PPP5C;MT2A;MICU1;FABP4;PPIF;FECH;PLN;GDI1;CALR;RASA4;HNRNPD;GSK3A;DDX19A;ALAD;ANXA7;PPP2CA;TF;ADD1;ATP5F1D;GOT1;ASS1;CACYBP;CASQ2;GPHN;GSS;TIGAR;ACO1,GO:BP,0.27957116830422657,0.05240481612025527,Aging
GOBP_SENSORY_ORGAN_MORPHOGENESIS,0.14240317775571004,0.44793551422161104,-1.3028643278106364,18,THRB;RPL38;TCAP;MYO6;MAPK1,GO:BP,-0.42897371338197626,0.051930572739816244,Aging
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,0.14204429993903678,0.44793551422161104,1.2567446961320805,37,ACAT1;MPST;MAT2B;CBR4;MLYCD;ACSS2;GCDH;HAGH;ACSL1;GSTP1;MMUT;PANK4;AKR1A1;GSS;HSD17B12,GO:BP,0.34423530632448684,0.052646390933726916,Aging
GOBP_POSTSYNAPSE_ORGANIZATION,0.14672952268709488,0.448216323101916,-1.2657210394560472,29,PDLIM5;ACTN1;ACTN2;CAPRIN1;EZR;ACTB,GO:BP,-0.36810667794888025,0.05079412557834835,Aging
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE,0.14897085795801915,0.45095094050544954,1.2700188200590505,28,PRKDC;NAE1;PTPN11;CHMP2A;TOM1L2;CUL4A;BUB3;RPA2;VPS4A;MAP3K20,GO:BP,0.3715419080525453,0.05139174948307513,Aging
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,0.1481844946025515,0.45095094050544954,-1.2541974803178695,35,ACTN4;ACTN2;CAPN3;FLNA;CHP1;FXYD1;JPH2;STAC3;TMSB4X;CAMK2A;CACNB3;CASQ1;MYLK;STIM1;ATP2A1,GO:BP,-0.3485876959880169,0.050502278205248566,Aging
GOBP_REGULATION_OF_HYDROLASE_ACTIVITY,0.1489059967585089,0.45095094050544954,1.2613589032935524,32,PSAP;HMGB1;RDX;TGM2;RSU1;PLIN5;RASA4;ATP5IF1;ITGB1,GO:BP,0.3574246370340971,0.05124056308104221,Aging
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,0.15140489185364867,0.45151903950420447,1.2891634269369252,19,YWHAQ;GSTO1;VDAC1;PPIF;PLN;AGT,GO:BP,0.41764618191697306,0.05072073714261461,Aging
GOBP_REGULATION_OF_CELL_MORPHOGENESIS,0.1504041001379854,0.45151903950420447,-1.2604723327739533,31,SPAG9;TPM1;CAPRIN1;MSN;CAPZB;EZR;WDR1,GO:BP,-0.36096982282228357,0.050214911675094585,Aging
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,0.15100671140939598,0.45151903950420447,-1.2570461200025131,32,SQSTM1;CAMK2D;EZR;ACTB;CAMK2G;STAC3;CSRP3;AP2M1;CAMK2A;RACK1;PPP2R5A;CLTC;CAMK2B;ATP2B4;TMED2;LYPLAL1;EPM2A,GO:BP,-0.35744655212996457,0.050143756472362584,Aging
GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION,0.1501984126984127,0.45151903950420447,-1.2338811349635155,49,LMOD2;PREX1;CAPZA1;CAPZA2;MAPT;TMOD4;CAPZB;SVIL;RPS3;MAPRE1;TMOD1;LMOD3;TMSB4X;MAPRE3,GO:BP,-0.31797373760537895,0.050430021103155684,Aging
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT,0.1508097165991903,0.45151903950420447,1.2726006938245022,24,CTSZ;YWHAZ;HMGB1;CDC42,GO:BP,0.3882339572389065,0.05086780157609256,Aging
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,0.1522267206477733,0.45262678772488807,1.2391093925144523,40,HMGB2;HADHB;SOD2;HMGB1,GO:BP,0.33286137570055163,0.05061118949655106,Aging
GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,0.15267947421638017,0.4526338394910386,1.268173066288267,25,HMGB2;HADHB;HMGB1;PTPN11;DEFA3;GSTP1;PRDX2;ASS1;CD36;B2M,GO:BP,0.382476183442643,0.050502278205248566,Aging
GOBP_AMYLOID_FIBRIL_FORMATION,0.15362846169395594,0.45277596481649773,1.2765847070287977,20,EMD;CLU;TARDBP;PFDN2;PFDN4;PFDN6;VBP1;APOE;CD36;B2M,GO:BP,0.4078100826230902,0.050322156489661464,Aging
GOBP_ENDOTHELIAL_CELL_PROLIFERATION,0.15321119387960538,0.45277596481649773,1.294489075221169,18,HMGB2;LRG1;HMGB1;AIMP1;ATP5IF1,GO:BP,0.42508887268911627,0.0502863396522084,Aging
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,0.15530839231547017,0.45373527406118463,1.2630114862077078,25,YWHAQ;GSTO1;VDAC1;PPIF;PLN;GSK3A;AGT;FABP5,GO:BP,0.3809194704811195,0.05003753124631818,Aging
GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS,0.15501579778830965,0.45373527406118463,-1.280892986650209,21,THRB;RPL38;WDR1;MYO6;COL1A1;SERPINB6;CLIC5,GO:BP,-0.4036841620341698,0.04944682482267162,Aging
GOBP_TOR_SIGNALING,0.1547811993517018,0.45373527406118463,1.2530032197008163,32,OTUB1;YWHAZ;LAMTOR1;SAR1A;GSK3A;YWHAG,GO:BP,0.3550569309295877,0.050179300088120354,Aging
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,0.15647773279352226,0.45582643900721703,1.2267969430157577,44,PPIA;PRKDC;DYNLL1;TARDBP;ADIPOQ;GSK3A;YWHAG;ATP5IF1;AGT;PPP2CA;DNAJA1;MTCH2;APOE;TIGAR;CHMP6;PRKACA,GO:BP,0.32258710930138695,0.04986182818702141,Aging
GOBP_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS,0.15741293532338307,0.45590778097982704,-1.231857067379747,45,ENO2;ACTN3;PGK1;LDHA;UCHL1;ENO3;GAPDH;PFKM;PFKL;CMPK1;TPI1;GPD1;MPP1;AK1,GO:BP,-0.3239740169550005,0.04924277607280622,Aging
GOBP_VITAMIN_METABOLIC_PROCESS,0.15729882733522038,0.45590778097982704,1.2778440791676315,17,PNPO;MCCC1;GSTO1;PLPBP;PANK4;PDXP;SHMT1;AKR1C3;ATP1A2;PM20D2,GO:BP,0.42726306058056684,0.04968777560118594,Aging
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS,0.15906386354621183,0.45936546799983585,-1.2834769911696384,15,PPP1R3A;PPP1CA;AGL;GYG1;GYS1;UGP2;CLTC;AKT2,GO:BP,-0.44547733495722186,0.048874485355474874,Aging
GOBP_RESPONSE_TO_IONIZING_RADIATION,0.15969274307661208,0.45986019138107487,1.2753792757476958,19,SOD2;PRKDC;XRCC6;NUCKS1;ALAD;MAP3K20;GRB2,GO:BP,0.41318057422530396,0.04927662719906588,Aging
GOBP_TYPE_I_INTERFERON_PRODUCTION,0.16029917121487772,0.4602876202027203,1.2744301840851424,19,HMGB2;HMGB1;MAVS;PTPN11;NLRX1;HSPD1,GO:BP,0.4128731000130573,0.04917526063972247,Aging
GOBP_CEREBRAL_CORTEX_DEVELOPMENT,0.1608695652173913,0.4606094388703084,-1.286327244413407,16,NARS1;FLNA;ATIC;COL3A1,GO:BP,-0.43736475666896424,0.04848101812687057,Aging
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT,0.16185770750988143,0.4621221478620194,-1.2844378118153463,16,SNTA1;ACTN4;CAMK2D;CHP1;FXYD1;UTRN,GO:BP,-0.43672232976548203,0.04831955820606266,Aging
GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS,0.1637185534591195,0.46490270308880705,-1.231590739914673,39,ENO2;ACTN3;PGK1;LDHA;UCHL1;ENO3;GAPDH;PFKM;PFKL;TPI1;GPD1,GO:BP,-0.3331467917651124,0.047875005252285566,Aging
GOBP_RESPONSE_TO_RADIATION,0.16375677302829622,0.46490270308880705,1.2112848810983017,54,SOD2;PRKDC;XRCC6;MAPK13;FECH;PLN;CUL4A;ITGB1;NUCKS1;CPT1B;ALAD;TTR;RUVBL2;MAP3K20;GRB2,GO:BP,0.30429212301225367,0.048416261263622556,Aging
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION,0.16435845213849287,0.4652964630962967,1.2345505424973777,34,HMGB1;PRKDC;XRCC6;PTPN11;HLA-A;YWHAG;OPA1;HSPD1;STAT5B;LGALS1,GO:BP,0.345523323828059,0.04870950492094516,Aging
GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0.16499705362404243,0.4657922440791085,-1.2462320477080346,29,KLHL40;VCP;RPS2;TOLLIP;DDX3X;DCUN1D1;STUB1,GO:BP,-0.3624387402396223,0.047656785478466246,Aging
GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN,0.1661721068249258,0.46711755423347606,-1.2714873197366061,20,VAPB;HSPB8;VCP;BAG3;STUB1;ERO1A;RACK1;DDRGK1;AKT2;EIF2S1;HSPA1A;RNF7;TMED2,GO:BP,-0.40723880774015464,0.047656785478466246,Aging
GOBP_MITOPHAGY,0.1663961038961039,0.46711755423347606,1.246933126504173,27,CDC37;VDAC1;OPTN;GSK3A;PHB2;PPTC7;HUWE1;ATP5IF1;NIPSNAP3B;NIPSNAP3A;NIPSNAP2;DNM1L;MFN2;TIGAR;BCL2L13,GO:BP,0.36860670703801657,0.048287438416321875,Aging
GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS,0.16697210344125432,0.4674288689650713,1.2435531416347676,29,GSTO1;ALDH2;ADIPOQ;ADSS1;ACSL1;ACAA1;GSTP1;SULT1A1;CES2;RAP1A;CDH13;ABHD10;PRKAA2,GO:BP,0.36112518736454774,0.048287438416321875,Aging
GOBP_MYELOID_CELL_HOMEOSTASIS,0.16771958426737313,0.4682171727464166,1.2329166962412996,35,HMGB2;HMGB1;PRKDC;MB;SFXN1;FECH;ATP5IF1;STAT5B;GLUL,GO:BP,0.3420129866368432,0.04819142030711041,Aging
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,0.16959773600161715,0.47214882183275686,1.2605711367748769,19,DCXR;SOD2;NNT;AGT;GNAI2;GSTP1;GRB2,GO:BP,0.40838322846287545,0.04768779743260155,Aging
GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,0.17094861660079053,0.4744280277077508,-1.269216276124266,16,ATIC;ADSL;IMPDH2;CMPK1;PRPS1;PAICS;ADSS2;NUDT2,GO:BP,-0.43154684795665726,0.04689852694791824,Aging
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT,0.171360571201904,0.4744280277077508,-1.2669012602700571,15,ACTN2;FLNA,GO:BP,-0.4397241251397367,0.04692824325421173,Aging
GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS,0.1721194879089616,0.4752200146936989,1.2307952911428803,30,IDI1;IDH2;ACAA2;LSS;ACADVL;FECH;CYB5R3;NPC2,GO:BP,0.3545023502334379,0.047441195780349006,Aging
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,0.17517075130574528,0.4799292114947049,1.190637692005063,63,HMGB1;MAVS;PRKDC;PPP5C;FKBP4;YWHAH;NAGK;LAMP2;CALR;MAP2K6;PADI2;PLIN5;PHB2;NLRX1;HUWE1;PPP2CA;DEFA3;FABP5,GO:BP,0.29046523941225383,0.04669190181409322,Aging
GOBP_ISOPRENOID_METABOLIC_PROCESS,0.17525773195876287,0.4799292114947049,1.2501690032060662,20,IDI1;LSS;NPC2;ADH1B;TTR;AKR1B1;AKR1C3;DHRS4;RBP4;ALDH1A1;FDPS;BCO2;ALDH3A2,GO:BP,0.3993714805474254,0.04683924387014349,Aging
GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS,0.17450621054774995,0.4799292114947049,1.2302744476826801,29,APPL1;CDC42;CLU;C3;CALR;TF;RAP1A;APOE;CD36;PRKACA;B2M,GO:BP,0.35726908288388176,0.04713766655556934,Aging
GOBP_CARBOHYDRATE_CATABOLIC_PROCESS,0.17729083665338646,0.4831717791905372,-1.194885264529487,56,STBD1;ENO2;ACTN3;PGK1;LDHA;UCHL1;ENO3;PPP1CA;AGL;SORD;PHKA1;GAPDH;GALM;PFKM;PFKL,GO:BP,-0.2995031205574685,0.046171470225022805,Aging
GOBP_OSSIFICATION,0.1774033696729435,0.4831717791905372,-1.1999771267473012,48,RPL38;PSMC2;TMCO1;ACTN3;CCDC47;IARS1;RPS15;PDLIM7;COL1A1;MAPK1;H3-3A;BCAP29;COL1A2;ALYREF;RYR1;CLTC;SND1;IPO7,GO:BP,-0.3110630744137914,0.04602961131029092,Aging
GOBP_D_GLUCOSE_IMPORT,0.1800890327802509,0.48784225860957453,1.2578309510181716,16,APPL1;ADIPOQ;PTPN11;SLC27A1;GSK3A,GO:BP,0.4285674653419891,0.046171470225022805,Aging
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,0.1800236873272799,0.48784225860957453,-1.2198288087603215,32,KLHL40;PSMC6;PSMC2;PSMC4;ELOB;VCP;PSMC3;PSMC5,GO:BP,-0.34686364719800983,0.045555768059072556,Aging
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,0.18061494603950315,0.48795166873575446,1.22372369743348,29,SOD2;FXN;PPP5C;MB;MAPK13;PPIF;PXN;CFL1;TRAP1;PRDX2;SOD3;CD36,GO:BP,0.355366758944584,0.04625714225727017,Aging
GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,0.18157733849602609,0.4892365286555126,1.2165970683572462,35,FXN;ACAA2;MICU1;CLU;PPIF;GSK3A;HUWE1;OPA1;ATP5IF1;MCU;DNM1L;PGAM5;VPS35;MTCH2,GO:BP,0.3374858967771284,0.04614300600716979,Aging
GOBP_ATP_METABOLIC_PROCESS,0.18402708623780123,0.4892783642036779,-1.1497216353486832,122,MT-ND4;ENO2;MT-ND2;NDUFA11;ACTN3;PGK1;LDHA;UCHL1;ENO3;VCP;MYH3;NDUFA1;NDUFA6;HSPA8;MYH4;GAPDH;MAP2K1;MT-ATP6;TMSB4X;NDUFAB1;PFKM;MT-ND5;PFKL;MYH7;MT-ND3;MYH8;TPI1;NDUFS4;SDHC;GPD1;AK1;NDUFA8;NDUFA2;HSPA1A;MT-ND1;NUDT2;NDUFB6;NDUFA13,GO:BP,-0.2501136223876548,0.045228936536280774,Aging
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,0.18209562563580875,0.4892783642036779,1.2066827577063821,38,LRG1;HMGB1;PTPN11;HLA-A;YWHAG;OPA1;HSPD1;ITGB1;STAT5B;LGALS1,GO:BP,0.3285330510695604,0.04602961131029092,Aging
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION,0.18381903403301406,0.4892783642036779,1.2268575595134916,28,HMGB1;RDX;ADIPOQ;PTPN11;LGALS1;CFL1;TMX1;PRDX2;ASS1;CDH13;CLASP2;PRKAR1A;LGALS3;UFL1;TGFBI;RHOA;ANXA1;ATP5F1B,GO:BP,0.358915152571627,0.04583293029103745,Aging
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,0.18398706025070763,0.4892783642036779,1.2468396046494605,17,APPL1;HLA-A;NLRX1;LGALS1;GRB2;SERPING1;BST2;LGALS3;UFL1;HLA-B,GO:BP,0.41689632891878625,0.045610846766173836,Aging
GOBP_PROTEIN_TETRAMERIZATION,0.1826086956521739,0.4892783642036779,1.2260566204115388,25,SOD2;CBR4;ALDH9A1;CUTC;HSD17B8;FARSA;SHMT1;B2M;ACOT13;SAMHD1;HSD17B10;SSBP1,GO:BP,0.36977402321915975,0.04580501381048714,Aging
GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL,0.18510427010923536,0.49017214402457804,-1.2437857988029313,18,PLEC;GCLM;COL3A1;COL1A1;COL4A1;LARS1;IPO5;COL1A2,GO:BP,-0.40952185225675286,0.04501444813900395,Aging
GOBP_PROTEIN_EXPORT_FROM_NUCLEUS,0.1858264546003624,0.49017214402457804,1.2441327648487328,18,EMD;CSE1L;PPM1A;PTPN11;CALR;XPO1;YWHAE;PRKACA;XPO7;RAN,GO:BP,0.40855269048507187,0.045255936904851135,Aging
GOBP_STEROL_BIOSYNTHETIC_PROCESS,0.18575475515985432,0.49017214402457804,1.2494584902367005,16,IDI1;ACAA2;CYB5R1;LSS;CYB5R3,GO:BP,0.42571480513921245,0.045391577786754594,Aging
GOBP_FOCAL_ADHESION_ASSEMBLY,0.1874875868917577,0.4932592272937604,-1.240633822382889,18,ACTN1;ACTN2;ACTN3;DUSP3,GO:BP,-0.40848405039163455,0.044697670642020064,Aging
GOBP_MEMBRANE_FISSION,0.18824239983893698,0.493951989133503,1.2389438032295323,18,SLC25A46;SH3GLB1;CHMP2A;VPS4A;DNM1L;VPS4B;CHMP6;DNM2;SNF8,GO:BP,0.4068487210292029,0.044934701758657915,Aging
GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,0.18972725462870793,0.4965517992235715,-1.1794983117422277,64,RPS7;PSMD14;KLHL40;PSMC6;PSMC2;RPL23;PSMC4;ELOB;VCP;PSMC3;CSNK2B;PSMC5;RPL5,GO:BP,-0.28822744842108083,0.04446389088019696,Aging
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.19090909090909092,0.4983471074380166,-1.2371970813783797,16,RPS7;RPS3;RPL26;RACK1,GO:BP,-0.42065998586181225,0.04413179577752259,Aging
GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,0.19201791895744247,0.4986511848894824,1.210150822388724,29,SLC25A46;TIMM10;MICU1;LETM1;TMEM11;OPA1;TIMM8A;AFG3L2;TIMM9;DNAJC11;TOMM70;SAMM50;TIMM13;IMMT,GO:BP,0.35142522490031347,0.044723845459596276,Aging
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,0.1917004048582996,0.4986511848894824,1.1928302764362062,44,HMGB2;SOD2;FXN;PPIA;ACAA2;CLU;PPIF,GO:BP,0.3136555507032981,0.04461938659258995,Aging
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,0.1926351217580677,0.49896468393520116,-1.1635476000455622,76,MT-ND4;MT-ND2;NDUFA11;MT-CO1;UQCR10;NDUFA1;COX6A2;NDUFA6;COX5B;NDUFAB1;MT-ND5;GHITM;MT-ND3;NDUFS4;SDHC;CYCS;NDUFA8;NDUFA2;MT-ND1;NDUFB6;NDUFS2;NDUFA10;COX7A2;MT-CO3;NDUFA12;NDUFB3;NDUFB1;COX7C;NDUFV2;UQCRB;COA6;NDUFA7;MT-CO2;NDUFB10;UQCR11,GO:BP,-0.2749411586698463,0.04395564233504732,Aging
GOBP_SODIUM_ION_TRANSPORT,0.19564787339268053,0.50546558550037,-1.2291958442466258,20,SNTA1;ACTN4;CAMK2D;CHP1;FXYD1,GO:BP,-0.39369346616358325,0.043559803907841324,Aging
GOBP_PROTEIN_POLYUBIQUITINATION,0.1962502547381292,0.5057218102867176,1.1979216211545796,35,RNF114;PPIA;UBE2K;THOP1;CUL1;HUWE1;UBE2G1;TPP2;UBE3C;CUL3;CUL5,GO:BP,0.3323052990173325,0.04420785668683543,Aging
GOBP_DEFENSE_RESPONSE_TO_VIRUS,0.19735234215885947,0.5072611352165058,1.1954854230647831,34,MAVS;ATAD3A;AIMP1;PHB2;DEFA3;DHX15;HCFC2;IFITM1;PPM1B;AKAP1;DDX17;TOMM70;BST2;NT5C3A;TRIM28;CLPB;SAMHD1,GO:BP,0.3345898630684977,0.0440560759786921,Aging
GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM,0.19857876036320568,0.5091113626658718,-1.2159763308510187,22,HRC;CAMK2D;TMEM38A;JPH2;TRDN;JPH1;CALM1;DHRS7C,GO:BP,-0.37869114898648243,0.04314924572236384,Aging
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT,0.1997965412004069,0.5096333094071293,1.1864275806829279,38,LAMTOR1;CLU;TGM2;ADIPOQ;PTPN11;SLC16A1;NAXE;NPC2;APOC2;AGT;VPS4A;APOE;CD36;VPS4B;SDHD,GO:BP,0.3230183496578007,0.04373183517174599,Aging
GOBP_VACUOLE_ORGANIZATION,0.19939271255060728,0.5096333094071293,1.1838378549172885,44,CTSD;LAMTOR1;SH3GLB1;GAA;SCFD1;LAMP2;CHMP2A;UBQLN2;ATP2A2;SEC22B;SCARB2;VPS4A;VPS35;MFN2;LAMP1;VPS4B;TOM1;CHMP6,GO:BP,0.3112909872114163,0.04365789102239294,Aging
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,0.2064516129032258,0.5248829886033053,1.2212680408715453,15,CTSZ;SOD2;GSK3A;AGT;TTR,GO:BP,0.42362888386952313,0.04272532271442473,Aging
GOBP_RESPONSE_TO_CORTICOSTEROID,0.20681956565861578,0.5248829886033053,1.2069059067378825,23,HMGB1;ADIPOQ;FECH;GSK3A;ALAD;CBX3;GSTP1;GOT1;ASS1;ATP5F1A,GO:BP,0.37179346878133607,0.04284199351742046,Aging
GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,0.20904403014676715,0.5278624379334196,-1.217286437121755,15,MUSTN1;DDOST;CHP1;OSTC;RPN1;STT3A;UGGT1;RPN2,GO:BP,-0.42250349762358813,0.04204216887557939,Aging
GOBP_REGULATION_OF_INSULIN_SECRETION,0.2086709886547812,0.5278624379334196,1.192973345779171,32,PHPT1;HADH;DYNLL1;TARDBP;PTPN11;SLC16A1;MCU;SRI;GLUD1;PRKAR1A;PRKACA;SIRT3,GO:BP,0.3380465813442141,0.04258639870075112,Aging
GOBP_TEMPERATURE_HOMEOSTASIS,0.21153454249031994,0.5328125694305051,1.1949989634330733,28,HADH;CPT2;FH;FABP4;ADIPOQ;ACADVL;SLC27A1;MAP2K6;ACSL1;FABP5;PGAM5;DECR1;MFN2;CD36,GO:BP,0.34959497291079045,0.042402973126408366,Aging
GOBP_PYRIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,0.21236665349664163,0.5335712169103122,-1.1752952829067211,40,ENO2;ACTN3;PGK1;LDHA;UCHL1;ENO3,GO:BP,-0.31653700810230356,0.04158042228616554,Aging
GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,0.2130716309186564,0.5340074540480042,1.2087216881726353,16,HMGB1;MAVS;NAGK;GDI1;PPP2CA,GO:BP,0.4118349844903385,0.042064487219663625,Aging
GOBP_EPIDERMIS_DEVELOPMENT,0.2168792934249264,0.5395140838912155,-1.1782476893757778,35,PLEC;FLNB;CLIC4;MYO6;MAP2K1;KRT2;TSG101;YBX1;GNAS;MACROH2A1,GO:BP,-0.32747845039412105,0.04094286149643077,Aging
GOBP_HEART_MORPHOGENESIS,0.21685082872928177,0.5395140838912155,-1.1924029199556325,26,SYNPO2L;TTN;TPM1;NACA,GO:BP,-0.3558492696847031,0.041068366529457286,Aging
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION,0.21633379473996442,0.5395140838912155,-1.1934569923340919,25,HRC;CAMK2D;TMEM38A;JPH2;TRDN;JPH1;CALM1,GO:BP,-0.3597109300457794,0.041173709625441146,Aging
GOBP_DEPHOSPHORYLATION,0.2176994734710409,0.5395991967199397,1.1971468327527781,21,PPP5C;PDP1;PPM1A;PTPN11;PPP2R2A;TIMM50;PPP2CA;PDXP;PPM1B,GO:BP,0.377529981301013,0.04158042228616554,Aging
