"contrast","n_sig","n_total","pct","ci_lo","ci_hi"
"Aging",198,2138,9.26099158091674,8.06531805335132,10.5696443631909
"Training_Young",99,2138,4.63049579045837,3.77910522467165,5.60884998766025
"Training_Old",18,2138,0.841908325537886,0.499709485012924,1.32732593238483
"Interaction",34,2138,1.59027128157156,1.10375778921877,2.21521084683867
