ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,ONTOLOGY,module,database
GO:0006457,protein folding,32/281,90/2075,0.35555555555555557,2.6255436931593517,6.238583083122632,5.036174347174528e-8,9.72988883874119e-5,9.457405300378274e-5,HSPB6/DNAJA2/BAG3/CRYAB/HSPB1/P4HB/HSP90AA1/HSP90AB1/HSPA1A/HSPA5/HSPA8/HSP90B1/TCP1/CANX/PDIA3/HSPA4/CCT6A/CCT5/CCT3/CCT8/CCT4/HSPA2/CCT2/HSPB2/UNC45B/TXNDC5/DNAJA4/ERO1A/TBCB/CCT7/NUDC/HYOU1,32,BP,blue,GO:BP
GO:0007017,microtubule-based process,39/281,130/2075,0.3,2.215302491103203,5.662948056366125,3.189947948150389e-7,2.1987978787492215e-4,2.1372209957985249e-4,DCTN6/DYNC1LI2/BAG3/CRYAB/HSPB1/TUBB/UCHL1/HSPA1A/MAPT/EZR/FLNA/MAP4/PPP2R1A/CLIP1/KIF5B/PRKAA2/VCP/RAN/DYNLT1/TUBA1B/TUBA4A/TUBB4B/CLTC/KLC1/DYNC1I2/TUBB2A/DYNC1H1/KPNB1/MAPRE1/DDB1/KTN1/TBCB/TUBB6/SLK/CLIP2/MAPRE3/NUDC/MEMO1/DYNC1LI1,39,BP,blue,GO:BP
GO:0000226,microtubule cytoskeleton organization,31/281,92/2075,0.33695652173913043,2.488202073340554,5.777510965805283,3.414282420418046e-7,2.1987978787492215e-4,2.1372209957985249e-4,DCTN6/DYNC1LI2/CRYAB/TUBB/HSPA1A/MAPT/EZR/FLNA/MAP4/PPP2R1A/CLIP1/PRKAA2/VCP/RAN/DYNLT1/TUBA1B/TUBA4A/TUBB4B/CLTC/TUBB2A/DYNC1H1/KPNB1/MAPRE1/DDB1/TBCB/TUBB6/SLK/CLIP2/MAPRE3/NUDC/DYNC1LI1,31,BP,blue,GO:BP
GO:0016052,carbohydrate catabolic process,22/246,55/2075,0.4,3.3739837398373984,6.5425714906662185,6.069683657143171e-8,6.174802912660546e-5,5.669621017252674e-5,LDHA/PGK1/ALDOA/GAPDH/ENO1/GPI/PFKM/FBP1/ALDOC/ENO3/PKM/PRKACA/PFKL/PGAM1/GPD1/AGL/PGM1/GPD2/PHKA1/TPI1/PPP1CA/SCARB2,22,BP,brown,GO:BP
GO:0006096,glycolytic process,17/246,37/2075,0.4594594594594595,3.8755218633267416,6.471135937575806,1.8878813240255753e-7,6.174802912660546e-5,5.669621017252674e-5,LDHA/PGK1/ALDOA/GAPDH/ENO1/GPI/PFKM/FBP1/ALDOC/ENO3/PKM/PRKACA/PFKL/PGAM1/GPD1/PGM1/TPI1,17,BP,brown,GO:BP
GO:0019364,pyridine nucleotide catabolic process,17/246,37/2075,0.4594594594594595,3.8755218633267416,6.471135937575806,1.8878813240255753e-7,6.174802912660546e-5,5.669621017252674e-5,LDHA/PGK1/ALDOA/GAPDH/ENO1/GPI/PFKM/FBP1/ALDOC/ENO3/PKM/PRKACA/PFKL/PGAM1/GPD1/PGM1/TPI1,17,BP,brown,GO:BP
GO:0016054,organic acid catabolic process,56/320,83/2075,0.6746987951807228,4.375,13.397043301817355,5.285388040248615e-28,5.163824115322897e-25,5.057281819564202e-25,BCAT2/ECI2/MLYCD/GLUD1/GOT2/PCCA/PCCB/ACAA1/DBT/ACADM/ETFA/GLUL/ACADS/GOT1/GCSH/CPT2/GPT/ACAT1/MPST/IVD/ALDH4A1/ECHS1/HIBADH/HMGCL/DLST/ETFB/HADHA/ECI1/ACAA2/CRAT/ACADSB/ACADVL/ALDH5A1/SLC16A1/HADHB/PLIN5/ALDH6A1/ECH1/AUH/ADIPOQ/ETFDH/DECR1/TST/HADH/HIBCH/DCXR/ECHDC2/ADHFE1/GPT2/CPT1B/GCDH/MCEE/MCCC1/MCCC2/NAGK/ACAD8,56,BP,turquoise,GO:BP
GO:0046395,carboxylic acid catabolic process,56/320,83/2075,0.6746987951807228,4.375,13.397043301817355,5.285388040248615e-28,5.163824115322897e-25,5.057281819564202e-25,BCAT2/ECI2/MLYCD/GLUD1/GOT2/PCCA/PCCB/ACAA1/DBT/ACADM/ETFA/GLUL/ACADS/GOT1/GCSH/CPT2/GPT/ACAT1/MPST/IVD/ALDH4A1/ECHS1/HIBADH/HMGCL/DLST/ETFB/HADHA/ECI1/ACAA2/CRAT/ACADSB/ACADVL/ALDH5A1/SLC16A1/HADHB/PLIN5/ALDH6A1/ECH1/AUH/ADIPOQ/ETFDH/DECR1/TST/HADH/HIBCH/DCXR/ECHDC2/ADHFE1/GPT2/CPT1B/GCDH/MCEE/MCCC1/MCCC2/NAGK/ACAD8,56,BP,turquoise,GO:BP
GO:0043436,oxoacid metabolic process,104/320,249/2075,0.41767068273092367,2.708333333333333,12.267687563792322,1.4736772064535592e-27,9.598550871367515e-25,9.400509338009018e-25,CES2/BCAT2/IDH3B/CS/ECI2/LYPLA1/MLYCD/GLUD1/GOT2/ASS1/PCCA/PCCB/FABP3/LDHB/GPX1/FH/ACAA1/DBT/ACADM/ETFA/GLUL/ACADS/GOT1/ACO1/MMUT/GCSH/CPT2/GPT/ACAT1/MPST/IVD/ALDH4A1/ECHS1/SDHA/HIBADH/ACSL1/SHMT2/HMGCL/DLST/ETFB/MDH1/MDH2/HADHA/ECI1/ACAA2/CRAT/ASPA/ACADSB/IDH2/ACADVL/ACOT2/IDH3A/SULT1A1/IDH3G/GALK1/ALDH5A1/SLC16A1/HADHB/GSTO1/PLIN5/FABP5/ALDH6A1/ECH1/ASAH1/AUH/PDK2/ADIPOQ/ETFDH/DECR1/TST/HADH/HSD17B12/HIBCH/FAHD1/DGLUCY/DCXR/ECHDC2/ADHFE1/CBR4/GPT2/THAP4/HSD17B8/CPT1B/GCDH/ACSF2/ECHDC3/FAHD2A/SUCLG2/MCEE/MCCC1/ACO2/MECR/BCL2L13/PCBD2/PPA2/FN3K/ACAD9/L2HGDH/MCCC2/ACSS2/OXSM/SUCLA2/NAGK/ACAD8,104,BP,turquoise,GO:BP
GO:0042773,ATP synthesis coupled electron transport,61/160,74/2075,0.8243243243243243,10.69045608108108,24.53107110695058,3.0989442776112474e-60,2.4807048942278032e-57,2.4628451890489388e-57,NDUFS8/COX7A2L/NDUFAB1/UQCRQ/UQCR11/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/UQCRH/CYC1/COX6C/COX8A/COX5B/COX4I1/COX7A2/COX6B1/UQCRB/COX7C/NDUFB7/NDUFV2/COX5A/UQCRC2/COX7A1/COX7B/NDUFS1/UQCRC1/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CYCS/COX6A2/NDUFA5/NDUFA9/COA6/GHITM/NDUFA12/CHCHD2/NDUFB9,61,BP,green,GO:BP
GO:0042775,mitochondrial ATP synthesis coupled electron transport,61/160,74/2075,0.8243243243243243,10.69045608108108,24.53107110695058,3.0989442776112474e-60,2.4807048942278032e-57,2.4628451890489388e-57,NDUFS8/COX7A2L/NDUFAB1/UQCRQ/UQCR11/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/UQCRH/CYC1/COX6C/COX8A/COX5B/COX4I1/COX7A2/COX6B1/UQCRB/COX7C/NDUFB7/NDUFV2/COX5A/UQCRC2/COX7A1/COX7B/NDUFS1/UQCRC1/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CYCS/COX6A2/NDUFA5/NDUFA9/COA6/GHITM/NDUFA12/CHCHD2/NDUFB9,61,BP,green,GO:BP
GO:0022904,respiratory electron transport chain,61/160,81/2075,0.7530864197530864,9.766589506172838,23.25897553792492,9.798233911518884e-56,5.228990830780576e-53,5.19134498469948e-53,NDUFS8/COX7A2L/NDUFAB1/UQCRQ/UQCR11/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/UQCRH/CYC1/COX6C/COX8A/COX5B/COX4I1/COX7A2/COX6B1/UQCRB/COX7C/NDUFB7/NDUFV2/COX5A/UQCRC2/COX7A1/COX7B/NDUFS1/UQCRC1/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CYCS/COX6A2/NDUFA5/NDUFA9/COA6/GHITM/NDUFA12/CHCHD2/NDUFB9,61,BP,green,GO:BP
GO:0002181,cytoplasmic translation,45/98,117/2075,0.38461538461538464,8.1436420722135,17.705995631129205,1.575193823939397e-33,1.8555783246006094e-30,1.7774818729084563e-30,EIF3H/SYNCRIP/CSDE1/RPLP1/RPLP2/RPLP0/RPL35A/RPL7/RPL17/EIF2S2/RPL13/RPL10/RPL12/RPL4/RPL3/RPL13A/RPL35/RPL27A/RPL5/RPL28/RPS10/RPL29/RPL14/RPL26/RPL15/RPL37A/RPS15A/RPS23/RPL7A/RPL23A/RPS24/RPL30/RPL31/RPL10A/RPL32/RPL11/RPL8/YBX1/RPL24/RPL19/RPL18A/RPL6/RPL18/DHX9/RPL36,45,BP,black,GO:BP
GO:0006412,translation,55/98,248/2075,0.2217741935483871,4.695729098090849,13.806092388390375,9.729461184739267e-28,5.73065263781143e-25,5.489464415810789e-25,EIF3H/SYNCRIP/CSDE1/EIF2S1/RPLP1/RPLP2/RPLP0/NPM1/RPL35A/RPL7/RPL17/NCL/EIF2S2/RPL13/RPL10/RPL12/RPL4/RPL3/RPL13A/RPL35/RPL27A/RPL5/RPL28/RPS10/RPL29/RPL14/RPL26/RPL15/RPL37A/RPS15A/RPS23/RPL7A/RPL23A/RPS24/RPL30/RPL31/RPL10A/RPL32/RPL11/RPL8/YBX1/CSNK2A1/RPL24/RPL19/RPL18A/RPL6/RPL18/DHX9/CAPRIN1/RPL3L/RPL36AL/PURB/PELO/PA2G4/RPL36,55,BP,black,GO:BP
GO:0042273,ribosomal large subunit biogenesis,10/98,12/2075,0.8333333333333334,17.64455782312925,12.871446340078588,2.140622069927816e-12,8.405509327916556e-10,8.05174336478112e-10,NPM1/RPL35A/RPL7/RPL35/RPL5/RPL14/RPL26/RPL7A/RPL11/RPL24,10,BP,black,GO:BP
GO:0072522,purine-containing compound biosynthetic process,22/79,122/2075,0.18032786885245905,4.7364598464411705,8.461098801421537,1.578235517044705e-10,1.996467929061552e-7,1.915479527528995e-7,PDHX/SDHD/ATP5PD/ATP5MG/MPC2/MT-ATP8/ATP5F1B/PDHA1/DLD/DLAT/PDHB/ATP5PF/NME2/ATP5PB/ATP5F1A/ATP5F1D/ATP5F1C/ATP5PO/ATP5MF/ATP5F1E/ATP5ME/TMSB4X,22,BP,pink,GO:BP
GO:0072521,purine-containing compound metabolic process,29/79,228/2075,0.12719298245614036,3.340828336664446,7.4514569224135725,6.654824762976762e-10,4.209176662582803e-7,4.0384278693222153e-7,NUDT19/PDHX/SDHD/PFKFB2/ATP5PD/ATP5MG/MPC2/MT-ATP8/ATP1B1/ATP5F1B/PDHA1/DLD/DLAT/PDHB/ATP5PF/NME2/ME2/ATP5PB/ATP5F1A/ATP5F1D/TSPO/ATP5F1C/ATP5PO/ATP5MF/ATP5F1E/ATP5ME/TMSB4X/OGDH/FIS1,29,BP,pink,GO:BP
