gene,fcm_cluster,fcm_membership,wgcna_module,concordance_quadrant,reversal_quadrant
CTSB,C3,0.5855135299874317,Blue,Conc. Up,Exacerbated Up
HSP90AA1,C3,0.9985222552357615,Brown,Conc. Up,Exacerbated Up
UQCRH,C2,0.9999661967926156,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
TPM2,C4,0.999999365053411,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
FH,C2,0.99999935670128,Blue,Conc. Up,Exacerbated Up
COL1A2,C4,0.9992878422614708,Green,Conc. Down,Exacerbated Down
PFKM,C3,0.5581079955159616,Yellow,Disc. YUp/ODn,Exacerbated Down
HSP90AB1,C3,0.9267044030492152,Brown,Conc. Up,Reversed (Aging Down / Training Up)
SOD3,C2,0.5664006911548232,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
CTSG,C2,0.5442594280130484,Blue,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PDHA1,C2,0.999909295274318,Magenta,Conc. Up,Reversed (Aging Down / Training Up)
COL4A2,C4,0.9993771936746187,Green,Conc. Down,Exacerbated Down
CYC1,C2,0.9958103356406942,Red,Disc. YDn/OUp,Exacerbated Up
MYL3,C4,0.999997562193369,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CFH,C1,0.9857026151739358,Pink,Disc. YDn/OUp,Exacerbated Up
VIM,C4,0.9579779162027892,Green,Conc. Up,Reversed (Aging Down / Training Up)
SERPINF2,C1,0.9970051864679996,Pink,Conc. Up,Reversed (Aging Down / Training Up)
RPS17,C4,0.9144094408335096,Black,Conc. Up,Reversed (Aging Down / Training Up)
KRT19,C1,0.7673516170057227,Turquoise,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ANXA5,C3,0.9998763160152332,Brown,Disc. YUp/ODn,Exacerbated Down
RPSA,C4,0.8926797400791805,Black,Conc. Up,Reversed (Aging Down / Training Up)
SNRPA,C4,0.8745869154235826,Turquoise,Disc. YDn/OUp,Exacerbated Up
ENO2,C1,0.9986907390934706,Turquoise,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ACAA1,C2,0.9003162188333299,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
GSTP1,C1,0.9691962629107564,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
QDPR,C1,0.9999143565478836,Green,Conc. Down,Exacerbated Down
HMGB1,C1,0.9727644845831936,Blue,Conc. Down,Reversed (Aging Up / Training Down)
FBP1,C1,0.9621406830237418,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
GSTM1,C1,0.5670511575569593,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
TPM1,C4,0.9999993412409076,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CLTB,C3,0.9994537775722518,Brown,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ANXA4,C1,0.3907723229889207,Blue,Conc. Up,Exacerbated Up
HMOX1,C1,0.6689864741509521,Turquoise,Conc. Down,Exacerbated Down
DLD,C3,0.6298098558973806,Magenta,Conc. Down,Reversed (Aging Up / Training Down)
HNRNPA1,C4,0.7847507767404237,Black,Conc. Down,Exacerbated Down
COX6C,C2,0.9827420624285036,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
IFIT2,C3,0.9714945171571892,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
UCHL1,C3,0.9996674431242104,Brown,Conc. Up,Reversed (Aging Down / Training Up)
LTA4H,C1,0.9344436272955872,Turquoise,Disc. YUp/ODn,Exacerbated Down
LIMS3,C4,0.9999971222644298,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
HSPA1A,C3,0.9983909785864196,Brown,Conc. Down,Exacerbated Down
IGLC2,C1,0.9941664645154212,Pink,Conc. Up,Exacerbated Up
IGLC3,C1,0.8489150048587224,Pink,Conc. Up,Exacerbated Up
CALM1,C4,0.8897702148507168,Green,Conc. Up,Reversed (Aging Down / Training Up)
FDX1,C2,0.9932817366547554,Magenta,Conc. Down,Reversed (Aging Up / Training Down)
COX8A,C2,0.999048823880833,Red,Disc. YDn/OUp,Exacerbated Up
ARAF,C1,0.5624320779841411,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
DLAT,C2,0.999910742395513,Magenta,Disc. YUp/ODn,Exacerbated Down
COX5B,C2,0.987267227962608,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MAPT,C3,0.9983824639977884,Brown,Conc. Up,Reversed (Aging Down / Training Up)
PRKAR1A,C1,0.9876485717651056,Yellow,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ESD,C1,0.997741012586444,Yellow,Conc. Down,Exacerbated Down
HSPD1,C2,0.999995956806376,Blue,Conc. Up,Exacerbated Up
THRB,C4,0.9999838279571108,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CLU,C1,0.9982180929166466,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
MYL2,C4,0.999897662735502,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
HSPA5,C3,0.9999638864662596,Brown,Conc. Up,Reversed (Aging Down / Training Up)
LAMC1,C4,0.9997656429312222,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MYH3,C4,0.978092842853203,Green,Conc. Down,Exacerbated Down
HSPA8,C3,0.997171787819489,Brown,Conc. Up,Reversed (Aging Down / Training Up)
EPB41,C1,0.9996758135431708,Pink,Conc. Up,Exacerbated Up
PDHB,C2,0.99835112538783,Magenta,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
DBT,C4,0.62693944741071,Blue,Conc. Down,Reversed (Aging Up / Training Down)
RALA,C2,0.4804439016862806,Red,Conc. Down,Reversed (Aging Up / Training Down)
SPTB,C1,0.9526667214096796,Pink,Conc. Down,Exacerbated Down
ACADM,C2,0.9873421949712674,Blue,Conc. Up,Exacerbated Up
UBL4A,C3,0.999836678383612,Brown,Disc. YUp/ODn,Exacerbated Down
DMD,C1,0.47833301581730886,Turquoise,Conc. Down,Exacerbated Down
ADH5,C1,0.988407600385218,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
COL6A1,C4,0.999659342865698,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
COL6A2,C4,0.9991487355443868,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
COL6A3,C4,0.999784372087093,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
SLC25A4,C2,0.9999807158726898,Blue,Conc. Up,Exacerbated Up
SLC25A6,C2,0.995087724053872,Yellow,Conc. Up,Exacerbated Up
IMPDH2,C3,0.5887611310132326,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CKB,C1,0.9639281427715264,Blue,Conc. Down,Reversed (Aging Up / Training Down)
BCKDHA,C2,0.9629540307798924,Red,Conc. Down,Exacerbated Down
ACTN1,C4,0.9999905550059954,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MYH1,C4,0.999510206062468,Green,Conc. Down,Exacerbated Down
MYH7,C4,0.9999980957210736,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PEPD,C3,0.6980026545208732,Turquoise,Conc. Down,Exacerbated Down
XRCC5,C1,0.9024724888741652,Yellow,Conc. Down,Exacerbated Down
COX4I1,C2,0.9998770288568564,Red,Conc. Down,Reversed (Aging Up / Training Down)
IFITM1,C1,0.9076669288337011,Blue,Conc. Down,Reversed (Aging Up / Training Down)
LAMP2,C1,0.5806066620644409,Blue,Conc. Down,Reversed (Aging Up / Training Down)
RNH1,C1,0.6542293818637888,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
MYH8,C4,0.9999990782394956,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
VCAN,C1,0.745719687742174,Turquoise,Disc. YUp/ODn,Exacerbated Down
EEF2,C3,0.94921793690138,Brown,Conc. Up,Reversed (Aging Down / Training Up)
KRT10,C1,0.5333885103389495,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PDIA4,C3,0.731296908052967,Blue,Conc. Up,Exacerbated Up
TPT1,C1,0.9454819438515288,Yellow,Conc. Down,Exacerbated Down
ALAD,C1,0.8757872806760773,Pink,Conc. Up,Exacerbated Up
PLS3,C2,0.7474316764000052,Blue,Disc. YDn/OUp,Exacerbated Up
APEH,C1,0.9965117067212564,Yellow,Conc. Up,Exacerbated Up
ETFA,C2,0.9999999289994576,Blue,Conc. Down,Reversed (Aging Up / Training Down)
TNNT1,C4,0.9999985303372472,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
GYS1,C3,0.9978083725755492,Brown,Conc. Up,Reversed (Aging Down / Training Up)
PRKAR2A,C1,0.9703942461506138,Yellow,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ENO3,C1,0.5856529148786952,Turquoise,Conc. Up,Reversed (Aging Down / Training Up)
CD59,C1,0.6620740870138817,Yellow,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
MIF,C3,0.8584116501685664,Pink,Conc. Up,Reversed (Aging Down / Training Up)
CD99,C3,0.9945893024444624,Black,Conc. Up,Reversed (Aging Down / Training Up)
PRKCSH,C1,0.6813235871329434,Yellow,Disc. YUp/ODn,Exacerbated Down
COX7A2,C2,0.9995389241459978,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
NID1,C4,0.996661483539628,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ACYP2,C3,0.992745646494752,Brown,Conc. Up,Reversed (Aging Down / Training Up)
HSP90B1,C3,0.9974294652146324,Brown,Conc. Up,Reversed (Aging Down / Training Up)
IDE,C3,0.855772919928625,Turquoise,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
COX6B1,C2,0.9887540452008104,Red,Disc. YDn/OUp,Exacerbated Up
HNRNPL,C4,0.9971417213336916,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
DARS1,C3,0.9999712278390988,Brown,Conc. Up,Exacerbated Up
JUP,C2,0.9419337846449,Turquoise,Conc. Up,Reversed (Aging Down / Training Up)
UQCRB,C2,0.982208022987716,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
FABP4,C2,0.9075990495911826,Blue,Conc. Down,Reversed (Aging Up / Training Down)
GLUL,C2,0.9985128274888924,Blue,Conc. Down,Reversed (Aging Up / Training Down)
GSPT1,C3,0.7288421222465841,Brown,Conc. Up,Reversed (Aging Down / Training Up)
PGAM2,C1,0.9666462495038876,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
EZR,C3,0.9997579142619806,Brown,Conc. Up,Reversed (Aging Down / Training Up)
UCHL3,C1,0.9869652227777916,Turquoise,Conc. Up,Reversed (Aging Down / Training Up)
NME1,C1,0.7490326143072118,Pink,Conc. Up,Exacerbated Up
RPS2,C4,0.5502896235617127,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
RPA2,C4,0.9992628562479846,Red,Disc. YDn/OUp,Exacerbated Up
COX7C,C2,0.999913964222347,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PFKFB1,C4,0.9397129251401763,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CBR1,C3,0.9995191842624253,Brown,Conc. Up,Reversed (Aging Down / Training Up)
ANK1,C1,0.9995988835513634,Pink,Conc. Up,Exacerbated Up
ACADS,C2,0.9999873284766484,Blue,Conc. Down,Reversed (Aging Up / Training Down)
PPP3CB,C1,0.8087790930567256,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
ATP2A2,C3,0.5814055227592466,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
FAH,C1,0.982428264559372,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
YBX3,C3,0.9845960550421464,Turquoise,Conc. Down,Exacerbated Down
TMEM11,C2,0.9999970236565432,Red,Disc. YDn/OUp,Exacerbated Up
GOT1,C2,0.9999896202908256,Blue,Conc. Down,Reversed (Aging Up / Training Down)
CKMT2,C2,0.99999973314806,Blue,Disc. YDn/OUp,Exacerbated Up
NDUFB7,C2,0.9963063225277357,Red,Conc. Down,Reversed (Aging Up / Training Down)
PRKACA,C3,0.8800395954490186,Yellow,Conc. Up,Exacerbated Up
CAPN2,C3,0.9894002024708344,Brown,Conc. Up,Exacerbated Up
DES,C4,0.9999600872570994,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PFKL,C3,0.5860476651756814,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
LGALS3,C3,0.9961164029205304,Brown,Conc. Up,Exacerbated Up
FLT1,C4,0.9996462345081032,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PSMC3,C1,0.6148441351247557,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
TCP1,C3,0.9999797474755726,Brown,Conc. Up,Reversed (Aging Down / Training Up)
RPL35A,C3,0.8993634851538566,Black,Conc. Down,Exacerbated Down
ARF4,C4,0.7893088909409798,Yellow,Disc. YUp/ODn,Exacerbated Down
RPL7,C4,0.9996596350674224,Black,Conc. Up,Reversed (Aging Down / Training Up)
VCL,C3,0.9942669853346168,Brown,Conc. Up,Exacerbated Up
RPL17,C4,0.9999136808169996,Black,Conc. Up,Reversed (Aging Down / Training Up)
PGAM1,C1,0.9956540657074352,Yellow,Disc. YDn/OUp,Exacerbated Up
ATP5PF,C2,0.9995297609288945,Magenta,Conc. Up,Reversed (Aging Down / Training Up)
TSPAN8,C1,0.962412674014556,Green,Conc. Down,Reversed (Aging Up / Training Down)
TNNI1,C4,0.9999970223368468,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
NDUFV2,C2,0.998622271879342,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
TYMP,C1,0.9053905448875472,Turquoise,Conc. Up,Reversed (Aging Down / Training Up)
ATP2B1,C4,0.7606244119376863,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
EIF2S2,C4,0.9352118627147912,Black,Conc. Up,Reversed (Aging Down / Training Up)
TPSB2,C4,0.9688426010435152,Blue,Disc. YDn/OUp,Exacerbated Up
BTF3,C1,0.8776277700097685,Yellow,Disc. YUp/ODn,Exacerbated Down
PVALB,C1,0.5721295181583053,Green,Conc. Down,Exacerbated Down
PSMB1,C1,0.9658650144479528,Brown,Conc. Up,Reversed (Aging Down / Training Up)
COX5A,C2,0.9983368337191544,Red,Disc. YDn/OUp,Exacerbated Up
CAPN3,C4,0.620817249048029,Black,Conc. Up,Reversed (Aging Down / Training Up)
CAST,C3,0.9570297553335404,Brown,Conc. Up,Reversed (Aging Down / Training Up)
NEB,C4,0.9996528003182792,Green,Conc. Down,Exacerbated Down
ATP6V1B2,C1,0.9893806082481909,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
CSRP1,C3,0.9949754572700572,Brown,Conc. Up,Reversed (Aging Down / Training Up)
FLNA,C3,0.9981524222173564,Brown,Conc. Up,Reversed (Aging Down / Training Up)
MAOA,C2,0.9998252533797282,Blue,Conc. Down,Reversed (Aging Up / Training Down)
ACO1,C2,0.7792002546502761,Blue,Conc. Down,Reversed (Aging Up / Training Down)
GPD1,C1,0.999674044536135,Green,Conc. Down,Exacerbated Down
VDAC1,C2,0.9578864841656516,Red,Conc. Down,Reversed (Aging Up / Training Down)
BGN,C4,0.8919247839689737,Green,Conc. Down,Reversed (Aging Up / Training Down)
RYR1,C1,0.813020046001277,Yellow,Disc. YUp/ODn,Exacerbated Down
SDHB,C2,0.9999566240602468,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TGM2,C4,0.6461363101549229,Red,Disc. YDn/OUp,Exacerbated Up
MMUT,C2,0.9918718946198052,Blue,Conc. Up,Exacerbated Up
PCMT1,C4,0.5153158241818866,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
GART,C3,0.9995570172252536,Brown,Conc. Up,Exacerbated Up
PAICS,C3,0.9758960318247824,Brown,Conc. Up,Reversed (Aging Down / Training Up)
UBA1,C1,0.9949803992733606,Yellow,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
FDXR,C4,0.9992164602303524,Green,Disc. YDn/OUp,Exacerbated Up
HNRNPA2B1,C4,0.901761679453058,Green,Disc. YDn/OUp,Exacerbated Up
UQCRC2,C2,0.9999992868363858,Red,Disc. YDn/OUp,Exacerbated Up
FECH,C4,0.8296790381140612,Blue,Conc. Up,Exacerbated Up
SFPQ,C4,0.9963582087913802,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
S100A1,C1,0.7981106466917157,Brown,Disc. YUp/ODn,Exacerbated Down
HRC,C3,0.7832560149585692,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
ME2,C2,0.8430860963929352,Brown,Conc. Up,Reversed (Aging Down / Training Up)
WARS1,C3,0.9415906009152524,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
RPS3,C3,0.9953210799796784,Black,Conc. Up,Reversed (Aging Down / Training Up)
AHCY,C3,0.9988097302000618,Brown,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
CFL1,C1,0.8827828704125826,Yellow,Conc. Up,Exacerbated Up
EIF4B,C3,0.6268513490464458,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
ATP2B4,C1,0.9766268830089694,Yellow,Disc. YUp/ODn,Exacerbated Down
CPT2,C2,0.9996898925266252,Blue,Conc. Down,Reversed (Aging Up / Training Down)
LAMA2,C4,0.999969798832296,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
GPT,C2,0.9999902443885844,Blue,Conc. Down,Reversed (Aging Up / Training Down)
COX7A1,C2,0.9864498042970564,Red,Disc. YDn/OUp,Exacerbated Up
COX7B,C2,0.9540125698564232,Red,Conc. Down,Reversed (Aging Up / Training Down)
EEF1B2,C3,0.9611866492485834,Brown,Conc. Up,Reversed (Aging Down / Training Up)
ATP5PB,C2,0.9990518179044868,Magenta,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ACAT1,C2,0.9999971077067634,Blue,Conc. Down,Reversed (Aging Up / Training Down)
AZGP1,C1,0.9916341659268874,Pink,Conc. Down,Reversed (Aging Up / Training Down)
MPST,C1,0.98316602522575125,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
RPS12,C4,0.6055689893153837,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
DNAJB2,C3,0.8702103939645255,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
ATP5F1A,C2,0.9999921366507908,Magenta,Conc. Up,Exacerbated Up
PSMA1,C1,0.9140671212213516,Brown,Conc. Up,Reversed (Aging Down / Training Up)
PSMA2,C1,0.9994661199549578,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
PSMA3,C3,0.9770206817208924,Brown,Conc. Up,Reversed (Aging Down / Training Up)
PSMA4,C1,0.988070429555388,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
MSN,C3,0.9999467758800836,Brown,Conc. Up,Reversed (Aging Down / Training Up)
RPL13,C4,0.9998390922134872,Black,Conc. Up,Reversed (Aging Down / Training Up)
IVD,C2,0.9989042460482606,Blue,Conc. Down,Reversed (Aging Up / Training Down)
S100A4,C3,0.9987008037060549,Brown,Conc. Up,Exacerbated Up
HMGB2,C2,0.844414207945626,Blue,Conc. Down,Reversed (Aging Up / Training Down)
TARS1,C3,0.9882943230937372,Brown,Conc. Up,Reversed (Aging Down / Training Up)
VARS1,C3,0.9999081911024104,Brown,Conc. Up,Exacerbated Up
EEF1G,C3,0.7868778301485642,Brown,Conc. Up,Reversed (Aging Down / Training Up)
FKBP2,C4,0.9776911239815328,Red,Conc. Down,Exacerbated Down
STOM,C1,0.9994861349411296,Pink,Conc. Down,Reversed (Aging Up / Training Down)
MAOB,C2,0.999989606354859,Blue,Conc. Down,Reversed (Aging Up / Training Down)
YWHAQ,C3,0.9407539212600884,Blue,Conc. Up,Exacerbated Up
MAPK3,C4,0.415565570629766,Turquoise,Conc. Down,Exacerbated Down
RPL10,C4,0.9999888522281486,Black,Conc. Up,Reversed (Aging Down / Training Up)
APEX1,C4,0.4793177760148968,Blue,Disc. YDn/OUp,Exacerbated Up
MAP4,C3,0.9998019899632912,Brown,Conc. Up,Reversed (Aging Down / Training Up)
CANX,C3,0.9945444100636306,Yellow,Conc. Up,Exacerbated Up
PSMA5,C1,0.9916016355781906,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
PSMB4,C3,0.6436316181914243,Brown,Conc. Up,Reversed (Aging Down / Training Up)
PSMB6,C1,0.8539107893398011,Yellow,Disc. YUp/ODn,Exacerbated Down
PSMB5,C3,0.7247644207384351,Yellow,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TMOD1,C4,0.9999994799931288,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
NDUFS1,C2,0.9974949062842856,Red,Disc. YDn/OUp,Exacerbated Up
MAPK1,C3,0.5123852666000309,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
RBL1,C3,0.6621583498429694,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
LAP3,C2,0.7673883588292045,Blue,Conc. Up,Exacerbated Up
CD38,C1,0.9866419816589652,Yellow,Conc. Down,Exacerbated Down
EPHA2,C1,0.9956069230189194,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TKT,C1,0.8027778981267221,Pink,Conc. Up,Exacerbated Up
EEF1D,C3,0.9970893826361644,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
MARCKS,C3,0.999189396408942,Pink,Conc. Up,Exacerbated Up
GNA11,C2,0.764429332339794,Turquoise,Conc. Down,Exacerbated Down
ERP29,C2,0.8640207165871362,Red,Conc. Up,Exacerbated Up
BLVRB,C1,0.9999208629305402,Pink,Conc. Down,Reversed (Aging Up / Training Down)
DDT,C1,0.9966719762901636,Turquoise,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ATP5F1D,C2,0.9955569715361612,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
RPL12,C4,0.9912111353612956,Black,Conc. Up,Reversed (Aging Down / Training Up)
ECHS1,C2,0.9999916850963356,Blue,Conc. Up,Exacerbated Up
CMPK1,C3,0.6920099159552218,Turquoise,Conc. Down,Exacerbated Down
PEBP1,C1,0.9955010607649816,Pink,Conc. Down,Reversed (Aging Up / Training Down)
PDIA3,C1,0.8954937460851331,Brown,Conc. Up,Reversed (Aging Down / Training Up)
PPP2R1A,C3,0.9995213056149356,Brown,Conc. Up,Exacerbated Up
PPIF,C2,0.9999999719570152,Blue,Disc. YDn/OUp,Exacerbated Up
NMT1,C4,0.6292634073715438,Black,Conc. Down,Exacerbated Down
ADSS2,C1,0.9725107794388635,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
LRPAP1,C1,0.970125342434066,Blue,Conc. Down,Reversed (Aging Up / Training Down)
TSPO,C2,0.9703102696234742,Yellow,Conc. Up,Exacerbated Up
ADSL,C1,0.9999265359048782,Green,Conc. Down,Exacerbated Down
CLIP1,C3,0.992962452302676,Brown,Disc. YUp/ODn,Exacerbated Down
ALDH1B1,C3,0.9993049704633477,Brown,Conc. Up,Reversed (Aging Down / Training Up)
SDHA,C2,0.9996437317624848,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
CASQ1,C1,0.9295824543179052,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
DNAJA1,C3,0.998091306994592,Brown,Conc. Up,Exacerbated Up
AKT2,C3,0.9966936846882948,Turquoise,Conc. Up,Reversed (Aging Down / Training Up)
UQCRC1,C2,0.9999337410122756,Red,Disc. YDn/OUp,Exacerbated Up
HIBADH,C2,0.9981160511556556,Blue,Disc. YDn/OUp,Exacerbated Up
ATIC,C3,0.9851411990786152,Brown,Conc. Up,Reversed (Aging Down / Training Up)
HNRNPH1,C2,0.5466773699488675,Red,Disc. YDn/OUp,Exacerbated Up
YWHAB,C3,0.99578743836434,Brown,Conc. Up,Exacerbated Up
S100A11,C3,0.9996724110165148,Brown,Conc. Up,Exacerbated Up
PRDX2,C1,0.9909098586966434,Pink,Conc. Up,Exacerbated Up
GBP2,C3,0.9999822266765156,Turquoise,Disc. YUp/ODn,Exacerbated Down
ACSL1,C2,0.9999959269473028,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
MCM5,C1,0.9317542130535704,Pink,Conc. Up,Exacerbated Up
SHMT1,C1,0.9988929043467586,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
SHMT2,C2,0.9999801869876792,Magenta,Conc. Up,Exacerbated Up
HSPA4,C3,0.998995979470822,Brown,Conc. Up,Exacerbated Up
MPI,C1,0.978543957490732,Green,Conc. Down,Exacerbated Down
PFN2,C3,0.9997792257262068,Brown,Conc. Up,Reversed (Aging Down / Training Up)
CTNNA1,C2,0.9973817081778886,Magenta,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RDX,C1,0.9721297867873638,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
RPL22,C4,0.9961655698749596,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
SPR,C2,0.9894946520577852,Blue,Conc. Down,Reversed (Aging Up / Training Down)
THBS4,C3,0.986346028555132,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
FBN1,C4,0.9869059107433216,Green,Conc. Down,Reversed (Aging Up / Training Down)
AGL,C1,0.952962887695942,Green,Conc. Up,Reversed (Aging Down / Training Up)
MYH9,C4,0.5138192224044951,Pink,Conc. Up,Reversed (Aging Down / Training Up)
COPB2,C3,0.989081092791318,Brown,Conc. Up,Reversed (Aging Down / Training Up)
ACTN2,C4,0.9999914802396902,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ADD1,C2,0.5289330793385278,Yellow,Conc. Up,Exacerbated Up
FUS,C4,0.9884799868675817,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
DEK,C4,0.999775865639806,Green,Conc. Down,Exacerbated Down
GLRX,C1,0.9971209041002136,Green,Conc. Down,Exacerbated Down
PPM1A,C3,0.5616799118647902,Pink,Conc. Up,Exacerbated Up
KRT2,C1,0.5207074318864137,Turquoise,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
HMGCL,C2,0.9999860511762568,Blue,Conc. Up,Exacerbated Up
PSMC2,C3,0.9996141282798284,Brown,Conc. Up,Reversed (Aging Down / Training Up)
MAP2K2,C1,0.8311447719555842,Pink,Conc. Down,Reversed (Aging Up / Training Down)
ATP5F1C,C2,0.999944711530499,Magenta,Conc. Up,Exacerbated Up
ATP6V1E1,C1,0.6691664699371093,Turquoise,Conc. Down,Exacerbated Down
RPL4,C4,0.9987343005150304,Black,Conc. Up,Reversed (Aging Down / Training Up)
LONP1,C2,0.999996582427994,Blue,Conc. Down,Reversed (Aging Up / Training Down)
PPP1CC,C4,0.995348875918294,Blue,Conc. Down,Exacerbated Down
SERPINF1,C3,0.7036724074142583,Pink,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
DLST,C2,0.999988844889904,Blue,Disc. YDn/OUp,Exacerbated Up
GMPR,C1,0.9973025773085942,Yellow,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
SRP14,C4,0.8516919306669165,Yellow,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TALDO1,C1,0.992457839140076,Pink,Conc. Down,Reversed (Aging Up / Training Down)
SNCA,C1,0.9993930249166916,Pink,Conc. Up,Exacerbated Up
ETFB,C2,0.9999999747812928,Blue,Conc. Down,Reversed (Aging Up / Training Down)
ATP6V1A,C1,0.9876233018490448,Yellow,Conc. Up,Exacerbated Up
HSPA9,C2,0.9986825315182836,Blue,Conc. Up,Exacerbated Up
RPS19,C4,0.6911754457533732,Black,Conc. Up,Reversed (Aging Down / Training Up)
RPL3,C4,0.6325690223308854,Black,Disc. YUp/ODn,Exacerbated Down
