gene,logFC_Aging,logFC_Training_Old,pi_score_Aging,pi_score_Training_Old,pi_score_Reversal,significance,quadrant,imputed
GPC1,0.0161,-0.2837,0.998596,0.357767,0.620281,NS,Reversed (Aging Up / Training Down),TRUE
HIKESHI,-0.2023,0.0972,0.553116,0.877466,0.439288,NS,Reversed (Aging Down / Training Up),TRUE
TRIP10,0.237,-0.0624,0.309956,0.943087,0.342711,NS,Reversed (Aging Up / Training Down),TRUE
FNTA,-0.1509,0.1484,0.778329,0.712496,0.47571,NS,Reversed (Aging Down / Training Up),TRUE
TOLLIP,-0.2327,-0.0665,0.474689,0.953707,0.838754,NS,Exacerbated Down,FALSE
ISCA2,0.2907,-0.0084,0.443177,0.999529,0.625547,NS,Reversed (Aging Up / Training Down),TRUE
HNRNPDL,-0.247,-0.0521,0.555399,0.97987,0.834618,NS,Exacerbated Down,FALSE
KYAT3,-0.1699,-0.129,0.878648,0.904217,0.995909,NS,Exacerbated Down,TRUE
RTRAF,0.1682,0.1307,0.921273,0.927063,0.997529,NS,Exacerbated Up,TRUE
HNRNPU,-0.0734,-0.2247,0.959616,0.503146,0.888845,NS,Exacerbated Down,FALSE
TUBB,-0.0861,0.2119,0.914884,0.376673,0.397662,NS,Reversed (Aging Down / Training Up),FALSE
LAMB2,-0.2088,-0.0889,0.873229,0.973993,0.97535,NS,Exacerbated Down,TRUE
TKFC,0.21,-0.0874,0.830566,0.948517,0.740279,NS,Reversed (Aging Up / Training Down),TRUE
DTD1,0.2972,-2e-4,0.519201,1,0.685671,NS,Reversed (Aging Up / Training Down),TRUE
VWF,-0.1312,0.166,0.954419,0.878634,0.823543,NS,Reversed (Aging Down / Training Up),TRUE
TCEA3,0.2008,0.0961,0.806701,0.921511,0.962909,NS,Exacerbated Up,TRUE
SUMO2,-0.1806,0.1155,0.779709,0.896064,0.646679,NS,Reversed (Aging Down / Training Up),TRUE
ARHGDIA,0.193,-0.1027,0.487444,0.827421,0.348036,NS,Reversed (Aging Up / Training Down),FALSE
ALYREF,-0.2851,-0.0104,0.578582,0.999419,0.752952,NS,Exacerbated Down,TRUE
EIF5,-0.2715,0.0236,0.349463,0.995089,0.51696,NS,Reversed (Aging Down / Training Up),FALSE
TUBB6,0.0576,0.2375,0.984835,0.640315,0.899123,NS,Exacerbated Up,TRUE
MAPK12,0.133,-0.162,0.875126,0.768406,0.623426,NS,Reversed (Aging Up / Training Down),TRUE
SLK,-0.0991,0.1953,0.936383,0.605129,0.600254,NS,Reversed (Aging Down / Training Up),TRUE
MAPK3,-0.1386,-0.1556,0.867061,0.77601,0.998951,NS,Exacerbated Down,TRUE
DTNA,-0.082,-0.212,0.924731,0.383461,0.882511,NS,Exacerbated Down,FALSE
DPT,-0.258,0.0351,0.781291,0.995393,0.818594,NS,Reversed (Aging Down / Training Up),TRUE
XPNPEP1,-0.2504,-0.0425,0.361151,0.980628,0.716744,NS,Exacerbated Down,FALSE
APEX1,0.2168,0.0755,0.514908,0.933145,0.87717,NS,Exacerbated Up,TRUE
TMEM198,-0.1492,-0.1427,0.893839,0.884708,0.999896,NS,Exacerbated Down,FALSE
CLCC1,-0.2123,-0.0796,0.619398,0.925984,0.901294,NS,Exacerbated Down,TRUE
ERI3,0.0185,-0.2733,0.998364,0.450151,0.681953,NS,Reversed (Aging Up / Training Down),TRUE
MFN2,0.1456,-0.1458,0.809283,0.74333,0.532415,NS,Reversed (Aging Up / Training Down),TRUE
LMNB2,-0.291,-1e-4,0.632122,1,0.775464,NS,Exacerbated Down,TRUE
SERPING1,0.2572,0.0337,0.695664,0.994153,0.852461,NS,Exacerbated Up,TRUE
ARAF,0.1944,-0.0961,0.887363,0.956226,0.821239,NS,Reversed (Aging Up / Training Down),TRUE
BCAT2,0.2454,-0.0449,0.541956,0.984429,0.613826,NS,Reversed (Aging Up / Training Down),TRUE
FECH,0.257,0.0325,0.36457,0.989667,0.688286,NS,Exacerbated Up,FALSE
MYO18A,-0.2219,0.0676,0.764363,0.977202,0.765675,NS,Reversed (Aging Down / Training Up),TRUE
NNT,0.2197,0.0691,0.544793,0.952108,0.875485,NS,Exacerbated Up,FALSE
FN3K,0.2785,-0.01,0.285482,0.999104,0.499727,NS,Reversed (Aging Up / Training Down),FALSE
SYPL1,-0.2242,-0.0637,0.598463,0.966464,0.880527,NS,Exacerbated Down,FALSE
THOP1,0.2321,-0.0555,0.336133,0.953583,0.368337,NS,Reversed (Aging Up / Training Down),TRUE
DYNC1LI1,0.1829,0.104,0.787495,0.914913,0.977619,NS,Exacerbated Up,TRUE
DNAJB2,0.0761,-0.2103,0.963027,0.590206,0.635775,NS,Reversed (Aging Up / Training Down),TRUE
YWHAQ,0.2568,0.0295,0.196214,0.987995,0.548373,NS,Exacerbated Up,FALSE
PPP1R2,0.1757,-0.1105,0.704927,0.867226,0.5506,NS,Reversed (Aging Up / Training Down),FALSE
KRT8,-0.2823,-0.0036,0.81124,0.999969,0.888879,NS,Exacerbated Down,FALSE
STUB1,-0.2093,-0.0749,0.537061,0.935771,0.89025,NS,Exacerbated Down,FALSE
TARDBP,0.2594,0.0242,0.276541,0.993273,0.59091,NS,Exacerbated Up,TRUE
C1QBP,-0.1825,0.1007,0.701762,0.898752,0.584089,NS,Reversed (Aging Down / Training Up),FALSE
NME1,0.1463,0.1366,0.74253,0.726666,0.999487,NS,Exacerbated Up,TRUE
DDX19A,0.1682,-0.1145,0.603503,0.783402,0.392839,NS,Reversed (Aging Up / Training Down),FALSE
DNAJB4,-0.2416,0.041,0.81819,0.994368,0.846117,NS,Reversed (Aging Down / Training Up),TRUE
NDUFB11,0.2443,0.0382,0.578645,0.989897,0.821067,NS,Exacerbated Up,FALSE
SGCG,-0.1083,-0.1736,0.861177,0.559197,0.973193,NS,Exacerbated Down,FALSE
RPS8,-0.1442,0.1376,0.809744,0.79307,0.573493,NS,Reversed (Aging Down / Training Up),FALSE
HSD17B8,0.2605,-0.0213,0.55513,0.997175,0.687876,NS,Reversed (Aging Up / Training Down),TRUE
AHSA1,0.2717,0.01,0.323747,0.999064,0.577796,NS,Exacerbated Up,TRUE
COX7A2,-0.1419,0.1397,0.868759,0.847947,0.684983,NS,Reversed (Aging Down / Training Up),FALSE
COBL,-0.148,0.1334,0.930153,0.90575,0.814647,NS,Reversed (Aging Down / Training Up),TRUE
DHRS11,0.1019,0.1795,0.966611,0.788385,0.98575,NS,Exacerbated Up,TRUE
GFM1,-0.053,-0.2282,0.982111,0.491783,0.856193,NS,Exacerbated Down,TRUE
THEM6,-0.162,-0.1189,0.828696,0.864705,0.992627,NS,Exacerbated Down,TRUE
COL7A1,0.1355,-0.1453,0.910432,0.868235,0.753606,NS,Reversed (Aging Up / Training Down),TRUE
PPA1,0.2379,-0.0429,0.429508,0.981087,0.521444,NS,Reversed (Aging Up / Training Down),FALSE
CYB5R3,0.2438,-0.0366,0.392774,0.986109,0.509773,NS,Reversed (Aging Up / Training Down),FALSE
DEPTOR,-0.2359,0.0444,0.652122,0.987842,0.70999,NS,Reversed (Aging Down / Training Up),TRUE
H1-0,0.0437,-0.2365,0.990672,0.61582,0.728338,NS,Reversed (Aging Up / Training Down),FALSE
KPNB1,-0.2692,0.0104,0.152823,0.99864,0.357934,NS,Reversed (Aging Down / Training Up),FALSE
RTCB,-0.1427,0.1368,0.721869,0.694079,0.415603,NS,Reversed (Aging Down / Training Up),FALSE
ERMP1,-0.2101,-0.0691,0.940644,0.980753,0.97674,NS,Exacerbated Down,TRUE
UFD1,0.1049,0.1742,0.929919,0.737491,0.982087,NS,Exacerbated Up,TRUE
LACTB2,0.2737,-0.0052,0.432061,0.999779,0.596351,NS,Reversed (Aging Up / Training Down),TRUE
DNAJA2,-0.1535,0.1249,0.690774,0.757598,0.438337,NS,Reversed (Aging Down / Training Up),FALSE
EIF4E,-0.2105,-0.0677,0.480958,0.939311,0.855535,NS,Exacerbated Down,TRUE
SDHB,0.2106,-0.0674,0.501131,0.945161,0.495616,NS,Reversed (Aging Up / Training Down),FALSE
PGM3,0.1503,-0.1274,0.833424,0.850778,0.647856,NS,Reversed (Aging Up / Training Down),TRUE
NDUFS2,-0.1578,0.1194,0.83879,0.893502,0.699878,NS,Reversed (Aging Down / Training Up),FALSE
TUFM,0.0321,0.2451,0.990456,0.268154,0.683984,NS,Exacerbated Up,FALSE
SGCD,-0.0693,-0.2078,0.951771,0.436612,0.875126,NS,Exacerbated Down,FALSE
BTF3,-0.2755,-0.001,0.488612,0.999994,0.685016,NS,Exacerbated Down,TRUE
ESD,-0.2256,-0.0508,0.645438,0.982026,0.8761,NS,Exacerbated Down,FALSE
ATXN10,0.0562,0.22,0.97763,0.491335,0.86392,NS,Exacerbated Up,TRUE
MTIF2,0.1313,0.1437,0.880812,0.712461,0.999344,NS,Exacerbated Up,TRUE
EFEMP1,-0.1501,0.1249,0.929141,0.912048,0.815031,NS,Reversed (Aging Down / Training Up),TRUE
PAIP1,0.2378,0.0372,0.514703,0.987719,0.784076,NS,Exacerbated Up,TRUE
UBE2Z,0.2116,-0.0631,0.632152,0.961639,0.616113,NS,Reversed (Aging Up / Training Down),TRUE
PIP4K2B,-0.1941,-0.0802,0.593525,0.919748,0.919407,NS,Exacerbated Down,TRUE
IMPDH2,-0.1575,0.1164,0.699058,0.808301,0.487628,NS,Reversed (Aging Down / Training Up),FALSE
GPD2,0.1104,-0.1633,0.908385,0.746524,0.648111,NS,Reversed (Aging Up / Training Down),FALSE
SEPTIN11,0.1831,-0.0906,0.791234,0.935871,0.701554,NS,Reversed (Aging Up / Training Down),TRUE
BCAP29,-0.2152,0.0583,0.626967,0.967991,0.620106,NS,Reversed (Aging Down / Training Up),TRUE
TIMM50,0.2673,0.0057,0.42322,0.999753,0.651016,NS,Exacerbated Up,TRUE
LARS1,-0.2143,0.0584,0.627358,0.96954,0.631356,NS,Reversed (Aging Down / Training Up),TRUE
PA2G4,-0.1252,0.1464,0.832784,0.720162,0.537301,NS,Reversed (Aging Down / Training Up),FALSE
MAP4,-0.2364,0.0348,0.551102,0.990575,0.64665,NS,Reversed (Aging Down / Training Up),FALSE
COL4A2,-0.2268,-0.0443,0.86142,0.99442,0.946288,NS,Exacerbated Down,TRUE
PBXIP1,0.245,-0.0258,0.360777,0.99299,0.51454,NS,Reversed (Aging Up / Training Down),FALSE
AGMAT,0.2373,0.0333,0.841565,0.996112,0.921755,NS,Exacerbated Up,TRUE
SEPTIN2,0.2299,-0.0403,0.418129,0.981612,0.510939,NS,Reversed (Aging Up / Training Down),TRUE
HSD17B12,0.1747,0.0955,0.80089,0.928981,0.977177,NS,Exacerbated Up,TRUE
EIF3D,-0.256,0.0134,0.378963,0.998305,0.555165,NS,Reversed (Aging Down / Training Up),TRUE
CHMP5,-0.21560000000000001,-0.0537,0.813567,0.981727,0.923875,NS,Exacerbated Down,TRUE
PRPS1,-0.2226,-0.0466,0.627816,0.983889,0.864184,NS,Exacerbated Down,FALSE
PSMC2,-0.2172,0.0516,0.222041,0.946255,0.277486,NS,Reversed (Aging Down / Training Up),FALSE
XPO7,0.1897,-0.0788,0.818442,0.951639,0.735286,NS,Reversed (Aging Up / Training Down),TRUE
IARS2,0.1763,0.0915,0.653548,0.896581,0.957599,NS,Exacerbated Up,FALSE
PSME4,-0.1845,0.0832,0.851342,0.962341,0.80168,NS,Reversed (Aging Down / Training Up),TRUE
SDHA,0.251,-0.0165,0.33313,0.997229,0.520354,NS,Reversed (Aging Up / Training Down),FALSE
CLIC1,-0.0472,0.22,0.984729,0.534576,0.654329,NS,Reversed (Aging Down / Training Up),TRUE
TFG,-0.1897,0.0775,0.662358,0.93885,0.605896,NS,Reversed (Aging Down / Training Up),TRUE
GRB2,0.1735,0.0935,0.71756,0.909568,0.968358,NS,Exacerbated Up,FALSE
PICALM,0.2642,-0.0028,0.730491,0.999949,0.77492,NS,Reversed (Aging Up / Training Down),TRUE
TRAP1,0.2201,-0.0468,0.603086,0.982287,0.654592,NS,Reversed (Aging Up / Training Down),FALSE
ITGB1,0.151,-0.1151,0.64582,0.756571,0.402343,NS,Reversed (Aging Up / Training Down),FALSE
EEF2,-0.1829,0.0827,0.384594,0.847272,0.294071,NS,Reversed (Aging Down / Training Up),FALSE
MARS1,-0.0555,0.2099,0.989105,0.607003,0.775517,NS,Reversed (Aging Down / Training Up),TRUE
PFDN4,0.2097,-0.0557,0.622235,0.97264,0.640243,NS,Reversed (Aging Up / Training Down),TRUE
HLA-DRB1,0.0803,-0.185,0.97676,0.81472,0.818807,NS,Reversed (Aging Up / Training Down),TRUE
PNPT1,0.1634,-0.1014,0.771396,0.884373,0.619566,NS,Reversed (Aging Up / Training Down),TRUE
MRPS15,0.2583,0.0064,0.774763,0.99986,0.870872,NS,Exacerbated Up,TRUE
BBS4,-0.1079,-0.1566,0.939525,0.840131,0.993129,NS,Exacerbated Down,FALSE
MRPS5,-0.0805,0.1837,0.976096,0.768629,0.797986,NS,Reversed (Aging Down / Training Up),TRUE
WDR1,-0.1797,0.0844,0.566271,0.893147,0.47058,NS,Reversed (Aging Down / Training Up),FALSE
HINT2,-0.0941,-0.1696,0.95561,0.813965,0.98319,NS,Exacerbated Down,FALSE
TXN2,-0.1509,0.1124,0.804019,0.870045,0.641057,NS,Reversed (Aging Down / Training Up),TRUE
KRT1,-0.2312,0.0318,0.849205,0.997096,0.882022,NS,Reversed (Aging Down / Training Up),FALSE
MYL2,-0.0452,0.2178,0.994806,0.838716,0.879756,NS,Reversed (Aging Down / Training Up),FALSE
MRPL38,-0.1397,0.1232,0.889439,0.891927,0.758939,NS,Reversed (Aging Down / Training Up),TRUE
NDUFS4,-0.2163,-0.0459,0.705344,0.986876,0.894249,NS,Exacerbated Down,FALSE
RNF7,-0.1025,-0.1595,0.892079,0.66828,0.98217,NS,Exacerbated Down,FALSE
ACSL1,0.2073,-0.0546,0.524315,0.966234,0.554285,NS,Reversed (Aging Up / Training Down),FALSE
NLN,0.0649,0.1967,0.981953,0.716286,0.94594,NS,Exacerbated Up,TRUE
BST2,0.1313,-0.1301,0.858509,0.821891,0.647582,NS,Reversed (Aging Up / Training Down),TRUE
HNRNPD,0.2098,-0.0513,0.507852,0.970094,0.550939,NS,Reversed (Aging Up / Training Down),FALSE
IL18,-0.1875,0.0736,0.908044,0.98189,0.880587,NS,Reversed (Aging Down / Training Up),TRUE
UBXN4,0.1542,0.1066,0.857961,0.910725,0.992321,NS,Exacerbated Up,TRUE
DYSF,-0.1897,0.0709,0.54808,0.932124,0.509376,NS,Reversed (Aging Down / Training Up),FALSE
NOL3,0.1402,-0.1198,0.840809,0.863487,0.669741,NS,Reversed (Aging Up / Training Down),FALSE
AKR1C3,0.192,0.0679,0.829764,0.977685,0.95954,NS,Exacerbated Up,FALSE
MXRA7,0.1543,-0.1056,0.931581,0.950728,0.863455,NS,Reversed (Aging Up / Training Down),TRUE
PCYOX1,-0.1363,-0.1229,0.847242,0.852868,0.99929,NS,Exacerbated Down,FALSE
TMED10,-0.127,-0.1317,0.882116,0.826521,0.999917,NS,Exacerbated Down,TRUE
RDH13,0.0355,0.2231,0.995134,0.685916,0.89583,NS,Exacerbated Up,TRUE
COPA,-0.2129,0.0456,0.572374,0.979566,0.618193,NS,Reversed (Aging Down / Training Up),TRUE
UBE2B,-0.2237,0.0347,0.771312,0.993236,0.794264,NS,Reversed (Aging Down / Training Up),TRUE
SIRT5,0.2477,0.0106,0.454807,0.999096,0.691368,NS,Exacerbated Up,FALSE
PM20D2,0.2132,0.0445,0.837295,0.991893,0.93580700000000006,NS,Exacerbated Up,TRUE
HEBP1,0.0705,0.1871,0.958254,0.595116,0.927158,NS,Exacerbated Up,TRUE
JPH1,-0.2392,-0.0174,0.48479,0.997492,0.729165,NS,Exacerbated Down,FALSE
STOM,0.2441,-0.0121,0.658429,0.999221,0.773187,NS,Reversed (Aging Up / Training Down),TRUE
TMA7,0.1577,-0.0983,0.789032,0.908382,0.66999,NS,Reversed (Aging Up / Training Down),FALSE
WDR77,0.0799,-0.176,0.956063,0.698316,0.69159,NS,Reversed (Aging Up / Training Down),TRUE
GCSH,0.1401,-0.1156,0.896116,0.903523,0.766695,NS,Reversed (Aging Up / Training Down),TRUE
NDUFA10,-0.1484,0.1063,0.845454,0.909501,0.724097,NS,Reversed (Aging Down / Training Up),FALSE
ATP5MF,-0.0513,-0.2034,0.981938,0.598755,0.891541,NS,Exacerbated Down,FALSE
CASQ2,0.2218,-0.0327,0.728913,0.994305,0.787596,NS,Reversed (Aging Up / Training Down),FALSE
GANAB,0.2132,-0.041,0.407032,0.977693,0.493824,NS,Reversed (Aging Up / Training Down),FALSE
PLPBP,0.13,-0.1241,0.780003,0.759852,0.515971,NS,Reversed (Aging Up / Training Down),FALSE
COPG1,-0.1771,0.0767,0.689561,0.925319,0.591839,NS,Reversed (Aging Down / Training Up),TRUE
NIPSNAP1,-0.0281,-0.2253,0.99764,0.787711,0.919033,NS,Exacerbated Down,FALSE
LIMCH1,0.2112,-0.042,0.688859,0.984503,0.69718,NS,Reversed (Aging Up / Training Down),TRUE
CCT6A,0.0864,0.1658,0.917629,0.605014,0.960205,NS,Exacerbated Up,FALSE
VAMP2,0.0058,-0.2461,0.999924,0.744864,0.884521,NS,Reversed (Aging Up / Training Down),TRUE
NFIC,0.123,-0.1288,0.9069,0.860146,0.736933,NS,Reversed (Aging Up / Training Down),TRUE
PDIA3,-0.1172,0.1345,0.81515,0.702222,0.504768,NS,Reversed (Aging Down / Training Up),FALSE
COX6B1,0.1513,0.1004,0.836689,0.918916,0.990393,NS,Exacerbated Up,FALSE
NPLOC4,-0.2473,-0.004,0.306838,0.999822,0.543333,NS,Exacerbated Down,TRUE
DIABLO,0.22,-0.0309,0.605118,0.99236,0.688177,NS,Reversed (Aging Up / Training Down),TRUE
VPS4A,0.1752,-0.0748,0.725112,0.943722,0.65978,NS,Reversed (Aging Up / Training Down),TRUE
PSME1,0.1341,0.1158,0.794767,0.819473,0.998213,NS,Exacerbated Up,FALSE
MT-CO3,-0.1759,-0.0733,0.834712,0.967698,0.967534,NS,Exacerbated Down,TRUE
CAPN2,0.0464,0.2028,0.980546,0.476465,0.844524,NS,Exacerbated Up,FALSE
PPP1CB,-0.0571,0.1921,0.980511,0.692646,0.742462,NS,Reversed (Aging Down / Training Up),FALSE
FUNDC2,-0.0472,-0.2019,0.979666,0.477101,0.84696,NS,Exacerbated Down,FALSE
FLOT2,0.057,0.192,0.978296,0.57746,0.90979,NS,Exacerbated Up,TRUE
LUM,0.1235,0.1252,0.902846,0.879966,0.99999,NS,Exacerbated Up,FALSE
AARSD1,-0.2075,-0.041,0.762019,0.990715,0.911136,NS,Exacerbated Down,TRUE
NDUFS5,0.2177,0.0301,0.713735,0.99477,0.875921,NS,Exacerbated Up,FALSE
NAP1L4,-0.2237,-0.0239,0.361713,0.993003,0.675407,NS,Exacerbated Down,FALSE
AASDHPPT,0.1047,-0.1429,0.949627,0.844388,0.78369,NS,Reversed (Aging Up / Training Down),TRUE
NIF3L1,-0.1336,-0.1139,0.817923,0.844562,0.998107,NS,Exacerbated Down,FALSE
VBP1,0.1504,-0.097,0.726014,0.870922,0.571004,NS,Reversed (Aging Up / Training Down),FALSE
BABAM1,-0.1928,0.0545,0.657417,0.967024,0.634946,NS,Reversed (Aging Down / Training Up),TRUE
RPS9,-0.113,0.1342,0.914725,0.852097,0.742672,NS,Reversed (Aging Down / Training Up),FALSE
RCSD1,0.1463,-0.1007,0.808611,0.89719,0.674222,NS,Reversed (Aging Up / Training Down),FALSE
RAB10,-0.1757,-0.0712,0.683063,0.945292,0.939018,NS,Exacerbated Down,FALSE
CLPB,0.1823,0.0646,0.853906,0.975401,0.961315,NS,Exacerbated Up,TRUE
HSPE1,-0.0321,0.2148,0.991431,0.442445,0.622457,NS,Reversed (Aging Down / Training Up),FALSE
AHNAK,-0.2344,0.0124,0.57981,0.998938,0.720935,NS,Reversed (Aging Down / Training Up),FALSE
CYCS,-0.2454,0.0013,0.666765,0.999991,0.799083,NS,Reversed (Aging Down / Training Up),FALSE
TTC38,0.1495,0.0972,0.949484,0.960798,0.995511,NS,Exacerbated Up,TRUE
EIF4H,0.0541,-0.192,0.97281,0.522954,0.610064,NS,Reversed (Aging Up / Training Down),FALSE
STT3A,-0.1532,-0.0929,0.783721,0.903356,0.981932,NS,Exacerbated Down,TRUE
CLIP1,-0.1264,-0.1196,0.842477,0.831543,0.999788,NS,Exacerbated Down,FALSE
SLC29A1,0.063,-0.1829,0.977846,0.686896,0.742158,NS,Reversed (Aging Up / Training Down),TRUE
LRRC47,0.2016,-0.0442,0.518719,0.977107,0.577269,NS,Reversed (Aging Up / Training Down),FALSE
COL18A1,0.1824,-0.0632,0.895613,0.981701,0.863954,NS,Reversed (Aging Up / Training Down),TRUE
CHMP1B,-0.163,-0.0825,0.838238,0.953458,0.978071,NS,Exacerbated Down,TRUE
RHOG,-0.1705,0.0748,0.943281,0.96413,0.891952,NS,Reversed (Aging Down / Training Up),TRUE
RPS15A,-0.087,0.1582,0.932756,0.707992,0.657459,NS,Reversed (Aging Down / Training Up),TRUE
LANCL1,-0.1695,-0.0756,0.719366,0.940709,0.953768,NS,Exacerbated Down,FALSE
IPO7,-0.1685,-0.0765,0.775982,0.950837,0.963938,NS,Exacerbated Down,FALSE
CACYBP,0.1846,0.0604,0.781124,0.974588,0.942458,NS,Exacerbated Up,TRUE
CFL1,0.1869,0.057,0.684245,0.970395,0.914481,NS,Exacerbated Up,FALSE
ATP5F1C,0.2111,0.0327,0.523312,0.989124,0.797019,NS,Exacerbated Up,FALSE
SERPINB1,0.1839,0.0597,0.768483,0.975147,0.940792,NS,Exacerbated Up,FALSE
ADRM1,-0.1301,-0.1134,0.864492,0.879014,0.998897,NS,Exacerbated Down,TRUE
HSPBP1,0.0487,-0.1945,0.987707,0.68059,0.765988,NS,Reversed (Aging Up / Training Down),TRUE
CUL2,-0.2361,0.0068,0.588314,0.999679,0.726574,NS,Reversed (Aging Down / Training Up),TRUE
EIF3A,-0.1811,0.0618,0.567295,0.947396,0.548781,NS,Reversed (Aging Down / Training Up),FALSE
GLOD4,0.1662,-0.0759,0.608381,0.911159,0.524724,NS,Reversed (Aging Up / Training Down),FALSE
HCCS,0.2329,0.0084,0.451453,0.999312,0.670608,NS,Exacerbated Up,TRUE
RRAS2,-0.0995,-0.141,0.912604,0.772927,0.991883,NS,Exacerbated Down,TRUE
UBE2N,-0.115,-0.1251,0.852515,0.786615,0.999459,NS,Exacerbated Down,FALSE
HSCB,0.1298,0.1103,0.927866,0.904555,0.998913,NS,Exacerbated Up,TRUE
PFKM,-0.2224,-0.0175,0.579792,0.997647,0.787682,NS,Exacerbated Down,FALSE
SDHD,0.1643,-0.0753,0.81337,0.958239,0.761953,NS,Reversed (Aging Up / Training Down),FALSE
HNRNPA1,-0.1853,-0.054,0.809677,0.981723,0.94219,NS,Exacerbated Down,TRUE
COMMD7,0.0203,0.2189,0.998702,0.571251,0.882619,NS,Exacerbated Up,TRUE
DNAJA3,-0.1237,-0.1155,0.923851,0.915773,0.999815,NS,Exacerbated Down,TRUE
EIF2B4,0.1604,-0.0788,0.869,0.958882,0.804028,NS,Reversed (Aging Up / Training Down),TRUE
DNAJC11,0.2386,-5e-4,0.677126,0.999998,0.795177,NS,Reversed (Aging Up / Training Down),TRUE
HGS,-0.1563,-0.0825,0.823932,0.937295,0.977071,NS,Exacerbated Down,TRUE
HDLBP,-0.2037,0.035,0.798642,0.990623,0.789693,NS,Reversed (Aging Down / Training Up),TRUE
SARNP,-0.238,6e-4,0.740835,0.999998,0.817954,NS,Reversed (Aging Down / Training Up),TRUE
NAXE,0.1689,-0.0695,0.565824,0.920893,0.505548,NS,Reversed (Aging Up / Training Down),FALSE
PHB2,0.1871,0.0511,0.561613,0.967247,0.867092,NS,Exacerbated Up,FALSE
RTN4IP1,0.2114,-0.0267,0.793947,0.996161,0.825982,NS,Reversed (Aging Up / Training Down),TRUE
PMM2,-0.1147,0.1231,0.940531,0.91252200000000006,0.831723,NS,Reversed (Aging Down / Training Up),TRUE
TOM1,0.12,-0.117,0.858191,0.838236,0.662903,NS,Reversed (Aging Up / Training Down),FALSE
ALDH1L1,0.0575,-0.1792,0.978567,0.708523,0.747464,NS,Reversed (Aging Up / Training Down),FALSE
ATP5F1D,0.1809,-0.0553,0.725369,0.974183,0.723315,NS,Reversed (Aging Up / Training Down),FALSE
CS,0.2216,-0.0146,0.441372,0.997813,0.612101,NS,Reversed (Aging Up / Training Down),FALSE
ANXA7,0.1312,-0.1044,0.706823,0.782021,0.469778,NS,Reversed (Aging Up / Training Down),FALSE
STXBP3,-0.0936,0.1416,0.929865,0.779091,0.699483,NS,Reversed (Aging Down / Training Up),TRUE
SGCA,0.1097,-0.1254,0.858691,0.772808,0.606286,NS,Reversed (Aging Up / Training Down),FALSE
EIF4A1,-0.2294,0.0057,0.42009,0.99969,0.623499,NS,Reversed (Aging Down / Training Up),FALSE
SPTBN1,-0.0775,0.1575,0.948776,0.716812,0.688529,NS,Reversed (Aging Down / Training Up),FALSE
AGL,-0.195,0.0397,0.507715,0.980099,0.577772,NS,Reversed (Aging Down / Training Up),FALSE
CUL4A,0.1578,-0.0766,0.638223,0.907245,0.542455,NS,Reversed (Aging Up / Training Down),FALSE
RAB21,-0.0583,-0.176,0.971892,0.633975,0.924417,NS,Exacerbated Down,TRUE
CUTC,0.2262,0.008,0.512678,0.999467,0.725721,NS,Exacerbated Up,FALSE
YBX1,-0.1512,0.0829,0.796352,0.933247,0.708699,NS,Reversed (Aging Down / Training Up),FALSE
CAPN1,0.1813,-0.0528,0.375907,0.941962,0.394027,NS,Reversed (Aging Up / Training Down),FALSE
PTGES3,0.1662,-0.0679,0.745012,0.955724,0.701272,NS,Reversed (Aging Up / Training Down),FALSE
PSMD8,-0.2313,0.0027,0.490393,0.999939,0.679583,NS,Reversed (Aging Down / Training Up),TRUE
ACP1,-0.1974,0.0365,0.582001,0.986402,0.653142,NS,Reversed (Aging Down / Training Up),FALSE
ARPC1A,-0.0808,-0.15310000000000001,0.94421600000000006,0.68361,0.971742,NS,Exacerbated Down,TRUE
GOT2,0.1886,0.045,0.58609,0.976929,0.862213,NS,Exacerbated Up,FALSE
TXNL1,-0.1816,0.0515,0.437998,0.95249,0.459981,NS,Reversed (Aging Down / Training Up),FALSE
RTN4,0.0531,-0.18,0.970586,0.525305,0.605704,NS,Reversed (Aging Up / Training Down),FALSE
PSMC3,-0.1639,0.069,0.486769,0.898692,0.417279,NS,Reversed (Aging Down / Training Up),FALSE
PLGRKT,0.2005,-0.0324,0.807915,0.994993,0.843509,NS,Reversed (Aging Up / Training Down),TRUE
EPS15L1,-0.2121,-0.0208,0.695132,0.99693,0.84399,NS,Exacerbated Down,TRUE
NDUFA2,-0.1569,-0.0758,0.811609,0.953022,0.972929,NS,Exacerbated Down,FALSE
DMD,-0.0888,-0.1439,0.91168,0.699535,0.981649,NS,Exacerbated Down,FALSE
AIMP1,0.1986,0.0337,0.53548,0.987367,0.810938,NS,Exacerbated Up,FALSE
AP2B1,0.0586,0.1736,0.978394,0.705616,0.942729,NS,Exacerbated Up,TRUE
EIF1,0.0761,-0.1561,0.96093,0.780945,0.757153,NS,Reversed (Aging Up / Training Down),TRUE
ACOT1,-0.1399,0.092,0.924859,0.958342,0.861924,NS,Reversed (Aging Down / Training Up),TRUE
AP2A1,0.0265,0.2051,0.996104,0.573822,0.855034,NS,Exacerbated Up,TRUE
CFL2,0.1869,0.0447,0.51511,0.972517,0.836082,NS,Exacerbated Up,FALSE
APMAP,-0.0815,0.1496,0.954716,0.750611,0.730369,NS,Reversed (Aging Down / Training Up),TRUE
PPM1A,0.2072,0.0237,0.396446,0.992456,0.701434,NS,Exacerbated Up,TRUE
