set,n,direction,PValue,PValue.Mixed,expected,consistent,cor_within
ty_up,44,Up,0.002306043775512921,0.0016659285666880263,Up,TRUE,0.26192308794780833
ty_down,56,Down,0.28994013874548485,0.2796141217654031,Down,TRUE,0.26192308794780833
