gene,logFC_Training_Young,logFC_Training_Old,pi_score_Young,pi_score_Old,pi_score_Interaction,significance,quadrant,imputed
SEC23A,0.2052,0.0765,0.449135,0.928902,0.855138,NS,Concordant Up,TRUE
PDXP,0.163,-0.1182,0.886159,0.891071,0.706419,NS,Discordant (Young Up / Old Down),TRUE
RPS3A,0.0128,0.2682,0.998639,0.305805,0.529793,NS,Concordant Up,FALSE
IPO7,0.2046,-0.0763,0.59979,0.950617,0.51204,NS,Discordant (Young Up / Old Down),TRUE
RPS8,0.1423,0.138,0.767475,0.788176,0.999896,NS,Concordant Up,FALSE
MCCC1,-0.1418,-0.1382,0.85419,0.854421,0.999948,NS,Concordant Down,TRUE
SURF4,0.1941,-0.0854,0.693161,0.94796,0.587388,NS,Discordant (Young Up / Old Down),TRUE
DYNC1LI2,0.2305,-0.0488,0.519045,0.979454,0.50729,NS,Discordant (Young Up / Old Down),TRUE
ADIPOQ,0.1491,-0.1297,0.777081,0.820522,0.48017,NS,Discordant (Young Up / Old Down),TRUE
EPDR1,-0.1885,-0.0903,0.723218,0.939403,0.952797,NS,Concordant Down,TRUE
DNAJA3,-0.1628,-0.1159,0.866358,0.930701,0.993173,NS,Concordant Down,TRUE
LAMP2,-0.1433,-0.1352,0.8707,0.871355,0.999758,NS,Concordant Down,TRUE
RPS15A,0.1197,0.1582,0.823458,0.698082,0.990128,NS,Concordant Up,TRUE
CTSZ,0.269,-0.0086,0.528934,0.999544,0.625239,NS,Discordant (Young Up / Old Down),TRUE
CPT2,-0.125,-0.1524,0.835002,0.755588,0.995695,NS,Concordant Down,FALSE
HMGB2,-0.0731,-0.2043,0.956051,0.60132,0.895757,NS,Concordant Down,TRUE
HSPA14,-0.0822,0.1949,0.965192,0.672175,0.65281,NS,Discordant (Young Down / Old Up),TRUE
TMEM198,0.1342,-0.1426,0.896683,0.885688,0.696657,NS,Discordant (Young Up / Old Down),FALSE
PIP4K2B,-0.1958,-0.081,0.528179,0.917989,0.890734,NS,Concordant Down,TRUE
PPP2R5A,-0.2721,0.0044,0.578668,0.999903,0.683546,NS,Discordant (Young Down / Old Up),TRUE
RPL28,0.1441,0.1323,0.854853,0.882609,0.999462,NS,Concordant Up,FALSE
SRSF3,-0.0487,0.2275,0.991875,0.722292,0.76739,NS,Discordant (Young Down / Old Up),TRUE
NPEPL1,0.1211,0.155,0.907234,0.847115,0.995733,NS,Concordant Up,FALSE
ARCN1,0.2694,-0.0067,0.461697,0.999712,0.585576,NS,Discordant (Young Up / Old Down),TRUE
FDXR,-0.2671,0.0082,0.831787,0.999611,0.832691,NS,Discordant (Young Down / Old Up),TRUE
CACNA1S,-0.1027,-0.1726,0.893508,0.688604,0.969826,NS,Concordant Down,FALSE
PRPSAP2,-0.2349,-0.0403,0.606765,0.989923,0.813958,NS,Concordant Down,TRUE
MAPRE1,0.1337,0.1412,0.860312,0.817885,0.999752,NS,Concordant Up,TRUE
RPL36,0.1358,0.1391,0.892968,0.89045,0.999965,NS,Concordant Up,FALSE
GPHN,-0.0823,-0.1922,0.957854,0.681995,0.942467,NS,Concordant Down,TRUE
GARS1,0.1029,-0.1712,0.904597,0.713944,0.527909,NS,Discordant (Young Up / Old Down),TRUE
TFG,0.1957,0.0781,0.573637,0.938018,0.90133,NS,Concordant Up,TRUE
RPL4,0.0841,0.1895,0.964408,0.797537,0.961073,NS,Concordant Up,TRUE
ETFRF1,-0.0717,-0.2011,0.97387,0.745565,0.935862,NS,Concordant Down,TRUE
MYO18A,0.2057,0.0664,0.741709,0.978149,0.926812,NS,Concordant Up,TRUE
RPLP2,0.0391,0.2326,0.990787,0.615618,0.819478,NS,Concordant Up,FALSE
HSDL2,-0.1796,-0.092,0.605785,0.906606,0.944023,NS,Concordant Down,FALSE
SUOX,-0.0874,-0.1836,0.928479,0.662548,0.94259,NS,Concordant Down,FALSE
PARVA,-0.0974,-0.1733,0.93679,0.728412,0.972507,NS,Concordant Down,TRUE
PACSIN3,-0.0786,0.1915,0.94435,0.640333,0.529054,NS,Discordant (Young Down / Old Up),FALSE
RPS5,-0.1297,0.1403,0.818832,0.791993,0.492807,NS,Discordant (Young Down / Old Up),FALSE
CAPZA1,-0.1627,0.107,0.833427,0.93382,0.692595,NS,Discordant (Young Down / Old Up),FALSE
CAMK2B,0.0519,0.2178,0.976383,0.526785,0.812611,NS,Concordant Up,FALSE
AMPD3,-0.2637,0.0058,0.704058,0.999885,0.7918,NS,Discordant (Young Down / Old Up),TRUE
RNF123,-0.0103,-0.2592,0.999044,0.263241,0.491154,NS,Concordant Down,TRUE
UFD1,0.0951,0.1743,0.937468,0.759621,0.970935,NS,Concordant Up,TRUE
RPL3L,0.1112,0.1582,0.950024,0.893228,0.994286,NS,Concordant Up,TRUE
CSNK2A1,0.1868,0.0825,0.705807,0.948925,0.943516,NS,Concordant Up,TRUE
RPS19,0.0485,0.2207,0.976265,0.446399,0.762651,NS,Concordant Up,FALSE
PRMT5,0.1382,-0.1306,0.714492,0.748816,0.35245,NS,Discordant (Young Up / Old Down),TRUE
STUB1,0.1933,-0.0754,0.53447,0.937449,0.434211,NS,Discordant (Young Up / Old Down),FALSE
ATP6V1G1,0.0449,-0.2234,0.977819,0.295304,0.362702,NS,Discordant (Young Up / Old Down),TRUE
GNPDA1,-0.1572,-0.1107,0.690375,0.853843,0.985188,NS,Concordant Down,TRUE
MOCS2,-0.2419,-0.0256,0.599916,0.995541,0.759777,NS,Concordant Down,TRUE
SEC31A,0.147,0.1204,0.823898,0.836514,0.996376,NS,Concordant Up,TRUE
PCCB,0.2437,0.0236,0.5088,0.995985,0.711402,NS,Concordant Up,TRUE
NUCKS1,-0.1498,-0.1175,0.691832,0.820533,0.992524,NS,Concordant Down,FALSE
GANAB,0.2259,-0.041,0.251702,0.977449,0.297332,NS,Discordant (Young Up / Old Down),FALSE
GART,0.2226,0.0441,0.298828,0.973899,0.655596,NS,Concordant Up,TRUE
HADH,-0.1534,-0.1132,0.642244,0.815196,0.987062,NS,Concordant Down,FALSE
CDS2,0.1886,-0.077,0.674605,0.944194,0.550037,NS,Discordant (Young Up / Old Down),TRUE
HINT3,-0.2168,-0.0485,0.728159,0.989267,0.896618,NS,Concordant Down,TRUE
UBL5,-0.2498,-0.0154,0.366494,0.998069,0.599678,NS,Concordant Down,TRUE
SRSF1,-0.24,0.025,0.748589,0.996266,0.745391,NS,Discordant (Young Down / Old Up),TRUE
DPP3,0.2337,0.031,0.384918,0.991175,0.672756,NS,Concordant Up,FALSE
EPHX1,0.2451,-0.0194,0.545743,0.997796,0.645396,NS,Discordant (Young Up / Old Down),FALSE
PRDX5,0.1829,0.0815,0.512557,0.912225,0.906596,NS,Concordant Up,FALSE
THNSL1,0.2486,-0.015,0.857091,0.998719,0.849671,NS,Discordant (Young Up / Old Down),TRUE
TBCB,0.2424,0.021,0.359952,0.996097,0.61492,NS,Concordant Up,TRUE
RAB5B,-0.1089,-0.1537,0.858335,0.701268,0.986129,NS,Concordant Down,TRUE
STX4,-0.1797,-0.0828,0.875206,0.945534,0.969996,NS,Concordant Down,TRUE
SDHC,0.1085,-0.1538,0.950146,0.894655,0.787219,NS,Discordant (Young Up / Old Down),TRUE
HNRNPU,0.0372,-0.2248,0.988621,0.508877,0.546852,NS,Discordant (Young Up / Old Down),FALSE
MDH1,-0.1357,-0.1261,0.689733,0.741007,0.999265,NS,Concordant Down,FALSE
ATAD3A,-0.2515,0.0101,0.602089,0.999465,0.697988,NS,Discordant (Young Down / Old Up),TRUE
KLHDC8B,0.2277,0.0337,0.771979,0.994828,0.878118,NS,Concordant Up,TRUE
COX4I1,-0.2546,-0.0067,0.414926,0.999693,0.61376,NS,Concordant Down,FALSE
PEBP1,-0.081,-0.1801,0.9059,0.514857,0.905941,NS,Concordant Down,FALSE
PREB,0.2509,-0.0102,0.439715,0.999033,0.523365,NS,Discordant (Young Up / Old Down),TRUE
CAMK2A,0.0336,0.2271,0.99429,0.666667,0.843065,NS,Concordant Up,TRUE
DYNLL2,-0.231,-0.0291,0.695631,0.99628,0.849593,NS,Concordant Down,TRUE
RAB21,-0.084,-0.1761,0.919781,0.603853,0.934953,NS,Concordant Down,TRUE
NUDT3,-0.1475,-0.1123,0.745453,0.861476,0.992241,NS,Concordant Down,TRUE
SZRD1,-0.2113,-0.0485,0.648509,0.982963,0.856445,NS,Concordant Down,TRUE
LAP3,0.1896,0.07,0.39636,0.924017,0.838114,NS,Concordant Up,FALSE
PCYOX1,-0.136,-0.1232,0.820075,0.858488,0.999176,NS,Concordant Down,FALSE
MYCBP,-0.1691,0.09,0.75438,0.920916,0.581735,NS,Discordant (Young Down / Old Up),TRUE
CYCS,-0.2572,0.0018,0.568767,0.999985,0.70573,NS,Discordant (Young Down / Old Up),FALSE
SGCB,-0.1094,-0.1493,0.808919,0.644522,0.986222,NS,Concordant Down,FALSE
CASQ1,0.0144,0.244,0.998851,0.589146,0.749726,NS,Concordant Up,FALSE
SH3GLB1,0.1229,-0.1355,0.850309,0.812705,0.550456,NS,Discordant (Young Up / Old Down),TRUE
ME1,-0.0815,-0.1766,0.919445,0.597178,0.927306,NS,Concordant Down,FALSE
EIF1,0.1018,-0.1556,0.913779,0.782737,0.606331,NS,Discordant (Young Up / Old Down),TRUE
EIF3I,0.1362,0.121,0.781161,0.81995,0.998571,NS,Concordant Up,TRUE
CYB5B,0.0525,-0.2046,0.986129,0.739744,0.730754,NS,Discordant (Young Up / Old Down),TRUE
CA3,0.1855,-0.0715,0.620912,0.951638,0.53258,NS,Discordant (Young Up / Old Down),FALSE
KPNB1,0.2467,0.0103,0.142732,0.99868,0.366285,NS,Concordant Up,FALSE
MT-ATP8,0.1751,0.0818,0.756543,0.953562,0.958374,NS,Concordant Up,FALSE
MT-ATP6,0.0786,-0.1771,0.961222,0.785677,0.695074,NS,Discordant (Young Up / Old Down),FALSE
CACYBP,0.1947,0.0604,0.704474,0.974774,0.90854,NS,Concordant Up,TRUE
PPP1CB,0.0628,0.1919,0.973684,0.721981,0.918857,NS,Concordant Up,FALSE
RAB1B,0.1586,-0.0954,0.774896,0.926594,0.620175,NS,Discordant (Young Up / Old Down),FALSE
THEM6,-0.1335,-0.12,0.882831,0.860276,0.999225,NS,Concordant Down,TRUE
ECPAS,0.1703,-0.0829,0.452764,0.878125,0.28688,NS,Discordant (Young Up / Old Down),FALSE
RPL19,-0.0366,0.2165,0.992119,0.670743,0.694407,NS,Discordant (Young Down / Old Up),FALSE
MAP4,0.2184,0.0345,0.536537,0.990852,0.780498,NS,Concordant Up,FALSE
CSNK2B,0.1345,0.118,0.772736,0.826257,0.998243,NS,Concordant Up,TRUE
DAG1,-0.1323,-0.1201,0.748593,0.801036,0.998959,NS,Concordant Down,FALSE
PFDN1,-0.2059,-0.0458,0.470473,0.977163,0.777824,NS,Concordant Down,TRUE
KLC1,0.1124,0.1392,0.929544,0.816867,0.99714,NS,Concordant Up,TRUE
SH3BGRL3,-0.0168,0.2348,0.998274,0.505418,0.64129,NS,Discordant (Young Down / Old Up),TRUE
IDH1,-0.15310000000000001,-0.0982,0.607038,0.84943,0.972159,NS,Concordant Down,FALSE
PTPA,-0.2215,-0.0297,0.724986,0.994414,0.841099,NS,Concordant Down,TRUE
TUBA4A,0.086,0.1649,0.923411,0.699481,0.958671,NS,Concordant Up,FALSE
S100A10,0.1474,0.1034,0.773637,0.897428,0.988898,NS,Concordant Up,FALSE
BBS4,-0.0941,-0.1567,0.947662,0.848285,0.985242,NS,Concordant Down,FALSE
HBS1L,0.0849,0.1658,0.921976,0.656466,0.952573,NS,Concordant Up,TRUE
APPL1,0.2152,0.0354,0.378498,0.985018,0.680586,NS,Concordant Up,TRUE
ATIC,0.1703,0.0799,0.529486,0.906416,0.91925,NS,Concordant Up,FALSE
KPNA4,0.165,0.0851,0.502715,0.877382,0.929802,NS,Concordant Up,FALSE
RPA1,-0.1377,-0.1123,0.833534,0.868744,0.996632,NS,Concordant Down,TRUE
GCLM,-0.1147,0.135,0.930338,0.893604,0.754383,NS,Discordant (Young Down / Old Up),TRUE
EMC1,-0.1302,0.1195,0.896495,0.904718,0.720529,NS,Discordant (Young Down / Old Up),TRUE
SNCA,0.0989,0.1507,0.984312,0.945708,0.996623,NS,Concordant Up,TRUE
C3,0.2203,-0.0292,0.725425,0.996166,0.766352,NS,Discordant (Young Up / Old Down),FALSE
MRPS18B,0.0784,0.1711,0.94553,0.705742,0.947914,NS,Concordant Up,TRUE
DCXR,-0.1108,-0.1384,0.89951,0.842364,0.996464,NS,Concordant Down,FALSE
MAPK1,0.0459,0.2027,0.971383,0.381449,0.733389,NS,Concordant Up,FALSE
RPS4X,0.0629,0.1854,0.95898,0.599955,0.886958,NS,Concordant Up,FALSE
VDAC2,-0.204,0.0441,0.466001,0.979525,0.4828,NS,Discordant (Young Down / Old Up),FALSE
ALDH2,0.1417,-0.1061,0.875152,0.934688,0.738595,NS,Discordant (Young Up / Old Down),FALSE
ATXN10,-0.0281,0.2193,0.994347,0.494288,0.600969,NS,Discordant (Young Down / Old Up),TRUE
BCAP31,0.1803,0.067,0.374322,0.919664,0.832144,NS,Concordant Up,FALSE
GSK3A,-0.0551,-0.1916,0.980095,0.662974,0.899766,NS,Concordant Down,TRUE
TMEM205,-0.1469,-0.0994,0.75055,0.895349,0.985684,NS,Concordant Down,FALSE
CHMP5,-0.1918,-0.0544,0.840531,0.981249,0.934809,NS,Concordant Down,TRUE
TRIM25,-0.1714,-0.0746,0.830861,0.961551,0.961801,NS,Concordant Down,TRUE
PARVB,-0.1753,-0.0707,0.697783,0.950149,0.928644,NS,Concordant Down,TRUE
EWSR1,0.0774,-0.1685,0.951153,0.629951,0.577805,NS,Discordant (Young Up / Old Down),TRUE
STAC3,-0.0839,0.162,0.952052,0.774578,0.67467,NS,Discordant (Young Down / Old Up),TRUE
PLAA,0.131,-0.1147,0.736146,0.802536,0.420028,NS,Discordant (Young Up / Old Down),TRUE
KHSRP,-0.1366,-0.109,0.823523,0.882353,0.995891,NS,Concordant Down,TRUE
CANX,0.2013,0.044,0.358546,0.973763,0.722247,NS,Concordant Up,FALSE
SERBP1,-0.2185,0.0268,0.57288,0.99503,0.6426,NS,Discordant (Young Down / Old Up),FALSE
COQ7,-0.1198,-0.1248,0.75785,0.743628,0.999802,NS,Concordant Down,FALSE
PAK2,0.1835,0.0604,0.594955,0.963307,0.885024,NS,Concordant Up,FALSE
THAP4,0.1485,0.0954,0.810564,0.921259,0.985482,NS,Concordant Up,TRUE
NDUFAF2,-0.24,-0.0038,0.668175,0.999917,0.754225,NS,Concordant Down,TRUE
SGCA,-0.1187,-0.1249,0.794437,0.777266,0.999724,NS,Concordant Down,FALSE
CAND2,0.1941,-0.0494,0.6199,0.98008,0.608765,NS,Discordant (Young Up / Old Down),FALSE
PLS3,-0.0638,0.1795,0.977139,0.722402,0.709185,NS,Discordant (Young Down / Old Up),TRUE
USP47,0.0701,-0.1732,0.96472,0.678963,0.637568,NS,Discordant (Young Up / Old Down),TRUE
TMED9,0.2031,0.0401,0.681162,0.98906,0.860165,NS,Concordant Up,TRUE
AHCYL2,0.1892,0.0534,0.473025,0.963191,0.816171,NS,Concordant Up,TRUE
PMPCB,-0.1023,0.1398,0.90045,0.769097,0.57903,NS,Discordant (Young Down / Old Up),TRUE
PDLIM1,-0.1123,-0.1296,0.929179,0.906434,0.999019,NS,Concordant Down,FALSE
GALK1,0.0547,-0.187,0.981403,0.700551,0.69207,NS,Discordant (Young Up / Old Down),TRUE
KRT5,-0.1793,0.0624,0.902723,0.989542,0.879525,NS,Discordant (Young Down / Old Up),FALSE
TYMP,0.1102,0.1314,0.907654,0.840588,0.997896,NS,Concordant Up,TRUE
ASPH,0.1462,0.0952,0.891979,0.955153,0.99185,NS,Concordant Up,TRUE
ENO1,0.0964,0.1448,0.9198,0.812556,0.987868,NS,Concordant Up,FALSE
OPLAH,-0.1485,-0.0925,0.742423,0.901016,0.978665,NS,Concordant Down,TRUE
MRPL46,-0.1693,0.0713,0.803092,0.961954,0.704919,NS,Discordant (Young Down / Old Up),TRUE
OCIAD1,-0.2061,-0.0345,0.431837,0.987077,0.726314,NS,Concordant Down,TRUE
EHD2,-0.194,-0.0462,0.422584,0.972673,0.770859,NS,Concordant Down,FALSE
PEPD,-0.0967,-0.1435,0.901442,0.775335,0.986417,NS,Concordant Down,FALSE
FUBP1,-0.1342,-0.1059,0.782482,0.864825,0.994778,NS,Concordant Down,TRUE
HSP90AB1,0.172,0.068,0.545592,0.938419,0.896657,NS,Concordant Up,FALSE
COPS7A,0.2262,-0.0134,0.35342,0.998206,0.487622,NS,Discordant (Young Up / Old Down),TRUE
UFL1,-0.1239,-0.1157,0.839336,0.857051,0.999628,NS,Concordant Down,TRUE
SFPQ,-0.1118,0.1272,0.923323,0.891083,0.740021,NS,Discordant (Young Down / Old Up),TRUE
RPS27,0.2037,0.0353,0.477169,0.987599,0.758487,NS,Concordant Up,FALSE
GUK1,-0.2351,-0.0039,0.828423,0.999912,0.85052,NS,Concordant Down,TRUE
COASY,-0.1817,-0.0569,0.719963,0.971352,0.907866,NS,Concordant Down,TRUE
RPS18,-0.0229,0.2146,0.995563,0.512023,0.590779,NS,Discordant (Young Down / Old Up),FALSE
ACSL3,0.211,-0.0265,0.418985,0.992846,0.505169,NS,Discordant (Young Up / Old Down),FALSE
PRKAA2,0.2147,0.0228,0.339404,0.994109,0.621004,NS,Concordant Up,FALSE
PPP1R3A,0.0557,0.1811,0.970222,0.637692,0.88775,NS,Concordant Up,FALSE
RPL30,0.1164,0.1203,0.926523,0.923284,0.999952,NS,Concordant Up,FALSE
ATP2A2,-0.0172,-0.2192,0.997263,0.441623,0.66471,NS,Concordant Down,FALSE
VAPB,-0.1388,-0.0973,0.716641,0.871614,0.986518,NS,Concordant Down,FALSE
TACO1,-0.1888,-0.0472,0.719685,0.984752,0.896038,NS,Concordant Down,TRUE
ESYT2,0.1338,0.1019,0.872391,0.895742,0.995189,NS,Concordant Up,TRUE
TMEM38A,-0.1096,-0.1261,0.920267,0.895343,0.998976,NS,Concordant Down,FALSE
RPL18A,-0.154,0.0816,0.87469,0.966082,0.792838,NS,Discordant (Young Down / Old Up),TRUE
CD47,0.0462,-0.189,0.984223,0.682806,0.670981,NS,Discordant (Young Up / Old Down),TRUE
TFAM,0.0974,-0.1374,0.929198,0.849197,0.699304,NS,Discordant (Young Up / Old Down),TRUE
PSMB5,0.1305,-0.1039,0.8027,0.882933,0.580053,NS,Discordant (Young Up / Old Down),FALSE
LUM,-0.1093,0.125,0.908226,0.880788,0.703638,NS,Discordant (Young Down / Old Up),FALSE
HSPBP1,0.039,-0.1952,0.991513,0.679021,0.724874,NS,Discordant (Young Up / Old Down),TRUE
FH,0.1106,0.1233,0.755507,0.70157,0.998465,NS,Concordant Up,FALSE
PPP1CA,0.1112,0.1226,0.839373,0.807212,0.999133,NS,Concordant Up,FALSE
ADSL,-0.1269,-0.1064,0.789359,0.860084,0.997198,NS,Concordant Down,FALSE
PRMT1,0.1359,-0.0974,0.769394,0.890983,0.557529,NS,Discordant (Young Up / Old Down),FALSE
HSPA5,0.1568,0.0748,0.570301,0.913436,0.930138,NS,Concordant Up,FALSE
CTSD,-0.074,-0.1574,0.936291,0.68522400000000006,0.946518,NS,Concordant Down,FALSE
FLOT2,-0.0398,0.1915,0.988608,0.57952,0.645542,NS,Discordant (Young Down / Old Up),TRUE
CD38,-0.1697,-0.0613,0.815652,0.978725,0.95238,NS,Concordant Down,TRUE
CYB5R3,0.1936,-0.0368,0.508481,0.986005,0.542129,NS,Discordant (Young Up / Old Down),FALSE
HNRNPK,-0.1489,-0.081,0.631138,0.902447,0.956374,NS,Concordant Down,FALSE
MRI1,-0.1457,0.0842,0.934984,0.974248,0.874135,NS,Discordant (Young Down / Old Up),TRUE
DPYSL3,-0.0671,-0.1625,0.970864,0.811107,0.95915,NS,Concordant Down,FALSE
TXNRD1,-0.0815,-0.1479,0.898613,0.64695,0.958478,NS,Concordant Down,FALSE
ALDH5A1,-0.1543,-0.075,0.737296,0.946222,0.959348,NS,Concordant Down,FALSE
PRDX4,0.0743,0.1548,0.962864,0.804734,0.969219,NS,Concordant Up,TRUE
UBQLN2,0.0743,-0.1548,0.954086,0.740514,0.648937,NS,Discordant (Young Up / Old Down),TRUE
MPC1,-0.0046,-0.2244,0.99986,0.55636,0.706706,NS,Concordant Down,TRUE
ROMO1,0.0459,-0.183,0.989542,0.809309,0.795385,NS,Discordant (Young Up / Old Down),FALSE
SPEG,0.1288,-0.0998,0.866922,0.922251,0.707368,NS,Discordant (Young Up / Old Down),TRUE
SUPV3L1,-0.2211,0.0073,0.854616,0.99976,0.866831,NS,Discordant (Young Down / Old Up),TRUE
GAMT,-0.1266,-0.1017,0.812145,0.886489,0.996178,NS,Concordant Down,FALSE
AIMP1,0.194,0.0342,0.40613,0.985259,0.720823,NS,Concordant Up,FALSE
OXSM,-0.138,-0.0902,0.918613,0.942903,0.992638,NS,Concordant Down,TRUE
RAB2A,-0.039,-0.1884,0.985094,0.580107,0.82357,NS,Concordant Down,FALSE
MB,-0.1178,-0.1096,0.796278,0.830796,0.999518,NS,Concordant Down,FALSE
DCTPP1,-0.1618,-0.0654,0.880663,0.973458,0.968134,NS,Concordant Down,TRUE
PLPBP,-0.1031,-0.1239,0.8365,0.763746,0.996546,NS,Concordant Down,FALSE
MLYCD,-0.1982,-0.0285,0.865325,0.996146,0.91983,NS,Concordant Down,TRUE
MYOM3,-0.1941,-0.0326,0.865791,0.996815,0.939186,NS,Concordant Down,FALSE
MFN2,0.0799,-0.1464,0.93994,0.741639,0.619942,NS,Discordant (Young Up / Old Down),TRUE
GLTP,0.1637,-0.0626,0.902039,0.976826,0.838401,NS,Discordant (Young Up / Old Down),TRUE
ILVBL,0.0993,-0.1268,0.939739,0.906144,0.781573,NS,Discordant (Young Up / Old Down),TRUE
HSPA9,0.0742,0.1518,0.908447,0.590939,0.935521,NS,Concordant Up,FALSE
RPA3,-0.2114,0.0145,0.670246,0.998708,0.736982,NS,Discordant (Young Down / Old Up),TRUE
COX7A2L,-0.2074,0.0185,0.843161,0.998337,0.84633,NS,Discordant (Young Down / Old Up),TRUE
TIMM9,-0.0547,0.1712,0.977687,0.703316,0.67953,NS,Discordant (Young Down / Old Up),TRUE
FXR1,0.0704,0.1551,0.972189,0.847761,0.972058,NS,Concordant Up,TRUE
TMCO1,0.0463,-0.1788,0.980778,0.659949,0.637377,NS,Discordant (Young Up / Old Down),FALSE
ILF3,0.1888,0.0361,0.827357,0.99392,0.920932,NS,Concordant Up,TRUE
RAP1B,0.2083,0.0162,0.461127,0.997583,0.687268,NS,Concordant Up,FALSE
AGMAT,0.1904,0.0339,0.887735,0.995955,0.943102,NS,Concordant Up,TRUE
CTSB,0.0672,0.157,0.959367,0.748551,0.949879,NS,Concordant Up,TRUE
ALPK3,0.0524,0.1718,0.984034,0.759737,0.933167,NS,Concordant Up,TRUE
TTR,-0.2091,0.0147,0.703556,0.998892,0.775612,NS,Discordant (Young Down / Old Up),FALSE
DDX19A,-0.109,-0.1141,0.793296,0.77861,0.999786,NS,Concordant Down,FALSE
TCAP,-0.1714,-0.0512,0.884395,0.991088,0.963469,NS,Concordant Down,FALSE
CLIP1,0.1032,-0.1192,0.876573,0.835917,0.605824,NS,Discordant (Young Up / Old Down),FALSE
PAFAH1B1,0.1694,-0.053,0.731559,0.978517,0.694936,NS,Discordant (Young Up / Old Down),FALSE
SPRYD4,0.2092,-0.0131,0.685498,0.999039,0.760955,NS,Discordant (Young Up / Old Down),TRUE
MRPL13,-0.0683,0.1532,0.972311,0.797329,0.750493,NS,Discordant (Young Down / Old Up),TRUE
RPS25,0.0103,0.2109,0.999172,0.543965,0.716287,NS,Concordant Up,FALSE
PRPSAP1,0.0457,-0.1752,0.991633,0.849414,0.841725,NS,Discordant (Young Up / Old Down),TRUE
ZBTB9,-0.1674,-0.0534,0.87549,0.984116,0.956648,NS,Concordant Down,TRUE
FUNDC2,-0.0183,-0.202,0.99679,0.498582,0.712813,NS,Concordant Down,FALSE
NLRX1,-0.0558,-0.1645,0.977166,0.748263,0.933997,NS,Concordant Down,TRUE
GOT1,-0.1228,-0.0973,0.764347,0.861846,0.994822,NS,Concordant Down,FALSE
BAG2,0.1874,-0.0325,0.777322,0.993602,0.777203,NS,Discordant (Young Up / Old Down),TRUE
TMA7,-0.1214,-0.0984,0.850488,0.908064,0.997101,NS,Concordant Down,FALSE
RAD23A,-0.0324,-0.1873,0.985339,0.412695,0.715283,NS,Concordant Down,FALSE
BLVRA,0.163,0.0559,0.679082,0.969121,0.914946,NS,Concordant Up,FALSE
FBLN1,0.0786,-0.1398,0.971437,0.867979,0.811739,NS,Discordant (Young Up / Old Down),TRUE
NDUFA13,-0.1985,0.0199,0.632873,0.997245,0.706461,NS,Discordant (Young Down / Old Up),FALSE
TBCE,0.1457,-0.0726,0.880362,0.957153,0.776605,NS,Discordant (Young Up / Old Down),TRUE
RPL17,0.0763,0.1417,0.953947,0.829273,0.978091,NS,Concordant Up,FALSE
PSMC1,0.1633,0.0547,0.559035,0.959137,0.877627,NS,Concordant Up,FALSE
FNTA,0.0702,0.1477,0.949109,0.715571,0.9562,NS,Concordant Up,TRUE
EIF3H,0.0948,-0.123,0.954981,0.901419,0.807352,NS,Discordant (Young Up / Old Down),TRUE
PNPT1,0.1158,-0.102,0.865831,0.884668,0.652165,NS,Discordant (Young Up / Old Down),TRUE
TMEM126A,-0.1042,-0.1132,0.890509,0.870264,0.999564,NS,Concordant Down,TRUE
DMD,-0.0731,-0.1441,0.929744,0.702545,0.957321,NS,Concordant Down,FALSE
OPA1,0.1175,0.0994,0.833202,0.887557,0.997936,NS,Concordant Up,FALSE
JPT1,0.0649,0.152,0.976629,0.844675,0.969459,NS,Concordant Up,TRUE
GPD1L,-0.0724,-0.1444,0.896889,0.565897,0.93536300000000006,NS,Concordant Down,FALSE
EIF2B4,0.1378,-0.0789,0.889545,0.958906,0.791695,NS,Discordant (Young Up / Old Down),TRUE
CAPNS1,0.1101,0.1064,0.691355,0.721182,0.999843,NS,Concordant Up,FALSE
RPSA,0.006,0.2104,0.999676,0.468446,0.649463,NS,Concordant Up,FALSE
HDLBP,-0.1815,0.0345,0.829812,0.990923,0.795726,NS,Discordant (Young Down / Old Up),TRUE
BUB3,0.1241,-0.0915,0.940238,0.924622,0.830382,NS,Discordant (Young Up / Old Down),TRUE
HSPA4,0.1875,0.0281,0.398728,0.989473,0.698416,NS,Concordant Up,FALSE
STAT5B,-0.0474,-0.1678,0.973834,0.589807,0.866818,NS,Concordant Down,TRUE
OSTC,-0.1965,0.0187,0.796452,0.997792,0.803925,NS,Discordant (Young Down / Old Up),TRUE
SEC22B,0.168,-0.0471,0.536684,0.970572,0.509505,NS,Discordant (Young Up / Old Down),FALSE
VCL,0.1536,0.0614,0.462994,0.924125,0.877908,NS,Concordant Up,FALSE
MRPL12,-0.1673,0.0474,0.892975,0.99056,0.865862,NS,Discordant (Young Down / Old Up),TRUE
EIF3G,-0.138,0.0765,0.776624,0.939877,0.643127,NS,Discordant (Young Down / Old Up),FALSE
SLC37A4,0.1286,-0.0859,0.883514,0.949567,0.770383,NS,Discordant (Young Up / Old Down),TRUE
UTRN,-0.179,-0.0355,0.705383,0.990833,0.878156,NS,Concordant Down,TRUE
RAB18,0.1383,-0.076,0.745577,0.931379,0.596845,NS,Discordant (Young Up / Old Down),TRUE
SARNP,-0.2137,-4e-4,0.786242,0.999999,0.828717,NS,Concordant Down,TRUE
SAR1A,-0.0292,-0.1849,0.991542,0.574398,0.796963,NS,Concordant Down,FALSE
PSMD10,-0.1689,-0.0449,0.625655,0.976266,0.86416,NS,Concordant Down,TRUE
