"Col_ID","Group_Time","pct_miss","mean_nrmse","sd_nrmse","group"
"Y_S34_Pre","Young_Pre",35.5461393596987,0.161101008854158,0.014809726433895,"high_miss"
"Y_S07_Pre","Young_Pre",33.8512241054614,0.137461544722912,0.0110966141412135,"high_miss"
"Y_S07_Post","Young_Post",33.1450094161959,0.150955303205494,0.0183229632613965,"high_miss"
"Y_S11_Pre","Young_Pre",28.6723163841808,0.15052058441248,0.0175790342732299,"high_miss"
"Y_S10_Pre","Young_Pre",28.2015065913371,0.149524117090179,0.00987410410391783,"high_miss"
"O_S35_Post","Old_Post",1.64783427495292,0.0986563521259631,0.00890302463983318,"low_miss"
"O_S32_Pre","Old_Pre",2.16572504708098,0.100851035958131,0.0127258010405615,"low_miss"
"OP_S11_Pre","Old_Pre",2.5894538606403,0.0955126999700606,0.007276222169971,"low_miss"
"O_S17_Post","Old_Post",2.5894538606403,0.092366829119004,0.0100487116892954,"low_miss"
"O_S06_Post","Old_Post",2.63653483992467,0.11770197443055,0.00805226449840202,"low_miss"
