gene,pre_mean,post_mean,pre_sd,pct_miss,shift,effect_d,imputation_reliable
MMP24OS,16.321770897340123,16.221142019902707,0.6548129619042481,40.32258064516129,-0.10062887743741555,-0.1536757567302559,TRUE
ESYT2,17.098650595362855,17.10958646333739,0.34207426486311454,29.03225806451613,0.01093586797453483,0.03196928005943668,TRUE
ILVBL,17.002504397661998,16.883663553871543,0.4968928548579559,27.419354838709676,-0.1188408437904549,-0.2391679466279049,TRUE
TARS3,15.48939782587272,15.429879069044837,0.3870801938698974,35.483870967741936,-0.05951875682788277,-0.15376337454219574,TRUE
VWA8,21.47818511719537,21.158384475198762,0.47272679910504806,54.83870967741935,-0.31980064199660774,-0.6765020358525147,FALSE
MAP1LC3B2,20.717490739315913,20.901735649561605,0.373388829045711,50,0.18424491024569178,0.4934398029972561,FALSE
NUDT19,17.111583042032816,17.032751386672658,0.603901388337521,30.64516129032258,-0.07883165536015824,-0.13053729778163575,TRUE
PGRMC1,18.945299243914537,18.73608440700471,0.6426818850751811,48.38709677419355,-0.20921483690982612,-0.3255340499994832,TRUE
DCTN6,15.850289511233024,16.006218477112853,0.3911631115430633,53.2258064516129,0.15592896587982885,0.39862901505389664,FALSE
EEF2K,16.354049658869478,16.417183871101823,0.4736945724320039,19.35483870967742,0.06313421223234528,0.13328042140784255,TRUE
COX7A2L,16.51417325676416,16.46646707480171,0.4666877999720986,46.774193548387096,-0.047706181962450245,-0.10222290354558745,TRUE
GAPDHS,19.65657842077361,19.612175421927336,0.8263659503316129,38.70967741935484,-0.04440299884627308,-0.05373285144245667,TRUE
HGS,16.349315748130763,16.389862204354255,0.31822874765411446,25.806451612903224,0.040546456223491845,0.12741292709218757,TRUE
ARPC1B,17.155336255502114,17.131261724923167,0.47045001276789455,20.967741935483872,-0.024074530578946707,-0.05117340828051871,TRUE
ARPC2,16.832559662518516,16.688409938875775,0.41983803029602207,62.903225806451616,-0.14414972364274092,-0.3433460364252922,FALSE
MAPK13,19.485997867759963,19.490127579722706,0.4547373868743014,64.51612903225806,0.0041297119627436985,0.009081531631102138,FALSE
EIF3H,15.828943928671224,15.884335700321245,0.5138390112811498,22.58064516129032,0.055391771650020516,0.10779985644124751,TRUE
ARPC5,17.792340120630172,17.97027957404746,0.4645475888895009,38.70967741935484,0.177939453417288,0.38303815943303365,TRUE
TAPBP,15.366010895466669,15.263545214462964,0.44199656483774613,54.83870967741935,-0.10246568100370546,-0.23182460940917018,FALSE
DHX15,16.62317283978454,16.61888537534602,0.2913174251979224,30.64516129032258,-0.0042874644385193506,-0.014717500800394714,TRUE
DYNC1LI2,16.669732358600413,16.703198568265652,0.35276996731965254,14.516129032258066,0.03346620966523872,0.09486694663810273,TRUE
TRAPPC3,16.108324941399367,16.171559428286873,0.2982574277058607,69.35483870967742,0.06323448688750588,0.21201311690338612,FALSE
BUB3,16.0520710312294,15.984119375158857,0.3646841491531782,45.16129032258064,-0.06795165607054265,-0.18633016057410529,TRUE
AP1G1,16.55654909712602,16.45668428437536,0.4465647959576074,48.38709677419355,-0.09986481275065984,-0.22362894176759077,TRUE
PPP1R12B,15.585999479324407,15.55657714170275,0.5724834844361556,46.774193548387096,-0.029422337621657135,-0.05139421209790091,TRUE
SPAG9,15.833734336869869,15.855592106766426,0.45605388248467443,14.516129032258066,0.021857769896557855,0.04792804257574187,TRUE
TBC1D4,17.52292327253825,17.60457836381483,0.26773254280131914,27.419354838709676,0.08165509127658055,0.304987546236304,TRUE
SELENOF,13.632429676724438,13.895287901123163,0.488214482129183,67.74193548387096,0.26285822439872497,0.5384072657008399,FALSE
CLASP2,17.039157856226137,16.98241611006901,0.42090711189563973,32.25806451612903,-0.056741746157126016,-0.13480823809694772,TRUE
COBL,17.822993331423174,17.7294220389332,0.48691804579587916,51.61290322580645,-0.09357129248997254,-0.1921705167797345,FALSE
CLUH,17.21690434260342,17.301979663465385,0.49198098360770176,54.83870967741935,0.08507532086196434,0.17292400254600515,FALSE
CILP,17.966301205212403,17.936320289822948,0.47019794744961835,58.06451612903226,-0.02998091538945502,-0.06376232723276078,FALSE
VPS4B,18.866901373471535,18.800545680696715,0.4207022263548525,40.32258064516129,-0.06635569277482034,-0.15772603190088866,TRUE
TCEA3,17.482383008635157,17.277284366560288,0.42691957041173295,41.935483870967744,-0.20509864207486928,-0.48041517955493707,TRUE
DCTN3,17.20430054076372,17.24847766464681,0.45559645543206934,45.16129032258064,0.04417712388308814,0.09696546879670594,TRUE
SNCG,16.026780191182763,16.320171819259595,0.51475626611044,64.51612903225806,0.29339162807683294,0.5699622275484575,FALSE
TPPP,16.034725313088174,16.294234270250275,0.4252618440835538,64.51612903225806,0.259508957162101,0.6102333439327176,FALSE
SEC31A,18.251561055670724,18.219460415638917,0.3020072010624757,25.806451612903224,-0.032100640031806904,-0.10629097557566616,TRUE
ARIH2,19.245680338111146,19.274883060890918,0.38866738011178803,32.25806451612903,0.02920272277977176,0.07513551245636439,TRUE
ETHE1,17.40966324063875,17.372044869188546,0.31656873050380446,40.32258064516129,-0.03761837145020408,-0.11883160851147928,TRUE
ASMTL,17.63841570681922,17.755267475473293,0.3599775553125757,53.2258064516129,0.11685176865407243,0.32460848441677903,FALSE
SNAP29,16.511016987346594,16.483992901448822,0.2810627542587138,53.2258064516129,-0.0270240858977715,-0.09614965159309674,FALSE
BAG2,14.609477243484777,14.78265468011248,0.44301623781975186,22.58064516129032,0.1731774366277019,0.39090539317468964,TRUE
MLYCD,16.67501998445484,16.450755119364267,0.6773899384311436,30.64516129032258,-0.22426486509057142,-0.3310720345359364,TRUE
ABHD16A,14.874566938888593,14.823921417236823,0.537202093338105,46.774193548387096,-0.050645521651770053,-0.09427647859126026,TRUE
TXNDC12,19.117013086023107,18.780239500481763,0.7791164279966232,64.51612903225806,-0.3367735855413443,-0.43225065399699664,FALSE
CLPTM1,15.920794996345395,15.644399771859026,0.4794317578774941,58.06451612903226,-0.2763952244863681,-0.576505873766071,FALSE
PEX11B,15.095758409886187,14.957934979419273,0.510241443026559,38.70967741935484,-0.1378234304669146,-0.27011414370694425,TRUE
CYB5A,17.11047433753259,17.03597447735895,0.4420239309466376,22.58064516129032,-0.07449986017364196,-0.1685425945470717,TRUE
F13A1,18.070589435275597,18.039901203548915,0.6111629653333404,27.419354838709676,-0.03068823172668189,-0.050212845783192905,TRUE
ASS1,19.662925355842763,19.655952156874,0.7927760009694431,37.096774193548384,-0.006973198968761807,-0.008795925911272108,TRUE
CSTA,18.219921560338573,17.95248078409397,0.9000727135455,29.03225806451613,-0.2674407762446016,-0.29713241188161194,TRUE
JCHAIN,16.48116117715116,16.554782522403663,0.9044139563710462,37.096774193548384,0.07362134525250141,0.08140226578093342,TRUE
HLA-B,15.557648498984133,15.385194458602031,0.6825345453481473,30.64516129032258,-0.17245404038210133,-0.252667123675236,TRUE
APOE,16.799924073128153,16.654138540107333,0.6774302652270416,25.806451612903224,-0.14578553302082042,-0.21520374938069856,TRUE
LRG1,18.372696055510232,18.264951337480376,0.6786850124968633,27.419354838709676,-0.1077447180298563,-0.15875511621137245,TRUE
FN1,17.067815065719163,17.28513347229791,0.7205637614489235,59.67741935483871,0.21731840657874812,0.3015949707792133,FALSE
RBP4,20.396937914885168,20.10575663436557,0.7404426804307055,45.16129032258064,-0.2911812805195986,-0.3932529663879213,TRUE
TFRC,16.772374579168282,16.714928355102685,0.9048716978263105,29.03225806451613,-0.05744622406559685,-0.06348549104098912,TRUE
VWF,17.11755916167257,17.40369466450967,0.5598523770874706,59.67741935483871,0.286135502837098,0.5110909849586877,FALSE
SSB,16.550245323114638,16.5629088877416,0.43859481059161404,22.58064516129032,0.012663564626961943,0.028873037986656178,TRUE
PTMA,15.019556674755652,14.902368514456846,0.4981772068585163,25.806451612903224,-0.11718816029880585,-0.23523388602579648,TRUE
SOD3,18.481648033869078,18.48250157452717,0.6486394863404196,37.096774193548384,8.535406580918448e-4,0.0013158937685207293,TRUE
CTSG,17.977723674882004,17.585654863585564,1.2944463691556145,61.29032258064516,-0.3920688112964399,-0.3028853266066109,FALSE
SNRNP70,14.615589337399955,15.178513448255146,0.3458811894949082,70.96774193548387,0.5629241108551906,1.627507155498196,FALSE
HMOX1,16.9018338682641,17.21281284878668,0.7540458428097997,48.38709677419355,0.3109789805225809,0.41241389165913367,TRUE
LIMS3,17.084450047582205,17.253577398828273,0.35259635933275907,41.935483870967744,0.16912735124606826,0.47966278371710613,TRUE
FDX1,17.433241260458356,17.400195556702812,0.5276752103884804,56.451612903225815,-0.033045703755544054,-0.06262508282550441,FALSE
ARAF,15.267298708358927,15.465951376440497,0.49741837141137923,50,0.19865266808156967,0.3993673726161558,FALSE
EPB41,18.35266173527191,18.19463503856299,0.5603335733038187,38.70967741935484,-0.15802669670891945,-0.28202253842683045,TRUE
UBL4A,16.304996345583472,16.315972192482135,0.4211101712339648,30.64516129032258,0.010975846898663377,0.026064074554412273,TRUE
IFITM1,15.932788153682734,15.870399301299043,0.45118368860231556,19.35483870967742,-0.062388852383691074,-0.13827816465830206,TRUE
MYH8,19.869256398507936,19.622972217058006,0.8436119974966703,40.32258064516129,-0.24628418144992992,-0.2919401124933646,TRUE
SLC2A4,17.57146768374731,17.489010363460793,0.4636488729976845,62.903225806451616,-0.08245732028651886,-0.17784432377328493,FALSE
JUP,19.60057785134049,19.761923480701284,0.6004927697634517,40.32258064516129,0.16134562936079533,0.2686887128122345,TRUE
