pathway,pval,padj,log2err,ES,NES,size,leadingEdge,database,contrast
GOBP_CYTOPLASMIC_TRANSLATION,8.83969448130911e-20,1.2782198219972972e-16,1.1512205221422571,-0.6414888459535454,-2.9079213570681444,116,RPS7;RPS10;RPL24;EIF3C;RPS27A;RPL23A;RPL22;RPS23;RPL38;RPS3A;YBX3;RPL27A;RPL17;EIF3G;RPS19;RPL23;RPL34;RPS27;RPS24;RPL10;RPL35;EEF2;RPL31;EIF2B1;EIF3M;RPS5;RPS25;RPL37A;EIF2S3;RPS20;RPL35A;RPL19;RPS15;RPL30;EIF5;RPL28;RPS3;EIF3D;EIF4A1;RPS21;RPS2;RPS14;RPS17;RPL32;RPLP1;EIF3A;RPL5;RPS12;RPL26;RPL36;RPL6;RPS18;RPL7A;RPLP0;RPS13;RPL29;EIF3J;EIF3I;DRG2;RACK1;EIF3K;RPLP2;RPL18A;RPL11;EIF3L;RPS26;EIF3B;RPS16;RPL13A;EEF1D;AKT2;CSDE1;RPL3;RPL14;RPL13;YBX1;RPS8;RPS4X;RPL4;RPL12;RPSA;RPL10A,GO:BP,Aging
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,1.7994243046446613e-14,1.30098377225809e-11,0.9759946830643197,0.6341527175984119,2.7370153903254133,86,HMGCL;HADHA;DCXR;ACADM;HADHB;ALDH5A1;ECHS1;ACAT1;CRAT;ALDH6A1;ETFB;ETFA;MPST;HADH;ALDH4A1;ECI1;MCCC1;CPT2;PCCB;TST;ACAA2;ECH1;FAH;PCCA;IVD;ACAD8;ACADS;GPT2;ACADSB;MCEE;ADIPOQ;ACADVL;ECI2;DBT;RIDA;MLYCD;NAGK;HIBADH;GCDH;PLIN5;SLC16A1;CPT1B;GPT;GOT2;GLUL;ACAA1;BCAT2,GO:BP,Aging
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,4.1856040901354215e-12,2.017461171445273e-9,0.8870749883998732,-0.5482499129876417,-2.4775241970406428,114,OBSCN;SYNPO2L;PLEC;TTN;SQSTM1;LMOD2;NEB;MYOM2;MYOM3;RPL24;MYBPH;MYOM1;FLNC;RPS23;RPL38;TPM1;ACTN2;KPNB1;NRAP;CAPN3;FLNA;TNNT3;MYOZ1;RPS19;CAPRIN1;RPS27;MAPT;TMOD4;MSN;RPS5;MYH3;EZR;MYBPC2;RPS15;CSRP1;EIF5;RPS3;DYNC1H1;RPS14;TCAP;DDX3X;EIF2A;WDR1;LMOD3;RPL5;ACTA1;MAPRE1;CSRP3;TMOD1;CASQ1;KLHL41;UBAP2L;MYPN;TNNT1;MAPRE3;RPL11;C1QBP,GO:BP,Aging
GOBP_MUSCLE_CELL_DEVELOPMENT,9.320571622872947e-12,3.36938664166857e-9,0.8753251320246591,-0.6230633605361731,-2.6160719138849573,75,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;MYOM2;MYOM3;MYBPH;MYOM1;FLNC;PDLIM5;ACTN4;KLHL40;TPM1;ACTN1;ACTN2;NRAP;CAPN3;ACTN3;TNNT3;MYOZ1;NACA;UCHL1;TMOD4;ALPK3;MYH3;MYBPC2;CSRP1;SYPL2;TCAP;CACNA1S;LMNA;WDR1;LMOD3;ACTA1;CSRP3;STAC3;TMOD1;CASQ1;KLHL41;MYPN;TNNT1,GO:BP,Aging
GOBP_FATTY_ACID_CATABOLIC_PROCESS,2.6838641291526367e-11,6.771744632516375e-9,0.8634153916066928,0.7481020808967892,2.7152167382600036,37,HADHA;ACADM;HADHB;ECHS1;ACAT1;CRAT;ETFB;ETFA;HADH;ECI1;CPT2;PCCB;ACAA2;ECH1;PCCA;IVD;ACADS;MCEE;ADIPOQ;ACADVL;ECI2;MLYCD;GCDH;PLIN5;CPT1B,GO:BP,Aging
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,2.8098525446126037e-11,6.771744632516375e-9,0.8634153916066928,0.5234748617387801,2.4092652843929545,126,HMGCL;HADHA;DCXR;ACADM;HADHB;ALDH5A1;ECHS1;ACAT1;CRAT;ALDH6A1;ETFB;ETFA;MPST;HADH;ALDH4A1;ECI1;MCCC1;CPT2;PCCB;TST;ACAA2;ECH1;FAH;GALK1;PCCA;IVD;ACAD8;ALDH2;ACADS;GPT2;ACADSB;MCEE;ADIPOQ;ACADVL;ECI2;DBT;RIDA;MLYCD;NAGK;ACSS2;HIBADH;NUDT3;GCDH;HAGH;PLIN5;SLC16A1;CPT1B;GSK3A,GO:BP,Aging
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,4.087031037234973e-11,8.44263839977396e-9,0.851339057116899,0.6978178534574146,2.6589038031295584,46,HADHA;DCXR;ACADM;HADHB;ECHS1;ACAT1;CRAT;ETFB;ETFA;HADH;ECI1;CPT2;PCCB;ACAA2;ECH1;FAH;PCCA;IVD;ACADS;MCEE;ADIPOQ;ACADVL;ECI2;MLYCD;GCDH;PLIN5;SLC16A1;CPT1B,GO:BP,Aging
GOBP_FATTY_ACID_BETA_OXIDATION,7.342471084718526e-11,1.3271516485628735e-8,0.8390889356212738,0.7616933726141266,2.674730350373539,32,HADHA;ACADM;HADHB;ECHS1;ACAT1;CRAT;ETFB;ETFA;HADH;ECI1;CPT2;ACAA2;ECH1;IVD;ACADS;ADIPOQ;ACADVL;ECI2;MLYCD;GCDH;PLIN5;CPT1B,GO:BP,Aging
GOBP_LIPID_OXIDATION,1.2013795059075746e-10,1.9302164061581696e-8,0.826657301178302,0.7364849517134961,2.6730526748059975,37,HADHA;ACADM;HADHB;ECHS1;ACAT1;CRAT;ETFB;ETFA;HADH;ECI1;CPT2;ACAA2;ECH1;IVD;ACADS;ADIPOQ;ACADVL;ECI2;MLYCD;GCDH;PLIN5;CPT1B;FABP3,GO:BP,Aging
GOBP_LIPID_MODIFICATION,1.3763602095830568e-10,1.9902168630571e-8,0.826657301178302,0.7059149524212357,2.626202279377338,41,HADHA;ACADM;HADHB;ECHS1;ACAT1;CRAT;ETFB;ETFA;HADH;ECI1;CPT2;ACAA2;ECH1;IVD;ACADS;ADIPOQ;ACADVL;ECI2;MLYCD;GCDH;PLIN5;CPT1B;FABP3,GO:BP,Aging
GOBP_LIPID_CATABOLIC_PROCESS,3.8017249246424205e-10,4.997540219120855e-8,0.8140358378479079,0.6256633489852181,2.5213169778558564,60,HADHA;ACADM;HADHB;ECHS1;ACAT1;CRAT;ETFB;ETFA;HADH;ECI1;PRDX6;CPT2;PCCB;ACAA2;ECH1;ASAH1;PCCA;IVD;YWHAH;ACADS;MCEE;ADIPOQ;ACADVL;ECI2;MLYCD;GCDH;PLIN5;CPT1B;ABHD16A;APOC2;ACAA1,GO:BP,Aging
GOBP_FATTY_ACID_METABOLIC_PROCESS,4.967555671197142e-10,5.985904583792555e-8,0.8012155746177786,0.536058394458021,2.3888280507658473,104,HADHA;ACADM;HADHB;ECHS1;ACAT1;CRAT;ETFB;ETFA;HADH;ECI1;CPT2;PCCB;ACAA2;ECH1;ASAH1;PCCA;IVD;CBR4;C3;ACOT9;ACADS;ACADSB;MCEE;ADIPOQ;ACADVL;ECI2;ACSF2;MLYCD;SLC27A1;ACSS2;GCDH;PLIN5;CPT1B;FABP3;ACSL1;MECR;ECHDC3;APOC2;ACAA1;HSD17B8;GSTP1;FABP5;MMUT;ACOT2;CES2;ECHDC2,GO:BP,Aging
GOBP_MYOFIBRIL_ASSEMBLY,8.962918262873585e-10,9.969522929319388e-8,0.8012155746177786,-0.6922692384917852,-2.5917367640486786,43,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;MYOM2;MYOM3;MYBPH;MYOM1;FLNC;TPM1;ACTN2;NRAP;CAPN3;TNNT3;MYOZ1;TMOD4;MYH3;MYBPC2;CSRP1;TCAP;WDR1;LMOD3;ACTA1;CSRP3;TMOD1;CASQ1;KLHL41;MYPN;TNNT1,GO:BP,Aging
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,1.3003636669334033e-9,1.3430899017040723e-7,0.7881868108002371,-0.5622883295689755,-2.402171957238761,82,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;MYOM2;MYOM3;MYBPH;MYOM1;FLNC;PDLIM5;KLHL40;SPAG9;TPM1;ACTN2;NRAP;CAPN3;ACTN3;TNNT3;MYOZ1;NACA;TMOD4;ALPK3;MYH3;MYBPC2;CSRP1;TCAP;CACNA1S;LMNA;WDR1;LMOD3;ACTA1;CSRP3;STAC3;TMOD1;CASQ1;KLHL41;MYPN;TNNT1;CD81;RYR1,GO:BP,Aging
GOBP_MUSCLE_CELL_DIFFERENTIATION,1.6985253721181444e-9,1.6373784587218914e-7,0.7881868108002371,-0.5249858677356634,-2.324932900458003,102,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;SPEG;MYOM2;MYOM3;MYBPH;MYOM1;FLNC;PDLIM5;ACTN4;KLHL40;SPAG9;TPM1;ACTN1;ACTN2;NRAP;CAPN3;ACTN3;TNNT3;MYOZ1;NACA;UCHL1;TMOD4;ALPK3;MYH3;MYBPC2;CSRP1;SYPL2;TCAP;CACNA1S;LMNA;WDR1;LMOD3;ACTA1;CSRP3;STAC3;LAMA2;TMOD1;CASQ1;KLHL41;MYPN;H3-3A;TNNT1;CD81;RYR1,GO:BP,Aging
