module,BMI_Pre,VL_Pre,LBM_Pre
MEgreen,0.06717233309553299,0.15758564902640065,0.4599209531516397
MEpink,0.00920584599668741,0.0113006662390917,0.15135870037655103
MEturquoise,0.23285269722033983,-0.1655385828113128,0.01931911896927168
MEbrown,0.24825237768366534,0.1370278100234313,0.2318191295909413
MEyellow,0.23158820744632283,0.41918193910098706,0.16328699007764297
MEmagenta,-0.25930297056131585,-0.39175347420171297,-0.2252173256786323
MEred,-0.23278397938280976,0.19704272752251492,-0.15455856892465847
MEblack,-0.10405064394866993,0.16718701904307265,0.06941641642349314
MEblue,-0.542082333731198,-0.4485438923512048,-0.5438334226710052
MEgrey,-0.3544231819713803,0.13487921059166197,-0.17940264697968517
