module,delta_VL,delta_LBM
MEgreen,0.040839219210882786,0.930355176082975
MEpink,0.9956440974058893,0.7106412066460739
MEturquoise,0.9956440974058893,0.7295411770430632
MEbrown,0.7610893169808068,0.7106412066460739
MEyellow,0.9956440974058893,0.14967111498253552
MEmagenta,0.9956440974058893,0.7295411770430632
MEred,0.9956440974058893,0.7106412066460739
MEblack,0.9956440974058893,0.7106412066460739
MEblue,0.9956440974058893,0.7106412066460739
MEgrey,0.9956440974058893,0.7106412066460739
