module,BMI_Pre,VL_Pre,LBM_Pre
MEgreen,0.2374734952067887,0.8860086080219263,0.5777505081487658
MEpink,0.26743585284014687,0.9704301344507321,0.9054187261276411
MEturquoise,0.04774127827848513,0.816148723402538,0.44240348282721
MEbrown,0.08982283847500018,0.9359342770119736,0.7820316807501921
MEyellow,0.25276540630572597,0.40875991866150574,0.12815574685615366
MEmagenta,0.2941405682730124,0.6742160891444681,0.24335716751277586
MEred,0.4776453210757855,0.5216831463465149,0.6671006143197257
MEblack,0.34749508883894076,0.4613649760467674,0.4072264975224005
MEblue,0.07525901687853893,0.9988552609602039,0.820222556474742
MEgrey,0.9547815961148065,0.11990300146363586,0.6308115511854617
