module,delta_VL,delta_LBM
MEgreen,0.608091352098758,0.7686311372650216
MEpink,0.608091352098758,0.7686311372650216
MEturquoise,0.608091352098758,0.7686311372650216
MEbrown,0.608091352098758,0.7550156242220589
MEyellow,0.8112307583286732,0.7686311372650216
MEmagenta,0.8112307583286732,0.7550156242220589
MEred,0.8112307583286732,0.7686311372650216
MEblack,0.608091352098758,0.7686311372650216
MEblue,0.8112307583286732,0.7686311372650216
MEgrey,0.3434026292196952,0.7686311372650216
