module,delta_VL,delta_LBM
MEgreen,0.1685352968481221,0.9341058269050685
MEpink,0.8445881091383349,0.6378715235751996
MEturquoise,0.9341058269050685,0.8445881091383349
MEbrown,0.8445881091383349,0.7816573769516632
MEyellow,0.772003157331365,0.17120124703802203
MEmagenta,0.9341058269050685,0.8945691819081673
MEred,0.9592512230404293,0.8550041734022286
MEblack,0.9341058269050685,0.8445881091383349
MEblue,0.4815030654615229,0.6378715235751996
MEgrey,0.7432406750126516,0.8445881091383349
