pathway,pval,padj,log2err,ES,NES,size,leadingEdge,contrast,database
HALLMARK_ADIPOGENESIS,0.008911106281243208,0.0358718588145022,0.22623238004642038,-0.33173875446373513,-1.4921457299540846,109,COL4A1;MGST3;NDUFB7;NDUFS3;COX7B;MYLK;NDUFA5;NDUFAB1;G3BP2;UQCR11;QDPR;COQ9;SORBS1;GPX3;HADH;IDH1;IMMT;UQCRQ;CAVIN2;CYC1;CRAT;COQ3;TALDO1;SAMM50;PPM1B;COL15A1;ATL2;CPT2;UQCRC1;CMBL;SSPN;UQCR10;ITGA7;GPD2;NMT1,Training_Young,Hallmark
HALLMARK_ALLOGRAFT_REJECTION,0.12543825477210752,0.31842018519073445,0.05501203039717306,0.396224908471496,1.304239350874397,27,DARS1;FLNA;ABCE1;EIF3J;NME1;MTIF2;IL18;AARS1;RARS1;EIF5A;CAPG,Training_Young,Hallmark
HALLMARK_ANDROGEN_RESPONSE,0.29026294165981925,0.5634515926337668,0.035572587882033116,-0.3312022086535191,-1.117208472909661,27,H1-0;UBE2I;DBI;ACTN1;DHCR24;FKBP5;XRCC6;SORD;GPD1L;XRCC5;KRT8;KRT19;PDLIM5;IDI1,Training_Young,Hallmark
HALLMARK_APOPTOSIS,0.4067584480600751,0.7015698884055229,0.029317502411925288,-0.2797956826263637,-1.0228949094137132,38,H1-0;CAV1;GPX1;LMNA;VDAC2;DIABLO;GPX3;HMOX1;BGN;DCN,Training_Young,Hallmark
HALLMARK_BILE_ACID_METABOLISM,0.3075035780004089,0.5637565596674163,0.034296102256155925,-0.3521463310339613,-1.1094337967169017,21,ISOC1;ALDH1A1;IDH1;ALDH9A1;DHCR24;TTR;SOD1;IDI1;MLYCD;FDXR;GCLM,Training_Young,Hallmark
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.8658247829518547,0.9604060913705584,0.016317463003810904,0.2479003885268541,0.7010312956768404,15,S100A11;LGALS3,Training_Young,Hallmark
HALLMARK_COAGULATION,0.1228576930483343,0.31842018519073445,0.055288021832567424,0.38808293167735985,1.3042721145402567,29,S100A13;CAPN2;GSN;ANXA1,Training_Young,Hallmark
HALLMARK_COMPLEMENT,0.6738549618320611,0.8085521792932765,0.019529796237576752,0.23910897540628034,0.8770127540586801,42,S100A13;LGALS3;LAP3;HSPA5;CALM1;PFN1;USP15;CLU;C3;ANXA5;CFB,Training_Young,Hallmark
HALLMARK_DNA_REPAIR,0.2662175168431184,0.5490736284889317,0.036019223475237894,0.3337301724975706,1.1396482345785646,31,HPRT1;BCAP31;BOLA2;DDB1;NME1;TSG101;DCTN4;SEC61A1;AK1;GMPR2,Training_Young,Hallmark
HALLMARK_E2F_TARGETS,0.6716016150740243,0.8085521792932765,0.019693333900185135,0.2518717579482532,0.867029745940741,32,TUBB;PRKDC;CSE1L;NME1;EIF2S1;RAN;PAICS;IPO7,Training_Young,Hallmark
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,9.947979368090146e-4,0.0065656663829394965,0.45505986738722953,-0.46392231735965594,-1.7850658934997226,48,COL4A1;COL4A2;LAMC1;FBN1;MYLK;COL1A1;CAP2;COL3A1;COL1A2;TGFBI;BGN;SGCD;DCN;LAMA2;SGCG;COL6A3;NID2;COL6A2;TPM2;SGCB;TPM1;SNTB1;FBLN2;GPC1,Training_Young,Hallmark
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.5427443237907207,0.7462734452122409,0.023433907196705916,0.30651459976649775,0.936547150526489,20,MAPT;FLNB;SLC16A1;ARL3;PDLIM3,Training_Young,Hallmark
HALLMARK_ESTROGEN_RESPONSE_LATE,0.9438647746243739,0.9887424860455131,0.015877620104332656,-0.19015866559936642,-0.6777042794639895,34,CAV1;COX6C;TNNC1;IMPA2;FABP5;MOCS2;FKBP5;SORD,Training_Young,Hallmark
HALLMARK_FATTY_ACID_METABOLISM,0.9587805925289824,0.9887424860455131,0.016061549708216365,-0.16834664730370988,-0.724851119149264,83,MAOA;ECI1;ALDH1A1;HADH;IDH1;HSDL2;MDH1;ALDH9A1;DHCR24;CPT1A;ADSL;CRAT;PRDX6;OSTC;HADHB;CPT2;PCBD1,Training_Young,Hallmark
HALLMARK_G2M_CHECKPOINT,0.4991367734509879,0.7462734452122409,0.024329785321009018,0.27927765957650863,0.9684750153997617,33,KPNB1;MARCKS;KIF5B;HSPA8;PRMT5;PAFAH1B1;MAP3K20;CUL3,Training_Young,Hallmark
HALLMARK_GLYCOLYSIS,0.9959436379163108,0.9959436379163108,0.01543011071370152,-0.14897605079829807,-0.6086726494838907,64,SLC16A3;TGFBI;NDUFV3;IDH1;DCN;MDH1;ALDH9A1;GOT1;PGAM2;TALDO1;GNPDA1;GLRX;SLC25A13;GPC1;TXN,Training_Young,Hallmark
HALLMARK_HYPOXIA,0.14851297594241333,0.3500663004356886,0.04948105414134827,0.314947560306855,1.2253559319130167,56,S100A4;GBE1;ANXA2;PHKG1;GYS1;HSPA5;NAGK;PRDX5;CAVIN1;GAPDH;STBD1;HK1;ERO1A;UGP2,Training_Young,Hallmark
HALLMARK_IL2_STAT5_SIGNALING,0.6442419542458317,0.8085521792932765,0.020452876315307605,0.26241572296695925,0.8736216887863444,28,HUWE1;ANXA4;GLIPR2;AHCY;CTSZ;PLEC;MYO1C;CKAP4;AHNAK;CAPG;S100A1;FAH,Training_Young,Hallmark
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.6860442733397497,0.8085521792932765,0.019389519766728612,0.2513625059782141,0.8583726009352687,31,PSME1;PSME2;LAP3;PSMA3;SAMHD1,Training_Young,Hallmark
HALLMARK_MITOTIC_SPINDLE,0.0024974208920069242,0.013735814906038084,0.4317076958033464,0.5094306603941925,1.7890907065960073,35,DYNC1H1;FSCN1;EZR;BIN1;MARCKS;GSN;FLNA;VCL;KIF5B;FLNB;SPTAN1;SPTBN1,Training_Young,Hallmark
HALLMARK_MTORC1_SIGNALING,4.48313394015708e-4,0.003867588385192232,0.49849310876659025,0.4133830813844491,1.7415934391932413,86,CCT6A;EPRS1;HPRT1;GBE1;SERPINH1;ACTR2;HSPA4;HSP90B1;ACSL3;PSMC2;ACACA;CANX;PSMA3;HSPA5;GSR;PSMC4;PSMC6;ACTR3;ETF1;GAPDH;ERO1A;STIP1;PPIA;CALR;YKT6;PSMD13;HSPE1;UFM1;CACYBP;NAMPT,Training_Young,Hallmark
HALLMARK_MYC_TARGETS_V1,6.379784400777923e-5,0.0010526644261283575,0.5384340963099162,0.3924919712811482,1.764494080158386,128,CCT5;KPNB1;EPRS1;HPRT1;CCT7;CCT4;CCT2;TCP1;CCT3;ABCE1;TOMM70;SLC25A3;RPS6;SSBP1;HSP90AB1;PRDX3;EEF1B2;CANX;AIMP2;RPS2;TUFM;EIF3J;PSMC4;NME1;PSMA7;PSMC6;PSMD1;EIF2S1;ETF1;PSMD3;RUVBL2;PPIA;PSMA1;HDDC2;HSPE1;RAN;DHX15;FAM120A;TARDBP;EIF1AX;RPS3;PSMD14;RPL14;PSMD8;PSMA6;PSMA4;PSMB3;RPL6;SRM;RAD23B,Training_Young,Hallmark
