gene,log2_fold_change,neg_log10_pvalue,pi_score,adjusted_pvalue,direction
MT-CO1,0.7203,1.807,0.049924,0.500648,Up
COL6A1,0.8802,1.463,0.051548,0.5053,NS
SLC20A2,1.1071,1.1594,0.052052,0.590475,NS
UBE2B,0.6548,1.9578,0.052245,0.500648,NS
DYNC1LI1,-0.5501,2.2842,0.055384,0.484905,NS
TMLHE,0.7064,1.7543,0.057646,0.5053,NS
EMD,0.471,2.6225,0.05819,0.460401,NS
NDUFS7,0.6105,2.0176,0.058651,0.500648,NS
TNNC1,0.8192,1.4695,0.062537,0.5053,NS
UTP15,0.8378,1.4328,0.063038,0.510494,NS
TRMT112,0.8163,1.4636,0.063872,0.5053,NS
DHCR24,0.7992,1.4338,0.071458,0.510494,NS
FTH1,0.7631,1.4939,0.072454,0.5053,NS
TMEM143,0.5643,2.0194,0.072531,0.500648,NS
RPL3,-0.7467,1.4992,0.075953,0.5053,NS
HNRNPH1,0.4179,2.664,0.077028,0.460401,NS
SLC16A3,0.6593,1.6843,0.077556,0.5053,NS
MYL1,0.7851,1.4111,0.078016,0.510494,NS
UBE3C,-0.7183,1.5305,0.07955,0.5053,NS
ACOT1,0.6652,1.6465,0.080319,0.5053,NS
SNAP29,-0.5908,1.8411,0.081723,0.500648,NS
TNNT1,0.8418,1.2871,0.082516,0.548165,NS
NDUFV2,0.4871,2.1949,0.085267,0.499609,NS
HLA-B,0.7163,1.4904,0.085583,0.5053,NS
SCARB2,-0.4768,2.2369,0.085781,0.489823,NS
RPL38,0.463,2.3015,0.085975,0.484905,NS
NDUFA3,0.5585,1.9023,0.086605,0.500648,NS
PRUNE1,-0.7405,1.4287,0.087528,0.510494,NS
FARSB,-0.5054,2.0895,0.087901000000000007,0.500648,NS
NDUFB6,0.5683,1.8303,0.09116,0.500648,NS
SET,0.5503,1.8802,0.092333,0.500648,NS
KCTD12,0.8248,1.2543,0.092358,0.566747,NS
ACP1,0.3959,2.5982,0.093638,0.460401,NS
THRB,0.8953,1.1287,0.097611,0.603173,NS
PHYKPL,-0.5681,1.7472,0.101721,0.5053,NS
APOBEC2,0.6043,1.6423,0.101743,0.5053,NS
AKR1C3,-0.6015,1.6247,0.105363,0.5053,NS
NDUFB5,0.4745,2.0441,0.107199,0.500648,NS
MOB4,-0.4747,2.0359,0.108019,0.500648,NS
TNNI1,0.7714,1.247,0.109169,0.566747,NS
NDUFS2,0.4945,1.9085,0.113842,0.500648,NS
HAT1,1.0259,0.9164,0.114772,0.668595,NS
TSG101,-0.4067,2.2715,0.119198,0.484905,NS
MUSTN1,0.8013,1.1468,0.120509,0.596675,NS
NDUFC2,0.5596,1.6361,0.121455,0.5053,NS
ACTB,0.6837,1.3333,0.122585,0.543636,NS
H3-3A,0.7458,1.2154,0.124025,0.571349,NS
TGM2,0.5997,1.5051,0.125154,0.5053,NS
RBM3,0.6502,1.3829,0.126127,0.529816,NS
MYBPC1,0.7417,1.2052,0.127687,0.571349,NS
ARIH2,0.5255,1.6978,0.128176,0.5053,NS
LSM8,0.5296,1.67,0.130485,0.5053,NS
COX6C,0.4917,1.7811,0.133106,0.500648,NS
S100A4,-0.6435,1.3552,0.134252,0.543332,NS
RPS15,0.4384,1.9841,0.134935,0.500648,NS
NDUFB9,0.4589,1.8894,0.135848,0.500648,NS
MT-ND2,0.5874,1.4756,0.135892,0.5053,NS
COL6A3,0.7332,1.1766,0.137196,0.586296,NS
COX7B,0.5706,1.5104,0.137446,0.5053,NS
MYH2,0.7553,1.1385,0.13805,0.599994,NS
LMNA,0.5378,1.5916,0.139337,0.5053,NS
COL15A1,0.6155,1.3781,0.141851,0.529816,NS
COX5B,0.4431,1.9068,0.142914,0.500648,NS
COMMD6,-0.6702,1.2498,0.145319,0.566747,NS
NDUFA1,0.7182,1.1426,0.151136,0.596675,NS
COX6B1,0.4446,1.8455,0.151155,0.500648,NS
TXNDC12,-0.9869,0.8146,0.157071,0.711875,NS
H2BC4,0.7183,1.119,0.157115,0.603994,NS
NDUFS6,0.4491,1.7887,0.157278,0.500648,NS
LRG1,-0.5994,1.3369,0.15799,0.543636,NS
DYNC1H1,-0.3255,2.4459,0.159864,0.484905,NS
NEK9,-0.5052,1.5759,0.159885,0.5053,NS
MAVS,-0.3318,2.3601,0.164754,0.484905,NS
SFXN4,0.5504,1.4198,0.165405,0.510494,NS
COL6A2,0.7672,1.0044,0.169589,0.649579,NS
P3H4,0.6082,1.2613,0.170938,0.564725,NS
CNIH4,-0.4838,1.5766,0.172691,0.5053,NS
TPM1,0.7217,1.0479,0.175267,0.639444,NS
USP24,-0.4877,1.5476,0.17592,0.5053,NS
H1-0,0.483,1.5624,0.175926,0.5053,NS
NFIC,0.4531,1.6629,0.176397,0.5053,NS
STXBP3,0.3885,1.9342,0.177209,0.500648,NS
NDUFB7,0.48,1.5589,0.178561,0.5053,NS
NES,-0.8912,0.8387,0.178873,0.705837,NS
MT-ND1,0.4545,1.6379,0.180144,0.5053,NS
AP1M1,-0.4391,1.6943,0.180317,0.5053,NS
PPP1R12B,-0.6091,1.2111,0.182945,0.571349,NS
WBP2,0.3479,2.1093,0.184592,0.500648,NS
WARS2,0.9478,0.7601,0.190383,0.731044,NS
CRELD1,0.6062,1.179,0.192906,0.585497,NS
MICU2,0.4666,1.5197,0.195414,0.5053,NS
EZR,-0.5319,1.3327,0.195504,0.543636,NS
ISOC1,0.4539,1.5571,0.196453,0.5053,NS
VARS1,-0.3625,1.9492,0.19653,0.500648,NS
REEP5,-0.3669,1.9229,0.196991,0.500648,NS
HNRNPL,0.3825,1.8428,0.197316,0.500648,NS
TPM2,0.6957,1.0073,0.199151,0.649579,NS
TMEM11,0.3403,2.0571,0.199509,0.500648,NS
LMNB2,0.5489,1.2744,0.199759,0.553398,NS
S100A6,-0.7264,0.9605,0.20058,0.655454,NS
TWF2,0.4437,1.5705,0.200997,0.5053,NS
CSE1L,-0.3007,2.3157,0.201179,0.484905,NS
EFEMP1,0.621,1.115,0.203063,0.60533,NS
TBC1D24,-0.528,1.3009,0.205657,0.548165,NS
NDUFS5,0.4553,1.4998,0.207537,0.5053,NS
NDUFA10,0.4161,1.6401,0.207726,0.5053,NS
CAP2,0.3773,1.7879,0.211573,0.500648,NS
MRRF,0.4642,1.4464,0.213089,0.510494,NS
PRMT5,-0.3018,2.2166,0.21427,0.493596,NS
NDUFV3,0.5022,1.3319,0.214345,0.543636,NS
CLPTM1,-0.6512,1.0195,0.216837,0.649579,NS
NDUFA7,0.4446,1.4675,0.222635,0.5053,NS
RPL31,0.4032,1.6058,0.225208,0.5053,NS
RPL32,0.6175,1.0463,0.225878,0.639444,NS
LAMTOR1,-0.3944,1.6371,0.226141,0.5053,NS
FTL,0.8611,0.7438,0.228813,0.731044,NS
RPL22,0.4129,1.5463,0.229878,0.5053,NS
ECPAS,-0.265,2.3941,0.232032,0.484905,NS
FBLN2,0.7343,0.8557,0.235324,0.698201,NS
THBS4,0.5502,1.1331,0.237983,0.603173,NS
NDUFB10,0.407,1.5155,0.241678,0.5053,NS
SYNPO2L,0.6096,1.0095,0.242446,0.649579,NS
FARSA,-0.3974,1.5409,0.24418,0.5053,NS
CLTB,-0.3128,1.9536,0.244848,0.500648,NS
PLIN2,-0.5891,1.0359,0.245301,0.644787,NS
ABHD16A,-0.584,1.0401,0.24692,0.644339,NS
COX7A2,0.4108,1.4767,0.247363,0.5053,NS
NDUFA8,0.3926,1.5402,0.248493,0.5053,NS
TOMM70,-0.359,1.6798,0.249483,0.5053,NS
NDUFS1,0.3694,1.6266,0.250666,0.5053,NS
MT-CO3,0.455,1.3151,0.25215,0.548165,NS
GSTM1,0.9305,0.6421,0.252682,0.773195,NS
NDUFA12,0.4209,1.4107,0.254833,0.510494,NS
SND1,0.3925,1.5115,0.255146,0.5053,NS
EIF2S3,-0.3691,1.603,0.256014,0.5053,NS
SNRPA,0.3834,1.5349,0.257969,0.5053,NS
F13A1,-0.5581,1.0472,0.260327,0.639444,NS
BANF1,0.4391,1.2929,0.27059,0.548165,NS
CD81,0.5372,1.0515,0.272356,0.638356,NS
UQCR11,0.452,1.2483,0.272794,0.566747,NS
NOMO2,0.3601,1.5664,0.272866,0.5053,NS
COX5A,0.3705,1.522,0.272986,0.5053,NS
SPATA20,0.7196,0.7794,0.274893,0.723288,NS
DCTN3,0.4818,1.1637,0.274991,0.590475,NS
NUDT2,0.6193,0.903,0.275874,0.670435,NS
MPST,-0.3162,1.7647,0.276644,0.5053,NS
ACTN3,0.9237,0.601,0.278494,0.785656,NS
TCEA3,0.4736,1.1624,0.281501,0.590475,NS
MIEN1,0.419,1.3128,0.281814,0.548165,NS
COQ10A,0.4189,1.294,0.287062,0.548165,NS
G3BP2,0.5105,1.0562,0.288935,0.638356,NS
NDUFB8,0.3555,1.5147,0.289396,0.5053,NS
KRT18,0.5819,0.9254,0.289442,0.668595,NS
MAN2C1,-0.4076,1.3197,0.289827,0.548165,NS
USP9X,-0.2975,1.8037,0.290684,0.500648,NS
DYNC1I2,-0.29,1.849,0.290962,0.500648,NS
LAMB2,0.6155,0.8641,0.29385,0.69638,NS
SCO1,0.4399,1.2047,0.295145,0.571349,NS
NDUFB4,0.4067,1.3028,0.295241,0.548165,NS
TMOD4,0.6249,0.8472,0.2955,0.701886,NS
ARHGDIB,-0.4025,1.3074,0.297709,0.548165,NS
RPS12,0.3359,1.5658,0.297943,0.5053,NS
NDUFB3,0.389,1.3493,0.298628,0.543332,NS
GLRX3,-0.3408,1.5263,0.301821,0.5053,NS
GRB2,0.3254,1.598,0.302016,0.5053,NS
RPS21,0.3392,1.515,0.306247,0.5053,NS
TOMM40,0.3306,1.5503,0.307262,0.5053,NS
NDUFV1,0.3578,1.4321,0.307287,0.510494,NS
MRPS36,-0.4456,1.1446,0.308973,0.596675,NS
RAB6A,-0.3554,1.4212,0.312483,0.510494,NS
S100A13,-0.5478,0.9208,0.313053,0.668595,NS
PLEC,-0.3905,1.2887,0.313885,0.548165,NS
TNNI2,0.5813,0.8645,0.314424,0.69638,NS
COX7A1,0.3874,1.2924,0.315686,0.548165,NS
TFRC,-0.623,0.8036,0.315803,0.712133,NS
DDAH2,-0.339,1.4743,0.316368,0.5053,NS
TNNC2,0.561,0.8909,0.316381,0.680879,NS
NEXN,0.4878,1.0236,0.316714,0.648786,NS
PFKFB1,0.485,1.0277,0.317341,0.648786,NS
CLEC3B,-0.4578,1.0812,0.319907,0.621473,NS
NDUFS3,0.3369,1.4684,0.320112,0.5053,NS
BCO2,-0.5994,0.8118,0.326132,0.711875,NS
NDUFS8,0.3748,1.2909,0.32818,0.548165,NS
TNNT3,0.594,0.8128,0.329008,0.711875,NS
STUB1,-0.2943,1.6385,0.329477,0.5053,NS
DRG2,0.4881,0.9824,0.33149,0.652365,NS
HSPG2,0.4473,1.0704,0.33203,0.632663,NS
VCAN,-0.3237,1.4736,0.333395,0.5053,NS
HNRNPM,0.3808,1.2411,0.336841,0.566747,NS
MICOS10,0.4686,1.008,0.337018,0.649579,NS
PCYT2,-0.3848,1.2193,0.339503,0.571349,NS
GANAB,-0.2556,1.832,0.34014,0.500648,NS
TMX2,0.4039,1.1593,0.340216,0.590475,NS
MAP1LC3B2,0.4772,0.9787,0.341145,0.652677,NS
DAZAP1,0.956,0.4882,0.341399,0.822144,NS
TACC2,-0.3487,1.3355,0.342221,0.543636,NS
PSME1,-0.279,1.6588,0.344515,0.5053,NS
NUBPL,0.4854,0.9448,0.347851,0.662799,NS
MYOZ1,0.7613,0.5991,0.349898,0.785656,NS
LAMA2,0.4702,0.9697,0.349979,0.655454,NS
MRPL53,0.4629,0.9841,0.350295,0.652365,NS
NDUFAF4,0.4479,1.0157,0.350826,0.649579,NS
PPP6R1,0.3346,1.3587,0.351085,0.543332,NS
ARIH1,-0.4095,1.1065,0.352324,0.610207,NS
TIMM8A,0.4874,0.9281,0.352909,0.668595,NS
MRPS15,-0.5081,0.889,0.353467,0.682139,NS
KPNB1,-0.238,1.894,0.35419,0.500648,NS
RPL23,0.3185,1.4114,0.35519,0.510494,NS
ATP6V1G1,-0.2688,1.6661,0.35653,0.5053,NS
MYH3,0.7425,0.6003,0.358374,0.785656,NS
HRC,-0.2663,1.6591,0.361511,0.5053,NS
EPM2A,0.4065,1.0867,0.361651,0.615871,NS
ACAD8,0.3543,1.2418,0.363094,0.566747,NS
LMOD2,0.6576,0.6672,0.364131,0.759061,NS
RPS11,-0.3008,1.4569,0.36461,0.505543,NS
UBAP2L,0.5184,0.8368,0.36832,0.707258,NS
MYO1C,-0.3568,1.2098,0.370132,0.571349,NS
PARP1,0.2893,1.4839,0.372196,0.5053,NS
TAGLN,0.5383,0.7954,0.373086,0.717119,NS
CHCHD2,0.4307,0.9926,0.373652,0.652365,NS
MYL6,0.4879,0.8705,0.376082,0.691774,NS
MPP1,0.4372,0.9628,0.379332,0.655454,NS
PYURF,0.4837,0.87,0.379451,0.691774,NS
MT-CO2,0.336,1.2483,0.380641,0.566747,NS
NDUFB11,0.3422,1.2206,0.38217,0.571349,NS
MYL12B,0.3643,1.1427,0.383433,0.596675,NS
UBE2F,-0.4845,0.8564,0.384691,0.698201,NS
FAM185A,0.5492,0.7541,0.385369,0.731044,NS
JPT2,-0.4892,0.8459,0.385651,0.702405,NS
SNU13,0.3228,1.2808,0.38591,0.550628,NS
NDUFA9,0.3353,1.2306,0.386719,0.571349,NS
HDDC2,-0.3169,1.2986,0.38764,0.548165,NS
CCDC47,0.3004,1.3647,0.389042,0.539959,NS
MT-ND5,0.4706,0.8615,0.393186,0.698201,NS
BIN1,-0.2182,1.857,0.393292,0.500648,NS
HMOX1,0.5419,0.7457,0.394382,0.731044,NS
NDUFA5,0.3213,1.2557,0.394901,0.566747,NS
SYPL1,0.3171,1.2667,0.396566,0.560541,NS
CELF1,0.3685,1.0892,0.396854,0.61448,NS
MYBPH,0.7068,0.5678,0.396875,0.798282,NS
LCP1,0.3097,1.2909,0.398268,0.548165,NS
COX6A2,0.459,0.8596,0.403084,0.698201,NS
EPRS1,-0.1961,2.0031,0.404684,0.500648,NS
MAP3K20,-0.4195,0.9356,0.405036,0.668595,NS
DARS1,-0.2863,1.3689,0.405642,0.537864,NS
PHKA2,0.3119,1.2439,0.409298,0.566747,NS
COX7C,0.3668,1.0541,0.410511,0.638356,NS
PDLIM7,0.5118,0.7554,0.410546,0.731044,NS
SLC27A1,-0.3722,1.034,0.41222,0.644787,NS
DDI2,0.5051,0.7598,0.413291,0.731044,NS
CA3,-0.2832,1.3493,0.414843,0.543332,NS
NIPSNAP3A,-0.5018,0.7591,0.415987,0.731044,NS
MRPL37,0.4039,0.9344,0.419362,0.668595,NS
UFM1,-0.3349,1.123,0.420636,0.603994,NS
PAK1,-0.546,0.6785,0.426174,0.75502,NS
VDAC2,0.2611,1.4146,0.427182,0.510494,NS
TOR1AIP1,0.4052,0.9102,0.427756,0.668595,NS
ACSL3,-0.2597,1.4188,0.428038,0.510494,NS
UBL4A,-0.3563,1.0319,0.428905,0.645862,NS
PDPR,0.3777,0.9698,0.430279,0.655454,NS
DYNC1LI2,-0.3032,1.2037,0.431559,0.571349,NS
HEBP1,0.2791,1.3062,0.432029,0.548165,NS
CYB5A,-0.3539,1.0268,0.433152,0.648786,NS
TUBB6,-0.3756,0.9671,0.433314,0.655454,NS
MRPS35,-0.3791,0.9556,0.434212,0.655454,NS
RPS10,0.3411,1.0597,0.435027,0.638356,NS
NHLRC2,-0.3019,1.1919,0.436644,0.577327,NS
PACSIN3,0.3057,1.1639,0.440727,0.590475,NS
MGST3,0.3078,1.1537,0.441442,0.590932,NS
GARS1,-0.2945,1.1936,0.445053,0.577327,NS
MRPL9,0.4917,0.7146,0.445251,0.746706,NS
MYCBP,0.2997,1.1717,0.445514,0.590475,NS
DBNL,-0.4456,0.7772,0.4505,0.723288,NS
ACACA,-0.3266,1.0528,0.45306,0.638356,NS
SORBS1,0.5067,0.6783,0.453233,0.75502,NS
PMPCA,0.4087,0.8406,0.453323,0.705837,NS
MAPT,-0.2691,1.2762,0.453513,0.553398,NS
S100A11,-0.351,0.9774,0.453885,0.652785,NS
RPS5,0.282,1.2157,0.454112,0.571349,NS
TUBA8,0.2454,1.3932,0.455032,0.524218,NS
YBX1,-0.2805,1.2177,0.45539,0.571349,NS
PTER,-0.6119,0.5562,0.456789,0.807168,NS
EEF1D,-0.214,1.5889,0.457082,0.5053,NS
ALDH1L1,-0.3042,1.1096,0.459711,0.608039,NS
SEC22B,-0.2244,1.5007,0.460547,0.5053,NS
KTN1,-0.3378,0.9902,0.462971,0.652365,NS
PLAA,-0.2316,1.4396,0.464123,0.510494,NS
NIBAN1,0.3298,1.0103,0.46427,0.649579,NS
TLN2,-0.273,1.2045,0.469019,0.571349,NS
CCT6A,-0.2381,1.3786,0.469694,0.529816,NS
DHX15,-0.2929,1.1132,0.472046,0.60533,NS
MYL9,0.6517,0.4947,0.476001,0.822144,NS
ADIPOQ,-0.2788,1.1558,0.476145,0.590475,NS
MSN,-0.2468,1.3019,0.477212,0.548165,NS
BGN,0.3673,0.8717,0.478469,0.691774,NS
SEPTIN9,-0.3246,0.9863,0.478484,0.652365,NS
CAV1,0.2659,1.2006,0.479447,0.571349,NS
G3BP1,0.3948,0.8068,0.480253,0.712133,NS
DNAJA1,-0.3627,0.8736,0.482073,0.691774,NS
COPS7A,-0.2395,1.3163,0.483916,0.548165,NS
CYB5R3,-0.2456,1.2832,0.483932,0.550326,NS
TIGAR,-0.4748,0.6638,0.483982,0.760611,NS
DPP3,-0.2606,1.2059,0.485073,0.571349,NS
MAOA,0.3137,0.9905,0.488931,0.652365,NS
AHCY,-0.2147,1.4443,0.4897,0.510494,NS
DES,0.4626,0.67,0.489853,0.759061,NS
PRKAA2,-0.2198,1.398,0.492881,0.52171,NS
FBN1,0.4394,0.694,0.495503,0.749155,NS
SEC61B,-0.6011,0.505,0.497097,0.819521,NS
ABLIM2,0.4072,0.7383,0.500478,0.731044,NS
PGAM5,-0.3344,0.891,0.503506,0.680879,NS
PSME2,-0.3264,0.9085,0.505152,0.668786,NS
MRPL38,0.3168,0.9273,0.508429,0.668595,NS
PPP1CC,0.4532,0.648,0.508541,0.771539,NS
SIRT3,0.3212,0.9098,0.510256,0.668595,NS
NDUFS4,0.3156,0.9239,0.510934,0.668595,NS
U2AF2,0.29,1.0051,0.511165,0.649579,NS
SSR4,0.4437,0.6533,0.513039,0.767333,NS
PREB,-0.2622,1.0978,0.51544,0.61448,NS
IMPACT,-0.3874,0.7406,0.516534,0.731044,NS
COX4I1,0.2737,1.0369,0.52023,0.644787,NS
HNRNPA2B1,0.2765,1.0228,0.521387,0.648786,NS
MYH1,0.5252,0.5375,0.522071,0.81669,NS
MTX2,0.2514,1.1206,0.522756,0.603994,NS
ERP44,-0.4433,0.6326,0.524288,0.773195,NS
RPS3A,0.2557,1.0938,0.525196,0.61448,NS
CAND2,-0.2731,1.0241,0.525258,0.648786,NS
RAP1A,-0.3956,0.7031,0.527083,0.746706,NS
SEPTIN11,-0.3071,0.9054,0.527224,0.670235,NS
SURF4,-0.3021,0.9164,0.528597,0.668595,NS
ATAD3A,0.3306,0.8282,0.532321,0.711458,NS
JPH2,0.2443,1.1197,0.532727,0.603994,NS
LASP1,0.4122,0.659,0.535029,0.762049,NS
HSPB6,-0.3312,0.8193,0.535397,0.711875,NS
TARS1,-0.2753,0.985,0.535521,0.652365,NS
NID2,0.4694,0.5752,0.537038,0.796378,NS
AKR1C1,-0.3129,0.8598,0.538185,0.698201,NS
COA6,0.2733,0.9802,0.539679,0.652365,NS
TBCB,-0.2417,1.1034,0.541196,0.612279,NS
CDS2,-0.2665,0.9935,0.543592,0.652365,NS
TRAPPC3,-0.3529,0.7487,0.544228,0.731044,NS
MARCKS,-0.2892,0.9129,0.544481,0.668595,NS
MRPL13,0.3018,0.8743,0.544605,0.691774,NS
SPAG9,0.2959,0.8851,0.547085,0.683645,NS
SH3GLB1,-0.2585,1.0121,0.547425,0.649579,NS
TRIM54,0.2846,0.9153,0.548898,0.668595,NS
NAPRT,0.402,0.648,0.548918,0.771539,NS
NTPCR,-0.3177,0.8181,0.549673,0.711875,NS
RTN2,-0.2154,1.2008,0.551337,0.571349,NS
MYH4,0.5204,0.4959,0.552007,0.822144,NS
MT-ND3,0.3246,0.7926,0.553053,0.719222,NS
KRT2,0.4477,0.5716,0.55474,0.796378,NS
CARM1,0.3629,0.7018,0.55634,0.746706,NS
RAB18,-0.2257,1.1262,0.556971,0.603173,NS
RNF123,-0.2295,1.0977,0.559786,0.61448,NS
RPS27A,-0.3524,0.7099,0.562155,0.746706,NS
PICALM,-0.3538,0.7068,0.562298,0.746706,NS
ANXA1,-0.3532,0.7068,0.562779,0.746706,NS
DDX1,-0.2126,1.1656,0.565181,0.590475,NS
EHBP1L1,-0.2373,1.0433,0.565442,0.64174,NS
RALA,0.2329,1.0589,0.566691,0.638356,NS
UQCRQ,0.2176,1.13,0.567652,0.603173,NS
SEC61A1,-0.3272,0.75,0.56839,0.731044,NS
SAE1,-0.4492,0.5455,0.568793,0.812085,NS
EWSR1,-0.2475,0.9889,0.569236,0.652365,NS
CLUH,-0.4095,0.5875,0.574704,0.794513,NS
MYOM1,0.296,0.811,0.575414,0.711875,NS
PSME4,-0.3361,0.7135,0.57572,0.746706,NS
UQCRC2,0.2074,1.1558,0.57579,0.590475,NS
AIMP2,-0.1834,1.3025,0.576908,0.548165,NS
DPP7,0.384,0.622,0.576986,0.773875,NS
HNRNPU,-0.2495,0.955,0.577689,0.655454,NS
SYNJ2BP,0.2388,0.9976,0.577778,0.652365,NS
RPL18,0.3391,0.7017,0.5782,0.746706,NS
COL7A1,-0.3212,0.7396,0.578674,0.731044,NS
ARCN1,-0.2768,0.8543,0.580122,0.698201,NS
UQCRFS1,0.2094,1.1278,0.58051,0.603173,NS
CYC1,0.2233,1.0517,0.582328,0.638356,NS
MMGT1,-0.2973,0.7845,0.584457,0.723288,NS
CORO1B,0.4571,0.5085,0.585539,0.819156,NS
DIABLO,0.2499,0.9291,0.585844,0.668595,NS
KRT19,0.437,0.5312,0.585953,0.81669,NS
RAP1B,-0.2114,1.0947,0.586952,0.61448,NS
TMCO1,-0.2411,0.9591,0.587161,0.655454,NS
MAOB,0.2411,0.9589,0.587188,0.655454,NS
NACA,-0.1908,1.2115,0.587302,0.571349,NS
LIMS3,0.2959,0.7774,0.588762,0.723288,NS
DCTN1,-0.2066,1.1134,0.588838,0.60533,NS
MYOZ3,0.4516,0.5078,0.589791,0.819156,NS
MT2A,-0.3329,0.6873,0.5905,0.749155,NS
MRPL21,-0.4274,0.5343,0.59107,0.81669,NS
NADK2,-0.2861,0.7954,0.592187,0.717119,NS
ART3,0.3328,0.6829,0.592545,0.750942,NS
PPP5C,-0.1915,1.1813,0.593926,0.585497,NS
SLMAP,-0.246,0.9198,0.593992,0.668595,NS
PLIN3,-0.2109,1.0685,0.595269,0.633268,NS
RPL35,0.3128,0.7193,0.595661,0.74665,NS
UBL5,0.2344,0.9578,0.596328,0.655454,NS
USP5,-0.1883,1.1906,0.596754,0.577327,NS
EEA1,-0.2472,0.9041,0.597683,0.670435,NS
CLIP1,-0.2222,1.0051,0.597954,0.649579,NS
BST2,0.2419,0.921,0.598675,0.668595,NS
ATP5PB,-0.2032,1.0965,0.598731,0.61448,NS
DMAC2L,-0.2843,0.7817,0.599418,0.723288,NS
FLNC,-0.3159,0.7035,0.599445,0.746706,NS
IST1,0.1878,1.1795,0.600451,0.585497,NS
BLMH,0.2749,0.8035,0.601338,0.712133,NS
SNRPD3,0.2171,1.0144,0.602297,0.649579,NS
ADD1,-0.3843,0.5709,0.603365,0.796378,NS
EIF1,-0.2572,0.8515,0.603878,0.698201,NS
IL18,-0.4201,0.5211,0.604041,0.819156,NS
PRMT1,-0.2201,0.9948,0.604071,0.652365,NS
NDUFAB1,0.2665,0.8177,0.605452,0.711875,NS
HSPA2,-0.342,0.6317,0.608079,0.773195,NS
ALDH6A1,-0.2968,0.7277,0.608154,0.743356,NS
NTMT1,0.3128,0.6876,0.60939,0.749155,NS
HSPB7,-0.2712,0.7905,0.61046,0.719222,NS
RPL23A,0.2648,0.8039,0.612501,0.712133,NS
BROX,0.3017,0.7054,0.612597,0.746706,NS
PGRMC2,-0.2633,0.8059,0.613485,0.712133,NS
MT-ND4,0.2995,0.7068,0.614208,0.746706,NS
RAB1B,-0.2551,0.8284,0.614693,0.711458,NS
CLU,-0.324,0.6517,0.614935,0.767343,NS
EEFSEC,0.325,0.6464,0.616522,0.773101,NS
MFN2,-0.2262,0.9279,0.616794,0.668595,NS
RABGGTA,0.2299,0.9112,0.617316,0.668595,NS
PSMB5,-0.2224,0.9399,0.61791,0.666686,NS
MYBPC2,0.4357,0.4798,0.617926,0.822144,NS
IPO7,-0.2446,0.8538,0.61822,0.698201,NS
HSPA4,-0.1805,1.156,0.618461,0.590475,NS
CTSZ,-0.2783,0.7458,0.620057,0.731044,NS
OBSCN,-0.2794,0.7419,0.620487,0.731044,NS
ATP2A2,-0.2143,0.9647,0.621276,0.655454,NS
CAPZA1,0.294,0.7005,0.622356,0.746706,NS
OSTC,0.2984,0.6894,0.622752,0.749155,NS
SSPN,-0.2057,0.9988,0.62312,0.652365,NS
FGGY,0.3744,0.5485,0.623187,0.809646,NS
