gene,logFC_Training_Young,logFC_Training_Old,pi_score_Young,pi_score_Old,pi_score_Interaction,significance,quadrant,imputed
PMPCB,-0.0764,0.1398,0.947506,0.767451,0.659889,NS,Discordant (Young Down / Old Up),TRUE
PTPA,-0.1861,-0.0296,0.802293,0.994402,0.894296,NS,Concordant Down,TRUE
SUGT1,0.1864,0.0292,0.65618,0.991871,0.821928,NS,Concordant Up,TRUE
RTN2,0.0885,-0.1268,0.889855,0.768726,0.551337,NS,Discordant (Young Up / Old Down),FALSE
MARCHF5,0.1202,0.0949,0.902887,0.934972,0.997381,NS,Concordant Up,TRUE
MRPL12,-0.1669,0.048,0.891945,0.990276,0.864284,NS,Discordant (Young Down / Old Up),TRUE
PSMD10,-0.1695,-0.0453,0.618132,0.975687,0.862866,NS,Concordant Down,TRUE
AHCY,0.1331,-0.0816,0.688575,0.89625,0.4897,NS,Discordant (Young Up / Old Down),FALSE
TXNDC17,0.0698,0.1449,0.93517,0.69628,0.951132,NS,Concordant Up,FALSE
DDRGK1,0.1044,0.1102,0.888846,0.877547,0.999818,NS,Concordant Up,TRUE
GSTP1,-0.0148,-0.1996,0.997781,0.477999,0.686873,NS,Concordant Down,FALSE
TPT1,-0.161,-0.0531,0.74943,0.977866,0.931272,NS,Concordant Down,FALSE
TNMD,-0.045,-0.1691,0.987025,0.784833,0.925518,NS,Concordant Down,TRUE
CTSB,0.0573,0.1568,0.970655,0.746458,0.93644,NS,Concordant Up,TRUE
LARS1,0.1555,0.0584,0.754212,0.96954,0.940213,NS,Concordant Up,TRUE
DDX39B,-0.1724,-0.0414,0.734894,0.987591,0.902243,NS,Concordant Down,TRUE
HDLBP,-0.1784,0.035,0.833667,0.990623,0.798746,NS,Discordant (Young Down / Old Up),TRUE
HLA-A,0.0865,0.1268,0.949766,0.889891,0.993329,NS,Concordant Up,FALSE
ABHD11,0.1329,0.0802,0.906611,0.968759,0.99105,NS,Concordant Up,TRUE
HADHB,-0.1031,-0.1095,0.83003,0.813962,0.999682,NS,Concordant Down,FALSE
PPP1CA,0.0898,0.1226,0.900567,0.81177,0.992572,NS,Concordant Up,FALSE
SARNP,-0.2115,6e-4,0.787607,0.999998,0.828968,NS,Discordant (Young Down / Old Up),TRUE
ATP1B1,0.133,0.0788,0.713654,0.911931,0.973907,NS,Concordant Up,FALSE
TSPO,0.205,0.0063,0.596445,0.999722,0.745583,NS,Concordant Up,TRUE
RPSA,7e-4,0.2103,0.999996,0.468054,0.629564,NS,Concordant Up,FALSE
TMA7,-0.1127,-0.0983,0.871607,0.908382,0.998888,NS,Concordant Down,FALSE
CHMP4B,0.1381,0.0728,0.727598,0.934909,0.965637,NS,Concordant Up,FALSE
MGST2,0.1146,0.0962,0.917382,0.950351,0.99882,NS,Concordant Up,TRUE
SAR1A,-0.0262,-0.1846,0.993164,0.574846,0.788078,NS,Concordant Down,FALSE
FH,0.0871,0.1233,0.851069,0.697566,0.986099,NS,Concordant Up,FALSE
VCL,0.1486,0.0617,0.486221,0.923099,0.891764,NS,Concordant Up,FALSE
DDX6,-0.1163,-0.0939,0.865322,0.913049,0.997227,NS,Concordant Down,TRUE
ADSS2,-0.1039,0.1058,0.923695,0.917607,0.772351,NS,Discordant (Young Down / Old Up),TRUE
UQCRFS1,-0.0809,0.1286,0.911473,0.766387,0.58051,NS,Discordant (Young Down / Old Up),FALSE
PUDP,-0.1722,-0.0371,0.756701,0.990276,0.90091,NS,Concordant Down,TRUE
COQ8A,-0.1296,-0.0797,0.765532,0.921927,0.980985,NS,Concordant Down,FALSE
TXNRD1,-0.0603,-0.1483,0.945289,0.63141,0.919787,NS,Concordant Down,FALSE
PYGM,0.0897,-0.1186,0.902263,0.827154,0.629903,NS,Discordant (Young Up / Old Down),FALSE
FIS1,-0.1,-0.1083,0.891373,0.875783,0.999606,NS,Concordant Down,FALSE
OPA1,0.1091,0.0988,0.856815,0.889133,0.999354,NS,Concordant Up,FALSE
PURB,0.148,-0.0597,0.879766,0.981436,0.831765,NS,Discordant (Young Up / Old Down),TRUE
MT-ATP6,0.0304,-0.1772,0.994927,0.794855,0.807214,NS,Discordant (Young Up / Old Down),FALSE
NAA50,0.202,0.0055,0.486324,0.999723,0.667362,NS,Concordant Up,TRUE
UQCRC2,-0.1435,0.064,0.684772,0.947679,0.57579,NS,Discordant (Young Down / Old Up),FALSE
RACK1,-0.0219,0.1851,0.995512,0.590943,0.651574,NS,Discordant (Young Down / Old Up),FALSE
STOML2,0.1171,0.0896,0.789441,0.887497,0.994004,NS,Concordant Up,FALSE
MRPS5,-0.0229,0.1837,0.99789,0.768629,0.838466,NS,Discordant (Young Down / Old Up),TRUE
DHRS7B,0.0798,-0.1268,0.952818,0.876715,0.767941,NS,Discordant (Young Up / Old Down),FALSE
RNF114,-8e-4,-0.2047,0.999995,0.524981,0.679505,NS,Concordant Down,TRUE
CHP1,-0.1553,-0.0501,0.754278,0.977171,0.927311,NS,Concordant Down,TRUE
FAM98B,-0.2023,-0.003,0.555048,0.999927,0.699964,NS,Concordant Down,TRUE
SEC13,-0.1381,0.0672,0.823105,0.957917,0.717786,NS,Discordant (Young Down / Old Up),TRUE
TMX4,-0.0895,-0.1158,0.909189,0.840422,0.995534,NS,Concordant Down,TRUE
DPM3,0.1301,-0.0752,0.944385,0.961848,0.872918,NS,Discordant (Young Up / Old Down),TRUE
PKM,0.0622,0.1425,0.948294,0.698123,0.94187,NS,Concordant Up,FALSE
CDH13,-0.0392,-0.1653,0.9869,0.721561,0.894912,NS,Concordant Down,FALSE
RAD23A,-0.0169,-0.1875,0.996275,0.409982,0.65124,NS,Concordant Down,FALSE
HDGFL2,-0.1186,-0.0853,0.936284,0.942464,0.996206,NS,Concordant Down,TRUE
C1QBP,-0.1031,0.1007,0.888972,0.898752,0.699029,NS,Discordant (Young Down / Old Up),FALSE
CD47,0.0148,-0.1887,0.998453,0.670977,0.742061,NS,Discordant (Young Up / Old Down),TRUE
ENO2,-0.0126,0.1909,0.998873,0.664297,0.740563,NS,Discordant (Young Down / Old Up),FALSE
ATP5PB,0.1225,-0.0807,0.777537,0.914218,0.598731,NS,Discordant (Young Up / Old Down),FALSE
IMMT,-0.1564,-0.0467,0.614302,0.972917,0.882602,NS,Concordant Down,FALSE
COX11,0.1436,-0.0595,0.854653,0.975912,0.791567,NS,Discordant (Young Up / Old Down),TRUE
SYNM,0.0366,-0.1663,0.994763,0.878811,0.874687,NS,Discordant (Young Up / Old Down),FALSE
EIF3G,-0.1261,0.0766,0.814874,0.94003,0.680723,NS,Discordant (Young Down / Old Up),FALSE
ACAT1,-0.0898,-0.1129,0.89309,0.830511,0.996177,NS,Concordant Down,FALSE
EMC1,-0.0828,0.1199,0.961335,0.903417,0.817793,NS,Discordant (Young Down / Old Up),TRUE
HSPA9,0.0506,0.1519,0.961609,0.601159,0.886937,NS,Concordant Up,FALSE
RPL17,0.0613,0.1412,0.970328,0.826463,0.96556,NS,Concordant Up,FALSE
FKBP4,0.1143,-0.0881,0.859607,0.923605,0.700246,NS,Discordant (Young Up / Old Down),FALSE
COASY,-0.146,-0.0563,0.815668,0.972057,0.953578,NS,Concordant Down,TRUE
TF,0.1786,0.0234,0.764767,0.996921,0.886266,NS,Concordant Up,FALSE
TBC1D4,-0.1446,0.0572,0.802385,0.964483,0.704895,NS,Discordant (Young Down / Old Up),TRUE
TCAP,-0.15,-0.0517,0.910544,0.990783,0.975526,NS,Concordant Down,FALSE
SESN1,-0.1283,-0.0729,0.871147,0.956924,0.984829,NS,Concordant Down,TRUE
METAP2,-0.0698,-0.1312,0.912801,0.627659,0.95565,NS,Concordant Down,TRUE
PDK1,-0.1385,-0.0624,0.864825,0.976491,0.975386,NS,Concordant Down,TRUE
TLN1,0.1039,0.097,0.769523,0.809732,0.999526,NS,Concordant Up,FALSE
PKIA,0.0654,-0.135,0.957164,0.80023,0.696513,NS,Discordant (Young Up / Old Down),FALSE
S100A1,0.1581,-0.0419,0.855008,0.991608,0.845074,NS,Discordant (Young Up / Old Down),FALSE
KRT5,-0.1379,0.0619,0.944421,0.989704,0.919056,NS,Discordant (Young Down / Old Up),TRUE
THEM6,-0.0808,-0.1189,0.959988,0.864705,0.993493,NS,Concordant Down,TRUE
RDH14,-0.0621,0.1376,0.969598,0.812459,0.744481,NS,Discordant (Young Down / Old Up),TRUE
AGT,0.049,-0.1503,0.984024,0.797768,0.775779,NS,Discordant (Young Up / Old Down),TRUE
GSR,0.15,0.0492,0.5807,0.96399,0.883388,NS,Concordant Up,FALSE
GLOD4,-0.1232,-0.0759,0.73364,0.911159,0.978959,NS,Concordant Down,FALSE
DDX19A,-0.0846,-0.1145,0.883754,0.783402,0.992103,NS,Concordant Down,FALSE
UBE2Z,0.1358,-0.0631,0.850474,0.961639,0.750135,NS,Discordant (Young Up / Old Down),TRUE
YBX3,-0.1245,-0.074,0.821547,0.94487,0.98355,NS,Concordant Down,FALSE
PGRMC1,0.0904,-0.1079,0.975759,0.960446,0.910155,NS,Discordant (Young Up / Old Down),TRUE
RSU1,-0.1175,-0.0804,0.839805,0.931633,0.991169,NS,Concordant Down,TRUE
ABHD14B,-0.1163,-0.0815,0.829258,0.92466,0.991771,NS,Concordant Down,FALSE
LRPPRC,0.084,0.1135,0.9081,0.829397,0.993689,NS,Concordant Up,FALSE
EPRS1,0.1968,6e-4,0.202016,0.999994,0.404684,NS,Concordant Up,FALSE
VWF,-0.0313,0.166,0.998091,0.878634,0.92669,NS,Discordant (Young Down / Old Up),TRUE
PTGES3,-0.1286,-0.0679,0.814463,0.955724,0.976305,NS,Concordant Down,FALSE
ARPC1A,0.0434,-0.15310000000000001,0.982618,0.68361,0.684146,NS,Discordant (Young Up / Old Down),TRUE
LIMS1,-0.1544,0.042,0.698106,0.979474,0.654842,NS,Discordant (Young Down / Old Up),TRUE
TIMM10,-0.0432,-0.1528,0.984786,0.776756,0.926542,NS,Concordant Down,FALSE
PNPT1,0.0945,-0.1014,0.912513,0.884373,0.713782,NS,Discordant (Young Up / Old Down),TRUE
MYH14,0.1929,-0.0029,0.677239,0.999947,0.778715,NS,Discordant (Young Up / Old Down),TRUE
CLCC1,-0.116,-0.0796,0.896993,0.925984,0.992911,NS,Concordant Down,TRUE
PRKAB2,0.1147,0.0807,0.80272,0.912366,0.990868,NS,Concordant Up,FALSE
CD36,0.1017,0.0936,0.937881,0.949904,0.999775,NS,Concordant Up,FALSE
PSMD3,0.1563,-0.0383,0.642097,0.983609,0.63943,NS,Discordant (Young Up / Old Down),FALSE
BAG6,0.1096,-0.085,0.934259,0.9285,0.814039,NS,Discordant (Young Up / Old Down),TRUE
SNX6,-0.1285,-0.0657,0.736594,0.931743,0.961813,NS,Concordant Down,TRUE
RTN4,-0.0138,-0.18,0.997899,0.525305,0.721813,NS,Concordant Down,FALSE
ATP1A2,0.1627,0.031,0.478895,0.985803,0.77466,NS,Concordant Up,FALSE
PSMC2,0.142,0.0516,0.508553,0.946255,0.876861,NS,Concordant Up,FALSE
CHMP2B,-0.1648,-0.0286,0.711052,0.9932,0.872248,NS,Concordant Down,TRUE
LMAN1,0.1578,0.0356,0.720901,0.989126,0.895862,NS,Concordant Up,TRUE
SLC29A1,0.0103,-0.1829,0.999509,0.686896,0.824654,NS,Discordant (Young Up / Old Down),TRUE
CRAT,-0.1479,-0.0445,0.706012,0.979204,0.912511,NS,Concordant Down,FALSE
TOM1,-0.0753,-0.117,0.935872,0.838236,0.988226,NS,Concordant Down,FALSE
RABL3,0.0973,-0.095,0.930017,0.924754,0.79090800000000006,NS,Discordant (Young Up / Old Down),TRUE
PSMC6,0.129,0.0629,0.658478,0.931614,0.949301,NS,Concordant Up,FALSE
AZGP1,-0.0342,-0.1575,0.991368,0.780437,0.912556,NS,Concordant Down,FALSE
DCUN1D1,0.0753,0.1164,0.960011,0.890774,0.992209,NS,Concordant Up,TRUE
PPP5C,0.1705,-0.021,0.52823,0.994475,0.593926,NS,Discordant (Young Up / Old Down),TRUE
STBD1,0.1597,-0.0317,0.633388,0.989229,0.656951,NS,Discordant (Young Up / Old Down),FALSE
PSMD7,-0.013,0.1784,0.998326,0.577365,0.668239,NS,Discordant (Young Down / Old Up),FALSE
SLIRP,0.1068,0.0846,0.908323,0.943341,0.997714,NS,Concordant Up,TRUE
L2HGDH,-0.1564,-0.0343,0.76649,0.991348,0.911147,NS,Concordant Down,FALSE
HDHD2,-0.1438,-0.0467,0.711597,0.976393,0.921644,NS,Concordant Down,TRUE
NPC2,-0.1419,-0.0483,0.95518,0.988648,0.98291,NS,Concordant Down,TRUE
RHOA,-0.083,-0.107,0.904278,0.839498,0.995654,NS,Concordant Down,FALSE
EMC2,0.045,0.145,0.988092,0.852135,0.955972,NS,Concordant Up,TRUE
SUMO2,0.0741,0.1155,0.960923,0.896064,0.992183,NS,Concordant Up,TRUE
PELO,0.0463,0.143,0.988487,0.852915,0.960641,NS,Concordant Up,TRUE
IGKV3-20,0.0703,0.1189,0.987339,0.95099,0.995412,NS,Concordant Up,TRUE
SERPING1,-0.1555,0.0337,0.873279,0.994153,0.862672,NS,Discordant (Young Down / Old Up),TRUE
USO1,-0.0737,-0.1154,0.934035,0.830243,0.98735,NS,Concordant Down,FALSE
RAB14,-0.1109,-0.0782,0.874928,0.94186,0.993853,NS,Concordant Down,TRUE
AMPD3,-0.183,0.0061,0.858748,0.999872,0.899516,NS,Discordant (Young Down / Old Up),TRUE
AGO2,-0.1595,0.0296,0.762525,0.993442,0.774994,NS,Discordant (Young Down / Old Up),TRUE
FAHD1,-0.1364,-0.0526,0.813697,0.975472,0.956237,NS,Concordant Down,TRUE
SNX12,-0.1447,-0.0442,0.812422,0.984297,0.941356,NS,Concordant Down,TRUE
NIPSNAP2,-0.1706,-0.0179,0.633106,0.997123,0.810666,NS,Concordant Down,FALSE
RPL26,0.1282,0.0599,0.905954,0.982083,0.983606,NS,Concordant Up,FALSE
LDHB,0.1088,-0.0791,0.936061,0.968732,0.866686,NS,Discordant (Young Up / Old Down),FALSE
SLC25A20,-0.1235,0.0643,0.880405,0.971872,0.811954,NS,Discordant (Young Down / Old Up),FALSE
IST1,-0.121,0.0668,0.74541,0.93366,0.600451,NS,Discordant (Young Down / Old Up),FALSE
SYNPO2,0.1496,0.038,0.844291,0.991874,0.945789,NS,Concordant Up,FALSE
ELAVL1,-0.1837,0.0039,0.849983,0.999908,0.868411,NS,Discordant (Young Down / Old Up),TRUE
PPM1B,-0.1835,0.0039,0.694222,0.999891,0.781452,NS,Discordant (Young Down / Old Up),TRUE
CAVIN1,0.1582,-0.0291,0.626435,0.990684,0.658814,NS,Discordant (Young Up / Old Down),FALSE
CASQ2,0.1544,-0.0327,0.841185,0.994305,0.845335,NS,Discordant (Young Up / Old Down),FALSE
EIF3A,-0.1249,0.0618,0.743716,0.947396,0.625912,NS,Discordant (Young Down / Old Up),FALSE
CNDP2,0.1495,-0.0371,0.705885,0.986195,0.700958,NS,Discordant (Young Up / Old Down),FALSE
HNRNPA1,-0.1325,-0.054,0.894928,0.981723,0.97498,NS,Concordant Down,TRUE
CMYA5,-0.0516,-0.1349,0.97262,0.786662,0.949874,NS,Concordant Down,FALSE
ACYP2,0.125,0.0613,0.778121,0.955224,0.967272,NS,Concordant Up,FALSE
RDX,-0.0849,-0.1013,0.899255,0.857276,0.998008,NS,Concordant Down,FALSE
PCBD1,-0.1088,-0.0774,0.830556,0.923213,0.992481,NS,Concordant Down,FALSE
DCAF8,0.0868,0.0991,0.937401,0.912762,0.999254,NS,Concordant Up,TRUE
APEH,0.1624,0.0235,0.481423,0.992179,0.748464,NS,Concordant Up,FALSE
AIMP1,0.1516,0.0337,0.658291,0.987367,0.871177,NS,Concordant Up,FALSE
PA2G4,0.0388,0.1464,0.98377,0.720162,0.903568,NS,Concordant Up,FALSE
ATP5F1C,0.1523,0.0327,0.685737,0.989124,0.879375,NS,Concordant Up,FALSE
SERPINA1,0.0939,-0.091,0.939846,0.945859,0.834068,NS,Discordant (Young Up / Old Down),FALSE
FABP3,0.0468,-0.1381,0.98414,0.842985,0.804858,NS,Discordant (Young Up / Old Down),FALSE
PHPT1,0.0195,-0.1652,0.995971,0.619594,0.677645,NS,Discordant (Young Up / Old Down),FALSE
CAPZB,-0.0828,0.1013,0.959032,0.939317,0.853412,NS,Discordant (Young Down / Old Up),FALSE
MXRA7,0.0785,-0.1056,0.980278,0.950728,0.909549,NS,Discordant (Young Up / Old Down),TRUE
RTN3,0.122,0.062,0.91693,0.980232,0.987436,NS,Concordant Up,TRUE
SMTNL1,0.0347,-0.1491,0.994344,0.881389,0.87494,NS,Discordant (Young Up / Old Down),FALSE
TXN2,-0.0714,0.1124,0.951656,0.870045,0.75794,NS,Discordant (Young Down / Old Up),TRUE
ACADM,0.0878,0.0959,0.927286,0.915256,0.99966,NS,Concordant Up,FALSE
AIMP2,0.1524,-0.031,0.550464,0.986246,0.576908,NS,Discordant (Young Up / Old Down),FALSE
MTM1,-0.1373,0.046,0.845219,0.9831,0.799245,NS,Discordant (Young Down / Old Up),TRUE
TUBB4B,0.1698,0.0133,0.575402,0.998202,0.76479,NS,Concordant Up,FALSE
AGMAT,0.1498,0.0333,0.933027,0.996112,0.96953,NS,Concordant Up,TRUE
UGP2,0.1414,0.0416,0.695779,0.979644,0.908108,NS,Concordant Up,FALSE
PGAM2,-0.1548,-0.0281,0.690987,0.992468,0.870129,NS,Concordant Down,FALSE
DYNLL1,0.0451,-0.1378,0.980189,0.780395,0.737179,NS,Discordant (Young Up / Old Down),TRUE
ADPRHL1,0.1392,-0.0434,0.792799,0.983985,0.764427,NS,Discordant (Young Up / Old Down),FALSE
ADI1,0.1176,0.0647,0.952321,0.982576,0.993082,NS,Concordant Up,TRUE
PFKM,0.1646,-0.0175,0.711834,0.997647,0.770111,NS,Discordant (Young Up / Old Down),FALSE
PSMD4,0.1689,0.0132,0.450276,0.997673,0.685192,NS,Concordant Up,FALSE
RPS23,-0.0999,0.0822,0.929998,0.95492,0.834898,NS,Discordant (Young Down / Old Up),TRUE
ZYX,0.0886,0.0935,0.895433,0.886811,0.999833,NS,Concordant Up,FALSE
TXN,-0.105,-0.0766,0.862629,0.933897,0.994602,NS,Concordant Down,FALSE
ACAA2,-0.0377,-0.1437,0.986187,0.758575,0.916313,NS,Concordant Down,FALSE
EML2,0.1291,0.0519,0.903199,0.984258,0.976874,NS,Concordant Up,TRUE
MRPS25,0.0882,0.0928,0.928853,0.912448,0.999888,NS,Concordant Up,TRUE
AP1G1,-0.0115,0.1694,0.999618,0.793702,0.903127,NS,Discordant (Young Down / Old Up),TRUE
SNTB1,-0.1574,-0.0227,0.76774,0.996315,0.891472,NS,Concordant Down,TRUE
EIF1AX,0.1424,0.0375,0.76287,0.987263,0.92128,NS,Concordant Up,FALSE
STAT3,-0.1483,0.0313,0.761901,0.99127,0.761021,NS,Discordant (Young Down / Old Up),TRUE
DDB1,0.1541,0.0255,0.444124,0.988862,0.741005,NS,Concordant Up,FALSE
GYG1,0.1672,-0.012,0.598122,0.998587,0.698166,NS,Discordant (Young Up / Old Down),FALSE
UQCRC1,-0.1119,0.067,0.829467,0.946923,0.706869,NS,Discordant (Young Down / Old Up),FALSE
PCCA,0.1539,-0.0249,0.754718,0.994957,0.777383,NS,Discordant (Young Up / Old Down),TRUE
PFN2,0.1573,0.0215,0.690127,0.995838,0.853601,NS,Concordant Up,FALSE
PPTC7,-0.1092,0.0695,0.951636,0.972646,0.891899,NS,Discordant (Young Down / Old Up),TRUE
NNT,0.1091,0.0691,0.864722,0.952108,0.989854,NS,Concordant Up,FALSE
UQCR10,-0.1431,-0.0351,0.801585,0.990672,0.930214,NS,Concordant Down,FALSE
ANK2,-0.1489,-0.0291,0.809566,0.99352,0.916637,NS,Concordant Down,TRUE
RPS24,0.1414,0.0365,0.863481,0.992508,0.952523,NS,Concordant Up,TRUE
TRIP10,0.1153,-0.0624,0.775009,0.943087,0.644497,NS,Discordant (Young Up / Old Down),TRUE
TSFM,0.0381,0.1395,0.990894,0.854207,0.951192,NS,Concordant Up,TRUE
SERPINA3,0.1127,-0.0649,0.907568,0.972395,0.840669,NS,Discordant (Young Up / Old Down),TRUE
NAP1L1,0.1149,0.0625,0.850514,0.960467,0.981946,NS,Concordant Up,TRUE
TTN,-0.1586,0.0185,0.907614,0.99896,0.923045,NS,Discordant (Young Down / Old Up),FALSE
ANXA5,0.1287,-0.0481,0.819957,0.979612,0.774043,NS,Discordant (Young Up / Old Down),FALSE
SDHD,0.1014,-0.0753,0.91749,0.958239,0.825009,NS,Discordant (Young Up / Old Down),FALSE
CUL3,0.1289,-0.0478,0.777683,0.975543,0.724502,NS,Discordant (Young Up / Old Down),FALSE
USP13,-0.0979,-0.0786,0.958462,0.961288,0.998836,NS,Concordant Down,TRUE
YWHAZ,0.1398,-0.0364,0.682429,0.983698,0.671656,NS,Discordant (Young Up / Old Down),FALSE
TOM1L2,0.0193,-0.1568,0.99594800000000006,0.619629,0.687825,NS,Discordant (Young Up / Old Down),TRUE
RPS9,0.0417,0.1342,0.987509,0.852097,0.955229,NS,Concordant Up,FALSE
CAPZA2,-0.1457,0.0302,0.812991,0.993764,0.820343,NS,Discordant (Young Down / Old Up),FALSE
MRPL1,0.0476,0.1279,0.985761,0.873561,0.96994,NS,Concordant Up,TRUE
PITHD1,-0.0759,-0.0996,0.973494,0.926426,0.99807,NS,Concordant Down,TRUE
UBXN4,0.0687,0.1066,0.97059,0.910725,0.993789,NS,Concordant Up,TRUE
FXYD1,0.1168,0.0584,0.927245,0.983297,0.98858,NS,Concordant Up,TRUE
EIF4A2,-0.0319,0.1431,0.990446,0.763593,0.759327,NS,Discordant (Young Down / Old Up),FALSE
HDHD5,-0.0634,0.1116,0.97295,0.90864,0.842432,NS,Discordant (Young Down / Old Up),TRUE
SNX3,-0.0806,-0.0942,0.883154,0.841958,0.998335,NS,Concordant Down,FALSE
NCL,-0.1558,0.0187,0.756902,0.997445,0.801202,NS,Discordant (Young Down / Old Up),FALSE
PPIC,-0.0888,-0.0856,0.956486,0.961987,0.999967,NS,Concordant Down,TRUE
ADH5,-0.0761,-0.0981,0.935119,0.891202,0.99693,NS,Concordant Down,FALSE
PSMD2,0.1086,0.0656,0.772124,0.928192,0.980979,NS,Concordant Up,FALSE
COX8A,-0.0668,0.1073,0.981785,0.943579,0.901725,NS,Discordant (Young Down / Old Up),TRUE
USP47,0.0015,-0.1726,0.999986,0.661738,0.801947,NS,Discordant (Young Up / Old Down),TRUE
NUDC,0.0891,-0.0849,0.861023,0.880345,0.636518,NS,Discordant (Young Up / Old Down),FALSE
CLPB,0.1092,0.0646,0.941917,0.975401,0.993224,NS,Concordant Up,TRUE
AHSA1,0.1637,0.01,0.664819,0.999064,0.802039,NS,Concordant Up,TRUE
TIMM21,-0.0873,0.0863,0.947411,0.942518,0.840035,NS,Discordant (Young Down / Old Up),TRUE
ACADVL,-0.0848,-0.0885,0.900374,0.895006,0.999906,NS,Concordant Down,FALSE
TECR,-0.0918,0.0815,0.948064,0.960612,0.867561,NS,Discordant (Young Down / Old Up),TRUE
SGTA,-0.1061,-0.0667,0.821918,0.938645,0.986763,NS,Concordant Down,FALSE
EIF3K,-0.0727,0.1001,0.951669,0.906502,0.798751,NS,Discordant (Young Down / Old Up),FALSE
HGS,-0.0901,-0.0825,0.941479,0.937295,0.999735,NS,Concordant Down,TRUE
SMIM20,-0.1586,-0.0139,0.831239,0.99895,0.906155,NS,Concordant Down,TRUE
ILF3,0.1366,0.0358,0.901018,0.993369,0.962925,NS,Concordant Up,TRUE
NAA15,0.1612,0.0112,0.919676,0.99943,0.941718,NS,Concordant Up,TRUE
EIF4A1,-0.1665,0.0057,0.600028,0.99969,0.720563,NS,Discordant (Young Down / Old Up),FALSE
NPEPPS,-0.0623,-0.1094,0.944027,0.813447,0.980233,NS,Concordant Down,FALSE
SNTA1,-0.106,0.0655,0.892946,0.963872,0.807298,NS,Discordant (Young Down / Old Up),FALSE
HSPA8,0.155,0.0162,0.490851,0.996167,0.730058,NS,Concordant Up,FALSE
PSMD1,0.153,0.0181,0.613642,0.996256,0.807665,NS,Concordant Up,FALSE
COPG1,-0.0943,0.0767,0.902491,0.925319,0.751706,NS,Discordant (Young Down / Old Up),TRUE
KPNA6,0.0223,0.1485,0.995903,0.717058,0.881052,NS,Concordant Up,TRUE
MRPL36,0.1569,-0.0137,0.759876,0.998662,0.813605,NS,Discordant (Young Up / Old Down),TRUE
FAM136A,-0.0381,0.132,0.993164,0.898057,0.888353,NS,Discordant (Young Down / Old Up),TRUE
APOE,-0.0619,-0.108,0.988875,0.94772,0.995098,NS,Concordant Down,TRUE
TXNRD2,-0.0814,-0.0885,0.957411,0.945819,0.999802,NS,Concordant Down,TRUE
LACTB,-0.1271,-0.0427,0.806659,0.982664,0.948957,NS,Concordant Down,FALSE
PFDN2,0.0422,-0.1275,0.981104,0.793677,0.751258,NS,Discordant (Young Up / Old Down),TRUE
SPPL2A,-0.0949,-0.0745,0.945824,0.970546,0.998552,NS,Concordant Down,TRUE
PPIL3,0.1424,-0.0269,0.877518,0.996412,0.883807,NS,Discordant (Young Up / Old Down),TRUE
PFKFB2,0.0547,0.1141,0.980023,0.892403,0.983131,NS,Concordant Up,TRUE
TXLNB,0.0697,-0.099,0.931218,0.856528,0.704507,NS,Discordant (Young Up / Old Down),FALSE
HSD17B4,0.1571,0.0115,0.872316,0.999462,0.928749,NS,Concordant Up,FALSE
SETD7,0.1336,0.0348,0.772253,0.988213,0.924063,NS,Concordant Up,FALSE
PFKL,0.1456,0.0224,0.838963,0.997043,0.926992,NS,Concordant Up,FALSE
OTUB1,-0.0456,-0.1224,0.969007,0.732888,0.936705,NS,Concordant Down,TRUE
PSMF1,0.1641,0.0037,0.676817,0.999882,0.793655,NS,Concordant Up,TRUE
SLC37A4,0.0822,-0.0855,0.95453,0.950587,0.861385,NS,Discordant (Young Up / Old Down),TRUE
CACNA2D1,-0.1031,-0.0646,0.833604,0.943049,0.987487,NS,Concordant Down,FALSE
MAP2K6,-0.1441,-0.0234,0.750995,0.995181,0.890786,NS,Concordant Down,FALSE
PRDX2,0.1092,0.0581,0.782129,0.948293,0.973743,NS,Concordant Up,FALSE
RAB12,-0.038,-0.1293,0.989101,0.835357,0.950828,NS,Concordant Down,TRUE
DCAF6,-0.0396,-0.1276,0.981565,0.771494,0.932372,NS,Concordant Down,FALSE
ATP5F1B,0.0791,0.0879,0.917224,0.899678,0.99946,NS,Concordant Up,FALSE
ITIH4,-0.0705,0.0965,0.977015,0.948697,0.897834,NS,Discordant (Young Down / Old Up),TRUE
HINT1,0.1453,-0.0216,0.788965,0.99654,0.818037,NS,Discordant (Young Up / Old Down),FALSE
SRPRB,0.134,0.0329,0.835753,0.99166,0.940038,NS,Concordant Up,TRUE
GMPPB,0.1417,0.0251,0.800687,0.994906,0.912201,NS,Concordant Up,TRUE
GNB1,0.0143,-0.1522,0.997818,0.666299,0.730371,NS,Discordant (Young Up / Old Down),FALSE
AK1,0.1306,-0.0357,0.806583,0.988779,0.793121,NS,Discordant (Young Up / Old Down),FALSE
YARS1,-0.0627,0.1036,0.970769,0.911758,0.841374,NS,Discordant (Young Down / Old Up),TRUE
MAT2A,-0.0665,-0.0997,0.920345,0.812023,0.988691,NS,Concordant Down,FALSE
TYMP,0.0344,0.1317,0.991867,0.825428,0.945789,NS,Concordant Up,TRUE
BSG,-0.0342,0.1319,0.985438,0.733407,0.712919,NS,Discordant (Young Down / Old Up),FALSE
TMEM245,0.0916,-0.0745,0.966263,0.944919,0.893261,NS,Discordant (Young Up / Old Down),TRUE
APOOL,-0.0796,-0.0863,0.92916,0.918744,0.99973,NS,Concordant Down,FALSE
