gene,LV1,LV2,LV3,LV4,LV5,LV6,LV7,LV8
PSMC1,0,0,0,0,0.25364332497376146,0.2640756532583914,0.2191603671521398,0
PSMC5,0.2942430181398687,0,0.020368306063421267,0,0.342425857446907,0,0.043096328728856,0
RPS8,0.08213051756766133,0.05006572994672534,0,0,0.8302436044222244,0,0.057601187879490645,0
RPS15A,0.029285424088612053,0.029116463212358647,0,0.012664721184811602,0.667394688546578,0,0.11665383490370049,0
RPS16,0,0,0.0036122408402309435,0,0.839465487449052,0,0.15117617670614683,0.0048256363184057864
UBE2G1,0.3729035032392967,0,0.22821139830264092,0,0.03647362964801525,0,0,0
YWHAE,0.18650511595328767,0,0.33245148834668586,0,0.04084923630658906,0,0.15136075952483907,0
RPS14,0.12310299898358947,0,0,0,0.7553462068666487,0,0.10389949834105368,0.007024173813316676
RPS23,0.44099449561463333,0,0,0.025682807938343884,0.6247644386472436,0,0,0
RPS18,0,0.06278412371094327,0,0,0.9370707595225481,0.03739705979996275,0,0.0038049649936740468
RPS13,0.2849237025295934,0.007128696825206124,0.07656129945112575,0,0.7433023281305123,0,0.11717886416461665,0
RPS11,0.00410013748647828,0,0,0,0.47553477083542695,0.06766301715466409,0.332279516483374,0.06656842377705306
SNRPD2,0,0.03541784107743065,0.1420315156329176,0.08346434362694173,0.15657807361902124,0.010278081639266634,0,0.0405344961205682
SNRPD3,0.3129459386808475,0,0,0.2036185381939099,0.27512101712674064,0,0,0.025497114378977757
TMSB4X,0.3921484139443071,0,0,0.010734788732040978,0,0,0.17826082527447587,0.13782605694827935
PSMC6,0.12612172772477276,0,0,0,0.275739750958352,0.468644270703572,0.1592954414248939,0
RPL7A,0.07985329733778565,0,0,0.13077288178070506,0.8184139358753654,0,0.08173487299865054,0
ETF1,0,0,0,0,0.2970339675123174,0.2080716449051806,0.2056853458319513,0
CNBP,0,0,0.29705188503011104,0.10564721396729043,0.1645417623861449,0,0,0
RPS4X,0,0.06793471528367383,0,0,0.8668530306716995,0.042633591584446184,0.02669918717794273,0.023683258865841782
RPL23A,0.010655817764873671,0,0,0.04010720801386443,0.6913573537086884,0,0,0
RPS6,0,0.022581736453772733,0,0,0.830868018320608,0,0.09176234851671972,0.0401461794296228
H2BC4,0,0,0,0.4048039039779125,0,0.16777029649410652,0,0.036556272447486916
RAB1A,0,0,0.04207947378629138,0,0,0.21720502369465963,0.04188305094061234,0.0577526686137314
RAN,0.10553477472695343,0,0.17923269426138905,0,0.02530883746337352,0,0.3000497133599861,0.10012182202358413
RPL23,0.08407755962338674,0,0,0.02370825289852534,0.701189384442364,0,0,0
RAP1A,0,0,0.2487090269504472,0,0.14093715466033488,0,0.11058731679295444,0.056595337732817684
RPS15,0.04705579848493804,0.06752825298987704,0.01599853790117198,0.060026357957647006,0.790790445973874,0,0,0.06324079339753581
RPS24,0.4047346981564541,0,0,0.08773614650190532,0.6256099418689364,0,0,0
RPS25,0.18730642446346868,0,0,0,0.7444671298894091,0,0.0630877248447521,0
RPS26,0.33173137433589883,0.06626525178579118,0,0.028987592709723634,0.4543006592188447,0,0.017212924173788783,0
RPS28,0,0.08025193356865229,0,0,0.6931073545848825,0.09815323236769614,0.05304278985240411,0.008608427007148563
GNB1,0,0,0.17477554453163202,0,0,0.18240769264683285,0.05307949679040587,0
GNB2,0,0,0.19003403672132885,0,0,0.3856882794907898,0,0
RPL30,0.047904759609429526,0,0,0.16562582942446935,0.6635436051744598,0,0.14501437006377083,0
RPL31,0.21117857416748168,0,0.046532286803815506,0.16444314474310898,0.7490390178487915,0,0,0
RPL10A,0,0,0,0.1985784556211278,0.8402559361206771,0,0,0
RPL32,0,0,0,0.22043569899180096,0.8109535352662073,0.12460847356452036,0,0
RPL11,0.08360407398871013,0,0.02230005630114084,0.025128406100768594,0.8465780830309111,0,0,0
RPL8,0,0,0,0.13093509689463187,0.8360324620327397,0.07693387591815216,0,0.019471182542492766
PPIA,0,0,0.3304984823863514,0,0,7.62912286894121e-5,0.14994821595945326,0.24007423134531344
FKBP1A,0,0,0.026138637394634248,0,0,0.4802177758446357,0,0
RPS27A,0.42553963514505727,0.14449914397317906,0,0.05736985252870989,0.3243598059448034,0.33366723254429526,0.27837069979153634,0
GRB2,0,0,0.3127350646890596,0.0032364941915026604,0.2170997628186999,0.055680187048175275,0,0
RAC1,0.1076696250643744,0,0.22689760544884705,0.0028310733412266922,0,0,0.16788234916778788,0
AP2B1,0,0.12573343696925585,0,0,0.07559305655777439,0,0.36781240606928967,0.08109725460010928
VAMP2,0.2655835202493661,0.021864732171718252,0.1456192040432936,0,0,0,0.1470814352883783,0.08163750360239275
PPP3R1,0.19803897826137376,0,0.29547046244745256,0.12522942248892768,0,0.1752623864158653,0,0
YWHAZ,0,0,0.19297466227873875,0,0,0.10907435052337322,0.15066950194472162,0.24517120458216216
UBE2B,0.0052641016227965645,0,0.1266419663272997,0.0485344695577016,0,0.1175073664026705,0,0.030113718038240332
PPP2R2A,0,0,0.16076788772035636,0,0,0.04374011085762153,0.06516455574594587,0.2214305542707516
DYNLL1,0,0.09470911017673857,0.14451282966017537,0,0,0,0.0902966697346697,0.05228519031108245
DYNLT1,0,0,0,0,0.13769101595246414,0.2950871011645579,0.22806512280280697,0
RPL38,0.31721426911556083,0.017560663387838685,0.019308784062184958,0.27735952400986696,0.5093346555531626,0,0,0
SKP1,0.2551336131223035,0,0.14275334008592616,0,0,0,0.11974956943837144,0.1559812992195208
RPS21,0,0.011545309518386523,0,0.05348583859362157,0.8395270798325759,0.19564629581094614,0,0.04124346949230143
EIF5A,0,0,0.08681315350112817,0,0,0.43707052092080045,0.026567595064422453,0
RACK1,0,0,0,0.011642738272463897,0.5500056176127056,0.018152258840859678,0,0
UBE2I,0,0.02185469873650277,0.3505932267161971,0.02891476142613065,0,0.03200075190794104,0,0.026192079435865254
SELENOW,0.4235010491675051,0.09903556425690413,0.0875451646899984,0,0,0,0,0
TNNC1,0,0.007293194604126592,0,0.7556926470866703,0,0,0,0.026214332036486654
PPP2CA,0,0,0.15720447337028207,0,0.13798651430176492,0,0.09206828663168244,0.15313666775966245
YBX1,0,0,0,0.06535948029557188,0.360777815613819,0,0.25494893281463676,0
CSNK2B,0.014255917261539885,0,0,0.03903166877759918,0.27505918520295,0.04289918690613262,0.07679813516587473,0
TPM4,0,0.15010285384481512,0.1169987942301576,0.09166516730286213,0,0,0.2570078489134854,0.26118502674300775
UBE2L3,0.1334117592688418,0,0.0028205331948497735,0.11877282418509746,0,0.2401842432854195,0,0
EEF1A1,0.28872415471303325,0,0,0,0.06749909156324817,0,0.4065329203648059,0
ACTA1,0,0,0,0.8562960353272232,0.1789952585286796,0,0,0
TUBA1B,0.09189363209592225,0,0.05305263297641265,0,0.2521691565469233,0,0.386160223371059,8.785383460601575e-4
TUBA4A,0.3141678006945279,0,0.03264393930972658,0,0.1725822461624481,0,0.23363587371543101,0
TUBB4B,0.21779844341719723,0,0.041531720579092275,0,0.15371887557974542,0.046712101988293946,0.24458511408717837,0
CSNK2A1,0,0,0,0.06817072228641935,0.36456268084842103,0.187075069087092,0,0
PAFAH1B2,0.22528344331646244,0,0.19025817964258904,0,0.012554793474013785,0,0.10416916526581284,0.054930263853039944
HBB,0.07549885577873994,0.05088916761872756,0,0,0,0,0.0014569537426204167,0.4886915621281948
HBA1,0,0.03412729783639148,0,0,0,0,0,0.4718681751085796
EIF4G2,0,0,0,0.030284056150021783,0.17179834106525757,0.10120813940023399,0.08350509748764973,0
PIP4K2B,0.4768052415807936,0.03418892246896828,0,0.046864233796378364,0,0,0,0
CCT2,0,0,0,0,0.17650132831643311,0.18987637146584396,0.3321606244913224,0.02928249382064533
GSTO1,0.02279098059747486,0.09199185013087095,0.18031377686767203,0,0,0,0,0.10573365641986188
PRKDC,0,0.028182053185323,0.26845075069596663,0,0.1003613440243214,0,0.2487936410503505,0.12989623193051045
DCD,0.31515535353225005,0.019744805484619123,0,0.1028596246422015,0.039759360939531904,0,0,0
MRPS25,0,0.28600086826139487,0,0.008027365280567854,0.0881217207085562,0,0.04970588824993938,0.061199953327310846
MRPS5,0,0.28216151788304106,0,0,0.19676904856765604,0.011658711282442676,0.08797033331650192,0.012131855869910174
MRPS36,0,0.31422968300523035,0,0,0,0,0.057408809539669495,0.04851770506184339
MRPS15,0.12453405319089077,0.2525831908591031,0,0,0.11823185159670488,0,0.1569439636196848,0.010254757622911694
MRPS21,0.005302141380800191,0.2081084028573727,0,0.052641340445320935,0.17371978620833572,0.09851015899908731,0,0
SARNP,0.464386886830352,0,0,0.11860084939995218,0.03559151772052035,0,0.021556792487542054,0.039908298042723826
LACTB,0,0.31047635876127183,0,0.061014879806705856,0.028837196884589165,0,0,0
RPL24,0.12386613755767492,0,0,0.18887626057355023,0.6793533123382756,0,0,0
ARF1,0,0,0.058767776925476495,0.14963362831934238,0,0.31267599341144375,0,0.022735510709684183
ARF5,0.27778300974323195,0.029499874953942195,0.0328372718839271,0,0.034557509296648865,0,0.20826659783532284,0.10090642282879657
ERH,0,0,0.2247805634787613,0.2516156833558627,0.07400237044445127,0,0,0.18295689648296967
RHOG,0,0.20041724056455698,0,0,0,0,0.24939386440363626,0.03324484824285998
RPL19,0.05296142685344508,0,0,0.12195823751906042,0.6137006972310904,0,0,0
SRSF3,0,0.02648513374721216,0.19462406507305893,0,0.08980534534838548,0.08817312639394645,0,0.0592023924006423
MXRA7,0.43538802082594646,0,0.014572554554424954,0.04458128631243152,0,0,0,0
H3-3A,0.13128578961742315,0,0,0.4055648955148032,0,0.06782640958758714,0,0.005454929809687733
FBLN2,0,0,0.4169776413459921,0.1517384293095845,0.06554661972050288,0.04630452768993348,0,0
HSPG2,0,0,0,0.5164881358119335,0,0.10501098701316704,0,0.008677396589713587
RBM3,0.06221454816533062,0,0.1008906506938263,0.18667564241870446,0.1582139825070541,0.0031274409137531573,0,0
CYCS,0.004501518379124399,0.5097895646787582,0,0,0.2775891232838285,0.05956843067707364,0,0
MPP1,0.2835849023112482,0.05721904945412868,0,0.16500084721042507,0.05034939499314422,0,0,0.20500052370996133
TFAM,0,0.44860502248874273,0,0,0,0.23372830713853993,0,0.057929896356337475
PITPNA,0.4524414056444637,0,0,0.23418284685782972,0.006112519716064278,0,0,0
SLC25A3,0.15212249864965321,0.3442394443872069,0,0,0,0,0.2090311143046684,0.007156874889220433
HDLBP,0.13683614200513278,0,0,0.24014864371893532,0.2710670049118978,0,0,0
PURA,0.12648990921914186,0,0,0.2706711900218402,0.23916633003760873,0,0,0
CLTC,0.14921887069508263,0,0,0,0.08387985085256272,0.011066054470500386,0.4425529528002397,0
FKBP3,0,0,0.25280321132576883,0.06928175839496686,0,0.18165325768346832,0,0.038768903328915506
REEP5,0.13232820350513874,0,0,0,0.19997313973435127,0.030018476458073075,0.395100971618285,0
SORD,0.34891706949165807,0,0,0.29240667460278946,0,0.03710860130137183,0,0
HNRNPU,0.16411843093170153,0,0.016078973566316865,0.057613813235477956,0,0,0.2075607066985015,0
MYBPC1,0,0,0.013310745737252168,0.7442418201231107,0.10765445339227478,0,0,0
PLIN5,0,0.3230195503613107,0.005080211504308466,0.0010033285541971432,0,0,0,0.15348785401592235
SPTBN1,0,0,0,0.04384785405528604,0.20030519488874768,0.1167949923224558,0.186303401350435,0.007747883265163301
TIAL1,0,0.09350784514392246,0.2737944022698162,0,0.0973183689832596,0,0.09534497386584127,0.14248519773911053
SET,0,0,0,0.15906529543231632,0.05532703441732499,0.3411137451272189,0,0
AMPD3,0.016386443200754136,0,0.1480065171762642,0,0.010823993435108679,0.11730964913479132,0,0
FABP5,0,0.0627674046397586,0.056030556401935466,0,0,0.19506767708285455,0,0.2784417899082216
ANK2,0.20024622617668494,0.1846214794537677,0,0.06786001772386657,0,0,0,0
CAP1,0,0.08187648791104857,0.2538461952057313,0,0.08237257785626984,0,0.047482479587681724,0.23548411201797403
EWSR1,0.43097901250494464,0.001763122170789119,0.0908710352905073,0.08500490926900586,0,0,0,0.052426766515682295
TAGLN,0,0.03161896871656818,0.009189463950490993,0.25639426778212404,0,0,0.085376826882033,0.039912300300175015
OGDH,0.1819668525335778,0.5130796885958487,0,0,0,0,0.16026146587759413,0
COX6A2,0,0.29852834665047434,0,0,0.025799704773377244,0.2719174058715784,0,0
ALDH6A1,0,0.1917892297641358,0.2130065075325239,0,0,0,0,0.17401703668279345
BDH1,0,0.459160261834648,0,0,0,0,0,0.09653909408057529
COL7A1,0.47551548611007594,0,0.01625043348110568,0.07231797186097877,0,0,0,0.19037359341850846
RPL18A,0,0.011815818813146904,0,0.16207423990101202,0.7816025913529266,0.10906252793715916,0,0
CACNB1,0.0073880336794323,0,0.23773479314238352,0.09584563167376436,0.0646140687868929,0.28133212990083156,0,0
MAP2K1,0,0,0,0.04143363657340879,0.06546720031117766,0.23756247832172475,0.0997067620526815,0
FKBP4,0,0.04092838784080882,0.08757118758960683,0,0,0.06521234053282247,0,0.1822244336970944
RPL6,0.010891714757137027,0,0,0.19415694966073502,0.4676309866579526,0,0.03740750852402002,0
AKAP12,0,0,0,0,0.025409366626244764,0.08429560392690487,0.2772458702288285,0.15825907106222817
SLC25A11,0.22518450758121994,0.18770641058059315,0,0.14580180661014563,0,0.31759334799445665,0.10891411743118969,0
CAV1,0,0.1658908475966948,0,0.1952101657342297,0,0.13043494684765844,0,0.011981269250199468
ACY1,0.08027767855033613,0.3073121902601962,0,0,0,0,0.16605765792235191,0.08105163190186364
LMNB2,0,0,0,0.44122511609529114,0,0.1866906798510986,0,0.0682085560469883
UBXN1,0.07468194405278637,0,0.23545469211697465,0,0.11441123396627789,0.04445040893288814,0,0
GBE1,0,0,0,0,0.0031341268594552926,0.014587396851681079,0.4303540849537547,0.0655317952330539
EIF4G1,0.36396915968016735,0,0.2254450233887553,0,0.40907621278981887,0.08300656956276371,0,0
PRKCQ,0.4003530278822816,0,0,0.049827529474138064,0.1444229370254989,0,0,0
GLO1,0.3042332983603527,0,0.3998798771050356,0.08268530725633556,0,0.12937847970614597,0,0
AKR1C1,0.17218038281123288,0,0,0,0.14171533977570544,0,0.31273002789181203,0.10093472937592342
SSBP1,0,0.2865372899759744,0,0.0965485156309855,0.012968182785073182,0,0.1658754121815053,0
YWHAH,0,0,0.11866338841302984,0,0.09185105217753099,0.054512541339151364,0.2551769191224356,0.07685305268117074
PLP2,0.2579938217735931,0,0.14603623158945736,0.16134240784455614,0,0,0.028135945343658545,0
UBE3A,0.05528510703681889,0,0.07102937061334813,0,0,0.15561243339328265,0,0
SRSF11,0.547894211878662,0,0,0.1785147699931493,0.14093668962717612,0,0,0
EEF1A2,0.2344561030193055,0,0,0,0,0.17877214015327628,0.32945073215855897,0
CALD1,0,0.07422750262466112,0,0.199403629820239,0.14143160273337615,0,0,0
COL14A1,0,0,0,0.02338759469502457,0,0.16950813884861338,0,0.2569070268051533
PTPN11,0,0,0.3297108361718625,0,0.04714522917745432,0,0.0744664125516283,0.09393239021097106
PSME1,0,0,0,0,0.05704754381861407,0,0.4008820616274216,0.09741834253651452
CACNG1,0,0,0.30083449662620804,0.10901519449449901,0,0.1130430512399872,0.07334071013106697,0
ZNF33A,0.5104291424423782,0,0,0.010293595664015984,0,0,0.04414334213295589,0.1259537838669488
PRDX1,0.043039400049889216,0,0.36401372964369916,0,0.05926077380085705,0.21431288084365713,0.009113456998038493,0.05723886256499291
RPL18,0,0,0.05430895458710537,0.09488352941314283,0.8156539299029393,0.031273288184434686,0,0.017325316638977413
C1QBP,0,0.20865384428369727,0,0,0,0.06935018240191222,0.17528078701244407,0
CKAP4,0,0.03465536877664228,0,0,0.2560595741996212,0,0.32225319723644147,0.09454476613407195
DPT,0,0,0.048377033512474694,0.5269404756387188,0,0,0,0.048272983856236615
KLC1,0,0,0.014630616017929919,0,0.16245940739608952,0,0.2522103735703022,0.1252625087301985
SRSF1,0.15093306288617914,0.0033982279539454666,0.22873024758413038,0.08119192515149444,0.42791100873295534,0,0,0.09706715907263631
ARHGAP1,0.08860678188160619,0,0,0.023224488245446914,0.055734254634865005,0.04603944215512586,0.332918529226722,0
ACTN3,0.12176808401254326,0,0,0.7904367635617973,0,0.15323705807910493,0,0
PPP3CA,0.0783603097139015,0,0.3032380472403315,0.23895316175640172,0.06295604318050292,0.015520169543835791,0,0
DHX9,0,0,0,0.022947259851543635,0.24882692574181015,0,0.1617229365937976,0.14728595011937654
CRYZ,0,0.017159070320476217,0,0.10540732776197688,0,0.14170812726651769,0.04881672119862421,0.012923627905846623
SLC20A2,0.02180310066679841,0.011417680950425457,0.01686295299199858,0.5275332658953089,0,0,0,0
PUDP,0.04143439725277631,0,0.11122474706593628,0.10976248013235879,0,0.19231838823246022,0,0.12363248143717875
CD47,0.26133378851483763,0,0,0,0,0,0.03425798424856936,0.1537470172876697
PPID,0.25519086559126947,0.12687959461193435,0.07013640657778372,0,0,0,0.04071229836937704,0.00703423931260387
AHNAK,0.35176563012164846,0,0.01249693548128486,0.07069541755188093,0.138361925327973,0,0.22494065202724067,0.012983861524470746
LMOD3,0.24828872149361247,0,0,0.4044758053654901,0.08617025112130113,0,0,0
HSPA14,0.23833521413038564,0,0.08077477816174909,0.16628009538699862,0.0674743783062128,0.015086233033077124,0,0
SCRN3,0.491592860034923,0,0,0.12794266260952997,0,0,0,0
NEXN,0,0,0,0.32127533171404,0.37584241803977236,0,0,0
AP1B1,0.4613815589661873,0,0,0.104553801956983,0,0,0.10983225147040751,0
BST2,0.20207741340634233,0.20469885212327152,0.13470964738399838,0.1582362146265132,0,0,0,0.06822183361749787
PMPCA,0.12663999965851352,0.4264598378977078,0,0.17712980452532184,0.1119137956099201,0,0.010750848182266683,0
ASPH,0,0,0.011130214604491031,0.11500224048057593,0.08765130204502657,0.11195004932215302,0,0
EFEMP1,0,0,0.27822623721126716,0.029231618122506027,0,0,0,0.3161485385014826
STX4,0.5205351853958479,0,0,0.17406619689775263,0,0,0,0
GRSF1,0,0.16776464307861202,0,0.04357768991352285,0.09272965212557258,0,0.16843245909316323,0
AIMP1,0,0.08228707104219463,0.03414590619630648,0,0.08665808765585992,0.2002704331273719,0.10720740881010611,0
ILF3,0.16208745987871215,0,0,0.23601098514383737,0,0,0.01513907450358092,0.175083900163793
TRAP1,0.10389744459728709,0.504828682448344,0,0,0,0,0.1172835789363757,0.09548033964571802
ANK3,0,0,0.16481362322973342,0,0.2752480125944334,0.12949242761737703,0.012385853632294719,0
HSPB3,0.3031188957635885,0,0,0,0.2112226635829755,0,0.2943815282871078,0
ECH1,0,0.5549098297631057,0,0,0,0,0.05801450061464644,0.11955805340469962
STRN3,0,0,0,0,0.23545194066603997,0.22636652980378838,0.14634380754708634,0
COASY,0.3118080398817846,0,0.14794614265835235,0.040137053062072575,0,0,0,0.07458996643437456
TRDN,0,0,0,0.3806106826752862,0.3688165986790226,0,0,0
ACACA,0.24236219692498165,0.05270611173355321,0,0,0.07994348184111667,0,0.34494988900183265,0
GPS1,0.3875177047409753,0,0.07778351339227649,0,0,0,0.11137423441661067,0
MTAP,0,0,0.14580023904889797,0.1600532289148407,0,0.14466014378829767,0,0.10282886665805387
PRKAA1,0.26309759390133697,0.0971781737554887,0,0,0.1260889554094964,0,0.029393381580370404,0.03241223468266656
TARDBP,0,0.136455406130349,0.24292835672978821,0,0,0,0.03751221728869564,0.013571254800200137
PAK1,0.3570665118239056,0,0.06159824673033546,0,0.008939608072835314,0,0,0.22271506510877467
AIMP2,0.25391200506912986,0.061133989571426364,0,0,0.029371791165686476,0,0.15738164439158675,0
PRDX4,0,0,0,0.05691821357086369,0,0.4411151785206749,0.06368842938009929,0
PAK2,0,0,0,0,0,0.12025869864926683,0.23482745963005333,0.06948680415560775
CBX3,0,0,0.3379285174543474,0,0,0,0,0.1229546751083421
PSMD2,0,0,0,0.005583804461659464,0.3046757084346157,0.4935889803354651,0.036788348807713124,0
MYBPH,0.04889471711845781,0,0,0.2077924497233905,0.2704177112941587,0,0.16296372367871698,0
SELENBP1,0,0,0.38291294232696854,0,0,0.03442977190977634,0,0.2613677773833928
TRIM28,0,0,0.26702413861328184,0,0.061815445080982516,0,0.11320238941273368,0.2022844432532811
G3BP1,0,0,0,0.18406559068872777,0.2762218204914733,0.030652841411819433,0,0.008095122024319985
PABPC4,0.13100056926897297,0.2337294752080446,0.16059261003920947,0,0.10410801731993993,0,0.055453466537001846,0
SGCG,0.182238064032635,0,0.24781156480491767,0.12294471998507082,0,0.11378785257264941,0,0
EIF3I,0,0,0,0.008110248787565257,0.6157050021249222,0.29107228774428634,0,0
CTBP1,0,0,0.07772570649134919,0.08674874520183275,0,0.20871999734671598,0,0.07469773277150633
UBE2V1,0.3162533501914924,0,0.020229252873545454,0.010621517757808568,0.048004276618615116,0,0,0.006439218328595276
DYNC1I2,0,0,0,0,0.27204903359739746,0.18364457349846522,0.2662843739194538,0
ILK,0.029937312713809252,0,0.2906348732965818,0,0,0,0.0667990398054447,0.11100022214892549
NNT,0,0.59715830420761,0,0,0,0,0.1437158007460206,0.16972109767099172
SNTA1,0.3247575449653818,0,0,0.027332957829821796,0,0.08846758307336651,0,0
SNTB2,0.02399086981948883,0,0.13824013682696307,0.1913700668652521,0,0.005678145288324004,0,0
SF3B2,0,0.1574723031664552,0.09853854156159067,0,0,0.09361248846062732,0,0.12232321230607841
PDAP1,0,0,0.0682048769293559,0,0.20281219242918772,0,0.07289814460863141,0
TMED1,0.3328696716417183,0,0,0,0.05424110064301193,0,0.2151044789306367,0
FKBP5,0.13668896235589262,0.08525805813663573,0.24280987621299138,0,0,0,0,0.05481751396595175
PICALM,0.4932704255824672,0.0109551154420163,0,0.16735413302657462,0,0,0.0017062429100569122,0.06864982603241494
MTM1,0,0,0.19339071845822725,0.03841338711951122,0.10440803059440247,0.04128821259762745,0,0
SQSTM1,0.13150510406776386,0,0,0,0.2111747927486785,0.25086076373718197,0.04241257653917814,0
MTX1,0.3574015054334229,0.19312021806969815,0,0,0,0,0,0.034544732139039504
ART3,0,0,0.3724000104710605,0.19344380190876842,0,0.15618969285443418,0,0
ASAH1,0,0.2965564661309333,0.15822811746106274,0,0,0,0.01949294340324467,0.034243157680922995
PIN1,0,0,0.02624340458157243,0,0,0.2264491491496244,0,0.0396630502765274
CAMK2B,0.05788312688465447,0.02945373378021417,0.08710344058957174,0,0.4369061382471135,0,0.01509527952356641,0
CAMK2G,0.0180474912851325,0,0,0,0.3058449798577308,0.1880618663787413,0,0
CAMK2D,0.01347710942572883,0,0,0,0.5023847206047944,0,0.22248996996655407,0
DCTN2,0,0,0,0,0.35955911147141356,0,0.2397324290259405,0.00872103976443451
NAE1,0.18772708476211739,0,0.39418799429458745,0,0,0,0,0.13493998768029838
STIM1,0,0,0,0,0.3198026736467196,0.2931224782286453,0,0
CUL1,0,0,0.2487385449461412,0,0,0.28248578454765844,0,0
CUL2,0.38244364325290003,0,0.010705894920845773,0,0.04898022911135404,0,0.11347850037622034,0
CUL3,0,0,0,0.06951574877372746,0.012559420701013319,0.16019897167491662,0.052985948108952755,0
CUL4A,0,0.11414318073429366,0.09310822763433835,0,0,0.20553315113480192,0,0.01612945102710468
FHL1,0,0,0,0,0.26915849731074026,0.27748070681648107,0.1633419537412729,0
FHL3,0.1978531003972921,0,0,0.15547778170281032,0.26663991558016426,0.03263834639335454,0,0
ITGA7,0,0,0.18000199893303198,0.3174124876363795,0,0.25264766081921664,0,0.008683980563904752
AAMP,0.2341750016141612,0,0,0,0.05350160129267933,0.09442864119547587,0,0.05001404680034853
CACNA1S,0.14589299873656822,0,0,0.09150629850312164,0.0593214710249183,0.2644618178724713,0,0
MOGS,0.4210825600578865,0.028625791725101164,0,0.1820227291096668,0.1593433770403854,0,0,0
SPTAN1,0,0,0,0.12990566202209974,0.11417795741249516,0.10162955354746696,0.3146408491995187,0
AUH,0,0.3941389692418639,0,0.014136633947674164,0,0.02670680312008512,0,0
DDX39B,0.0019557407289325906,0,0.01279206857882228,0.15778299851488836,0.10666102591284563,0,0.15117287201690657,0
BLMH,0.3167202598327299,0,0.15658343255112242,0.0195598806471001,0.023173155618199544,0,0,0
SNTB1,0.10835380641710803,0,0.06305634766552619,0.12395774951665821,0,0.13211958718682992,0,0.03263628117127785
TUBB2A,0,0,0.00744794642139946,0.021687929314383823,0.19191011138621009,0.10211599804123862,0.2629229352872185,0.033818561936412035
IDI1,0,0.23296610311284172,0.22304393270816383,0,0,0.005621884390372894,0,0.14697652847800183
PRKG1,0.39663311301686754,0,0.021079748684362805,0.13186694182001318,0,0.05534974385336414,0,0
COX17,0.4718627642317996,0.5465140469796824,0.031125205370099388,0.06619623172967694,0,0,0,0.0413621928796792
HNRNPD,0,0,0.38661105114689365,0,0.1012698772032003,0,0,0.16528176873017938
SCARB2,0.0594312986833784,0,0.07213917701980076,0,0,0.1615136140797417,0.15902810987382585,0
NID2,0,0,0.01289935892741231,0.47819482170705396,0,0.12844788010248548,0,0.09304178224575045
IL18,0.24601418774353812,0,0,0,0.11164824911364041,0,0.26175895356178075,0.09160941681227432
DAG1,0,0,0.05717679170383151,0.056078476879462755,0,0.3365421968907197,0,0
EIF3A,0,0.03846809295391312,0.09435090204917539,0,0.6746093494509532,0.018625818299451473,7.90248089287581e-4,0
UBAP2L,0.3106698424197426,0,0,0.14409733507083156,0.22511537468921253,0,0.06509391421548344,0
MLEC,0.2649636362836614,0,0,0.04484253925663769,0,0.22037236267939583,0,0
DPYSL3,0,0.04446246755401456,0.23545425423906902,0,0,0,0.10075874796844726,0.011797373877075143
DCTN1,0,0.02808900546214507,0,0,0.2626983520189464,0.1243121493195996,0.1846985430355554,0
DYNC1H1,0.06260032804428921,0,0,0,0.26382717816367174,0.05345418684405689,0.38252959475852777,0
EIF2B1,0.36632088226644044,0,0,0.010468414142723923,0.42212566367641247,0,0.2231578768105845,0
EIF4A2,0,0,0.2667971868992462,0,0.1538311090078456,0.270842549827515,0,0
CTTN,0,0,0,0.13430818023151617,0.22352046792507838,0,0.02155686462684816,0.04907471974042377
ENDOG,0.13506690464408985,0.20866310897128515,0,0.03217435870350743,0,0,0.03507294358354778,0
FLOT2,0,0,0.23043108856863387,0,0.09533185203704961,0.0351120197512518,0,0
TRIM25,0.39709422931282684,0.09883994139783121,0,0.09125824599607285,0.039006738143162085,0,0,0
FLNC,0.18389975252058408,0,0,0,0.33663595977292166,0,0.24079361226412996,0
MYBPC2,0.09030498575741193,0,0,0.7378421664541723,0.08065201224156597,0.05298035632318665,0,0
GAMT,0.013682761185903666,0,0.3978939628746799,0.16286465936044195,0,0,0,0.10018540107735209
CAPRIN1,0.090170599714997815,0,0,0.21512239550099205,0.4675531927298329,0,0,0
PRPSAP1,0,0,0,0,0.023818887299242433,0.3930914353245075,0,0
ITIH4,0,0,0.04750760734707198,0,0,0,0,0.45587556528604334
CLINT1,0,0,0,0,0.22566110977063758,0.057261537249710885,0.07198392905252475,0
GANAB,0,0,0.0794785294845052,0,0.01834986071983063,0,0.32429106333450514,0.13891694921398032
SSPN,0.35861051983499187,0,0.0963831550979522,0.16940096990212616,0.016461183717991098,0,0,0
MVP,0.0072604693591299474,0.027117670210829295,0,0.13394765523104224,0.3134329375745657,0,0.09596055050551275,0.05274787537800714
LTBP3,0,0,0.007038705762169683,0,0,0,0,0.4376258150907356
LASP1,0.0014023645350840464,0.07216984305704936,0,0.16772541274305558,0.3750942930687296,0,0,0
PTGR1,0,0.20548610223686295,0,0,0,0.13482370319972145,0.12142186420496309,0.0296205309389355
KPNB1,0.2703509675391859,0,0,0,0.20302405775161128,0,0.3122188485820407,0
NUMA1,0.11546634424186383,0.05472129338424921,0.11072637961291786,0,0.018361500585653563,0,0,0.06119317284215602
PSME4,0.3850770664765332,0,0,0,0.0644385951777492,0,0.2661879778833247,0
