LV,MEblack,MEblue,MEbrown,MEgreen,MEmagenta,MEpink,MEred,MEturquoise,MEyellow
LV1,-0.028318441798072257,-0.5275927459334597,0.29693620026434425,0.3183373935263448,0.03036703686861616,-0.08697589171012038,-0.039035791695743664,0.98233203805574,-0.5024912091087878
LV2,-0.29814670709265384,0.8157065204236994,-0.5714522543760603,-0.287809203242788,0.7706507465773184,0.03793134948323462,0.7715854628511656,-0.21555271564319814,-0.4535075769779444
LV3,-0.3717379085254124,0.3653886463954655,-0.429516207132726,-0.2913929044144209,-0.4296807893360696,0.2622833328136027,-0.023147526462272194,-0.10726937582895746,-0.01568042102584601
LV4,0.2647580064598506,-0.4149881130270035,-0.26028659744227717,0.9736939394158257,-0.28361670778605264,-0.1713784614007014,0.2858219426109976,0.33593396798334224,-0.09219991066134997
LV5,0.9775447901671536,-0.5225312022815397,0.5145497795037558,0.1273711886316681,-0.18439829451847564,-0.35114789605855656,-2.8196317812831644e-4,0.036377103906985016,-0.007675746447253813
LV6,-0.08354620165156167,-0.27029381264479735,0.04385808388454546,0.0988995877574729,-0.37357303972376305,-0.052622751605364004,-0.5109441963602007,-0.4543996730779103,0.9729905872451884
LV7,0.11856136305303862,-0.21043383144013017,0.8872614746539852,-0.3835462125679162,0.12481812379333015,-0.1658654336133992,-0.6258088429450519,-0.07093862065367115,0.08905069581391627
LV8,-0.41407320330544595,0.6266196176818398,-0.360828220953857,-0.41065614090698016,0.09782594126416233,0.8797447241516405,0.03536621292326047,-0.2709413884266519,-0.16274198662276518
