me,outcome,group,r,p,ci_lo,ci_hi,n
MEred,delta_LBM,Old,-0.44443371757442746,0.09696130999493517,-0.7792802567298772,0.0878236665110189,15
MEbrown,delta_VL,Old,0.49231333049509834,0.06228380390001644,-0.026677385332002063,0.8022529363573542,15
MEpink,delta_LBM,Young,-0.43611103992152567,0.10414204037871388,-0.7751930562010464,0.09805838965777486,15
MEturquoise,delta_VL,Young,0.5960105205501224,0.019037267763729018,0.12055472825923007,0.8490472996491784,15
