lv,outcome,group,r,p,ci_lo,ci_hi,n
LV8,delta_LBM,Old,-0.5615633657665747,0.029377100665367792,-0.833930928371334,-0.06921003840018013,15
LV3,delta_VL,Old,0.575056128633938,0.024918817108082497,0.08901544430468715,0.8399010232971451,15
LV1,delta_LBM,Young,-0.5440741298687878,0.03602098993259933,-0.8260964816507979,-0.04410325960051198,15
LV8,delta_VL,Young,0.6102228457219608,0.015699554936344687,0.14250686155356657,0.8551656264588335,15
