pathway,pval,padj,log2err,ES,NES,size,leadingEdge,database,contrast
BIOCARTA_EIF_PATHWAY,0.0015890667506301016,0.025425068010081625,0.45505986738722953,-0.6564203882386285,-1.8806624117061619,15,EEF2;EIF2S3;EIF5;EIF4A1;EIF4E;EIF3A,BioCarta,Aging
BIOCARTA_PROTEASOME_PATHWAY,0.07749077490774908,0.6199261992619927,0.07081581393191784,-0.4656827525187028,-1.4013975917273334,18,PSMA1;PSMA3;PSMA2;PSMB1;PSMA6;RPN1;PSMA7;RPN2;PSMA4,BioCarta,Aging
BIOCARTA_NFAT_PATHWAY,0.2468944099378882,0.665354847173029,0.03779964608198964,-0.43139781778859615,-1.187332615610696,13,MYH2;ACTA1;MAPK1;MAP2K1;CALM1,BioCarta,Aging
BIOCARTA_PYK2_PATHWAY,0.24950806768988587,0.665354847173029,0.0378679168710869,-0.4556306339446392,-1.1854798135524423,11,MAP2K4;MAPK1;MAP2K1;CALM1,BioCarta,Aging
BIOCARTA_UCALPAIN_PATHWAY,0.14377556984219755,0.665354847173029,0.0511279601048567,-0.4907385572668883,-1.3193100775584607,12,ACTN1;ACTN2;ACTN3;EZR;ACTA1,BioCarta,Aging
BIOCARTA_VEGF_PATHWAY,0.24381625441696114,0.665354847173029,0.038319300241029176,-0.4734628117781637,-1.1986000021730105,10,EIF2B1;EIF2S3;FLT1;EIF2S1;EIF2S2;EIF2B3,BioCarta,Aging
BIOCARTA_ERAD_PATHWAY,0.2951219512195122,0.6657687127188763,0.03501166870217918,0.43326969523393755,1.1418988577557536,11,CUL1;GANAB;UBE2I;UBA2;SAE1;CANX,BioCarta,Aging
BIOCARTA_INTEGRIN_PATHWAY,0.33288435635943814,0.6657687127188763,0.031548767810898215,-0.3463623906750468,-1.092063998473462,21,ACTN1;ACTN2;ACTN3;ACTA1;MAPK1;MAP2K1,BioCarta,Aging
BIOCARTA_AT1R_PATHWAY,0.411660777385159,0.7318413820180604,0.02801171564972922,-0.40887612637483894,-1.0350948665235313,10,MAP2K4;MAPK1;MAP2K1;CALM1,BioCarta,Aging
BIOCARTA_AGR_PATHWAY,0.8701475155279503,0.9337166324435318,0.01600642630123746,-0.2519827655762628,-0.6935300639074997,13,ACTA1;MAPK1;UTRN;LAMA2,BioCarta,Aging
BIOCARTA_ETC_PATHWAY,0.5922982885085575,0.9337166324435318,0.022538453198304498,0.34905604209034197,0.8936817167718804,10,SDHA;SDHB;ATP5F1A;SDHD;UQCRC1;GPD2,BioCarta,Aging
BIOCARTA_FMLP_PATHWAY,0.8225108225108225,0.9337166324435318,0.01702551725174719,-0.2823467269595347,-0.7346221265574536,11,MAPK1;MAP2K1;CALM1,BioCarta,Aging
BIOCARTA_MAPK_PATHWAY,0.8753593429158111,0.9337166324435318,0.01673831575492696,0.24334707343134018,0.6888087364838321,14,MAPK13;MAP2K6;GRB2;PAK1;MAP2K2,BioCarta,Aging
BIOCARTA_MCALPAIN_PATHWAY,0.7516299918500408,0.9337166324435318,0.018872189166085587,0.3051621188461717,0.7813009184170119,10,CAPN1;ITGB1;TLN1,BioCarta,Aging
BIOCARTA_MET_PATHWAY,0.6929896907216495,0.9337166324435318,0.02027896423887325,0.2987384915472724,0.8272328148248074,13,PTPN11;ITGB1;GRB2;PAK1;RAP1A;MAP2K2,BioCarta,Aging
BIOCARTA_PPARA_PATHWAY,0.939144091087554,0.939144091087554,0.015066112628423686,-0.23869333114047747,-0.6042667345914123,10,MAPK1;ME1;HSPA1A;MAPK3,BioCarta,Aging
BIOCARTA_PROTEASOME_PATHWAY,0.001117565227072811,0.017881043633164975,0.45505986738722953,-0.636673511052853,-1.970517527793707,18,UBA1;PSMB5;PSMA3;PSMA1;PSMB6;PSMA7;PSMA5;PSMB3;RPN2;PSMB7;PSMA6;PSMA2;PSMB2;UBE3A;PSMB4,BioCarta,Interaction
BIOCARTA_ERAD_PATHWAY,0.026913743657621884,0.21530994926097508,0.13008607037291475,-0.6136081644276934,-1.6465861024736943,11,GANAB;MAN2C1;SEC61A1;CANX;SAE1;CUL1,BioCarta,Interaction
BIOCARTA_INTEGRIN_PATHWAY,0.10109001406469761,0.5391467416783873,0.058436248184975975,0.444688238633727,1.3664915057334,21,ACTA1;GRB2;ACTN2;ACTN1;CAV1;MAPK1;TNS1;ACTN3,BioCarta,Interaction
BIOCARTA_AGR_PATHWAY,0.5596564955234788,0.7583719732096857,0.0217141472324866,0.3397474845013466,0.9193232321445676,13,ACTA1;LAMA2;MAPK1,BioCarta,Interaction
BIOCARTA_AT1R_PATHWAY,0.5019185090443998,0.7583719732096857,0.023445670248954838,0.3845733702780212,0.9623794720980818,10,GRB2;MAPK1;MAP2K4,BioCarta,Interaction
BIOCARTA_MAPK_PATHWAY,0.3500822218161886,0.7583719732096857,0.029638936054552038,0.4000595372582555,1.0825217069151303,13,GRB2;MAPK1;MAP2K4;MAPK12;MAP2K6;RPS6KA3,BioCarta,Interaction
BIOCARTA_MCALPAIN_PATHWAY,0.5133583572532567,0.7583719732096857,0.02621599740152998,-0.3654753865047405,-0.9536481253900804,10,EZR;CAPN1;PRKAR1A;CAPN2;PRKAR2A,BioCarta,Interaction
BIOCARTA_MET_PATHWAY,0.5154394299287411,0.7583719732096857,0.023017748942984976,0.35185441649794424,0.9520833977446236,13,ACTA1;GRB2;MAPK1;STAT3,BioCarta,Interaction
BIOCARTA_PPARA_PATHWAY,0.2263192757783175,0.7583719732096857,0.04270208721961478,-0.4663473469902948,-1.2168569749420415,10,PRKAR1A;PRKAR2A;STAT5B;ME1;HSPA1A;HSP90AA1;HSD17B4,BioCarta,Interaction
BIOCARTA_PYK2_PATHWAY,0.45620771621868716,0.7583719732096857,0.025025122032541935,0.39078266123274796,1.005981234812226,11,GRB2;MAPK1;MAP2K4;CRKL,BioCarta,Interaction
BIOCARTA_UCALPAIN_PATHWAY,0.4603960396039604,0.7583719732096857,0.024918647930122415,0.376516701298652,0.9939572151090206,12,ACTA1;ACTN2;ACTN1,BioCarta,Interaction
BIOCARTA_VEGF_PATHWAY,0.5687789799072643,0.7583719732096857,0.024495207917550735,-0.34881859631296264,-0.9101849611717732,10,EIF2S3;EIF1;EIF2B1;EIF2B4;EIF1AX;EIF2S1,BioCarta,Interaction
BIOCARTA_EIF_PATHWAY,0.7790551463984192,0.8783969791095682,0.016487531082077494,0.2740812334935694,0.7723743967249376,15,EIF3A;EIF4A1;EIF4A2;EEF2;EIF6;EIF5;EEF2K,BioCarta,Interaction
BIOCARTA_ETC_PATHWAY,0.8234971679152202,0.8783969791095682,0.015928992956591444,0.28968477661360537,0.7249245630052541,10,NDUFA1;UQCRC1,BioCarta,Interaction
BIOCARTA_NFAT_PATHWAY,0.7233692673122601,0.8783969791095682,0.017823324572231573,0.2998225122107503,0.8112901892411172,13,ACTA1;MYH2;MAPK1;GSK3B;PPP3CA,BioCarta,Interaction
