"gene","dcv_Young","dcv_Old","mean_dcv","dist_origin"
"MMP24OS",22.9367943996101,-2.43618460434077,10.2503048976347,23.0658087383992
"ESYT2",10.5849689883772,5.54791025679303,8.06643962258514,11.9507688749443
"ILVBL",5.94948202324818,-12.8038144685661,-3.42716622265894,14.1185693783193
"FSD2",-2.26903000936918,-13.8704386300856,-8.06973431972737,14.0548057608203
"TARS3",-27.7971037043969,-4.07995020038317,-15.93852695239,28.0949277982807
"VWA8",-1.06797558817746,-4.49101209433194,-2.7794938412547,4.61624972118913
"CARNS1",0.938732870941301,-17.3789054497862,-8.22008628942246,17.4042401165806
"MAP1LC3B2",-31.7698165680856,1.37272917650882,-15.1985436957884,31.7994595891478
"PGP",-6.93654409294401,2.22283257659163,-2.35685575817619,7.28399812032605
"DHRS7C",-1.30406985479537,7.06784495882957,2.8818875520171,7.18714342059754
"SMTNL1",6.23044773683844,11.8159980723911,9.02322290461479,13.3580046956208
"NUDT19",-5.78626964681897,-4.27660809369577,-5.03143887025737,7.19515762250992
"NACA",8.23783971649233,1.9901145608988,5.11397713869557,8.47481912256067
"SLC35A4",1.09883456996405,-0.726803590615908,0.186015489674073,1.31745241715983
"PDLIM1",8.42406613721853,2.03242680642629,5.22824647182241,8.66577457632681
"MYO1C",21.7844002864319,-6.98617208532317,7.39911410055438,22.8772091008769
"FXYD1",10.3728563777652,3.8252067592708,7.09903156851798,11.0556933832716
"STXBP3",20.8349223451871,-0.937004771274669,9.94895878695619,20.8559815657611
"NDUFS8",16.5461599336458,-6.7698230015096,4.8881684660681,17.8775253327063
"PSMD11",2.49768466458353,-3.45269813546285,-0.477506735439661,4.2614027148727
"PSMD12",-0.476827463236365,0.897339053565862,0.210255795164748,1.01616032531826
"PSMD9",-0.742596874081507,-1.41301593405791,-1.07780640406971,1.5962656881914
"PGRMC1",-18.1888682996155,23.8956505844461,2.85339114241525,30.0306018400347
"CLIC1",10.4138602818109,16.4440689513246,13.4289646165678,19.464220756172
"EIF3F",4.04919455342577,-4.59994503057194,-0.275375238573088,6.128251856425
"PDHX",0.886359415673553,2.45282130756553,1.66959036161954,2.60805777938309
"DCTN6",11.5031972029434,-0.842586149226026,5.33030552685868,11.534014795754
"IPO5",-0.928315012573087,-3.88336848960328,-2.40584175108819,3.99278343873197
"EEF2K",15.7130463379641,-10.0628589420529,2.8250936979556,18.6590716625094
"EML1",5.55821080209842,-3.99103861784566,0.783586092126376,6.84266735781442
"DNM1L",1.23616616383839,-2.83137046742064,-0.797602151791126,3.0894603911364
"RTCA",-3.05673509410505,-5.32606767654803,-4.19140138532654,6.14089784402112
"NDUFA4",-1.03902826188863,-7.24893754571002,-4.14398290379933,7.32302364263613
