gene,cluster,membership
CRAT,C2,0.9999999394246754
GPD2,C1,0.9999589220244394
NAMPT,C2,0.999447549839942
PSMC4,C3,0.9995112047842855
TSFM,C2,0.9996311467000488
TNNT3,C4,0.9999977593445042
ASPA,C2,0.9999550928171581
PPIC,C4,0.5054506122704038
VDAC2,C2,0.9791206222258363
ACADSB,C2,0.9999969336842432
USP5,C3,0.9988709772066924
MAP2K4,C2,0.5114033609581207
PHKA2,C2,0.6217630664675614
PHKA1,C1,0.7924641672937248
CRKL,C4,0.9598932280183868
MTIF2,C2,0.9918796566448778
BAG6,C3,0.8629495039583023
NSF,C1,0.9969235210297324
MAP2K3,C2,0.5167800632268333
RPL27A,C4,0.8748042896852061
RPL5,C4,0.9998292073434448
RPL28,C4,0.997546969744817
RPS9,C3,0.9980289263245438
RPS5,C4,0.892709024243295
RPS10,C1,0.541842964716925
GNPDA1,C3,0.5033180357797145
UTRN,C1,0.9330140919350569
IQGAP1,C3,0.6432809467379399
GYG1,C3,0.9494865617513394
STT3A,C1,0.8198903140346311
CAPZA2,C4,0.9996787147860612
CAPZB,C4,0.9999499330208386
EIF1AX,C3,0.9858383770281881
QARS1,C2,0.9773879882035439
RPL29,C4,0.9983892294674386
UQCRFS1,C2,0.9999948672046313
ATP5PO,C2,0.9999939042758179
LIMS1,C1,0.6182255618659922
PREP,C1,0.9997287730223349
ME1,C1,0.9909786836363575
PIP4K2A,C1,0.997802624566395
ARCN1,C3,0.9999743213191051
LSS,C2,0.9575252038005996
GCLM,C1,0.9935138387965116
CD151,C3,0.9632511590606165
PSMD8,C3,0.9992975639592292
GSS,C3,0.9913816621640364
CCT5,C3,0.9999632991946589
NES,C3,0.9993925441129421
IDH2,C2,0.9999999208983353
TNNI2,C4,0.9999918127893239
PXN,C3,0.8373732890699341
ALDH9A1,C1,0.9503938144031687
RPL34,C4,0.9886453016769617
LMAN1,C1,0.9843588446741793
FNTA,C1,0.9134331742089384
CCT3,C3,0.9998385149250762
MRPL19,C2,0.9994258480055633
TUFM,C2,0.9999736133269829
ALDH7A1,C2,0.932702524152196
CDC34,C1,0.9947228881557346
PCYT1A,C1,0.9885841797572805
AARS1,C4,0.9204803101411918
CARS1,C1,0.5022703454708749
SARS1,C3,0.9994035831842996
PSMB3,C1,0.983723115647327
PSMB2,C1,0.7305840412854587
ACADVL,C2,0.9999956715376391
ACOT2,C2,0.9999558418981657
TMED10,C1,0.9981132336585905
HINT1,C1,0.9988728766680577
NDUFV1,C2,0.9977966484050914
GSK3A,C1,0.926939439550088
GSK3B,C3,0.5136999800118363
IDH3A,C2,0.9999652823798273
SULT1A1,C1,0.7286765616499066
GDI2,C3,0.9977267962515366
EMD,C1,0.5539148952517914
CPT1A,C2,0.9582568269277475
SERPINH1,C3,0.6110520758151773
CSRP3,C3,0.9776578105851172
ST13,C1,0.980804917375859
DNM2,C3,0.9865719737321659
METAP2,C1,0.8940800400631771
NUDT2,C1,0.9609162293445707
LRBA,C4,0.9999841221713933
BCAM,C4,0.9319719712303105
RPL14,C4,0.9879073861427492
CCT8,C3,0.9999250616425784
CCT4,C3,0.9999979163253631
ATP1A2,C2,0.9183512870623546
ANXA11,C1,0.9935858965535583
FXR1,C4,0.9999739866026982
RAB5C,C3,0.609955840112993
RAB7A,C3,0.9381284072510945
DUSP3,C4,0.6930765728694283
IDH3G,C2,0.9999973072723051
GALK1,C2,0.6188777603783814
SSR4,C4,0.36422610314986137
BCAP31,C3,0.9976036096307007
MECP2,C1,0.7723243675102712
CAV2,C4,0.9876596250818421
ALDH3A2,C1,0.8001995303489415
ALDH5A1,C2,0.9999997890322065
HSD17B4,C4,0.9949651779023605
PSMD7,C1,0.9957902930436604
UBE2D1,C3,0.6543090785655463
SUOX,C2,0.9961309934581701
STAT5B,C1,0.8444899024332463
RPS6KA3,C4,0.8030474837082487
HDGF,C1,0.6991218988620037
LUM,C1,0.4951959546180478
PRELP,C1,0.9798790317842526
NDUFA8,C2,0.9330949391547576
HNRNPA3,C4,0.9986800392978104
MYOM1,C4,0.9999929394398271
PGD,C1,0.9952042821413244
HNRNPM,C4,0.9997188055272428
KPNA1,C3,0.8963594462197227
MAP2K6,C2,0.9998389636216717
ARHGDIA,C1,0.6630463350053585
ARHGDIB,C3,0.9499949450426343
RIDA,C1,0.9809022580596297
MRPL12,C2,0.9999193368401035
THOP1,C4,0.7336752201289953
AKR1C2,C1,0.9399238776810162
CAPZA1,C4,0.9997515497524383
CRIP2,C4,0.9166404190411249
BLVRA,C3,0.9736654222213796
PPP5C,C2,0.8210814662329955
NUBP1,C2,0.9843110783119315
SUCLG1,C2,0.9999997658309462
COPA,C3,0.951198351586403
HCCS,C2,0.9999991181594976
MAPK12,C1,0.99899068767346
SMTN,C2,0.9285527190950672
SLC16A1,C2,0.974158395904811
IST1,C2,0.9996946158475426
SEC24C,C3,0.9999027393744346
SUB1,C3,0.5672493145675214
RARS1,C3,0.998099433747752
CACNB3,C1,0.9717914247388469
CACNA2D1,C1,0.9955306843284933
MYOM2,C4,0.9984747224198085
YARS1,C4,0.568677802089509
USP14,C1,0.9979016307280597
PRKAG1,C3,0.9949956889491289
PRKAA2,C3,0.9906916282631837
HSPA2,C3,0.9593344482295925
RAD23A,C1,0.7190185142142398
RAD23B,C2,0.4715059029832336
AK2,C2,0.9999943364573354
NAPA,C3,0.9737523947996872
EIF5,C1,0.8931666439808593
PSMD4,C3,0.9947562184592683
DRG2,C1,0.5927138589059712
RRAD,C4,0.4815216204281758
CSE1L,C3,0.9978377736702008
VCP,C3,0.997971378299039
HADHB,C2,0.9999882208376496
NAP1L1,C3,0.999979873122998
ADK,C1,0.9365440156421012
LAMB2,C4,0.9998777372844221
CDH13,C1,0.6397018604035108
SEC13,C4,0.9266030817967472
SNU13,C1,0.8068799338134179
NPEPPS,C1,0.9999890574936553
HNRNPH2,C4,0.9472688887409633
OXCT1,C2,0.9738747158396734
SH3BGR,C4,0.9996994098467255
EIF3B,C4,0.6264749249567805
ATP5MF,C2,0.7455585847201053
NDUFV3,C2,0.9999522748493606
MARS1,C1,0.8706904337105019
ARPP19,C3,0.9354439021964874
ATP5F1E,C2,0.9998980709042536
ATP5ME,C2,0.9996241430180333
EIF6,C4,0.509849660678836
NDUFA6,C2,0.9926286790316845
SYNJ2BP,C2,0.9994563229895083
EEFSEC,C4,0.960134371317895
MTPN,C1,0.9999024064464206
DEFA3,C1,0.9093098141438761
ARPC4,C3,0.9992777709891703
CD81,C2,0.7832066593544017
TPI1,C1,0.9999903208677171
EIF3E,C4,0.9996581930669992
SEC61B,C3,0.9323853135448724
GABARAPL2,C4,0.9999472556712825
ROMO1,C3,0.7127143386306646
MYL6,C4,0.9999842896034552
ACTB,C4,0.9999998531275105
EIF4A1,C1,0.9950335712068981
RPS20,C3,0.9800000957754492
PRPS1,C1,0.9480520165468169
PSMA6,C1,0.9787325690244858
S100A10,C3,0.9993937848511606
CDC42,C1,0.9856572460290403
DSTN,C1,0.7573604499165728
RAB2A,C1,0.8223412564085488
RAB5B,C4,0.7286616675002828
RAB10,C3,0.6038329905632323
UBE2D3,C1,0.9362526641155072
UBE2M,C1,0.8699468335556813
UBE2K,C1,0.49583208024045633
UBE2N,C1,0.9836630867217573
RAB14,C1,0.9450739213648791
ACTR3,C2,0.6553575822597151
ACTR2,C3,0.9905284688882168
ACTR1A,C3,0.9994415685492818
COPS2,C1,0.5070148690712442
ABCE1,C2,0.5735614284758584
RAP1B,C1,0.7363936012731799
RPS3A,C4,0.6243437244324684
RPL26,C4,0.6227330838413396
RPL15,C4,0.9990813110230753
PCBD1,C1,0.8362443796807757
RPL37A,C4,0.9997274746813805
RHOA,C1,0.9409572836525674
HSPE1,C2,0.9997964841204888
SEC61A1,C3,0.7623588146925621
VBP1,C3,0.5434861757418945
B2M,C3,0.7305040283636605
DAD1,C4,0.8885952068961439
NPC2,C3,0.587402389725932
PKIA,C1,0.985951153157363
SUMO2,C1,0.9010111806570891
UFM1,C3,0.882541688654199
NUTF2,C1,0.9995405313544723
HNRNPK,C3,0.49792004804132567
YWHAG,C1,0.8070847101531757
RRAS2,C4,0.7141339952223635
TIMM10,C2,0.9884116562080082
RPS7,C3,0.9729043020732201
PPP1CA,C4,0.9984061064932571
PPP1CB,C4,0.9881321892038463
PSMC1,C3,0.6425187531947081
PSMC5,C3,0.9808521721327199
RPS8,C3,0.6422049348075053
RPS15A,C3,0.6090993236912872
RPS16,C3,0.7690138347399392
UBE2G1,C3,0.6098423105440545
YWHAE,C3,0.9908628001943822
RPS14,C4,0.7236702562756255
RPS23,C3,0.8151610151767135
RPS18,C4,0.9878528193898388
RPS13,C3,0.990259320479952
RPS11,C3,0.9985515753167978
SNRPD2,C4,0.9911854970375276
SNRPD3,C1,0.9836042437247542
TMSB4X,C3,0.9602171556044058
PSMC6,C3,0.6833568726914591
RPL7A,C4,0.6093419663277748
ETF1,C3,0.9941919745026684
CNBP,C4,0.9788626465617364
RPS4X,C3,0.8757298528261422
RPL23A,C4,0.9994185989422386
RPS6,C3,0.7847118977308625
H2BC4,C4,0.9790568290087535
RAB1A,C1,0.8384651985361432
RAN,C3,0.9994555040542622
RPL23,C4,0.8880993002654812
RAP1A,C3,0.9383899416583127
RPS15,C4,0.9973050381675845
RPS24,C3,0.9675292478343922
RPS25,C3,0.9528218008232492
RPS26,C3,0.8828614850149671
RPS28,C4,0.9896993616119115
GNB1,C1,0.9214768310156366
GNB2,C1,0.9844756335643888
RPL30,C4,0.9682233700953767
RPL31,C4,0.9893176752935606
RPL10A,C4,0.9999431910921144
RPL32,C4,0.9999053983825982
RPL11,C4,0.8518908717893741
RPL8,C4,0.9999892384336422
PPIA,C3,0.6908421213274172
FKBP1A,C1,0.9990092617472871
RPS27A,C3,0.9993640389066131
GRB2,C4,0.9660308757657865
RAC1,C1,0.5945309499849287
AP2B1,C3,0.9976792643664534
VAMP2,C1,0.6925112840490536
PPP3R1,C1,0.9998127319759108
YWHAZ,C1,0.5211969211512077
UBE2B,C1,0.9944088672728931
PPP2R2A,C1,0.9168318739506562
DYNLL1,C3,0.9992799292473449
DYNLT1,C3,0.9546124786020435
RPL38,C4,0.965957619036373
SKP1,C1,0.7093798293961976
RPS21,C4,0.9949000535825965
EIF5A,C1,0.954678611400929
RACK1,C4,0.9967375487934769
UBE2I,C2,0.9279837380391217
SELENOW,C2,0.5786023464663878
TNNC1,C4,0.9999981215634327
PPP2CA,C1,0.9208572986549856
YBX1,C3,0.8190438738363074
CSNK2B,C3,0.7691332478993068
TPM4,C2,0.49809740430917454
UBE2L3,C1,0.6727810343993941
EEF1A1,C3,0.9999924014950275
ACTA1,C4,0.9999997704100779
TUBA1B,C3,0.9999832688325129
TUBA4A,C3,0.9984824549356948
TUBB4B,C3,0.9997602946141246
CSNK2A1,C4,0.9984796052814187
PAFAH1B2,C1,0.945809583939749
HBB,C1,0.990928832978325
HBA1,C1,0.9973143012328928
EIF4G2,C3,0.6735941229203812
PIP4K2B,C2,0.520668156719248
CCT2,C3,0.9946877855828505
GSTO1,C2,0.9556329091518574
PRKDC,C3,0.9999266965933048
DCD,C1,0.5148204112972337
MRPS25,C2,0.9938288031440893
MRPS5,C2,0.8265199771292486
MRPS36,C2,0.5626143972785407
MRPS15,C3,0.9769844495808062
MRPS21,C2,0.8938339806751239
SARNP,C1,0.6516233542351603
LACTB,C2,0.9990273901771618
RPL24,C4,0.9998829164393561
ARF1,C1,0.7073946147602387
ARF5,C3,0.999420844894968
ERH,C4,0.9989966890527198
RHOG,C2,0.9866439518680549
RPL19,C4,0.9994400666135516
SRSF3,C4,0.550493302905871
MXRA7,C1,0.7162761962491315
H3-3A,C4,0.4948098234299752
FBLN2,C4,0.9929669709232101
HSPG2,C4,0.9992678813621126
RBM3,C4,0.9599390779126052
CYCS,C2,0.9998951175699261
MPP1,C1,0.8642487101964924
TFAM,C2,0.993776838193588
PITPNA,C1,0.8927551694825557
SLC25A3,C2,0.9997413929640612
HDLBP,C4,0.8090234720382803
PURA,C4,0.9983147742094972
CLTC,C3,0.9999980131667855
FKBP3,C1,0.9187977412160377
REEP5,C3,0.9999880404218658
SORD,C4,0.8338699508676215
HNRNPU,C3,0.9082705836024285
MYBPC1,C4,0.9999972287015919
PLIN5,C2,0.9923979969287143
SPTBN1,C3,0.8632882182447632
TIAL1,C3,0.9617208241343792
SET,C4,0.9430803944314249
AMPD3,C4,0.3693630176660465
FABP5,C1,0.9910224800803943
ANK2,C2,0.9620076416062859
CAP1,C4,0.4903637505318085
EWSR1,C3,0.9553253546257873
TAGLN,C4,0.5902494825351854
OGDH,C2,0.999969699571633
COX6A2,C2,0.9999579346641037
ALDH6A1,C2,0.6655096508464627
BDH1,C2,0.9999950394021881
COL7A1,C3,0.7210313611785294
RPL18A,C4,0.9995533336477777
CACNB1,C1,0.9871092303765598
MAP2K1,C3,0.4272699101761224
FKBP4,C1,0.629044856003757
RPL6,C4,0.998410508797239
AKAP12,C3,0.9793083941349788
SLC25A11,C2,0.894748728731832
CAV1,C4,0.6299174191776267
ACY1,C2,0.9999137400742847
LMNB2,C4,0.9296128666905802
UBXN1,C1,0.7987376742972574
GBE1,C3,0.9990327712708774
EIF4G1,C3,0.7954013876007392
PRKCQ,C4,0.5725933373599549
GLO1,C1,0.9999475294731601
AKR1C1,C3,0.9654376755448827
SSBP1,C2,0.9796852139970208
YWHAH,C4,0.8179915709124824
PLP2,C3,0.9923990461769806
UBE3A,C1,0.9956831755496524
SRSF11,C1,0.9597549188145942
EEF1A2,C3,0.9996543691321015
CALD1,C4,0.9840726352268375
COL14A1,C1,0.9823402805005025
PTPN11,C3,0.5857295496558084
PSME1,C3,0.9999759524241701
CACNG1,C1,0.6843198178049607
ZNF33A,C3,0.7232545620788078
PRDX1,C1,0.9899108395261048
RPL18,C4,0.9948856997817995
C1QBP,C2,0.992937995104456
CKAP4,C3,0.9986273462195738
DPT,C4,0.9999749864160608
KLC1,C3,0.9917482404792077
SRSF1,C4,0.9976450762037565
ARHGAP1,C3,0.9705198578357728
ACTN3,C4,0.9999773961497995
PPP3CA,C4,0.6730209977726561
DHX9,C4,0.5099989453975383
CRYZ,C1,0.39881946592547063
SLC20A2,C4,0.9998383637539798
PUDP,C1,0.994143115203053
CD47,C1,0.9812982858814513
PPID,C3,0.9000586192639919
AHNAK,C3,0.9999478758289863
LMOD3,C4,0.999697821315439
HSPA14,C3,0.53730235913076
SCRN3,C1,0.9904523573252184
NEXN,C4,0.9999928126253904
AP1B1,C3,0.9851129916202596
BST2,C4,0.4980789915122044
PMPCA,C2,0.9963101878884028
ASPH,C4,0.8664033930562071
EFEMP1,C1,0.8296920445468858
STX4,C1,0.9888774175150389
GRSF1,C2,0.9943884790964438
AIMP1,C2,0.7413438387148762
ILF3,C1,0.8856945816225893
TRAP1,C2,0.9994851275661845
ANK3,C3,0.9648904970374736
HSPB3,C3,0.9999921774792012
ECH1,C2,0.9999988248455106
STRN3,C3,0.8961443079278633
COASY,C1,0.9917880373821882
TRDN,C4,0.9999944068169075
ACACA,C3,0.9998723150933705
GPS1,C3,0.7508850871475803
MTAP,C1,0.7653942527315046
PRKAA1,C3,0.6112016486662736
TARDBP,C2,0.5444048095873387
PAK1,C1,0.9978318194574652
AIMP2,C3,0.9628699850022484
PRDX4,C4,0.6300813856907838
PAK2,C3,0.7590728817017155
CBX3,C1,0.8205385366345331
PSMD2,C1,0.914839826183788
MYBPH,C4,0.9991177312766985
SELENBP1,C1,0.9989681329668347
TRIM28,C3,0.9714241747533251
G3BP1,C4,0.9998519372321673
PABPC4,C2,0.9831189313636751
SGCG,C1,0.9858605874085742
EIF3I,C4,0.989219471704702
CTBP1,C1,0.5502685262037341
UBE2V1,C3,0.6125024599627694
DYNC1I2,C3,0.9936781037859898
ILK,C3,0.5680978212734472
NNT,C2,0.9999992825280545
SNTA1,C1,0.9920808556934704
SNTB2,C4,0.9063317046374101
SF3B2,C4,0.5006626522557126
PDAP1,C3,0.971682614115574
TMED1,C3,0.6889371767336686
FKBP5,C1,0.7064304994841868
PICALM,C3,0.7122578827552549
MTM1,C4,0.8725658962249908
SQSTM1,C1,0.8157695303720542
MTX1,C2,0.720769194142805
ART3,C1,0.9743132175130882
ASAH1,C2,0.6694221661159783
PIN1,C1,0.998827107930706
CAMK2B,C3,0.5383042061234408
CAMK2G,C4,0.9485462606111759
CAMK2D,C3,0.9168111995124828
DCTN2,C3,0.9983088645688867
NAE1,C1,0.8917368927787551
STIM1,C1,0.7259014913734867
CUL1,C1,0.7652738941529281
CUL2,C3,0.9869571582267647
CUL3,C4,0.4923859955829351
CUL4A,C3,0.8707188555154651
FHL1,C3,0.8027734012335049
FHL3,C4,0.9736120487006522
ITGA7,C4,0.803823779680283
AAMP,C1,0.8892554582816513
CACNA1S,C1,0.6749265027753932
MOGS,C4,0.9263909216038828
SPTAN1,C3,0.9931669785490064
AUH,C2,0.9999076401050813
DDX39B,C4,0.8728837345916909
BLMH,C1,0.8924573639555792
SNTB1,C1,0.9996893379948288
TUBB2A,C4,0.7653748033470508
IDI1,C2,0.9946329826579197
PRKG1,C1,0.9678270829992331
COX17,C2,0.9321225691342361
HNRNPD,C1,0.7780560657874583
SCARB2,C3,0.7303958324387536
NID2,C4,0.9994763113024846
IL18,C3,0.9890287467422048
DAG1,C1,0.9387778797229102
EIF3A,C3,0.8465347380521471
UBAP2L,C4,0.9838922478589621
MLEC,C3,0.8425735523299436
DPYSL3,C4,0.4574653256705714
DCTN1,C3,0.9877146314158136
DYNC1H1,C3,0.9999980178443397
EIF2B1,C3,0.9991062339435242
EIF4A2,C1,0.9694099776128589
CTTN,C4,0.8888664328086393
ENDOG,C2,0.9998827542451069
FLOT2,C1,0.44736830413851775
TRIM25,C2,0.8410176588638829
FLNC,C3,0.999855067194624
MYBPC2,C4,0.9999907060984085
GAMT,C1,0.9453042429092129
CAPRIN1,C4,0.9999975546069528
PRPSAP1,C1,0.9946367421397628
ITIH4,C1,0.9955520960667292
CLINT1,C4,0.5776205504835321
GANAB,C3,0.8915589898325913
SSPN,C3,0.8256963858150093
MVP,C4,0.9992723852657284
LTBP3,C3,0.47882729918903905
LASP1,C4,0.9930221525547221
PTGR1,C2,0.7445121801372953
KPNB1,C3,0.9997552219996323
NUMA1,C1,0.5401870603479841
PSME4,C3,0.9998088044089753
SLMAP,C3,0.9999963566188353
EMC2,C2,0.6809122637828008
PSMD6,C3,0.9956199596248274
ABRAXAS2,C3,0.4720946673339471
SEPTIN2,C3,0.9029911608345792
KARS1,C1,0.7958402888868586
EIF4H,C1,0.8617743304602805
EEA1,C3,0.9999523777864024
PDIA6,C1,0.6968845327701815
PAFAH1B3,C1,0.996579241396714
PLCL1,C1,0.9415724222038403
PDK1,C2,0.999978668963088
PDK2,C2,0.9999932004329054
PEA15,C3,0.6385070534247663
PGM5,C4,0.9976359618912229
PLEC,C3,0.5781708738486407
PPP2R5A,C1,0.7405381620525707
PPA1,C3,0.5014818242454776
PTGES3,C1,0.9260070673950427
STK38,C2,0.49378161798008263
NONO,C4,0.9892426838658224
PTPA,C1,0.7007161344359805
RAB35,C4,0.9676975381402197
TMED2,C1,0.9981731453868431
PCBP1,C3,0.9979174609370556
PCBP2,C4,0.817690418208652
ELOC,C4,0.7378172333840901
ELOB,C1,0.5557999664911885
UBE3C,C1,0.7162415167678043
DHCR24,C4,0.9736562832716925
RSU1,C3,0.6015979839012247
PPP1R7,C3,0.9211747245607419
SEC23A,C3,0.7553933712270934
MAPRE2,C1,0.9681801969859762
TGFBI,C1,0.4109020289785977
TSN,C1,0.9998006271607034
SF1,C1,0.38373908034865095
TRIP10,C1,0.748274238692739
MAPRE1,C3,0.9724708260687348
TSC22D1,C4,0.7103579475761714
ELAVL1,C4,0.9356663547792778
MYLK,C1,0.9547733138331383
SPEG,C4,0.8669106461104936
TBCE,C3,0.6985349284733653
UBE2V2,C1,0.9999580669297671
NEDD8,C4,0.882456328850401
ADIRF,C1,0.9991045808786791
ADIPOQ,C2,0.6345933123041154
RAB11B,C3,0.6485485868753066
ZYX,C3,0.8045771660890233
HSPB2,C3,0.9987663956086741
ETFDH,C2,0.9997198999339443
SEPTIN7,C3,0.9826659193034447
ADRM1,C1,0.9942812838793538
DDB1,C3,0.9999320522685623
CDC37,C1,0.9143505277333581
DPYSL2,C3,0.6991023329466282
SYPL1,C1,0.4393025949286762
RBBP7,C4,0.9957227088327684
SGCB,C1,0.9517450570350448
SGCA,C1,0.8574657033097642
FXN,C2,0.9999991329908101
FSCN1,C3,0.6832027673761414
DECR1,C2,0.9999996352141635
NDUFA5,C2,0.998144036234553
CLPP,C2,0.8119038280726428
TST,C2,0.9999999164563015
KYAT1,C2,0.9678463378890505
GUK1,C1,0.9934218358871676
HAGH,C1,0.9969239496711567
NDUFA9,C2,0.9939079862642817
PHKG1,C3,0.4627518601664756
PPP1R3A,C2,0.6409600850678278
HADH,C2,0.9994788751411708
UGP2,C3,0.9885728245221777
TXNRD1,C1,0.9996279597538316
IMMT,C2,0.9962009821008682
IAH1,C2,0.5165136134693218
KLHL40,C3,0.9828055275255402
TKFC,C3,0.7511945271113579
TIMM50,C2,0.9999267423668355
NADK2,C2,0.9999318954991359
FAM98B,C3,0.9348983294867276
HIKESHI,C1,0.8847884913846317
PDLIM3,C3,0.9783734959153804
HSD17B12,C2,0.7389738104934167
AGK,C2,0.9999983431231279
LACTB2,C2,0.9419007247435511
DCAF6,C1,0.995178342640726
CAVIN4,C3,0.9869429393337559
FLG2,C2,0.36375512484298106
RABL3,C3,0.9826845653998318
COQ5,C2,0.9999845493756921
NOMO2,C4,0.9889320155651388
PITRM1,C2,0.9840195745153186
WDR44,C4,0.5534167712744769
COA6,C2,0.9999997333503226
TOR1AIP1,C1,0.8837568097825702
GNAS,C1,0.7647910654697688
TTC38,C2,0.7903123440669806
C6orf136,C2,0.9999686151343464
HP1BP3,C4,0.6730532251431638
IBA57,C2,0.9999199385619063
UBR4,C1,0.5135763158992059
DCAF8,C3,0.7171507157638696
DDI2,C4,0.9999987855215239
MICOS10,C1,0.9564240537921015
LYRM7,C2,0.9996858960096278
OBSCN,C4,0.9567393072258447
MYOM3,C4,0.9999893718913074
PDE4DIP,C1,0.9791183714134362
BROX,C4,0.7111215292683246
LYPLAL1,C2,0.999241328379274
SYPL2,C1,0.9903261777534436
ECPAS,C3,0.9997376466400947
MICOS13,C2,0.9652383382217761
RNF123,C3,0.8981184131679895
TMEM198,C3,0.913117360649628
CRYBG3,C4,0.9999642854076115
NXN,C3,0.8418266690920186
PTRHD1,C3,0.5059145183347081
ABLIM2,C4,0.9999043869986572
LAMTOR1,C3,0.9854717626338878
DHRS7B,C3,0.8604763220591166
TWF2,C4,0.998390072032508
ETFRF1,C2,0.99221723408387
RAB12,C1,0.799569472929737
DENND5A,C1,0.9833214752538739
RCSD1,C1,0.8862300143517988
SLC25A24,C4,0.8276109983995079
HIBCH,C2,0.9998588332437233
CAVIN1,C1,0.9564075822635727
MRPL54,C2,0.9895614744856208
LPCAT3,C4,0.8939473572341631
TATDN1,C2,0.9465183564138979
SFXN4,C4,0.7539156787659786
FAHD1,C2,0.9999995677452022
LMOD2,C4,0.9988253460091977
SLC27A1,C2,0.9977969219034412
CCDC137,C4,0.999824475014179
CORO6,C4,0.9986972040703581
TMEM205,C1,0.892459915983708
DHRS11,C1,0.8863607428390923
APOOL,C2,0.9946702204243065
NAPRT,C1,0.8233408022112233
HSDL2,C2,0.9999825513584101
KYAT3,C1,0.9963411918165235
TRIM72,C3,0.9369954009777395
UBN2,C4,0.9999943439883907
TOM1L2,C1,0.9025847508081065
XIRP1,C4,0.8548703105564868
VPS13C,C2,0.48635045599241444
UBE2R2,C2,0.9573815471472411
SND1,C4,0.9917916255329855
TRMT10C,C2,0.9993109877613243
BZW1,C1,0.6929475459365033
EIF3M,C4,0.6909297574772962
COPS6,C3,0.9723408337475272
CHMP1B,C4,0.4911244683490715
RRM2B,C1,0.9142093430203436
ERMP1,C2,0.9935978140668006
MRPL21,C2,0.9978656946889393
DGLUCY,C2,0.7280893188031557
MYH14,C4,0.5195343729353856
SZRD1,C4,0.9525518577621033
MAVS,C2,0.9715500253139777
COMMD6,C3,0.9982456033298535
HDDC2,C2,0.6985954716483063
HDGFL2,C4,0.9317878525625815
DCXR,C2,0.9975944239224088
SPRED2,C1,0.9962368625091396
HUWE1,C1,0.9873925197073726
GLRX5,C2,0.9998378634111171
MYPN,C4,0.9998511001137309
SRL,C4,0.9113842477192889
PRUNE1,C3,0.7750952599267423
ACOT1,C4,0.995640983854916
ISCA2,C2,0.9997843246251007
MTDH,C3,0.6781313837744195
KTN1,C3,0.9949369183406686
NLRX1,C2,0.9999990672531197
ALYREF,C1,0.9860013939479456
MDP1,C2,0.8899289304814035
SLC25A42,C2,0.9993513595962356
NRAP,C3,0.9908975031029208
VPS36,C1,0.9792338639021249
CAND1,C3,0.9933794617537307
COMMD7,C4,0.9410997488450599
LDHD,C2,0.9512606590078266
CARM1,C1,0.943828631240145
NIT1,C1,0.9329661940912924
NDUFA11,C3,0.8742839184718014
ECHDC2,C2,0.9665902431085439
PHYKPL,C3,0.9652002099427631
MUSTN1,C3,0.5180519484224019
NAXD,C2,0.5237761691599528
MFN1,C2,0.8845069178333095
SLC44A2,C1,0.9817725453848919
HSCB,C2,0.9782228667117245
ADHFE1,C2,0.9999852281871079
UNC45B,C3,0.9964195083896465
MSRB3,C1,0.9786115715189171
KLHDC8B,C3,0.9068525687296659
SUPV3L1,C2,0.9836913806975945
THNSL1,C2,0.9972975044922044
PM20D2,C3,0.9900817094150948
MICU2,C2,0.9990601039597645
ELMOD2,C1,0.973307860734582
ALDH16A1,C1,0.8742849675126011
FAM185A,C2,0.9999996926257155
ADSS1,C1,0.94248313100482906
NDUFAF2,C2,0.9999754183888903
LRRC47,C3,0.990660489707882
GPD1L,C2,0.9522238308821107
EHBP1L1,C3,0.938123490833221
CMYA5,C2,0.9981914792210277
TXLNB,C3,0.9974518797352949
SYNPO,C4,0.9994899371699649
TOMM5,C2,0.9995045989516337
CHCHD4,C2,0.9989873628512638
CBR4,C2,0.99975520205342
MMGT1,C3,0.7264638228942266
SMIM20,C2,0.999986012917818
CISD2,C1,0.9941280613876141
ATPAF2,C2,0.9999860937326613
JAGN1,C1,0.9911148642690519
MRPL50,C2,0.9999211102642802
EMC1,C3,0.538983193920133
PTGR2,C1,0.9997996599928233
SMYD1,C4,0.9999413534088819
NHLRC2,C3,0.9997550524867416
RDH13,C2,0.9926705746840977
TXNDC5,C3,0.9990681294301142
ATAD1,C2,0.999736688946599
SCCPDH,C2,0.9933360962920201
SERBP1,C4,0.8715643877603837
FAM98A,C3,0.4548182337926813
PDPR,C2,0.9958416997299229
NAXE,C2,0.9218348154574072
NPEPL1,C2,0.4279584311168161
ADPRHL1,C3,0.9938634147829344
CHDH,C2,0.9977776101700185
ABCF1,C3,0.9763922790871066
MCU,C2,0.8599395050465843
ABHD11,C2,0.9999836148611971
ATL2,C1,0.9449447871554665
PPTC7,C2,0.9999875388043138
COQ8A,C2,0.9999997211872335
NPLOC4,C1,0.5151124854890771
SPATA20,C4,0.9688743068626195
NUBPL,C2,0.9703956668258062
DEPTOR,C4,0.6850574432118772
RDH11,C1,0.5956807460195197
LRRC20,C1,0.985160943322859
NT5C,C1,0.9839921033143335
PNPT1,C2,0.9470352989118512
SPPL2A,C4,0.6534162008902792
PREX1,C4,0.746290568872796
NEK9,C3,0.9936706726485165
GPT2,C2,0.9991875931373022
MYOZ3,C4,0.9544699687735436
NEK7,C1,0.642386250896005
DTD1,C1,0.9718970533471731
UTP15,C4,0.99999871592666
SETD7,C3,0.8729321486286528
NUP133,C1,0.9974193522328252
PDCD6IP,C1,0.9071719018725322
