gene,pathway,database,cluster
DHRS7C,Unmapped,NA,C1
SMTNL1,Unmapped,NA,C1
EML1,Unmapped,NA,C1
KPNA4,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
FBP2,HALLMARK_GLYCOLYSIS,Hallmark,C1
PDXK,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C1
GAPDHS,HALLMARK_GLYCOLYSIS,Hallmark,C1
IMPA2,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C1
PDCD5,Unmapped,NA,C1
XPO1,Unmapped,NA,C1
ATP2A1,Unmapped,NA,C1
SYNJ2,Unmapped,NA,C1
ARPC2,Unmapped,NA,C1
PFDN6,Unmapped,NA,C1
MAPK13,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C1
SLC16A3,HALLMARK_GLYCOLYSIS,Hallmark,C1
YKT6,HALLMARK_PROTEIN_SECRETION,Hallmark,C1
ARPC5,Unmapped,NA,C1
DHX15,Unmapped,NA,C1
CYB5B,Unmapped,NA,C1
TPD52L2,Unmapped,NA,C1
LAT,GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,GO:BP,C1
DNPH1,GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS,GO:BP,C1
BUB3,Unmapped,NA,C1
PRKAB2,Unmapped,NA,C1
SLC37A4,HALLMARK_GLYCOLYSIS,Hallmark,C1
PRPSAP2,Unmapped,NA,C1
TBC1D4,Unmapped,NA,C1
SNX2,HALLMARK_PROTEIN_SECRETION,Hallmark,C1
USO1,GOBP_GOLGI_ORGANIZATION,GO:BP,C1
TOM1,Unmapped,NA,C1
PFDN1,Unmapped,NA,C1
COBL,Unmapped,NA,C1
GGCT,Unmapped,NA,C1
VPS4B,HALLMARK_PROTEIN_SECRETION,Hallmark,C1
SH3BGRL,Unmapped,NA,C1
TIPRL,Unmapped,NA,C1
PSMD10,Unmapped,NA,C1
IDH1,HALLMARK_GLYCOLYSIS,Hallmark,C1
DCTN3,Unmapped,NA,C1
FLOT1,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
DDAH1,GOBP_VASCULATURE_DEVELOPMENT,GO:BP,C1
PLPBP,GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:BP,C1
ZRANB2,Unmapped,NA,C1
PGM3,Unmapped,NA,C1
H6PD,GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:BP,C1
OXSR1,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C1
BAG2,Unmapped,NA,C1
EML2,Unmapped,NA,C1
BPNT1,HALLMARK_GLYCOLYSIS,Hallmark,C1
MOCS2,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C1
CYB5A,HALLMARK_GLYCOLYSIS,Hallmark,C1
ADH1B,Unmapped,NA,C1
LDHA,HALLMARK_GLYCOLYSIS,Hallmark,C1
ALDH1A1,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C1
SOD1,HALLMARK_GLYCOLYSIS,Hallmark,C1
CP,HALLMARK_COMPLEMENT,Hallmark,C1
PGK1,HALLMARK_GLYCOLYSIS,Hallmark,C1
AK1,Unmapped,NA,C1
HP,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C1
CFB,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
CA2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
SERPINA1,HALLMARK_COMPLEMENT,Hallmark,C1
SERPINA3,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C1
AGT,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
A2M,HALLMARK_COAGULATION,Hallmark,C1
C3,HALLMARK_COMPLEMENT,Hallmark,C1
CSTA,Unmapped,NA,C1
JCHAIN,Unmapped,NA,C1
IGKV3-20,Unmapped,NA,C1
IGHV3-7,Unmapped,NA,C1
IGKC,GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,GO:BP,C1
IGHG1,GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,GO:BP,C1
IGHG2,GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,GO:BP,C1
IGHG3,GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,GO:BP,C1
IGHM,GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,GO:BP,C1
IGHA1,GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,GO:BP,C1
HLA-DRB1,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
KRT14,Unmapped,NA,C1
APOE,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
APOC2,HALLMARK_COAGULATION,Hallmark,C1
LRG1,GOBP_VASCULATURE_DEVELOPMENT,GO:BP,C1
RBP4,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C1
ORM1,Unmapped,NA,C1
TTR,Unmapped,NA,C1
ALB,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C1
TF,HALLMARK_COAGULATION,Hallmark,C1
FTH1,Unmapped,NA,C1
MT2A,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
CAT,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
ALDOA,HALLMARK_GLYCOLYSIS,Hallmark,C1
CSTB,Unmapped,NA,C1
KRT1,GOBP_VASCULATURE_DEVELOPMENT,GO:BP,C1
GAPDH,GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:BP,C1
HLA-A,GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,GO:BP,C1
APOD,GOBP_VASCULATURE_DEVELOPMENT,GO:BP,C1
ALDH2,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C1
S100A8,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
SERPING1,HALLMARK_COMPLEMENT,Hallmark,C1
CLEC3B,Unmapped,NA,C1
KRT8,Unmapped,NA,C1
S100A9,HALLMARK_COMPLEMENT,Hallmark,C1
EIF4E,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
CKM,Unmapped,NA,C1
ENO1,HALLMARK_GLYCOLYSIS,Hallmark,C1
GPI,GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:BP,C1
DBI,Unmapped,NA,C1
GPX1,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C1
CTSD,HALLMARK_COMPLEMENT,Hallmark,C1
DCN,HALLMARK_GLYCOLYSIS,Hallmark,C1
PSAP,Unmapped,NA,C1
BPGM,GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:BP,C1
ANXA6,Unmapped,NA,C1
CFH,HALLMARK_COMPLEMENT,Hallmark,C1
SNRNP70,Unmapped,NA,C1
SERPINF2,GOBP_VASCULATURE_DEVELOPMENT,GO:BP,C1
KRT19,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C1
ENO2,HALLMARK_GLYCOLYSIS,Hallmark,C1
GSTP1,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C1
QDPR,Unmapped,NA,C1
HMGB1,GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,GO:BP,C1
FBP1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
GSTM1,Unmapped,NA,C1
HMOX1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
LTA4H,HALLMARK_COMPLEMENT,Hallmark,C1
IGLC2,Unmapped,NA,C1
IGLC3,GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,GO:BP,C1
ARAF,Unmapped,NA,C1
TXN,HALLMARK_GLYCOLYSIS,Hallmark,C1
PRKAR1A,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
ESD,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C1
CLU,HALLMARK_COMPLEMENT,Hallmark,C1
EPB41,HALLMARK_HEME_METABOLISM,Hallmark,C1
SPTB,HALLMARK_HEME_METABOLISM,Hallmark,C1
ADH5,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C1
CKB,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C1
ANXA3,GOBP_VASCULATURE_DEVELOPMENT,GO:BP,C1
XRCC5,Unmapped,NA,C1
IFITM1,Unmapped,NA,C1
LAMP2,HALLMARK_COMPLEMENT,Hallmark,C1
RNH1,GOBP_VASCULATURE_DEVELOPMENT,GO:BP,C1
VCAN,HALLMARK_GLYCOLYSIS,Hallmark,C1
KRT10,Unmapped,NA,C1
KRT5,Unmapped,NA,C1
TPT1,Unmapped,NA,C1
ALAD,HALLMARK_HEME_METABOLISM,Hallmark,C1
APEH,Unmapped,NA,C1
PRKAR2A,Unmapped,NA,C1
ENO3,GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:BP,C1
CD59,HALLMARK_COMPLEMENT,Hallmark,C1
PRKCSH,Unmapped,NA,C1
PKM,HALLMARK_GLYCOLYSIS,Hallmark,C1
CPA3,Unmapped,NA,C1
PGAM2,HALLMARK_GLYCOLYSIS,Hallmark,C1
UCHL3,Unmapped,NA,C1
NME1,Unmapped,NA,C1
ANK1,HALLMARK_HEME_METABOLISM,Hallmark,C1
PPP3CB,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
FAH,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
PSMC3,Unmapped,NA,C1
PGAM1,HALLMARK_GLYCOLYSIS,Hallmark,C1
TSPAN8,HALLMARK_PROTEIN_SECRETION,Hallmark,C1
TYMP,GOBP_VASCULATURE_DEVELOPMENT,GO:BP,C1
ANXA7,Unmapped,NA,C1
BTF3,Unmapped,NA,C1
PVALB,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
PSMB1,Unmapped,NA,C1
GSTM3,Unmapped,NA,C1
ATP6V1B2,Unmapped,NA,C1
GPD1,GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:BP,C1
RYR1,Unmapped,NA,C1
COMT,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
OSBP,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
UBA1,Unmapped,NA,C1
GPX3,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C1
FBLN1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
S100A1,HALLMARK_COAGULATION,Hallmark,C1
CFL1,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
ATP2B4,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C1
ACP1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
AZGP1,Unmapped,NA,C1
MPST,Unmapped,NA,C1
PSMA1,GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,GO:BP,C1
PSMA2,Unmapped,NA,C1
PSMA4,Unmapped,NA,C1
DDX6,Unmapped,NA,C1
U2AF2,Unmapped,NA,C1
STOM,Unmapped,NA,C1
RPA1,Unmapped,NA,C1
PSMA5,Unmapped,NA,C1
PSMB6,Unmapped,NA,C1
GSTM2,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C1
CD38,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
IMPA1,Unmapped,NA,C1
EPHA2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
TKT,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C1
PRDX6,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C1
BLVRB,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
DDT,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
PEBP1,Unmapped,NA,C1
PDIA3,Unmapped,NA,C1
ADSS2,Unmapped,NA,C1
LRPAP1,Unmapped,NA,C1
ADSL,Unmapped,NA,C1
SRI,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
GDI1,Unmapped,NA,C1
CASQ1,Unmapped,NA,C1
PRDX2,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C1
MCM5,Unmapped,NA,C1
SHMT1,Unmapped,NA,C1
MPI,HALLMARK_GLYCOLYSIS,Hallmark,C1
GPC1,HALLMARK_GLYCOLYSIS,Hallmark,C1
SERPINB6,Unmapped,NA,C1
RDX,Unmapped,NA,C1
RPA3,Unmapped,NA,C1
AGL,HALLMARK_GLYCOLYSIS,Hallmark,C1
GLRX,HALLMARK_GLYCOLYSIS,Hallmark,C1
KRT2,Unmapped,NA,C1
MAP2K2,GOBP_GOLGI_ORGANIZATION,GO:BP,C1
ATP6V1E1,Unmapped,NA,C1
PGM1,GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:BP,C1
GMPR,Unmapped,NA,C1
GPX4,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C1
TALDO1,HALLMARK_GLYCOLYSIS,Hallmark,C1
SNCA,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
ATP6V1A,Unmapped,NA,C1
COL18A1,GOBP_VASCULATURE_DEVELOPMENT,GO:BP,C1
STAT3,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
MDH1,HALLMARK_GLYCOLYSIS,Hallmark,C1
PPP1R2,Unmapped,NA,C1
TMPO,Unmapped,NA,C1
SLC1A4,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
GPD2,HALLMARK_COMPLEMENT,Hallmark,C1
PHKA1,Unmapped,NA,C1
NSF,Unmapped,NA,C1
RPS10,Unmapped,NA,C1
UTRN,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
STT3A,Unmapped,NA,C1
LIMS1,Unmapped,NA,C1
PREP,HALLMARK_COMPLEMENT,Hallmark,C1
ME1,HALLMARK_GLYCOLYSIS,Hallmark,C1
PIP4K2A,Unmapped,NA,C1
GCLM,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C1
ALDH9A1,HALLMARK_GLYCOLYSIS,Hallmark,C1
LMAN1,GOBP_GOLGI_ORGANIZATION,GO:BP,C1
FNTA,Unmapped,NA,C1
CDC34,Unmapped,NA,C1
PCYT1A,Unmapped,NA,C1
CARS1,Unmapped,NA,C1
PSMB3,Unmapped,NA,C1
PSMB2,Unmapped,NA,C1
TMED10,GOBP_GOLGI_ORGANIZATION,GO:BP,C1
HINT1,GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS,GO:BP,C1
GSK3A,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
SULT1A1,Unmapped,NA,C1
EMD,Unmapped,NA,C1
ST13,Unmapped,NA,C1
METAP2,Unmapped,NA,C1
NUDT2,Unmapped,NA,C1
ANXA11,Unmapped,NA,C1
MECP2,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
ALDH3A2,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C1
PSMD7,Unmapped,NA,C1
STAT5B,Unmapped,NA,C1
HDGF,HALLMARK_HEME_METABOLISM,Hallmark,C1
PRELP,Unmapped,NA,C1
PGD,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
ARHGDIA,Unmapped,NA,C1
RIDA,Unmapped,NA,C1
AKR1C2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
MAPK12,Unmapped,NA,C1
CACNB3,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
CACNA2D1,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
USP14,HALLMARK_COMPLEMENT,Hallmark,C1
RAD23A,HALLMARK_HEME_METABOLISM,Hallmark,C1
EIF5,Unmapped,NA,C1
DRG2,Unmapped,NA,C1
ADK,Unmapped,NA,C1
CDH13,HALLMARK_COMPLEMENT,Hallmark,C1
SNU13,Unmapped,NA,C1
NPEPPS,Unmapped,NA,C1
MARS1,Unmapped,NA,C1
MTPN,Unmapped,NA,C1
DEFA3,Unmapped,NA,C1
TPI1,HALLMARK_GLYCOLYSIS,Hallmark,C1
EIF4A1,Unmapped,NA,C1
PRPS1,HALLMARK_GLYCOLYSIS,Hallmark,C1
PSMA6,Unmapped,NA,C1
CDC42,GOBP_GOLGI_ORGANIZATION,GO:BP,C1
DSTN,Unmapped,NA,C1
RAB2A,GOBP_GOLGI_ORGANIZATION,GO:BP,C1
UBE2D3,Unmapped,NA,C1
UBE2M,Unmapped,NA,C1
UBE2N,GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,GO:BP,C1
RAB14,HALLMARK_PROTEIN_SECRETION,Hallmark,C1
COPS2,Unmapped,NA,C1
RAP1B,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
PCBD1,Unmapped,NA,C1
RHOA,GOBP_VASCULATURE_DEVELOPMENT,GO:BP,C1
PKIA,Unmapped,NA,C1
SUMO2,Unmapped,NA,C1
NUTF2,Unmapped,NA,C1
YWHAG,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
SNRPD3,Unmapped,NA,C1
RAB1A,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
GNB1,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
GNB2,HALLMARK_COMPLEMENT,Hallmark,C1
FKBP1A,Unmapped,NA,C1
RAC1,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
VAMP2,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
PPP3R1,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
YWHAZ,GOBP_GOLGI_ORGANIZATION,GO:BP,C1
UBE2B,Unmapped,NA,C1
PPP2R2A,Unmapped,NA,C1
SKP1,Unmapped,NA,C1
EIF5A,Unmapped,NA,C1
PPP2CA,GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:BP,C1
UBE2L3,Unmapped,NA,C1
PAFAH1B2,Unmapped,NA,C1
HBB,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C1
HBA1,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C1
DCD,Unmapped,NA,C1
SARNP,Unmapped,NA,C1
ARF1,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
MXRA7,Unmapped,NA,C1
MPP1,HALLMARK_HEME_METABOLISM,Hallmark,C1
PITPNA,Unmapped,NA,C1
FKBP3,Unmapped,NA,C1
FABP5,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
CACNB1,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
FKBP4,HALLMARK_GLYCOLYSIS,Hallmark,C1
UBXN1,Unmapped,NA,C1
GLO1,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C1
UBE3A,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
SRSF11,Unmapped,NA,C1
COL14A1,Unmapped,NA,C1
CACNG1,Unmapped,NA,C1
PRDX1,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C1
PUDP,Unmapped,NA,C1
CD47,GOBP_VASCULATURE_DEVELOPMENT,GO:BP,C1
SCRN3,Unmapped,NA,C1
EFEMP1,Unmapped,NA,C1
STX4,HALLMARK_COMPLEMENT,Hallmark,C1
ILF3,Unmapped,NA,C1
COASY,Unmapped,NA,C1
MTAP,GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:BP,C1
PAK1,Unmapped,NA,C1
CBX3,Unmapped,NA,C1
PSMD2,Unmapped,NA,C1
SELENBP1,HALLMARK_HEME_METABOLISM,Hallmark,C1
SGCG,Unmapped,NA,C1
CTBP1,Unmapped,NA,C1
SNTA1,Unmapped,NA,C1
FKBP5,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C1
SQSTM1,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
ART3,Unmapped,NA,C1
PIN1,Unmapped,NA,C1
NAE1,Unmapped,NA,C1
STIM1,GOBP_VASCULATURE_DEVELOPMENT,GO:BP,C1
CUL1,Unmapped,NA,C1
AAMP,GOBP_VASCULATURE_DEVELOPMENT,GO:BP,C1
CACNA1S,Unmapped,NA,C1
BLMH,Unmapped,NA,C1
SNTB1,Unmapped,NA,C1
PRKG1,Unmapped,NA,C1
HNRNPD,Unmapped,NA,C1
DAG1,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
EIF4A2,Unmapped,NA,C1
GAMT,Unmapped,NA,C1
PRPSAP1,Unmapped,NA,C1
ITIH4,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
NUMA1,Unmapped,NA,C1
KARS1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
EIF4H,Unmapped,NA,C1
PDIA6,Unmapped,NA,C1
PAFAH1B3,Unmapped,NA,C1
PLCL1,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
PPP2R5A,Unmapped,NA,C1
PTGES3,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
PTPA,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C1
TMED2,GOBP_GOLGI_ORGANIZATION,GO:BP,C1
ELOB,Unmapped,NA,C1
UBE3C,Unmapped,NA,C1
MAPRE2,Unmapped,NA,C1
TSN,Unmapped,NA,C1
TRIP10,Unmapped,NA,C1
MYLK,GOBP_VASCULATURE_DEVELOPMENT,GO:BP,C1
UBE2V2,Unmapped,NA,C1
ADIRF,Unmapped,NA,C1
ADRM1,Unmapped,NA,C1
CDC37,Unmapped,NA,C1
SGCB,GOBP_VASCULATURE_DEVELOPMENT,GO:BP,C1
SGCA,Unmapped,NA,C1
GUK1,Unmapped,NA,C1
HAGH,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C1
TXNRD1,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C1
HIKESHI,GOBP_GOLGI_ORGANIZATION,GO:BP,C1
DCAF6,Unmapped,NA,C1
TOR1AIP1,Unmapped,NA,C1
GNAS,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
UBR4,Unmapped,NA,C1
MICOS10,Unmapped,NA,C1
PDE4DIP,GOBP_GOLGI_ORGANIZATION,GO:BP,C1
SYPL2,Unmapped,NA,C1
RAB12,Unmapped,NA,C1
DENND5A,Unmapped,NA,C1
RCSD1,Unmapped,NA,C1
CAVIN1,HALLMARK_HYPOXIA,Hallmark,C1
TMEM205,Unmapped,NA,C1
DHRS11,Unmapped,NA,C1
NAPRT,GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:BP,C1
KYAT3,Unmapped,NA,C1
TOM1L2,Unmapped,NA,C1
BZW1,Unmapped,NA,C1
RRM2B,Unmapped,NA,C1
SPRED2,Unmapped,NA,C1
HUWE1,GOBP_GOLGI_ORGANIZATION,GO:BP,C1
ALYREF,Unmapped,NA,C1
VPS36,Unmapped,NA,C1
CARM1,Unmapped,NA,C1
NIT1,Unmapped,NA,C1
SLC44A2,Unmapped,NA,C1
MSRB3,Unmapped,NA,C1
ELMOD2,Unmapped,NA,C1
ALDH16A1,Unmapped,NA,C1
ADSS1,Unmapped,NA,C1
CISD2,Unmapped,NA,C1
JAGN1,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
PTGR2,Unmapped,NA,C1
ATL2,Unmapped,NA,C1
NPLOC4,GOBP_GOLGI_ORGANIZATION,GO:BP,C1
RDH11,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C1
LRRC20,Unmapped,NA,C1
NT5C,GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS,GO:BP,C1
NEK7,HALLMARK_HEME_METABOLISM,Hallmark,C1
DTD1,Unmapped,NA,C1
NUP133,Unmapped,NA,C1
PDCD6IP,Unmapped,NA,C1
NUDCD2,Unmapped,NA,C1
IFT81,Unmapped,NA,C1
PSMF1,Unmapped,NA,C1
UBXN4,Unmapped,NA,C1
SGCD,GOBP_VASCULATURE_DEVELOPMENT,GO:BP,C1
DDX17,Unmapped,NA,C1
CUL5,Unmapped,NA,C1
ATP2A3,Unmapped,NA,C1
PHKB,Unmapped,NA,C1
UBE2F,Unmapped,NA,C1
WBP2,Unmapped,NA,C1
PTER,Unmapped,NA,C1
ZBTB9,Unmapped,NA,C1
DCPS,Unmapped,NA,C1
CCDC124,Unmapped,NA,C1
CMBL,Unmapped,NA,C1
DYNLL2,Unmapped,NA,C1
SCRN2,Unmapped,NA,C1
OTUB1,Unmapped,NA,C1
DCUN1D1,HALLMARK_HEME_METABOLISM,Hallmark,C1
PYURF,Unmapped,NA,C1
ABHD14B,Unmapped,NA,C1
TMX3,Unmapped,NA,C1
BTF3L4,Unmapped,NA,C1
USP47,Unmapped,NA,C1
CNDP2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
STAC3,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
QKI,GOBP_VASCULATURE_DEVELOPMENT,GO:BP,C1
PLIN4,Unmapped,NA,C1
ALKBH3,Unmapped,NA,C1
VPS35,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
METTL26,Unmapped,NA,C1
CLCC1,Unmapped,NA,C1
PEBP4,Unmapped,NA,C1
PSMB7,Unmapped,NA,C1
PSMD1,Unmapped,NA,C1
PAFAH2,Unmapped,NA,C1
PARK7,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C1
TSNAX,Unmapped,NA,C1
COPS8,Unmapped,NA,C1
CHP1,Unmapped,NA,C1
TXN2,Unmapped,NA,C1
TSG101,HALLMARK_PROTEIN_SECRETION,Hallmark,C1
CPNE1,Unmapped,NA,C1
PRMT1,Unmapped,NA,C1
WDR77,Unmapped,NA,C1
JPH2,Unmapped,NA,C1
TXNDC17,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C1
CPPED1,Unmapped,NA,C1
MIEN1,Unmapped,NA,C1
LXN,HALLMARK_HYPOXIA,Hallmark,C1
COPS4,Unmapped,NA,C1
ADI1,Unmapped,NA,C1
TMED9,GOBP_GOLGI_ORGANIZATION,GO:BP,C1
NT5C1A,GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS,GO:BP,C1
NLN,Unmapped,NA,C1
ASPSCR1,Unmapped,NA,C1
NIBAN1,Unmapped,NA,C1
UBXN6,Unmapped,NA,C1
LNPK,Unmapped,NA,C1
PITHD1,Unmapped,NA,C1
NIF3L1,Unmapped,NA,C1
NT5C3A,Unmapped,NA,C1
HDHD2,Unmapped,NA,C1
C11orf54,Unmapped,NA,C1
TMX4,Unmapped,NA,C1
MYLK2,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
SH3BGRL3,Unmapped,NA,C1
PPIL3,Unmapped,NA,C1
C11orf68,Unmapped,NA,C1
RBKS,GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:BP,C1
AAMDC,Unmapped,NA,C1
METTL7A,Unmapped,NA,C1
ARMT1,Unmapped,NA,C1
COPS7B,Unmapped,NA,C1
CARS2,Unmapped,NA,C1
GLOD4,Unmapped,NA,C1
HHATL,Unmapped,NA,C1
MRPL47,Unmapped,NA,C1
DYNLRB1,Unmapped,NA,C1
PFDN4,Unmapped,NA,C1
NIT2,Unmapped,NA,C1
GPHN,Unmapped,NA,C1
MBNL1,Unmapped,NA,C1
PHPT1,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
LANCL2,Unmapped,NA,C1
OLA1,Unmapped,NA,C1
DDX19A,Unmapped,NA,C1
SEPTIN11,Unmapped,NA,C1
