gene,pathway,database,cluster
GCDH,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C3
USP13,Unmapped,NA,C3
FAM162A,Unmapped,NA,C3
TMEM230,Unmapped,NA,C3
ISOC2,Unmapped,NA,C3
SLC25A46,Unmapped,NA,C3
TMEM143,Unmapped,NA,C3
FAM136A,Unmapped,NA,C3
FGGY,Unmapped,NA,C3
ACSF2,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C3
ISOC1,Unmapped,NA,C3
OPTN,Unmapped,NA,C3
KCTD12,Unmapped,NA,C3
RMDN1,Unmapped,NA,C3
ECHDC3,Unmapped,NA,C3
NUDT16,Unmapped,NA,C3
MRPL38,Unmapped,NA,C3
DAZAP1,Unmapped,NA,C3
DNAJA3,GOCC_NUCLEOID,GO:CC,C3
PTCD3,HALLMARK_ADIPOGENESIS,Hallmark,C3
CHMP6,Unmapped,NA,C3
FAHD2A,Unmapped,NA,C3
SUCLG2,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C3
COQ10A,Unmapped,NA,C3
MCEE,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C3
MCCC1,HALLMARK_ADIPOGENESIS,Hallmark,C3
PCYT2,Unmapped,NA,C3
PLIN2,HALLMARK_ADIPOGENESIS,Hallmark,C3
PHB2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
HSD17B10,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
DMAC2L,Unmapped,NA,C3
ACO2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
COQ7,Unmapped,NA,C3
SLC29A1,Unmapped,NA,C3
NIPSNAP1,Unmapped,NA,C3
ARPC5L,Unmapped,NA,C3
MICU1,GOCC_ORGANELLE_ENVELOPE_LUMEN,GO:CC,C3
PRXL2A,Unmapped,NA,C3
NIPSNAP3B,Unmapped,NA,C3
NTPCR,Unmapped,NA,C3
AGMAT,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C3
TACO1,Unmapped,NA,C3
UBAC1,Unmapped,NA,C3
AARSD1,Unmapped,NA,C3
DHRS4,Unmapped,NA,C3
TMEM70,Unmapped,NA,C3
CHCHD7,GOCC_ORGANELLE_ENVELOPE_LUMEN,GO:CC,C3
APOO,GOCC_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX,GO:CC,C3
ABHD6,Unmapped,NA,C3
MECR,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C3
TIMM21,GOCC_ORGANELLE_ENVELOPE_LUMEN,GO:CC,C3
NUDT9,Unmapped,NA,C3
SORBS1,HALLMARK_ADIPOGENESIS,Hallmark,C3
HINT2,Unmapped,NA,C3
TMEM120A,Unmapped,NA,C3
BCL2L13,HALLMARK_ADIPOGENESIS,Hallmark,C3
HDHD5,Unmapped,NA,C3
MRPL13,Unmapped,NA,C3
MRPL9,Unmapped,NA,C3
MRPL1,Unmapped,NA,C3
BCO2,Unmapped,NA,C3
MRPL37,Unmapped,NA,C3
SLIRP,GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,GO:BP,C3
EGLN1,Unmapped,NA,C3
TMEM126A,Unmapped,NA,C3
PAIP1,Unmapped,NA,C3
CLPB,GOCC_ORGANELLE_ENVELOPE_LUMEN,GO:CC,C3
PCBD2,Unmapped,NA,C3
EHD4,Unmapped,NA,C3
TNMD,Unmapped,NA,C3
PPA2,Unmapped,NA,C3
MRPL46,Unmapped,NA,C3
GHITM,HALLMARK_ADIPOGENESIS,Hallmark,C3
FN3K,Unmapped,NA,C3
OPA3,Unmapped,NA,C3
DCTPP1,Unmapped,NA,C3
PTGES2,Unmapped,NA,C3
ACAD9,Unmapped,NA,C3
COQ10B,Unmapped,NA,C3
SFXN1,Unmapped,NA,C3
L2HGDH,Unmapped,NA,C3
FN3KRP,Unmapped,NA,C3
RDH14,Unmapped,NA,C3
PARVB,Unmapped,NA,C3
MCCC2,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C3
TXNRD2,Unmapped,NA,C3
SSU72,Unmapped,NA,C3
SARS2,GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,GO:BP,C3
ACOT13,Unmapped,NA,C3
MRPL40,Unmapped,NA,C3
HINT3,Unmapped,NA,C3
ACSS2,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C3
DIABLO,GOCC_ORGANELLE_ENVELOPE_LUMEN,GO:CC,C3
SDR39U1,Unmapped,NA,C3
AASDHPPT,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C3
CMC2,Unmapped,NA,C3
HEBP1,Unmapped,NA,C3
TOMM22,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
IARS2,Unmapped,NA,C3
SIRT3,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C3
ACSS1,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C3
ABHD10,Unmapped,NA,C3
PANK4,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C3
DNAJC11,GOCC_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX,GO:CC,C3
TMLHE,Unmapped,NA,C3
ATAD3A,GOCC_NUCLEOID,GO:CC,C3
MRPS18A,Unmapped,NA,C3
OXSM,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C3
MRPL22,Unmapped,NA,C3
NDUFB11,Unmapped,NA,C3
OCIAD1,Unmapped,NA,C3
MARCHF5,Unmapped,NA,C3
CHCHD3,GOCC_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX,GO:CC,C3
SIRT5,GOCC_ORGANELLE_ENVELOPE_LUMEN,GO:CC,C3
TUBA8,Unmapped,NA,C3
CISD1,Unmapped,NA,C3
GLTP,Unmapped,NA,C3
COQ3,HALLMARK_ADIPOGENESIS,Hallmark,C3
HSPBP1,Unmapped,NA,C3
EHD2,Unmapped,NA,C3
NDUFAF4,Unmapped,NA,C3
NDUFA13,Unmapped,NA,C3
PDP1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
SUCLA2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
ATXN10,Unmapped,NA,C3
SAE1,Unmapped,NA,C3
VPS29,Unmapped,NA,C3
UQCR10,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
KDM5B,Unmapped,NA,C3
WARS2,GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,GO:BP,C3
SMPX,Unmapped,NA,C3
NDUFA12,Unmapped,NA,C3
ATP5IF1,Unmapped,NA,C3
AK3,Unmapped,NA,C3
SLC25A13,Unmapped,NA,C3
STOML2,GOCC_ORGANELLE_ENVELOPE_LUMEN,GO:CC,C3
ACAD8,Unmapped,NA,C3
MYH13,Unmapped,NA,C3
EPDR1,Unmapped,NA,C3
MYO6,Unmapped,NA,C3
NFU1,Unmapped,NA,C3
PPP6R1,Unmapped,NA,C3
USP24,Unmapped,NA,C3
BCS1L,Unmapped,NA,C3
VDAC3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
GSTK1,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C3
COA3,Unmapped,NA,C3
TMA7,Unmapped,NA,C3
COQ6,Unmapped,NA,C3
ACOT9,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C3
MRPL11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
MSRB2,Unmapped,NA,C3
FIS1,Unmapped,NA,C3
AFG3L2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
RNF114,Unmapped,NA,C3
SAMM50,GOCC_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX,GO:CC,C3
TIMM9,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
TIMM8B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
TIMM13,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
MPC1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
HCFC2,Unmapped,NA,C3
MRPS18B,Unmapped,NA,C3
NFS1,Unmapped,NA,C3
MTCH2,HALLMARK_ADIPOGENESIS,Hallmark,C3
BZW2,Unmapped,NA,C3
CHCHD2,GOCC_ORGANELLE_ENVELOPE_LUMEN,GO:CC,C3
NDUFB9,Unmapped,NA,C3
COX11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
SQOR,HALLMARK_ADIPOGENESIS,Hallmark,C3
DHRS7C,Unmapped,NA,C4
SMTNL1,Unmapped,NA,C4
EML1,Unmapped,NA,C4
KPNA4,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
FBP2,HALLMARK_GLYCOLYSIS,Hallmark,C4
PDXK,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C4
GAPDHS,HALLMARK_GLYCOLYSIS,Hallmark,C4
IMPA2,Unmapped,NA,C4
PDCD5,Unmapped,NA,C4
XPO1,Unmapped,NA,C4
ATP2A1,Unmapped,NA,C4
SYNJ2,Unmapped,NA,C4
ARPC2,Unmapped,NA,C4
PFDN6,Unmapped,NA,C4
MAPK13,Unmapped,NA,C4
SLC16A3,HALLMARK_GLYCOLYSIS,Hallmark,C4
YKT6,GOCC_GOLGI_APPARATUS,GO:CC,C4
ARPC5,Unmapped,NA,C4
DHX15,Unmapped,NA,C4
CYB5B,Unmapped,NA,C4
TPD52L2,Unmapped,NA,C4
LAT,GOCC_GOLGI_APPARATUS,GO:CC,C4
DNPH1,Unmapped,NA,C4
BUB3,Unmapped,NA,C4
PRKAB2,Unmapped,NA,C4
SLC37A4,HALLMARK_GLYCOLYSIS,Hallmark,C4
PRPSAP2,Unmapped,NA,C4
TBC1D4,GOCC_GOLGI_APPARATUS,GO:CC,C4
SNX2,Unmapped,NA,C4
USO1,GOCC_GOLGI_APPARATUS,GO:CC,C4
TOM1,GOCC_GOLGI_APPARATUS,GO:CC,C4
PFDN1,Unmapped,NA,C4
COBL,Unmapped,NA,C4
GGCT,Unmapped,NA,C4
VPS4B,Unmapped,NA,C4
SH3BGRL,Unmapped,NA,C4
TIPRL,Unmapped,NA,C4
PSMD10,Unmapped,NA,C4
IDH1,HALLMARK_GLYCOLYSIS,Hallmark,C4
DCTN3,Unmapped,NA,C4
FLOT1,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
DDAH1,Unmapped,NA,C4
PLPBP,Unmapped,NA,C4
ZRANB2,Unmapped,NA,C4
PGM3,Unmapped,NA,C4
H6PD,Unmapped,NA,C4
OXSR1,Unmapped,NA,C4
BAG2,Unmapped,NA,C4
EML2,Unmapped,NA,C4
BPNT1,HALLMARK_GLYCOLYSIS,Hallmark,C4
MOCS2,Unmapped,NA,C4
CYB5A,HALLMARK_GLYCOLYSIS,Hallmark,C4
ADH1B,Unmapped,NA,C4
LDHA,HALLMARK_GLYCOLYSIS,Hallmark,C4
ALDH1A1,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C4
SOD1,HALLMARK_GLYCOLYSIS,Hallmark,C4
CP,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
PGK1,HALLMARK_GLYCOLYSIS,Hallmark,C4
AK1,Unmapped,NA,C4
HP,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
CFB,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
CA2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
SERPINA1,HALLMARK_COMPLEMENT,Hallmark,C4
SERPINA3,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
AGT,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
A2M,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
C3,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
CSTA,Unmapped,NA,C4
JCHAIN,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
IGKV3-20,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
IGHV3-7,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
IGKC,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
IGHG1,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
IGHG2,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
IGHG3,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
IGHM,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
IGHA1,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
HLA-DRB1,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
KRT14,Unmapped,NA,C4
APOE,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
APOC2,Unmapped,NA,C4
LRG1,Unmapped,NA,C4
RBP4,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C4
ORM1,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
TTR,Unmapped,NA,C4
ALB,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
TF,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
FTH1,Unmapped,NA,C4
MT2A,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
CAT,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
ALDOA,HALLMARK_GLYCOLYSIS,Hallmark,C4
CSTB,Unmapped,NA,C4
KRT1,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
GAPDH,Unmapped,NA,C4
HLA-A,GOCC_GOLGI_APPARATUS,GO:CC,C4
APOD,Unmapped,NA,C4
ALDH2,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C4
S100A8,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
SERPING1,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
CLEC3B,Unmapped,NA,C4
KRT8,GOCC_SARCOLEMMA,GO:CC,C4
S100A9,HALLMARK_COMPLEMENT,Hallmark,C4
EIF4E,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
CKM,Unmapped,NA,C4
ENO1,HALLMARK_GLYCOLYSIS,Hallmark,C4
GPI,Unmapped,NA,C4
DBI,GOCC_GOLGI_APPARATUS,GO:CC,C4
GPX1,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C4
CTSD,HALLMARK_COMPLEMENT,Hallmark,C4
DCN,HALLMARK_GLYCOLYSIS,Hallmark,C4
PSAP,Unmapped,NA,C4
BPGM,Unmapped,NA,C4
ANXA6,Unmapped,NA,C4
CFH,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
SNRNP70,Unmapped,NA,C4
SERPINF2,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
KRT19,GOCC_SARCOLEMMA,GO:CC,C4
ENO2,HALLMARK_GLYCOLYSIS,Hallmark,C4
GSTP1,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C4
QDPR,Unmapped,NA,C4
HMGB1,Unmapped,NA,C4
FBP1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
GSTM1,Unmapped,NA,C4
HMOX1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
LTA4H,HALLMARK_COMPLEMENT,Hallmark,C4
IGLC2,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
IGLC3,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
ARAF,Unmapped,NA,C4
TXN,HALLMARK_GLYCOLYSIS,Hallmark,C4
PRKAR1A,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
ESD,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C4
CLU,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
EPB41,Unmapped,NA,C4
SPTB,Unmapped,NA,C4
ADH5,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C4
CKB,Unmapped,NA,C4
ANXA3,Unmapped,NA,C4
XRCC5,Unmapped,NA,C4
IFITM1,GOCC_GOLGI_APPARATUS,GO:CC,C4
LAMP2,HALLMARK_COMPLEMENT,Hallmark,C4
RNH1,Unmapped,NA,C4
VCAN,HALLMARK_GLYCOLYSIS,Hallmark,C4
KRT10,Unmapped,NA,C4
KRT5,Unmapped,NA,C4
TPT1,Unmapped,NA,C4
ALAD,Unmapped,NA,C4
APEH,Unmapped,NA,C4
PRKAR2A,Unmapped,NA,C4
ENO3,Unmapped,NA,C4
CD59,HALLMARK_COMPLEMENT,Hallmark,C4
PRKCSH,Unmapped,NA,C4
PKM,HALLMARK_GLYCOLYSIS,Hallmark,C4
CPA3,Unmapped,NA,C4
PGAM2,HALLMARK_GLYCOLYSIS,Hallmark,C4
UCHL3,GOCC_GOLGI_APPARATUS,GO:CC,C4
NME1,Unmapped,NA,C4
ANK1,GOCC_SARCOLEMMA,GO:CC,C4
PPP3CB,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
FAH,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
PSMC3,Unmapped,NA,C4
PGAM1,HALLMARK_GLYCOLYSIS,Hallmark,C4
TSPAN8,Unmapped,NA,C4
TYMP,Unmapped,NA,C4
ANXA7,Unmapped,NA,C4
BTF3,Unmapped,NA,C4
PVALB,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
PSMB1,Unmapped,NA,C4
GSTM3,Unmapped,NA,C4
ATP6V1B2,Unmapped,NA,C4
GPD1,Unmapped,NA,C4
RYR1,GOCC_SARCOLEMMA,GO:CC,C4
COMT,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
OSBP,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
UBA1,Unmapped,NA,C4
GPX3,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C4
FBLN1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
S100A1,GOCC_GOLGI_APPARATUS,GO:CC,C4
CFL1,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
ATP2B4,GOCC_SARCOLEMMA,GO:CC,C4
ACP1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
AZGP1,Unmapped,NA,C4
MPST,Unmapped,NA,C4
PSMA1,Unmapped,NA,C4
PSMA2,Unmapped,NA,C4
PSMA4,Unmapped,NA,C4
DDX6,Unmapped,NA,C4
U2AF2,Unmapped,NA,C4
STOM,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
RPA1,Unmapped,NA,C4
PSMA5,Unmapped,NA,C4
PSMB6,Unmapped,NA,C4
GSTM2,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C4
CD38,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
IMPA1,Unmapped,NA,C4
EPHA2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
TKT,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C4
PRDX6,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C4
BLVRB,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
DDT,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
PEBP1,Unmapped,NA,C4
PDIA3,Unmapped,NA,C4
ADSS2,Unmapped,NA,C4
LRPAP1,GOCC_GOLGI_APPARATUS,GO:CC,C4
ADSL,Unmapped,NA,C4
SRI,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
GDI1,GOCC_GOLGI_APPARATUS,GO:CC,C4
CASQ1,GOCC_SARCOLEMMA,GO:CC,C4
PRDX2,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C4
MCM5,Unmapped,NA,C4
SHMT1,Unmapped,NA,C4
MPI,HALLMARK_GLYCOLYSIS,Hallmark,C4
GPC1,HALLMARK_GLYCOLYSIS,Hallmark,C4
SERPINB6,Unmapped,NA,C4
RDX,GOCC_SARCOLEMMA,GO:CC,C4
RPA3,Unmapped,NA,C4
AGL,HALLMARK_GLYCOLYSIS,Hallmark,C4
GLRX,HALLMARK_GLYCOLYSIS,Hallmark,C4
KRT2,Unmapped,NA,C4
MAP2K2,GOCC_GOLGI_APPARATUS,GO:CC,C4
ATP6V1E1,Unmapped,NA,C4
PGM1,Unmapped,NA,C4
GMPR,Unmapped,NA,C4
GPX4,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C4
TALDO1,HALLMARK_GLYCOLYSIS,Hallmark,C4
SNCA,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
ATP6V1A,GOCC_GOLGI_APPARATUS,GO:CC,C4
COL18A1,Unmapped,NA,C4
STAT3,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
MDH1,HALLMARK_GLYCOLYSIS,Hallmark,C4
PPP1R2,Unmapped,NA,C4
TMPO,Unmapped,NA,C4
SLC1A4,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
GPD2,HALLMARK_COMPLEMENT,Hallmark,C4
PHKA1,Unmapped,NA,C4
NSF,GOCC_GOLGI_APPARATUS,GO:CC,C4
RPS10,Unmapped,NA,C4
UTRN,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
STT3A,Unmapped,NA,C4
LIMS1,Unmapped,NA,C4
PREP,HALLMARK_COMPLEMENT,Hallmark,C4
ME1,HALLMARK_GLYCOLYSIS,Hallmark,C4
PIP4K2A,Unmapped,NA,C4
GCLM,Unmapped,NA,C4
ALDH9A1,HALLMARK_GLYCOLYSIS,Hallmark,C4
LMAN1,GOCC_GOLGI_APPARATUS,GO:CC,C4
FNTA,Unmapped,NA,C4
CDC34,Unmapped,NA,C4
PCYT1A,Unmapped,NA,C4
CARS1,Unmapped,NA,C4
PSMB3,Unmapped,NA,C4
PSMB2,Unmapped,NA,C4
TMED10,GOCC_GOLGI_APPARATUS,GO:CC,C4
HINT1,Unmapped,NA,C4
GSK3A,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
SULT1A1,Unmapped,NA,C4
EMD,Unmapped,NA,C4
ST13,Unmapped,NA,C4
METAP2,Unmapped,NA,C4
NUDT2,Unmapped,NA,C4
ANXA11,Unmapped,NA,C4
MECP2,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
ALDH3A2,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C4
PSMD7,Unmapped,NA,C4
STAT5B,Unmapped,NA,C4
HDGF,Unmapped,NA,C4
PRELP,GOCC_GOLGI_APPARATUS,GO:CC,C4
PGD,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
ARHGDIA,Unmapped,NA,C4
RIDA,Unmapped,NA,C4
AKR1C2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
MAPK12,Unmapped,NA,C4
CACNB3,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
CACNA2D1,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
USP14,HALLMARK_COMPLEMENT,Hallmark,C4
RAD23A,GOCC_GOLGI_APPARATUS,GO:CC,C4
EIF5,Unmapped,NA,C4
DRG2,Unmapped,NA,C4
ADK,Unmapped,NA,C4
CDH13,HALLMARK_COMPLEMENT,Hallmark,C4
SNU13,Unmapped,NA,C4
NPEPPS,Unmapped,NA,C4
MARS1,Unmapped,NA,C4
MTPN,Unmapped,NA,C4
DEFA3,GOCC_GOLGI_APPARATUS,GO:CC,C4
TPI1,HALLMARK_GLYCOLYSIS,Hallmark,C4
EIF4A1,Unmapped,NA,C4
PRPS1,HALLMARK_GLYCOLYSIS,Hallmark,C4
PSMA6,Unmapped,NA,C4
CDC42,GOCC_GOLGI_APPARATUS,GO:CC,C4
DSTN,Unmapped,NA,C4
RAB2A,GOCC_GOLGI_APPARATUS,GO:CC,C4
UBE2D3,Unmapped,NA,C4
UBE2M,Unmapped,NA,C4
UBE2N,Unmapped,NA,C4
RAB14,GOCC_GOLGI_APPARATUS,GO:CC,C4
COPS2,Unmapped,NA,C4
RAP1B,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
PCBD1,Unmapped,NA,C4
RHOA,Unmapped,NA,C4
PKIA,Unmapped,NA,C4
SUMO2,Unmapped,NA,C4
NUTF2,Unmapped,NA,C4
YWHAG,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
SNRPD3,Unmapped,NA,C4
RAB1A,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
GNB1,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
GNB2,HALLMARK_COMPLEMENT,Hallmark,C4
FKBP1A,Unmapped,NA,C4
RAC1,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
VAMP2,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
PPP3R1,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
YWHAZ,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
UBE2B,Unmapped,NA,C4
PPP2R2A,Unmapped,NA,C4
SKP1,Unmapped,NA,C4
EIF5A,Unmapped,NA,C4
PPP2CA,Unmapped,NA,C4
UBE2L3,Unmapped,NA,C4
PAFAH1B2,Unmapped,NA,C4
HBB,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
HBA1,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
DCD,Unmapped,NA,C4
SARNP,Unmapped,NA,C4
ARF1,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
MXRA7,Unmapped,NA,C4
MPP1,Unmapped,NA,C4
PITPNA,Unmapped,NA,C4
FKBP3,Unmapped,NA,C4
FABP5,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
CACNB1,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
FKBP4,HALLMARK_GLYCOLYSIS,Hallmark,C4
UBXN1,Unmapped,NA,C4
GLO1,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C4
UBE3A,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
SRSF11,Unmapped,NA,C4
COL14A1,Unmapped,NA,C4
CACNG1,GOCC_SARCOLEMMA,GO:CC,C4
PRDX1,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C4
PUDP,Unmapped,NA,C4
CD47,Unmapped,NA,C4
SCRN3,Unmapped,NA,C4
EFEMP1,Unmapped,NA,C4
STX4,HALLMARK_COMPLEMENT,Hallmark,C4
ILF3,Unmapped,NA,C4
COASY,Unmapped,NA,C4
MTAP,Unmapped,NA,C4
PAK1,Unmapped,NA,C4
CBX3,Unmapped,NA,C4
PSMD2,Unmapped,NA,C4
SELENBP1,Unmapped,NA,C4
SGCG,GOCC_SARCOLEMMA,GO:CC,C4
CTBP1,Unmapped,NA,C4
SNTA1,GOCC_SARCOLEMMA,GO:CC,C4
FKBP5,Unmapped,NA,C4
SQSTM1,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
ART3,Unmapped,NA,C4
PIN1,Unmapped,NA,C4
NAE1,Unmapped,NA,C4
STIM1,Unmapped,NA,C4
CUL1,Unmapped,NA,C4
AAMP,Unmapped,NA,C4
CACNA1S,GOCC_SARCOLEMMA,GO:CC,C4
BLMH,Unmapped,NA,C4
SNTB1,GOCC_SARCOLEMMA,GO:CC,C4
PRKG1,GOCC_GOLGI_APPARATUS,GO:CC,C4
HNRNPD,Unmapped,NA,C4
DAG1,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
EIF4A2,Unmapped,NA,C4
GAMT,Unmapped,NA,C4
PRPSAP1,Unmapped,NA,C4
ITIH4,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
NUMA1,Unmapped,NA,C4
KARS1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
EIF4H,Unmapped,NA,C4
PDIA6,Unmapped,NA,C4
PAFAH1B3,Unmapped,NA,C4
PLCL1,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
PPP2R5A,Unmapped,NA,C4
