gene,pathway,database,cluster
PTGES3,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
PTPA,Unmapped,NA,C4
TMED2,GOCC_GOLGI_APPARATUS,GO:CC,C4
ELOB,Unmapped,NA,C4
UBE3C,Unmapped,NA,C4
MAPRE2,Unmapped,NA,C4
TSN,Unmapped,NA,C4
TRIP10,GOCC_GOLGI_APPARATUS,GO:CC,C4
MYLK,Unmapped,NA,C4
UBE2V2,Unmapped,NA,C4
ADIRF,Unmapped,NA,C4
ADRM1,Unmapped,NA,C4
CDC37,Unmapped,NA,C4
SGCB,GOCC_GOLGI_APPARATUS,GO:CC,C4
SGCA,GOCC_GOLGI_APPARATUS,GO:CC,C4
GUK1,Unmapped,NA,C4
HAGH,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C4
TXNRD1,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C4
HIKESHI,Unmapped,NA,C4
DCAF6,Unmapped,NA,C4
TOR1AIP1,Unmapped,NA,C4
GNAS,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
UBR4,Unmapped,NA,C4
MICOS10,Unmapped,NA,C4
PDE4DIP,GOCC_GOLGI_APPARATUS,GO:CC,C4
SYPL2,Unmapped,NA,C4
RAB12,GOCC_GOLGI_APPARATUS,GO:CC,C4
DENND5A,GOCC_GOLGI_APPARATUS,GO:CC,C4
RCSD1,Unmapped,NA,C4
CAVIN1,Unmapped,NA,C4
TMEM205,Unmapped,NA,C4
DHRS11,Unmapped,NA,C4
NAPRT,Unmapped,NA,C4
KYAT3,Unmapped,NA,C4
TOM1L2,Unmapped,NA,C4
BZW1,Unmapped,NA,C4
RRM2B,Unmapped,NA,C4
SPRED2,Unmapped,NA,C4
HUWE1,GOCC_GOLGI_APPARATUS,GO:CC,C4
ALYREF,Unmapped,NA,C4
VPS36,Unmapped,NA,C4
CARM1,Unmapped,NA,C4
NIT1,Unmapped,NA,C4
SLC44A2,Unmapped,NA,C4
MSRB3,Unmapped,NA,C4
ELMOD2,Unmapped,NA,C4
ALDH16A1,Unmapped,NA,C4
ADSS1,Unmapped,NA,C4
CISD2,Unmapped,NA,C4
JAGN1,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
PTGR2,Unmapped,NA,C4
ATL2,Unmapped,NA,C4
NPLOC4,Unmapped,NA,C4
RDH11,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C4
LRRC20,Unmapped,NA,C4
NT5C,Unmapped,NA,C4
NEK7,Unmapped,NA,C4
DTD1,Unmapped,NA,C4
NUP133,Unmapped,NA,C4
PDCD6IP,Unmapped,NA,C4
NUDCD2,Unmapped,NA,C4
IFT81,Unmapped,NA,C4
PSMF1,Unmapped,NA,C4
UBXN4,Unmapped,NA,C4
SGCD,GOCC_GOLGI_APPARATUS,GO:CC,C4
DDX17,Unmapped,NA,C4
CUL5,Unmapped,NA,C4
ATP2A3,Unmapped,NA,C4
PHKB,Unmapped,NA,C4
UBE2F,Unmapped,NA,C4
WBP2,Unmapped,NA,C4
PTER,Unmapped,NA,C4
ZBTB9,Unmapped,NA,C4
DCPS,Unmapped,NA,C4
CCDC124,Unmapped,NA,C4
CMBL,Unmapped,NA,C4
DYNLL2,Unmapped,NA,C4
SCRN2,Unmapped,NA,C4
OTUB1,Unmapped,NA,C4
DCUN1D1,Unmapped,NA,C4
PYURF,Unmapped,NA,C4
ABHD14B,Unmapped,NA,C4
TMX3,Unmapped,NA,C4
BTF3L4,Unmapped,NA,C4
USP47,Unmapped,NA,C4
CNDP2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
STAC3,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
QKI,Unmapped,NA,C4
PLIN4,Unmapped,NA,C4
ALKBH3,Unmapped,NA,C4
VPS35,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
METTL26,Unmapped,NA,C4
CLCC1,Unmapped,NA,C4
PEBP4,Unmapped,NA,C4
PSMB7,Unmapped,NA,C4
PSMD1,Unmapped,NA,C4
PAFAH2,Unmapped,NA,C4
PARK7,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C4
TSNAX,GOCC_GOLGI_APPARATUS,GO:CC,C4
COPS8,Unmapped,NA,C4
CHP1,GOCC_GOLGI_APPARATUS,GO:CC,C4
TXN2,Unmapped,NA,C4
TSG101,Unmapped,NA,C4
CPNE1,Unmapped,NA,C4
PRMT1,Unmapped,NA,C4
WDR77,GOCC_GOLGI_APPARATUS,GO:CC,C4
JPH2,Unmapped,NA,C4
TXNDC17,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C4
CPPED1,Unmapped,NA,C4
MIEN1,Unmapped,NA,C4
LXN,Unmapped,NA,C4
COPS4,Unmapped,NA,C4
ADI1,Unmapped,NA,C4
TMED9,GOCC_GOLGI_APPARATUS,GO:CC,C4
NT5C1A,Unmapped,NA,C4
NLN,Unmapped,NA,C4
ASPSCR1,Unmapped,NA,C4
NIBAN1,Unmapped,NA,C4
UBXN6,Unmapped,NA,C4
LNPK,Unmapped,NA,C4
PITHD1,Unmapped,NA,C4
NIF3L1,Unmapped,NA,C4
NT5C3A,Unmapped,NA,C4
HDHD2,Unmapped,NA,C4
C11orf54,Unmapped,NA,C4
TMX4,Unmapped,NA,C4
MYLK2,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
SH3BGRL3,Unmapped,NA,C4
PPIL3,Unmapped,NA,C4
C11orf68,Unmapped,NA,C4
RBKS,Unmapped,NA,C4
AAMDC,Unmapped,NA,C4
METTL7A,Unmapped,NA,C4
ARMT1,Unmapped,NA,C4
COPS7B,Unmapped,NA,C4
CARS2,Unmapped,NA,C4
GLOD4,Unmapped,NA,C4
HHATL,Unmapped,NA,C4
MRPL47,Unmapped,NA,C4
DYNLRB1,Unmapped,NA,C4
PFDN4,Unmapped,NA,C4
NIT2,Unmapped,NA,C4
GPHN,Unmapped,NA,C4
MBNL1,Unmapped,NA,C4
PHPT1,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
LANCL2,Unmapped,NA,C4
OLA1,Unmapped,NA,C4
DDX19A,Unmapped,NA,C4
SEPTIN11,Unmapped,NA,C4
PARVA,Unmapped,NA,C4
PNPO,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C4
CZIB,Unmapped,NA,C4
MAP3K20,Unmapped,NA,C4
UGGT1,Unmapped,NA,C4
CLIC5,GOCC_GOLGI_APPARATUS,GO:CC,C4
MYOF,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
GMPR2,Unmapped,NA,C4
IMPACT,Unmapped,NA,C4
EPS15L1,Unmapped,NA,C4
GRHPR,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C4
UBA2,Unmapped,NA,C4
COPS7A,Unmapped,NA,C4
NIPSNAP3A,Unmapped,NA,C4
PCYOX1,Unmapped,NA,C4
DPP7,GOCC_GOLGI_APPARATUS,GO:CC,C4
ENOPH1,Unmapped,NA,C4
EIF2B4,Unmapped,NA,C4
ATP6V1H,GOCC_GOLGI_APPARATUS,GO:CC,C4
TRMT112,Unmapped,NA,C4
LCMT1,Unmapped,NA,C4
JPT1,Unmapped,NA,C4
CDV3,Unmapped,NA,C4
RAB21,GOCC_GOLGI_APPARATUS,GO:CC,C4
DNPEP,GOCC_BLOOD_MICROPARTICLE,GO:CC,C4
TBC1D24,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
NDRG2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
SNX6,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
COPS3,Unmapped,NA,C4
NSFL1C,GOCC_GOLGI_APPARATUS,GO:CC,C4
CHMP2B,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
PIN4,Unmapped,NA,C4
PLAA,Unmapped,NA,C4
MRPS35,Unmapped,NA,C4
SH3GLB1,GOCC_GOLGI_APPARATUS,GO:CC,C4
PPIL1,Unmapped,NA,C4
USP15,HALLMARK_COMPLEMENT,Hallmark,C4
TLN2,Unmapped,NA,C4
DTNA,GOBP_CELL_CELL_SIGNALING,GO:BP,C4
PPME1,Unmapped,NA,C4
GMPPB,HALLMARK_GLYCOLYSIS,Hallmark,C4
SPCS1,Unmapped,NA,C4
SAR1B,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
SESN1,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C4
SEC23IP,GOCC_GOLGI_APPARATUS,GO:CC,C4
