boot,ari
1,0.9664917637472685
2,0.9633466067454562
3,0.9399667205722952
4,0.9503149350995508
5,0.9632786451638763
6,0.9559111027525564
7,0.9556072885066628
8,0.9565181510904852
9,0.966362553134479
10,0.9258298841571971
11,0.9482356209450958
12,0.9606771295463479
13,0.9606684800313777
14,0.9361356463676399
15,0.9598169763367033
16,0.957904227567307
17,0.9275474679320761
18,0.9398042416940312
19,0.9588606380140722
20,0.9666611249118444
21,0.9717010044578899
22,0.9435092313365022
23,0.9555345004158591
24,0.9700754308215072
25,0.9353739960173465
26,0.9574649460757841
27,0.9461400689263796
28,0.952275841741669
29,0.9699409873812996
30,0.9441579902498758
31,0.9329783555512825
32,0.9513235403707578
33,0.9388014512306758
34,0.9534051149408169
35,0.9521860682889128
36,0.9459128903057896
37,0.9596531590639753
38,0.9633921197323714
39,0.9533432469899176
40,0.9541992090392369
41,0.9562810522353028
42,0.9607120418608462
43,0.9388943777954734
44,0.947452681755758
45,0.9542119706578492
46,0.9502456751801506
47,0.9624794286217235
48,0.9429664316039271
49,0.9609084311806203
50,0.9522311762284418
51,0.9694838700013806
52,0.977955232694107
53,0.9498651069742181
54,0.96026863859649
55,0.9459781937902605
56,0.9261796955014966
57,0.9561701087127636
58,0.9588865173345734
59,0.9396842217295768
60,0.9612126418686819
61,0.9576251435900311
62,0.961239761784241
63,0.955984414891777
64,0.9578858502098662
65,0.9614118529069327
66,0.964466276794029
67,0.9713343976164559
68,0.9484729209963595
69,0.9650870694814725
70,0.9588526476547811
71,0.9699590423965347
72,0.9527912388251661
73,0.9664197339546613
74,0.9716789986263447
75,0.9598947982768804
76,0.9327365124098632
77,0.9670145878892629
78,0.9691247013423003
79,0.961922020030812
80,0.9609405919855274
81,0.9698571191297723
82,0.9648768675520198
83,0.94976398450441335
84,0.9606651161036156
85,0.9610055405626884
86,0.9729833880608308
87,0.9662895971366137
88,0.9650418377496173
89,0.9406092337121079
90,0.9555714242314768
91,0.9645066524539138
92,0.9607226733001558
93,0.9646443143963823
94,0.9574323141513313
95,0.9670502092057303
96,0.9623467473345636
97,0.9515413402235727
98,0.9493514275988688
99,0.94086155126576
100,0.9586343481059657
