gene,trait,cor,ci_lo,ci_hi,pval,padj,stars,module
KLHDC8B,Delta VL,0.3969400385624912,0.03561577075671053,0.6664849652090369,0.033003926793489374,0.17472667125964964,,Red
SERPINF2,Delta VL,0.23282124594888262,-0.14615596552870888,0.5522069355859411,0.22420645118413665,0.5605161279603417,,Red
CFH,Delta VL,0.10327064365352279,-0.27359022652482096,0.45264407057026523,0.59396732344241,0.7952554764584101,,Red
TF,Delta VL,0.3480490336275116,-0.02115524895969125,0.63371658947419085,0.06428697391402004,0.28223549523228314,,Red
PAFAH2,Delta VL,0.22266944001794897,-0.15661775212705348,0.5447206738978757,0.24563624582731797,0.5817700559068056,,Red
LMOD2,Delta VL,0.09959604989880948,-0.2770216143446299,0.4496870193220902,0.6072309636402722,0.7952554764584101,,Yellow
NDRG2,Delta VL,0.3825560586862861,0.01866776954010081,0.6569512763113717,0.040544257633308496,0.20272128816654247,,Yellow
PDLIM5,Delta VL,0.015747864678670905,-0.3527940280394908,0.3800599573735345,0.9353788503387264,0.9846093161460276,,Yellow
VIM,Delta VL,-0.047946305339629215,-0.4072947581087698,0.32425741614727116,0.8049212666980476,0.9139674528281122,,Yellow
RPL27,Delta VL,-5.100540297981282e-4,-0.3669471356178199,0.3660640549827489,0.9979048393511973,0.9979048393511973,,Yellow
LMNA,Delta VL,0.04862134277548706,-0.3236518097293681,0.4078589744295957,0.8022281295579635,0.9139674528281122,,Yellow
MYOM3,Delta VL,-0.1284786677588979,-0.4727246128208767,0.24978912045570315,0.5065583637366065,0.7501394908800083,,Yellow
MYOM2,Delta VL,-0.13894911884665845,-0.48096152284584986,0.2397668389557093,0.47223436466276325,0.7172266113012962,,Yellow
XPNPEP1,Delta VL,0.2772646901339815,-0.09933535545767733,0.5843856354643184,0.14534712542101375,0.4434319080641097,,Yellow
DES,Delta VL,-0.20079536234050038,-0.5284136821015424,0.1788741354220524,0.2962833093987329,0.6125277841955334,,Yellow
TTN,Delta VL,-0.21752003479882925,-0.540903617164949,0.1618920544768663,0.25700736990472844,0.5855356061235923,,Yellow
NT5C1A,Delta VL,0.14595117208673894,-0.23301915060596576,0.4864364251400377,0.44997446990687084,0.7167734918870509,,Yellow
TMOD4,Delta VL,-0.09258745884368565,-0.44402564617439466,0.2835398105458267,0.63286726986014,0.819540349459174,,Yellow
CORO6,Delta VL,-0.06673461585826419,-0.4228968228615443,0.30728687350690576,0.7308818863300299,0.8770582635960359,,Yellow
SYNPO2L,Delta VL,-0.1971040766831298,-0.5256378040170483,0.18259200431724262,0.30543577862908244,0.6125277841955334,,Yellow
NACA,Delta VL,0.22810926659429515,-0.1510223874606466,0.548738566716343,0.23399070976904932,0.5691665913301199,,Blue
EIF2B1,Delta VL,0.18486621262123382,-0.19484081011646903,0.51638450777525,0.3370282539266546,0.6420101398241834,,Blue
MOB4,Delta VL,0.3211021800495713,-0.05145955529035373,0.615206773693176,0.08942521002845982,0.3658304046618811,,Blue
S100A16,Delta VL,0.2810055348230442,-0.09531683575290265,0.5870507800246444,0.13977261888080206,0.4337770930783512,,Blue
KPNB1,Delta VL,0.026277870892720035,-0.34353640221902976,0.38903674021317164,0.8923675017948242,0.9672759589384505,,Blue
ARHGAP1,Delta VL,0.12516243803016772,-0.2529465942212034,0.4701031923836509,0.5176813493564327,0.7514729264851443,,Blue
SPAG9,Delta VL,0.10874535493688826,-0.2684600086378177,0.4570355210188397,0.574441854662401,0.7801458184332619,,Blue
CCT6A,Delta VL,-0.31196209274539594,-0.6088539226110372,0.061584955014777225,0.09945950953242899,0.38918938512689605,,Blue
PSMD7,Delta VL,0.1841866221123174,-0.19551755484053895,0.5158683767603778,0.3388386849072079,0.6420101398241834,,Blue
HRC,Delta VL,0.1266744034498516,-0.25150800856105043,0.47129912935001383,0.5125953187680057,0.7501394908800083,,Blue
PSMD14,Delta VL,0.08830349372846427,-0.28750698300814415,0.4405512878347843,0.6487472306517784,0.8260335536030408,,Blue
S100A6,Delta VL,0.16874737042186772,-0.21079533923030444,0.5040774368671902,0.3815416760563124,0.6796214813861629,,Blue
TNPO1,Delta VL,0.14878451014456978,-0.23027832969785522,0.4886442379922897,0.44112936534939506,0.7153449167828029,,Blue
MAPT,Delta VL,0.013890583944816163,-0.3544194354034034,0.3784694820227708,0.9429871094814609,0.9868469750387382,,Blue
GCN1,Delta VL,0.19187725779155423,-0.1878379560890193,0.5216951887019204,0.31869458890591623,0.6257996374198102,,Blue
A2M,Delta LBM,-0.2876009974537426,-0.5917335781998854,0.08820180298438375,0.13032490899372465,0.4265178839794625,,Red
IGLC3,Delta LBM,-0.21538646481101167,-0.5393181708583069,0.16407104039910608,0.2618181222499807,0.5855356061235923,,Red
CAT,Delta LBM,-0.19721463308337578,-0.5257210451203612,0.18248080925178,0.3051591150823035,0.6125277841955334,,Red
PAK1,Delta LBM,7.523008835868169e-4,-0.3658542512225764,0.36715674533206233,0.9969097603255133,0.9979048393511973,,Red
DEFA3,Delta LBM,-0.19677353145980062,-0.5253888894536155,0.18292440111908276,0.3062638920977667,0.6125277841955334,,Red
CDC34,Delta LBM,-0.16160703951750324,-0.49858177018393823,0.21779884138788405,0.40229750220801586,0.6896528609280271,,Red
PPIA,Delta LBM,-0.07793764067574911,-0.4321005445621118,0.29705324054331955,0.687788908076647,0.8466681660855591,,Red
HP,Delta LBM,-0.11423663560393914,-0.4614232706539933,0.2632926790053215,0.5551505001868282,0.7801458184332619,,Red
SYNJ2,Delta LBM,-0.05962876268862081,-0.4170207522081691,0.3137333312461903,0.7586459328804213,0.8983964994636566,,Red
BLVRB,Delta LBM,0.29946878200751664,-0.07530179569694344,0.600108361093704,0.11451557604626085,0.3903833157720591,,Red
KLHDC8B,Delta LBM,-0.41881272308636447,-0.6808151532911071,-0.06179193710492211,0.02374318410284975,0.1503587986194265,,Red
SERPINF2,Delta LBM,-0.15816823380251763,-0.4959253400018875,0.22115786735804063,0.41251685210654965,0.7005003148979145,,Red
CFH,Delta LBM,-0.28443747785721096,-0.5894900283304717,0.09161932706813417,0.1347963964025417,0.42680947998869795,,Red
TF,Delta LBM,-0.31742250677066614,-0.6126537883247944,0.055545133674027775,0.09336804525650136,0.37347218102600543,,Red
PAFAH2,Delta LBM,-0.30174400095477605,-0.601706429478877,0.07281427200271025,0.11165487544136891,0.3903833157720591,,Red
LMOD2,Delta LBM,0.026542313255235747,-0.34330298461145786,0.3892612928522815,0.8912906775490008,0.9672759589384505,,Yellow
NDRG2,Delta LBM,-0.08752521288134807,-0.43991895600193426,0.28822632966568185,0.6516486922868432,0.8260335536030408,,Yellow
PDLIM5,Delta LBM,0.13837927261590824,-0.24031437889946206,0.48051478351722143,0.47407073927789023,0.7172266113012962,,Yellow
VIM,Delta LBM,0.05359014109434438,-0.31918467192961314,0.412003618379444,0.7824745729363916,0.9086801492164548,,Yellow
RPL27,Delta LBM,0.018060096730944917,-0.35076735512967633,0.38203702262049427,0.9259147531368632,0.9846093161460276,,Yellow
LMNA,Delta LBM,0.07697787792698653,-0.297933342455766,0.43131494095194495,0.6914456689698733,0.8466681660855591,,Yellow
MYOM3,Delta LBM,0.24702792880194,-0.13137177348908666,0.5625976273413489,0.1963912021891154,0.5257406171623676,,Yellow
MYOM2,Delta LBM,0.10818106453334454,-0.2689897822959064,0.4565836682081557,0.5764410769534658,0.7801458184332619,,Yellow
XPNPEP1,Delta LBM,-0.05466033421583444,-0.4128943659241264,0.31822035472635757,0.7782368125129061,0.9086801492164548,,Yellow
DES,Delta LBM,0.25421692788236194,-0.12382584509316612,0.5678179056447105,0.18326558153801195,0.507504687336033,,Yellow
TTN,Delta LBM,0.28418617458801154,-0.0918904286374088,0.5893116034858078,0.13515633532975435,0.42680947998869795,,Yellow
NT5C1A,Delta LBM,0.23790400024912675,-0.1408859716256131,0.5559358690863702,0.21396574736832288,0.5424483736098327,,Yellow
TMOD4,Delta LBM,0.16972825447530793,-0.20983019808556252,0.5048302740300492,0.3787397039452669,0.6796214813861629,,Yellow
CORO6,Delta LBM,-0.050594088277215135,-0.4095062826748705,0.3218802211409943,0.7943704381581199,0.9139674528281122,,Yellow
SYNPO2L,Delta LBM,0.1685502388277281,-0.2109892176592996,0.5039260751066807,0.3821062419701752,0.6796214813861629,,Yellow
NACA,Delta LBM,-0.2991299586673946,-0.5998701728657858,0.07567183664470194,0.11494619853288406,0.3903833157720591,,Blue
EIF2B1,Delta LBM,-0.07972124595991524,-0.4335590694847197,0.29541598148858356,0.6810115627890878,0.8466681660855591,,Blue
MOB4,Delta LBM,-0.19142699176310612,-0.5213548904623828,0.1882888590875123,0.31985314801456965,0.6257996374198102,,Blue
S100A16,Delta LBM,-0.016700866867377318,-0.3808752217466065,0.3519591396801292,0.9314770420612841,0.9846093161460276,,Blue
KPNB1,Delta LBM,-0.2081369698699978,-0.53391389083446406,0.17144728670249612,0.27860020069163827,0.6049209532603369,,Blue
ARHGAP1,Delta LBM,-0.03504826827009133,-0.3964612470425594,0.3357705125261218,0.8567650230871633,0.9403518546078622,,Blue
SPAG9,Delta LBM,0.1644767620893317,-0.2149887989786435,0.5007937573258996,0.3938800903526769,0.6817155409950177,,Blue
CCT6A,Delta LBM,0.15317735092032242,-0.2260170049393965,0.49205867335360054,0.42760357653810754,0.7126339248355416,,Blue
PSMD7,Delta LBM,-0.04447158195806511,-0.40438613488740605,0.32736992689743555,0.8188179952580505,0.9211702446653068,,Blue
HRC,Delta LBM,-0.05547085891009107,-0.41356852942908334,0.3174895026726383,0.7750314169748758,0.9086801492164548,,Blue
PSMD14,Delta LBM,-0.36161609547365386,-0.64291363163216,0.005636629392188262,0.053916861093466564,0.2488470512006149,,Blue
S100A6,Delta LBM,-0.4576079330469284,-0.7057483818404502,-0.1094605265540727,0.012559696884328982,0.09362042582475215,,Blue
TNPO1,Delta LBM,-0.32584397055026865,-0.6184875930843162,0.0461762435442403,0.08453231834295412,0.35385621631934283,,Blue
MAPT,Delta LBM,0.24244230199097358,-0.13616227647753337,0.5592545857871046,0.20509498341586138,0.5328801590481079,,Blue
GCN1,Delta LBM,0.02459433583131695,-0.34502135196038536,0.3876061459331417,0.8992272638189904,0.9672759589384505,,Blue
