observed_auc,perm_pvalue,null_auc_mean,null_auc_sd,null_auc_ci_lo,null_auc_ci_hi,n_permutations
0.786666666666667,0.105,0.6337911111111111,0.11584939847738543,0.40672629009543565,0.8608559321267866,1000
