fpr,tpr
1,1
0.9333333333333333,1
0.8666666666666667,1
0.8666666666666667,0.9333333333333333
0.8,0.9333333333333333
0.8,0.8666666666666667
0.7333333333333334,0.8666666666666667
0.7333333333333334,0.8
0.6666666666666667,0.8
0.6,0.8
0.5333333333333333,0.8
0.4666666666666667,0.8
0.4,0.8
0.33333333333333337,0.8
0.2666666666666667,0.8
0.19999999999999996,0.8
0.1333333333333333,0.8
0.06666666666666665,0.8
0.06666666666666665,0.7333333333333333
0.06666666666666665,0.6666666666666666
0.06666666666666665,0.6
0.06666666666666665,0.5333333333333333
0.06666666666666665,0.4666666666666667
0.06666666666666665,0.4
0.06666666666666665,0.3333333333333333
0.06666666666666665,0.26666666666666666
0.06666666666666665,0.2
0.06666666666666665,0.13333333333333333
0.06666666666666665,0.06666666666666667
0.06666666666666665,0
0,0
