subject_key,PC1,PC2,age
OP_S06,-2.1683472533821915,-2.449467775632391,Old
OP_S11,1.2660504542181537,0.7743135893982824,Old
OP_S12,0.6719018292920292,-1.9455120780632522,Old
OP_S17,4.255232192388917,1.062035879495822,Old
O_S05,0.418463616907479,-2.261305247952418,Old
O_S06,4.191802332737938,1.5366349188346344,Old
O_S07,-2.25001516142598,-2.856015531508971,Old
O_S10,-0.24566654848002223,-0.6267512771089251,Old
O_S16,0.9613115739365407,-0.1404150524457226,Old
O_S17,0.017171604163816356,-0.9022670554630882,Old
O_S24,2.1242324926767875,-5.003044671636315,Old
O_S28,-1.697692536010223,-0.01909554236626254,Old
O_S29,1.8370389349158058,0.33711047932914967,Old
O_S32,1.6466591302406872,0.5274242198442264,Old
O_S35,3.5018193550985144,1.019635814343943,Old
YP_S14,0.3848122411182164,0.025637997417482086,Young
YP_S45,-3.161528146767098,1.0690792070062565,Young
YP_S56,0.6073683296200181,0.9763671151775173,Young
Y_S01,-1.79308341666099,0.541175704905037,Young
Y_S10,-0.7439686766467255,-0.4456332165298247,Young
Y_S11,1.6171410754165587,0.3197087613940689,Young
Y_S16,-0.477113381718376,1.096220605380093,Young
Y_S28,-1.4615788345604066,1.7040767792105929,Young
Y_S30,-3.283996389369676,1.8222933596968454,Young
Y_S31,-0.15131280932436533,0.30952991510529937,Young
Y_S32,-0.9580641351238358,-0.04201394196179542,Young
Y_S34,0.06968725527350833,0.7651357316523744,Young
Y_S35,-1.4111538957217498,1.0427256693801907,Young
Y_S36,-3.041877615811862,0.5574722712241782,Young
Y_S40,-0.7252936170014647,1.2049433718729707,Young
