set_name,cluster_id,representative_term,cluster_label,n_member_terms,n_genes,member_terms_list
SP_685_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT,685,WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT,EDA SIGNALING IN HAIR FOLLICLE DEVELOPMENT,1,13,WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT
SP_686_EFFECTS_OF_MFN2_MUTATION,686,WP_EFFECTS_OF_MFN2_MUTATION,EFFECTS OF MFN2 MUTATION,1,24,WP_EFFECTS_OF_MFN2_MUTATION
SP_687_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX,687,WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX,EICOSANOID METABOLISM VIA CYCLOOXYGENASES COX,2,47,WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX; WP_EICOSANOID_METABOLISM_VIA_LIPOOXYGENASES_LOX
SP_688_ENDOCHONDRAL_OSSIFICATION,688,WP_ENDOCHONDRAL_OSSIFICATION,ENDOCHONDRAL OSSIFICATION,2,63,WP_ENDOCHONDRAL_OSSIFICATION; WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS
SP_689_MESODERMAL_COMMITMENT_PATHWAY,689,WP_MESODERMAL_COMMITMENT_PATHWAY,MESODERMAL COMMITMENT PATHWAY,2,217,WP_ENDODERM_DIFFERENTIATION; WP_MESODERMAL_COMMITMENT_PATHWAY
SP_690_ENDOTHELIN_PATHWAYS,690,WP_ENDOTHELIN_PATHWAYS,ENDOTHELIN PATHWAYS,1,33,WP_ENDOTHELIN_PATHWAYS
SP_691_ENERGY_METABOLISM,691,WP_ENERGY_METABOLISM,ENERGY METABOLISM,2,55,WP_ENERGY_METABOLISM; WP_MITOCHONDRIAL_GENE_EXPRESSION
SP_692_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPA,692,WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY,ENVELOPE PROTEINS AND THEIR POTENTIAL ROLES IN EDMD PHYSIOPATHOLOGY,1,46,WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY
SP_693_ESTROGEN_METABOLISM_WP697,693,WP_ESTROGEN_METABOLISM_WP697,ESTROGEN METABOLISM WP697,1,18,WP_ESTROGEN_METABOLISM_WP697
SP_694_ESTROGEN_RECEPTOR_PATHWAY,694,WP_ESTROGEN_RECEPTOR_PATHWAY,ESTROGEN RECEPTOR PATHWAY,1,13,WP_ESTROGEN_RECEPTOR_PATHWAY
SP_695_ESTROGEN_SIGNALING,695,WP_ESTROGEN_SIGNALING,ESTROGEN SIGNALING,1,23,WP_ESTROGEN_SIGNALING
SP_696_ETHER_LIPID_BIOSYNTHESIS,696,WP_ETHER_LIPID_BIOSYNTHESIS,ETHER LIPID BIOSYNTHESIS,1,20,WP_ETHER_LIPID_BIOSYNTHESIS
SP_697_EV_RELEASE_FROM_CARDIAC_CELLS_AND_THEIR_FUNCTIONAL_EFFECTS,697,WP_EV_RELEASE_FROM_CARDIAC_CELLS_AND_THEIR_FUNCTIONAL_EFFECTS,EV RELEASE FROM CARDIAC CELLS AND THEIR FUNCTIONAL EFFECTS,1,11,WP_EV_RELEASE_FROM_CARDIAC_CELLS_AND_THEIR_FUNCTIONAL_EFFECTS
SP_698_EXERCISE_AND_HYPERTROPHY_IN_SKELETAL_MUSCLE,698,WP_EXERCISE_AND_HYPERTROPHY_IN_SKELETAL_MUSCLE,EXERCISE AND HYPERTROPHY IN SKELETAL MUSCLE,1,20,WP_EXERCISE_AND_HYPERTROPHY_IN_SKELETAL_MUSCLE
SP_699_EXERCISEINDUCED_CIRCADIAN_REGULATION,699,WP_EXERCISEINDUCED_CIRCADIAN_REGULATION,EXERCISEINDUCED CIRCADIAN REGULATION,1,48,WP_EXERCISEINDUCED_CIRCADIAN_REGULATION
SP_700_EXTRACELLULAR_VESICLES_IN_THE_CROSSTALK_OF_CARDIAC_CELLS,700,WP_EXTRACELLULAR_VESICLES_IN_THE_CROSSTALK_OF_CARDIAC_CELLS,EXTRACELLULAR VESICLES IN THE CROSSTALK OF CARDIAC CELLS,1,21,WP_EXTRACELLULAR_VESICLES_IN_THE_CROSSTALK_OF_CARDIAC_CELLS
SP_701_EXTRAFOLLICULAR_AND_FOLLICULAR_B_CELL_ACTIVATION_BY_SARSCOV2,701,WP_EXTRAFOLLICULAR_AND_FOLLICULAR_B_CELL_ACTIVATION_BY_SARSCOV2,EXTRAFOLLICULAR AND FOLLICULAR B CELL ACTIVATION BY SARSCOV2,1,74,WP_EXTRAFOLLICULAR_AND_FOLLICULAR_B_CELL_ACTIVATION_BY_SARSCOV2
SP_702_FATTY_ACID_AND_LIPOPROTEIN_TRANSPORT_IN_HEPATOCYTES,702,WP_FATTY_ACID_AND_LIPOPROTEIN_TRANSPORT_IN_HEPATOCYTES,FATTY ACID AND LIPOPROTEIN TRANSPORT IN HEPATOCYTES,1,381,WP_FATTY_ACID_AND_LIPOPROTEIN_TRANSPORT_IN_HEPATOCYTES
SP_703_FEMALE_STEROID_HORMONES_IN_CARDIOMYOCYTE_ENERGY_METABOLISM,703,WP_FEMALE_STEROID_HORMONES_IN_CARDIOMYOCYTE_ENERGY_METABOLISM,FEMALE STEROID HORMONES IN CARDIOMYOCYTE ENERGY METABOLISM,1,14,WP_FEMALE_STEROID_HORMONES_IN_CARDIOMYOCYTE_ENERGY_METABOLISM
SP_704_FERROPTOSIS,704,WP_FERROPTOSIS,FERROPTOSIS,1,64,WP_FERROPTOSIS
SP_705_FGF23_SIGNALING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISO,705,WP_FGF23_SIGNALING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS,FGF23 SIGNALING IN HYPOPHOSPHATEMIC RICKETS AND RELATED DISORDERS,1,23,WP_FGF23_SIGNALING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS
SP_706_FGFR3_SIGNALING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DI,706,WP_FGFR3_SIGNALING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION,FGFR3 SIGNALING IN CHONDROCYTE PROLIFERATION AND TERMINAL DIFFERENTIATION,1,27,WP_FGFR3_SIGNALING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION
SP_707_FIBROTIC_RESPONSE_OF_HUMAN_TRABECULAR_MESHWORK_CELLS_TO_TRAN,707,WP_FIBROTIC_RESPONSE_OF_HUMAN_TRABECULAR_MESHWORK_CELLS_TO_TRANSFORMING_GROWTH_FACTORBETA_3_TGFB3_AND_AUTOTAXIN_ENPP2_OR_ATX_IN_AQUEOUS_HUMOR,FIBROTIC RESPONSE OF HUMAN TRABECULAR MESHWORK CELLS TO TRANSFORMING GROWTH FACTORBETA 3 TGFB3 AND AUTOTAXIN ENPP2 OR ATX IN AQUEOUS HUMOR,1,15,WP_FIBROTIC_RESPONSE_OF_HUMAN_TRABECULAR_MESHWORK_CELLS_TO_TRANSFORMING_GROWTH_FACTORBETA_3_TGFB3_AND_AUTOTAXIN_ENPP2_OR_ATX_IN_AQUEOUS_HUMOR
SP_708_SELENIUM_MICRONUTRIENT_NETWORK,708,WP_SELENIUM_MICRONUTRIENT_NETWORK,SELENIUM MICRONUTRIENT NETWORK,3,116,WP_FOLATE_METABOLISM; WP_SELENIUM_MICRONUTRIENT_NETWORK; WP_VITAMIN_B12_METABOLISM
SP_709_FOLLICLE_STIMULATING_HORMONE_FSH_SIGNALING,709,WP_FOLLICLE_STIMULATING_HORMONE_FSH_SIGNALING,FOLLICLE STIMULATING HORMONE FSH SIGNALING,1,27,WP_FOLLICLE_STIMULATING_HORMONE_FSH_SIGNALING
SP_710_FOXA2_PATHWAY,710,WP_FOXA2_PATHWAY,FOXA2 PATHWAY,1,21,WP_FOXA2_PATHWAY
SP_711_FRAGILE_X_SYNDROME,711,WP_FRAGILE_X_SYNDROME,FRAGILE X SYNDROME,1,121,WP_FRAGILE_X_SYNDROME
SP_712_G13_SIGNALING,712,WP_G13_SIGNALING,G13 SIGNALING,1,38,WP_G13_SIGNALING
SP_713_TRANSCRIPTION_FACTOR_REGULATION_IN_ADIPOGENESIS,713,WP_TRANSCRIPTION_FACTOR_REGULATION_IN_ADIPOGENESIS,TRANSCRIPTION FACTOR REGULATION IN ADIPOGENESIS,2,37,WP_GALANIN_RECEPTOR_PATHWAY; WP_TRANSCRIPTION_FACTOR_REGULATION_IN_ADIPOGENESIS
SP_714_GASTRIC_ACID_PRODUCTION,714,WP_GASTRIC_ACID_PRODUCTION,GASTRIC ACID PRODUCTION,1,11,WP_GASTRIC_ACID_PRODUCTION
SP_715_GENE_REGULATORY_NETWORK_MODELING_SOMITOGENESIS,715,WP_GENE_REGULATORY_NETWORK_MODELING_SOMITOGENESIS,GENE REGULATORY NETWORK MODELING SOMITOGENESIS,1,11,WP_GENE_REGULATORY_NETWORK_MODELING_SOMITOGENESIS
SP_716_GENES_ASSOCIATED_WITH_THE_DEVELOPMENT_OF_RHEUMATOID_ARTHRITI,716,WP_GENES_ASSOCIATED_WITH_THE_DEVELOPMENT_OF_RHEUMATOID_ARTHRITIS,GENES ASSOCIATED WITH THE DEVELOPMENT OF RHEUMATOID ARTHRITIS,1,18,WP_GENES_ASSOCIATED_WITH_THE_DEVELOPMENT_OF_RHEUMATOID_ARTHRITIS
SP_717_GENES_TARGETED_BY_MIRNAS_IN_ADIPOCYTES,717,WP_GENES_TARGETED_BY_MIRNAS_IN_ADIPOCYTES,GENES TARGETED BY MIRNAS IN ADIPOCYTES,1,18,WP_GENES_TARGETED_BY_MIRNAS_IN_ADIPOCYTES
SP_718_GLUCOCORTICOID_RECEPTOR_PATHWAY,718,WP_GLUCOCORTICOID_RECEPTOR_PATHWAY,GLUCOCORTICOID RECEPTOR PATHWAY,1,70,WP_GLUCOCORTICOID_RECEPTOR_PATHWAY
SP_719_GPCRS_CLASS_B_SECRETINLIKE,719,WP_GPCRS_CLASS_B_SECRETINLIKE,GPCRS CLASS B SECRETINLIKE,1,24,WP_GPCRS_CLASS_B_SECRETINLIKE
SP_720_GPCRS_CLASS_C_METABOTROPIC_GLUTAMATE_PHEROMONE,720,WP_GPCRS_CLASS_C_METABOTROPIC_GLUTAMATE_PHEROMONE,GPCRS CLASS C METABOTROPIC GLUTAMATE PHEROMONE,1,15,WP_GPCRS_CLASS_C_METABOTROPIC_GLUTAMATE_PHEROMONE
SP_721_GPCRS_OTHER,721,WP_GPCRS_OTHER,GPCRS OTHER,1,93,WP_GPCRS_OTHER
SP_722_GROWTH_FACTORS_AND_HORMONES_IN_BETA_CELL_PROLIFERATION,722,WP_GROWTH_FACTORS_AND_HORMONES_IN_BETA_CELL_PROLIFERATION,GROWTH FACTORS AND HORMONES IN BETA CELL PROLIFERATION,1,26,WP_GROWTH_FACTORS_AND_HORMONES_IN_BETA_CELL_PROLIFERATION
SP_723_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_STAGE_3_OF_3,723,WP_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_STAGE_3_OF_3,HAIR FOLLICLE DEVELOPMENT CYTODIFFERENTIATION STAGE 3 OF 3,1,87,WP_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_STAGE_3_OF_3
SP_724_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_STAGE_2_OF_3,724,WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_STAGE_2_OF_3,HAIR FOLLICLE DEVELOPMENT ORGANOGENESIS STAGE 2 OF 3,1,32,WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_STAGE_2_OF_3
SP_725_HDAC6_INTERACTIONS_IN_THE_CENTRAL_NERVOUS_SYSTEM,725,WP_HDAC6_INTERACTIONS_IN_THE_CENTRAL_NERVOUS_SYSTEM,HDAC6 INTERACTIONS IN THE CENTRAL NERVOUS SYSTEM,1,113,WP_HDAC6_INTERACTIONS_IN_THE_CENTRAL_NERVOUS_SYSTEM
SP_726_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION,726,WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION,HEMATOPOIETIC STEM CELL DIFFERENTIATION,1,63,WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION
SP_727_HEMATOPOIETIC_STEM_CELL_GENE_REGULATION_BY_GABP_ALPHABETA_CO,727,WP_HEMATOPOIETIC_STEM_CELL_GENE_REGULATION_BY_GABP_ALPHABETA_COMPLEX,HEMATOPOIETIC STEM CELL GENE REGULATION BY GABP ALPHABETA COMPLEX,1,21,WP_HEMATOPOIETIC_STEM_CELL_GENE_REGULATION_BY_GABP_ALPHABETA_COMPLEX
SP_728_HIPPOMERLIN_SIGNALING_DYSREGULATION,728,WP_HIPPOMERLIN_SIGNALING_DYSREGULATION,HIPPOMERLIN SIGNALING DYSREGULATION,2,157,WP_HIPPO_SIGNALING_REGULATION; WP_HIPPOMERLIN_SIGNALING_DYSREGULATION
SP_729_HIPPOCAMPAL_SYNAPTOGENESIS_AND_NEUROGENESIS,729,WP_HIPPOCAMPAL_SYNAPTOGENESIS_AND_NEUROGENESIS,HIPPOCAMPAL SYNAPTOGENESIS AND NEUROGENESIS,1,27,WP_HIPPOCAMPAL_SYNAPTOGENESIS_AND_NEUROGENESIS
SP_730_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONH,730,WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS,MECHANOREGULATION AND PATHOLOGY OF YAPTAZ VIA HIPPO AND NONHIPPO MECHANISMS,4,86,WP_HIPPOYAP_SIGNALING; WP_LEUKOCYTEINTRINSIC_HIPPO_PATHWAY_FUNCTIONS; WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS; WP_TRANSCRIPTION_COFACTORS_SKI_AND_SKIL_PROTEIN_PARTNERS
SP_731_HSPB3,731,WP_HSPB3,HSPB3,1,17,WP_HSPB3
SP_732_ID_SIGNALING,732,WP_ID_SIGNALING,ID SIGNALING,1,16,WP_ID_SIGNALING
SP_733_IL1_AND_MEGAKARYOCYTES_IN_OBESITY,733,WP_IL1_AND_MEGAKARYOCYTES_IN_OBESITY,IL1 AND MEGAKARYOCYTES IN OBESITY,1,24,WP_IL1_AND_MEGAKARYOCYTES_IN_OBESITY
SP_734_IL17_SIGNALING,734,WP_IL17_SIGNALING,IL17 SIGNALING,1,32,WP_IL17_SIGNALING
SP_735_IL18_SIGNALING,735,WP_IL18_SIGNALING,IL18 SIGNALING,1,273,WP_IL18_SIGNALING
SP_736_LTF_DANGER_SIGNAL_RESPONSE_PATHWAY,736,WP_LTF_DANGER_SIGNAL_RESPONSE_PATHWAY,LTF DANGER SIGNAL RESPONSE PATHWAY,4,37,WP_INDUCTION_OF_AUTOPHAGY_AND_TOLLLIKE_RECEPTOR_SIGNALING_BY_GRAPHENE_OXIDE; WP_INTERLEUKIN1_INDUCED_ACTIVATION_OF_NFKB; WP_LTF_DANGER_SIGNAL_RESPONSE_PATHWAY; WP_MYD88_DISTINCT_INPUTOUTPUT_PATHWAY
SP_737_OVERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_CONTRIBUTING_TO,737,WP_OVERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_CONTRIBUTING_TO_LMNA_LAMINOPATHIES,OVERLAP BETWEEN SIGNAL TRANSDUCTION PATHWAYS CONTRIBUTING TO LMNA LAMINOPATHIES,2,62,WP_INFLUENCE_OF_LAMINOPATHIES_ON_WNT_SIGNALING; WP_OVERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_CONTRIBUTING_TO_LMNA_LAMINOPATHIES
SP_738_INTERACTIONS_BETWEEN_LOXL4_AND_OXIDATIVE_STRESS_PATHWAY,738,WP_INTERACTIONS_BETWEEN_LOXL4_AND_OXIDATIVE_STRESS_PATHWAY,INTERACTIONS BETWEEN LOXL4 AND OXIDATIVE STRESS PATHWAY,1,18,WP_INTERACTIONS_BETWEEN_LOXL4_AND_OXIDATIVE_STRESS_PATHWAY
SP_739_INTERFERON_TYPE_I_SIGNALING,739,WP_INTERFERON_TYPE_I_SIGNALING,INTERFERON TYPE I SIGNALING,1,54,WP_INTERFERON_TYPE_I_SIGNALING
SP_740_INTRACELLULAR_TRAFFICKING_PROTEINS_INVOLVED_IN_CMT_NEUROPATH,740,WP_INTRACELLULAR_TRAFFICKING_PROTEINS_INVOLVED_IN_CMT_NEUROPATHY,INTRACELLULAR TRAFFICKING PROTEINS INVOLVED IN CMT NEUROPATHY,1,27,WP_INTRACELLULAR_TRAFFICKING_PROTEINS_INVOLVED_IN_CMT_NEUROPATHY
SP_741_IRON_METABOLISM_DISORDERS,741,WP_IRON_METABOLISM_DISORDERS,IRON METABOLISM DISORDERS,2,21,WP_IRON_METABOLISM_DISORDERS; WP_IRON_METABOLISM_IN_PLACENTA
SP_742_NFKB_SIGNALING_AND_ARTD_FAMILY_MEMBERS,742,WP_NFKB_SIGNALING_AND_ARTD_FAMILY_MEMBERS,NFKB SIGNALING AND ARTD FAMILY MEMBERS,2,36,WP_JAKSTAT_SIGNALING_AND_ARTD_FAMILY_MEMBERS; WP_NFKB_SIGNALING_AND_ARTD_FAMILY_MEMBERS
SP_743_KALLMANN_SYNDROME,743,WP_KALLMANN_SYNDROME,KALLMANN SYNDROME,1,24,WP_KALLMANN_SYNDROME
SP_744_KCNQ2RELATED_EPILEPSIES,744,WP_KCNQ2RELATED_EPILEPSIES,KCNQ2RELATED EPILEPSIES,1,19,WP_KCNQ2RELATED_EPILEPSIES
SP_745_NONGENOMIC_ACTIONS_OF_125DIHYDROXYVITAMIN_D3,745,WP_NONGENOMIC_ACTIONS_OF_125DIHYDROXYVITAMIN_D3,NONGENOMIC ACTIONS OF 125DIHYDROXYVITAMIN D3,3,109,WP_KISSPEPTINKISSPEPTIN_RECEPTOR_SYSTEM_IN_THE_OVARY; WP_NONGENOMIC_ACTIONS_OF_125DIHYDROXYVITAMIN_D3; WP_RESISTIN_AS_A_REGULATOR_OF_INFLAMMATION
SP_746_KREBS_CYCLE_DISORDERS,746,WP_KREBS_CYCLE_DISORDERS,KREBS CYCLE DISORDERS,1,13,WP_KREBS_CYCLE_DISORDERS
SP_747_LACTATE_SHUTTLE_IN_GLIAL_CELLS,747,WP_LACTATE_SHUTTLE_IN_GLIAL_CELLS,LACTATE SHUTTLE IN GLIAL CELLS,1,13,WP_LACTATE_SHUTTLE_IN_GLIAL_CELLS
SP_748_LDL_INFLUENCE_ON_CD14_AND_TLR4,748,WP_LDL_INFLUENCE_ON_CD14_AND_TLR4,LDL INFLUENCE ON CD14 AND TLR4,1,23,WP_LDL_INFLUENCE_ON_CD14_AND_TLR4
SP_749_OSX_AND_MIRNAS_IN_TOOTH_DEVELOPMENT,749,WP_OSX_AND_MIRNAS_IN_TOOTH_DEVELOPMENT,OSX AND MIRNAS IN TOOTH DEVELOPMENT,2,39,WP_LET7_INHIBITION_OF_ES_CELL_REPROGRAMMING; WP_OSX_AND_MIRNAS_IN_TOOTH_DEVELOPMENT
SP_750_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS,750,WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS,SREBF AND MIR33 IN CHOLESTEROL AND LIPID HOMEOSTASIS,2,24,WP_LIVER_X_RECEPTOR_PATHWAY; WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS
SP_751_LNCRNAMEDIATED_MECHANISMS_OF_THERAPEUTIC_RESISTANCE,751,WP_LNCRNAMEDIATED_MECHANISMS_OF_THERAPEUTIC_RESISTANCE,LNCRNAMEDIATED MECHANISMS OF THERAPEUTIC RESISTANCE,1,11,WP_LNCRNAMEDIATED_MECHANISMS_OF_THERAPEUTIC_RESISTANCE
SP_752_LUNG_FIBROSIS,752,WP_LUNG_FIBROSIS,LUNG FIBROSIS,1,63,WP_LUNG_FIBROSIS
SP_753_LUNG_PATHOLOGY_OF_COVID19,753,WP_LUNG_PATHOLOGY_OF_COVID19,LUNG PATHOLOGY OF COVID19,3,33,WP_LUNG_PATHOLOGY_OF_COVID19; WP_MRNA_VACCINE_ACTIVATION_OF_DENDRITIC_CELL_AND_INDUCTION_OF_IFN1; WP_PATHWAYS_OF_NUCLEIC_ACID_METABOLISM_AND_INNATE_IMMUNE_SENSING
SP_754_MACROPHAGESTIMULATING_PROTEIN_MSP_SIGNALING,754,WP_MACROPHAGESTIMULATING_PROTEIN_MSP_SIGNALING,MACROPHAGESTIMULATING PROTEIN MSP SIGNALING,1,108,WP_MACROPHAGESTIMULATING_PROTEIN_MSP_SIGNALING
SP_755_MALE_INFERTILITY,755,WP_MALE_INFERTILITY,MALE INFERTILITY,1,145,WP_MALE_INFERTILITY
SP_756_MAMMARY_GLAND_DEVELOPMENT_EMBRYONIC_DEVELOPMENT_STAGE_1_OF_4,756,WP_MAMMARY_GLAND_DEVELOPMENT_EMBRYONIC_DEVELOPMENT_STAGE_1_OF_4,MAMMARY GLAND DEVELOPMENT EMBRYONIC DEVELOPMENT STAGE 1 OF 4,1,18,WP_MAMMARY_GLAND_DEVELOPMENT_EMBRYONIC_DEVELOPMENT_STAGE_1_OF_4
SP_757_MAMMARY_GLAND_DEVELOPMENT_INVOLUTION_STAGE_4_OF_4,757,WP_MAMMARY_GLAND_DEVELOPMENT_INVOLUTION_STAGE_4_OF_4,MAMMARY GLAND DEVELOPMENT INVOLUTION STAGE 4 OF 4,1,10,WP_MAMMARY_GLAND_DEVELOPMENT_INVOLUTION_STAGE_4_OF_4
SP_758_MAMMARY_GLAND_DEVELOPMENT_PREGNANCY_AND_LACTATION_STAGE_3_OF,758,WP_MAMMARY_GLAND_DEVELOPMENT_PREGNANCY_AND_LACTATION_STAGE_3_OF_4,MAMMARY GLAND DEVELOPMENT PREGNANCY AND LACTATION STAGE 3 OF 4,1,46,WP_MAMMARY_GLAND_DEVELOPMENT_PREGNANCY_AND_LACTATION_STAGE_3_OF_4
SP_759_MAMMARY_GLAND_DEVELOPMENT_PUBERTY_STAGE_2_OF_4,759,WP_MAMMARY_GLAND_DEVELOPMENT_PUBERTY_STAGE_2_OF_4,MAMMARY GLAND DEVELOPMENT PUBERTY STAGE 2 OF 4,1,13,WP_MAMMARY_GLAND_DEVELOPMENT_PUBERTY_STAGE_2_OF_4
SP_760_MARKERS_OF_KIDNEY_CELL_LINEAGE,760,WP_MARKERS_OF_KIDNEY_CELL_LINEAGE,MARKERS OF KIDNEY CELL LINEAGE,2,63,WP_MARKERS_OF_KIDNEY_CELL_LINEAGE; WP_NEPHROGENESIS
SP_761_MECP2_AND_ASSOCIATED_RETT_SYNDROME,761,WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME,MECP2 AND ASSOCIATED RETT SYNDROME,1,73,WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME
SP_762_METABOLIC_PATHWAYS_OF_FIBROBLASTS,762,WP_METABOLIC_PATHWAYS_OF_FIBROBLASTS,METABOLIC PATHWAYS OF FIBROBLASTS,1,32,WP_METABOLIC_PATHWAYS_OF_FIBROBLASTS
SP_763_MFAP5_EFFECT_ON_PERMEABILITY_AND_MOTILITY_OF_ENDOTHELIAL_CEL,763,WP_MFAP5_EFFECT_ON_PERMEABILITY_AND_MOTILITY_OF_ENDOTHELIAL_CELLS_VIA_CYTOSKELETON_REARRANGEMENT,MFAP5 EFFECT ON PERMEABILITY AND MOTILITY OF ENDOTHELIAL CELLS VIA CYTOSKELETON REARRANGEMENT,1,18,WP_MFAP5_EFFECT_ON_PERMEABILITY_AND_MOTILITY_OF_ENDOTHELIAL_CELLS_VIA_CYTOSKELETON_REARRANGEMENT
SP_764_MICROTUBULE_CYTOSKELETON_REGULATION,764,WP_MICROTUBULE_CYTOSKELETON_REGULATION,MICROTUBULE CYTOSKELETON REGULATION,1,48,WP_MICROTUBULE_CYTOSKELETON_REGULATION
SP_765_MIR5093P_ALTERATION_OF_YAP1ECM_AXIS,765,WP_MIR5093P_ALTERATION_OF_YAP1ECM_AXIS,MIR5093P ALTERATION OF YAP1ECM AXIS,1,18,WP_MIR5093P_ALTERATION_OF_YAP1ECM_AXIS
SP_766_MIRNAS_INVOLVED_IN_DNA_DAMAGE_RESPONSE,766,WP_MIRNAS_INVOLVED_IN_DNA_DAMAGE_RESPONSE,MIRNAS INVOLVED IN DNA DAMAGE RESPONSE,1,68,WP_MIRNAS_INVOLVED_IN_DNA_DAMAGE_RESPONSE
SP_767_MIRTARGETED_GENES_IN_ADIPOCYTES,767,WP_MIRTARGETED_GENES_IN_ADIPOCYTES,MIRTARGETED GENES IN ADIPOCYTES,1,33,WP_MIRTARGETED_GENES_IN_ADIPOCYTES
SP_768_MIRTARGETED_GENES_IN_LYMPHOCYTES,768,WP_MIRTARGETED_GENES_IN_LYMPHOCYTES,MIRTARGETED GENES IN LYMPHOCYTES,4,532,WP_MIRTARGETED_GENES_IN_LEUKOCYTES; WP_MIRTARGETED_GENES_IN_LYMPHOCYTES; WP_MIRTARGETED_GENES_IN_MUSCLE_CELL; WP_MIRTARGETED_GENES_IN_SQUAMOUS_CELL
SP_769_MITOCHONDRIAL_FISSION_AND_FUSION,769,WP_MITOCHONDRIAL_FISSION_AND_FUSION,MITOCHONDRIAL FISSION AND FUSION,1,13,WP_MITOCHONDRIAL_FISSION_AND_FUSION
SP_770_MITOCHONDRIAL_IMMUNE_RESPONSE_TO_SARSCOV2,770,WP_MITOCHONDRIAL_IMMUNE_RESPONSE_TO_SARSCOV2,MITOCHONDRIAL IMMUNE RESPONSE TO SARSCOV2,2,44,WP_MITOCHONDRIAL_IMMUNE_RESPONSE_TO_SARSCOV2; WP_SARSCOV2_MITOCHONDRIAL_CHRONIC_OXIDATIVE_STRESS_AND_ENDOTHELIAL_DYSFUNCTION
SP_771_MODULATION_OF_PI3KAKTMTOR_SIGNALING_BY_BIOACTIVE_SPHINGOLIPI,771,WP_MODULATION_OF_PI3KAKTMTOR_SIGNALING_BY_BIOACTIVE_SPHINGOLIPIDS,MODULATION OF PI3KAKTMTOR SIGNALING BY BIOACTIVE SPHINGOLIPIDS,1,14,WP_MODULATION_OF_PI3KAKTMTOR_SIGNALING_BY_BIOACTIVE_SPHINGOLIPIDS
SP_772_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING,772,WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING,PHOTODYNAMIC THERAPYINDUCED AP1 SURVIVAL SIGNALING,2,84,WP_MOLECULAR_PATHWAY_FOR_OXIDATIVE_STRESS; WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING
SP_773_MONOAMINE_TRANSPORT,773,WP_MONOAMINE_TRANSPORT,MONOAMINE TRANSPORT,2,33,WP_MONOAMINE_TRANSPORT; WP_SEROTONIN_TRANSPORTER_ACTIVITY
SP_774_MTHFR_DEFICIENCY,774,WP_MTHFR_DEFICIENCY,MTHFR DEFICIENCY,1,24,WP_MTHFR_DEFICIENCY
