pathway,contrast,NES,padj,size,database,sig,pathway_label,pattern,sort_key,leading_edge
GOBP_REGULATION_OF_PROTEIN_STABILITY,Training_Old,1.376,0.2177,88,GO:BP,FALSE,Regulation Of Protein Stability,Blunted,2.0544155587390014,GSN;MAPK1;CCT5;CRYAB;CCT4;PPIB;GAPDH;CCT3;FLOT2;CCT6A;AKT2;RPL23;CCT8;RPS7;FLNA;USP9X;CCT2;RPL11;PPP1CA;CCT7;TCP1
GOBP_REGULATION_OF_PROTEIN_STABILITY,Training_Young,2.054,5.042e-5,88,GO:BP,TRUE,Regulation Of Protein Stability,Blunted,2.0544155587390014,CCT6A;USP9X;CCT5;CCT8;USP5;CCT2;CCT7;FLNA;CCT4;TCP1;CCT3;GSN;PRKDC;HSPA8;CRYAB;HSP90AB1;GAPDH;STUB1;YWHAZ;BAG3;AHSA1;RUVBL2;CALR;PFN1;TARDBP;SUGT1;ATP1B1;ISOC2;PFN2;CSNK2A1;CLU;UBL4A;CUL3;USP24;PPIB;PPP1CA;TF;HSPD1;BAG2;SH3GLB1
GOBP_DNA_BIOSYNTHETIC_PROCESS,Interaction,-1.862,1,18,GO:BP,FALSE,DNA Biosynthetic Process,Blunted,2.033861842775187,CCT6A;ADIPOQ;HNRNPU;CCT8;CCT2;CCT7;TCP1;CCT5;HSP90AB1;VCP
GOBP_DNA_BIOSYNTHETIC_PROCESS,Training_Old,1.553,0.2106,19,GO:BP,FALSE,DNA Biosynthetic Process,Blunted,2.033861842775187,CCT5;CCT4;CCT3;CCT6A;CCT8;CCT2;CCT7;TCP1
GOBP_DNA_BIOSYNTHETIC_PROCESS,Training_Young,2.034,0.003069,18,GO:BP,TRUE,DNA Biosynthetic Process,Blunted,2.033861842775187,CCT6A;CCT5;CCT8;CCT2;CCT7;CCT4;TCP1;CCT3;HSP90AB1
REACTOME_RECYCLING_PATHWAY_OF_L1,Interaction,-1.212,0.4538,18,Reactome,FALSE,Recycling Pathway Of L1,Blunted,1.9879206223580637,MSN;EZR;AP2M1;TUBB2A;TUBB4B;CLTC;TUBB6;TUBA1B;DNM2
REACTOME_RECYCLING_PATHWAY_OF_L1,Training_Old,1.854,0.06438,18,Reactome,FALSE,Recycling Pathway Of L1,Blunted,1.9879206223580637,MSN;MAPK1;AP2A1;TUBA1B;TUBB6;TUBA4A;AP2B1;TUBB2A;TUBA8;ACTB;EZR;RPS6KA3;CLTC
REACTOME_RECYCLING_PATHWAY_OF_L1,Training_Young,1.988,0.004532,18,Reactome,TRUE,Recycling Pathway Of L1,Blunted,1.9879206223580637,MSN;EZR;TUBB6;TUBB2A;TUBA1B;AP2M1;CLTC;AP2A1;TUBB4B
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,Interaction,-1.813,0.0149,47,GO:BP,TRUE,Positive Regulation Of Protein Containing Complex As...,Blunted,1.9666797038785269,MAVS;BIN1;STUB1;DCTN1;MAPT;MSN;SH3GLB1;CLIP1;RAP1B;TFRC;EIF4G1;CLU;WARS1;PAK1;MECP2;PFN1
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,Training_Old,1.038,0.6994,49,GO:BP,FALSE,Positive Regulation Of Protein Containing Complex As...,Blunted,1.9666797038785269,FSCN1;LCP1;MSN;LGALS3;CAPG;RACK1;CTTN
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,Training_Young,1.967,0.001489,47,GO:BP,TRUE,Positive Regulation Of Protein Containing Complex As...,Blunted,1.9666797038785269,MSN;FSCN1;DCTN1;MAPT;LGALS3;BIN1;MAVS;RAP1B;STUB1;PFN1;PSMC6;PAK1;PFN2;CLU;RPS3;TPPP3;VCP;CTTN;SH3GLB1;CLIP1;HSP90AA1;MAPRE1;CAPG;PPP2CA
REACTOME_RHO_GTPASE_EFFECTORS,Interaction,-1.618,1,74,Reactome,FALSE,Rho Gtpase Effectors,Blunted,1.9081160702102828,DYNC1LI1;DYNC1H1;DYNC1I2;PPP1R12B;PPP2R1A;YWHAZ;YWHAG;DYNC1LI2;CLIP1;KTN1;YWHAH;DYNLL1;NUDC;TUBB2A;ARPC1A;RPS27;PAFAH1B1;PAK1;TUBB4B;PFN1;YWHAE;XPO1;TUBB6;MYH14;TUBA1B;ARPC4;FLNA;PAK2;ACTR2;PFN2
REACTOME_RHO_GTPASE_EFFECTORS,Training_Old,1.673,0.05423,75,Reactome,FALSE,Rho Gtpase Effectors,Blunted,1.9081160702102828,IQGAP1;ARPC1B;MAPK1;KIF5B;MYL12B;MYH9;ACTR2;CTTN;CALM1;TUBA1B;FLNA;TUBB6;MYH11;TUBA4A;DYNC1H1;TUBB2A;PPP1CB;MYL9;KLC1;MAPRE1;YWHAH;ACTR3;S100A9;TUBA8;MYL6;DYNC1I2;ACTB
REACTOME_RHO_GTPASE_EFFECTORS,Training_Young,1.908,9.01e-4,74,Reactome,TRUE,Rho Gtpase Effectors,Blunted,1.9081160702102828,DYNC1H1;DYNC1LI1;DYNC1I2;YWHAH;ACTR2;TUBB6;TUBB2A;TUBA1B;FLNA;KIF5B;PPP2R1A;PPP1R12B;RPS27;ARPC1B;IQGAP1;YWHAZ;ARPC4;TUBB4B;DYNC1LI2;PAK2;CALM1;KTN1;YWHAG;PFN1;MYH14;PAK1;PFN2;PAFAH1B1;ARPC5;YWHAQ;CTTN;ACTR3;YWHAB;CLIP1;CFL1;MAPRE1;YWHAE
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,Interaction,1.348,0.1567,110,Reactome,FALSE,Regulation Of Expression Of Slits And Robos,Blunted,1.9060923175183384,RPL24;RPS15;RPL38;RPS12;RPS21;RPL22;RPL23;RPL31;RPS5;RPS3A;RPL23A;RPL32;RPS18;RPSA;PSMD7;RPS10;RPS25;RPL35;RPL18;RPS19;RPL37A;RPS20;RPL19;RPS17;RPL10;RPS7;RPS16;RPS23;RPS13;RPLP2;RPL18A;RPS4X;ELOB;RPL12
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,Training_Old,2.595,1,110,Reactome,FALSE,Regulation Of Expression Of Slits And Robos,Blunted,1.9060923175183384,RPS15;RPS6;RPL22;RPL24;RPS12;RPS3A;RPL37A;RPS21;RPL18;RPS2;RPL10;RPS17;RPS19;RPSA;RPS16;RPS14;RPS13;RPS18;RPL32;PSMD7;RPS25;RPS11;RPL23A;RPL23;RPS4X;RPS20;RPS10;RPS7;RPS15A;RPL36AL;RPLP2;RPL11;RPL12;RPL35;RPL6;RPS3;RPL19;RPS8;RPS5;PSMC3;RPL7;RPS28;ETF1;RPL8;RPL17;RPLP0;RPL38;RPS9;RPL4;RPL13A;PSMD11;PSMA4;PSMC2;PSMC6;PSMD2;PSMC4;RPL29;RPL31;RPL28;RPL13
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,Training_Young,1.906,2.408e-4,110,Reactome,TRUE,Regulation Of Expression Of Slits And Robos,Blunted,1.9060923175183384,RPS11;RPS6;RPL3;PSMC2;RPS27;PSMC1;RPS2;PSMD1;PSMA3;ETF1;PSMD11;PSMD3;PSMC6;PSMA7;RPL13A;PSMA5;RPS14;PSMB7;PSMA6;RPL15;PSMC4;RPS8;PSMD13;RPS28;PSMB5;PSMB3;PSMD6;RPS15A;PSMD2;RPL13;RPS3;PSMC3;RPL14;RPL7;PSMA1;RPL34;PSMD14;PSMD8;RPL6;RPL28;RPS24;GSPT1;PSMB6;RPS27A;PSMB4;RPL29;PSMB2;PSMA2;RPL10;RPL36;PSMA4;RPL37A;RPS13;RPL26;PSMD12;RPS16;RPL36AL;RPS4X;RPL30;RPL18;RPL17;RPL10A
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,Interaction,-2.043,0.001641,41,GO:BP,TRUE,Endoplasmic Reticulum To Golgi Vesicle Mediated Tran...,Blunted,1.9042805559346332,CNIH4;SEC22B;PREB;SEC23IP;ARCN1;SURF4;RAB1B;TRAPPC3;CUL3;BCAP31;YKT6;SAR1A;RAB2A;SEC23A;P4HB;TMED10;HYOU1;ATL2;TMED9;LMAN1;TFG;VCP;SEC24C;SCFD1
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,Training_Old,-0.62,0.997,41,GO:BP,FALSE,Endoplasmic Reticulum To Golgi Vesicle Mediated Tran...,Blunted,1.9042805559346332,ATL2;SAR1A;RAB2A;TMED10;VAPB;USO1
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,Training_Young,1.904,0.003126,41,GO:BP,TRUE,Endoplasmic Reticulum To Golgi Vesicle Mediated Tran...,Blunted,1.9042805559346332,BCAP31;HYOU1;SEC23IP;CNIH4;SEC23A;SEC22B;PREB;ARCN1;TFG;YKT6;TRAPPC3;P4HB;LMAN1;TMED9;SURF4;CUL3;VAPA;RAB1B;VCP;COPB2;SEC31A
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,Interaction,-0.995,0.6904,16,Reactome,FALSE,Hsf1 Dependent Transactivation,Blunted,1.902503706410771,HSPA8;FKBP4;HSPA2;HSP90AB1;HSPA1A;HSPB1;HSPB2;HSP90AA1;HSPB8;CAMK2G
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,Training_Old,1.826,0.0726,16,Reactome,FALSE,Hsf1 Dependent Transactivation,Blunted,1.902503706410771,CAMK2D;CRYAB;HSPB1;HSPB2;CAMK2B;SERPINH1;CAMK2A
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,Training_Young,1.903,0.01486,16,Reactome,TRUE,Hsf1 Dependent Transactivation,Blunted,1.902503706410771,HSPB1;CAMK2D;HSPB2;SERPINH1;HSPA8;CRYAB;HSP90AB1
GOBP_RNA_LOCALIZATION,Interaction,-1.302,0.3046,39,GO:BP,FALSE,RNA Localization,Blunted,1.889235620039995,KPNB1;YBX1;CCT6A;HNRNPU;PNPT1;CCT8;CCT2;RAN;CCT7;XPO1;TCP1;CCT5;RUVBL2;TST;NUTF2
GOBP_RNA_LOCALIZATION,Training_Old,1.552,0.1686,39,GO:BP,FALSE,RNA Localization,Blunted,1.889235620039995,CCT5;CCT4;CCT3;CCT6A;MVP;CCT8;CCT2;CCT7;TCP1;QKI;LRPPRC;CAPRIN1;SRSF3
GOBP_RNA_LOCALIZATION,Training_Young,1.889,0.004322,39,GO:BP,TRUE,RNA Localization,Blunted,1.889235620039995,CCT6A;CCT5;CCT8;KPNB1;YBX1;CCT2;CCT7;CCT4;TCP1;CCT3
GOBP_ESTABLISHMENT_OF_CELL_POLARITY,Interaction,-1.306,0.3368,24,GO:BP,FALSE,Establishment Of Cell Polarity,Blunted,1.8682604052026086,DCTN1;MSN;EZR;RAP1B;DYNLT1;PAFAH1B1;PAK1;MAP4
GOBP_ESTABLISHMENT_OF_CELL_POLARITY,Training_Old,1.734,0.08287,24,GO:BP,FALSE,Establishment Of Cell Polarity,Blunted,1.8682604052026086,FSCN1;DYNLT1;GSN;MSN;MYH9;FLOT2;RACK1;GSK3B;MAPRE1;EZR;DCTN1
GOBP_ESTABLISHMENT_OF_CELL_POLARITY,Training_Young,1.868,0.01304,24,GO:BP,TRUE,Establishment Of Cell Polarity,Blunted,1.8682604052026086,MSN;DYNLT1;FSCN1;DCTN1;EZR;GSN;RAP1B;MAP4;PAK1;PAFAH1B1;MYO18A;CFL1;MAPRE1
GOBP_TRANSLATIONAL_ELONGATION,Interaction,-0.935,0.7729,23,GO:BP,FALSE,Translational Elongation,Blunted,1.863640488591695,EEF1D;ABCE1;AARS1;EEF1A1;EEF1B2;SARS1;GCN1;EEF1G
GOBP_TRANSLATIONAL_ELONGATION,Training_Old,1.721,0.09692,23,GO:BP,FALSE,Translational Elongation,Blunted,1.863640488591695,TUFM;EEF1G;EEFSEC;RACK1;HBS1L;ABCE1;RPLP2;EEF2;GCN1;DDRGK1;TSFM;PELO;SARS1;EEF1B2
GOBP_TRANSLATIONAL_ELONGATION,Training_Young,1.864,0.013,23,GO:BP,TRUE,Translational Elongation,Blunted,1.863640488591695,EEF1D;ABCE1;EEF1G;TUFM;EEF1B2;EEF1A1;SARS1;GCN1;AARS1
REACTOME_NEUTROPHIL_DEGRANULATION,Interaction,-1.659,0.002655,165,Reactome,TRUE,Neutrophil Degranulation,Blunted,1.8412393163824057,DYNC1LI1;DYNC1H1;SNAP29;KPNB1;AP1M1;LAMTOR1;LRG1;RAB6A;CYB5R3;RAB18;GSTP1;S100A11;HSPA8;PSMD3;RAP1B;GYG1;STBD1;DYNLL1;SURF4;GDI2;DYNLT1;DBNL;CCT8;CD47;CTSZ;PSMD6;PADI2;CCT2;CAPN1;PSMD1;TUBB4B;EEF1A1;APEH;RAP1A;VCL;VAT1;ERP44;CPNE3;PSMD13;ACAA1;TMEM63A;PSMC2;C3;SERPINA3;UBR4;HSP90AB1;ORM1;SERPINA1;HP;ANXA2;PSMD12;ACTR2;PSMB7;LAMTOR2;PDAP1;SPTAN1;VCP;PYGL;PSMA5;RAC1;NIT2;TUBB;PPIA;CPPED1;NME2;LGALS3;CTSD;HSPA1A;PSMD11;CD59;HUWE1;PFKL
REACTOME_NEUTROPHIL_DEGRANULATION,Training_Old,1.191,0.4163,165,Reactome,FALSE,Neutrophil Degranulation,Blunted,1.8412393163824057,IQGAP1;DYNLT1;GSN;TXNDC5;MAPK1;TUBB;LGALS3;NME2;ACTR2;CAP1;PSMD7;MVP;CCT8;PKM;PA2G4;CKAP4;DYNC1H1;CCT2;HUWE1;EEF2;CTSB;IMPDH2;ANXA2;JUP;CSNK2B;GPI;CST3;S100A11;PSMC3;PRDX4;PADI2;S100A9;VCL;SERPINB6;APRT;PAFAH1B2;PSMD11;PSMC2;FTL;SPTAN1;IST1;PSMD2
REACTOME_NEUTROPHIL_DEGRANULATION,Training_Young,1.841,1.24e-4,165,Reactome,TRUE,Neutrophil Degranulation,Blunted,1.8412393163824057,DYNC1H1;DYNLT1;DYNC1LI1;CCT8;KPNB1;TUBB;S100A11;ACTR2;RAB6A;CCT2;NME2;AP1M1;LGALS3;TXNDC5;PADI2;LAMTOR1;VCL;GSN;ANXA2;HSPA8;HUWE1;SNAP29;PSMC2;VAT1;RAP1B;EEF1A1;HSP90AB1;CYB5R3;IQGAP1;APEH;PSMD1;SPTAN1;GYG1;TUBB4B;TMEM63A;PSMD11;PSMD3;STBD1;CTSZ;CST3;DBNL;PSMA5;RAB18;PSMB7;CSNK2B;SURF4;PPIA;PSMD13;VAPA;ORM1;PSMD6;PSMD2;RAP1A;C3;ARPC5;VCP;CPPED1;PSMC3;HP;PSMD14;HSP90AA1;PFKL;GDI2;HBB;CKAP4
REACTOME_APOPTOSIS,Interaction,-1.675,1,69,Reactome,FALSE,Apoptosis,Blunted,1.8400372480461913,KPNB1;PLEC;MAPT;YWHAZ;YWHAG;PSMB5;YWHAH;APPL1;PSMD3;PRKCQ;DYNLL1;DBNL;RPS27A;PSMD6;BCAP31;PSMA3;PSMD1;ADD1;YWHAE;PSMB6;PSMD13;PSMC1;PSMC2;PSMB3;PAK2;PSMD12;KPNA1;PSMB7;PSMA6;SPTAN1;HMGB2;PSMA5;PSMA1;PSMD8;PSMB2;PSMA7;PSMD11;DNM1L;PSMC6;ADRM1;YWHAQ
REACTOME_APOPTOSIS,Training_Old,1.005,0.7366,69,Reactome,FALSE,Apoptosis,Blunted,1.8400372480461913,GSN;MAPK1;PSMD7;AKT2;FNTA;KPNA1;PSMC3;YWHAH;BCAP31;OPA1;VIM;PSMD11;PSMA4;PSMC2;C1QBP;SPTAN1;PSMC6;PSMD2;PSMC4
REACTOME_APOPTOSIS,Training_Young,1.84,0.002856,69,Reactome,TRUE,Apoptosis,Blunted,1.8400372480461913,KPNB1;YWHAH;MAPT;BCAP31;GSN;KPNA1;APPL1;PSMC2;PSMC1;YWHAZ;PSMD1;SPTAN1;PSMA3;PAK2;PSMD11;YWHAG;PSMD3;PSMC6;ADD1;PSMA7;PLEC;DBNL;PSMA5;PSMB7;PSMA6;PSMC4;PSMD13;PSMB5;PSMB3;PSMD6;OPA1;PSMD2;YWHAQ;PSMC3;PSMA1;YWHAB;PSMD14;PSMD8;YWHAE;PSMB6;PRKCQ;RPS27A;PSMB4;PSMB2;PSMA2
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,Interaction,-1.964,1,42,Reactome,FALSE,Clathrin Mediated Endocytosis,Blunted,1.8305913066182395,COPS7B;SCARB2;CLTB;BIN1;COPS7A;TRIP10;GPS1;HSPA8;UBQLN2;AP2M1;TFRC;RPS27A;ARPC1A;PICALM;CLTC
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,Training_Old,-0.826,0.9164,43,Reactome,FALSE,Clathrin Mediated Endocytosis,Blunted,1.8305913066182395,COPS7B;TFRC;ARPC1A;RAB5B;SCARB2;UBQLN1;UBQLN2;GPS1;VAMP2;RPS27A
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,Training_Young,1.831,0.005173,42,Reactome,TRUE,Clathrin Mediated Endocytosis,Blunted,1.8305913066182395,CLTB;ACTR2;BIN1;AP2M1;COPS7A;CLTC;HSPA8;COPS7B;SCARB2;AP2A1;ARPC4;TRIP10;PICALM;AP2B1;TF;ARPC5;CTTN;ACTR3;GPS1
GOBP_MICROTUBULE_BASED_MOVEMENT,Interaction,-1.789,1,50,GO:BP,FALSE,Microtubule Based Movement,Blunted,1.8106192128908256,DYNC1LI1;DYNC1H1;KPNB1;DYNC1I2;UCHL1;RAB6A;DCTN1;MAPT;DYNC1LI2;HNRNPU;KTN1;DYNLL1;DYNLT1;PAFAH1B1;TUBB4B;MAP4;ARL8B;FYCO1;ARL3;SOD1
GOBP_MICROTUBULE_BASED_MOVEMENT,Training_Old,1.106,0.624,50,GO:BP,FALSE,Microtubule Based Movement,Blunted,1.8106192128908256,DYNLT1;HSPB1;KIF5B;ACTR2;FLOT2;DYNLRB1;FNTA;DYNC1H1;LRPPRC;BAG3;KLC1;ACTR3;DYNC1I2;OPA1;DCTN1;COPG1;ARL3;SFPQ;DYNC1LI1;MAPT;SLIRP;RAB6A;LAMP1;MAP2K1
GOBP_MICROTUBULE_BASED_MOVEMENT,Training_Young,1.811,0.008663,50,GO:BP,TRUE,Microtubule Based Movement,Blunted,1.8106192128908256,DYNC1H1;DYNLT1;DYNC1LI1;DYNC1I2;UCHL1;KPNB1;DCTN1;HSPB1;ACTR2;RAB6A;MAPT;KIF5B;BAG3;TUBB4B;DYNC1LI2;MAP4;KTN1;ARL3
GOBP_VESICLE_BUDDING_FROM_MEMBRANE,Interaction,-1.743,1,31,GO:BP,FALSE,Vesicle Budding From Membrane,Blunted,1.7942880038560314,PREB;SURF4;AP2M1;TRAPPC3;CUL3;PICALM;SAR1A;SEC23A;TMED10;ANXA2;DNM2;TMED9;TFG;SEC24C;VPS4A;SAR1B;MYO18A;VAPA;SLC2A4
GOBP_VESICLE_BUDDING_FROM_MEMBRANE,Training_Old,0.615,0.9928,31,GO:BP,FALSE,Vesicle Budding From Membrane,Blunted,1.7942880038560314,SLC2A4;ANXA2;SEC31A;AP1G1;S100A10;SEC23A;TFG;CHMP4B;AP2M1
GOBP_VESICLE_BUDDING_FROM_MEMBRANE,Training_Young,1.794,0.01922,31,GO:BP,TRUE,Vesicle Budding From Membrane,Blunted,1.7942880038560314,AP2M1;ANXA2;SEC23A;PREB;TFG;TRAPPC3;SLC2A4;TMED9;SURF4;PICALM;CUL3;S100A10;VAPA;MYO18A;SEC31A;CHMP4B;SEC24C
GOBP_SPINDLE_ORGANIZATION,Interaction,-1.722,1,45,GO:BP,FALSE,Spindle Organization,Blunted,1.7939373976211195,DYNC1H1;KPNB1;TACC2;DCTN1;PPP2R1A;DDB1;HNRNPU;EZR;NUDC;DCTN2;RAN;CLTC;MAP4;SUGT1;TBCE;FLNA;DCTN6
GOBP_SPINDLE_ORGANIZATION,Training_Old,1.126,0.6043,46,GO:BP,FALSE,Spindle Organization,Blunted,1.7939373976211195,TUBB;MYH9;DCTN2;FLNA;DYNC1H1;NTMT1;RPS3;MAPRE1;EZR;DCTN1;PDE4DIP;SBDS;CLTC;VPS4B;DCTN6;MAPRE3;RMDN1;CHMP4B
GOBP_SPINDLE_ORGANIZATION,Training_Young,1.794,0.007999,45,GO:BP,TRUE,Spindle Organization,Blunted,1.7939373976211195,DYNC1H1;DCTN2;KPNB1;TUBB;DCTN1;EZR;FLNA;DDB1;PPP2R1A;CLTC;MAP4;DCTN6;SUGT1;RAN;RPS3;TACC2;VCP;MAPRE3;CHMP4B;MAPRE1
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,Interaction,0.758,0.946,26,Reactome,FALSE,Fcgamma Receptor Fcgr Dependent Phagocytosis,Blunted,1.78904527952792,GRB2;ACTB;MYH2;MAPK1;MYH9
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,Training_Old,1.619,0.15,27,Reactome,FALSE,Fcgamma Receptor Fcgr Dependent Phagocytosis,Blunted,1.78904527952792,ARPC1B;MAPK1;MYH9;ACTR2;IGHV3-7;MYH2;AHCYL1;IGHG1;IGLC3;IGLC2;ACTR3;ACTB;IGHG2;GRB2;HSP90AB1;ARPC5;ARPC2;ARPC4
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,Training_Young,1.789,0.01952,26,Reactome,TRUE,Fcgamma Receptor Fcgr Dependent Phagocytosis,Blunted,1.78904527952792,ACTR2;AHCYL1;IGHG2;IGHG1;ARPC1B;HSP90AB1;ARPC4;IGLC2;IGLC3;IGHV3-7;MYO1C;PAK1;ARPC5;ACTR3;CFL1;HSP90AA1
REACTOME_ION_HOMEOSTASIS,Interaction,-0.916,0.7994,24,Reactome,FALSE,Ion Homeostasis,Blunted,1.7739475969848977,ATP2A2;PLN;ATP1A2;CASQ2;AHCYL1;ATP1A1;ATP2B4;RYR1;ATP2B1;STIM1
REACTOME_ION_HOMEOSTASIS,Training_Old,1.393,0.3383,24,Reactome,FALSE,Ion Homeostasis,Blunted,1.7739475969848977,CAMK2D;CAMK2B;CALM1;CASQ1;ATP1A1;AHCYL1;CAMK2A
REACTOME_ION_HOMEOSTASIS,Training_Young,1.774,0.02358,24,Reactome,TRUE,Ion Homeostasis,Blunted,1.7739475969848977,CAMK2D;AHCYL1;ATP1A1;ATP1A2;CALM1;ATP1B1;PRKACA;PLN;CASQ2;STIM1;ASPH;FXYD1;ATP2A1;CAMK2B;ATP2A3;ATP2B4
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,Interaction,-0.823,0.9038,25,Reactome,FALSE,Potential Therapeutics For Sars,Blunted,1.768922498759797,AP2M1;FKBP4;CUL3;ATP1A2;HSP90AB1;ATP1A1;ITGB1;TUBB;FKBP1A;AP2A1;HSP90AA1;IGHM;ATP1B1;IGLC2
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,Training_Old,1.564,0.1905,25,Reactome,FALSE,Potential Therapeutics For Sars,Blunted,1.768922498759797,TUBB;AP2A1;IGHV3-7;FNTA;ATP1A1;AP2B1;IGLC3;IMPDH2;IGLC2;ATP1B1;GRB2;HSP90AB1;IGHM;AP2M1;COMT;RBBP7
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,Training_Young,1.769,0.02365,25,Reactome,TRUE,Potential Therapeutics For Sars,Blunted,1.768922498759797,TUBB;AP2M1;ATP1A1;HSP90AB1;AP2A1;ATP1A2;IGLC2;IGLC3;IGHV3-7;ATP1B1;AP2B1;CUL3;IGHM;FKBP4;HSP90AA1
REACTOME_INTERFERON_SIGNALING,Interaction,-1.28,0.279,65,Reactome,FALSE,Interferon Signaling,Blunted,1.7597619568611471,MAVS;KPNB1;EIF2S3;YBX1;PPP2R1A;ARIH1;MAPT;HSPA8;ABCE1;EIF4G1;RPS27A;TUBB2A;TUBB4B;TUBB6;HSPA2;MT2A;EIF4G2
REACTOME_INTERFERON_SIGNALING,Training_Old,1.229,0.457,65,Reactome,FALSE,Interferon Signaling,Blunted,1.7597619568611471,CAMK2D;MAPK1;SAMHD1;CAMK2B;TUBA1B;FLNA;TUBB6;TUBA4A;KPNA1;ABCE1;FLNB;CAMK2A;TUBB2A;EIF4A2;KPNA4;TUBA8;EIF2S1;HSPA5
REACTOME_INTERFERON_SIGNALING,Training_Young,1.76,0.008205,65,Reactome,TRUE,Interferon Signaling,Blunted,1.7597619568611471,ABCE1;KPNB1;YBX1;TUBB6;TUBB2A;MAPT;TUBA1B;FLNA;CAMK2D;KPNA1;PPP2R1A;EIF2S3;HSPA8;MAVS;KPNA4;FLNB;HSPA5;SAMHD1;TUBB4B
GOBP_ORGANELLE_DISASSEMBLY,Interaction,-1.322,0.3336,19,GO:BP,FALSE,Organelle Disassembly,Blunted,1.74883523841729,PRKAA2;PLIN2;PLIN3;MCTS1;ABCE1;MAP4;PRKAA1;GCN1;VCP
GOBP_ORGANELLE_DISASSEMBLY,Training_Old,1.667,0.1523,19,GO:BP,FALSE,Organelle Disassembly,Blunted,1.74883523841729,KIF5B;RACK1;HBS1L;MTIF2;ABCE1;KLC1;GCN1;DDRGK1;PELO
GOBP_ORGANELLE_DISASSEMBLY,Training_Young,1.749,0.03125,19,GO:BP,TRUE,Organelle Disassembly,Blunted,1.74883523841729,ABCE1;PLIN3;KIF5B;PRKAA2;MCTS1;MAP4;GCN1;PRKAA1;MTIF2
GOBP_EPITHELIAL_CELL_DEVELOPMENT,Interaction,-1.729,1,32,GO:BP,FALSE,Epithelial Cell Development,Blunted,1.7284749532123964,PLEC;ADIPOQ;MSN;EZR;RAP1B;RAB1B;TIGAR;ADD1;RAP1A;VCL;AKR1B1;FLNA;GSK3A;RAC1;RDX;TNMD;HSD17B4;FLNB
GOBP_EPITHELIAL_CELL_DEVELOPMENT,Training_Old,1.018,0.7254,32,GO:BP,FALSE,Epithelial Cell Development,Blunted,1.7284749532123964,IQGAP1;MSN;CLIC4;FLNA;FLNB;GSK3B;VCL;EZR;VIM
GOBP_EPITHELIAL_CELL_DEVELOPMENT,Training_Young,1.728,0.02152,32,GO:BP,TRUE,Epithelial Cell Development,Blunted,1.7284749532123964,MSN;EZR;FLNA;VCL;FLNB;RAP1B;IQGAP1;CLIC4;ADD1;PLEC;ADIPOQ;RAB1B;RAP1A
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Interaction,-1.719,0.05828,19,GO:BP,FALSE,Positive Regulation Of Reactive Oxygen Species Metab...,Blunted,1.7105237975537195,AKR1C3;MAPT;GSTP1;AKR1C1;TSPO;CBR1;AGT;PARK7;SOD1;ROMO1
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Training_Old,-0.877,0.8391,19,GO:BP,FALSE,Positive Regulation Of Reactive Oxygen Species Metab...,Blunted,1.7105237975537195,GSTP1;SOD1;PARK7;AGT;DCXR;ROMO1
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Training_Young,1.711,0.04896,19,GO:BP,TRUE,Positive Regulation Of Reactive Oxygen Species Metab...,Blunted,1.7105237975537195,CBR1;AKR1C3;MAPT;AKR1C1
