pathway,contrast,NES,padj,size,database,sig,pathway_label,pattern,sort_key,leading_edge
GOBP_CELL_RECOGNITION,Interaction,-1.152,0.5015,22,GO:BP,FALSE,Cell Recognition,Blunted,2.158376315164355,VCAN;YWHAZ;MSN;RTN4;CCT8;CCT2;CCT7;TCP1;CCT5
GOBP_CELL_RECOGNITION,Training_Old,1.869,1,22,GO:BP,FALSE,Cell Recognition,Blunted,2.158376315164355,MSN;CCT5;LGALS3;CCT4;CCT3;CCT8;UBAP2L;BSG;CCT2;CCT7;TCP1;NEXN
GOBP_CELL_RECOGNITION,Training_Young,2.158,5.314e-4,22,GO:BP,TRUE,Cell Recognition,Blunted,2.158376315164355,MSN;CCT5;CCT8;CCT2;LGALS3;CCT7;CCT4;TCP1;CCT3
GOBP_RESPONSE_TO_HEAT,Interaction,-1.468,0.1539,31,GO:BP,FALSE,Response To Heat,Blunted,2.098260029810209,EEF1D;STUB1;MAPT;DNAJA1;HSPB6;EIF2B1;YWHAE;HSPA2;SOD1;EIF2B4;HSP90AB1;DNAJA2;VCP;DNAJA4;HSPA1A;HSPB1
GOBP_RESPONSE_TO_HEAT,Training_Old,1.517,0.2022,31,GO:BP,FALSE,Response To Heat,Blunted,2.098260029810209,CRYAB;HSPB1;HSPB2;DNAJA4;HSPB6;DNAJA2;CASQ1;EIF2B3;GSK3B;BAG3;HIKESHI;EIF2S1;HSP90AB1;EIF2B1;MAPT;RBBP7;PRKACA;EEF1D;DNAJA1
GOBP_RESPONSE_TO_HEAT,Training_Young,2.098,7.794e-4,31,GO:BP,TRUE,Response To Heat,Blunted,2.098260029810209,EEF1D;HSPB6;HSPB1;MAPT;DNAJA2;HSPB2;DNAJA4;CRYAB;EIF2B1;HSP90AB1;DNAJA1;STUB1;BAG3
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,Interaction,-1.279,0.3903,15,GO:BP,FALSE,Regulation Of Telomere Maintenance Via Telomere Leng...,Blunted,2.0889536160249875,CCT6A;HNRNPU;CCT8;CCT2;CCT7;TCP1;CCT5
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,Training_Old,1.856,0.06316,15,GO:BP,FALSE,Regulation Of Telomere Maintenance Via Telomere Leng...,Blunted,2.0889536160249875,CCT5;CCT4;CCT3;CCT6A;CCT8;CCT2;CCT7;TCP1;PARP1
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,Training_Young,2.089,0.001067,15,GO:BP,TRUE,Regulation Of Telomere Maintenance Via Telomere Leng...,Blunted,2.0889536160249875,CCT6A;CCT5;CCT8;CCT2;CCT7;CCT4;TCP1;CCT3
GOBP_PROTEIN_REFOLDING,Interaction,-1.373,0.2996,18,GO:BP,FALSE,Protein Refolding,Blunted,2.067640714326541,HSPA8;DNAJA1;HSPB6;HSPA2;DNAJA2;HSPA5;DNAJA4;HSPA1A;HSPB1;HSPB2;HSPD1;FKBP1A;HSP90AA1
GOBP_PROTEIN_REFOLDING,Training_Old,1.731,0.1164,19,GO:BP,FALSE,Protein Refolding,Blunted,2.067640714326541,CRYAB;HSPB1;HSPA9;HSPB2;DNAJA4;HSPB6;DNAJA2;HSPA14
GOBP_PROTEIN_REFOLDING,Training_Young,2.068,0.001792,18,GO:BP,TRUE,Protein Refolding,Blunted,2.067640714326541,HSPB6;HSPB1;DNAJA2;HSPB2;DNAJA4;HSPA8;CRYAB;HSPA5;DNAJA1
GOBP_AXO_DENDRITIC_TRANSPORT,Interaction,-1.605,0.1131,16,GO:BP,FALSE,Axo Dendritic Transport,Blunted,2.062252553512724,DYNC1H1;UCHL1;DCTN1;MAPT;HNRNPU;PAFAH1B1;ARL8B;SOD1;PURA;RAB21;HSPB1;TMEM230
GOBP_AXO_DENDRITIC_TRANSPORT,Training_Old,0.924,0.7965,16,GO:BP,FALSE,Axo Dendritic Transport,Blunted,2.062252553512724,HSPB1;KIF5B;FLOT2;DYNC1H1;OPA1;DCTN1
GOBP_AXO_DENDRITIC_TRANSPORT,Training_Young,2.062,0.002322,16,GO:BP,TRUE,Axo Dendritic Transport,Blunted,2.062252553512724,DYNC1H1;UCHL1;DCTN1;HSPB1;MAPT;KIF5B
GOBP_REGULATION_OF_PROTEIN_STABILITY,Interaction,-1.772,0.005218,88,GO:BP,TRUE,Regulation Of Protein Stability,Blunted,2.0544155587390014,USP9X;USP24;STUB1;CALR;CCT6A;USP5;YWHAZ;UBL4A;SH3GLB1;RAD23A;PRKDC;HSPA8;RTN4;ISOC2;USP47;CLU;AHSA1;CCT8;CUL3;PFDN2;CCT2;PFN1;CCT7;PARK7;SUGT1;BAG2;TCP1;TARDBP;FLNA;CCT5;UBR4;RUVBL2;HSP90AB1;BAG6
