module,age_num,time_num,interaction,VL_thick_cm,DXA_LBM_kg,BMI,Type_I_fCSA,Type_II_fCSA,deadlift_1rm_kg
MEpink,0.02005288325543209,0.8692500870925466,0.23644588028092092,0.17784400226398572,0.16714202182777949,0.026678874285546095,0.7221227309638228,0.4937835647391044,0.23644588028092092
MEred,0.09710315131396381,0.2265301481159008,0.32569088587908096,0.9411092518936164,0.3379250063408727,0.482691913643336,0.21956245350132614,0.7879772014052635,0.37026500601287304
MEblue,3.0678791495075836e-9,0.7674435869465237,0.015184730715695602,0.0807224485443615,0.7879772014052635,0.06505084337908902,0.893885657268035,0.013993416506930652,0.057565910093843944
MEmagenta,0.9131578923644071,0.5888757219772534,0.9131578923644071,0.7339502416826,0.4814126247255212,0.4814126247255212,0.7255552590148195,0.5177852966893887,0.9467634853983529
MEyellow,0.7340876039012105,0.7674435869465237,0.8033046098343907,0.9131578923644071,0.5177852966893887,0.06505084337908902,0.611896435458566,0.9411092518936164,0.611896435458566
MEblack,0.02784426576137522,0.3379250063408727,0.7384827275565155,0.23472001725096667,0.893885657268035,0.3746555227883144,0.7255552590148195,0.5324202956019006,0.9639107055233171
MEbrown,3.39184553822926e-4,0.013993416506930652,0.3379250063408727,0.611896435458566,0.7255552590148195,0.01664422499276426,0.4852263922136244,0.5177852966893887,0.32569088587908096
MEgreen,0.026678874285546095,0.34087033692626434,0.32569088587908096,0.026678874285546095,0.4644679073359764,0.5324202956019006,0.5177852966893887,0.02784426576137522,0.32569088587908096
MEturquoise,0.0036053381625796854,0.3379250063408727,0.037406333065432555,0.3524659047554308,0.40267303814921723,0.027381417683405098,0.3378630608639634,0.026678874285546095,0.5294461224272344
MEgrey,7.4465986841633925e-6,0.32569088587908096,0.1893451751341765,0.013993416506930652,0.2888333550079471,0.037406333065432555,0.21956245350132614,7.4465986841633925e-6,0.06505084337908902
