gene,pre_mean,post_mean,pct_miss,shift,imputation_reliable
MMP24OS,16.321770897340123,16.221142019902707,40.32258064516129,-0.10062887743741555,TRUE
ESYT2,17.098650595362855,17.10958646333739,29.03225806451613,0.01093586797453483,TRUE
ILVBL,17.002504397661998,16.883663553871543,27.419354838709676,-0.1188408437904549,TRUE
TARS3,15.48939782587272,15.429879069044837,35.483870967741936,-0.05951875682788277,TRUE
VWA8,21.47818511719537,21.158384475198762,54.83870967741935,-0.31980064199660774,FALSE
MAP1LC3B2,20.717490739315913,20.901735649561605,50,0.18424491024569178,FALSE
NUDT19,17.111583042032816,17.032751386672658,30.64516129032258,-0.07883165536015824,TRUE
PGRMC1,18.945299243914537,18.73608440700471,48.38709677419355,-0.20921483690982612,TRUE
DCTN6,15.850289511233024,16.006218477112853,53.2258064516129,0.15592896587982885,FALSE
EEF2K,16.354049658869478,16.417183871101823,19.35483870967742,0.06313421223234528,TRUE
COX7A2L,16.51417325676416,16.46646707480171,46.774193548387096,-0.047706181962450245,TRUE
GAPDHS,19.65657842077361,19.612175421927336,38.70967741935484,-0.04440299884627308,TRUE
HGS,16.349315748130763,16.389862204354255,25.806451612903224,0.040546456223491845,TRUE
ARPC1B,17.155336255502114,17.131261724923167,20.967741935483872,-0.024074530578946707,TRUE
ARPC2,16.832559662518516,16.688409938875775,62.903225806451616,-0.14414972364274092,FALSE
MAPK13,19.485997867759963,19.490127579722706,64.51612903225806,0.0041297119627436985,FALSE
EIF3H,15.828943928671224,15.884335700321245,22.58064516129032,0.055391771650020516,TRUE
ARPC5,17.792340120630172,17.97027957404746,38.70967741935484,0.177939453417288,TRUE
TAPBP,15.366010895466669,15.263545214462964,54.83870967741935,-0.10246568100370546,FALSE
DHX15,16.62317283978454,16.61888537534602,30.64516129032258,-0.0042874644385193506,TRUE
DYNC1LI2,16.669732358600413,16.703198568265652,14.516129032258066,0.03346620966523872,TRUE
TRAPPC3,16.108324941399367,16.171559428286873,69.35483870967742,0.06323448688750588,FALSE
BUB3,16.0520710312294,15.984119375158857,45.16129032258064,-0.06795165607054265,TRUE
AP1G1,16.55654909712602,16.45668428437536,48.38709677419355,-0.09986481275065984,TRUE
PPP1R12B,15.585999479324407,15.55657714170275,46.774193548387096,-0.029422337621657135,TRUE
SPAG9,15.833734336869869,15.855592106766426,14.516129032258066,0.021857769896557855,TRUE
TBC1D4,17.52292327253825,17.60457836381483,27.419354838709676,0.08165509127658055,TRUE
SELENOF,13.632429676724438,13.895287901123163,67.74193548387096,0.26285822439872497,FALSE
CLASP2,17.039157856226137,16.98241611006901,32.25806451612903,-0.056741746157126016,TRUE
COBL,17.822993331423174,17.7294220389332,51.61290322580645,-0.09357129248997254,FALSE
CLUH,17.21690434260342,17.301979663465385,54.83870967741935,0.08507532086196434,FALSE
CILP,17.966301205212403,17.936320289822948,58.06451612903226,-0.02998091538945502,FALSE
VPS4B,18.866901373471535,18.800545680696715,40.32258064516129,-0.06635569277482034,TRUE
TCEA3,17.482383008635157,17.277284366560288,41.935483870967744,-0.20509864207486928,TRUE
