gene,n_miss,pct_miss,mean_intensity,classification,group_miss_pval
MYL6,0,0,28.793396959825454,Complete,NA
ACTB,0,0,30.898045022096156,Complete,NA
EIF4A1,0,0,22.853613265563432,Complete,NA
RPS20,0,0,22.574103217645128,Complete,NA
PRPS1,0,0,22.08342333014921,Complete,NA
PSMA6,0,0,23.759051118476695,Complete,NA
S100A10,0,0,22.012581441816753,Complete,NA
CDC42,1,1.6129032258064515,22.275204745170797,MAR,NA
DSTN,2,3.225806451612903,21.668895549496007,MAR,NA
RAB2A,0,0,21.19777319759723,Complete,NA
RAB5B,2,3.225806451612903,20.242951494701963,MAR,NA
RAB10,0,0,22.245901660956658,Complete,NA
UBE2D3,0,0,23.41790511166736,Complete,NA
UBE2M,0,0,21.65512246702393,Complete,NA
UBE2K,3,4.838709677419355,18.95160009343711,MAR,NA
UBE2N,0,0,23.926742154081737,Complete,NA
RAB14,2,3.225806451612903,19.67180919491462,MAR,NA
ACTR3,0,0,19.23233079701113,Complete,NA
ACTR2,0,0,19.098984260006812,Complete,NA
ACTR1A,0,0,22.142751102351298,Complete,NA
COPS2,0,0,22.54811948668666,Complete,NA
ABCE1,0,0,19.142996882016668,Complete,NA
RAP1B,0,0,23.117495178208948,Complete,NA
RPS3A,0,0,22.494380165369964,Complete,NA
RPL26,0,0,20.85782000592503,Complete,NA
RPL15,4,6.451612903225806,21.879366526677224,MAR,NA
PCBD1,0,0,22.864548123005655,Complete,NA
RPL37A,11,17.741935483870968,18.40613780861936,MAR,NA
RHOA,0,0,23.263511420767642,Complete,NA
HSPE1,0,0,24.63567645861293,Complete,NA
SEC61A1,36,58.06451612903226,16.932141296324048,MNAR,0.011494252873563218
VBP1,0,0,23.249461866540358,Complete,NA
B2M,7,11.29032258064516,21.217907236995902,MAR,NA
DAD1,37,59.67741935483871,16.142201313685703,MNAR,4.997501249375312e-4
NPC2,30,48.38709677419355,14.562200033909681,MNAR,4.997501249375312e-4
PKIA,0,0,21.161718854825704,Complete,NA
SUMO2,3,4.838709677419355,18.636975336769382,MAR,NA
UFM1,20,32.25806451612903,18.815820851639085,MNAR,0.6056971514242878
NUTF2,0,0,24.36314766665981,Complete,NA
HNRNPK,0,0,21.883401617951183,Complete,NA
YWHAG,0,0,25.541669214739,Complete,NA
RRAS2,2,3.225806451612903,19.706515275876672,MAR,NA
TIMM10,0,0,20.00487192097714,Complete,NA
RPS7,1,1.6129032258064515,20.444988432605868,MAR,NA
PPP1CA,0,0,22.54957059841656,Complete,NA
PPP1CB,0,0,22.74348877949534,Complete,NA
PSMC1,0,0,21.395281729192426,Complete,NA
PSMC5,0,0,20.79615621104712,Complete,NA
RPS8,0,0,20.899001259133748,Complete,NA
RPS15A,1,1.6129032258064515,22.25252940641878,MAR,NA
RPS16,0,0,23.345494691708485,Complete,NA
UBE2G1,32,51.61290322580645,14.95808084340887,MNAR,0.011494252873563218
YWHAE,0,0,26.923850000005274,Complete,NA
RPS14,0,0,21.175916023141667,Complete,NA
RPS23,1,1.6129032258064515,18.75828892622045,MAR,NA
RPS18,0,0,22.07721724099686,Complete,NA
RPS13,0,0,22.394149619594955,Complete,NA
RPS11,1,1.6129032258064515,22.82946808054299,MAR,NA
SNRPD2,13,20.967741935483872,17.943120015435404,MAR,NA
SNRPD3,1,1.6129032258064515,20.18083136734138,MAR,NA
TMSB4X,1,1.6129032258064515,19.759545330336174,MAR,NA
PSMC6,0,0,22.426298523037183,Complete,NA
RPL7A,4,6.451612903225806,19.954062562449973,MAR,NA
ETF1,3,4.838709677419355,18.177142852011254,MAR,NA
CNBP,0,0,21.098508347666392,Complete,NA
RPS4X,0,0,21.681166071779618,Complete,NA
RPL23A,0,0,21.799675597904688,Complete,NA
RPS6,2,3.225806451612903,20.229588243393987,MAR,NA
H2BC4,0,0,25.889533464340303,Complete,NA
RAB1A,3,4.838709677419355,18.29819432004612,MAR,NA
RAN,0,0,24.017121684288032,Complete,NA
RPL23,1,1.6129032258064515,21.22581067899524,MAR,NA
RAP1A,34,54.83870967741935,14.615610934527995,MNAR,0.015992003998001
RPS15,0,0,21.834083253682095,Complete,NA
RPS24,5,8.064516129032258,20.577991216126364,MAR,NA
RPS25,0,0,22.88830131003691,Complete,NA
RPS26,0,0,20.397725152158074,Complete,NA
RPS28,0,0,21.19136488833869,Complete,NA
GNB1,0,0,22.44894677358628,Complete,NA
GNB2,0,0,19.85228908524636,Complete,NA
RPL30,0,0,20.090256041034603,Complete,NA
RPL31,0,0,20.62028985521177,Complete,NA
RPL10A,0,0,21.409139368782764,Complete,NA
RPL32,17,27.419354838709676,18.188796210446437,MNAR,1
RPL11,7,11.29032258064516,19.042367481019276,MAR,NA
RPL8,2,3.225806451612903,21.21259888109483,MAR,NA
PPIA,0,0,25.51860423807078,Complete,NA
FKBP1A,0,0,22.017810941596835,Complete,NA
RPS27A,0,0,26.387715201310154,Complete,NA
GRB2,0,0,20.40262912324896,Complete,NA
RAC1,0,0,22.36759315335735,Complete,NA
AP2B1,5,8.064516129032258,19.43082398633342,MAR,NA
VAMP2,38,61.29032258064516,17.623992106954528,MNAR,0.033483258370814596
PPP3R1,1,1.6129032258064515,21.595829169784473,MAR,NA
YWHAZ,0,0,22.389648499587715,Complete,NA
UBE2B,17,27.419354838709676,18.70779728679334,MAR,NA
PPP2R2A,0,0,21.673557987017794,Complete,NA
DYNLL1,1,1.6129032258064515,22.409428506271155,MAR,NA
DYNLT1,5,8.064516129032258,21.64076509381884,MAR,NA
RPL38,12,19.35483870967742,20.732365122568886,MAR,NA
SKP1,0,0,22.267920149493428,Complete,NA
RPS21,0,0,23.057594001092486,Complete,NA
EIF5A,0,0,25.075082733340665,Complete,NA
RACK1,0,0,21.815225168001245,Complete,NA
UBE2I,1,1.6129032258064515,20.415479656686074,MAR,NA
SELENOW,7,11.29032258064516,18.93976321736104,MAR,NA
TNNC1,0,0,26.169872344664356,Complete,NA
PPP2CA,0,0,22.62184786770816,Complete,NA
YBX1,0,0,22.706330251221797,Complete,NA
CSNK2B,1,1.6129032258064515,19.089717816350056,MAR,NA
TPM4,6,9.67741935483871,18.165930033253453,MAR,NA
UBE2L3,0,0,22.314686079999806,Complete,NA
EEF1A1,0,0,28.01356536927241,Complete,NA
ACTA1,0,0,31.329739122888295,Complete,NA
TUBA1B,0,0,25.747874835796996,Complete,NA
TUBA4A,0,0,25.220468751928237,Complete,NA
TUBB4B,0,0,25.488473954811745,Complete,NA
CSNK2A1,0,0,19.522766693200314,Complete,NA
PAFAH1B2,22,35.483870967741936,19.438364830902206,MNAR,4.997501249375312e-4
HBB,0,0,32.24115490624523,Complete,NA
HBA1,0,0,31.76829373351114,Complete,NA
EIF4G2,8,12.903225806451612,18.23378426742704,MAR,NA
PIP4K2B,6,9.67741935483871,16.417359159871804,MAR,NA
CCT2,0,0,24.899363145953256,Complete,NA
GSTO1,0,0,24.049988354997684,Complete,NA
PRKDC,9,14.516129032258066,18.591067284469084,MAR,NA
DCD,0,0,22.854084282363278,Complete,NA
MRPS25,8,12.903225806451612,18.08452570058148,MAR,NA
MRPS5,18,29.03225806451613,17.220952055868164,MNAR,0.0014992503748125937
MRPS36,4,6.451612903225806,22.22579061584111,MAR,NA
MRPS15,24,38.70967741935484,17.170074592062413,MNAR,0.7001499250374813
MRPS21,16,25.806451612903224,15.300083245428375,MNAR,0.10144927536231885
SARNP,21,33.87096774193548,15.868060148960067,MNAR,4.997501249375312e-4
LACTB,0,0,21.59029452373377,Complete,NA
RPL24,2,3.225806451612903,19.675728478540247,MAR,NA
ARF1,1,1.6129032258064515,22.185754093625224,MAR,NA
ARF5,7,11.29032258064516,18.604921275321153,MAR,NA
ERH,22,35.483870967741936,16.573608931202497,MNAR,4.997501249375312e-4
RHOG,29,46.774193548387096,14.350033922775793,MNAR,4.997501249375312e-4
RPL19,0,0,21.741104101739253,Complete,NA
SRSF3,28,45.16129032258064,20.055772698642585,MNAR,0.03698150924537731
MXRA7,33,53.2258064516129,15.808584786313247,MNAR,0.06296851574212893
H3-3A,0,0,24.5178207655495,Complete,NA
FBLN2,27,43.54838709677419,17.570965817440975,MNAR,4.997501249375312e-4
HSPG2,0,0,21.918023454018506,Complete,NA
RBM3,4,6.451612903225806,19.14516933091157,MAR,NA
CYCS,0,0,26.724855999485705,Complete,NA
MPP1,30,48.38709677419355,15.432614153645629,MNAR,0.36081959020489757
TFAM,2,3.225806451612903,21.132612453401176,MAR,NA
PITPNA,23,37.096774193548384,16.80500724810321,MNAR,4.997501249375312e-4
SLC25A3,0,0,26.206938374288928,Complete,NA
HDLBP,31,50,15.898039216486241,MNAR,0.0034982508745627187
PURA,1,1.6129032258064515,18.333899341920553,MAR,NA
CLTC,0,0,21.12250495244168,Complete,NA
FKBP3,0,0,25.119227458687966,Complete,NA
REEP5,0,0,24.50678570247388,Complete,NA
SORD,16,25.806451612903224,17.726815967791868,MNAR,0.029985007496251874
HNRNPU,0,0,19.661731564083272,Complete,NA
MYBPC1,0,0,27.943540539694588,Complete,NA
PLIN5,13,20.967741935483872,17.48358135414669,MNAR,4.997501249375312e-4
SPTBN1,0,0,20.411057669612536,Complete,NA
TIAL1,16,25.806451612903224,20.42610296385967,MAR,NA
SET,8,12.903225806451612,19.986281137745486,MAR,NA
AMPD3,1,1.6129032258064515,24.45515910131134,MAR,NA
FABP5,0,0,22.877509858632198,Complete,NA
ANK2,12,19.35483870967742,22.63863578665248,MAR,NA
CAP1,1,1.6129032258064515,21.28007764257365,MAR,NA
EWSR1,21,33.87096774193548,17.12540015847405,MNAR,0.009995002498750625
TAGLN,2,3.225806451612903,21.785930980349924,MAR,NA
OGDH,0,0,25.101154885665196,Complete,NA
COX6A2,14,22.58064516129032,23.165274319497843,MAR,NA
ALDH6A1,1,1.6129032258064515,19.820526042858905,MAR,NA
BDH1,2,3.225806451612903,20.032205100421354,MAR,NA
COL7A1,7,11.29032258064516,20.126146681673447,MAR,NA
RPL18A,19,30.64516129032258,19.191887784823006,MAR,NA
CACNB1,0,0,22.695608660927864,Complete,NA
MAP2K1,0,0,21.605150690167072,Complete,NA
FKBP4,0,0,20.403222426109306,Complete,NA
RPL6,0,0,20.68901002487285,Complete,NA
AKAP12,11,17.741935483870968,16.151212565717472,MNAR,0.001999000499750125
SLC25A11,0,0,24.411965338364226,Complete,NA
CAV1,0,0,22.21705742098629,Complete,NA
ACY1,0,0,20.81228356725484,Complete,NA
LMNB2,4,6.451612903225806,19.957988432066077,MAR,NA
UBXN1,1,1.6129032258064515,16.31074847986116,MAR,NA
GBE1,0,0,22.781547102723977,Complete,NA
EIF4G1,0,0,20.840818974719042,Complete,NA
PRKCQ,19,30.64516129032258,18.223882242634467,MNAR,0.010494752623688156
GLO1,0,0,25.547387619557504,Complete,NA
AKR1C1,2,3.225806451612903,22.80515822365101,MAR,NA
SSBP1,0,0,21.911853763060883,Complete,NA
YWHAH,0,0,21.767588036299653,Complete,NA
PLP2,29,46.774193548387096,15.891722244055714,MNAR,0.16391804097951024
UBE3A,6,9.67741935483871,16.81285847270041,MAR,NA
SRSF11,31,50,16.67140890969618,MNAR,4.997501249375312e-4
EEF1A2,0,0,27.133027422881703,Complete,NA
CALD1,28,45.16129032258064,16.893281032643138,MNAR,0.0069965017491254375
COL14A1,6,9.67741935483871,24.21296846313174,MAR,NA
PTPN11,7,11.29032258064516,17.875459420412714,MAR,NA
PSME1,0,0,21.599951295308166,Complete,NA
CACNG1,3,4.838709677419355,17.024110607978585,MAR,NA
ZNF33A,0,0,22.500106925905623,Complete,NA
PRDX1,0,0,26.62921437772474,Complete,NA
RPL18,9,14.516129032258066,20.986403288678815,MAR,NA
C1QBP,0,0,23.55790164991425,Complete,NA
CKAP4,28,45.16129032258064,17.944195450995068,MNAR,0.0014992503748125937
DPT,26,41.935483870967744,18.012311282291705,MNAR,4.997501249375312e-4
KLC1,17,27.419354838709676,16.909404993264694,MNAR,4.997501249375312e-4
SRSF1,23,37.096774193548384,18.1433311499372,MNAR,4.997501249375312e-4
ARHGAP1,5,8.064516129032258,17.037430748592328,MAR,NA
ACTN3,7,11.29032258064516,23.793426994202385,MAR,NA
PPP3CA,0,0,23.230371458584496,Complete,NA
DHX9,6,9.67741935483871,18.825221930982867,MAR,NA
CRYZ,0,0,22.81862971720284,Complete,NA
SLC20A2,8,12.903225806451612,21.157801716786892,MAR,NA
PUDP,5,8.064516129032258,21.171496413475644,MAR,NA
CD47,1,1.6129032258064515,18.928714104560395,MAR,NA
PPID,30,48.38709677419355,19.06432582605868,MNAR,0.23338330834582707
AHNAK,0,0,24.8401169227516,Complete,NA
LMOD3,24,38.70967741935484,16.227908755571672,MNAR,0.11744127936031984
HSPA14,29,46.774193548387096,15.564041164822063,MNAR,0.01649175412293853
SCRN3,20,32.25806451612903,18.355484398631308,MNAR,0.24737631184407796
NEXN,3,4.838709677419355,20.691646469987212,MAR,NA
AP1B1,22,35.483870967741936,15.777841860396567,MNAR,0.18840579710144928
BST2,9,14.516129032258066,18.702583428702265,MAR,NA
PMPCA,25,40.32258064516129,17.638592165355988,MNAR,9.995002498750624e-4
ASPH,7,11.29032258064516,18.932071723358543,MAR,NA
EFEMP1,36,58.06451612903226,17.57407117233296,MNAR,0.01199400299850075
STX4,32,51.61290322580645,14.952023784082842,MNAR,4.997501249375312e-4
GRSF1,13,20.967741935483872,19.6967067161376,MAR,NA
AIMP1,0,0,20.574128679655388,Complete,NA
ILF3,12,19.35483870967742,19.892182103745903,MAR,NA
TRAP1,0,0,20.7973755264471,Complete,NA
ANK3,5,8.064516129032258,16.789713232582155,MAR,NA
HSPB3,0,0,21.360332803181304,Complete,NA
ECH1,0,0,25.202173174743553,Complete,NA
STRN3,6,9.67741935483871,19.31533864902291,MAR,NA
COASY,13,20.967741935483872,18.804815610508705,MAR,NA
TRDN,1,1.6129032258064515,22.520117838801465,MAR,NA
ACACA,0,0,24.186009814028477,Complete,NA
GPS1,0,0,21.618501695886287,Complete,NA
MTAP,7,11.29032258064516,18.235898978095303,MAR,NA
PRKAA1,0,0,20.668560475656584,Complete,NA
TARDBP,5,8.064516129032258,20.164715436802002,MAR,NA
PAK1,41,66.12903225806451,16.011528282761756,MNAR,0.0074962518740629685
AIMP2,0,0,20.20836575546483,Complete,NA
PRDX4,5,8.064516129032258,19.924067411958582,MAR,NA
PAK2,0,0,19.778117936805423,Complete,NA
CBX3,26,41.935483870967744,15.865870971015378,MNAR,4.997501249375312e-4
PSMD2,0,0,21.752499635787224,Complete,NA
MYBPH,9,14.516129032258066,20.6080126953356,MAR,NA
SELENBP1,0,0,24.6427832519482,Complete,NA
TRIM28,9,14.516129032258066,17.542603898059138,MAR,NA
G3BP1,15,24.193548387096776,16.299643297833963,MNAR,0.0069965017491254375
PABPC4,17,27.419354838709676,20.316882757260938,MAR,NA
SGCG,0,0,22.6215603129136,Complete,NA
EIF3I,4,6.451612903225806,19.095789288593785,MAR,NA
CTBP1,6,9.67741935483871,19.86189518982177,MAR,NA
UBE2V1,0,0,22.347149001991934,Complete,NA
DYNC1I2,0,0,20.043801565199043,Complete,NA
ILK,0,0,20.259320575626045,Complete,NA
NNT,0,0,25.756093409565384,Complete,NA
SNTA1,0,0,21.234676814450534,Complete,NA
SNTB2,0,0,22.67544770504297,Complete,NA
SF3B2,8,12.903225806451612,21.748669574073595,MAR,NA
PDAP1,0,0,21.832018667963982,Complete,NA
TMED1,14,22.58064516129032,16.368334318459727,MNAR,0.038980509745127435
FKBP5,5,8.064516129032258,19.247341793204193,MAR,NA
PICALM,32,51.61290322580645,15.553747380914565,MNAR,4.997501249375312e-4
MTM1,10,16.129032258064516,20.371443207632865,MAR,NA
SQSTM1,2,3.225806451612903,16.297865364506343,MAR,NA
MTX1,1,1.6129032258064515,17.707273351684684,MAR,NA
ART3,3,4.838709677419355,20.9034099414072,MAR,NA
ASAH1,4,6.451612903225806,19.8066495442786,MAR,NA
PIN1,11,17.741935483870968,20.79293051447637,MAR,NA
CAMK2B,0,0,21.81159713770828,Complete,NA
CAMK2G,1,1.6129032258064515,21.465290743671176,MAR,NA
CAMK2D,0,0,24.146264035928052,Complete,NA
DCTN2,0,0,21.508817347111318,Complete,NA
NAE1,1,1.6129032258064515,17.54598788784514,MAR,NA
STIM1,1,1.6129032258064515,19.87899096895185,MAR,NA
CUL1,4,6.451612903225806,18.68525398617857,MAR,NA
CUL2,5,8.064516129032258,18.619894436997328,MAR,NA
CUL3,0,0,20.19433022814459,Complete,NA
CUL4A,0,0,18.921501474914493,Complete,NA
FHL1,0,0,30.74316020333474,Complete,NA
FHL3,0,0,24.570427607406028,Complete,NA
ITGA7,0,0,17.97332303488004,Complete,NA
AAMP,23,37.096774193548384,16.862316115588,MNAR,0.0034982508745627187
CACNA1S,0,0,19.123364714498845,Complete,NA
MOGS,25,40.32258064516129,15.67211503370339,MNAR,4.997501249375312e-4
SPTAN1,4,6.451612903225806,19.35125967665908,MAR,NA
AUH,0,0,20.283281914394944,Complete,NA
DDX39B,2,3.225806451612903,20.567990312677768,MAR,NA
BLMH,8,12.903225806451612,20.262093426512024,MAR,NA
SNTB1,1,1.6129032258064515,19.205128395179322,MAR,NA
TUBB2A,0,0,22.967439474171556,Complete,NA
IDI1,3,4.838709677419355,20.183206381097108,MAR,NA
PRKG1,2,3.225806451612903,18.942346356763377,MAR,NA
COX17,0,0,20.80412882390436,Complete,NA
HNRNPD,0,0,22.458033669168895,Complete,NA
SCARB2,8,12.903225806451612,18.305238020587645,MAR,NA
NID2,26,41.935483870967744,18.17730003610807,MNAR,0.1924037981009495
IL18,11,17.741935483870968,17.33720120240303,MAR,NA
DAG1,0,0,22.354941727564604,Complete,NA
EIF3A,0,0,20.71387861430205,Complete,NA
UBAP2L,26,41.935483870967744,16.79753245874201,MNAR,0.17391304347826086
MLEC,0,0,20.845407116338706,Complete,NA
DPYSL3,0,0,22.326969227708364,Complete,NA
DCTN1,0,0,20.748296805895155,Complete,NA
DYNC1H1,0,0,21.353978593683202,Complete,NA
EIF2B1,18,29.03225806451613,17.81281653237044,MNAR,4.997501249375312e-4
EIF4A2,0,0,24.10288229479296,Complete,NA
CTTN,35,56.451612903225815,15.159072888615526,MNAR,0.01649175412293853
ENDOG,0,0,20.066969979920355,Complete,NA
FLOT2,14,22.58064516129032,18.06193326388222,MAR,NA
TRIM25,20,32.25806451612903,18.158053702501125,MNAR,0.02448775612193903
FLNC,0,0,27.54053840794988,Complete,NA
MYBPC2,0,0,23.495041214244765,Complete,NA
GAMT,0,0,23.72978141807219,Complete,NA
CAPRIN1,22,35.483870967741936,15.609582031375387,MNAR,0.18140929535232383
PRPSAP1,10,16.129032258064516,15.250253771595956,MNAR,0.6676661669165417
ITIH4,8,12.903225806451612,20.245967506873555,MAR,NA
CLINT1,15,24.193548387096776,16.278851646021927,MNAR,0.2868565717141429
GANAB,0,0,19.914477446081385,Complete,NA
SSPN,0,0,21.601725068589715,Complete,NA
MVP,35,56.451612903225815,17.68514850578547,MNAR,0.0399800099950025
LTBP3,7,11.29032258064516,18.945542789252027,MAR,NA
LASP1,30,48.38709677419355,17.94971819738758,MNAR,0.16841579210394803
PTGR1,4,6.451612903225806,18.95348580992661,MAR,NA
KPNB1,0,0,22.780696352614576,Complete,NA
NUMA1,6,9.67741935483871,20.895078126364734,MAR,NA
PSME4,22,35.483870967741936,14.892690394246719,MNAR,0.16441779110444776
SLMAP,0,0,22.520099805152626,Complete,NA
EMC2,5,8.064516129032258,16.331541162599258,MAR,NA
PSMD6,0,0,20.70934905336941,Complete,NA
ABRAXAS2,6,9.67741935483871,16.922919270004318,MAR,NA
SEPTIN2,1,1.6129032258064515,18.190063770933772,MAR,NA
KARS1,0,0,21.448708297964448,Complete,NA
EIF4H,0,0,21.545735621253943,Complete,NA
EEA1,10,16.129032258064516,17.548633126405345,MAR,NA
PDIA6,0,0,24.20043462567047,Complete,NA
PAFAH1B3,10,16.129032258064516,18.932589053418535,MAR,NA
PLCL1,24,38.70967741935484,15.628459494321108,MNAR,0.0074962518740629685
PDK1,8,12.903225806451612,18.49091293900064,MAR,NA
PDK2,20,32.25806451612903,18.990196240055703,MNAR,0.08595702148925537
PEA15,37,59.67741935483871,18.670202298211667,MNAR,0.0024987506246876563
PGM5,0,0,21.663577808803762,Complete,NA
PLEC,0,0,23.93680803887887,Complete,NA
PPP2R5A,25,40.32258064516129,16.79141778578315,MNAR,0.09095452273863068
PPA1,0,0,20.32996650794799,Complete,NA
PTGES3,0,0,21.674806296261778,Complete,NA
STK38,24,38.70967741935484,16.627776451390947,MNAR,0.031984007996002
NONO,2,3.225806451612903,18.25500547109228,MAR,NA
PTPA,20,32.25806451612903,19.944142652095586,MAR,NA
RAB35,29,46.774193548387096,15.899238238115665,MNAR,0.13093453273363317
TMED2,5,8.064516129032258,19.92148759993619,MAR,NA
PCBP1,0,0,23.853262948909624,Complete,NA
PCBP2,0,0,21.529821622408377,Complete,NA
ELOC,0,0,21.179902119324225,Complete,NA
ELOB,0,0,21.642791199586593,Complete,NA
UBE3C,38,61.29032258064516,16.69698167790131,MNAR,0.008995502248875561
DHCR24,36,58.06451612903226,16.582366820442214,MNAR,4.997501249375312e-4
RSU1,1,1.6129032258064515,20.640957822475222,MAR,NA
PPP1R7,0,0,19.838221778557717,Complete,NA
SEC23A,1,1.6129032258064515,18.565866799002094,MAR,NA
MAPRE2,0,0,21.292730891837497,Complete,NA
TGFBI,26,41.935483870967744,15.321397375191054,MNAR,0.031984007996002
TSN,1,1.6129032258064515,21.486674222259147,MAR,NA
SF1,18,29.03225806451613,14.757145443923688,MNAR,0.014492753623188406
TRIP10,1,1.6129032258064515,19.5220581703113,MAR,NA
MAPRE1,12,19.35483870967742,18.329059943722854,MAR,NA
TSC22D1,43,69.35483870967742,15.005191541253623,MNAR,4.997501249375312e-4
ELAVL1,38,61.29032258064516,16.79382485621694,MNAR,0.004497751124437781
MYLK,3,4.838709677419355,22.986692350984587,MAR,NA
SPEG,2,3.225806451612903,18.733869843445365,MAR,NA
TBCE,20,32.25806451612903,15.022163664978288,MNAR,4.997501249375312e-4
UBE2V2,0,0,23.553307024876045,Complete,NA
NEDD8,0,0,22.342473746968405,Complete,NA
ADIRF,42,67.74193548387096,19.3057950753216,MNAR,4.997501249375312e-4
ADIPOQ,5,8.064516129032258,21.648095299955077,MAR,NA
RAB11B,0,0,22.615218892134095,Complete,NA
ZYX,0,0,18.63454838176305,Complete,NA
HSPB2,0,0,24.8723588293795,Complete,NA
ETFDH,0,0,25.011308651980332,Complete,NA
SEPTIN7,1,1.6129032258064515,17.886949987150345,MAR,NA
ADRM1,2,3.225806451612903,18.05738015245588,MAR,NA
DDB1,0,0,24.139469237205176,Complete,NA
CDC37,1,1.6129032258064515,21.215255789516387,MAR,NA
DPYSL2,0,0,21.58110481807732,Complete,NA
SYPL1,0,0,20.8506021435235,Complete,NA
RBBP7,26,41.935483870967744,17.56521073415672,MNAR,4.997501249375312e-4
SGCB,0,0,21.019342783310236,Complete,NA
SGCA,0,0,21.409118867119822,Complete,NA
FXN,2,3.225806451612903,20.352963571238764,MAR,NA
FSCN1,10,16.129032258064516,17.586233480393023,MAR,NA
DECR1,0,0,25.088101004393497,Complete,NA
NDUFA5,0,0,23.908723424824224,Complete,NA
CLPP,20,32.25806451612903,17.771785323882956,MNAR,0.06446776611694154
TST,0,0,21.898857684556788,Complete,NA
KYAT1,10,16.129032258064516,17.809801669287946,MAR,NA
GUK1,30,48.38709677419355,15.096820996330418,MNAR,4.997501249375312e-4
HAGH,0,0,24.616751305950835,Complete,NA
NDUFA9,0,0,24.338396723106328,Complete,NA
PHKG1,0,0,23.269753954719445,Complete,NA
PPP1R3A,0,0,20.66430889148366,Complete,NA
HADH,0,0,25.381178144422595,Complete,NA
UGP2,0,0,26.152262291075427,Complete,NA
TXNRD1,0,0,20.767011090619857,Complete,NA
IMMT,0,0,24.520632774442262,Complete,NA
IAH1,2,3.225806451612903,18.97860980860551,MAR,NA
KLHL40,0,0,23.13822988559422,Complete,NA
TKFC,21,33.87096774193548,16.683481813755478,MNAR,4.997501249375312e-4
TIMM50,1,1.6129032258064515,19.46052764221791,MAR,NA
NADK2,12,19.35483870967742,17.08425085748805,MNAR,0.006496751624187906
FAM98B,5,8.064516129032258,18.291445307195968,MAR,NA
HIKESHI,4,6.451612903225806,20.552064109592774,MAR,NA
PDLIM3,0,0,27.38784394496864,Complete,NA
HSD17B12,6,9.67741935483871,19.824503936174874,MAR,NA
AGK,28,45.16129032258064,17.37381197053159,MNAR,0.10444777611194403
LACTB2,12,19.35483870967742,17.670104383732845,MAR,NA
DCAF6,0,0,18.741976716912,Complete,NA
CAVIN4,0,0,22.702428404422097,Complete,NA
FLG2,14,22.58064516129032,17.34717173373112,MNAR,0.44577711144427784
RABL3,13,20.967741935483872,15.88428036921489,MNAR,0.17641179410294852
COQ5,1,1.6129032258064515,21.42585008737148,MAR,NA
NOMO2,13,20.967741935483872,20.774301628164178,MAR,NA
PITRM1,16,25.806451612903224,21.937538945696,MAR,NA
WDR44,26,41.935483870967744,16.15358641658827,MNAR,4.997501249375312e-4
COA6,0,0,20.111021257348735,Complete,NA
TOR1AIP1,26,41.935483870967744,19.076988837000545,MNAR,0.02448775612193903
GNAS,0,0,19.64348364770249,Complete,NA
TTC38,33,53.2258064516129,16.384073147007452,MNAR,0.0014992503748125937
C6orf136,18,29.03225806451613,18.745798251676522,MNAR,0.41829085457271364
HP1BP3,19,30.64516129032258,22.873977310190014,MAR,NA
IBA57,11,17.741935483870968,21.145062773913683,MAR,NA
UBR4,15,24.193548387096776,16.460465641135226,MNAR,4.997501249375312e-4
DCAF8,4,6.451612903225806,16.60461201821196,MAR,NA
DDI2,0,0,24.444800858853306,Complete,NA
MICOS10,23,37.096774193548384,18.772804899346433,MNAR,0.9150424787606197
LYRM7,3,4.838709677419355,19.70345147658951,MAR,NA
OBSCN,0,0,23.704863058641727,Complete,NA
MYOM3,0,0,23.30104274947312,Complete,NA
PDE4DIP,1,1.6129032258064515,25.422098028541477,MAR,NA
BROX,19,30.64516129032258,17.76494484013185,MNAR,4.997501249375312e-4
LYPLAL1,39,62.903225806451616,17.896348319465556,MNAR,0.0029985007496251873
SYPL2,0,0,24.9970885930449,Complete,NA
ECPAS,0,0,20.914278252489822,Complete,NA
MICOS13,2,3.225806451612903,22.19450479112675,MAR,NA
RNF123,2,3.225806451612903,19.59837065567668,MAR,NA
TMEM198,0,0,25.663497297623838,Complete,NA
CRYBG3,15,24.193548387096776,23.23483324279946,MAR,NA
NXN,4,6.451612903225806,17.453619111719647,MAR,NA
PTRHD1,1,1.6129032258064515,20.732375497033157,MAR,NA
ABLIM2,23,37.096774193548384,14.393826792045711,MNAR,0.17641179410294852
LAMTOR1,18,29.03225806451613,15.758732688842464,MNAR,9.995002498750624e-4
DHRS7B,0,0,20.64807632440793,Complete,NA
TWF2,1,1.6129032258064515,19.762505853651678,MAR,NA
ETFRF1,21,33.87096774193548,18.17201653494352,MNAR,0.5687156421789106
RAB12,6,9.67741935483871,17.85772147057639,MAR,NA
DENND5A,13,20.967741935483872,22.32460569253214,MAR,NA
RCSD1,0,0,19.650857106996856,Complete,NA
SLC25A24,2,3.225806451612903,19.050425364101862,MAR,NA
HIBCH,0,0,24.22245476862959,Complete,NA
CAVIN1,0,0,24.240440713674033,Complete,NA
MRPL54,41,66.12903225806451,16.93773666586976,MNAR,0.01999000499750125
LPCAT3,18,29.03225806451613,19.290119775565767,MAR,NA
TATDN1,10,16.129032258064516,18.794457377930907,MAR,NA
SFXN4,20,32.25806451612903,18.48375450434634,MNAR,0.0014992503748125937
FAHD1,8,12.903225806451612,20.004090918107586,MAR,NA
LMOD2,12,19.35483870967742,20.51154149541243,MAR,NA
