gene,pre_mean,post_mean,pre_sd,pct_miss,shift,effect_d,imputation_reliable
MMP24OS,16.322800375097536,16.23934812246747,0.6548947613662786,40.32258064516129,-0.08345225263006739,-0.1274284931764679,TRUE
ESYT2,17.098680815909077,17.109219378047314,0.3420344330775267,29.03225806451613,0.010538562138236784,0.030811407037045532,TRUE
ILVBL,17.00275344095493,16.891686686241332,0.49698366164384133,27.419354838709676,-0.1110667547135975,-0.22348170228821818,TRUE
TARS3,15.491204347650172,15.437010156631688,0.38715355829562303,35.483870967741936,-0.05419419101848355,-0.13998112598283782,TRUE
VWA8,21.47327667281558,21.163738676292844,0.4726352499108507,54.83870967741935,-0.30953799652273517,-0.6549194047230307,FALSE
MAP1LC3B2,20.713189720559242,20.895492416481943,0.373476544094323,50,0.18230269592270076,0.4881235483336257,FALSE
NUDT19,17.09913472732349,17.05130333534168,0.6056008297841502,32.25806451612903,-0.04783139198181274,-0.07898171473586146,TRUE
PGRMC1,18.921150638033946,18.7134950456924,0.6375350638623416,48.38709677419355,-0.20765559234154551,-0.325716347401377,TRUE
DCTN6,15.851741199587456,16.00754457520269,0.3912471881666088,53.2258064516129,0.15580337561523372,0.3982223523326291,FALSE
EEF2K,16.35504545334281,16.415692208665398,0.4736353596287073,19.35483870967742,0.0606467553225869,0.12804524427848707,TRUE
COX7A2L,16.514926706298382,16.475095241479366,0.466746915857674,46.774193548387096,-0.03983146481901656,-0.0853384638778469,TRUE
GAPDHS,19.680590241294425,19.631858543844018,0.8376394403877562,38.70967741935484,-0.04873169745040684,-0.0581774151272631,TRUE
HGS,16.35026192189805,16.38912855061385,0.31830643119764285,25.806451612903224,0.03886662871580171,0.1221044405843897,TRUE
ARPC1B,17.15539595011783,17.127754288792122,0.47038915317749114,20.967741935483872,-0.027641661325706224,-0.05876339013981524,TRUE
ARPC2,16.83282366783428,16.69117497319736,0.41978885894931356,62.903225806451616,-0.14164869463692042,-0.3374284276897007,FALSE
MAPK13,19.4832682277906,19.48653160664719,0.4547928117550134,64.51612903225806,0.003263378856591004,0.0071755286632562525,FALSE
EIF3H,15.83048350901683,15.88032370387685,0.5140632707756749,22.58064516129032,0.049840194860021114,0.0969534251782213,TRUE
ARPC5,17.791584802961935,17.965709739577168,0.4645303151482581,38.70967741935484,0.17412493661523243,0.3748408466294804,TRUE
TAPBP,15.367848936805805,15.273586845847298,0.44232570831300644,54.83870967741935,-0.09426209095850702,-0.2131056124185384,FALSE
DHX15,16.623803833466553,16.629867312679558,0.29131152386810383,30.64516129032258,0.006063479213004541,0.02081441589571267,TRUE
DYNC1LI2,16.657669995264023,16.728148308098294,0.34403731379620855,16.129032258064516,0.07047831283427186,0.20485659551457805,TRUE
TRAPPC3,16.109269853287408,16.169365909350557,0.298042387222719,69.35483870967742,0.060096056063148495,0.20163593716701894,FALSE
BUB3,16.05318884309826,15.997364866144865,0.3646375015048174,45.16129032258064,-0.05582397695339303,-0.15309444783658796,TRUE
AP1G1,16.557221575159662,16.45817254112903,0.446508315526079,48.38709677419355,-0.09904903403063159,-0.22183021141259457,TRUE
PPP1R12B,15.587697108669273,15.561778429660512,0.5725261980023684,46.774193548387096,-0.025918679008761103,-0.045270730141599366,TRUE
